,MGH258,UKF248,UKF260,UKF266,UKF269,UKF275,UKF304,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
MIA,-0.004368062240562414,0.003982533901390836,-0.010945502495214988,0.015755039666289758,0.09604018046369261,0.08700828666245791,,0.030444236266620812,0.15214407136737873,-0.08506454586719953,0.08574247680777417,-0.07132705729509438,0.03331155063621911,0.058206038011035445,0.007032442479007144,,0.008196383930035904,-0.05365469357123367,
COL4A4,-0.02105285084555492,0.023729244020910804,-0.06353625138621607,0.038994697051332586,-0.017442347557735896,0.025445387553832827,,,,,-0.03920534509067846,-0.031116062411012946,0.0024887693086573714,0.005740130236232278,-0.012806870521277842,,0.00159300624294864,0.009303127356474476,
TAC1,-0.018178432091030528,-0.08342390357798068,0.10993210033659337,0.059799154402540744,-0.028421453410781453,0.00813741571823381,-0.006783793187828898,,,,,,,,,-0.01722379351418801,0.08150144013501204,0.03937854369429497,0.012229485394220516
RARRES2,-0.02842400162616868,-0.05578021635227384,-0.03448351470885795,0.029520903785546546,0.04140106195528702,-0.0229496382923368,-0.016947620311646514,-0.06381128893201578,-0.17528329858633704,-0.12561228987816433,-0.09961355280185671,0.008591917224711925,-0.047995103493022176,-0.02313683893442039,0.015653004463251873,-0.006815039018958527,-0.0568965211785322,-0.06228931759169091,0.006487136867024489
FGF7,-0.04166576936418829,,-0.025458379649608186,0.06227966630878765,0.022713862429126933,-0.0034581983878429327,-0.043846228621841093,0.01002321126207446,0.12012015539095382,0.06218518584450618,-0.029317060664181622,0.06641888573064733,0.06303067532367455,0.033336419158791944,-0.020443843284735915,-0.10098978896367156,-0.03900838954763948,0.10146736881300258,-0.08719889268922822
EFNA2,,,,,,,,,,,,,,-0.015860285109135844,,,,,
HBEGF,0.05948726997931857,0.0647925841081099,-0.05392895650245963,0.02584406309112883,0.007478578041367242,0.009254296839907963,0.004620946142736924,-0.0025385182831655817,0.09642598534179965,0.060505741395728424,0.08611428962128209,0.12434055854950242,0.03246679031138021,-0.01205273758549735,0.05013291532314787,-0.04465919146701364,0.05479109312014752,0.03067571551490307,-0.08982734902163131
CSF3,,,-0.0008233803960066325,,-0.018453667992583297,,,-0.03035428480605519,,,,,-0.07664569325495074,0.002121076795664667,,-0.040509754198972465,-0.02468690924066561,-0.03745361180028153,
PI3,,-0.024606815394066863,-0.04078742178091372,,-0.020779073721702995,,,,,-0.07885383793675166,,,-0.044311025820786804,-0.09830294513586944,0.23515203985980873,,-0.0012455796234937125,-0.08758601117650204,
PCSK1N,-0.006814124653491645,-0.03967958640439176,-0.027795858584066174,0.059892137417809056,0.0036186572587133987,0.021087826663302486,-0.04806213101710278,0.04706453897902302,0.004980866850793276,0.007569035313113046,-0.011121705271048634,0.013162959688669169,-0.025034109897114604,0.049102507200279935,0.01930382835215335,-0.00508892288543625,-0.13051970502387794,0.05949933572575165,-0.027116749635425888
NTS,,,0.014223503253607788,-0.01681239893176822,0.010384918312590231,-0.015838267966539643,-0.017003786219257418,,,,,,0.013364227140544674,0.12579556551736956,,,-0.036557946248425746,,
SFRP1,-0.026450077875771038,0.0029267315510856187,-0.015168675641756025,-0.008423033403331419,0.04827261034794405,0.01974229847512079,0.06296862024233245,0.05148140274081778,-0.020197292295288053,0.08108512663859255,0.037806195563186804,-0.029381277826735056,0.028513981013201763,0.011910972828332016,-0.058941889555228937,-0.035137489571290384,0.05127153498564878,-0.05563708611786615,0.15219018193712325
CXCL13,,,-0.015032351273817099,,,,,0.032573627562211924,,,,,0.10386510600231644,-0.04074959373767959,,,,0.010936674933800315,
MICA,0.009449919917820458,0.039634960930867866,0.01303725964271994,0.015343375685471033,0.06120884183989166,0.020428920444473767,-0.05413144302179033,-0.0317441833639822,0.08403687558340962,0.09859973991540347,0.0031172197354186644,0.019629000604363876,0.009565215957396428,0.016783645814597837,0.010641466120407261,-0.06738865940749764,0.014819201135663145,0.00951718778383478,-0.06873217205264617
TG,-0.021052846101213923,-0.03683290084641139,0.0012026855008015192,-0.019405940338801442,0.045437283612566486,-0.013378611417638507,,0.060846089062557666,0.005074664790949537,0.02884994990883967,-0.053870259623869626,-0.03554438934633098,-0.02077133881082712,-0.023798076090552855,,,-0.021981660785230527,-0.04560240922082464,
ADA,-0.0008284680507654657,0.050078777144235996,-0.016153655177889234,0.020192999006644383,0.07384635139004168,0.02907432030652187,0.00684389720810782,0.008542447736187762,0.05940823359252385,0.08265243640518134,-0.018282433697951826,0.07863434839910927,0.02000284982658128,-0.010062303756372256,-0.029779676325096184,-0.006572007699060265,0.1277229864332104,0.016975341598513348,-0.06480899176906038
LAMC3,0.013744844091594557,0.1458582216354866,0.11204075047411739,0.06826672488130164,0.12512827495532652,0.004574224351813679,-0.012689884565783389,-0.01918817017486044,0.19104418157434605,0.25642221321642,0.06714016953679688,0.12517880599029416,0.02063996073779767,0.10133328939865716,0.0193473125614095,0.01330879109532138,0.1678420296996388,0.07229467781315656,0.06609685213336806
CCL7,,-0.014877743391293111,-0.0015303217975045124,,,,,,,,,,-0.023429124671027483,,,,-0.025869487866316584,-0.03885931356717483,
NGF,,0.0011649015796997744,0.029450710654561292,-0.018518472086777343,,,-0.01700379741512246,0.021401924668120298,,,0.03030035379815278,-0.027581096793366136,0.03637712734667082,-0.015647096194155646,,,0.050263779175887334,0.000658440240540899,
TNFSF15,,,-0.014756195000704986,0.026073322904443235,,,,0.019808776208695953,-0.019962425763127196,,-0.0034085320118116638,0.06104505972387469,-0.02284076569045584,,,,0.04591129234652591,0.02459658597128263,
HMGB1,-0.006449067951949764,0.060658848269274084,0.0222005920666747,-0.022786162527477626,0.05791535978104265,-0.02727948835399392,0.01634741406301656,-0.03311558909696493,-0.08569490457058418,0.11790209747581155,0.020076506680377398,0.04451549679113933,-6.144703854252748e-05,-0.022210093580670956,-0.057924261202995306,-0.1290795431755877,-0.08755580386772376,0.0071274859149220455,0.033658275062333334
ITGB3BP,-0.06332941851459328,0.016912062422916912,-0.030800168497828618,-0.02383598366495365,0.059340064603273714,-0.03522865195664916,0.06237271489124367,0.01840117972055289,0.04569111783759426,-0.0016314268610165903,0.029193950818446404,0.0032719996525255417,-0.022066896281911944,0.023687416034597588,-0.01412790363334888,0.0240639807353569,-0.0313473110137575,-0.018469742467298243,-0.03421622816858987
AANAT,,-0.021585342170141308,-0.013296214201024278,,-0.01664570792100748,-0.012031463432730795,0.21300929053843956,,,0.043233767219346235,,-0.021265920247150506,-0.020553953213749046,-0.021343648067916894,-0.03147043653801655,,-0.027370996976555796,0.016377243793730546,
RELN,-0.01745336757416892,0.040617704924762695,0.04038736566876934,-0.01438244174211623,-0.024795025318362546,-0.02648939870959768,-0.022960573790663016,,,,0.11455746301018965,,,,0.04396089979373502,-0.0422467019817736,,0.0013176867491929616,0.05687924185802506
IL15,0.03270588639847311,-0.047043006972238365,0.08502234444514317,-0.015999759306067098,0.0015860932429332484,-0.024998255680065615,-0.0006587739357624446,0.002550495361740506,0.011278488927398784,-0.01780635438889883,0.029652915624292325,0.013993439909896654,-0.03765568441766355,0.04335829039836181,0.041865724921733516,-0.04284522140737037,0.0978805990995286,-0.031844075261668,
UTS2,,,,,0.03559023220688139,,,,0.02847974183006976,-0.05514738256576413,,,-0.017503195455773068,,,,,,
BSG,-0.012868191792568089,0.01214956526022171,-0.03891600379431623,-0.00040048081208636196,0.028272913479308614,0.05330234675560119,-0.024072114674350564,-0.09968676277405569,-0.010114520907745683,-0.06586954428996938,0.0009345923277564893,0.08205376476219245,-0.015205772528232176,-0.0027140444720789047,0.01736027227140798,-0.005276607895483224,-0.04941734385532653,-0.04236249345230049,-0.05683183416972504
ADAMTS3,0.011441633650233885,0.018416534517622183,-0.012138079209284003,-0.011561046488039708,0.07608498023657724,0.007834929001417423,-0.02566987251402485,-0.006127293804567995,0.11203931491934167,0.17440874807137682,,0.01611699530735292,-0.021845121158330344,0.10277146703019695,0.004874259849006237,-0.04925947172967871,0.01922427392957907,-0.05396055483417702,
CD34,-0.029450332981880982,0.11322510727291117,0.0374589135703356,0.11789695302920496,0.09199273036716772,-0.035229598261410915,-0.059570054288743686,-0.04281550584400273,0.21804478921451886,0.1788507265102384,0.03041963803401066,0.14482125099189014,0.07806629930975399,0.03891164903359969,0.0677057983374748,-0.05498728835272014,0.17452581641710724,0.016408781555544448,-0.011293246267937408
CCL23,,,,,0.06086556225781794,,,,0.04955258832039723,,,,,,,,,,
PLAT,0.009155092071399952,0.05950970903350144,0.006784803748098433,0.01255632761091804,0.08724668870339405,0.052479056762138744,0.009449476671220845,0.0239705663778145,0.06995517817702462,0.09919872228394687,0.11539400286375784,0.08934761157388553,0.06885971915000583,0.06287819291487115,-0.004086546141821803,-0.0029301539647726216,0.022783125754303774,-0.019550664409095135,-0.028264852368413206
NTF3,,,,,,,,0.0009875668997343142,,,,,-0.012855422464828679,0.013165513915868225,,,,,
LTA,,,,,,-0.011587553160305459,,,,,,,,,,,-0.0368372370222016,,
CKLF,0.015152162113751137,0.0882192417304873,-0.006476833962342968,-0.007004759172339311,0.13183559247064341,0.015149691608765833,0.029587340215910102,0.06197198190895109,0.06556500738992976,0.02249755777494028,0.06646303567203332,0.05131943633536029,0.014289265537683548,-0.01007914861581522,0.06833443823847765,-0.0027934607852326057,0.018427897297294313,-0.020839250001641177,-0.06665840136244436
APELA,,,,,,,,-0.035634197292947596,,,,,,,,,,,
CD24,-0.013834458665744424,0.02092822823976387,-0.00253916715378827,0.04011686162283729,-0.03101996658721829,-0.04673719652913312,0.06142161757607106,0.07006060058434686,0.043713587816436056,0.07485697770441802,-0.17094816095697069,0.043246727612618954,0.018799512467970018,0.01717946836862579,0.062232354884439435,-0.013192484075386939,-0.05881314030592644,-0.005638517834822102,0.09673389117207415
HSP90AA1,0.041665126823206375,-0.030301608983008002,0.05504078793637537,0.005598238831258931,-0.07310661699192397,-0.0018936430193158432,-0.05543330385044647,0.05668916852500894,-0.020316248783633847,-0.111684722636411,-0.048446694245401586,-0.09115409020170792,-0.026595941763706814,-0.040322524274091366,-0.06735711309229413,-0.007046586098234728,-0.14348733294852267,0.038214392489720944,0.055892120979983605
BMP4,0.06448840916018696,-0.051771639650893986,0.03096969298321372,0.053216113336510655,-0.03566495888949775,-0.016498759918702192,-0.025498128934923227,-0.010454347688474747,0.17003999175227333,-0.02970271603331798,0.04369193656655613,0.042543080725088084,0.15799566088645886,0.038597275736166246,0.018507383807630937,,0.14831928587506074,-0.00660135636062814,
SCGB3A1,,0.03046971193576184,0.07848160508510936,0.05077587974832822,,,0.12927864920922602,-0.04046940738075498,-0.0022139098998232216,0.04729587826287435,0.11334596929935017,,0.015460196493794732,-0.0009423132955157648,,,-0.014323146129674997,0.09922924141224237,
IGFBP4,-0.017527713737648498,0.12007535627013606,0.04342092752818743,0.013629219914223091,0.10326151860234388,0.06187509650671872,0.03035159528428065,-0.07847400285637353,0.1675301096788587,0.21642813117573836,0.13552629826119403,0.1446198427967032,0.07891898784401878,0.04088976204727838,0.027744257153486836,-0.039450620423122425,0.1681679052623413,0.11001138826405699,0.002579961295261741
RSPO4,,,-0.01827518267781297,,,-0.013477029757715937,,,,,0.19679305731653995,,,,,,-0.011199032039359175,-0.03591772071291331,
LEFTY2,-0.02084469075157915,0.02252759237949389,0.03550398222975659,0.07129987043605977,0.13083437974820764,0.0533280533980245,-0.01700379741512246,-0.021856467017384376,-0.007983769894365068,0.0976091133498202,,0.05403904971246765,-0.019888673706851257,-0.018236478303209656,0.0444976250259273,0.019299026782030167,0.06878176115076791,-0.049457133596004586,
PF4,,-0.0154332689980139,,,,,,,,,,,,0.09551895299074811,,,0.03230845297501922,0.014494276611548902,
ANGPTL2,-0.005107785437032531,0.08484781254055505,-0.025358148537794244,0.006123367228882947,0.05616699579323649,0.05034118311263442,0.07147034238745706,0.03672803020741527,0.09020950532117417,0.0013221806093277639,0.08283408850237643,0.10058716404734803,-0.03513028561938634,0.10172901464256741,0.020754096566923477,-0.011735871145248513,0.13300894059398052,-0.009715130625330831,-0.045366375712446574
LRIG2,-0.03549626347434258,-0.02001398762702937,-0.0013722441212566546,0.04140094611040112,0.05533521789968473,0.020773967228593305,0.005300984612595744,-0.021909406009686203,0.016832228958435235,-0.08081200150674346,-0.04359286152119021,0.08701995714089755,-0.06290202276677116,0.016200103892709462,-0.009015750372657068,-0.005905957226261985,-0.05365288623151731,-0.031071144498592853,0.0115750437244689
ICOSLG,0.04882907231466091,-0.007760069972026881,0.035693870888734436,0.07120505598912244,0.0004004318807972905,-0.035019208663367773,0.013104168561208817,0.018155598026295683,-0.05612076162013303,0.06804442316781906,0.031046560710529834,0.08160290046470091,0.05284065678854254,0.02931122806602291,0.0063591689591024955,0.004725325231051023,-0.0009594391539215763,0.06398108597112341,0.055317975953201315
WIF1,,-0.027769662536934445,0.0020443192921431427,0.01806035326156597,-0.04205190003998854,-0.01039990465138052,0.015348838087245695,,,,,,,,,-0.04359872525199778,,-0.04452075936658587,-0.017499794798001646
NPPC,0.07344202841611192,0.02915268024507782,0.13959561573030246,0.022286520696964077,-0.027710447590321433,-0.006757344256233537,-0.000757027990925011,,-0.02274295397080928,0.03584588725038617,-0.08560462813237558,0.0807166268092553,0.017461113156324183,-0.02750507195528838,0.0399507636517311,-0.018964068382434567,,0.037518473225521695,-0.05126672232115521
LYZ,-0.01878514323777653,-0.0412354090758217,-0.006450053177366733,-0.00033407080084902593,0.036257165635683666,-0.0010734358441686037,0.04126743195412957,0.041363751784045354,0.10557029478684822,-0.03582018548834432,0.032517775655550765,0.05013034893364864,0.06024249617255246,0.011782764155802187,0.07488040145361334,-0.04730349192010239,0.09468516031481007,-0.011064577863521257,0.03283847556203788
EREG,,,0.03213059282512631,,,,-0.017491938378245715,0.08259374482626389,,,,,-0.04755692199090034,-0.04619209805541414,,,-0.02614022341927992,0.01645885328677858,
SPTAN1,-0.0023330000111983656,0.04277899126586173,0.024405392883195928,0.02588902510450351,-0.031757595685795705,0.011222769388976083,0.012344728151255336,-0.05117028575945761,0.020478372983708915,0.08361614997504248,0.061464642770087015,0.011638882489175467,-0.00757008458607204,0.07265848979880747,0.04036469508224328,-0.09750998127724882,0.02436282258674952,0.13806743100784696,-0.0437499417972902
LIPC,-0.026953945158456498,0.10750199360300505,0.167541419960798,0.036511154898750064,0.001253875351673079,-0.013468994297510757,-0.03132774282449777,-0.02006692728370223,0.002843121842947208,-0.04998622857959091,-0.03125977515840833,0.03985180925226302,,,-0.008724984259853899,,0.027731024147927462,0.06375016400375982,
COL8A1,0.016026141599705366,0.07504644029515421,-0.02260505246982516,-0.043211542193408614,0.009946764599161205,-0.024774651936918992,0.07709047178519104,-0.029567020364673284,0.03983464649107395,0.05114703025466626,0.02664564840330009,0.03267630369695357,0.07031147168324302,-0.028077376461456183,0.058114548984576166,0.008256580892582714,-0.03069764219800291,-0.08312155512591214,
GSTM2,-0.002726994559009165,-0.0025666921791673877,0.007254537227554918,-0.013529950902650656,0.028207475548964946,0.013756534728313011,0.030601790731810703,-0.013230442893082549,0.11322084631060052,-0.02033510737993732,-0.04938897074820557,0.0047031279146472135,0.029101143534449935,0.08119324282010558,0.01731340388266203,0.007497955705923134,0.02656913211172113,-0.018348127766443647,
IL4,,,,,,,,,,-0.047782063931230426,,,,,,,,,
SPX,-0.009970375196977532,0.015723388425676808,0.060887582208261924,-0.012670555680803938,-0.029147099057148847,-0.018073188196123843,0.021704738531419104,,-0.0738008133946981,,,0.0244756978954116,-0.023622322742002003,-0.018049604887057865,-0.022029507352518442,-0.021093466810476493,0.005664126422976798,0.09582704113002712,-0.0030842021094921145
MFGE8,-0.08384701642474005,0.07370003627569174,0.0313195034184426,0.0499708358819347,0.06517242368048118,0.03743142886472698,-0.057490533231182625,-0.0653202119213443,0.14590016294081343,0.11958211303070651,0.026103462300361768,0.12906968646992403,0.06339833946160466,0.024117240339466377,0.011455150693629346,0.0063063648579048965,0.15221872721171428,0.06205962473736004,0.06254328051153117
TGFA,-0.041960337750285494,0.03439188013950684,-0.0954285836725315,0.0137709413410892,0.011927410189305385,-0.015293650903836139,-0.00982323984153677,-0.011273804331880606,-0.01760448827042719,0.01571893471387717,-0.073379959192401,-0.00958024277356289,-0.0457647305226735,0.011054871526373505,-0.030325837820436685,-0.03410617307753628,0.008449240136347607,0.029356831569265624,-0.06288356907719729
SLIT2,-0.021666431526237064,0.004193673609731693,0.08468529659973623,0.027681248281750486,-0.0047005066319063754,0.023542738570841354,0.05917780702111314,0.02484826595841584,0.026291001455022472,0.06430310581222691,0.20353210285315296,0.08964139740179337,0.010364461427444464,0.06034602675306959,-0.03221880605510634,-0.05322518701550763,0.026647920066488792,-0.08301276281099287,-0.0624339459321038
PLTP,-0.04530564274268559,0.09128565719200772,0.001965820730596328,-0.058952405895914405,0.03147282458822369,0.005226841957318074,0.06443338421659657,-0.06888409426959986,0.005056612187187379,-0.007484455574478862,-0.08318149677463323,0.11350583755575136,0.033545426935089745,0.026775360627584326,0.042972093423103735,-0.07019687260614632,0.05476573451095598,-0.0011753011984620431,-0.021840431662035628
APOD,0.01755193287891278,0.056412249051017535,-0.025886549727295823,-0.0023205645206047345,0.041240628947832064,-0.04479531024424596,-0.027117058874246074,0.007350224838368534,-0.10691451583522216,-0.021755978616033306,0.019662292666676545,-0.1095348966719842,0.045584852398262626,0.10830038379011987,-0.12126355344391589,0.001291276878174343,-0.08305325154306954,0.10116102512831006,-0.009075391792676666
B2M,-0.026251845024692858,0.045862739469691764,0.04887186945894802,0.030634840928717107,0.08735611165156251,-0.037101294092398436,0.0772306269723583,-0.032306371256195,0.07223283888879822,0.15986291303042313,0.14974786389675812,0.03766582014004688,0.06325311685098561,0.027872866794232048,0.04550034182574289,0.037894979636034276,0.16669825490886242,0.04488897264051553,-0.008293710201217861
OMG,-0.0551099698162571,0.018632360847918358,-0.016376358355368305,-0.031096156164361132,-0.04855697133174379,-0.03633017456378907,-0.007318817802563883,-0.016185848823566638,0.033708039854747435,0.09310069234385282,0.028822777242398265,-0.07405332396085655,0.04165888941933708,0.06882553433291191,-0.05609813522505931,0.07725678783203102,-0.022662785486684864,0.09389764120130312,0.008700171444329993
CXCL3,-0.016953923737352307,-0.028797491863397574,0.00906384742339024,,-0.02185501879245694,0.010351487810906277,-0.02462418524840004,0.007418524553353602,-0.05737316741202064,-0.0710825723437131,,,-0.07084008531006947,-0.04273314473648374,-0.022161496565486112,-0.059754546201368615,0.019716735179274,-0.012559089909600113,
CXCL10,-0.006011283175715431,-0.0396803810590742,-0.03623256289877232,0.011220422066570751,0.06806903096302042,-0.014860205080799986,0.007947718944595734,-0.022054877122614964,0.022649926801138524,-0.02640047313388567,-0.00873380742846554,0.09555936333695648,-0.024193576888845464,-0.019498397432952355,-0.029856263034714513,,0.0552928505082986,0.029552380816668417,
RSPO3,,-0.02020952200926427,-0.01769337384627247,0.027727381859559568,0.03082657783319718,-0.006479545550234635,0.02308482130260393,,,,,,-0.04334092647988004,0.09500127571055804,,-0.04276056487627895,-0.02625247165278876,0.08123617139865248,-0.03533944010825849
CORT,-0.021052850506673312,-0.03612773136272231,0.011897671531675898,-0.016962839848184696,0.02475813096359047,-0.0034866218632252314,0.08421117859303454,,,,,,-0.026715402344219288,-0.015212283294929256,,0.05051478047959111,,,-0.03773679814448936
NCAN,0.08605843549484468,0.0635193573685425,0.05077308132818061,0.02650481043411778,0.08080392239629454,0.03518285959222371,-0.03251372735068391,,-0.07211953421905833,0.05057511983164491,0.11274715080249632,-0.004161933918721512,0.04013115403932171,0.06325322875912569,-0.03327243272488204,0.10601940352140399,-0.055580832848367144,0.03421959539367723,0.11808257993139154
PRG4,,-0.022374349278327408,-0.012668392151456214,,-0.02367792099417715,-0.01722310901263333,,,,,,,0.07449386919831144,-0.004399655242855551,,,-0.022024062808576033,-0.012969499995124196,
ZG16B,,-0.0037391107141067723,,,0.13799096126203372,-0.009207362886350112,,0.027580372616401498,,,,0.155171095824767,,,,,0.1072486251049578,0.1452284937585167,
TGM2,0.03097748507141837,0.05539196737281467,0.05124621688094105,0.031710633264515856,0.0504816332906257,0.11142765380736283,0.051833498287527834,0.04730513297281259,0.18713801893963303,-0.097294530881016,0.15661188926770844,0.09537617730444568,-0.0035401175087874485,0.008476953319876367,0.012518004154746552,-0.0472334189652257,0.0968219472628287,0.051030635365868764,0.14272306474991472
VEGFC,0.06713083909856342,0.030610932138793134,-0.0195008534204621,0.0017563265742618637,0.03108079500107944,0.019222304056891844,-0.01976581420522524,-0.01687226509960262,0.03454509452541734,0.12093443389424254,0.11382483409355182,-0.0016627870684255653,-0.014937261505374364,0.06078931247561699,-0.029231379150325386,,0.060749684128860865,0.0209397988872409,
WNT6,,-0.024004910059629236,-0.017455824740988855,-0.016410823172368475,0.008926682701120592,-0.006528849704377745,,-0.03224079579810849,,-0.02416964153519141,,-0.04115006744234215,0.05254862789303312,-0.01261153055059684,,,0.015315508390850417,-0.0035357964897007694,
NRG4,,-0.013702923984283206,-0.018044467941967988,0.017293309260056955,-0.02949235268439312,0.01412178572791049,-0.022020286614290955,,,,0.0856121777569786,,,,0.01913871144216334,,-0.026252474595064492,-0.04983840897141647,
PMCH,,-0.01579335732744236,,,,-0.013477029107303687,,,,,,,-0.005377059230760495,0.055547876109465294,,,-0.0008791883998383828,-0.004725248118679991,
COL9A1,0.03470804542127612,0.013852428628430334,-0.003795245947511307,0.006084640418493688,0.07091210240307604,-0.01360835739076744,-0.017249451620955824,,0.0354197583923341,0.05091760350027814,0.029164315949977194,0.11507148680316329,0.003497897240095941,0.0448545528221224,0.020983230894559148,,-0.034468048630961166,0.03253883255912452,-0.05749722922277119
