,UKF255,UKF259,UKF304,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
CSF3,0.017579199505982718,0.43755099476297843,,0.07721471494402653,0.019187310367998704,-0.020203863073164283,-0.004621534416013544,-0.043719268660446634,0.1217110383561793
PI3,-0.0017129683033321333,0.25013045427601044,,0.05548877757642515,0.040071187452359616,0.00283492095366125,,-0.0789603244778905,0.07772557708567256
PCSK1N,-0.009308423388557484,-0.13764647494970747,-0.12062892780252825,0.03334904216767158,-0.011801223049469178,0.02163100976566147,0.04974335906410097,-0.08557742822263695,-0.06801826689239399
NTS,,,0.02785497523299742,-0.0026718837616953916,-0.02720186145940246,-0.04671413264325894,,0.033362351612460685,
SFRP1,,-0.014215318850588729,-0.0038403007065416685,0.08705265800967649,-0.004425495893437798,0.05873916530841238,-0.06899345742047013,0.1566427994897455,0.06136025006771426
CXCL13,-0.018187377753620816,,,0.03583252761474517,0.0003522054042271866,0.03695535705477209,,,0.06503575941197375
MICA,-0.04940080429458762,0.11487497437611467,0.024387469791089397,0.14214634871171095,0.037774546758062105,-0.016296493395793622,0.03962509325987112,0.1713454293737069,0.08661252642547586
TG,,-0.015340581233074217,,-0.024639202902853746,-0.033502065997531805,-0.01662808977350897,,0.06635797612720246,0.036863994161234884
ADA,-0.02628218185601952,0.015537669002853067,0.00839908263061234,0.03896923068642668,0.05173056452745628,0.05502326072602858,0.05679565576149437,0.14884511393756755,0.10262069900873287
LAMC3,0.0810531901532347,-0.03103131722883361,0.037818736257984126,0.032483899202172505,0.029407216953785873,0.0744463271115748,-0.05213126469529459,0.12188837760927881,0.10090499631482529
CCL7,,0.14463517263910802,,-0.027791899302359663,,,,0.0385708784546991,-0.013972464094363353
NGF,,0.07682990553260777,-0.021609089133870902,-0.0182757901778821,0.015612661319984152,0.012797558949206745,,0.09958238849892437,0.03270502585667215
TNFSF15,,-0.012350611170209275,,0.004054971347024108,,-0.012546252110903247,,0.11036517490775097,0.11463938095736079
HMGB1,0.05659324770257862,-0.10327224300335416,0.09519684196629803,0.009188646822132536,0.057937917306419666,0.05799446134050492,0.025319015893314627,-0.0949745887054054,0.06454115301910794
ITGB3BP,-0.0802158386736704,0.015222680835364311,-0.02024873138200071,-0.0007838194133077398,-0.008686044595519462,-0.038292035595465145,0.1307990097817643,0.09331077212141248,0.0557829671187956
AANAT,,-0.011237794223865331,0.059947182315398806,0.1918262943436049,-0.0012774098543827572,,,0.029988365742360686,0.018196125156782594
RELN,-0.02820720205510381,0.010038217392731008,-0.054497781298113376,,,-0.015154512883422632,-0.062240214033960434,,-0.03197088438402259
IL15,,0.007325886265909838,0.16035876662769763,-0.0031773382428641086,0.05856456263528168,-0.006040803496609018,0.07218493863725803,0.03585950508786746,-0.019434056434374385
UTS2,,,,0.021612055641929046,,,,,
BSG,-0.009380392178521671,-0.01697084277503097,-0.030964449116559076,0.1402053448781911,-0.005239286768276088,-0.016366350050868384,0.06331588661449655,-0.013613792393329462,0.10303745225680017
ADAMTS3,,-0.007588508239143898,-0.016277161590252023,-0.037661935276709094,0.017885724967228758,0.03630897410620039,-0.04174441327530556,0.03293463030325122,0.03015828681555792
CD34,0.12135751270977368,0.011121460073513263,0.06215230160120766,0.020526910318085213,0.028812542656180343,0.05322130610887448,-0.006006710686420668,0.17519508555062355,0.023721633887021257
PLAT,0.012691174258226525,-0.11231281707075953,0.1213594677468556,0.02113822226050115,0.012141642541354409,0.05027215827056471,0.043417972016701535,0.06238806361603625,0.08736222471938737
NTF3,,,,0.07730769421825542,-0.05226906170617174,5.348015778961847e-05,,,
LTA,,-0.014215318185573768,,,,,,-0.02957024900788679,
CKLF,0.04384191313621066,-0.04332224018845282,0.17953804053021574,-0.02434351928860655,0.035944471206073886,-0.004145209877080683,0.037881634459728836,-0.04124622433105881,-0.06929047560553193
CD24,-0.0659234400085276,0.06651415038424836,0.046744831289633325,-0.006963068477486974,-0.05758215759304852,0.0206220938771587,-0.005560303023219553,-0.11830996444605256,0.028789801744318954
HSP90AA1,-0.014223349898047712,0.006363559292253817,-0.11694410054097155,0.03005432517929168,0.01918070517177991,-0.03186946801232402,0.0690771945597372,-0.067386898948697,0.045419626133093326
BMP4,0.09085559382573478,0.08263303025368772,-0.0324040170233774,-0.06709423121692054,-0.02596698086577054,0.08988699283837143,,0.06509652181698297,0.06297894115662607
SCGB3A1,0.012653231692651217,,0.08704471574499761,-0.0002686501787926158,0.020196029424428084,-0.026054606739443625,,0.05233230803218099,-0.003702348308970317
IGFBP4,0.14103784490628973,-0.021322086588695454,0.1640639894521452,0.02688365704626216,0.11110595825623203,0.0588629644461044,-0.01322196549875111,0.22693001836633128,0.10900206224655803
RSPO4,,-0.02175903501248453,,,,-0.01754666881590257,,0.009582263112598804,0.06476017108125817
LEFTY2,0.0026568769370078084,-0.031762892185429104,-0.021609089133870902,-0.02359217532363995,-0.009933784985520012,-0.02386231035406136,0.02153347720950639,0.1087446005509267,0.11622959285835562
PF4,,-0.009676867206956888,,,0.018957243500486526,,,-0.026191906503985944,-0.031350971629597164
ANGPTL2,-0.07816304660635937,-0.06516298702389023,0.09320780965017707,0.07000181573499946,0.01529528400568033,0.04068175211040238,0.060876635743494396,0.13626988943139265,0.11485836735087684
LRIG2,0.03513172735443454,-0.0014269272682366496,0.0019038913318508324,0.06617844771095123,0.016079041029234725,-0.0030151387099783262,-0.014023120609290509,0.13691836769111482,0.03321744553514529
ICOSLG,0.02459920122713764,0.038140583598128636,-0.02106164899861723,-0.003449602365486377,-0.0021569313584207327,0.05121371071970093,0.03465662314967213,0.06839676939212964,0.043489269547368106
WIF1,-0.019002331501912304,,-0.04950029401466893,,,0.006537443836204064,0.01867319248947462,,0.07319498988183354
NPPC,-0.033589190718542127,0.06149920757097952,-0.006479344839854403,-0.030583041074956616,0.004739415755040653,-0.0001314209490864156,0.04185770133643408,,0.02119390468040647
LYZ,0.07865637001269755,0.012769091747469983,0.1642374530149117,0.005070983769779727,0.0019905100392795605,-0.022196115241236672,0.059827486679996475,0.043319813790998446,0.04454009722967149
EREG,-0.03376205379195729,,0.07196620030714358,0.0024121155166158476,-0.02861041670098996,-0.021854671848279578,,0.02355892252109589,0.023570729651695644
SPTAN1,0.023487791169319774,-0.15020193785495023,-0.038117756954506685,0.010797743682124097,0.050825629584668755,-0.01895361128657858,0.10172355960016409,-0.15175591727320598,-0.06722048996521976
PTH2,,,,,,0.030045070485424343,,,
LIPC,,0.04886569090839201,-0.03981251778826145,,,,,-0.01635478745296039,0.05466478116663788
COL8A1,0.11070164500701699,-0.012378910568545846,0.0432816710069069,0.025871321412998284,-0.016137015063218692,0.02685149705885225,0.02473173966892591,0.10299909840519737,0.08241030167239191
GSTM2,-0.04167845909578129,0.011867408760269173,0.08895788145218923,-0.03469459063566546,-0.02048989003032793,0.03912201270530675,0.014085307818539597,0.0461140381825949,-0.013505386756516963
SPX,,0.04222105858091735,-0.0898454536668552,-0.028021073093925757,-0.02540957730594168,-0.007159570878862793,-0.08539229209164025,-0.09784799379658993,-0.017716302863524196
MFGE8,0.04443977510751243,0.022504068117726077,0.06948466309140795,0.031773751739557266,0.04101400555239912,0.07336404085502725,0.0404229196434951,0.16631512898235237,0.15307325897436336
TGFA,-0.02341210785938477,0.02367400259329533,-0.051344680579103574,-0.007483931282215838,0.061852622424514614,-0.10184065841365043,0.025796326678737526,0.07033333562544437,0.04618526108595202
SLIT2,-0.019899718403769168,-0.03293503940541391,-0.07216236725556145,0.013021851080494645,0.016001958577508555,-0.011092755433662659,-0.039181908272055734,0.05469343523810788,0.06073647119336831
PLTP,0.0318900652227234,-0.09642565828872338,0.15256825954396927,0.09889288203590987,0.12020896834796475,0.007915010502955117,-0.028491472114278465,-0.0066737874574053415,0.026051274734126512
APOD,0.057759026194701996,-0.10139925653560465,0.10712992894759914,0.010901383584660243,-0.019245546024143124,0.059263809175968546,-0.05314142647358864,-0.09436526283881852,-0.048193144832913204
B2M,0.07869740105272872,-0.08035280328577545,0.1738439071707067,0.11314809523727762,0.07288881538528179,0.03138864417819159,0.06974829839400544,0.15435886191673326,-0.004714490471485627
OMG,-0.03482140159129964,-0.09099476032087334,-0.026522968418056094,-0.08411131235759316,-0.04340990817730644,-0.01690544673524851,0.051242888479140006,-0.06840833508312388,-0.04606733675056601
CXCL3,-0.04716081014647949,0.20879065309849928,0.08975181632953447,0.08196874121469302,0.07119682462461387,0.040187667012177575,-0.050638352059415005,-0.0134234616585291,0.09428106055146342
CXCL10,,0.020040333762027907,-0.0026265889575439057,-0.028698701385552097,-0.011838663276447755,-0.023975908247245274,,0.0172281058786271,-0.048245622412964845
RSPO3,-0.025047403088475983,-0.011237793393519572,-0.04774219376615039,-0.03509084232634864,-0.03629610707257825,-0.002126541357572253,0.13164872879361308,-0.003754052455344842,-0.013684284038395696
CORT,-0.033241316400910347,-0.02520161458048977,0.06840104770380533,-0.031690119976642075,-0.021415299160346155,-0.016030939364521418,0.10744597764242085,,
NCAN,0.04750990247410102,-0.12475043786515717,-0.05581180116360049,0.0027873319338481877,-0.037607401999087645,0.014893315227495983,-0.03949848089690603,-0.10599279564880087,-0.03790294249056239
PRG4,0.0081957482770534,-0.01109121744981778,,-0.016096627279454392,0.07541449147626318,0.03885059636598641,,0.062161213077823664,0.03032230215668546
ZG16B,,-0.012872714303535837,,,,,,0.08192826219830847,-0.02674559414979294
TGM2,0.07451011027724036,0.055193117318555224,0.15224485258589998,0.06262060324566257,0.032196076558400406,0.10166505227128338,0.03620166111348846,0.10256738250231273,0.06847752604173866
VEGFC,-0.023497002031108563,0.12441699526918497,-0.025119167826851446,0.0025509449149180574,0.005229603053897017,0.05716365350335662,,0.13293907503507496,0.0702059945179308
WNT6,-0.017025444217612047,-0.015340581870023287,,0.030029194947963755,0.0022608930495542,-0.00646856607841141,,0.02976179019242958,-0.027636223014001177
NRG4,-0.018774375048841337,-0.013498519013854316,-0.027984239319295057,,,-0.02317083143180647,,-0.026861624666690332,-0.016604848992420235
PMCH,,-0.01870351316699184,,0.0817797861629571,-0.002856355679047706,-0.013340808069535375,,0.013735484187294039,0.048176488574128117
COL9A1,-0.03432780716064758,-0.014098217910753235,0.02737486171187263,0.038496075224626045,-0.060338121416333816,-0.02350117584285185,,-0.05785395823651904,0.022286963052582744
GDF11,-0.005181212227691893,-0.014935999963722352,-0.015458147416051391,0.029674796169670337,0.022283507163385993,0.00788774945881592,0.06089854287412327,0.020454094720919386,0.02442172053700909
RAET1E,,,,,,,,-0.013031262640338218,
IL24,,,,-0.021061440093963067,-0.020138429680929923,,,,0.10261084775434552
SORBS1,-0.03147905014267147,-0.12049354920157122,0.04772785212056293,0.0063991114944894,-0.02749255918465601,-0.03875238439059259,-0.018893783163635006,-0.10851585586149677,0.01924961299912641
DLL1,-0.015119278739175167,-0.09233267086375896,-0.04967140731788793,-0.051560104415471805,-0.011878742328317269,-0.03889085479876869,-0.012431749617555358,0.06163354508153054,0.04211177389063097
TLN1,0.09323594656527931,-0.10026794313584264,0.07815735243475579,0.05214248944253788,-0.017801992708541096,0.05337307927293953,0.037138121244767924,0.10167877843237819,0.09385202488348829
COL2A1,,,,0.15484244185973464,-0.003794385133600281,0.027990765115947513,,0.04725137864738906,0.1486862252594892
SHH,,0.16047704031931886,,0.042978212808888736,-0.0020445943090113927,0.03312020708311343,,-0.00010971194240535798,0.06997725570132751
PON2,0.03701270039808642,-0.17317836636224515,0.05379157794531065,0.013559977867739706,-0.023904140694287347,0.04321053838512354,-0.005568746703949316,-0.13115319663446173,0.017071084570376132
ICAM5,-0.026773198013572964,-0.017963459336644366,-0.08601958952244661,0.10263455061776776,-0.04396245108229998,0.01881572012157515,-0.023070143134417607,0.01859873729551636,-0.016513633390409663
HPX,-0.004847626657561296,-0.028043342926418437,,0.04169763019926562,-0.01747532763722094,-0.016846687735226712,,0.009724183921477628,0.029801867125139776
SFRP2,,0.03069348169544631,0.09119349280446609,0.054930999987055,0.07196771993534966,-0.04798642859064583,-0.06265403412829534,0.1136768296679108,0.138818491384783
CFC1,,,-0.0228341740161038,,,,,,-0.036774627673470256
CD70,,0.288754997432569,,0.1592251466069826,0.07636923157971666,0.012039395355815668,,0.032392368315838055,0.10190078955254649
HP,0.007282531606669047,-0.005178315827890726,0.0661314700820839,0.041167603681743374,0.11962457465008562,0.00969871533865969,,0.023452702957639515,0.043453928080148634
CXCL2,-0.046482584901757044,0.14085307901032865,0.11456078132948466,0.1124640348000336,0.09902770879304348,0.013471427351343795,-0.0476345387517654,0.042922873089026606,0.09572089011267833
NPPB,0.0251162587004546,0.23785467265079988,,0.030148275107021314,0.029935712184569665,-0.01993921649455848,,-0.04716075916516586,
CCK,-0.03833869630607318,-0.06638479190183887,-0.11672035967529615,-0.04189119002727038,-0.04018154675898942,0.016582885245242263,0.011243205326956359,0.029641590987658558,-0.095787591318947
SEMA6A,-0.02937197252922908,-0.10635724191820052,0.05070720297464,0.0030910927509401336,0.02685796336774984,-0.05345735450582053,-0.045946676831277115,-0.07288313279961278,0.04104265502769958
IRAK4,-0.05220454576421398,-0.023538216670230254,-0.010971348215716912,0.04848514993335912,-0.00954414036060846,0.0008127154427007109,-0.029780928448454768,0.05507965997510158,0.10399827819022481
GSTP1,-0.019074055267954214,-0.03725281571005373,0.1368427024846213,0.08917522533697075,0.05194448289317184,0.02121546146549093,-0.020936461571265944,0.04003682206459049,0.0017759979531179768
VCAM1,0.014356731999360972,0.04193401371067962,0.10434640325718586,0.09595702202612524,0.0744910097364459,0.01322841212974623,-0.028267530525831572,0.08095043728158707,0.122702978822806
NXPH3,0.009428654165577876,0.031964231471091356,-0.03557729830483199,0.09121556270724174,0.018440989762880926,0.03598519435982239,-0.05882790922691565,-0.022789632579715766,0.048131462961564446
MTMR4,-0.03770528243381584,0.007875772519471566,-0.0628277995837985,-0.007149002623462801,0.03725055071381134,0.005736023492019971,0.07714765327155358,-0.020194752730437228,0.06499650573341544
LAMC2,,0.15313212882846294,,-0.025893119317805618,-0.0110695080830691,-0.012949335101570791,,0.03663436890309925,-0.04002135106922144
IL10,0.17583627705131732,0.010585562365817192,0.17335888922078835,-0.03066734504763769,-0.002230806689065851,-0.019352931099056794,,0.0920965078925194,0.10727974907120884
SEMA4D,-0.01823620632440613,-0.0761311218871349,0.006282452236789503,-0.05347429027514409,-0.01769492086594644,0.016795904749641655,0.058053684780330225,0.03502309404207935,0.035568671021081036
TRH,-0.01934467723138729,0.15859090685228186,0.0271702373991327,0.054222322354550004,0.005763383406769998,-0.014523653117781143,-0.03819608422128953,-0.05282321293501371,0.1753947600373051
SEMA6D,0.00602582210274578,-0.08411904005241569,0.04688565747588628,0.0016219796486770623,-0.07659979866138285,0.02309897462430093,0.04244467587713576,-0.11470419242851468,0.10407140852076159
CEL,-0.021228458320067943,,,0.052168901558487905,-0.03287865687546974,-0.008912285582172809,,0.04469075228630752,0.09055008617122967
PDCD1LG2,0.05526830787315578,-0.0360944560697395,0.0678149397664761,0.04753657211369458,0.05039734927923144,-0.02974731327494304,,0.07158034382974399,0.05859488875913751
SPINT1,0.05676301529807503,-0.02318321606553615,-0.03453418801776257,0.09516622557115567,0.011430475953771188,0.019786114168740078,,0.029864766466866314,0.07459469923183908
CTHRC1,0.11491562300861509,0.06940692516304857,0.0016015767968157203,-0.030137056072894384,0.03587345032768936,0.045873189802500845,,0.18277489746722786,0.09680404844281286
PODXL,0.06017109734107872,-0.09919808753511812,0.06861085679992299,0.09105566222079405,0.07127543022470068,0.12346619524870106,-0.05305614278319054,0.1352721151125426,0.1463450661057612
JAM3,-0.052361867730726985,-0.07597041184749706,0.07979161294692591,0.08042059600761695,0.028690753243013276,-0.024413072522669294,-0.07502027294621075,0.07395804933747889,0.07439464792077077
TGFB2,0.07458882017192779,-0.10439095016157623,0.06741540205231625,-0.019265210273388355,-0.032652340664890284,0.055661783934811776,0.004255813061785447,-0.05323179942559535,0.059753152004901514
COL18A1,0.015019664167344828,-0.069095492895933,0.13619210611474256,0.05147682416865784,0.08061879087562113,0.07277522803348377,0.03479615503907391,0.22042615703316593,0.10399035387196252
NODAL,,-0.022698603371076344,,-0.03148475173916639,-0.024875704517371523,-0.014808535906728848,,-0.019013525343099268,0.01889720171366005
INHBB,0.10007848675686087,0.009247489745365782,-0.02660752865027967,0.08142205805614101,0.008233366791776369,0.03791511832359965,0.06523984698971899,-0.049114881625051676,0.09633521398703028
LCN1,,,,0.022808688336685264,-0.0052817214646481755,,,0.009811575823980763,-0.028071563235011695
ARF4,0.04278124417777702,0.09888353499877078,0.07369526202948953,0.00667196319367632,0.0017222429377600356,0.030222954182535577,0.012083057139358266,0.13964015114119815,0.0685231772240216
CXCL14,0.09101358984091404,0.029268537535211678,0.02373801953674474,0.041268593132286806,0.014971359286975452,-0.007760915199041635,-0.05928193287405507,-0.05473510640229561,0.0020139998964186882
LIF,-0.012191297202121539,0.16616693971793073,-0.031067176929918863,0.08647901547673595,0.03394703643548209,0.06025039596126331,0.04247417939231558,0.10737814662552705,0.10253108597651925
IL17B,-0.01934467723138729,,,-0.02914262166182698,0.06271063627988624,-0.018423194707099886,,0.04437399429195687,0.04627721935010845
MMP1,-0.020447531058130474,,,-0.046043073412078604,-0.004346942057672475,0.12817498730439492,,0.0919551423780276,-0.01309075357530343
MATN1,-0.014161069886723476,,,0.06323809229020465,2.857248553902597e-05,-0.01898707996871412,,0.0271093428255704,-0.011608301227491511
ADAM28,-0.014734316547797938,-0.06242580205189691,0.012183931157144962,-0.041176946965956036,0.004493123467926338,-0.04714090754674467,-0.08391749524277194,0.05030985793136453,0.005899266568039093
TCN2,0.04497019709934439,-0.039535523359803294,0.08417743060211975,0.009251829111407348,0.07190517000489123,-0.010541517287856694,0.07319310613423466,0.0679971851451913,0.018257229629273102
THPO,,0.06299584416307268,-0.030839552731850663,,,0.006092669137165042,,-0.0629871536033192,-0.043345022027547926
CUBN,0.005384291352443205,-0.026202893739726583,0.13724291379401776,0.001495573037614113,0.03160378800648875,0.039026108251309345,-0.04765707766250911,0.06053018854315008,0.03023346280467554
TIMP3,0.0354109952633609,-0.0342865297699537,0.08325520972851636,-0.047195532506767765,-0.016845167840654936,0.06696061349106834,-0.06813738804746186,0.1460038839191944,0.12365762701135734
PIGF,-0.04923466803715739,-0.03042375776243355,0.009875877490889688,0.06381124686530408,0.02397100205003284,0.04245128734222023,0.012558327586800528,-0.01926581353835686,0.0452793025250821
CRH,,-0.013000142776238255,-0.026455924488533636,-0.02577216476993857,1.5497520126983713e-05,-0.0010731981968044191,-0.019557004954382756,0.006256076642954985,0.0981086258910701
BDNF,-0.03803542871035617,-0.03486562464097135,-0.030610467346413227,-0.027472706670489223,-0.061700939985744295,0.029080176162439332,-0.04117139183909712,0.04564380122857726,0.06114723190616011
CCL5,,0.09181863368740192,0.08592942248118123,0.06565794962203177,0.018327578418859222,-0.008497028155422293,0.017466588313221707,0.16693442524295235,-0.0016009948865636867
GAD1,-0.09213031014598792,-0.04189605449449362,-0.04654264807954821,-0.026310661828716744,-0.06181037371283365,0.03316945522560335,-0.03262167681661742,-0.06847626146901088,0.00935988609225635
COL14A1,0.07464864610262821,-0.03864085634045252,0.07825786026039962,0.08899143211837594,0.029102781105022915,0.0318768893448283,,0.2352238176517125,0.09350756333048096
HLA-A,-0.0809220762312966,0.12682161608962014,0.15949819052144637,0.1438076187365663,0.03916566993414951,-0.010499748060900118,0.012758875411461684,0.1306810681577025,0.08116942409614097
CD5L,,,-0.03218450637657713,,,,,,
FGF18,0.008309018095408094,0.044960819635369347,,0.030145488807044128,-0.014564342529257245,0.010684540378498456,,0.07174596357839569,0.06649543856808779
ADM,-0.05692406203257018,0.15956203460368487,-0.013421168783960793,0.05779231214525405,-0.028076815569360185,0.03537393766331845,-0.025919478542372115,-0.009311983223302367,0.05887719393995222
CCL15,,,,,,,,-0.027258828078416775,
GNAI2,0.0017576110155898938,-0.12652168429443897,0.1387572526938856,0.011213712987992659,0.0645029988942764,0.006504441823627824,-0.024704454294065106,0.15250011779608696,0.11494368009037832
HDC,,,,,,,,-0.04209390712416785,0.04401341057508213
COL11A1,-0.05171329751753446,0.002607360314967683,0.02038073856847023,0.03482457446233614,0.005548560169935662,0.10595949552302765,,0.15766310767636815,0.07666684677357215
NUCB2,0.018933607366904918,0.01885791396792262,0.05187850600147623,-0.03203333113175974,-0.04295311788688479,0.0018286083388474315,0.06321908193230376,0.1286134109476977,0.03231925898304084
FGF16,,,,,,,,,-0.028500683185594834
CXCL1,0.11472467708089132,0.0686980323756116,-0.043909661695699695,0.07194502263520633,0.0638901746714528,-0.028233754721278325,0.054921989569994355,-0.0068947132385763655,0.0993231210689657
VCAN,0.016131839143734377,-0.13495507545601348,0.053300452017828036,-0.060034645524199945,-0.034924844191236565,0.02147959011377237,-0.026117837915776147,0.15102936331364805,0.15232195620915803
MMP7,,0.02208626516209904,-0.018940120594540203,0.12399479276397354,0.07849499615509158,-0.021650653656083676,,0.25702832972443995,0.09512993530415774
PTPN6,0.010546379224539859,-0.029841582103116736,0.038778335533458885,0.07350657475198467,0.06570085352639378,0.01195739512037615,0.025110872098078624,0.02127215903839331,0.01488115793950085
PTGS2,0.011153363597828952,0.20590080634419017,-0.003939602984786928,0.10590426506815835,0.036350147038130394,-0.020126089832459733,0.05380392793683303,-0.013547460951581965,-0.03162679685987053
XCL1,,-0.011237795284862956,0.06482600671782272,,,,,,0.06932558346183439
CD58,0.07356655218350558,-0.016899645605935223,0.04626470642496007,0.05654242239452652,0.03174531128150008,-0.022681206365358843,-0.04604174867224187,-0.023725876053216792,0.035636129424450866
TNFSF14,-0.03965002410343825,-0.04720567175834526,0.01929060937915289,0.06596551623932073,0.013993794006014885,-0.019263425186011318,-0.002211091923959403,0.004709117419490883,-0.02668489724557796
CNTN4,-0.022238778059175443,0.03677132643065616,-0.07537928278726332,-0.024869614179458776,-0.03838186907884901,-0.03539712722081006,0.04166571519867813,0.1065873372207723,-0.05219562752997288
NTF4,,-0.014215318906006646,,,,,,,
INSL3,,-0.010328514191785345,,-0.030651308698245037,-0.005469424911888793,-0.019263423324854274,,0.09450723865803949,
BTLA,,-0.016394490903872627,,,,,,0.07460682265506612,
MFNG,0.013604353560891982,-0.002579833273485392,0.09381976523469937,0.0426738322704368,0.00044240113844013987,-0.0062590374688799464,0.027379847971209268,0.03790101396389123,0.04429279269722404
ICAM1,-0.03518548584687707,0.050915492538849756,0.14211969852252535,0.0657530844229924,0.005279670620667995,-0.007725722739713967,-0.09807190172809677,-0.030851020067734904,0.09197692711900149
PROS1,-0.009553290062488257,-0.05426441708936566,0.0761668380732598,0.04882503016327439,-0.005323745979740133,0.058182415441174,-0.033675503072013425,0.04708348119393684,0.0327326518966561
CLCF1,-0.06230731217274535,0.061916949449171935,0.048779166568162925,-0.010053941472451908,0.07586786903133937,-0.00013222694567756576,0.017957532937477448,0.06529998152611394,0.06825760893531167
PSAP,-0.01663289658070935,-0.03582410418824819,0.10641007775899224,0.15024195428749942,0.02303532981456351,0.053351585647433045,0.041329270698533246,0.023123964950958423,0.01184615824420641
EFEMP1,-0.021608741987076092,-0.11128898411091849,0.17641501235684987,0.03193188321764941,0.049779856984519394,0.01665171754549546,0.024465520141399733,0.07973540090050638,0.10440354024378948
C1QTNF1,0.015366736220653699,-0.008715892239960322,0.034119491293676946,0.10018120071705358,0.00917532977385821,0.03562170352076324,0.02582565702058156,-0.05630688337470895,0.1713851038135374
ALB,,0.028974582563185556,0.07062686371170075,-0.005638431612490281,-0.05320278299417769,-0.007057784395991979,0.22778980279806688,-0.04008330223225211,-0.0409509633608491
CCL13,,,,-0.020459410762206472,,-0.004428469666019786,,,
