,UKF243,UKF260,UKF296,UKF304,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
CXCL8,-0.06542680198459358,-0.04752189576635414,-0.008943946149725969,0.073272142773801,-0.057161417252738315,-0.048348173025153374,-0.0843182201378394,-0.08137362466291731,-0.030624542706618373,-0.004444129243201968,0.014021028418726053
GRN,-0.051343138616577175,-0.027536916310755003,0.004598215128743679,-0.05347318747502845,-0.009025519708786844,-0.023011689071366463,-0.04925412502364852,0.03829304998988024,0.03210328590999147,-0.051533867607771636,-0.057805738556574705
MIA,-0.020367039575002424,-0.020976332976568098,-0.010922873953440266,,-3.736616348123339e-05,-0.038819546064705446,0.09293621030121615,0.09814730120791115,-0.0062031390462409805,-0.012094265235902648,0.09223279515886049
COL4A4,-0.03397804433903026,0.045326481890950406,-0.01834955957443035,,-0.011935623403103456,0.16322266536679778,0.017599624483214383,-0.013799577449688809,0.016673726410029246,-0.03627049340169283,0.01761931454465422
TAC1,0.05834966031451642,0.028399374096410007,0.023933829567926196,0.006664209737335559,0.0825477015212512,,,,,-0.017453708696736323,-0.019010176716540657
RARRES2,0.025312564615573258,-0.011827221684610822,-0.05844335855419594,0.007549894000343428,-0.01697614571952061,-0.1044976613750429,0.0010485838800471917,-0.008356743597473064,-0.026986990133124937,-0.036559968853118394,-0.023944404444048266
FGF7,-0.011226225064684528,-0.0057007528274876425,-0.000986173389181907,0.030615698911918197,-0.00904598578581369,0.08230971962522374,0.011621349800248253,-0.004818500747781556,0.00484381787832224,-0.0360704415450996,-0.017716766324334866
EFNA2,,,,,,,,-0.02557991304565847,,,
HBEGF,-0.07724027177446721,-0.016688372067230804,-0.024664775366500424,0.03486692097023568,-0.014558771135629344,-0.08303220659099902,-0.01572107162066659,-0.023142431606119198,-0.003492381875679807,0.05311493434275849,-0.011064894721560125
CSF3,-0.03397801743851105,-0.07427076459276569,,,,,-0.07841656710746972,0.020451160114023693,,0.02181969980980778,0.039277953134924465
PI3,-0.040252028491288075,-0.023649329694416993,,,,,-0.06178750528037823,-0.06522514026409174,-0.018327140009824203,-0.023152965184824,-0.033078821991772575
PCSK1N,0.02526624568362946,0.004889692903344641,0.037616668840909626,0.10182521652793056,0.06893176733378813,-0.029511073539335842,-0.018542403183097703,0.001648259026356294,0.058340718276489296,0.04366344794197909,0.034277650794105975
NTS,,-0.01338661190876904,-0.017791269621362234,-0.019432638910696413,,,0.024315874235613072,0.08763823349341393,,0.06174773390690282,0.01462684435420021
SFRP1,0.055946111419130654,0.0007257712745694796,-0.0130935875320099,-0.005983444612891096,-0.002504991563647358,0.1200628045175832,0.01005344158932903,0.01584887239929548,-0.030252163782976293,0.13782437797756064,-0.02202220356209617
CXCL13,,-0.02676292614655659,,,,,-0.04100793930484182,0.032625275676053035,,-0.033650301828482346,
MICA,-0.02326352587558288,0.027828717735616838,-0.007981199231868567,-0.012240014585878095,-0.027693434308569218,-0.04820827449734375,-0.0072493082029971056,0.06121947073442302,0.07732637349267404,0.0342013048890559,0.01719450759063158
TG,-0.027085903190400096,-0.02938586630773115,-0.009475772340996889,,0.0004284529786435748,-0.022962132952769047,0.04776334869652762,-0.028026766572795462,,-0.03312187529246053,-0.029691613662585173
ADA,0.1061348314592625,0.06091603536917067,-0.015389416323897813,-0.02012761102599582,-0.011644343458844925,0.045563380042666475,-0.04031078690246111,0.07142903604840478,0.04637625785828521,-0.014118188001742086,0.056369716069546306
LAMC3,-0.048899134311505235,0.0077353856290007334,-0.02498019561113258,-0.06864295019308903,0.04495427156675562,0.09317400122343175,-0.01731224756818028,0.08449736529065296,0.07400835111357376,-0.044012380040165736,-0.04474874727850038
CCL7,,0.07863553211545501,,,,,-0.027362350220217723,,,,0.035018907549224425
NGF,-0.019575701722386995,-0.028423591814334997,,-0.0194326517057998,,0.02352771586257628,0.02555558243790623,-0.025236075979050473,,0.012407097886092783,0.0561347857403016
TNFSF15,0.0704326152101742,0.028005174827421105,,,,-0.018436018027598748,-0.026675218937779348,,,-0.02499116876715141,-0.04215402933483317
HMGB1,-0.01948891662216362,0.05703987004169926,-0.027996022336675308,-0.027881669291774627,-0.013909413632952545,0.11105022943940056,-0.0853745654733975,-0.0550545291179083,0.03437093818669307,0.015139854614083697,-0.010679087649073276
ITGB3BP,-0.020962613016647192,-0.040463397873374905,0.039712635031509944,-0.02487109578125663,-0.005867854297590505,0.006900154769305357,-0.00911262858160956,0.028829072129679535,-0.019745171560316695,0.03836118478171868,0.014104748777865342
AANAT,0.0004446726937247266,-0.02367198532079349,0.14635869689471254,-0.01826955048962698,-0.023795714777601066,,-0.005601166658579107,-0.022244963019327366,-0.02668126262953883,,-0.016880317338572034
RELN,-0.033752743310210644,0.012187429875377319,0.024811055382889257,-0.036315031161451176,0.00033188864148025543,-0.05875379514824783,,,-0.03336656410331438,0.08194066490971622,
IL15,-0.017205040079749673,-0.007969226195180288,-0.0234768370716075,0.019225347076184382,-0.02206942563617887,-0.05598565939027399,0.017653886761626904,-0.0274255156424693,-0.03322666861142115,0.0485184032906859,0.060137259404741183
UTS2,,,,,,,-0.020441590147242266,,,,
BSG,0.0649503630879924,-0.04828982000940245,-0.05820848864843648,0.0024745579352360276,-0.029576369304431027,-0.0023471591972048533,0.037863392911877285,0.09086433830978988,0.023032929485588667,-0.048450128992772845,0.011095853247226499
ADAMTS3,0.0648570386028173,0.02533484838405594,-0.02272922368602712,0.0067239063075879525,0.011166826783288916,,0.011419971857564836,0.062093307370776424,0.007975057040765685,0.017299413675025997,0.07760088900585438
CD34,0.045317175150322915,0.00735761526058227,0.00840402405242538,-0.019978458104740235,-0.020784086645830556,0.03559266650716341,0.027159617346315605,0.088079780895047,0.05265287889234093,0.03996986858370187,-0.023405958417361244
PLAT,0.04305650201384427,0.005635028115974342,0.01662158329609124,0.038446143364812356,0.037187744354911664,-0.030347183982711367,0.018785044292508435,0.05815408329133081,0.009062125272930491,-0.019741245034154434,0.03892065367134314
NTF3,,,-0.01763212524257871,,,,0.05656341063498275,0.07835619406835036,,-0.050382190996923495,
LTA,,,,,0.02364590839322814,,,,,,0.10588268166660085
CKLF,-0.005322138082682108,0.0038029978680827656,0.0276886328024223,-0.025202308987020205,0.0070114329238622295,0.020293215678620996,0.019809233222546133,0.061276200882350876,0.06582383761529902,0.036987744119517545,0.06524200952276481
CD24,0.10882544156534155,0.045988921306059374,-0.0436402283099454,-0.021764742256324198,0.039920672566970225,-0.12755945783153555,0.03397003444947906,-0.01087946211344497,0.010909608371587132,0.0874252776722118,0.051608689334898435
HSP90AA1,0.035486926222339926,0.006235967120290922,0.0141193610883601,0.06195299407747294,0.056253088809519514,0.014731309578710454,-0.0543643247048452,-0.10625498733030411,0.022619237921136164,-0.015064110485378698,-0.04537888168129079
BMP4,0.07334221135125346,-0.04593931145065914,0.0020568632672078495,-0.029140329459657388,-0.0011125069976223934,0.0014712316787924345,0.04788288909464983,0.03375602154908093,-0.04718967783702444,-0.023798147387064192,0.007847700124069918
SCGB3A1,,-0.028190412219890125,-0.009213551525446314,0.034531240327619075,0.13573250251372976,-0.05258982716556535,0.10111713269598145,-0.023437035849079545,,0.015835130064334485,-0.03345190676871204
IGFBP4,0.0010168346086927222,-0.024153460061598235,0.013796368082501365,-0.046608114267623076,-0.04478401775108872,-0.0024454541016576303,-0.07747692807726722,0.00722965702935344,0.0022827505331599967,-0.02369782891297895,-0.017276076876597973
RSPO4,-0.023913726628734394,-0.03253631819880593,-0.009213550177755978,,0.05060242299085373,-0.048085708646927405,,,,-0.011994628458772484,-0.0018007583893290644
LEFTY2,0.019388789128054792,-0.02670203640782213,-0.010102770454103962,-0.0194326517057998,-0.0026580049088972568,,-0.02322753679549369,0.04228571586926826,-0.03486115826936826,0.0023054997965638517,0.005885278528009673
PF4,,,,,,,,0.08192786452223022,,,-0.022718357955642872
ANGPTL2,-0.020359021772430458,0.007829476602334035,0.010717773128784166,-0.021611106422585895,-0.04249173066803588,-0.03993787473096618,0.022383710084738384,0.07612055107562272,0.029988804466843755,0.029652623763773953,0.025412837881145428
LRIG2,0.010224664830650253,0.039327408269442005,0.01626461005340528,0.03773640345647384,0.007444714499915363,-0.055476454579667704,0.05748520619820242,0.044779703011026156,-0.05683305871242858,-0.020524661698940322,0.08877647350231034
ICOSLG,0.0039785284493317205,-0.06284969065315334,-0.01748559768149629,-0.04319933898127231,-0.023445757519034893,0.010476642437232007,-0.018676262340411243,0.0718160817041458,-0.03290942430879565,0.030524962058465166,0.02620987534275143
WIF1,0.056614325865724555,0.02886366989745507,0.016553585084989737,-0.019375735915106093,0.016067493689177374,,,,,0.026585709732524374,
NPPC,-0.04880443935893821,0.011528091820724546,-0.012804579995670601,0.07250213097640942,-0.03681504351609249,-0.06948295765704389,0.050253936986528705,0.043956108294154264,-0.025312736949834023,-0.04060809726978416,
LYZ,0.03504736103329849,-0.049981425009343466,0.00266664095244941,-0.04135129691933403,-0.030126545581296647,-0.05367636329280953,0.03300123976882161,0.003009580286544779,0.023554545727910443,0.015612784512670346,-0.02230213843576249
EREG,,-0.012799240147819373,,-0.0199905196389517,,,-0.01537672296669617,0.1446419718442284,,-0.034534951500528724,-0.03430998291244206
SPTAN1,0.009412452680268375,0.02900125333244901,-0.014058912584310275,0.04460889721608629,0.10951565304270812,-0.006918042712958244,-0.005701611775108099,0.05651071905281745,-0.07520900378499558,0.07801387715539498,-0.019175306222710704
PTH2,,,,,,,,,,-0.0335671226464614,
LIPC,-0.05015505879524461,0.014242250337469302,,-0.003995541389033963,-0.03466900813985488,0.035973097853348235,,,-0.03107010773538137,,0.08744741983918745
COL8A1,-0.03678276858331929,-0.003341041238263651,0.0018006683020392372,0.04147558427436014,-0.021621262039656322,-0.07910019042574823,0.10612593457966804,0.036417554781131053,0.006455766383443395,0.019661084575569598,0.03622420483473243
GSTM2,-0.009154977970082225,-0.05072077524552004,0.05110579266649302,-0.015304118576406307,-0.03678895453809878,0.016171816405107432,0.06719330931899065,-0.0543685929020784,-0.04472515075130674,-0.01670092185446602,0.020836232988516796
SPX,0.13623029825030922,0.028747430402615015,-0.025852322564385112,0.0512283609113979,0.028112441298561542,,-0.027587981922387643,0.09647133027782841,0.013975506958146025,0.015019427895267662,0.0025357641122208756
MFGE8,0.0005385686761524794,0.06397672769526973,0.011889754486494965,-0.0555198590667296,-0.042136686011625,0.011228825481200532,0.00906903534727118,0.04403817033278628,0.014015090649067257,-0.050161595871054655,-0.04088011908998259
TGFA,0.04762230028188471,-0.004527174426571453,-0.000531165950834179,-0.02765829690207375,0.005020586533233159,-0.07183168049818207,-0.010668002808903907,0.028985107868069158,-0.00938127428766002,0.06054647116980596,0.11167940225398226
SLIT2,0.09075994534310358,-0.017224452249024358,-0.01924136945082183,-0.032478672295064154,0.05138454899153028,-0.040043674602162745,0.055872790848872124,0.06272483842044303,0.07505198467752298,-0.0032050610186196296,-0.03825983505716894
PLTP,-0.033950467004011414,-0.03659837940545779,-0.0064106907654045055,-0.06512746932528228,0.013154685237952659,-0.021230662395646825,-0.03028527137465271,0.04027754125421925,-0.00039011411265638764,-0.0596088385356947,-0.012007846511473415
APOD,0.006777648020866904,0.05002638496093802,-0.020128935499889415,-0.10108229218092298,0.06712482960783814,-0.024024254316423414,0.07180183247978064,0.09243988958712683,-0.020353765757596187,-0.018773335864852428,-0.05664243495826489
B2M,-0.06462557039209808,0.0016887313586542115,-0.06690791370221794,-0.06083441206544393,-0.029452898689628304,0.06961733394712091,-0.016015142807933386,0.10065299493828032,0.05722605603762244,-0.006738498834719949,-0.049929583474268194
OMG,0.016604347771175483,0.03547100013864897,-0.01126333241066121,-0.02134549101097791,0.054577144671824576,0.032205554461325066,0.04833540473825778,0.06789459648686591,-0.006975313267947745,-0.011867254157466207,0.01636210713019463
CXCL3,-0.03572862428482266,-0.06802582536333601,-0.009856551160478715,0.10997497538253417,-0.015893984892610718,,-0.08182914229286886,0.004359507274905688,-0.018788957992783684,-0.048993327464464685,0.006903279025040728
CXCL10,0.04881425440518775,0.0007185547719047001,-0.014972822630510016,-0.04470226954406938,-0.025257465448826243,-0.067612509769157,-0.028255136852422726,-0.004445875073604145,0.01582270797377732,0.03361978679950012,-0.02101251792243492
RSPO3,,0.038222648823949996,0.027199827985120894,0.0900748399672399,0.04621873495250214,,0.035815640908734916,-0.0028081683519806315,,-0.0012014522451758573,-0.016190497291732348
CORT,-0.004799891079806506,0.01082572266600866,-0.013868085281673612,-0.004423255009400372,0.018580036877024066,,-0.01668150069348655,-0.02453479752933742,,0.003903310668476428,
NCAN,-0.01736735294081734,0.045656173999374335,-0.018300454888926454,0.021713096705143358,-0.03514293314396234,0.059658500082099795,0.08107043955000258,0.0631140697978409,0.012446344151675776,0.017995594502635864,0.05716545613546521
PRG4,-0.03659140361346893,0.04229791137520457,,,-0.019418558872752914,,0.029344399584206933,-0.024823915912664807,,-0.031910916684698636,0.03255561220113141
ZG16B,,,,,,,,,,,0.06194949162044926
TGM2,0.05013141674607862,-0.07924231713452602,-0.011369268527166758,0.014398712893950841,-0.029639911321291464,0.025236599549609953,-0.02530050682440727,0.011595057987184625,0.113179731391802,0.06297335714626144,-0.009392990997274513
VEGFC,-0.003978572768586817,-0.034718447592139656,-0.020385134625386585,-0.02258920015067269,-0.01981741335074704,-0.03218670096208757,-0.0352137728335964,-0.04005142867054671,-0.024782945199736745,0.0080380602544896,-0.004556747515404724
WNT6,-0.01515541945329836,0.05203953349732231,,,-0.017295637654068653,,0.004216235318864689,0.04028562937897954,,-0.029924751209658318,-0.024380926866235678
NRG4,0.0706084099288854,-0.03212556399782499,-0.04406636215080547,0.01932487030924604,-0.008718421086636325,0.009755811460779014,,,-0.0199003470307101,0.02858103555501372,0.08353997938324854
PMCH,,,,,,,-0.011940731204048706,0.1635243627940428,,-0.026573863095433293,0.01759370888799871
COL9A1,-0.03865892192815386,0.020767887384073026,0.024512446891408458,-0.019713395618790614,0.08786718444615857,0.06843046364627024,0.05882752683516187,0.015580899632929813,0.00760544216960091,0.03911987097846568,0.026074481209935777
GDF11,0.01726912058993673,0.0428933362646389,-0.01058436553456609,0.04179899311322484,-0.03319387367227937,0.016807347083266436,0.030790272558223298,-0.022128879032931165,0.08598616057004528,-0.02091436941474871,0.01574475916789332
RAET1E,,,,,,,,,,,-0.01776086248301279
IL24,,,,,,,-0.020735916380649186,0.10593451463068518,,,
SORBS1,-0.018859204358630397,0.0410252455101993,-0.009034944031894964,-0.06960571070213864,-0.0023624766826358004,-0.04455791774450127,-0.006235488571660509,0.01192038394362576,0.06059013204321655,0.0031262402681422547,0.006259099501653713
DLL1,0.04541395467857744,-0.03294310169594155,0.014350610472032791,-0.07817412389806536,-0.029837067308440532,-0.0734807982675056,0.07145394605472934,0.017621528696682494,-0.012564509407777738,0.01916144062550838,0.005185653324765771
TLN1,-0.06668007460863692,0.011633853658316666,0.01243833016435915,-0.08553382578962654,-0.027317121855912948,0.03607026006482028,-0.020514996994489353,-0.0067613243852034394,-0.0024509180706393497,-0.042364670775924186,-0.04143121338382712
COL2A1,-0.025399949721343046,-0.020144356956422773,,,-0.01613565774904024,,-0.025826115368229992,0.03906743911027512,,0.017354971450104333,0.04693466674811253
SHH,,0.02577501171586943,-0.010578800318251112,,-0.01539975390789604,,0.018246363448384092,0.045400995352421224,-0.026091006511843824,0.020503522705895207,0.09006206888182727
PON2,-0.037968393875723774,0.020319383787882096,-0.018920143731629067,-0.06284324199011439,-0.023987631689787046,-0.08887977534610321,0.08077678181162812,0.07358432767859585,0.00539579317269598,1.314528805674603e-05,0.039908471167986875
ICAM5,0.11696067848392391,-0.018049961954488162,0.058391942870367704,-0.026186848944889214,0.09675644084706092,,0.011404963490322714,-0.03696139536773323,,0.023028966204102004,0.014773353027290416
HPX,-0.012103613202655406,0.0153800248573384,-0.009213550586146924,,0.03487698258995909,-0.04992629481919534,0.04002803353675538,0.03447828377603372,-0.026681251703136,0.03183616771728968,-0.03736346263948834
SFRP2,0.11268802263384618,,-0.001311253035138186,-0.042215983777504906,-0.030210376162080353,,-0.0068176512692921755,0.10570674573964971,0.026345846111249648,-0.09334112234801623,0.04273816948001718
CFC1,,,,0.08293593012351487,,,,,,,
CD70,,,,,,0.0071228891336730825,-0.05475267441786536,0.01790635870343401,,-0.009646537600351404,-0.024701531787192404
HP,0.02735690871637739,-0.02155958059150904,-0.011647591332182546,-0.046335654533841024,-0.0013518999475719473,0.047862709732790915,-0.029550234147771803,0.0530618015154232,0.07250109885265708,-0.03457800777089745,0.07729426133964279
CXCL2,0.021540963685615953,0.0026196567889901824,0.053058963866949874,-0.0427234814367343,-0.030479814229744284,-0.03780858310191429,-0.028018283400758345,0.043342278134390934,0.016514084645257464,-0.0115417818458991,0.02192080742665169
NPPB,,,,,-0.019817414792124347,,0.06580346633560198,0.016112496274097294,,-0.010814322545908014,-0.01642345820388813
CCK,0.08062751186826096,0.08767722673572567,0.03175455725006362,0.05720534037037824,0.07871687528772806,,0.05293393115626104,0.03912404663119301,-0.008466421148122407,0.017284741748025478,0.01911962485993475
SEMA6A,-0.011068385889018753,0.03408447933826225,-0.013189580183040521,-0.11129988138659416,-0.02021998765890902,0.1287657251341712,0.03762703040817633,-0.010347804399265238,0.0021666208096719083,-0.05804696072577909,0.03760840138266344
IRAK4,-0.07713739755364313,-0.018133515696218745,0.013114983403743653,-0.06528006062155847,0.010368853544197618,-0.040896532792225215,-0.05013883238843573,0.07199372285592597,0.04682953709655685,-0.06356244205548414,0.04019412089414953
GSTP1,-0.012944941709822537,-0.012197608531896725,0.03313667030406885,-0.028191024605735852,-0.030143991195158197,-0.004224434887870044,0.00407635486819377,0.06117681469286815,-0.020584347112250323,0.029958705919391898,0.05165015087191234
VCAM1,-0.12229046620144253,-0.0532869258381039,-0.05641289761641041,-0.037569642795799406,-0.0033399229759370494,0.009076572302984913,0.004468718607753612,0.024562582520340586,0.02256203488569528,-0.0022812922492590464,0.007596536031904053
NXPH3,0.018543629205612866,0.021613717827542445,0.006123299460813477,0.061564579660392464,-0.029610366402899057,-0.0319857070554482,0.02361748152764947,0.11597676433873544,0.001838923727676601,-0.012189948445958861,0.06108490154497
MTMR4,-0.013658828370920646,-0.006402454305664185,-0.05707625752031743,0.04136517475721988,-0.0013852398226002634,-0.005760541871787332,0.0125467502637739,0.05180303727271062,0.011755789428121785,0.014001376762838346,0.06910407958221372
LAMC2,-0.02266112233046317,,,,,-0.03837811352284379,-0.02549291760738092,-0.030299918662155725,-0.019240559402059716,-0.02579407906720718,0.06815723797802102
IL10,-0.03595266081407596,0.011037211085138119,,-0.027679518205622807,-0.01773940369379069,0.002675794561247312,0.008760073247546601,0.005384186095089081,-0.018559367305792905,-0.01364477271005453,0.05450223550522691
SEMA4D,0.07163453444066188,0.010477931189947656,0.014072589832394046,-0.07822254162029493,0.016177321515788115,0.001289005450216706,0.0074109783366676325,0.0273720190834437,-0.011232893966397999,0.042874479693112776,0.018156740263187025
TRH,-0.04422233442569322,0.01713161911855355,,0.001729276105697585,0.051489470821961446,,-0.03185187481223089,0.004487786135314099,0.00798631795351904,0.009168027247512946,-0.018395374569671212
SEMA6D,-0.0052325151947849825,0.06077443007621107,-0.008376465295177035,-0.02821673062929616,-0.049606862250622906,-0.017235242307048718,0.1105221957303461,0.05561960069741515,0.05762923396033355,0.05403963779835623,0.08677686263726281
CEL,,0.030754711172708237,,,,-0.06792946705554957,0.023840670318819552,-0.026749921158074536,-0.010388869505864052,0.029911661650214073,-0.0024578174970530256
PDCD1LG2,-0.027491986536730725,-0.018104447931795414,0.02445714782189648,0.007966253920554554,-0.007265542255552482,0.003944578816588311,-0.004419889991037225,-0.0016268404722967341,-0.0251885193800827,0.04617233757663243,0.0034879205456558164
SPINT1,-0.018509188493800406,-0.03903861377573351,-0.015056968687186825,-0.031055952591721774,0.08003980509354489,-0.06071518200420301,0.006898862429568371,0.043559067174526594,0.031514846649961965,0.010259443511389814,-0.008341391399561483
CTHRC1,-0.01840897075901743,0.012928370898105928,0.02860816574015486,-0.061510560091101375,-0.016280589063361998,-0.04380087993631218,-0.022813814649589807,-0.007994444845785074,0.05155918193338678,-0.014249323344158748,0.0203125922473929
PODXL,-0.07841194733813374,0.004571691351678604,-0.032761632815898306,-0.05931066289797138,0.06645484835722784,-0.1350518129886403,-0.035530657031170705,0.017200021400592132,0.07640869921853444,-0.008660180819741093,0.060306498322635224
JAM3,0.006165219768574553,-0.015448159744394986,0.06481141146780046,-0.1216087459306335,-0.0518028730194456,0.04863829430371265,0.034583609627118705,0.0650374661534986,0.015013793311317865,-0.04435539122903107,-0.0036279741747738104
TGFB2,0.06067712081977238,0.00834919624801545,-0.021563547914438243,-0.028090355800878947,-0.057444566028244576,-0.027902110625666977,0.06294431493616083,0.05558294952946033,-0.03310192807907532,0.006183505239349597,0.0002599955553948166
COL18A1,0.02391801060666587,-0.03593757253643248,0.031359417577092784,0.0019044284320538076,0.017832805958284046,-0.05328863864196055,-0.0750781005154882,0.040375440769417174,0.03733574357145264,-0.033310563270055896,-0.07139486378908354
NODAL,,0.02471527929601572,,,0.02450635988026232,0.09113607877017407,-0.030998126263739538,-0.028499269104932244,-0.02894397762514256,-0.029497464005036535,-0.02517574296452914
INHBB,-0.003688531944198537,0.013652184214611394,-0.04677529131144322,0.0014299998485588833,-0.05976138122329667,-0.017276781693900036,-0.05960339105733373,0.02610677124946083,0.014440960152746733,0.04211011304232314,0.09059246094837307
LCN1,,,,,,,0.02185706378453472,-0.026913954981951475,,,-0.01860240400429026
ARF4,-0.03582214246263532,-0.025844903106190788,-0.005944434953058805,0.0019225437478280775,-0.02333818657870503,-0.10056835839562332,0.04713020082788041,0.061169259362677725,-0.017047278645023874,-0.031675589935698883,-0.03785854936012155
CXCL14,0.052284607286107274,0.061147027825839306,0.022040847918963057,0.0691176450379372,-0.03428491039803317,-0.06894806473026453,-0.055146518279102545,-0.020806478282712856,-0.006954334819725683,-0.009737752017400078,0.09930186134416648
LIF,-0.025241937074598826,-0.05662473750917697,-0.010922874560998405,-0.027938134042646074,-0.011732920357223725,-0.07199655403936119,-0.08134912235306908,-0.0036585007157584563,0.050757653402404325,-0.012702898442411,-0.0048802861014043296
IL17B,-0.027085915727138105,,,,,-0.03664633844227355,-0.02869219593705527,0.04855192612081138,,-0.014937437178434378,-0.018508958687422285
MMP1,,-0.01982357019376933,,,,,-0.026324187748995895,-0.02511217455207525,,0.04729339516116894,-0.030676703461938355
MATN1,-0.02134117720336622,,,,-0.016135655741034843,-0.04004375353314207,0.038186324086041355,0.013587590595266034,0.08238637236433986,-0.02737634465583507,0.06957355941307425
ADAM28,0.004211678644002462,0.04502200154328865,-0.04414526202872324,-0.009867908957541022,-0.043242818031566085,-0.024639328781282284,0.006142606931910076,0.06749608639584373,-0.035810372316018996,-0.06549615697220058,-0.0035838294847020074
TCN2,0.01718053536927772,0.03239111303267935,-0.018115577796181163,-0.012690558429257356,0.03505391212340079,0.008117047940079043,-0.021776904099780683,0.01868452983288453,0.10023552776643381,0.0659414951481804,0.01600392122240365
THPO,,,-0.011366288246208623,0.03074602940866321,-0.016135657594578263,-0.038378132849469074,,,,-0.03280779416280861,0.043258945867553085
CUBN,0.0708393580247378,-0.02711977120302447,0.009548583016871755,-0.021326124914418317,-0.023911979924047116,0.0900364660404117,-0.02565201931879854,-0.024028880733816448,-0.04551800659232801,0.004827093517256429,0.011062252307428121
TIMP3,-0.0007582803343231098,-0.009666609289153442,-0.01549113677426659,0.01856765333537549,-0.026122746540777158,-0.01195129961145759,-0.04567265271545536,-0.034252498805528345,0.06058890863841003,0.013562615325240956,-0.032486600896371266
PIGF,0.021040875553483745,0.013301421595918798,0.05456478070556677,-0.055839401344919756,-0.032449099937703514,0.04677395297994032,0.09628787071253868,0.007534830183602647,0.007316098336387564,-0.02341776085570163,0.11564696888258012
CRH,,-0.002338190375846033,0.06594990865344556,-0.023791320539040234,-0.022069423602576844,,-0.016913800177620945,0.013400179985394521,-0.03280423064922281,0.0195680652201097,0.12188980360100185
BDNF,-0.009120243809572484,-0.02639437077976439,-0.018490170612573936,0.012474248113357986,-0.01817289468554645,,-0.018165065880162406,-0.03956477781615336,-0.029406330914942755,0.016357157343153628,0.04687813477883133
CCL5,-0.049105976208825196,0.014243983395340817,-0.007092330907348407,-0.03965749819161414,0.04134794455330808,0.07353583276158554,0.0037212684441309245,-0.021241022807627963,-0.044028590226525506,-0.0034451412506092014,0.010733011211450105
