,UKF243,UKF266,UKF275,UKF296,ZH1019inf,ZH8812bulk,ZH916T1,ZH916bulk,ZH916inf
WNT5A,0.04114179701341428,-0.04354749396001922,0.0019029157492639487,0.02873564907000937,0.0008016009223165556,-0.03253925921330607,0.013296098074200341,-0.014409138850346816,0.1574487592920422
CXCL8,-0.059980921055619,-0.0220386871980204,-0.023799688610392146,0.0006739654236041628,-0.03193155987809971,-0.006406438076681064,-0.004810563242757283,-0.09296733118919547,-0.09302402737721942
GRN,0.036321112533956916,-0.015085140647697648,0.053617822589555414,0.025903003471244804,-0.0004485878793461769,0.029489715850963775,0.02044760750483508,0.014097972511978692,0.07569762642123447
MIA,-0.060737656962335206,0.055175729222761725,-0.025337527872791622,-0.020410397287508267,0.03108596994278725,0.0664586611488931,0.1081330191345184,-0.04703545496023436,
COL4A4,-0.032360473901206936,-0.014741506722129528,0.02800939709257709,-0.016952617261314095,-0.022929769195834233,-0.0020407345353488943,0.029608731330256273,0.06364314705339304,
TAC1,0.0835216715017126,0.07038425596541413,0.06348236749222629,-0.06834377157846366,,,-0.00044889099302286036,0.011052472802730426,-0.01536567115793102
RARRES2,0.01166597685224565,0.0007110188856999558,0.04909519616466186,0.01277767277587311,0.08075790479214907,0.01059309751949216,-0.04932888861330597,-0.006167636705443846,0.06886555985033928
FGF7,-0.02850845319813742,0.0024824283068941378,0.049919332025595696,0.10168702208198853,0.008517945196367477,0.048127083150135225,0.06428688348046531,0.001827637538555549,-0.0062601750898176045
HBEGF,0.030909038009847647,-0.03478063121246389,-0.05315054360426632,-0.00044641193494547495,0.05516814352287887,-0.015075452878480874,0.03226687012761994,-0.03233600199810288,0.0519665065916395
CSF3,-0.032360448281323076,,,,,,-0.016389523704190386,-0.012360928989850794,
PI3,-0.03833577661109561,,,,,-0.017518374015582015,-0.03560899012373977,-0.02002504777894461,
PCSK1N,0.10909235105887724,0.03667956467171619,0.008489556214711444,0.0007569036070000663,0.023695508780153213,-0.07677119972439833,-0.03427535594918236,0.03880939634156289,0.08156311275998027
NTS,,-0.017996030316840397,-0.015374948041599184,0.013336283124987695,,,-0.024270649710499647,,
SFRP1,0.001523394907266973,-0.015615137631142022,-0.028548052956963152,-0.024466575791888125,-0.050425075213782755,0.022176363353735233,-0.023706661299508013,0.0060859425212348335,0.04793688486355543
CXCL13,,,,,,,,0.018452661707144144,
MICA,-0.013508339049834958,-0.03819716462767949,-0.04787754599117354,0.07416494018862346,-0.013994505937616602,0.003098999008714383,0.04277961825459238,0.0452830247722839,0.021136480985733765
TG,-0.02579644238902584,-0.0207721629781204,0.030019599508339885,-0.017706354473202925,-0.029529903850186504,,0.07163044781598328,0.06650814045921626,
ADA,-0.038148724029081,-0.0032803762068311,0.02664276705870441,-0.02875654361045604,-0.032618545578459064,0.022445047303729322,0.05904762908354467,0.02989984933489337,0.07362038824295573
LAMC3,0.08516738277141853,0.0032819387474855508,-0.0038465997881584595,-0.030813223558975988,-0.00011776824983131314,0.023682655456634946,0.048906887568205146,-0.0032936547097196685,0.03658497918425394
CCL7,,,,,,,-0.017174632128587584,-0.0499946167884395,
NGF,0.04379612553258088,-0.019822214928857728,,,0.07629503597351997,,0.012979547248687578,0.07960477515101785,
TNFSF15,0.07991053677525058,-0.024068514608420317,,,-0.027218710422930597,,0.03016430801691591,0.01593450306954081,
HMGB1,-0.007541843393686695,0.006481979630447826,-0.0017433957301128847,-0.023145808715527964,-0.03174574587630106,-0.04942290699499426,-0.025963635158140562,0.02095910342129397,0.032708818763739426
ITGB3BP,0.003200948736476441,-0.013791876178102663,-0.011303488527841521,0.07052693619542547,0.02854513398575177,0.08809365070036168,0.023122476085807694,-0.035808061636920595,0.03719977205004903
AANAT,0.09143669351569424,,-0.011679504699215656,-0.02041039842278668,-0.01888956778757293,0.07542521039309166,-0.018171477011615145,-0.032086951968860404,
RELN,0.04215010142321895,0.00248240124391185,0.019535205339204775,0.003331026622848219,,0.04831534011840035,,0.01921511555495994,0.051516854656603016
IL15,-0.014733366116565358,-0.01712617900055087,0.06855149404322514,-0.002640382121997746,-0.010387608321319682,-0.008467831710958853,0.034345505360244194,0.033518768076999696,
BSG,-0.019599388146351582,0.026956092862317895,-0.03451025032972561,0.01239228450349685,-0.011760028129697819,-0.006744983253533164,0.07985388061162779,-0.000503223605130276,-0.024367835813481002
ADAMTS3,0.01733424656311332,-0.0007015316788701991,0.017947156942585547,0.02816549331166228,-0.022618334387904303,-0.03328017935244752,0.029524710031580095,0.08203029168778765,
CD34,0.07286122423903466,0.0179198973215645,-0.019975026712382882,-0.03818730126400791,0.06642704359769691,0.03593914619734299,0.03332622136089919,0.0349035249243734,0.06556665682252301
PLAT,0.049424319589304454,-0.050031579822674005,-0.06658081395125691,-0.006459519073044929,0.0475315481557874,0.023629190599295715,0.07904161562511937,0.031241214155801774,0.025203106552199855
NTF3,,,,-0.032947252047231326,,,,,
LTA,,,-0.011248580220093913,,,,-0.02445606955032393,,
CKLF,0.04376415843190761,-0.07341047990320672,-0.037165764860166484,0.019213632984765486,0.019095987125662506,-0.05378197910701749,0.03822156352793947,0.035766348158710125,-0.03264329820957047
CD24,-0.055388044849271956,-0.07043422227446937,0.04310961049694532,0.05301192076703107,-0.07390118209310569,0.024406934588366836,0.01625100360438141,-0.01415549514405556,-0.010998519130820398
HSP90AA1,0.020157497683107452,0.010466083070404216,-0.05752360223292151,0.01661202851022053,0.030176913309756293,0.020051357753039314,-0.023076853007453255,0.02882882851922218,-0.006764172337611315
BMP4,-0.010927619191354503,-0.03365644739811841,-0.022853125304974076,0.023593654907647196,-0.06164647795281,-0.0518651090223118,0.018636613364789806,-0.01598315555489187,
SCGB3A1,,0.04650102769859067,,0.1675504196166535,,,0.03604688083469049,0.11638364639041232,
IGFBP4,0.0680075758431051,-0.022471752217690755,-0.0318561201408632,0.004945614979495421,-0.04867498423577786,0.018721783446467403,0.03837934783041164,-0.027740626542390345,0.07055988253427885
RSPO4,0.027220123127914827,,-0.013082783592102567,-0.017216368179105743,,,-0.0194012988690351,0.011124466190863531,
LEFTY2,0.053769455632282706,0.006595286114393406,-0.0034038821514714673,-0.01887795826919865,0.0678209955178323,0.05817299813085648,0.008769969482468063,0.0831225481277878,
PF4,,,,,,,-0.02445606389100804,-0.031694901519594476,
ANGPTL2,0.031876238691003325,-0.002738724416732741,0.0683553923920011,-0.010560136081743172,-0.020573856487046783,-0.04823490782483269,0.03468632299940186,0.004605544321325129,0.02601709061025289
LRIG2,-0.08092537843624513,-0.026327045809404155,-0.021005252581938177,0.011515964620681942,-0.03535926664063193,0.07030542338111523,0.022813243863064436,0.0037493133272212213,0.0007139808986580435
ICOSLG,0.009022480260675769,-0.01736451092929359,-0.035498100733195176,0.057823461504382466,-0.037029914467761535,0.04519597384952208,0.06504207392012908,-0.04556261441256412,-0.04571035118459517
WIF1,0.0925621391482093,0.09959174957159285,0.07054163589711869,0.005733952613005864,,,,-0.05815946710549464,0.006975924469259722
NPPC,0.14174749166839057,0.0035248232289536957,-0.004866838234607186,0.02535602508860105,0.008727022023268537,0.011070523924103053,,0.0660637073362143,0.022706578342674304
LYZ,-0.04513382079127648,0.017352292280940002,-0.017596793998013074,0.024598282442743754,0.05439638023504997,0.026971782674679656,-0.027360312412458822,-0.020199696747029088,-0.007736662262637428
EREG,,,,,,,0.020506070276920182,-0.03649022071815923,
SPTAN1,0.01843071572255854,0.07703596029688098,0.05427371620890527,0.0341103091463072,-0.012166944014853794,0.04433375142484111,0.0017385633162909726,0.03906345841747199,-0.011183584587754637
LIPC,0.05539515418338714,0.23033126981066812,0.06121382998014491,,-0.028900777716775385,-0.0002744841550292214,-0.030921721322733613,-0.0066261447024868496,
COL8A1,0.05124253693728512,0.021829946933269513,-0.008854739450540898,0.044479284492461975,-0.054372098632249816,-0.010146218319911528,0.04880593773128489,0.06852368993452772,
GSTM2,-0.02183733927280121,-0.014482490429689982,-0.031104879558401598,0.021635922616157786,0.058003787791891755,-0.013484543408073662,-0.0029326480613481387,0.05614257819346228,
SPX,0.042474292866083105,-0.008194673965941925,0.0444172049693053,-0.0008433498083315788,-0.03791026219706759,-0.02647911648198087,0.025355236805618134,0.0827696210998485,0.043751219945021354
MFGE8,-0.07560547617772972,-0.010189523893635874,0.040690872154597886,0.02313924087683209,-0.010295046350913006,0.008222527026914757,0.0744531987463516,-0.010362170846542885,-0.07097368382900965
TGFA,-0.10476880828138273,-0.011166408477708757,-0.025864563425023832,0.03670479732847826,-0.016617670018317356,0.029146753671928514,0.018524727403618022,-0.026298152573357568,-0.016772866307712693
SLIT2,0.04639031803576949,-0.016261559690454386,0.054531580402882675,0.02307556819301818,-0.0255792867610068,-0.022593188192464798,0.00440100588098367,0.03247079728915266,0.05032893493043617
PLTP,0.05285945105074053,-0.049223869097057046,-0.023585286873506597,0.03848351178651518,0.01135741144759529,0.040047273065756984,0.01079113894890704,-0.023048354151350852,-0.04916792278129448
APOD,0.07127726694379043,-0.024103504805026155,-0.0072460337261865135,-0.026914846708197143,-0.016977868773057146,-0.06747105803609181,-0.061201279908998145,-0.04133387472016034,0.01441207781747085
B2M,0.06555964346652207,-0.057595732441870544,0.008636365255673998,0.06424898064317099,-0.0020043053952568586,-0.010037004369160432,0.00236861174123046,-0.0038344518358382536,-0.07560166116536275
OMG,0.0905872241714162,-0.029108249101871812,0.04167903031863919,-0.03315229720433218,0.005540943755420985,-0.0587202085164921,-0.0042650471779025305,0.11049259618887088,0.05627038692702103
CXCL3,-0.02840306956028156,,-0.04308358926949937,-0.018417874812760145,,0.08764506294086753,0.08039160805669768,-0.036489104257732316,
CXCL10,-0.06831144360531057,0.007674292829297614,-0.02931428535554663,-0.017510434379364337,-0.030509355654495862,0.00033672112481230513,0.02432343316869118,-0.051240378150716,
RSPO3,,-0.043607945529229794,0.09763100410129569,0.04938589824938934,,,0.029308475401125175,0.02560577800909038,0.009512813839469194
CORT,0.06795614688930778,-0.030164993764150532,-0.0029924043726619557,-0.021679798467831315,,,,,0.07732763026917988
NCAN,0.07964349655339505,-0.004798371786861023,0.015086926445987933,0.027638640825279177,0.0026107301920424257,0.06191684468538259,0.05490484562927194,0.10058612682769921,0.13554553786740878
PRG4,-0.03484942069729447,,0.00027020413512243317,,,,-0.027813975782008935,-0.04411498488861597,
ZG16B,,,-0.008938018113903044,,-0.020998875316096545,,-0.002976116565762994,-0.027039001619345398,
TGM2,0.07914077111385535,-0.006389699445970606,0.01776474840829396,-0.007481112522644543,-0.039966296463867276,0.0332564382761105,-0.011818827468474964,-0.02192146207200959,0.047015291490625215
VEGFC,0.06950664770956917,0.033889302042349134,0.06440083356301021,-0.03572698217445063,-0.02721871285020389,-0.04476418314585152,0.0002387410812263564,0.030420414062450874,
WNT6,-0.013714501510126022,-0.017566182704373236,-0.01989124051456531,,-0.019969932890953303,,-0.026245801141387175,-0.027939400958641766,
NRG4,-0.023633800361482972,0.01439707756687112,0.015876813893277636,-0.047190878501070566,,0.020133058189813615,-0.01742889522843584,-0.00562271557337622,
PMCH,,,-0.013082782960716955,,,,0.00828831254844222,-0.024319411948889775,
COL9A1,-0.03681851202565485,-0.03607131793606169,0.0011970692158328848,-0.028221915870964058,0.023356728389923274,0.04335935604519229,0.06949746071950025,0.03004870552110047,-0.048872882596367996
GDF11,0.11712710906427057,-0.03242377511053877,0.009040758727057278,0.005007814582852401,0.012995249106640556,0.027482304042989802,0.04237400074327551,0.06210953619629352,-0.05418071456888265
RAET1E,,,,,,,0.089617341634297,,
IL24,,,,,,,,-0.0469731316730193,
SORBS1,-0.014213373218374561,0.00020771227638755301,0.04357217742762513,0.04420336402159516,-0.050719029647066434,0.05631960155075148,-0.029528072098836063,0.09159753701248045,0.013200758660542055
DLL1,0.044684975502353105,-0.026958040361118617,-0.003849817429188496,0.02362614131481914,-0.000988333873191754,0.031243783123812898,-0.02518470040074197,0.016771225462575215,-0.007031614427452249
TLN1,0.016767724818107465,-0.03837012797570185,0.014831242095139788,-0.00828273006826392,-0.02842751433310715,-0.018775859116752516,0.01918273790340244,-0.078690256724488,0.09817636631074772
COL2A1,0.023304175838968204,-0.019030772800539542,,,,,-0.025364930518500653,0.030778048726180875,
SHH,,0.052140005528488395,-0.01620336249466417,0.02387928135193561,,0.002140180765805207,-0.025363980313089788,-0.008790618084582185,
PON2,0.06859960600356696,-0.0017079357900680288,0.011638153929068624,-0.0020347187650963457,0.04676796035717981,-0.027726655048151853,-0.011671248049811709,0.0955016572935097,-0.003668062098556726
ICAM5,-0.033145787088608075,0.024185477343435922,0.03323620599326163,-0.022905027651220305,,,-0.03758331759703348,-0.027690580277127032,0.02646812409417574
HPX,0.05724089576985797,-0.017566183889336236,-0.00200383218715301,-0.01721636894222189,-0.03441397391241734,-0.04819299837746604,-0.017945077706523448,-0.06705358324172438,
SFRP2,-0.031494958054596525,0.01242987924342759,-0.01461869853370791,0.002129235053240207,-0.025110301512169295,0.0692824991963577,-0.01489864887329192,0.00926764656136107,0.0954743531131455
CFC1,,-0.016145733321053256,-0.011248580899903724,,,,,-0.037178056753750764,
CD70,,,-0.020982541869149014,,,,-0.010967423793369319,-0.05291842322987664,
HP,0.06393049122593714,,-0.04347693913726489,-0.05090456564540857,-0.02073771190141282,-0.0012043915332632712,0.005798304758613165,-0.023329740158267307,
CXCL2,0.014485276553842857,-0.00025101652480962524,-0.049798709246939764,0.048569583243505236,,-0.016950910055791323,-0.013024238272217669,-0.08490366725532415,-0.05423210083463271
NPPB,,,-0.009849714900982078,,,,-0.017679673149345026,,
CCK,0.0364837833786841,0.07245626423113251,0.06732180035820652,-0.02330204546854479,-0.026135695810125755,0.015431493033937808,0.049079185824445225,0.09526864341518272,-0.02750694826155315
SEMA6A,0.03459232960781411,0.016851665291271665,0.009035637911432652,-0.00040412079419483885,-0.007407538765981743,-0.03291587776046887,0.005494679795481824,0.06794597615398794,0.0035617646801297956
IRAK4,-0.06620954213392355,0.009198296772768223,0.013715802664721485,0.04365429712713867,0.08787739323716566,-0.02069841972935595,0.035253208875799656,0.02660152412326364,-0.015768558663806356
GSTP1,-0.02919618925839317,-0.08267867702338443,0.02707124109758949,0.059625632241583564,-0.035097140279338544,-0.025150901453579618,0.05719880175343092,0.023436833296759153,0.05027229123681851
VCAM1,0.03386303207155624,-0.03549440521067337,0.01470506157629595,0.010957902287240338,0.11203998003440421,0.016683539193996753,-0.006065605126612214,-0.0366679541197146,0.20274909419048961
NXPH3,-0.09763830717201212,-0.07159802321176839,-0.007042846827817799,0.019351734753977848,-0.0009520460319505758,0.043128137714207204,0.09397470380813165,0.05932839146866268,0.07178673302227923
MTMR4,-0.013469143197827332,0.016323962016413982,-0.005566155999287665,0.013241941324695708,-0.11779700111199318,-0.04583348602190573,0.044384959792473554,-0.009210959932390208,0.15364227283973128
LAMC2,-0.021582309164999463,-0.008969005682127187,-0.012399692184918718,,,0.12833256931037682,0.07708705538573166,0.008548679303976927,
IL10,-0.03424108610678371,,-0.02200552529349307,,-0.015611012997798128,-0.033522848493264125,-0.007962973421612948,-0.05484929142580804,
SEMA4D,0.022118959852635827,-0.02135571933206385,0.020723315761353448,0.047500511855899985,-0.051742699487476125,-0.06233269662742515,0.027809597507247052,0.15045922464916348,0.0024662613845238684
TRH,0.0038118221966098394,-0.03292618773872975,-0.03267518203234504,,,0.057485189092751195,-0.019802419552208926,-0.04478993114661134,
SEMA6D,0.0024033988884722968,-0.07363275526134837,0.04955670006342433,-0.031196857351871398,0.04036201891174728,0.09120752987735492,0.04957620789465099,0.054799099234242844,0.012736089629070671
CEL,,,,,-0.004868950619522383,0.015044289478745355,0.07015219415265954,0.07723008029659038,
PDCD1LG2,0.10166011511303882,-0.01690212879230094,-0.029863744613793226,-0.0029482820953292584,-0.044537352240978184,0.04154654138563744,0.034817282340157865,0.06855746291540804,
SPINT1,-0.03341599717693247,-0.0218618770730768,-0.021541755552815622,-0.028135334542999275,-0.05109550128152641,-0.013545145300430618,0.06490030208631446,0.08561991905327747,
CTHRC1,0.042121981936600494,-0.047842115874896216,-0.043462553118240384,-0.04472418639814975,0.03163341487782032,0.01403001348950535,0.04493303136556292,0.01565690937446682,-0.05677233788204822
PODXL,0.10536135628893507,-0.06312037533871896,0.007106167773260356,0.04237749188478374,0.014087877654577242,0.05893899746909074,0.07899420788424677,0.00432224544509311,-0.052034848091463116
JAM3,0.009145566107154383,-0.07306252165168486,-0.0024778888354066698,0.0375563683529805,-0.04231095491824789,0.03866179693437466,0.013173956147349241,-0.008537040582917235,-0.005821059332796774
TGFB2,0.05079294772888054,-0.004396823448880956,-0.014099050321052702,-0.060175664837333366,-0.03791234552159456,0.1283317915867418,-0.0025108809881468418,-0.0015173362375900128,0.06705445509274738
COL18A1,0.03660697202138324,-0.03619255800902934,-0.06533144957906137,0.08728323937094673,0.034731824554585046,0.02038163461351599,0.067442307087047,-0.0008552259940682768,-0.02657464470963621
NODAL,,0.005155527613262857,,,0.03711271555165276,0.030428264314644824,-0.02710141197908149,-0.007604932118053588,
INHBB,-0.027038102109965333,0.007836239805023567,-0.028386034419314154,0.04406621441722436,0.015608273000488383,0.036163240339491795,-0.02033000272598916,0.03770915205856881,-0.035341782401489975
LCN1,,,,,,,0.0010300475336664373,0.007402966789284261,
ARF4,-0.05137326383632803,-0.026934637746724135,-0.039975357424110056,0.0006923970820373155,0.08765957454975598,0.01746491125847434,0.044600041821741696,-0.06099606850562308,0.0470840330542637
CXCL14,0.0515509609222638,0.047642577363966376,0.01526526799334831,0.021649002293080342,-0.06041904744049537,0.015282256076952373,0.0689519630033755,0.10139648173017085,0.017067306124766916
LIF,-0.0409203084627387,-0.02132339561120075,-0.05244264081086558,-0.02041039842278668,-0.0402857892963356,-0.03793690690242785,0.014718773830038539,-0.03906494567847394,
IL17B,-0.0257964543289356,,,,,,0.044345393666509254,0.19510127575130243,
MMP1,,,,,,,0.01690976515026049,-0.03725820545402468,
MATN1,-0.02032520179854103,-0.02058540945174867,-0.00997341959646534,,,-0.03515459329052604,-0.024083973701417676,0.005763507276118265,
ADAM28,-0.01747569426037875,0.0506286687912531,0.014457695859644525,0.04657530321963568,0.032806861131289056,0.02627747877741317,0.025639756418811308,0.02590553510631319,-0.008726554733399151
TCN2,0.06909286796111548,0.0006582790259115278,-0.019986629149329516,-0.02376743263481526,-0.05820513871401625,0.02952188353835439,0.01308868698331256,-0.015454011792625413,0.06763930612956355
THPO,,0.010221953303130665,0.05114366990731105,-0.02123895778513364,0.07752759802455059,,0.05572055170307885,-0.03215353804344501,
CUBN,-0.06756095215994487,0.005778728826579244,-0.03671536530361567,0.045986844233724386,0.06231409092567391,-0.04265317234719421,0.025571870178736817,-0.0120013814110486,
TIMP3,0.004674153413482463,0.003719043447191821,-0.008102121969383454,0.019343393541492056,0.012472956612089232,0.06962165034986084,0.0006437381989989945,-0.04492707714473927,-0.0027769286334273177
PIGF,-0.060921203399787204,-0.04652266831776987,0.01392566772931412,0.06362913474657474,-0.013969860676604795,0.0008919872599573327,0.0196937838508176,0.08293269073085406,-0.04440449091117332
CRH,,-0.01734749518062169,-0.015700490505966967,0.07777592530163524,,-0.05075386360351574,0.08501508250544354,0.03823785846561057,-0.014283552535626106
BDNF,-0.0025576624453080123,0.06948457961371712,-0.02785551914961058,-0.00011047141002656617,,0.017716284402305528,0.011783254776288388,-0.006028144056884404,0.307308976903973
CCL5,-0.012772285307453604,-0.02534042092920211,-0.05143212051152442,-0.0022694639849360613,-0.020444681698782705,0.025699407190485173,0.01743080900938125,-2.30229062420896e-05,
GAD1,0.020956530432812447,0.046640253168941305,0.017675593313140822,-0.03291374166149018,-0.017812316312482607,-0.012587733684569613,0.04653459354455828,-0.06548062180968468,0.0477469447541747
COL14A1,-0.009233255921193437,0.04399151951006538,-0.021664425656766677,-0.027820062432636572,7.839181673956722e-05,-0.007515683674175922,0.05035047685811036,0.09711328664302046,
HLA-A,0.003931835353908766,-0.07869409140177369,-0.004425434347507804,0.022744042587060954,0.010666930393378389,0.011718565050761558,0.010385976593190512,-0.09928631767735982,-0.02655848821981204
CD5L,,,,,0.03305691703172305,,,,
FGF18,,0.1000556449158901,-0.010686912019639632,,,,-0.01980242114094151,-0.027531813292966705,
ADM,-0.08318100778429151,-0.010274504599260504,-0.028996989465811595,-0.03192171370298986,-0.014963773909634938,0.014301720051648634,0.06679849345089275,-0.08381636116549473,-0.00336937908456694
CCL15,,,,0.021586817584674175,,,0.03121563072222339,,
GNAI2,0.03019306111156302,-0.026533675137935215,-0.03905001271576747,-0.0062510600622884376,0.011881962251297685,-0.02641024015140427,0.020542481042046222,0.04033362594045872,0.03418898430893899
HDC,,,,0.101131037184251,,,0.05045280843029496,0.04332443053065723,
COL11A1,,-0.06115808529015441,-0.02041082201069722,-0.00552138261154712,-0.039001735070632315,0.11102057791547533,0.015636889224034032,-0.023943888253902475,0.09694224487081994
NUCB2,0.025108075315800393,0.05370426473630165,-4.299109226668233e-05,-0.012268654873711982,0.008159491790341247,0.026969620065927423,0.03190078637553812,-0.05722754989618345,0.08883186294226278
FGF16,,,,,,,,0.04135922043808585,
CXCL1,0.06549934346210114,,-0.022567228347440592,-0.019327578382414452,,0.015128341972414257,-0.03349232739559629,-0.008722604960867018,-0.03462680615750356
VCAN,-0.048189786887133934,-0.11604890373721172,-0.037875168806107286,-0.002397821535269223,0.03784068286472779,-0.030712183986352923,-0.024667961396649455,0.00744895784964868,-0.013781652992906313
MMP7,-0.02124442894271087,-0.02132338962582929,0.04501232746447859,0.0028945194271466613,,,0.046824861801003,-0.03879245808774903,
PTPN6,0.03485870187182801,-0.012776820313842082,0.027265350689534895,0.01585964972673045,-0.07438345147456607,0.032819341398085705,-0.020518222740882157,0.03510750799278086,-0.024814000513404186
PTGS2,-0.036455194248960134,-0.00597375242123417,0.00251735004045293,-0.02016715824400749,0.001851632628338324,-0.007857302049775503,0.04246154917423058,-0.06431326440954066,-0.042953563812511475
XCL1,,,-0.016177788094883263,,,,,0.009780105594324767,
CD58,0.01750996365894143,-0.0055670612505002185,-0.03181210948471789,0.009722382059507073,-0.017488108430816707,0.02253466301084887,0.03621839940687721,0.00566989182786165,0.07224917605528353
TNFSF14,0.001664014321708367,,-0.02608741491580042,-0.01887795826919865,-0.02952991064522384,-0.07314729946822268,-0.03006001147540335,0.07632817296292871,-0.0376010198899593
CNTN4,0.04089126496967181,0.011592968817430053,0.01523382654890666,-0.014960411401297127,-0.03840073789353435,-0.04411629536218503,0.0291902966688465,0.028660541037957444,-0.05249054284891765
INSL3,,,0.036773419295037,,,,-0.02351597550711759,,
BTLA,,,,-0.024107798383896987,-0.027746489589764,,-0.022738772501107625,,
MFNG,0.014746188360429385,0.02098866120484016,0.006699716053342532,0.053140098765976966,0.006164861735203697,-0.018832884326610795,0.024447620069037192,-0.015203050743436522,0.09621315244934933
ICAM1,-0.006143147207036059,-0.02316202537373385,0.02726339823216331,0.02941884660200783,-0.03255330354089939,0.015816644406311902,0.012096556816431797,-0.03323891333698654,0.044013965317740565
PROS1,-0.010770519667697384,-0.029859008702884653,-0.018734731595416634,-0.014725018814606862,0.024417794007741366,-0.06021995613619523,0.06051930876205928,0.04634689606850122,0.1337418595861513
CLCF1,-0.06292070414424024,-0.019822220019732037,-0.011226340417315628,-0.018987715273219342,-0.02340820532292758,0.11288301691341045,0.0443714448862751,-0.04724053749709765,
PSAP,0.08373095222831142,0.07524206502094882,0.09637770294829946,-0.024834938904821337,-0.02794118591520734,0.05081873019784089,0.019560665139215335,-0.044975001984851354,-0.0007562447781234849
EFEMP1,0.006346082408251519,-0.051284859102058475,0.005962619000699833,0.019217156635725145,-0.06658123914010318,0.027107515390692685,0.04042538038418807,-0.03422143599416369,0.10370944690307153
C1QTNF1,-0.001380804312228729,-0.03562727065529087,-0.04036233730327341,-0.012626572037095643,0.05014913855897209,0.0913972344666196,0.034526250346721736,-0.021633735336015102,0.0615057473479608
ALB,-0.00793986239831837,-0.0015534324356298993,0.009626721905203705,-0.02144137343084794,-0.03979269777771123,-0.02181720127164477,-0.026590937131362916,0.03633322345189544,-0.04229389396654339
EFNA3,-0.04769564169572849,-0.0009251308583891538,0.005477514519490105,-0.0519462230748993,-0.05866653579970064,0.007522486851629792,0.053693236065557336,-0.01125530289938471,-0.03991662579101679
DRAXIN,0.04528093591621235,-0.028757298696398852,-0.019029828311539595,-0.01721637069738942,-0.010020830639914949,-0.02631807120509517,0.08444382397500366,-0.011186848299244502,0.032025006156152495
RAET1L,,,,0.020010104808972935,,,,,
NPTX2,0.10468964791234901,0.05777574613270536,0.03319508740653868,-0.03339823107350754,-0.00952325956861575,0.022774050430493232,0.05276757854996276,0.025790192002682014,-0.011723397291014228
FGF11,-0.07825672517549484,-0.02207292068347403,-0.00898916661007624,0.021233281981414578,0.009265128382914569,0.02829216662671408,-0.00772870867362267,0.007462002294513812,0.022053816387082793
CD59,0.08296445580601172,0.06667087294095826,0.013776942295421469,-0.023200904542503904,-0.022416949221386217,0.08653274017459522,0.02346361705023807,-0.009373688050899377,-0.05584647099957126
COL9A2,0.05783776046405603,-0.05334080109466536,0.04369063105328135,0.0013288292121779028,-0.010288704764700651,0.03414331126403304,0.022503834191291625,0.10290601994832058,0.09192354509847794
