,MGH258,UKF251,UKF255,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916inf
MIA,-0.024392715390146757,0.015267425812212956,0.016792510273983874,0.054885099872085404,0.05193967227769928,0.044145479973904764,0.008893629538591227,-0.020997730343629714,,0.10088372298926956,0.06701341104652139,0.03409785833569341,0.008044426572213338,0.07104491660128814,
COL4A4,-0.02158258075049148,0.008220056956897454,-0.03919864919150817,-0.01915900369087376,0.02199908463284826,-0.020635771072034632,0.09357743855667787,0.02277744608476417,,0.025776400722963538,0.06029613419674442,-0.017337414672001648,0.018715709592568817,0.025952576714317655,
TAC1,-0.01863583613450764,-0.038760839576951964,-0.030319491666369637,0.06333987864974552,-0.05541473343063276,-0.0918644800085021,0.021680804531124746,-0.019819757539319142,-0.058153353289197254,-0.046071087561361426,,,0.05820606615198562,-0.017904879530613364,0.031466363151448636
RARRES2,-0.0597315702166626,0.026269072279880217,-0.06003807120755227,-0.027022604587574547,0.012363119524404269,0.10223603728512194,0.07627835498521927,-0.026968690784797744,0.053617790481681665,0.0374038884667935,-0.021021993851688948,-0.028921642593308337,-0.03987014838731606,0.008693551686485924,0.04905398977404863
FGF7,-0.010550075997287928,0.01547830050428069,0.034093685173728336,0.007555194184381397,-0.008996688117369618,0.06126948260975884,0.044471819159776535,0.027666929826308174,-0.007303968225373482,-0.000276366281622924,0.009704676754079905,0.0010471613920473742,0.0019189830748117464,0.03242767010565242,-0.05421729157013408
EFNA2,,,,,,,,,,,-0.020535694815924606,,,,
HBEGF,-0.03766680958226192,0.006671893874100334,-0.018769559892321017,0.00758593843801747,0.02588126211901262,0.0027056308844416207,-0.019761096640013718,-0.007698980451378273,0.015156259447022896,-0.025629747832956632,0.0037659977966442485,0.05939735802991368,0.03239876020170399,-0.0529738179179782,0.06226362118047762
CSF3,,,-0.027437564392755198,0.02797848221177048,,0.04988001143608945,,,,,-0.07030555778865283,,-0.024606835926078797,-0.014339762543648858,
PI3,,,0.01030406680598943,-0.006896494515768346,,0.00750358743170824,,,,,-0.09839723407944885,0.09190222606425057,-0.01854716876471541,0.008938937100976934,
PCSK1N,-0.012431242728218219,-0.039364630078960815,0.08443934498020407,-0.031025041192120805,-0.0186508927772948,-0.03418895292588485,-0.04206905386863728,-0.07241512071249465,-0.020976041297437315,-0.02215448459988149,0.014770261932075653,0.036089183625237796,0.013271072562676208,0.07055945219822804,-0.0835643294910492
NTS,,,,,-0.013544730561056206,-0.026834459766454183,-0.02469931742287182,0.00837637548849251,0.027156336476060555,,-0.008424871647949169,,0.1209793966451943,0.19665736207652434,
SFRP1,-0.027115612312958923,-0.0495950785007471,,-0.024360789488049612,0.0067911362591892704,-0.0691600228205773,-0.012500684993230347,-0.013632135156874801,0.08479514949903526,0.005020536783238489,0.028104833793952733,-0.008036878951172124,-0.021312054472677838,-0.02074177992437565,0.017391550896908997
CXCL13,,0.02574771603994445,-0.019922918238371546,,,,,,,,-0.04495129985712258,,0.018376142227521052,,
MICA,-0.02075640158479382,-0.007701556709782281,0.05213983887723378,0.01869000445507675,-0.01468497728075079,-0.024922362276676005,0.016163664363348703,-0.03440610328409868,0.05736685401182911,0.025253088122368546,0.01213126718353607,0.014849797989325966,0.02069925691137436,-0.014535200443966164,0.17972275346514405
TG,-0.021582575886773807,-0.020423975416148474,,0.029741270926127446,0.07773279526416077,0.002482385488562446,0.006547283632109534,-0.018215875534406404,,0.009371434655346135,0.06641147808071134,,0.07005260217895366,-0.027965272160544265,
ADA,-0.023027409680605737,-0.010397402465600619,0.08790467678630663,-0.021644183879931146,-0.006407858232161623,0.08617776337452145,0.02263330518313603,0.009761843737371162,0.027462063055865668,-0.0279053177372573,0.04220689404740146,0.004846714765547766,0.01717353479737305,0.022934260359094984,0.06570490181610408
LAMC3,0.005821347679767671,0.0023415142136479685,0.01420765856645071,0.015867455006185607,0.01229215681839731,0.07697144411531423,-0.021440022922256993,0.01710424656213788,0.0619377414364759,-0.022819562752759596,0.042997791779867844,0.06666765623867661,0.023636838218507913,-0.05866715308752132,-0.018286785892448792
CCL7,,,,-0.019007014488794428,,,,,,,,,,-0.015026681125303289,
NGF,,,,-0.0077681941657345484,-0.01491921027069389,,,,0.0019560207619334054,,0.040080016803752304,,0.006353938434215187,-0.03511550433731609,
TNFSF15,,,,0.0077622874647770845,-0.018115192052706838,,,,,,,,0.03367544943597803,-0.03970309314975564,
HMGB1,-0.027702087763419658,0.00847065905012536,0.0953577189396865,0.0413964529983931,0.03967141679465419,0.08318461815570659,0.005092623602335215,0.001116150968433098,0.05737629470598653,-0.04992544000882167,-0.017078439267561776,-0.022267363278224653,0.006610882803947428,0.09472513725175964,0.10624501399282328
ITGB3BP,-0.0570199161232787,-0.030748747555724376,0.04560311384104318,-0.02801952140982056,0.08779181482026076,0.119071759360308,-0.006867875584035241,-0.014477481384909096,0.05531707014091995,0.00928795070846508,-0.014868434293927648,0.06973684906430631,0.0016034862741561196,0.0709753714003029,0.06487351107047386
AANAT,,,,-0.003609751503455739,,0.00021352889469189896,-0.018762716669177473,0.034503123729045,-0.020531605281492213,0.0316293090299445,0.03232088559265296,-0.026681280304320095,,0.03506740794300793,
RELN,-0.017892527610674832,-0.032791457030509355,0.09376316840269192,0.12493401682152125,-0.02878185740378552,-0.04279503831463415,0.04375058804101997,-0.0078784895277377,-0.06371483711037064,0.03450848788011619,,-0.003933845398447825,0.06161376066949631,,-0.06072327480181291
IL15,0.026421599118340865,-0.013633592028113874,,0.03694549775159752,-0.012890036081224377,0.0028540544280079403,0.006708269073936784,0.007668127862188224,-0.042073845278779776,-0.022715104965277653,0.0005520568444186321,-0.033226690622152354,0.08320629333637912,-0.005861745634480846,
UTS2,,,,,,-0.003207014285733049,,,,,,,,,
BSG,0.06157761785271282,0.004137223988877138,0.02533535530410156,0.007988782021164674,0.07294835321238963,0.035703997145456474,-0.020269191043830546,0.036049969597347,0.01879268866034443,0.10768444752852967,-0.06338505569282708,0.058700557905989624,0.013078686292318793,0.038812822690280004,-0.004903240671703576
ADAMTS3,-0.03702765164431249,-0.03588640557718287,,0.029824101837803308,0.10280507534333294,0.1034588188739683,0.04866019146467395,0.07038400153376442,0.031877505711233406,-0.019848566042137458,0.019914021416992125,0.023551087131596593,0.026442485297647665,0.0339755369229322,
CD34,0.01577303005035884,0.020102599373539014,-0.04549450102661512,0.03286548010895112,0.0009085538457280285,0.04549357156769731,-0.008229796655344956,-0.023948327509317795,0.032552696563196946,0.005220572377753698,0.060336836878894726,0.11949280484133068,0.042250773493945536,-0.04158901371792727,0.10082446389042264
CCL23,,,,,,0.07975849546029747,,,,,,,,,
PLAT,-0.0855705939439061,0.009420722899135035,0.05471426514023105,-0.013342320222920995,0.005798949198374232,0.10706708040018882,-0.037421699750743685,0.03599899447860683,0.001780806893888466,-0.04894712352741427,0.011407761003869935,0.0611068341301844,-0.0917110646630459,-0.05571545530794367,-0.059154057856086635
NTF3,,,,,,,,-0.033895347763503704,,,0.04338493565644824,,0.08600301134363912,,
LTA,,-0.015019855718535055,,-0.024360788348413587,,,-0.002989307676760367,,,0.067435803541469,,,,-0.02139746318637331,
CKLF,0.019288470942746664,0.04438580472305211,0.09145094493042705,0.00407796272073385,0.0821955416754284,0.08382601849913117,-0.04528957164493342,0.040074812683289725,0.054978997122964,-0.01550553370151569,0.028425353486077623,0.003804606346477735,-0.040108372352550166,0.06882491249208254,0.14192843713841974
CD24,-0.03974664306363493,-0.005923771248865182,0.04997011823325548,0.004061777964756042,0.1100198679203734,-0.02988180240385548,0.06560811439908937,-0.024099349998291553,-0.004362080536761284,0.09936345586541337,0.08902479718020846,0.04198441977129638,0.0646571643027651,0.014104671118971065,-0.03681703454821614
HSP90AA1,0.021726310880252533,-0.016237782715626592,-0.06760762868638741,-0.013267434814113596,-0.051663716111745965,-0.08552642599712659,0.048220521709529875,-0.017166849255729866,-0.08241806010634739,-0.02181933309283843,-0.12750921169516974,-0.023299961708516267,-0.022113736240679357,-0.004236181481056822,-0.04047911119195026
BMP4,-0.022211603846258383,0.024767333972163273,0.0009606146878626141,0.040782843892333276,0.02495881099648777,0.008762645438044975,0.022614467389353732,-0.03719061936834276,-0.03274835593672784,-0.01935561793624861,0.04482798590766894,-0.03641433264516571,-0.05295028564368375,-0.04777248840366424,
SCGB3A1,,,-0.02932804302419447,,-0.016454359034903384,,,-0.017711791902306685,0.04086606063675085,-0.015850301806639308,0.003482336885860493,,0.06311726673094069,-0.031506932823089084,
IGFBP4,0.035114909039347345,0.013572379207215064,-0.002484765550617229,-0.0276749704869425,0.0396523449396225,0.07816539473548988,-0.03705473831801792,-0.03902051360858721,-0.01904428296321729,-0.034080513908479826,-0.050709693075348,0.1275348944426286,0.00916416821845486,-0.10028052898673963,0.03891721620647191
RSPO4,,-0.010857681258158796,,-0.028936283876635813,,,-0.007704975807682584,-0.01771178931155645,,0.034810679262905944,,,0.01266719484040868,0.01687704904743091,
LEFTY2,0.06725948376549383,-0.015204322399068888,0.014568826981042325,-0.009668425835846322,-0.01615859788605274,0.08889606038923542,0.026510570322460663,-0.01942119360006443,0.026102157134614234,-0.02804154686711029,-0.023612359448458162,0.12580586426403217,-0.02906255865886727,0.04929736325336451,
PF4,,0.08069574679121325,,0.000940001603932358,,,,,,,-0.018822386051180022,,,-0.021397458234841616,
ANGPTL2,0.039892473659487365,-0.057062666218704323,0.10535630652349869,-0.015280947708242015,0.10064261701152773,0.09756387833313038,0.004956150419675395,0.0347954603854684,0.09963972410311304,0.06340181965221633,0.10322244627126573,-0.01888854739329665,-0.05015874334253957,-0.027857479178668813,-0.030810494435603544
LRIG2,0.0057532895954432485,-0.002560717132407296,0.009263539184440587,-0.010354146560674923,0.07042267732571268,0.07655375178033574,-0.026928311067020743,0.008049052444569488,-0.0010943949028836334,0.058997315756436755,0.054205510136625897,-0.013188160135884535,0.009999959840521442,0.023227944835182507,0.055720624205669
ICOSLG,-0.04363141486815093,0.020191254065822062,-0.00021898795102303362,0.014062826934316068,0.043837889811210874,0.05692234893282577,0.047579254838072835,0.04496727881368666,0.0304567801233801,0.03241911305430357,0.018720729182940342,0.1039556509741549,-0.02929346048437285,0.0321960615512051,-0.006198223495319194
WIF1,,,-0.04755876984867181,,-0.028185772255650762,-0.08282938459394679,-0.01621834828749711,0.02116769899485738,-0.006718752086928944,0.005353501516625584,,,-0.019866011612618067,,-0.011515603037464555
NPPC,-0.025800244950269748,,-0.03679445764221603,0.041558585805403545,0.017094589264381236,0.010166790149845171,0.040482492845304405,-0.024615052692047616,0.007477136856641867,0.11656297531862775,0.03367858430385035,-0.025312753718046796,-0.0183360675527658,,0.004208608940599592
LYZ,0.03987546610118521,0.03631352935648559,-0.007198587562046425,0.03921080234442012,0.06758739452415949,0.0603507401216357,0.024376598522437256,0.016316209213066205,0.02230555082280958,0.03293050695904266,-0.0002485060778528132,0.02325042382891368,-0.019399901982125572,-0.01829694065152613,-0.05296457621104002
EREG,,,0.020351640670447976,,,,,,-0.022465657205518616,,-0.03231810348271638,,-0.026617400961462954,-0.032315118365531276,
SPTAN1,-0.013890437875573198,0.046255066529176735,0.10308519717804034,-0.04119996303548742,-0.042860634746049314,-0.019166498299886998,0.0637851538410696,-0.021039137279098764,-0.023036920314829564,-0.05731331594718717,0.04374141874998907,-0.0501328745407311,0.04876030065102902,0.08635998003511408,-0.017506558763008544
PTH2,,,,,,,,,,,,,0.013496229584539759,,
LIPC,-0.027632157858066685,-0.004849632648175982,,0.08938633236853004,-0.019989140784283477,0.01699821516237952,-0.017927747006470266,,-0.040235582592327714,-0.02607723107662424,,-0.031070128317516692,,0.03911647786361604,
COL8A1,-0.02407446346731872,-0.03045233945688177,-0.03425629989133849,-0.007138523876848878,-0.001685715719293769,0.04129959490174615,-0.022152004940438192,-0.01129903821815795,-0.029695660964442285,0.05013429014231501,-0.021777752526632707,0.07389668593548372,0.011439922091034092,-0.1435512935608747,
GSTM2,-0.02831480616529297,0.02540264999870916,-0.04565564888546139,0.057196712994215686,-0.010900261183693452,0.07010836141428496,-0.04357244624937359,0.008094828971743375,0.009924973590836996,0.07699434512595002,0.08426838554414827,0.026606261379911,0.07444262428348229,0.041213058406466954,
SPX,-0.03496863074234104,0.008322768959012095,,-0.03017005291780345,-0.051416418071762456,-0.06325041127216362,0.05983232926613903,0.05411992324981335,0.0695559556014958,-0.04328688857801302,0.04622631598879165,-0.10235279114118503,0.0032262046646893373,0.19259453966494192,-0.10815191633203337
MFGE8,0.045760333225954214,-0.021617616234928208,-0.04282737032236712,0.02653793711105326,0.01766517008610244,-0.02302048114056594,0.006002988534257752,0.0029489782725152748,0.05616460603414961,0.04145819401255368,0.04681579831543627,0.03456826573892364,-0.06436225415507102,-0.035616651186047094,-0.019392028058697195
TGFA,0.027965575282052076,0.03243093653762452,0.0428730362478089,-0.003714824833763715,0.03376980718774985,0.026512261306718025,-0.05223316808217139,-0.00252722303093827,-0.007039943695768575,0.029613162225070044,0.0072475255616823355,0.038118475736177077,0.026815289376809697,0.0699195063312634,0.00869300077124872
SLIT2,-0.022211600292068676,-0.035624804453168325,0.02706496608343753,-0.050643650358320504,0.02008689543895113,-0.021422461927345243,0.10512237895184587,0.015537192659994311,-0.0028295568063737057,-0.051095006704143124,-0.00039041442381758314,-0.03763384904262983,0.04096803853664962,0.030140446983609043,-0.002668468447240886
PLTP,0.08054315628649682,-0.0047106029565200805,-0.001598752985552328,0.009581277192219613,0.04344685720524067,0.0998884335090086,0.021935153477603515,0.006032166222013573,0.04043493461645614,0.007611695618681052,-0.025573525135787416,0.023162730089652476,-0.0379665058739135,0.028975568999442865,0.013100400142468748
APOD,0.017139288729472298,-0.007107868160751629,0.06811340445577359,-0.014565412545682709,-0.02790490435140799,0.09237679711218426,0.05967746580853571,-0.0029423025064322433,0.03467728777128297,-0.003928386891348631,0.11478663370690577,-0.043787957394852264,-0.08682354853260721,-0.04760562547884576,-0.003951430538393042
B2M,0.047654440741311956,0.0496708746023043,0.03626705894939273,0.07403484571130205,-0.03021080052126209,0.1129923374315558,0.02413980244146248,-0.011914746506322557,0.07411846865331835,0.00948255559063515,0.039055969421933456,0.0649791304581012,-0.01945694405860632,-0.11988080903077107,-0.05861262701886036
OMG,0.0007730396155689576,-0.010425002555673607,0.06932486167213625,0.061978458435594984,0.0015942829610830762,0.01422316026751692,0.008705507579149736,-0.0036312699449150324,0.0051856297977288775,-0.03585070123840916,0.11057486813340221,-0.042010242774655975,-0.023899341917032017,0.05053100516901749,0.05258021107748671
CXCL3,-0.017380516813775754,-0.02808900574110292,0.0033490177992919474,-0.0370536794261401,,0.003347448078117026,-0.03641307260886859,0.012147677050668663,-0.031625912051219125,-0.016358990990700723,-0.03683291031330606,-0.01878897043937316,-0.020443274862757335,0.02706066951013475,
CXCL10,-0.022436917433028194,0.0016466377333862437,,0.025251787863033733,-0.01761921903686283,0.12189496320229787,-0.02680166192376549,-0.02878320242626475,0.03430590363449413,-0.025996416412688184,-0.025246276238254456,0.033820358353690426,-0.02920091263152102,-0.013019138477740272,
RSPO3,,,0.010228660432054821,0.04117642497539462,-0.042786065059063634,-0.03233740844730639,0.04915462133427115,0.0007341669856521855,0.012226507397872316,-0.01709483029661557,0.06608990906262108,,0.047705593798179374,-0.01524914301806352,0.0067857683336416215
CORT,-0.021582580403082967,0.00233508326822402,-0.00852660914899074,0.03249891704629331,-0.029656049119409084,-0.055967130324403265,0.02199471266516365,0.11334219782573421,0.021874909790209774,0.01595704163783305,0.022062756166622084,,0.07984691001984076,,-0.034746150225021886
NCAN,0.037575599667902644,0.011132733853480863,0.04792594137535067,-0.025100894700757905,0.009479746113066016,0.0024241021549036264,-0.02293857636991854,0.03990028931497982,-0.015298542847181844,0.028575648103966508,0.10737181228616166,0.01717952750738307,-0.00596138710794499,0.15929012095905135,0.05940287021381162
PRG4,,,-0.03067874243907799,0.011397240854602775,,-0.013953963009864009,-0.026858936684899175,,,-0.019986682496435728,0.014321217544339628,,0.0035441140575855385,-0.03454341863407574,
ZG16B,,-0.01644071876246841,,0.07198738177070595,,-0.03024451504853843,-0.014358614151369018,,,,,,,0.0026407258382972446,
TGM2,0.005862493352543351,-0.022634172207014334,-0.0348901905090355,-0.033103376272475775,-0.056980614568094994,0.09049250416832089,0.022325221194057603,0.026587180232448323,-0.01876185564429866,-0.04341126894006555,-0.034068065692086966,0.07283840482633529,0.014268561084551467,-0.030967242418848295,0.10751707229730086
VEGFC,-0.02158258179271712,-0.005796188631400529,-0.027193472007752056,-0.007206568984519153,0.004092515968323825,0.08856636233312935,0.11474610961918404,0.07146010573325524,0.05769638568916829,-0.020397206154045347,-0.00744716090568913,0.09911385196838313,0.014699866611493771,0.046194516754103604,
WNT6,,-0.015204322798098777,-0.0008444865246414154,0.04332378209503678,-0.013221205317395518,-0.027547099031341688,0.004830307664835011,,,0.019943955197015854,-0.036607142182747784,,-0.015509495446635482,-0.022963361408671987,
NRG4,,,0.0782504884819144,-0.023132409730177904,0.07533450887328169,0.06785841650899829,-0.02758522265141465,-0.02941233376671003,0.04520302209393408,-0.009860068976199109,,0.03006370493790489,0.013098458216392567,-0.015249144727128633,
PMCH,,,,0.024033819037827458,,,0.07500651058994193,,,,0.031657073348350856,,-0.0162481340375146,-0.006024834523202154,
COL9A1,0.02544999125020093,0.03712204866966381,0.08194544497037495,0.022778568853728413,0.1363977442739624,0.042965863863428246,-0.03069588368566612,-0.013582206506398185,-0.02215422091707801,-0.027114657339574008,0.09427281728814396,0.06763062058134449,-0.015116604248530206,0.026501444843850648,-0.052940563649506715
GDF11,0.01596848154358485,0.023978897891165203,0.08240592365350098,0.014595053428117625,0.0223836743259078,0.06938301090383962,0.02297726229224237,-0.009802340365589765,0.029520924608653454,0.052579401381561426,0.014574099823032826,0.09612178099231487,-0.013524741437618813,0.03844026999066915,0.004893504414653147
RAET1E,,,,,,,,,,,,,,-0.016728203417564185,
IL24,,,,,,,,,,,-0.018522272675246886,,,,
SORBS1,0.01875262140144569,-0.003304823946916238,0.08507328689655154,-0.010131090771694008,-0.027038416846445774,0.0423530618108669,0.002479184482821563,-0.02572042528524915,0.007725974473078871,0.04568417980461977,-0.05164218797496187,0.037937029357503656,-0.01530820097770484,0.028778973788514295,-0.0065652754849306934
DLL1,-0.03455632824893121,-0.04073466462406627,0.08855707090759384,0.03921645742816174,0.029872207773087252,0.07907058241912115,0.05601437634737507,-0.010216358491431703,0.03675316742229557,0.07951316915021352,0.12641198388803968,0.026625999696273824,0.02224317545538759,0.06172011312658426,-0.01616996001713666
TLN1,-0.04329780305274367,0.03897046291715692,-0.03142920023226572,0.00805607210668784,0.11112111468767122,0.10105908249184757,0.043297011248908925,0.008025837566122084,0.019250754492346197,0.08908871758979965,-0.036547352321388116,0.06554776014094041,-0.06369895435019544,-0.11455344308780044,0.05430654279278312
COL2A1,0.02673635387860537,,,,0.03816835775274878,0.019147897547763245,,,,-0.01660773440575616,-0.014510103815666992,,0.011733477500584847,0.055628195130324014,
SHH,,,,0.04020079342584392,-0.015634191309591608,0.018105966390540358,-0.01756516997106244,-0.020336295867607147,,-0.015850300421224258,0.02272144412454478,0.15620955080328683,-0.059228532460652475,0.0877075615746072,
PON2,0.027528273070890674,-0.0762422060135862,0.06852222590681267,-0.03746337447960083,0.027903807006139557,0.08288865668676909,-0.031092897015228903,0.0020612707354858493,0.07154082768814138,-0.022588599423409857,0.09129583602572772,0.01707271611215525,-0.014476594317095517,0.10607890216170121,0.026301493792479425
ICAM5,,-0.019571378085145315,-0.02932804509973706,-0.01153207515724464,-0.015038566449403446,-0.025502261993880868,0.14265052876372403,-0.020620989535369054,-0.026503324296381133,-0.03095478053739556,-0.010591055890751714,,0.0035630611633896588,-0.006187792672492078,-0.024939207006578066
HPX,-0.023026105229638917,,0.05140918663046409,0.010023860677328075,0.1850675194751857,0.01376370881024086,-0.028177890355737076,-0.001513477332716213,,0.04468930109496282,0.014046372830694083,-0.026681269377910027,0.025173834203151273,0.0005945418807927855,
SFRP2,,,,-0.00953638418104876,-0.03125489056131669,-0.02063576499554981,0.02487160825477148,0.039247724674971486,0.014256404459674691,0.025540033083336685,0.030306935687268683,0.01846671956532942,-0.001146876865074625,-0.05195161758682316,0.07372366358730534
CFC1,,,,,-0.022340602927673966,,-0.01807045262539159,,-0.023076819693714935,,,,,,
CD70,,,,0.025948142306918727,,,-0.033707721194412885,,,,-0.03559681843094536,,-0.013258990681048367,-0.023265325591974785,
HP,-0.004380354465974834,,0.07626045250365665,-0.06075646436289805,,0.03724064540798656,0.014134984952439185,-0.06192209366748547,0.10807863752862583,0.03848972312019722,-0.00267322389874593,-0.025487237601524076,0.028192387603081227,-0.022811052647435343,
CXCL2,-0.0076719741606141294,0.035548160707522244,-0.03090896261005237,-0.004167875239472976,0.05485545095200715,0.047079743673456326,-0.026255821062428283,-0.02461505076559759,0.03375201486343081,-0.031371554065993346,-0.00654279782979601,0.05501377959112377,0.040321760901588025,-0.010813325260897124,0.024878344873849923
NPPB,,,-0.07423276921020133,-0.03340381384476738,,,-0.01582322322039162,,,-0.020397207637592642,-0.008326820734486087,,-0.009116960807818047,0.1178186509149333,
CCK,-0.013224253199860394,-0.04324439627211004,-0.015903743555977113,0.06082770712260611,-0.03383449977082252,-0.10904780023468047,0.10484090697750656,-0.018395493262783,-0.016149739908485995,-0.013638945445996966,0.07054557208442944,0.03883697294206774,0.07367946624955443,-0.020066896876656307,0.12068241417904943
SEMA6A,0.014852604771240802,-0.03312637853126421,0.11603601144405822,-0.027529615625310325,0.08054826392714681,0.06578617637670275,-0.001310440150694064,-0.02679517686883308,0.06459304600424708,0.06746207390843646,0.08115617825791534,-0.014380003388014009,0.05016396097975616,0.0715331539146559,0.03332085888905447
IRAK4,-0.06607758917569603,-0.010983034822136589,0.10811551577698418,-0.018449643720677943,0.0940514451633379,-0.0336960614312641,-0.04725411360365336,-0.0475638141380821,0.020926185023479982,-0.001964699798612124,0.039098123784218876,0.03141950772478627,-0.02958575749595131,0.04147604737848087,-0.02041165938403699
GSTP1,0.005834592191516365,0.035092685010898544,0.033298751812709165,-0.025242647106474485,0.052578832728694735,0.1157986762939807,-0.0007670647267204946,0.038363750174268386,0.004796114390517378,0.008516856598373979,0.07648015111122314,0.0004388267388599222,-0.03567337725044234,0.09041608508928854,0.047475980874671087
VCAM1,0.04312144023190125,0.09351447666231641,0.007183809710067242,-0.026829384957675666,-0.036594043046668065,0.17314064382431252,0.03969293083027811,0.003251939331261621,0.014508302859813854,-0.0016402051620894355,-0.003154708920559351,0.02631827513832238,0.034175582831184804,0.05512885152952665,0.08590343815316338
