,MGH258,UKF243,UKF259,UKF260,UKF266,UKF269,UKF304,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1
TAC1,-0.0181784377658975,-0.005895307810449752,0.032022292099833226,0.023744277950551344,0.03520571348343928,-0.027500093335214398,-0.020347011451077982,-0.03077248079926407,,,,,,-0.01598879831464681
RARRES2,-0.03898085481271851,-0.007385821562444512,-0.02365518351827335,-0.11082526422281405,0.005483751752511007,-0.001811377397597162,0.030089933089971616,0.0416459112856184,0.04569549458519234,0.013995586196313267,-0.007207148940983553,-0.05416864693479898,0.06998908261331468,0.01988820423269156
FGF7,0.03583603084541184,0.08390426230547296,0.015948626287211075,-0.00435394239167095,0.015085996326592405,-0.008623097956714893,-0.02904307616201527,0.027754409658260325,-0.05571480322264853,0.09100403788288239,0.0665026386511857,-0.014568329862931072,0.001681513552888019,0.006043684561509638
EFNA2,,,,,,,,,,,,0.0740219618262214,,
HBEGF,0.012837594892703787,0.006868042435755188,-0.015898373425337346,-0.0990537551707846,-0.03184713175294014,-0.005005759754154097,0.013541759232280182,-0.04087723833630049,0.1379362422324934,0.051417568685119604,-0.02150836965931097,0.021752458070082466,0.04702124659787089,0.07325742433994967
CSF3,,-0.031097089977145557,-0.01941853306452385,-0.036250775304045704,,0.06410688202410024,,,,,-0.04457920593103982,-0.0761062893030796,,-0.012805200437027129
PI3,,-0.036839140306564724,-0.016358382301258377,-0.0469907360813815,,-0.020606940679569946,,,0.00033672967810720463,,-0.0852271431928094,-0.055219995423649644,-0.025330869226499617,-0.027821446438862932
PCSK1N,-0.05107632540844048,-0.008855971097241178,0.00617480992623315,0.02032211199896137,-0.050211207155193616,-0.041408080825126904,0.0059365386792501985,-0.06513803199503236,0.026794788867987668,0.016504878825018623,-0.04567955709727345,0.09309319001370267,0.025024477523721278,-0.011206150442339503
NTS,,,,-0.04383541387214558,-0.017158295046556485,0.09978961118434983,0.08509365881006672,,,,-0.015705089469273865,0.01589269302990419,,-0.018962755714515434
SFRP1,0.043160583350177584,-0.02400304829767898,0.005973125114488123,0.0654896147676111,0.005233322670587814,-0.031899484154841645,0.03241215432456235,0.0051775262613189335,0.08605242751099954,0.029417385449615543,-0.06333066646570554,0.019738754193801826,-0.004093351843081299,0.025097049160119587
CXCL13,,,,0.06715489268406764,,,,,,,0.0011156808076544112,-0.04688694929554868,,
MICA,0.017831161981508782,-0.0420591467761346,0.021013000745935692,-0.051017736079149265,-0.016340912148485653,-0.04903658330942089,0.032585726286432026,-0.0070832459673201035,-0.027535168066769172,0.13438006385003215,0.007669191763377403,-0.03222744190040198,0.006584556517257942,0.07815319494241313
TG,0.08705845284114323,-0.024789344173726326,0.02218066421980027,0.039219185169582095,-0.019805195638074688,-0.0048638324045103066,,-0.0002548704481901907,-0.0034960704082639014,0.026455187442897158,-0.01743011765260845,-0.012696190954151641,,0.04270272926899573
ADA,0.09626075126960258,-0.004054304581491404,0.03869747300817429,-0.044261987373093614,0.0378287877138894,0.025345454520369907,0.07575761722726991,-0.04947933510668668,0.005907101147158031,-0.036426438704360194,0.04876325344871072,0.05474805898197019,0.0012294101532676126,0.04058319303174758
LAMC3,0.02289527524838598,0.07856056239153825,-0.013760107704675032,0.03848962595415502,0.03018160983399844,0.012789954555504749,-0.020500961152478948,0.010983033755026343,-0.10358666753330677,-0.08895900246314713,0.05635074236823226,0.016453285343769348,0.00791727872707517,0.01497743648140737
CCL7,,,-0.011091215788020876,0.040712342468878476,,,,,,,-0.01966037929633958,,,-0.013418608789866221
NGF,,-0.017915917517214254,0.010732673026405591,-0.024508768976242004,0.0004439401707452223,,-0.020181955600634863,,,0.056171078110829324,0.05278502952112197,0.02800682582353823,,0.07382596141487474
TNFSF15,,-0.022164225936327494,0.03472707172668951,-0.017000448534552987,-0.022948098425749797,,,,,-0.01584301050882996,0.003918496067207216,,,0.02690447956827198
HMGB1,0.09192158285298502,-0.007533226766601248,0.0043835757988398595,-0.010705174389458042,0.010689814618632271,0.00883728280787896,0.04598597209625125,-0.017900812681792465,-0.013502592931478404,0.05113497720216943,0.012213583200625933,0.02077929959726761,0.0708782442000044,-0.05473780561267128
ITGB3BP,0.04361737772753341,-0.04530382854063445,0.018993045470947243,-0.028532580693786617,0.11073148152856244,-0.006484950490272039,0.045297831260190984,0.007741848352936864,0.0758226297702278,-0.011555200714901756,-0.0021721355212261035,0.015158708902977198,-0.07375119604091496,0.0040604699698020535
AANAT,,0.09177682002940249,-0.011237794291349981,-0.015318420854299264,,0.007123499532355327,-0.01897400634804581,0.0038465892271675566,0.035183815174058844,,-0.017247700112383343,0.1109862757006213,-0.007200959501208023,-0.014197447684893363
RELN,0.035858580839968325,0.10857870541393595,0.09002921995786757,0.0062711158869752075,-0.05671717584859602,0.0007065476251909933,-0.0231857598772547,0.01912114078011852,,-0.007364026673140343,,,0.06271084421466823,
IL15,-0.048646721724815274,-0.03150606458260201,-0.03900604962001425,0.03760482973194717,-0.016328936278608396,0.011737588329542041,0.017507965939479078,-0.015172208176468291,0.017241138479455163,-0.016383821670655104,0.025721847584356507,0.03435899200865934,-0.011888354988407176,-0.02090661237781243
UTS2,,,,,,-0.015653909448103832,,,-0.07867325524599016,,-0.014687678963269373,,,
BSG,0.014700112811261039,0.04244015193640825,0.029581606549071368,0.015093215974905715,0.036129517905085985,-0.019165885390018855,-0.021311142960282203,-0.013107584938973328,0.05471387714368107,-0.09343942968393808,-0.01897434974839386,-0.027828555451997534,-0.005322971866904078,-0.026513780944359626
ADAMTS3,-0.0038630787800990806,0.036883224490332316,0.004228708422265238,-0.012223631920853704,-0.02630119258917845,0.004221782826582055,-0.03046779579314788,0.12310659001770946,-0.007908401548449115,,-0.03546056230687734,0.06130182310992486,0.006702864471921129,0.015483674523456519
CD34,0.012532959498168605,-0.0017385846575819622,-0.021998387197679683,-0.0011472418645017957,-0.0007443059956655135,-0.02906558283837206,-0.009138654107100071,0.004037942352282481,-0.09848251970257424,-0.041084049750128734,-0.005858146320638081,0.05078523322929268,0.01987949062773499,-0.01067858221683959
CCL23,,,,,,-0.018783273619797196,,,,,,,,
PLAT,0.034040466355185914,0.09088996533509844,-0.04368926974725588,-0.005876410199951549,-0.03287885537806952,0.04073564333739759,-0.015058511608075255,0.07604809375928762,-0.14861713373455945,0.026581437383761782,0.05907665630788853,0.04497043886024497,-0.04009684177622909,0.047099495829759946
NTF3,,,,,,,,,,,0.01662682184085531,0.05649289735074413,,
LTA,,,-0.014215318270938897,,,,,0.006817052969220915,,,,,,0.0023271583095125906
CKLF,0.002820059278749131,0.03050406109535509,-0.019894088739832658,0.0035414839737158204,0.02328078722755365,0.023009136153882552,0.03949884773247567,0.03302217083224347,-0.023372044567442445,0.13952463941364823,0.0636607956305573,0.008781071395041674,0.0105310110671436,-0.01787725299913905
CD24,0.029092707290954967,-0.06253306104646303,-0.0038603403929266997,0.05803015607710397,0.02165564182441717,0.009230129010095857,0.0993358564810078,-0.009956751805550801,0.07537025126098088,-0.017718536572968263,-0.0025276850131367877,0.005107084494375702,-0.03249685499467672,0.0277570818972935
HSP90AA1,0.01905334094203372,0.03845424090082873,-0.03554495498689456,0.028075110699820372,0.01698978305346692,0.0031728449849258854,-0.01283329371698977,-0.006175291139190282,-0.008151850642585015,-0.03988864367625488,-0.11655192894049794,-0.11718140654506158,0.044936187648346844,-0.04390454062162593
BMP4,0.06271427343881239,0.05282686136322046,-0.03316604400455128,-0.029727870181626873,0.033917627229088594,0.00526978893424811,0.040898759134814215,-0.012928290015029563,-0.03868153772945102,0.013692702750112692,0.017753533212002473,-0.053352969395567836,-0.030741242620041003,0.03896685816799651
SCGB3A1,,,,-0.018242348184507175,-0.020844175958331424,,-0.01619901396507924,0.11430758825566958,-0.04233981153872886,-0.05201540597060596,0.012774324278719162,0.08746948101186167,,0.06009133572726767
IGFBP4,0.05322486719785173,0.030319982279714348,0.012541562494435202,-0.004736912595663039,-0.00766122753535067,-0.042271325274886404,0.06278554721838422,-0.0006673942232073821,-0.05596178996120868,-0.00978958119753413,-0.005326600082441417,-0.007022006869494758,0.005503736440895809,0.055166421442990825
RSPO4,,-0.021886130054773505,-0.02175903514315082,-0.021054635192803452,,,,-0.021046243927202737,,0.0382364299733585,,,,0.007400550689034789
LEFTY2,-0.02084469725878761,-0.03665940941596068,0.03559181234519532,-0.03268004844915104,0.0727818581703737,-0.010118070857118737,-0.020181955600634863,0.017010970917823286,-0.02873895521664724,,-0.016689435660452424,-0.020983100814115113,0.040123536055101924,0.15598916627867349
PF4,,,-0.009676867265067937,,,,,,,,,-0.016726495500638927,,-0.01910762055550347
ANGPTL2,0.0628137535979572,0.0021818376466678723,0.05450740585951828,0.021820271890719587,0.04372400557641034,0.0007841500062291149,0.006818718764714324,0.011013387085579005,0.0733237951831538,0.05076647937943599,0.10314502474615551,0.07683009460844453,0.05341326740489787,0.0322229907251121
LRIG2,0.03389270090460689,0.033208735199762536,0.04203801073703717,0.0003808060728984648,0.006923753013390284,0.06282579304264568,0.021044119362358234,0.045948399890615874,-0.02115968585266423,0.015988127060886766,0.04778039624461986,-0.03231231048255235,-0.03247630919003029,0.05575917653508833
ICOSLG,0.023524947035508205,0.01822336019514118,0.013568152489108117,-0.008610803386051396,0.00549747454220148,0.060627320480488904,-0.013888592757187667,-0.005205755141928613,0.035658586961748506,0.019953698089909804,-0.014498003675790575,0.011765825486606032,0.005554979844942103,0.046029191391116484
WIF1,,0.011641604639409043,,0.023494414290214455,0.007673028835888181,-0.03650902382108269,0.09551322362348709,-0.050667031169411,,,,,,
NPPC,-0.05154649226405757,-0.04466640953303223,0.061158308465522906,0.013671133612895355,0.008498340449234474,0.0014333144218473075,0.019608121149420437,0.01208259424608076,-0.03140062925538409,0.027474531027264125,0.00036134240620522924,-0.0316476508315604,-0.034986016863368795,
LYZ,0.02483415604941271,0.010150831633953139,-0.024336074403982045,-0.012976822840037879,-0.03129538740290703,-0.023623001603093403,0.05399438322653307,0.017847326330985326,-0.1063248773856802,0.017510185589530002,0.013957938215427386,0.05623219923410625,0.04745059959292463,0.04264481725382203
EREG,,,,-0.029628867338904612,,,0.004413361859616602,,,,-0.039907044656420344,0.0021651813656413015,,-0.028856933059896374
SPTAN1,0.0012864074552175722,0.0015289347946473254,0.00917306515349114,0.09566779955165397,0.010272965269557491,-0.07850691146977286,-0.009253656161974853,0.0633093209060163,0.012769886589166906,-0.0011033665701556015,-0.007640295829335527,0.08509168796146838,0.050719912558379925,-0.0767500069659016
LIPC,0.04469550267735903,0.005622001947864697,0.05121291571104594,0.08576684981837861,-0.025321993210409503,-0.0017415565129160861,-0.03718317145967762,-0.023834123163915075,-0.03813493411072107,0.007683763421994593,,,0.006424334714085199,0.011080340097635604
COL8A1,0.001978799887432907,-0.008228891361655864,0.008663909239673051,0.021751235308515363,-0.0011907006701645255,0.02373499021035256,0.1294307548261653,0.011100520719480934,0.13878441412968529,0.05381270062063426,0.07662232170502505,0.03491474990119365,0.018980962549381312,0.07295195411709895
GSTM2,-0.0017639893228916636,0.018762713215035517,-0.015323835760454742,0.014376258891958149,-0.01380831435747326,-0.026337346885693256,-0.016732216948469134,-0.012750414767146289,0.00512973612758938,-0.041471629237928916,-0.017056271714438596,0.06679066156191728,0.029763287032514515,-0.012754493239022047
IL4,,,,,,,,,-0.0364533574840594,,,,,
SPX,-0.0037204127770624823,0.07527370175926193,0.05297741000270045,0.05629209523662279,0.005272073156124614,-0.020887950557381872,-0.037407090871161425,-0.04131328556600413,,,0.1726893376722846,0.05712973673772842,0.015873370596154627,-0.03321248420115681
MFGE8,-0.00564504326211471,-0.05456247270255783,-0.04133587720338789,0.06512270680671475,-0.008191564351150551,-0.019848249902261726,0.07497667920788065,-0.008940463966329217,-0.008619307500009455,-0.10301112155452645,0.012655095043211847,0.03508212403091569,-0.014191647976643611,0.0286788736603949
TGFA,0.06132915378756552,-0.031069777047860018,-0.010508440456787914,0.015513376534608471,-0.006205677944122213,0.07232517037547195,0.029197142060862664,0.021416816763888395,0.03277934812777015,0.058758736449998364,0.010457921951331241,-0.04134903658247653,-0.02153900851121488,0.04883547753081974
SLIT2,0.06289001604445135,0.03901975851989407,0.03598632346733004,0.01653404626520167,0.14274772986067047,-0.05485294221033911,0.03526371046803662,0.0437849598887377,-0.011890229967427068,-0.03960629085980657,0.005153224225693941,-0.0032573786899909698,-0.030391498035148245,0.05545066030268775
PLTP,-0.011733082701829876,0.021281441383972668,-0.04190352533661188,-0.06421808209459952,-0.019083678820445236,0.019805488632595226,0.02919219478920933,0.008643772525491035,-0.0486132323419178,0.06738225500846842,0.024335781450243246,0.015949125442354824,-0.05943587199802992,0.005966593656326268
APOD,0.04167749888137578,0.035643615526118395,-0.014804927913583727,0.02695633660486767,-0.08433209146363817,0.09137766458897686,-0.08363978079278035,-0.053676736565637845,-0.03166870055781272,-0.07176988481879278,0.12485427165973195,0.10753098427369542,0.04389650672528913,-0.034293222835150794
B2M,0.044708812559090386,0.09715699505932296,0.013264489206180263,-0.024035900308160493,-0.02330012487395821,0.030030917877766832,0.008429739162917513,0.08019387731073936,-0.1037288066665532,-0.03653414261762074,0.04695377342421626,0.03820709746627125,-0.0028605970671833074,0.04717266792220838
OMG,0.016842845447176055,0.02824658857700665,0.024747848499148524,0.05071596372545603,0.021105699630594214,0.00237764460982389,-0.05737916850744525,0.010810179369892925,-0.010290816140591985,0.012043052276295775,0.07975164065192451,0.08086858164470408,0.0008146081606996558,-0.03695430780078716
CXCL3,-0.01695392902995738,-0.053063484381782884,0.00308033298674666,-0.05611520361046886,,0.013804098566635278,0.08031100804299945,-0.010926738716254344,-0.04356298126424735,,-0.04656229480767862,-0.0555660454419304,-0.02596917127070955,0.017189480681721683
CXCL10,-0.05539565353173743,0.06108474329508931,0.02991261967138469,-0.04174313370120851,0.04710626009584227,0.030172855508496105,0.020853978857052327,0.11779428272366027,-0.0028216456031759556,0.024801880185645383,-0.02030186380620754,-0.022435079418667896,0.022243693895867132,0.03402261159221202
RSPO3,,,0.09209354147529475,-0.020384339693382356,0.03792732609268968,0.030119777240652394,-0.044589146210474884,-0.01141823136622597,,,0.048354890516566065,0.06928152752209799,,0.016752663100118793
CORT,-0.02105285707886422,-0.024538207874522835,0.06851488060517145,0.03502667853881997,0.00547617372923109,-0.03799348768879039,0.04638662663245437,0.050739879276044376,,,-0.02241803526664304,-0.01750342739881964,,
NCAN,0.018231039948185365,0.045256874253363846,-0.014447933099013257,0.09051294616651469,0.08409041063385574,0.032732372228963774,0.0395700673131039,0.03759379768197284,0.07578496631589464,-0.019484516920622037,0.07020531662862001,0.09319796855987511,0.021140809604972135,-0.08198793904992309
PRG4,,0.03669405337239967,0.041536953294357845,0.08614444383550632,,-0.023481774013483937,,-0.013349799970391252,,,0.03982367192070937,-0.025827378232494917,,0.04283179354742089
ZG16B,,,-0.01287271438083843,,,0.004864317752715373,,,,,,,,-0.016979262770535523
TGM2,0.017730918030611574,0.03195948301179286,0.029269866300456762,-0.06325219449177456,-0.042353747362708395,0.01860384969023322,0.043355777444750776,-0.027193357335072325,-0.03297542075414154,-0.027142178575363822,0.014959012427111576,0.006560871354415713,-0.002694647949944586,0.03804967808906674
VEGFC,0.06591920055077466,0.022601613870171237,-0.01976751939573665,-0.022466716856112894,0.07107762370821606,-0.03095924471519693,-0.023460217442103696,-0.013624002990986548,-0.04132243435765638,-0.06129251915474514,0.07707485076540722,0.060455748089943896,0.041262209756780466,0.03132031041350924
WNT6,,-0.011925774544452336,-0.015340581962145796,0.05154721067900885,-0.016748457319573574,-0.023091249937005693,,-0.011890341840256783,-0.04622533588410607,,0.0004440412937367514,0.016909571701415226,,0.09947303110479247
NRG4,,0.029251266015807863,-0.01349851909491496,0.013749979613081253,0.22794095246867968,0.05439174074862231,-0.026136070426693782,-0.015893988581865904,,-0.037958899393782525,,,-0.008347292051546428,-0.013617265566967332
PMCH,,,-0.018703513279309258,,,,,,,,0.11340643597882913,0.1559371083676981,,0.04566956073566051
COL9A1,0.06110115755365676,0.03252085337571551,0.0060969814746886205,0.060630997018381635,0.09532252947698783,0.03961841907997351,-0.020473524722178792,-0.018110822134367023,-0.00947175120072225,-0.03534150569937628,0.06129694470608853,0.09108340393266526,-0.05820013382833888,0.035290775231681795
GDF11,0.0089608878677517,0.018687542567815567,0.0025682397302892726,0.06675091714749117,-0.016198497430320095,-0.018205511750527033,0.02907855263334615,-0.005400899901406599,-0.010196281493244539,0.02581216711207253,-0.0020418361589761855,-0.018349307038313948,0.0063155791431244316,0.030961882013176234
RAET1E,,,,,,,,,,,,,,-0.014938043573681437
IL24,,,,,,,,,,,-0.014899158070110403,-0.01645980003394423,,
SORBS1,0.012950318149126344,0.046133707172002686,-0.06583428689464065,0.027500675507438302,-0.04019169919743518,0.054183815118329044,-0.006243622734024508,-0.03740017104451318,-0.026720812155583487,0.14882767965528482,0.005778811792241153,-0.0234463730902074,0.09547352104825339,-0.06231106826531509
DLL1,0.06819700349837518,-0.050487905591887296,0.003316165954816279,0.055797677683593595,0.022265186554612685,0.005625442971409714,0.034016678927611135,0.04170614679694604,-0.031235330715297032,-0.027583321133574173,0.07991382457237527,0.07573192190607568,0.007381393116304206,0.06644784164264483
TLN1,0.02640902583416594,0.004303318216929971,-0.005596347525899715,-0.009124691790073566,0.022407532836340196,0.0069178682131047775,-0.004138023434998865,-0.0184328030506452,0.0351719846654041,-0.033165375377840894,-0.014117011638910581,0.05055542717909107,0.0806331252221181,0.03852068808701106
COL2A1,0.003230277232290153,-0.02324633929360272,,0.015122079355931026,0.12260787232467191,0.0506678099919403,,-0.011092883089415537,,,0.12197631086829964,0.006372105001541939,,-0.01981772168752063
SHH,,,0.03927485621172449,-0.010078217633305598,0.18235171949993997,-0.017038381836880046,,-0.010586966602971098,0.06991379090945282,,0.0473201399505187,0.022541707278617155,-0.0013508271960205988,0.02283297556942818
PON2,-0.04370557046780539,0.049417725310413975,-0.026467429788492605,-0.012211271726959252,-0.013347545844189105,0.0549669980478277,-0.009657308888964343,0.10506597279629849,-0.028422493929755533,0.08968811441949957,0.08620971935469239,0.05779217967842726,-0.010022468149227508,-0.02825138372372708
ICAM5,,-0.030251555644973286,0.08185669732288701,0.10764443196825818,0.017934954120072677,-0.03181557087977416,0.11635385990270405,-0.02067577389970972,,,-0.019972398948674037,-0.052533654133621654,,-0.0293639963921231
HPX,-0.00195702497827938,0.04004464000219407,-0.028043343094822943,-0.036981158860758145,0.11316135191183185,-0.03156183046337471,,-0.02690995614056979,0.0016426427996156755,-0.029130440650290742,-0.0377329429629002,0.03047241229970449,0.019914887277966743,0.050102251042689554
SFRP2,,-0.030265388660127974,0.052644578968383815,,-0.02119109178596332,-0.01729785073235516,0.029448438734052826,-0.02076891912715219,0.024369143067163684,,-0.0024669253327978197,0.0156285417461357,0.050806372658733764,0.021540719363935746
CFC1,,,,,0.048648222419253345,,-0.021326131949164013,,,,,,,
CD70,,,-0.022311153404269424,,,,,,,-0.041196426665722,0.06962823424244909,-0.02944576661932393,,0.12312982811093613
HP,0.04379009488360141,-0.024945155023865115,-0.03973092483993434,-0.02424182843084353,,0.0006647943811830291,0.09515740978911111,0.04880607211975446,0.07296752164213542,0.03726057667995105,0.027453772316114986,0.03520652904983393,-0.03522717972370864,-0.020369939909455487
CXCL2,0.126685374202958,0.010330845929418929,-0.007597504829648571,-0.027011387331605415,0.03034620348202207,-0.03512327282473805,0.05150056110029338,-0.020954151426381632,-0.05161325000443174,-0.03739561252080266,0.0280571074925395,-0.028059159450178395,-0.0654210285141851,0.008803016857167861
NPPB,,,0.0005231674266843809,,,,,-0.013624003981899354,,,0.03665755656712999,0.03496193678775862,,-0.013813199359820755
CCK,0.0009589368785921844,0.04568154837051384,0.035793922569084397,0.09336062824628298,-0.004464817001755157,-0.03367227088952771,0.004972444622684092,-0.0512996454192109,,,0.060435694980288876,0.07703916462690578,-0.06195593882004431,0.07514370747674544
SEMA6A,0.033744675505316596,0.09575334240069905,-0.03258929552730451,-0.036484744548783976,0.04686164610547391,0.024082041426408785,-0.006943622723989076,0.05902743543831692,0.014241031607827583,0.07940731643112077,0.08094407439680963,0.007726071651878464,0.03466105181981178,-0.032932823198067646
IRAK4,-0.019871108316677287,-0.0018030409097303764,-0.0393447397231364,-0.007142193868297521,0.06968443001934584,-0.010223410876368534,0.01572858497963076,0.01810704670565633,-0.021175883869456884,0.010926987606868586,0.005326698103429843,0.02104964166222853,0.010029436767071149,0.0777333881814796
GSTP1,-0.02329385309462239,0.09518226345417999,0.034908865263953356,0.009196673046268906,0.011240340769297566,0.04873434673648115,0.06950908964407557,0.09584814018247938,0.0919564035906215,-0.0508021245194164,0.07977060587900982,0.039221770690662204,-0.01388516272259204,-0.00852149233350019
VCAM1,0.05092235887266139,-0.00913757244446932,-0.00863767570279696,-0.06954695555381292,-0.0252010916605336,0.02069485304595651,-0.0014268416463498641,0.07965435792783633,0.15869844582778908,0.08050141422658351,0.07295426091061731,0.0342896188792612,0.003421241663635189,0.08620097451388463
NXPH3,-0.03904888539823155,0.015199256649013284,0.05716094915259894,0.019827878291342978,0.1090167234440704,-0.04227021388299018,-0.03718419105262848,-0.004359931759385159,-0.008253952596594937,0.027871665618720936,0.04769371562473286,0.05370441858644923,-0.03056135877441353,-0.009347576368025126
MTMR4,0.07311909626982425,0.00845614419073986,0.0030541514844553653,0.007390201896311496,0.013762767648860719,0.0004357338694697922,0.011733807701700204,-0.00381025731979787,-0.04098744567466324,-0.0007203355832282395,-0.05217814283356023,0.047691027895066934,-0.02071012178009232,0.06586136307138109
LAMC2,,-0.020739731544631164,0.019182654433080176,,-0.022948096170331823,,,,,-0.03795892215032462,-0.01831715570839786,-0.02161633597583251,-0.026593352470544444,0.03748963266302952
IL10,0.06718488300561584,-0.03290430732977185,0.010530904193063123,0.0010808349279104528,,-0.02844110108657917,0.07207687598085816,0.015071235922180466,0.12988903586434608,0.01803461609866755,0.026035262190775683,0.054299646571689085,0.014935234741681522,0.06600377532846313
SEMA4D,0.01735280189570103,0.019302263063551827,-0.0020616446501307982,0.06595430245743486,0.046313494452963504,0.018059240189717104,-0.04003172315302239,0.009460226853487966,-0.02582234166719313,-0.02902986764570818,0.04087469473182516,0.0928445967948553,0.06379447572716862,0.04439644031241031
TRH,0.029083622781502495,0.01643001945630139,-0.027321320343964457,-0.012828068841357043,0.05140257937835911,-0.018199735885186426,-0.01630072851017721,0.10719845762967847,0.0050413037054929805,,0.07034772744971148,0.028734866043731,-0.04011557564584521,-0.015471709616509958
