,UKF266,UKF275,ZH8811Bbulk,ZH8812bulk,ZH916bulk
TGFA,0.047839021343341295,-0.011678794194177599,-0.014044182166736618,-0.07002437951734489,0.026500316998787733
SLIT2,0.13061780903419445,-0.02456685908967111,0.02923725673074966,0.01494580955839177,-0.012057987841379104
PLTP,-0.009803280282789633,0.006626127501447424,0.053981964030433205,0.1486359507510523,0.01268382101413499
APOD,-0.02766326649025428,-0.046935908623166905,0.036257515251330454,-0.1117279267101826,-0.04070299195679497
B2M,-0.12052379013519693,0.0370319833572747,0.12947176673105953,0.12138400243334532,0.06170487287039072
OMG,0.058731267557066195,0.00452236578700671,0.05453559709664581,-0.05538104040644942,-0.007547545299378394
CXCL3,,-0.015780124126695053,0.02014103496106833,0.16130392117561768,-0.0015045790378114556
CXCL10,0.12509872459552937,0.037629936620486346,0.13797352441675675,-0.02568861443650916,-0.031569319508548195
RSPO3,0.062018474011171346,0.04127919606020399,0.06622546886052186,,0.001016719085722584
CORT,-0.01428253942916869,0.029089049033492187,0.01460009692176002,,
NCAN,0.031517219605659515,0.028770089911094913,0.06603741240406938,0.08866926667177018,0.0031671406660335826
PRG4,,-0.021847447939376683,0.09745753409065559,,-0.034966783183405604
ZG16B,,-0.011679504622012907,,,0.07048278287684724
TGM2,0.009332284708873125,0.012300807152027625,0.038257193721384454,-0.0018411638504099077,0.030758512776740254
VEGFC,-0.017598542332821484,-0.0039030609253495967,-0.02812790267653325,0.09538016837003394,-0.021408693679426674
WNT6,0.06333935105287644,0.03963577057155405,0.03502740513988242,,-0.02214555843239486
NRG4,-0.022837687940667064,-0.009735201074854394,,-0.020195856284672745,0.02990010936228017
PMCH,,-0.017095559900556147,0.02175630058052678,,0.06508986604269183
COL9A1,0.018238793667895884,-0.022508178469543966,0.07896830400809855,-0.02641238563796631,0.0965696091178235
GDF11,-0.047690522971576166,0.010003656917046674,-0.02334977391901892,-0.016181684546799083,0.01624257851273188
IL24,,,-0.01320140276036241,,-0.03723223106169262
SORBS1,-0.039103621146739875,-0.012069657690740017,0.057290681142472585,0.004916553794071945,0.034907220451148614
DLL1,0.012109265414801037,0.030065038477974156,0.06474206804077566,0.04413090295741882,0.12240721915796245
TLN1,-0.07426132995240484,-0.034360870743095816,-0.0251971202312349,0.02662903900408083,0.06695608557160412
COL2A1,0.05381440236994795,,0.08217701998044852,,0.03735301671553378
SHH,0.010889091277611767,0.08023388250936582,0.07559491500780129,0.017814246066534905,0.08644717571799611
PON2,0.006125501812870027,-0.021546722684380386,0.11182990096095993,0.053901660017201654,0.08879176444948864
ICAM5,0.03192499300522016,-0.005516140483654315,-0.03249032521559638,,0.037813238076497294
HPX,0.0017420522212343032,0.02516349232766572,0.03020945621101565,-0.027077453677574734,0.02058510223585526
SFRP2,0.015909281330999118,-0.019102574521153735,-0.005315378656710895,0.0395078325861033,0.02381564626491424
CFC1,0.06502475428921949,-0.014698767773490414,,,-0.029468377989271852
CD70,,-0.027418348410047044,0.002561111836527899,,0.001205124441966044
HP,,-0.026272783134308825,0.036270684554980955,0.11318491842412194,-0.0009376267184703753
CXCL2,0.02147543895494543,-0.009388810830529008,0.0022968604530538175,0.026171181748308712,0.0015139925387552228
NPPB,,0.03039657759110775,0.08375604768104276,,
CCK,0.07551456662207123,-0.051411554827292885,0.04608343055823206,-0.009385107724331942,-0.056587712841499826
SEMA6A,-0.03799154728143613,0.041068394946591945,0.026929419253811527,-0.03365340142325958,0.04097616543895426
IRAK4,-0.028969203921415356,0.030188253290672092,0.02067904549346282,-0.00812200235415802,0.04881944472624502
GSTP1,-0.04168278279152174,-0.02371408038788123,0.07342225615790265,-0.05672751330221274,0.07275483869190547
VCAM1,-0.03198875753784971,0.002528351807957599,-0.036741183577075794,0.027189901220309252,0.030924287624286624
NXPH3,-0.026585872056978207,0.008003782282171757,-0.02515086198613271,0.028518374990076964,0.06631520864379924
MTMR4,-0.02498442507876922,0.031941692551706896,0.025888229391207926,0.03799545065549657,0.050616269429959254
LAMC2,-0.010338229201673908,0.10467873931520068,-0.017337146066889055,0.08515517587404606,0.030200796089894063
IL10,,0.03546785262357046,0.03183076263470255,-0.018834963745296696,0.11260032138219653
SEMA4D,-0.007876913845864853,0.07389812168595981,0.0322003405217691,-0.06964035275076863,0.11341833350882824
TRH,0.008070836361080884,0.0004606170877407959,0.06713221076975502,0.12721166995283947,0.06571694484228872
SEMA6D,-0.01709198783650538,0.012429069346456437,0.0667731669381787,0.021845645995841764,0.09320666035660624
CEL,,,0.05308304146834255,0.07126775314726408,-0.03426247756288947
PDCD1LG2,-0.01795019376072605,-0.011284261933411161,0.0960889982539331,0.06660036760730029,0.013138766756305695
SPINT1,-0.006936327519981334,0.052490528194963956,0.034059627016059316,0.0002430279750217416,0.00410663278739941
CTHRC1,-0.0459768103854838,0.047626162232755315,0.034536380166349495,0.20428198673838002,0.08705875657735662
PODXL,-0.014636117865467578,0.050264360836931254,0.07156001141874624,0.09486655583196861,0.08759661826826957
JAM3,-0.0036863987771807013,0.0710305376856867,0.035987907742624815,0.008348973566477248,0.02489638869939283
TGFB2,0.05377250577745731,0.019653915097213794,0.09393306976583585,0.023973531813983016,0.058129750585407286
COL18A1,-0.016966299197182146,-0.0065242073602949655,-0.005940710551157211,0.08065739299631629,-0.02581518823477261
NODAL,0.023608052973820945,,-0.016306842166177477,0.04041595016477402,-0.06680710471831579
INHBB,-0.006365232642139452,0.03174599809038507,0.0019965899767430983,0.09098660581776527,0.11874155814484244
LCN1,,,-0.015399749879281405,,-0.02249440683680511
ARF4,0.04989137110026043,0.060224148971029054,0.11542277485090391,0.06158789241250182,0.023554847461962035
CXCL14,0.019538948590416085,-0.009749310790258103,0.012794199511118287,0.11499901963552507,0.06021460542096915
LIF,-0.022645613908232616,0.07266070590135837,0.044207640067904445,-0.011732949218991462,0.055002052482732426
IL17B,,,-0.024657408900843104,,-0.02543301941552378
MMP1,,,0.006835075694179509,,0.05906004172327387
MATN1,0.04869827458650398,-0.013032486485230973,0.032839393970788305,0.005245655063199309,0.01946640077735375
ADAM28,0.05573647945374901,-0.021512209481388413,0.06901199550948518,0.04826476488355563,0.06048657691632071
TCN2,0.09336333486513546,-0.010406119955555588,0.013996164110757164,0.12597488142154342,0.023085063916824987
THPO,0.05560709624254834,-0.006469226638552913,,,0.07012434995338539
CUBN,0.10797485136870393,-0.0232988151688174,-0.018014065329792817,0.07207115003909302,0.012594976539036117
TIMP3,-0.010277234582717404,0.021872227238626665,-0.011821364913084505,0.0881861183946317,0.04835951789270418
PIGF,-0.008841579359190988,0.001569400413809342,0.0002586274727289604,-0.041653642952074306,0.06413182972408442
CRH,0.0820673958453813,-0.020516175856376218,-0.004495495063970449,0.056215146112964576,-0.050762089761427785
BDNF,0.04390434761679174,-0.0202923158109872,0.09821697282413694,0.10443785738871006,0.09006045865115818
CCL5,-0.026911726401276186,-0.0026163221326987165,0.07069821997314558,0.00211842436823591,-0.028467912677870594
GAD1,0.10492343482037528,0.01833107433929352,0.02670135145300758,0.05249543462975749,0.008875961422994022
COL14A1,0.05235843073786516,-0.028309380935117465,-0.025540986730094313,-0.0261419267448961,-0.02501242760801143
HLA-A,-0.07744516811702808,0.03947873619831008,-0.05002369744274781,0.10747730987417137,0.07087045612882373
FGF18,0.03559561291924463,-0.0139648227087695,-0.02403906550608363,,-0.031818339510081686
ADM,0.017617005354490452,-0.013215367057498583,-0.07092434166769626,0.0392911407465092,-0.004159699277403609
GNAI2,-0.02263497284872595,0.0020553287941618716,-0.014878912242838957,-0.023602722803539825,0.003356542159589082
HDC,,,,,0.062230960218798384
COL11A1,-0.002463627876743967,0.025854198655914363,0.012415638092278209,0.0725251677319089,0.06578511042298309
NUCB2,0.04239779972504237,0.0338549055708107,-0.03185888219414852,-0.009304773651183415,-0.05705860127462009
FGF16,,,,,-0.02283827079156227
CXCL1,,0.0774836634764417,-0.006463204412266633,-0.02968978998935631,-0.06634257030329059
VCAN,-0.03917727500342435,0.0066836552688387734,0.011369868867745828,-0.08192967788456713,0.05603440820933392
MMP7,0.04421296506057164,-0.01287083877174641,-0.020000202048140844,,0.05358107912487108
PTPN6,0.011805731862511052,0.02105673463734628,0.015452319227444446,0.007032414041864497,-0.0017603967556692156
PTGS2,0.03481854680558075,-0.018565073514872514,-0.06904693745744618,-0.003675866055561355,0.016303811981178827
XCL1,,-0.008011804257393194,,,-0.041248303767824054
CD58,0.02044973056663868,0.01361627460057441,0.009692441929097911,0.05054837763241421,0.01816330749342704
TNFSF14,,0.06270548228053187,0.020190415094025492,0.0313013191821854,0.05093138342841116
CNTN4,0.08026717062530077,0.006741233810443584,-0.03653032686663811,-0.024786939686539992,0.01937134402980607
INSL3,,0.05892605666459027,-0.015212286307191647,,
MFNG,-0.022356801086100088,-0.010021354884689913,0.07389082358768066,0.03390047642064497,0.005322958228565918
ICAM1,0.0012289298069355198,0.035623984318113755,-0.01596326265648634,0.01501167775275266,-0.02248046849413976
PROS1,-0.015574323833415329,0.0300833429861078,0.03942944017624954,0.1239297387188168,0.01557396334737523
CLCF1,-0.021051353619078374,0.03372086102525863,0.043738792224768355,0.07401335070992406,-0.008527243833450398
PSAP,0.027710878475463847,0.007141009582887865,-0.04493967157628942,0.03204358555735132,-0.029427233286657757
EFEMP1,-0.022497698411379115,0.021404412339474054,0.0944898746755851,-0.005744223553365495,0.04263524860974711
C1QTNF1,0.026828678338550925,0.011184000812192755,-0.032815989746460765,0.13778979247377487,0.09804386169811784
ALB,0.06365002595767814,-0.016202949762761355,-0.011138198160845034,0.016247413349370583,0.03249559576210556
EFNA3,0.03895606886351546,0.02117306308998579,0.023681584838393367,0.03737113577145894,0.0029328968960216995
DRAXIN,0.007107738902144666,0.011356140717368035,-0.012242929622171102,-0.010004046514519124,0.03511160026799679
RAET1L,,,-0.01539973978693018,,
NPTX2,0.04417764882971227,-0.0381060466386166,-0.00687591110385898,0.06838216657786693,0.02301980589896588
FGF11,-0.006856161511309603,0.0521492977879189,0.0055810038711775365,0.0754318634657838,0.0025135265123011966
CD59,0.01480838496579941,0.055968009335092876,0.03740945369569833,0.021020034612939567,0.02305538284924013
COL9A2,-0.015137115546921157,-0.01874646874903523,0.06184491355411347,0.030737148135306796,0.05643478859436038
DLL3,-0.0626342342186987,0.0041245221889874475,0.07076844154842866,0.01927728363335519,0.01777256390079439
FGF5,,,,,-0.039176671119002804
LIN7C,-0.015989582046076208,-0.00859565009550624,0.005016624449432411,0.04946247147744491,-0.0023942560845087993
GDF7,-0.006037145206244067,0.026939696280651116,0.04739446016322193,-0.032273908743810066,-0.020888292719446963
PSPN,0.0029094312655445313,0.03265468342811113,0.10336792728165597,0.016616782287660403,0.031212536678716
ANGPT1,-0.01651693369150297,-0.03363811013854006,0.06485527467131434,-0.002072758110630063,-0.001773827337252411
PNOC,0.07020618951062825,0.03568631958141283,-0.01403843421194342,,-0.06107906967731894
L1CAM,0.026930208810790966,0.03781551616141304,-0.05538897978977634,-0.031531485391240455,-0.027139142835837432
APOA1,0.11800225371153368,-0.019326124689088856,-0.02933168539979604,0.08220730262969492,-0.006583128889196242
PSEN1,0.0017698307935570061,-0.016043009646848076,0.021674943968722275,-0.05121196738844142,0.002612306077043065
CALM2,0.060843173474132185,-0.053042843882305866,0.10242703636746774,-0.010479370267716405,-0.02802025303658331
CLEC2B,0.034303447732464944,0.0011177464901316126,-0.012882877510842971,0.047738076364279784,-0.01289416787939921
NTNG1,0.0620392124833635,-0.001740493106049556,0.04429356493321254,0.04109768976421774,-0.02263643407588044
LRIG1,-0.04070848241324702,-0.005495679945923124,0.1046204210243723,0.13283269974793363,-0.01943574556088106
CPAMD8,0.04766481071364366,-0.016462573436739143,-0.01483071454780684,-0.039600680011161404,-0.025122296844243802
GHRL,0.20707859550304294,-0.009031909670177968,,0.025059080091317652,9.485598219731861e-05
NPY,0.011470740713635724,-0.026985724856980753,0.061385102060512016,-0.006378314556571266,-0.01895686226689663
MMP2,-0.02097240677261501,-0.018421267742819283,-0.021928042810728004,0.09256766977560357,0.05039879990247445
PPY,,0.010619607566362377,-0.04355175134728047,,0.026614962717989184
ALKAL2,0.020387919222458875,-0.02902182811467737,0.07961981508125078,0.1255337255737163,-0.05126580488614132
CSF1,-0.025983269591568294,0.01691201653095276,-0.022243809231545612,0.01709807593167772,0.01714178663437464
SEMA4C,-0.015243602848319158,0.0029892546723530944,0.006684915100786477,-0.004825160498608257,0.004939118352455217
ICAM2,0.018700693253955715,0.02384955104467855,0.08078329803213659,0.0554033321048648,0.005281608407985033
SYTL3,-0.004279246859106499,0.04771446280154884,0.03143253860600547,0.05115823306734619,-0.04605184055014096
IL1A,-0.030942522026398734,0.07037522877581977,0.03718947120922511,0.026446682237153823,0.055682885980313394
HLA-G,-0.016712503772084816,,-0.03733841241350963,,
PGF,0.05030973168971616,0.042820522884021855,-0.005303447421246878,0.08383303614909744,0.01300484366316053
LGALS8,0.033598383125523046,0.008843763541225588,0.025057543725223737,0.03303346969752103,-0.01278072330526995
DKK3,0.0551592492417298,-0.06789706613709857,0.09077653610027357,0.09327064601248176,-0.055851900402300814
COL16A1,-0.02134254388006049,0.004352641017244876,0.04552072744818516,0.10548777281675566,0.08905239685245572
TPH1,0.06675734533152446,-0.027826249034860067,0.05863191221999523,0.08445768882366259,0.014600987423592436
TNC,-0.06871888960870563,0.030980602242247912,-0.0060548637273530005,0.06298655412420748,0.0033075765746801555
TNFSF9,0.011942232554329643,-0.022641473821203836,-0.03316474518972424,0.003540658916364638,0.07401533688264567
C4A,,-0.01426269579429798,,-0.02690719536187279,
CNTN2,-0.027550748536802366,0.052494091719406735,0.03858511811274565,-0.14308417145550215,-0.022026222356461407
F7,0.008953385763273125,,,,0.03320389041126214
LUM,0.08775834263319662,0.002447596717916597,0.025114214690254915,0.10747638911075247,-0.00278162915261909
BTC,,,-0.02249651869151081,-0.023087389091387963,-0.01227951427474899
APOC1,-0.06007219557856975,0.007624539833662075,0.042659285281530235,0.03575316335075602,0.029693842873208306
PKM,0.011030924443145004,0.005789672646469927,-0.050256290279196925,0.05608132957651358,0.02542906576481986
TNF,-0.03778561459904229,0.019366249824047072,-0.015399743987212673,,0.018754555479815645
GNAS,0.06959707898513064,-0.004568366492154945,-0.020155636516412005,0.12244597764391393,-0.04329574935646361
BMP8B,0.011568620240482662,-0.0370440195636255,0.021936848624650788,0.05105016109412231,0.025990013961114857
LIPH,,-0.011499631753406889,0.006573533938092269,,0.01364542759701065
CCL28,0.05788838769439319,0.013407803774240648,,-0.018599288001174025,0.11900616350989213
PTPN11,-0.003654917583745957,-0.02032681046926774,-0.0297797135492969,-0.035644606989766105,-0.03863627965591427
ADAM12,0.011734644417151243,0.006342271144105883,0.012207429571131561,0.17176323073317415,-0.030722313692797543
EPO,,-0.012031463432730795,-0.017831720073367387,,
EDN3,-0.022060198464179965,-0.018648174930914002,0.013234708901405238,0.08784395354968064,-0.0250803605807698
CCL22,,-0.02422561217939129,-0.016306834975642365,-0.023087390113146384,
CCL2,-0.006454361642302076,0.009374916521074438,0.04745926940876343,0.0036389872245090036,0.010328033107079942
DSCAM,-0.037077387853403386,-0.04120686458779126,0.04847045614090739,-0.004004828422707496,0.026147655551082272
ANG,-0.025946025029393062,0.026432146448982213,-0.02134279416902792,0.002182544793489558,-0.03081069535637711
FBLN2,0.1345315061009581,-0.026761335469104124,0.05776973476833214,0.008849885834603152,0.019277569229647754
VTN,0.002732256400899469,-0.019766343261607214,-0.012538906079790186,,0.02550229787572821
VEGFA,-0.020795282802222398,-0.003481238732492992,-0.0857790711217123,0.034555511441579076,0.00898826121537322
F10,0.1476379531327791,-0.013192239612439052,0.017170683165609386,-0.01997494037874747,-0.031818350963492156
SERPINA1,-0.013984586865872528,-0.01902032175265467,-0.00017636199962069705,0.024082960138435087,0.011077712330738877
VWF,0.038282996776662394,0.024139034009137025,0.022463014373861234,0.08148245242573895,-0.012041451508041236
GDNF,-0.0013158903482639057,,0.00528146247316297,,
VASP,-0.032000141462156954,0.04202375882778142,-0.04159412313129126,0.021991680923295436,0.03658625809577665
ADAM15,0.018859231495844352,0.044275433033316686,-0.03669371107898686,0.01722707603805863,-0.024165239384019148
WNT2,0.06207687998552661,,-0.0183140697279534,,-0.02545506020430687
CALCB,0.02441663653314718,,-0.021690012324496057,,0.018847812216749502
OLFM2,0.04530611467444156,0.0003463933930729756,0.03807593418816055,0.014921668077324037,0.07325696940509202
MFAP2,0.01877435084324007,0.10514016344694001,0.020963309175145963,0.0071512664771727665,0.009280135793201246
HLA-C,-0.03609582448588406,0.028458683316127345,-0.002129815031335531,0.09536334344732508,0.05529200957712072
THBS1,-0.025880401333465804,-0.0015856907710750576,0.05038140046484424,0.06174732222471414,0.007972661109347887
HSPA4,-0.028940485394250197,0.05577177316925261,0.03408113413192929,-0.0023570146186897996,0.00791336254634729
LMAN1,0.03469603097402542,0.03625193897745594,0.020870181137534926,0.026038155415399427,0.02501223102489696
LYPD3,-0.02225691055336494,-0.016845016554830228,0.06529592681450633,,0.24366825861667368
APOE,-0.06045488085059415,-0.003060063833780572,0.0038386038657761672,0.12770385766114115,0.024920358777808717
SOSTDC1,0.02113347946316957,-0.009528324158282824,-0.021435171404276806,,-0.016672897336026542
ANXA1,-0.01712834563704121,0.03993838270841988,0.010531491248502459,0.060286981576173335,0.019359620187857318
WNT2B,0.07130976470665443,0.03545460309243975,0.02596165440629414,-0.02358499228767633,0.04860842817481118
AMH,-0.03223640502848084,-0.017342745463085264,0.08974467424222522,-0.01859928562936945,0.04548120349354906
GDF10,0.023396976700111816,-0.016202949310303135,-0.01215901515850257,-0.023474387260511927,-0.038964607284985485
EFNB3,0.01679498697918452,-0.0571764716139501,0.024973530088181515,0.06445705033545862,0.020278099618433996
LTB,-0.018423170244842704,-0.020933816772900193,0.047401532388768354,0.10849965036324072,-0.0455547797007903
ANGPT2,-0.0006075050359247244,0.057489652954516884,0.017132125003232912,0.05653162545367481,0.023520415580162442
NRTN,,,,-0.0021481611835773733,
ADAM17,0.019108124194216772,0.04163873337729638,0.0012316658773388967,0.0400565388060711,0.028058125914476845
LRPAP1,0.03607349303648757,0.018250867808158436,-0.01263092238069117,0.15320524534443142,-0.03234686903962079
NID1,0.0066550632589822,0.025138016776621547,-0.008388053463650793,0.1244624294620635,0.005320773218533159
MST1,0.014623420918009297,-0.015078994174565782,0.006777232956057567,0.07110510388248892,-0.030953205841601706
DCN,-0.005500276211508186,-0.018767659632616392,0.006293996493879286,0.08003344451125607,0.041457175326154845
IGFL2,,-0.014262697303464704,0.005277631949689099,,
COL7A1,-0.01305855883445549,0.02963745554704602,-0.009483359366452514,0.05484430805935119,0.07293358546536868
CALR,0.02679286572994046,-0.0034252854611202532,-0.030514576021299283,0.0363662581711602,0.04087239849653144
PIGA,0.02901589909090707,0.010126195416029219,0.06566004549218593,-0.0014365506659666167,0.09215066485299576
CD200,0.07711304685083392,-0.009204236728747652,0.014670281168653434,0.01850902948994107,0.013932175319135704
GRP,-0.023960587574521273,-0.022144563408045045,0.08097272957486315,0.05220136418758688,-0.02211058151602783
CDH1,0.0575256271867973,-0.021140951851792662,0.062416605093554255,0.10674727966963803,0.09427934874890323
LPL,-0.034722469011478505,0.02338214249996772,0.08320495001535116,0.15290290946224583,0.11639122610187219
SEMA5A,-0.04593078468533006,0.04741466025383199,-0.010372056485540937,0.04893618805252302,-0.009271969474204155
SEMA7A,-0.02647134573043136,0.01881069531525654,0.024755928190690914,0.08913919902576255,0.009320921930159405
SEMA4G,-0.020713164778794337,0.05191984092866561,0.014994419198013724,0.0003203806019620052,-0.013721762379866649
SEMA3B,-0.057583826600790526,-0.022739039862130273,-0.020337917610709758,-0.06917747181404747,0.047152737983702966
RPH3A,0.013239332762989884,-0.026385135704623894,0.07549136795596223,0.006032574021480635,-0.011777476526261562
JAG2,0.03131935670024316,-0.05113111594281881,0.014970527653157295,0.13799951379397785,-0.009206159815949197
CGN,0.03472432164629261,0.007253244732812025,0.019879346450765497,-0.017440892438283517,0.01583198771609114
GDF15,-0.004089297725319837,0.0021733021461680622,-0.04977880613096088,0.061180058575752434,0.061507430728532014
SEMA4F,0.04798754507020328,-0.02038377752595961,0.008117658300183773,0.0795430936096874,0.0057933463864470805
NXPH1,0.001890377797178874,0.017473398190484657,0.05013407529831049,0.020297157242055414,0.02439623989811893
ARF1,0.05212108707684823,-0.012940444811741164,0.051983792841059556,-0.006798027556906117,-0.04845536505313544
EBI3,0.06914517083780397,-0.03878058361139918,0.08310369512416163,-0.012345071233017538,0.05733924194166229
TIMP1,-0.04180635868074483,0.005266480744186502,-0.07308168723738259,0.08773550485197179,0.03001042651958563
SEMA3C,-0.03508523557739744,0.03868890506369759,0.043196436446235977,-0.03690607531652056,-0.032907943302096
GAS6,-0.05662427266154912,-0.03738747904171577,0.05622234351726838,0.08048111813959392,-0.05900402705182074
MEPE,0.1482583278753712,0.04146593317097297,-0.025382649617181566,,0.005688644815985007
SERPINE1,-0.006495852653152551,0.04071423671984593,-0.08888268448103023,0.10873114472899803,0.01100151491418683
RSPO2,0.05467143908434953,-0.028468942387712533,0.07922633710910129,0.010790162241931644,-0.02605384257739921
SHBG,-0.019778123022885518,-0.012378679596275198,0.0266607559715661,-0.01439041886737299,0.01926472576030248
