,UKF266,UKF275,ZH8811Bbulk,ZH8812bulk,ZH916bulk
GAST,,,0.0879650102416767,0.07528931909196586,-0.024210311423932082
GPI,0.07067811984564148,-0.011718290629832723,-0.06788224740827349,0.07259368703205588,0.03797092812274935
IL1B,-0.023332863677960374,0.03196183789239426,-0.04516712693440333,0.05750913956295952,0.0657972944835744
SFTPA2,,,-0.013626018652478441,,-0.02317736598026274
HAS2,-0.02099055166011694,0.013131595366846913,-0.025235866091135064,0.09479895644965586,0.017134701945326767
IL11,-0.0009646030887710402,-0.01027285723112121,0.05384127352706406,-0.021684939968751638,-0.02288160972861623
SEMA4B,-0.051863794726534816,0.010552120301218805,0.033625900122075406,0.06917264283349284,0.007930500273655147
FGF12,0.023216707117676382,0.039517413115486275,0.042507816744066604,0.03631586710787065,-0.06369082794517493
CP,-0.02674505893313302,0.02490980868928614,-0.013306346632492224,-0.12361403168329378,-0.011190282801574344
NLGN3,-0.04025511316008241,-0.009561430207678896,0.02370637916626058,0.07407528424244393,0.07921280650253648
GZMB,0.004630871883280659,0.036913690121950574,-0.019547399962088232,,-0.05208780938084321
PROC,0.01560531941930285,-0.02556034582953114,-0.016656810131650487,0.01258811028816598,0.05362177417407548
TNFSF11,,,0.1990970516660926,,0.07980727933275067
AGT,-0.07296069469456114,0.018443704781365946,0.03352215725350513,-0.019080332487043328,0.11221054458325029
PTHLH,0.06318374827063365,-0.00041925828885099736,0.018659251538462398,0.007692214686482038,0.03761690237635006
COL1A1,-0.009004588891624383,0.0010802350135673522,-0.012904315454238277,0.07992125885131826,0.023469974467975437
LAMB2,-0.016379197768897017,-0.007143229239806479,0.004977968848847739,0.14547916773472525,-0.014219852053590448
DSC2,0.01898454331678672,0.03620158596326534,0.05344037851297285,0.020491784578559432,0.01168563490868375
WNT5B,-0.02301218184191469,0.042771637322058915,0.0835305647572114,-0.005369063250287436,-0.056596178295772015
LEFTY1,0.022113127616840086,-0.024856066338376587,0.009327716264514863,-0.029054986343721244,0.016944248497844316
FGL1,-0.028363181843235327,,-0.02209646579435685,-0.027915630011755694,0.037402757056925605
CXCL5,-0.015655590176323283,-0.016071671471381662,-0.012632702446918359,-0.03883711417949727,0.06471951858541232
S100A1,-0.014626926701428932,-0.029800316738023733,0.028039594463885063,-0.11644393842149942,-0.024638357106772448
C4BPA,,-0.019102573597778696,,,
NPTX1,0.03112206358947069,-0.03717840246409861,-0.00793008324252298,-0.017122451527959423,-0.08241063161282855
TGS1,0.008980494464145146,0.014485656256774488,-0.007267972861182455,0.06250261315519307,0.06474341077163993
SST,0.03182561704221129,-0.02169474902609112,-0.022417677079792597,0.04681773856332755,-0.061807995500066056
IL34,0.025112875804848153,-0.015638166248299386,0.02253570233510405,0.06274925416152297,0.022691928381020098
DHH,,,-0.03618025939522305,0.117690304194421,
XCL2,,-0.020516176980430026,,,-0.027517885701815223
TF,-0.06213869041857129,0.013963048206776508,0.00962326424980345,-0.14201391434645652,-0.004119805543049476
IL33,0.002509399423266313,0.02042832495778165,-0.007537172013640647,-0.047448886015593786,-0.020096883326528005
RBP4,0.08886364954214376,-0.04593089832344472,0.025517986902761386,-0.02269456664496647,-0.031449366949396956
CCL19,-0.01999557425452045,-0.012203769314003785,,,-0.02135208617591085
CCL20,,0.04494950167551744,-0.05006037726263341,-0.019067961630951574,0.015235934660387763
NAMPT,-0.038706292019084196,0.054824514181576335,0.010164934149561117,0.0594586231412265,0.027329496958473344
