,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH916T1,ZH916bulk
COL4A4,-0.011826514711432834,0.08980162722716517,0.009730758603913722,0.044139356259162786,0.08443161516541119,-0.015907926069249925,-0.033437849672225343,0.01525257870523313,-0.013132473845067695,,-0.07194282365193179,-0.02737574244066569,0.05921056024147613,-0.016140236070489408,-0.026081643269817385,0.042974833450518585
TAC1,-0.025089821268913622,0.09298829400608556,-0.02727470687828021,0.010080100677543044,-0.07027173795884839,0.02159034051640823,-0.13157080302239682,-0.0030752082108642764,-0.012365964586366598,0.14401141763555583,,,,,0.04948220531085623,-0.036251969130185635
RARRES2,0.025091494610296836,-0.004136649666369559,0.008530614836313311,-0.006821232232681367,0.07059234145889462,0.03246902281507948,0.14805119395406166,0.08344369807364559,0.04504362539478408,-0.040959832600913626,-0.040911360729125885,-0.007832661239426846,-0.0022515852717357797,0.054023191395239686,-0.022344256153705038,0.09144096249056151
FGF7,0.02628206695456752,,-0.030428349951094284,0.03176074094152656,0.006258366017469305,-0.004246179475700883,0.021971848945439316,-0.015523338529087972,0.05564500525774104,0.07035867406507577,-0.020148460611913145,0.08130402733155491,0.058401818348544056,0.0846699566534418,0.08537061555319041,0.04241509081662554
HBEGF,0.04649607469503841,-0.034458441024930744,-0.023028611090523673,-0.019371375368152303,0.09237714003699007,-0.033705965715451064,0.07098394785045616,0.01911094321170604,0.029272982769313283,0.00561173573648651,-0.019344022771048186,0.03070741779642421,0.06195861683845354,-0.009932744759288334,-0.08023200400826618,0.014743149773400977
CSF3,0.05942277789833129,,,-0.019171560585705846,-0.02376477810195371,,-0.01232760230659718,,,,,,0.00034557512529043524,,-0.018660363358569954,0.07225078351563981
PI3,0.04101679368119427,-0.026336473009750713,,0.06214250643577989,-0.017615439266655333,,0.04352416481177988,,,,,,-0.03542767140175233,-0.023430332238881618,-0.04054277028018961,0.030825601565773696
PCSK1N,0.022815590183212813,0.0440453538540753,-0.013739920669452028,-0.0050580277539379916,0.029841638347077377,0.02398542755930477,-0.056906583685477824,0.08490283908245422,0.02770587089290686,0.11586736120414233,-0.04383751651700743,-0.04920784729657574,-0.05599028936876029,-0.04375429080680233,0.07239360923670321,-0.10012447343716337
NTS,,,,,0.18826996881630118,-0.019419963319660036,-0.009011142441664302,0.02101795704634856,-0.01763920322242697,-0.02739010687713337,,,-0.02967596291919222,,0.03440740534019281,
SFRP1,0.07002901630105238,0.023423747072540576,0.006644730605969956,0.06822223830939506,0.07266093053527165,-0.011861531080730252,-0.018944051101280265,0.05563433702040869,-0.05582825791396796,-0.017274232930292233,0.08154344975034977,0.1123516739526181,-0.01841197187967809,0.05784880873901372,-0.02699132213062809,0.022897455386715067
CXCL13,,,0.029480840799657508,,0.03118129991515011,,,,,,,,-0.028573198243347607,,,-0.008711401442432296
MICA,0.017326927066084838,0.0001775948410249211,0.0900542035262289,0.0461628429853536,0.07986085664413736,0.024588077024701,0.05992461364318699,0.04242728490233635,0.06222084664504073,-0.05976440046040691,-0.01681600567576354,0.06009149610950493,0.07717394073695583,0.033224662725320035,0.00014297234388032124,0.028944999224862718
TG,-0.025129175970461562,0.00938320924800572,-0.02559448799185363,0.13526543875108982,0.0046332045964444625,-0.022415757031016344,-0.023578658849003637,0.00402615973898682,-0.032590064541226135,,0.05399043248884147,-0.03525561182914979,-0.016902569565496586,,-0.012128448731248654,-0.027552805332382704
ADA,-0.037161946004739516,-0.08089937645857176,-0.012850432261974548,0.03591297233393985,0.03338644381776843,-0.009862526222415232,0.15200689888506574,-0.008206560859267607,-0.0346745818940547,-0.01172930330739092,0.04159130956585945,0.031841440186295616,-0.032044006655256724,0.07955680520288586,-0.03559705116148873,0.06383435953387148
LAMC3,-0.010430664165262322,-0.06972980765523484,0.016882143399884694,-0.0034609590975103713,0.038517223465347174,0.004540668131425546,0.12447016603955871,-0.024720597114903042,0.023364545514225524,-0.03934932366856872,-0.0008788052021854527,0.052140972302196706,0.012561235385977101,0.070134056743971,-0.02513258769926159,0.027396993621854576
CCL7,,-0.01592352691706967,,-0.010950153378869214,0.007487320035402435,,,,,,,,-0.019065329067970895,,-0.01955425196323882,0.031904881141520125
NGF,0.04345424105478193,-0.027339904968812296,,0.02236470748908371,-0.037257525528795465,-0.021390644495225583,,,,-0.027390124911701445,-0.06209010319243946,-0.010368199571590526,0.13610500776847742,,-0.03559949845645052,0.013089288318588464
TNFSF15,-0.022468070550787728,,,-0.012193531352512131,-0.025843592792892743,-0.025972931953600342,,,,,-0.06841493550794997,-0.03249628898316965,0.004383413108601436,,-0.025656125262343173,0.09341530750642048
HMGB1,0.0048240371522923955,0.016528026441735486,0.04380904890962749,-0.07923126719914858,0.01977205700050253,0.034570552146194485,0.09294121343016369,-0.014951401190705245,0.00592350765073404,-0.0007729252097731264,0.08538482702690692,0.045865384953524616,-0.0701109481743148,0.002132396193148625,0.046601277819317805,-0.04276801576403419
ITGB3BP,0.0212986581488792,0.0643823904932469,0.012216698110209215,0.04519015361795796,-0.016380017622656503,-0.0013451492105614486,0.12054428809465881,-0.016792644371804676,0.021714747309705098,0.026939728265452944,-0.07617434297937688,0.10980493143526021,0.009415381930893073,0.011243755651420422,0.0008948471891759465,0.07460006136765168
AANAT,0.04087265783994124,0.09498058000478324,,0.014771232435415838,-0.02328662270198601,,0.006654820276042709,-0.006900754629985399,-0.022119077661318234,0.015785873298497153,,-0.02255216518542362,-0.01672567315979962,0.09796449886173429,-0.020689214032006534,0.011124743067410748
RELN,0.0981469847418206,0.00670553027680135,-0.02212496771810332,-0.004391065004930585,0.032363500136676694,0.00037686609618484097,-0.05451739555557394,0.0010765713850899757,-0.03229557637980861,-0.03334306961091941,0.06342565832767959,,,-0.04265748404778493,,0.009559771969776816
IL15,0.006273008254953946,-0.03526828062002491,-0.012019014594469945,-0.02152303716321877,0.005288186361838509,-0.018481285157949404,0.009674800140590413,-0.033234512252940066,0.01638263155540678,0.04310225482955345,0.02741495633958196,0.0011668395547205833,-0.030642118507747697,0.021338807097684213,-0.044097704975588715,0.03695414340239793
UTS2,,,,,,,0.15316098712477147,,,,,,0.10489755848131861,,,
BSG,-0.04026686201938964,0.018471760288704286,-0.011926010218764266,0.09491565486013175,0.022870407887211276,-0.0005560537205748975,0.06324986356335706,-0.05610424341848006,0.03533367430579148,0.09239632130515522,0.06062446816399234,-0.005920334813108869,0.04407165204640329,0.038048904478778865,0.0245046444017829,0.03700745054330498
ADAMTS3,0.001704678792640432,-0.0005430348809021928,0.019361448679111215,0.0746376801069458,-0.00919489553765485,0.059202696100893556,0.1829136389563682,0.05459310287336349,0.028425840918592273,0.0252745625630005,,-0.001277816502084512,0.03481305963004312,0.04950855645090265,0.07994980026828327,0.012326312266443172
CD34,0.024539986943052306,-0.005266990515741193,0.020707102718168946,-0.033335105859217375,0.045448286462356706,-0.0064157157205202335,0.12693188115591159,0.022121115959417362,0.0038056358558883744,0.002572312032213171,-0.013930615930942447,0.007636303281464516,0.07734707396958787,0.03537157602824986,-0.014000255718079913,0.04622657591797552
CCL23,,,,,,,0.12570822509602086,,,,,,,,,
PLAT,0.0025628692968167033,0.010070127611017317,-0.0016318065674663371,-0.07135176639369814,-0.015774492022557086,-0.0531069863256247,0.15403370204457034,-0.0281630197223887,-0.014492334313946647,0.001598329486485736,-0.03243221406243514,0.09951680543430139,0.057863075390831596,-0.02577469385691023,0.024723939698252543,0.008541172483432537
NTF3,,,,,,,,,-0.019914384825296744,,,,-0.01980150412537603,,,
LTA,,,-0.018822266918881458,0.2924314656659841,,,,0.021236500004565267,,,,,,,-0.027844564147695372,
CKLF,0.046134154851788865,0.0020840377377756188,0.016204118343482562,-0.025124420154735306,0.028274714836230033,-0.023465212286841813,0.14542942172540751,0.019605785167026612,-0.01988518860509048,-0.05401684022545074,0.06848730808915962,0.04827695868329686,0.0072162025207639854,0.048450694677644235,0.0878049680931761,0.04092752334950482
CD24,0.03180405829197028,0.00297393587194903,0.08308279321323743,0.026503323619756814,0.04088272667507603,-0.02509605324822804,0.09869290182702721,0.09308650792911632,0.06967101376489936,-0.001401480247876879,-0.07984354900461742,-0.056538082420140995,0.019700064505411365,-0.0007541809828331,-0.02904086003975982,-0.003119198816240681
HSP90AA1,-0.06610598619443815,-0.04480664960736294,0.02760867708656916,-0.033547384581554415,0.019597164677904875,0.0821357682054405,-0.16733947340392474,0.10006123023364501,-0.061941494283611176,0.14398838944115505,0.05880447694115445,-0.05055641862583799,-0.05258036833220781,0.013124183015021504,-0.008286161427430478,-0.042902309373359974
BMP4,-0.02490213240967449,-0.03662573810685805,0.04506847445218114,-0.02337505927837608,0.05684349088995414,-0.008199059659345191,0.019015647299027046,-0.016395579480132375,0.049310659740198284,0.2326093791913092,-0.056268373376938755,-0.049502349690043766,0.030605057727933274,0.0537509829237153,0.006652276692160845,0.03528148051980114
SCGB3A1,,-0.01592352532473825,,,-0.027731492913752473,-0.023591687369927485,,,-0.0024053589256459924,-0.04532851851278686,0.009413833832577947,,-0.014400761159228058,,-0.009002680568843647,0.12396689099781884
IGFBP4,-0.0016775793874510023,-0.036782060149231285,-0.0198346332260687,0.02598977783232069,-0.005331820999410892,-0.025391934702752483,0.16888171043037253,0.07366424453172073,-0.036847438018432384,-0.0022194274239412757,0.032528998193351234,-0.02944244609283163,0.0191134164578914,0.05281807779065541,-0.08790417335540597,-0.02210981053369393
RSPO4,-0.022186162312503734,,0.02453331302303531,-0.00810969456070102,0.03647484517390618,,,0.026624412944732587,0.0005657109474492593,,-0.05477397050516742,,,,-0.0008151734239463343,-0.03439478635712657
LEFTY2,-0.004835159923149056,-0.0241821171860781,-0.01905343299422286,-0.012222265529433047,0.007749163242215709,-0.05297538692524186,0.17718382588894996,-0.03007586469008637,0.0068259447199908434,0.01199530709599163,,-0.028819755814739757,-0.016184305400684464,0.052942625867431314,-0.06407047304878603,-0.0006826857095521624
PF4,,-0.016518101424714215,0.02057459941360582,-0.009553793092178285,,,,,,,,,,,-0.027844557704256697,0.06740812106347659
ANGPTL2,-0.026227823365123373,-0.037198706347161964,0.059267237965518575,-0.03923845577669448,0.06872038379623284,-0.02011689129703704,0.1787878467779741,0.02900487138909085,0.08320713170408503,-0.007005335548844366,-0.03527611994211548,-0.008192676626974088,0.0623014507668826,-0.039451168951689784,0.0070821709115481786,-0.014357533297099965
LRIG2,-0.01383320434059744,0.03981418582638367,0.04840016860219737,0.05058014169433281,-0.0040124773055277615,-0.01685250238785138,0.052039977430790564,-0.022658389015151856,0.01076601604113588,0.08696753899304864,-0.08765816702221528,-0.0004661704739499319,0.07227032873903196,0.04672781197869891,0.04223371644577128,0.06702676687358758
ICOSLG,0.10568489442038558,-0.04032730534503373,0.02827539714000061,0.050482555064517244,0.00201887180108456,-0.009700980093530867,0.02816401220738514,-0.003490352622251426,0.03681384547230024,-0.013966682853849376,0.040947009810347726,0.03983432124136371,0.04738159420163122,-0.05139370440500173,0.04554207952517312,0.031995801790628206
WIF1,-0.04021826841011527,0.05363034173686957,,,-0.04823699307085466,-0.009464243163095326,-0.1324634091255653,0.012861786469067585,-0.01953433532094729,0.08445701824729289,,,,,,0.001938425171730492
NPPC,-0.01696508173927122,-0.012810617288416731,,-0.01482028911273285,-0.05583313605627893,0.06838764059998476,0.020347764032636714,0.015171838734196762,0.06342320994550778,0.01732621202138498,-0.06711613775809594,0.07416702595540797,-0.028461098178197496,-0.017084358500908253,,0.018133187636987937
LYZ,-0.008451710689256287,-0.05657195391086473,0.01923720394901132,-0.008799102115878539,-0.006559211331325544,0.015235934801434516,0.13609665473474933,-0.021603735564612377,-0.004932803598903265,-0.03662654858553335,-0.008351977176713937,0.05536098418566281,-0.0324052199984577,-0.09900211836822577,-0.09202731703098598,-0.03608062094165443
EREG,,,,,-0.01275920795820604,,,,,-0.028176434088884032,,,0.09215756872437245,,-0.02129876957034106,-0.031019814623302323
SPTAN1,0.012506302698552177,0.009697755260996812,-0.002866690852074866,-0.00414616699375669,-0.013440812222907005,0.05244772484356897,-0.029206437550031324,0.051410760499486466,0.0799288146870459,0.10948322984677634,-0.020638432345338464,0.05843611517242692,-0.01859173684851607,-0.030853212065404274,0.06786515807713606,-0.030998296511078723
LIPC,0.09212244629165824,0.16763795626690714,0.20570770154821189,-0.017168877727862148,-0.006573149734267716,-0.014872199025056822,0.03638876815417969,0.051339456650838416,,-0.02903071537342612,0.03915153640997437,0.010722489207539002,,-0.0271034795917611,-0.03520606003987307,0.07067570767972557
COL8A1,0.002311100197216924,-0.04972144640270227,-0.019217223164934908,-0.05188360561476874,0.052845639133032536,0.03809137032415617,0.003336133578014741,0.04182494023151053,-0.019810338905758618,-0.09269995518306728,0.04193653882789614,-0.01034938113707966,0.025956755067731506,0.07273193964854797,-0.07102197781252069,0.05930064355936594
GSTM2,-0.03877714563454647,0.0397860844419707,-0.0007890499318423616,0.06536444375497683,0.09260047672439498,-0.01562841515435314,0.09007066000282365,-0.00707548494842403,-0.039064439067306736,0.0053358237901528485,0.0699029500221786,-0.033661267984147106,-0.025069100380108053,0.01209713298880067,0.1097135489858127,0.0408638257854404
SPX,-0.031060493771759387,0.011697121712373141,-0.026856942337525187,0.012478569226584937,-0.062148762846147516,-0.047146725882376464,-0.056083923942366457,-0.027830713248100877,0.03272540210276781,-0.015426733406777426,,0.1365186827382176,0.025306551833860623,-0.05003586008695782,0.23336740909114362,0.06998730306340618
MFGE8,0.007015817271877522,-0.024711336937043648,-0.01991579268432558,-0.006285336987963767,-0.029047674484871645,0.03457823247855495,0.08341086806572885,-0.006838334171662678,0.016134615477171668,0.04238343465624565,0.021529293411993843,-0.09531454747433024,0.040325882523506794,-0.00816354100371993,-0.04761232444254154,0.021755770783231838
TGFA,0.01325244978781801,0.09412792005056238,0.054403080278468643,-0.03011728049177083,-0.06786366128850357,-0.05526390176103626,0.0588624131416642,-0.036428809567683816,0.06769646273068265,0.021360588132303533,0.014212753836030372,-0.0028149177318053838,0.02810581780970317,0.008261699227930741,0.02387995482780498,-0.009387059453372436
SLIT2,0.00024149284072363353,-0.054521846184022664,0.04221799763877755,-0.00558861875396925,-0.00030806048545446246,-0.023396011848896957,-0.011775801340644904,-0.04817646244849332,0.07532264186558622,0.13763379462633982,0.08545097999200242,-0.03053898886659837,0.00769985961299812,0.004062952415665129,-0.08296404449565073,0.02725818793975482
PLTP,-0.006907088618474687,-0.05722307087591741,0.060886060970825946,-0.0383130717915042,0.10897916166311529,-0.03827488427548238,0.14891332590591752,0.04711662697245543,0.0495240636148001,-0.07978630095364671,-0.0305303019540327,0.054267490749500276,0.04017549226992255,0.06993018819711182,-0.0009668482460241043,-0.06457453361186094
APOD,-0.06842993434450041,-0.028975583241113004,-0.002696210989465752,0.007929502292975617,0.009845314005094108,-0.0589506803209036,0.025659994215873772,0.06663388551329565,0.004916175974238375,-0.09401817967723572,0.18532749540791715,-0.062479474813566194,0.1040865290666705,-0.015966067566647632,-0.027263207820212135,-0.045587230330843914
B2M,0.0029431199178380266,-0.04354341623034216,-0.042248602624227805,-0.05822366395460873,0.08744457319996117,-0.05025400974530941,0.22329146821157675,0.06402374820506193,0.053327871752261766,-0.08219370116849334,0.017171591615392102,0.013458428491451258,0.06337295281093815,0.029207252599084504,-0.10237438568629316,-0.08670529953624337
OMG,-0.02865258969710493,0.08895809135876073,0.00012866195859315081,-0.03717770298411989,-0.056836966337476605,0.043711436750945354,-0.02609121653337763,0.037871598265053666,-0.03699490088818239,-0.06855966717145986,0.09835839725060411,0.014156701111524096,0.008033481774392693,0.010170410453009327,0.11159194430018377,-0.014944451029222401
CXCL3,-0.022613068069892453,0.002932916504445598,0.022072523293301678,0.04824343863904069,0.007873018039020118,,-0.04189716037631202,-0.06717856048069705,0.03259543170557464,0.01506517271109335,,,0.02119428162204444,-0.024020743441547743,0.0030432242159917195,0.06862917894266762
CXCL10,-0.001198682457354229,0.022829596749158167,-0.04509126455128736,-0.0003783355803487498,0.010029972069934931,0.004008359844850787,0.1824046652190852,0.08369192560653653,0.004622757860722318,-0.0003655081314764934,-0.08194735801991007,-0.016233038088839444,-0.01968739810785538,0.11297341892286115,0.0027626639930903828,0.11167596226818831
RSPO3,,-0.021630085909665732,,-0.011094866819826596,-0.030987686784678455,-0.004901331947850553,-0.002002957651374194,-0.005302515683890025,0.03724392813961103,0.004814815367401492,,,-0.02355933750550856,,-0.01984374209528984,-0.023759439117082202
CORT,-0.02487459689765399,0.05075795546201048,0.011741882940223667,0.04466184746697132,-0.03760823659537242,-0.042519811192172664,-0.05422046377367628,-0.012675451439006965,-0.010310545312248042,0.0012151464563026878,,,0.018421803315989742,,,
NCAN,-0.020205873479266657,0.0738070958383214,0.013310622149762492,-0.012078296570183002,-0.04320070800715441,-0.012259343674673694,0.0647839841702898,-0.04881679568485911,0.022646032700862153,0.035591737183044196,0.12759662759574436,0.06394545802322506,0.0333113544881012,0.01703281746561932,0.11003095255638765,-0.04256984715281765
PRG4,0.08356197363434013,-0.02394708280785844,,-0.010950155085288071,0.04561196657315239,,0.04683405132462245,-0.0024068084045691576,,,,,0.14826293432999277,,-0.008069370015489144,-0.0239097591303226
ZG16B,,-0.0060895830598808355,-0.020602834187253095,-0.012708994177608453,,,0.05043606647169624,-0.014318134588975467,,,,0.03026934603221586,,,-0.024743010811659725,0.06420479897460812
TGM2,-0.008163161684949034,-0.07207032312764312,-0.056544072007013564,0.017574656360015563,-0.01499713542252039,0.0696700480227219,0.1464034366833394,0.037100936812865845,-0.022563286636443344,-0.01227930430320112,0.05887857144629207,0.03206581990725138,0.0545108510629916,0.04101918355461625,-0.08902176941240891,0.009386431755929155
VEGFC,-0.024358356639298126,0.017687472825478542,0.022027059891292222,-0.019516108372616314,-0.03415325664158238,-0.027614408548596776,-0.0005334069490793849,0.04880312801373332,0.05143669501657958,-0.03183924783655175,0.08465733625496591,0.054544182564122926,-0.024535983254144144,-0.03168375641679829,0.014205207125265688,0.01744677336565433
WNT6,0.008954887187662911,-0.0256922586593369,-0.019053433494270744,-0.015145474456284625,-0.030571649835792077,-0.018956104084029382,-0.005805114140380128,-0.04133969296734708,,,,-0.023842007946570886,-0.012318070875277571,,-0.029882270819733246,-0.023750885069102504
NRG4,-0.023022474152758206,0.008549873637582419,,-0.013326839663200635,-0.008188128595586902,0.05979813683536633,0.019773448444573263,-0.0017294612606847618,0.06625811288472891,-0.005604656290799599,0.007267704862132987,,,0.015404284477140564,0.06318786059312967,-0.00517952335404134
PMCH,,-0.016903501014919026,,-0.01846563470105375,,,,0.02290712243470655,,,,,-0.01937859462614014,,-0.0010377525262109319,-0.04574164021041566
COL9A1,-0.01883066012900305,-0.04429587766065817,-0.018073044617070006,-0.013918911359137604,-0.0028066664176875887,-0.012174785034921034,0.09881648524094555,0.001995912300286745,0.00703786547123324,0.010206019778488623,-0.05195713953060774,0.05410104999004744,0.06595006883815474,-0.028642110822456858,0.05962270841836342,0.04710232796959722
GDF11,-0.001477686481784999,0.05061058159664444,-0.00428441833042728,0.004530197030336918,-0.015328975636625613,0.01695896107323864,0.12289991759425649,-0.0019554128573969405,0.0007896565803213499,0.016580346981774716,0.03291916145245157,0.0247275439219098,-0.024731852459131943,0.012823268942548465,-0.011257069528034248,-0.007052033483776204
RAET1E,,,,,,,,,,,,,,,-0.02176844652466535,
IL24,,,,,,,,,,,,,-0.014448213188605959,,,0.09016406473955467
SORBS1,0.08963088870002786,0.03271975139170306,0.005105081017028348,-0.030012952976164863,0.01882469144318183,0.08468331405339817,-0.018730831141484373,-0.02268556182093265,0.016307321463518983,-0.008708824133847534,0.010473255688825664,-0.0024304925324337896,0.040856555724524554,0.017908846230702345,0.004620355307325903,-0.06391386317591444
DLL1,-0.02521765201361589,0.030997041575163354,-0.012084360780578821,-0.04312719283369717,-0.03885707272097154,-0.01861631026114793,0.07615607116426698,0.06385596329103153,0.04717590302675232,-0.0783147505542122,0.04039414540715356,-0.08089118771634238,0.017437681546890224,-0.024927631324340126,0.05781006449856794,-0.05434571025835119
TLN1,0.006354157199167309,-0.027781996775457573,-0.03572480843278499,-0.03590557001410765,0.023044040932447555,-0.004256478172030889,0.15582677527866934,-0.03629024127578802,-0.023611930786722933,-0.08782432470248226,0.03867165726591648,-0.021418292179626097,0.001826351718454978,0.05084405598362715,-0.1175217558763453,-0.0049351331830044505
COL2A1,0.0011437991371474345,-0.030540656197864276,,,-0.019816421548989886,0.015466663702964957,0.006844748167227277,,,,,,0.009936152484922234,,-0.00047087627125184955,-0.03217971999252113
SHH,,,,0.06418320640893674,-0.020632448665524175,-0.005464058759988113,0.07146584089400733,-0.004300010489913727,0.03960750109633137,,,,0.03653473317956576,-0.017065499430427684,0.02537652515074995,0.0010799813948068311
PON2,0.007220095842353394,0.03999418308273501,0.06099230766952812,-0.08855219126565952,0.014921229140181467,0.043128913363694274,0.07221176093726345,-0.01842962901741021,0.010006632833384618,-0.0333695697042693,0.05942814960297941,0.03926722289682027,0.08826126835542078,0.005241490103058078,0.13002858458743954,0.058400252549532544
ICAM5,-0.021851621946414424,-0.0005072224591993398,-0.024526047998873948,-0.017734993159633117,-0.05255303727553961,0.07784300099435036,-0.07649195421674397,-0.04931452955830338,-0.004677099757064897,0.04541057021063026,,,0.02441850869741474,,-0.04279064939525191,-0.004279345197248291
HPX,-0.03752576722737927,0.08952152508297272,,0.12208287324309797,-0.04844520406198722,-0.01895610536275239,0.056397865388829994,-0.019585434296706863,-0.019299497759181907,,-0.0695428548677178,0.03159090995368744,-0.024815447715997613,-0.03411064637573525,-0.03581707828715637,-0.007124524163307668
SFRP2,0.10272556725710726,-0.004557496756618916,,-0.01295945810539721,,-0.04481217441164277,0.12149553794241345,0.015999175019047608,-0.03100976870984551,-0.0070532765933975575,,0.02705760406560188,0.031646119463698046,-0.04810302943318921,0.0318235966859108,0.031100968677957343
CFC1,,,,,,-0.020506406851664848,,0.004228493976341301,,0.22096613716682412,,,,,,-0.03160453419735134
CD70,,0.0014495746523638547,,0.05768376962648516,,,,-0.004432390305846395,,,-0.013782848068053338,,0.03667560712605249,,-0.03027521745079163,0.11763203433083158
