,MGH258,UKF243,UKF248,UKF269,UKF275,UKF296,ZH916T1,ZH916bulk
SFRP1,-0.03574631309442415,-0.04774940743838564,0.045177698399344844,0.1081014794712146,0.009176486805492507,0.015563524442416371,-0.05351685130586563,0.026938084952391885
CXCL13,,,,,,,,0.07160571364946028
MICA,-0.0357116371581643,-0.010603555470977365,0.043340944655732086,0.12032356717523028,-0.0026292328210375353,-0.02015757300417772,0.15091471386692057,0.13164217583803822
TG,-0.028452151702437353,-0.011762636126008573,0.004241917181412291,-0.02370087767665752,-0.013378611417638507,-0.005045012836460268,0.09781495981835174,-0.05178361331095272
ADA,0.03505237191861702,0.05203248413592963,0.012668257224246401,0.14649929886444035,-0.01508502167270629,0.02331184840687185,0.12431759509226849,0.08901926774476022
LAMC3,-0.037946211390481106,-0.03568377941548502,0.0014362997225251597,0.08019241895110597,0.009480318614954844,0.04989742737833771,0.03184798625878732,0.00019838091445526632
CCL7,,,0.04259608106522968,,,,-0.012471810261091494,0.017590515451282922
NGF,,-0.021954064009516112,-0.03829901882335706,,,,-0.0023037954577133464,0.03420095533196631
TNFSF15,,-0.02715991712174234,,,,,0.0037231450988450313,0.037156271020970584
HMGB1,-0.031941004894810575,-0.002307547375469311,0.0032465199498044844,0.0909886388555975,-0.007159354998757359,0.02810944898839108,-0.03540120762468511,0.021320591725024013
ITGB3BP,0.11386735478730742,-0.02815113126184476,0.04416316469498227,0.10356082915779459,-0.020330127051986606,0.042251089697642324,0.058934156529776814,0.018563423384412456
AANAT,,-0.03934918836846625,0.0759357080977477,-0.017713685056464323,0.08133191498705167,-0.02258877707844583,0.05154255432712478,-0.04185893691499306
RELN,-0.023587588089100307,-0.02157093104605631,-0.04007939617506903,-0.05197750980230796,0.016682873117273022,-0.009531428634071849,,0.006774117883027933
IL15,0.05753112565053702,0.050075404623039284,0.06047498619519635,-0.009843538942652278,0.09845975123121685,0.027174995277139576,0.057103909048488014,0.03145515780185286
UTS2,,,,0.013454915181540817,,,,
BSG,0.09714835133210027,-0.00045768135276321923,-0.0005033754638495865,0.02336734583021103,0.01388342500901517,0.01500715834741061,0.0856553081560808,0.012929344465304261
ADAMTS3,0.09130977785817011,-0.01222112525360624,0.060446637904454266,0.09350706285184551,-0.04291005006625235,0.0030884303821155,0.04602894256879056,0.09069608547077897
CD34,0.09738345242103658,-0.007112701296705693,-0.04890186661037786,0.09007617110749533,0.031335864134298674,0.004763662983898593,0.05026988018258409,-0.02695872678138481
CCL23,,,,-0.020155361731828067,,,,
PLAT,0.028208142410335903,0.06918886741729123,-0.026336721697393168,0.12794773325127623,0.037191303444686595,0.014900648162322973,0.1275201825345409,0.03128912727313382
NTF3,,,,,,-0.0018826510146392802,,
LTA,,,,,-0.011587553160305459,,0.013585087497517702,
CKLF,-0.03699926057352985,-0.023189989424637545,-0.01917106482645749,0.1596982543973519,-0.01781955131428582,0.02280800725361422,0.06807984323619008,0.027965396942691477
CD24,-0.06574424797035269,0.015387551121047519,-0.0061570864952861445,0.011473478290596662,-0.019207019703915845,0.033720827168513615,0.04982634527108973,-0.02942200800496957
HSP90AA1,-0.008417002885538068,0.029913727315085015,0.06826423516498197,-0.10771113821081982,0.0010897636933137867,0.018778318173397535,-0.18931930278629952,-0.10493729532862199
BMP4,-0.029281394653891422,0.01787336936361912,0.02129351962865847,0.048588190709715054,-0.03323646746246828,0.038279673826596805,0.10998776279384663,0.0223157135125095
SCGB3A1,,,-0.022306419749521415,,,-0.01905385439948308,0.03676018296148593,0.08124835713369936
IGFBP4,0.08582967467471314,0.05240173469707108,-0.004844508415298455,0.08997332579836492,0.03144113033491637,0.005984432463362577,0.03497282269705473,-0.01978372487417744
RSPO4,,-0.026819140001142584,,,-0.013477029757715937,0.0395310283217214,0.11261131547415454,0.06793655861072122
LEFTY2,-0.02817083735866599,0.005381956576179964,0.03598112533691105,0.03455855074186204,-0.01385660137095743,0.04647433081745412,0.014238066829053838,0.07163065005812551
PF4,,,0.05275722578528458,,,,-0.05682794042489501,-0.013971793612390775
ANGPTL2,0.011787379712610582,0.026349100448017772,-0.023501819354928673,0.06631674253454575,-0.018672763603545816,-0.0038900665613476235,0.07564483264975085,0.06747018687252881
LRIG2,0.03769804236035304,0.005402642580723531,0.01645817510625475,0.07150742647430987,0.010702285383142555,0.03568476280084859,0.06215916697014899,0.04930198903349019
ICOSLG,-0.038416482119168316,0.02666517679718561,0.03759184242033943,0.03269370098386024,-0.023350736750980164,-0.027618624201389542,0.09952366472377117,0.048266760984643886
WIF1,,0.003278585790142669,0.036320407245920124,-0.0932541857997689,-0.01039990465138052,-0.035855403724873704,,-0.012568351179710566
NPPC,0.03147312937102088,-0.03306465478396298,0.031353764247868794,0.042571085854015374,-0.02028690954289496,0.03930345350547816,,-0.014359344331465598
LYZ,-0.04079836813856558,-0.07326345523694763,-0.06787118453984867,0.030154071153732562,-0.009493927667174131,0.04651863001239772,0.08173017492950485,-0.07040867801283965
EREG,,,,,,,-0.026004776864991516,-0.047603207950008615
SPTAN1,0.05708618737523543,-0.013796014204552523,0.012706239124879903,-0.015577311279668795,-0.051936187637124556,0.007641499632657083,0.009029620735385565,-0.03566619406558106
LIPC,0.016758992784330386,0.009876650233990052,0.07246286920139154,-0.0020987619712447146,-0.02519667960178463,,0.0912636955931677,0.05776015535966238
COL8A1,-0.048535823716480325,0.02720235168073249,0.014839701091088247,0.08244524606864567,0.047091776416117816,-0.013333812500191958,0.18318529808792813,0.09680067796420097
GSTM2,-0.0106992182331722,0.04178380844540362,0.0005812698946776202,0.005023525776222199,-0.021966866131389238,-0.028924999560838306,-0.029139495695790264,0.007340366319276596
SPX,0.057178366513548864,-0.008678503996952658,-0.030437685863251577,-0.04893902177125833,-0.04529243287081335,0.020654284363412337,-0.004455532682821047,-0.01536066075726692
MFGE8,0.02174672160040982,-0.02180686236371362,-0.053617678782713216,0.010851444805855832,0.0190648995905571,-0.014974541003833374,0.02620919678495995,-0.015463747803544288
TGFA,0.04275425875908188,0.0035485383993645076,0.050604941585627825,0.00274049678765566,0.008317997488654187,-0.000708125418982553,0.16920803653000424,0.02529614822204185
SLIT2,0.0022687367710163484,-0.04222343485262914,0.011431648484487562,-0.05885986195394531,-0.018056536421630978,-0.013412543253097101,0.0841716641989219,0.034858258725090595
PLTP,0.04608495479875338,0.0028946636620809157,-0.04795723045118013,0.13847521895025447,0.05799308716397708,0.013043928079313408,-0.03432457971420933,0.05800222714373127
APOD,-0.09455090195281528,0.010100418930427192,-0.030890092256472695,0.052967986602434944,0.019022165713005162,0.025220040866963715,-0.07609980586804618,-0.10948995962241455
B2M,0.014503584798865236,-0.034894197911522706,0.06102792737699687,0.15835113285371702,0.01501138775576832,0.030039185947470164,0.03481708234098051,0.010374455522076238
OMG,-0.04891115824805722,0.006578316619187665,0.012257383626852676,-0.04777493132409179,-0.010177156284794297,0.0058092457804207066,0.10974539194706791,-0.006502617676633465
CXCL3,0.018232855274493063,0.032890173100838214,-0.023842498258034993,0.010746093467617774,-0.04438190164704376,-0.02038359368525049,0.05623204295710333,0.03411697049462077
CXCL10,0.10841510380101853,-0.040723501482435545,0.06415639684635886,0.12995860708884174,-0.0009686840300132312,0.044392623062959005,0.042072776526812544,-0.0021110829050651494
RSPO3,,,0.017341912527809086,-0.02908681011981065,-0.020355016207720004,0.00028681934715464716,-0.027375062860633282,-0.038853079216703564
CORT,0.17142408772173204,-0.030068981163731724,0.05260942170376739,-0.04263973329584639,-0.01706528695564303,-0.04534761102759707,,
NCAN,-0.06758679309837064,0.007510000538987745,-0.006965245649046366,0.061536663817899434,-0.05148667614356633,0.0006316054165192138,-0.01769613022777161,-0.007491708192347478
PRG4,,0.07094409456018005,-0.033546194702172134,-0.009963671804954872,0.11280725915206745,,0.024214932701032973,0.03026335862126693
ZG16B,,,-0.019432639993994194,0.0012542068753700387,-0.009207362886350112,,0.015878703407712365,0.021260100360770477
TGM2,0.027792175469450384,0.03890454003427469,-0.02524262994540376,0.03856907528171923,-0.00689190734225319,0.0006216873060737592,0.012149195354308492,-0.024250792577315005
VEGFC,-0.028452159488199166,0.04859756180621963,-0.04259356793586508,0.016181783060017104,0.009538660730183314,-0.004049895053954461,0.0013847534268626289,0.047060995750787045
WNT6,,0.04174921306548927,0.022769364105430734,0.10453705737884951,0.03532843540355757,,0.05403054463712936,0.019364481148166836
NRG4,,-0.02783009286502555,-0.020544997767201756,-0.0073648517752095645,-0.017688834909469545,-0.005428299434982945,-0.03226390955945133,0.052759411131660355
PMCH,,,0.09080460002277992,,-0.013477029107303687,,0.06120130708129752,-0.047863467099993486
COL9A1,0.01662799620082077,0.06452483135592506,-0.027937923822957237,-0.0210866269420405,-0.024676935075396696,-0.0331700124687522,0.030887931539399106,0.09360472658406169
GDF11,-0.0017951442901688373,0.0912093414446248,-0.009295906368278414,0.058892750583047306,-0.014959643466896419,0.08059626410911361,0.06723565040922946,0.05117572252373569
RAET1E,,,,,,,-0.005683974574612298,
IL24,,,,,,,,0.05336946584763897
SORBS1,-0.02142443163738573,-0.02401814983684569,0.05683724799192907,0.005981532938185343,-0.005657940281684516,0.006835903255547023,0.06904028863545153,0.02702765663967324
DLL1,0.0506603433668477,-0.037198439210819015,0.03559283576059406,0.06245800998839662,-0.05164812933189155,-0.016742372870355016,0.0887002122611651,0.012439017740412636
TLN1,0.04958323000415861,-0.02624828086299937,-0.05883200560683811,0.08674633185918872,-0.044437323296173156,-0.010427912226065685,0.057560551262490864,0.03483483305242297
COL2A1,0.04480982524593635,-0.028485932710301858,0.00507482807611869,0.13175201406983725,,,0.012038743860585253,0.026131556179225565
SHH,,,,-0.018283008393455664,-0.016525675122779946,0.02965651771332731,0.04263489119914618,0.028973739286910823
PON2,0.01625685678082183,-0.028411872081574016,0.015027826813608227,0.06920675052651072,-0.02435702598586646,0.022585014499460463,0.11450727281078625,0.0577626107372319
ICAM5,,-0.003482461100067697,-0.003763969671349386,-0.045446899467990076,-0.029917175331911218,-0.017659929455126056,0.00016432296973971182,0.06274481421076498
HPX,2.6153703316476857e-05,-0.04536200496262387,0.0038312063821985833,0.08594768410409372,0.012376001300297446,-0.019053852456988516,0.03994063894584472,0.13228682451590357
SFRP2,,-0.02100360225697742,-0.005667756594944235,-0.01856143107697271,-0.015059229083082064,-0.013428684616234173,0.028805204675619114,0.013071343207696429
CFC1,,,,,-0.011587553860601155,,,-0.005276390801710005
CD70,,,-0.020960313387439092,,0.005448945133640276,,0.009682277226698824,0.011271793404231609
HP,-0.053026071002857146,-0.0016508606504468397,-0.008008573765975342,0.06055211593677442,-0.018972728807321402,-0.001992648191594961,-0.021358860818816865,0.025437013849772358
CXCL2,0.021582098923862012,0.03893150952780055,0.01701777533358755,0.04362830776374468,-0.015947414508542607,-0.026480188786686207,-0.06419429324281409,0.06472506106724324
NPPB,,,-0.028777440395050098,,-0.010146533410954308,,-0.049806526594859124,
CCK,-0.05241091483536355,0.03835853833792664,0.07657506059101882,-0.11540178514267371,0.005961932474504248,0.002017399671268492,-0.031159142810860237,-0.1127406658126589
SEMA6A,-0.02605130037009134,-0.028768132626099115,0.04777208133508093,0.07567738143334045,0.024280550526770295,0.006925774500006054,0.050474147250620015,0.04609262133672018
IRAK4,-0.029458363610567435,-0.027600688267296926,-0.020615953939013023,0.10221975320919309,-0.012331095272606889,-0.017130392349392193,0.08260166009400577,0.06507567456226247
GSTP1,-0.04720025878164281,-0.030941151820421314,-0.0016970250824390925,0.08759101062796239,0.05685737284359802,-0.01847092384900829,-0.0020171181050395066,0.12436541810947524
VCAM1,0.017797810605544362,-0.00932328566385692,0.008633263511518715,0.08174515118314656,-0.03990272440408275,0.010233441936585494,0.12395766782158905,0.0021073750340245795
NXPH3,0.023264068912075712,0.03741764735091626,0.008584850339450846,0.05902686957144843,-0.011982307042082696,-0.01709299919008356,0.031530271471914825,0.013521122312151284
MTMR4,0.019460167267483456,0.01808141193562666,0.018432756327519575,0.06821366862360558,-0.007342698669659511,0.019539131239635715,0.03162331195197939,0.05681775259933522
LAMC2,,-0.025414349749797855,-0.022587281649882766,,-0.01277335357465853,,0.05460232064321844,-0.03266667075641162
IL10,0.1138791001362939,-0.010114791191075433,-0.017229425409985396,0.04795509203670311,0.02067618793323603,,0.15225000527304916,-0.0087576728278887
SEMA4D,-0.026723570118950143,-0.01983238764169524,-0.04139912453442691,-0.01916713059732135,0.027824752779251623,0.005694644822306328,0.12381587554135831,0.03008322380993131
TRH,-0.007651916717742373,-0.049595154973249844,-0.02873311450168991,0.05286005468642427,-0.01741692180827614,,0.030927629408509492,0.07344841108239886
SEMA6D,0.05723302848583008,0.06462593211932434,-0.03171987966334421,0.07533295373894178,-0.023429523335822863,-0.03898943751423312,0.08146431744489714,0.061374698982993865
CEL,,,,,,,0.024388602366295694,0.031477350926023114
PDCD1LG2,-0.03330926322647926,0.0804009426685876,0.031145446983264474,0.11816937418780363,-0.039639161920482,0.05600424038566924,0.20626205772189654,0.08386593184624609
SPINT1,-0.018371012024726022,-0.007722319586613898,-0.0004117046343490384,0.03148477053806149,0.0030736478607091464,0.007472373254493824,0.08963793707167879,0.049153505743855234
CTHRC1,0.10854791100528743,-0.011109576010467555,-0.018699912344059093,0.08020270677551906,-0.057789199888346056,-0.030858334774161,0.01420353902224104,-0.03314617238940601
PODXL,-0.007838016476983397,-0.007910762169726466,0.04971325330338188,0.10763429417991865,0.010266726098906082,0.018442194495402766,-0.0061545119988960315,0.0757852629193404
JAM3,-0.022980860008472003,0.04027069485325328,-0.007273360357080075,0.11885326487217104,0.010877724723891216,-0.02900125637449672,-0.011180389532799947,0.05940755984765717
TGFB2,-0.04321656262327417,0.0057950771982187765,0.06833213783679261,0.13312173060574933,0.023187527734559506,0.03874610843579841,0.04598602838829434,0.11913024990528397
COL18A1,0.016674933285864262,-0.011482650478009953,-0.019595765323808242,0.07463654438840069,0.030162583522988538,0.0047867757174599145,-0.00937528156668449,-0.0398201512926166
NODAL,0.07568528455302213,,0.020463137016309186,0.018133930007773483,,,0.008599231772301878,0.008235088245847877
INHBB,0.031811659742296744,0.036320980844504164,-0.008028724226191282,0.06076119347462853,-0.01989798972544868,0.010175636038015506,0.07495105792302599,0.035757616193528866
LCN1,,,-0.022587286732113104,-0.020409568041842043,,,-0.016561983084769544,-0.009160613366902503
ARF4,0.006610549160128586,-0.0006873122756179592,0.034395500890785385,0.10033532050277665,-0.007751627534161961,0.027812299271236452,0.022218252532038796,0.03830556637915014
CXCL14,-0.07021743352438924,0.06583874404270465,-0.017501095800521053,-0.015195579193060815,0.03062586203664053,-0.015346627004600101,0.08980936449455505,0.07075434437669884
LIF,-0.009128665931639279,-0.021475019494588403,-0.03769007293037096,0.06795504597116946,0.021171408518570477,0.028197662031040936,-0.020563170066418782,0.0581508256116325
IL17B,,-0.011295164307353774,,-0.03370670482697119,,,0.04264063956102073,0.07286757718907746
MMP1,,,0.07072543882966799,,,,0.07588693754380159,0.008014273040845543
MATN1,,-0.023934037052951048,0.04995421263877282,-0.02139804454778718,0.01631663297449339,,0.008075334252464575,-0.03814646187832006
ADAM28,-0.04071462675830849,-0.006485423675981657,-0.019702817536024198,0.15864188370224586,-0.017156961588768463,-0.03980979974170986,0.14262564861248225,0.00935099152905634
TCN2,-0.015705085543525878,0.02263293447262658,-0.06471502509075348,0.10339533991263437,0.0012729021295700567,0.05561050252986721,0.08166455200886524,0.05182663872750324
THPO,,,-0.0008301772549327443,0.06819975424105847,0.01995962440223146,0.024443547668534564,0.0660162843838495,0.02056405187943416
CUBN,-0.0035658149739105334,0.035790660416938354,-0.009279358614429868,0.05417337281931035,0.008486028526229206,0.02223635109248521,0.10403061286873269,0.05078371852066558
TIMP3,0.05179270345968698,-0.038445402734151514,0.07292790328095641,0.1318794660771251,0.015300267780322053,0.03535283242535451,0.017179563461474482,-0.03300337124910915
PIGF,0.0398000367493882,0.0477472334486791,-0.002249720467209806,0.10752288366853488,-0.0011270316563459762,0.005970321107482622,0.12067683464229019,0.048643146882245566
CRH,,,-0.0009717594630265698,-0.03138454867146345,0.0013169948174791498,-0.03578010130921576,-0.03031224959684919,0.11936650466997241
BDNF,,-0.014178335290907,0.024779106297666373,-0.045012096253984404,0.030311969719387714,-0.030108885198298897,0.09575629929132465,0.08910263141447969
CCL5,-0.05879458831458624,-0.010022020827826697,0.014997294289240518,-0.010596679103452716,-0.014724769619344453,0.020272553073476047,0.15077245814734416,-0.059668432597780194
GAD1,0.10005272684875723,-0.0009289056990936216,0.007308676823006661,-0.05508004449233978,-0.009516676658276185,-0.019299766580929544,0.008810774404444215,-0.00653195253751833
COL14A1,-0.013142412317082635,-0.020421171362920446,0.061988758544205616,0.027711174523840382,-0.02231727729841211,-0.011418417532476842,0.11151023394357287,0.07178979770311128
HLA-A,0.07028241628359717,-0.010182142684907792,-0.014311697776812854,0.1588006138904783,0.055325924075746435,0.046281150676073766,-0.010592720452802212,-0.016750195031391243
CD5L,-0.04994902423645416,,-0.02646369255366883,,,,,
FGF18,,,-0.023944858606799364,,-0.01100895923966196,,-0.02053651726371527,0.06194368318553341
ADM,0.029546714876264223,0.014142944012769993,-0.02494020251582593,0.06677304281186464,0.024336590314710735,0.016858109979469186,0.015535417290966969,0.08148448747637872
CCL15,,,0.01811846033929567,,,0.027787589360241005,-0.009522909578755184,
GNAI2,-0.10284432962437799,-0.004484346552870274,0.03585322863313117,0.11477530207627772,0.01606778953626178,0.02447338870419469,0.017760666376703173,0.03847196922360962
HDC,,,,0.0018490199258318224,,0.01277728375309761,-0.020829074282085858,0.0009366744815591423
COL11A1,-0.03290197010996373,,0.017176181937996776,-0.03710631266852072,0.006028296454031145,0.04065691200732436,-0.013504487153849085,0.07696229125987757
NUCB2,-0.034276206964767846,0.009034828188358811,0.02966992080824914,0.07226303919727266,-0.006144739611738417,-0.010183734168631237,0.014559670563355361,-0.05936061289504247
FGF16,,,,,,,,-0.023806110421778815
CXCL1,,-0.007583926817666521,0.048983813266283864,-0.02092584899515844,0.10771360851579484,-0.021390388884282276,0.013098466837227487,0.0427721530084383
VCAN,0.07244190151229765,-0.0321032193609044,-0.017030357642142033,0.10236066729111734,-0.027579886974405624,0.014003925326088523,-0.10419315286281736,0.034192944972177786
MMP7,,-0.005411158112260407,0.09537838180991934,0.011211237273447446,-0.01014653335551743,-0.01233427075276264,0.07204632945751402,0.046734251276617234
PTPN6,-0.03593449916066562,0.048036275278642876,0.0014596395830687977,0.05428944268389462,0.06239068714054843,0.022002983103760476,0.1251976464581539,-0.009896325218679806
PTGS2,0.09172282435956051,-0.00661345352293551,0.013052481169811506,-0.08679485146766394,-0.036050939075488064,0.030135368531177046,0.02586668580527352,0.026170295463181902
XCL1,0.011139366621711182,,0.01929139830964672,,-0.016665301388947333,,,0.05531483014921693
CD58,-0.00900909561733495,0.02614154841004486,0.015155849691776968,0.10676587123028781,-0.01781089002187038,-0.005468940542140117,0.078882568574101,0.03682275546929585
TNFSF14,-0.041734020521638,-0.032831867762815485,0.06333567108445867,0.10800445155231314,-0.026873552149433776,0.03391429626721393,0.0190843589803699,0.05710417445702012
CNTN4,,0.004312445996558966,0.11574573159172494,-0.052897240780931505,-0.01681724288297881,0.018702879571645823,0.014042436477441713,-0.059762485353033155
INSL3,,,0.10855838504350244,,-0.011700020127453891,,0.05582858687106578,
BTLA,,,,,,0.04011542299379281,-0.007740454938276725,
MFNG,0.03275590133803267,0.008273131397791985,-0.020517883511228616,-0.0021075253655566,0.04406203728579513,0.03515159525493814,0.09131359260047499,0.0501753771543862
ICAM1,0.013409348674850337,0.005686835727325966,0.01760153509465049,0.12156283183140253,0.01167044039741038,-0.012365489611259817,0.0953022370813353,0.05651614222875117
PROS1,-0.005230639880047973,0.02985381008234478,0.02804363049905702,0.14185967904088242,0.0349387252382191,0.020885984187192227,0.13351903703637022,0.023918653688405723
CLCF1,-0.018137352814923634,0.029604507813266533,0.049697677585282075,0.03080817291693396,0.0004489552804809845,-0.0077470497456790305,0.04562330809900388,0.09445594787403093
PSAP,-0.11849089014961936,0.03781577733370145,-0.005558407632199091,-0.07302216204958073,-0.02449385907172667,-0.0024785419945523076,0.14712058520824864,-0.04930153552022034
EFEMP1,-0.14994876590152478,-0.024188386613579728,-0.0044226417153450425,0.04914467593779931,-0.048336665634011025,0.011761300449633852,0.19643704898047032,0.12688044491000727
C1QTNF1,0.021356129190956925,-0.02137999850148322,0.014691455243630212,-0.0005399760250818312,-0.03468238127609992,0.04789264151369915,-0.06955388376595707,0.06045353502033059
ALB,-0.03840817634175462,-0.03387603771985458,-0.006258650706564699,-0.024988348966242354,-0.012773353247693884,0.02473830429408431,0.017768829624029394,0.022879962974770126
EFNA3,-0.02040639519296811,0.0068234831445888496,0.06961214401218911,-0.09101648189684096,0.01845078716100589,-0.019707621165669188,0.05815915720327741,-0.03411722482130709
DRAXIN,-0.013943829606793516,0.04262748233577265,0.03835135954544614,0.1028480292802394,0.01755999913726463,-0.003912053826870612,0.17395667598781647,0.016431702400857968
RAET1L,,,-0.020237251678123794,,,-0.022821278738552116,,
NPTX2,-0.006714516006461807,0.03067837356536884,0.15569403156957679,-0.0564827694103796,-0.04049319461456061,-0.049008018003812846,0.049306828733334064,0.032241571465020796
FGF11,0.03197722199311688,-0.07378335954800296,0.007089983613913786,0.15208259364159407,0.056580344457894394,-0.00809326257260812,0.03746158584113562,0.07242378102767799
CD59,-0.0388714754666691,-0.0007477483521023184,-0.0073886469345717225,-0.06913849874744904,0.02011802516134919,0.053346050263010376,0.013850277548884923,0.008964004774397242
COL9A2,0.004327054948994704,-0.029369255244168203,-0.017522941684254747,0.09493634717906005,-0.009577784743359793,0.0034225260185253518,0.09784286630786619,0.02958848785061954
DLL3,-0.02864401454059853,-0.029817983453084562,-0.04554816038413163,0.10223545042778329,-0.039339361459129016,-0.061183154823806755,-0.026595484440091532,-0.0015392872344240493
FGF5,,,,-0.019898081611059666,,,0.14216822784043517,0.0029731655741789494
LIN7C,-0.012008560050440908,0.06240820539268332,0.07469118650659728,0.07240838150874543,0.018303968435146055,0.004502378711505223,0.05094067185560921,0.015366060505269149
GDF7,-0.0264257619799728,-0.02393405334085485,0.03115424666222366,0.07847024885261286,0.03139220343903396,-0.020892780514856782,0.032175054379831654,0.031480477555148066
PSPN,-6.171969167296685e-05,-0.04000079381020177,0.10395677135169758,0.024645024940135773,0.06638728808792539,-0.045413135357920194,0.10920939046806351,0.03517413386595478
ANGPT1,-0.0014255711133728608,-0.038978212294748675,0.01997666308095411,0.0925945541671595,-0.039415635963197124,0.025679163378859345,0.1479797626752035,0.050525229182590815
PNOC,-0.011277161173013596,-0.016819104999353168,0.032800361437673585,-0.056717304284012664,-0.045969715871903294,0.0283479509950666,0.014572971797361617,-0.040302011098503676
L1CAM,-0.03968235509456848,0.03600031112942323,0.11422571454851475,-0.061473983821781285,0.0006117931055404331,0.0242632880138197,-0.028789777769053584,-0.05576164715390349
APOA1,-0.027003511308852972,0.04412135603290675,-0.030977626592961324,-0.024225114157537492,0.02133942812072307,-0.03381295934217224,0.03454849371301188,0.11814658691565033
PSEN1,-0.026406477536189327,-0.018653070790316847,0.061890352976511624,0.004084138687790435,-0.01923057229764528,0.02758013363606881,0.030319635837152782,0.01623871513259392
CALM2,-0.11518950793533123,-0.0020810366619373496,0.07394818043806979,-0.12379408633273355,-0.0073423913232224,-0.04394435691646821,0.07943909174793522,0.02648327822780999
CLEC2B,0.033625293860214636,0.027032271730500917,-0.011864239259413387,0.09374241618679428,-0.026117573092364694,-0.01509270520545644,0.08812340566597082,0.027445518097076342
