,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
LTA,,,-0.01637743719888256,,-0.02097988076788307,,,,-0.016094923802592438,,,,0.04170906871603834,,,,,,,,-0.023971454572735577,,
CKLF,0.018016342799276178,-0.008455006104759138,-0.009967813500433962,0.10356997863552651,-0.0019899041222531124,-0.04259856029887728,-0.17269559987338648,-0.3394869384206127,-0.023423143434915118,-0.019852988283792724,-0.007176283332498035,0.07259614032574527,-0.09440608191081422,-0.0746522211542375,0.005645840724708674,0.010944226039628245,0.005322310775475299,-0.012892405633482228,-0.02403330051401684,0.07649679270618842,0.08330354638009341,-0.027380573513547193,0.04680620642387412
APELA,,,,,,,,,,,,0.03946490762391047,,,,,,,,,,,
CD24,-0.10182477184775406,-0.04414821152106148,-0.022934744089696334,0.045208255459266,-0.07700375020679524,-0.05603625351541348,-0.25154134208071094,-0.01867008945268133,0.05516776078967238,-0.20571062496607279,0.08301019836099907,0.029105897218047468,-0.09979577580989107,0.05703477413060529,-0.09281118516285268,0.1223658442185203,0.06312327022740742,-0.08845332950807863,0.0630737244369036,-0.03485373196605768,0.09357439993403616,0.006355666799962255,0.02688248457315242
HSP90AA1,0.12247423418444324,-0.05254963197118263,0.005109389902736374,-0.0935400229470549,0.013074319312499492,0.1465020276100741,0.14198600630838384,0.34836938174525617,-0.08987568665861738,-0.06760570389049966,0.05912311947755148,0.05044155674301919,0.10248633691310889,0.043256822944389255,0.0748945009497374,-0.10756428409295614,-0.0020120263678496037,0.009348320186082256,0.0580413827966212,-0.12078631313512547,-0.048673834931870434,0.09290490476110924,0.06346229650610642
BMP4,0.05755607124689141,-0.018659200620358134,0.019625004458158363,0.049003877785569305,0.012797796131002206,-0.035150950141914286,-0.10587560164931144,0.06917685441789352,0.053874176028333824,-0.04961445369034173,0.02810433192439594,-0.003932836004119902,-0.02878358437716224,0.00620888665764962,-0.04793005120764162,0.05366307431066267,-0.00014964043488302275,0.013106648079230641,0.02780663934756046,,-0.004576462564599632,0.05704866590933247,
SCGB3A1,,-0.036101738278150435,,-0.03677561717343691,,0.00660802828248025,0.03144550411560316,,,0.006393540980895847,0.008447874200491451,-0.009649513559565134,0.02082527523270542,0.06377325904821364,,0.0033973857701873585,-0.031225897932708413,,0.036966551237437605,,0.025543201088314312,0.021842993333366614,
IGFBP4,0.013515851789893292,-0.008008617024312617,-0.03711397333237575,0.031215429119064136,-0.031111935719580826,-0.009111277689146154,-0.12716586309108233,-0.16713386232855887,-0.08746424703497754,-0.017142348014249287,0.02816066734077228,0.043282459056600525,-0.01831245847106734,0.03661787282431326,-0.015518709231700234,-0.034554286085589137,-0.019496281197296773,0.010811233628811876,0.001508248547394414,-0.022307214914648626,-0.04165976840912316,0.19266210613053839,-0.01925933040952087
RSPO4,-0.0451699433857969,,-0.026475997706750753,,0.005138798593116288,-0.02364945839792651,,,-0.00941020941510506,-0.02207218021986285,,,-0.046857421762408785,,,,,,0.012937543734373226,,-0.003743885379145514,-0.04386523465940212,
LEFTY2,-0.0008630800065805377,0.040906541545873955,0.1189889651831029,0.08144857194599292,-0.020466646871030083,0.0017170291664311273,-0.08490467858363934,-0.21435728318230599,0.014512477422474645,0.03283464658971261,0.08652321162386094,0.02448496965289292,-0.04170035970817746,0.09889583986756142,0.08201016933087993,0.15411703690365589,-0.008468465811027382,0.043746711529324724,-0.01995578954223571,-0.023309073475061125,-0.004213017541816877,0.08586056295178632,
PF4,,-0.027287078713760727,0.007361804774745436,,-0.01428174294505943,,,,,,,,,,,,-0.02624355756676131,,,,-0.023971449025563186,0.012470545225047865,
ANGPTL2,-0.07153396961165126,-0.03855226806743577,-0.01228249616711373,0.07425315787281005,-0.006269982094792094,-0.03886768253457579,-0.20043172761979294,-0.19337807289022116,0.05049631103183482,-0.06214764974258264,-0.0024157919183943706,0.04718437266040994,-0.05447830351308297,-0.02658519269354077,0.043769694815697244,0.07089601060425417,0.04293621831720512,-0.046690887768210974,-0.0005593798402953648,0.006603670415681206,-0.02850865219585203,0.21150534379389166,0.034869531666129314
LRIG2,-0.0643255005452379,0.020638569477602467,0.05632008648235333,0.03181549690677437,0.07509794515603109,0.03455837183015993,-0.08768540993469025,-0.17255420038604485,0.00506472855923764,-0.02597068745562161,0.05937288946409988,-0.03117794793040449,-0.006680811431959592,-0.05802767340691175,-0.022140031588811067,0.06358746883734648,-0.03756185445009272,0.047298333069730296,0.058620201133815546,-0.027491736688179953,-0.008362785010798231,0.06752177209598993,0.21813629190732278
ICOSLG,-0.06202168011573289,0.019059623732432203,-0.028120206119098337,0.12764889709840918,-0.042305200792696576,0.028761665385053124,-0.05945588270623062,-0.200964277971884,-0.015255717403747829,-0.01582469162564447,-0.05408122129847398,0.12196054265913399,-0.05796830913319979,-0.027252300166047554,0.037569612207418515,0.05478394823479466,-0.03955901693155889,-0.03925995414447403,0.031748643260497665,0.06787774625969678,0.03450188514428505,-0.04327403308323398,-0.04070890289384727
WIF1,0.3947786275243862,0.004436128308775506,,0.0752986881287383,,0.10857434284058691,0.3072062549074631,0.47477314473082943,0.016403062715230565,0.10981967867077465,0.10860205099516503,,0.1863247929592077,,,,,,0.002386525059003681,-0.04540683316431298,,-0.03562364429601042,0.09890027132379933
NPPC,0.06354429039581327,0.00928317546310182,,-0.046138055895447616,-0.022154505277364622,0.06439576018896571,0.05643149449503833,0.018160068219176716,0.00016848328363776207,0.004575084896290841,-0.005954615130115824,,-0.06609597502467959,-0.02298793826490418,0.0380243008671238,0.028845968198472512,-0.04965457028455789,0.04936705786725457,0.010632459363560706,0.059396605851432485,,0.04631636095459886,0.018969133010313576
LYZ,-0.033989397086507514,-0.015593210087299702,-0.02742746295496146,0.03881849965333772,-0.060199027190013334,-0.07376056578427603,-0.021210683372072135,-0.19191760730066854,-0.002009121120199765,-0.009358545195790432,-0.04927533889727223,-0.054065322407991966,-0.017954946218250986,0.013293249412320057,0.016594693703697774,-0.008123353705527667,0.0012482280202629182,-0.0619184864139732,0.0026702359876543073,0.004288442187968417,-0.04558149422049946,0.04288339555672074,-0.07871500764369353
EREG,,,,-0.04637550032244552,,-0.06597681789345888,,,,,-0.032870184749920844,-0.021233640392258217,,,,-0.016202946927322846,-0.06121483433538413,,0.0065712396477163705,,0.008994172539040942,0.11286771005999988,
SPTAN1,0.16838184519885208,0.04017014023297035,-0.03721496923061341,0.13136392422391968,0.041952408620243124,0.139906563330999,0.07715979222903394,0.14309019610992887,-0.008164772412469531,-0.07060407302098164,0.08438489203695088,-0.0006894318243573042,0.07263232967424119,0.00980076845633558,0.04017139976292241,0.08848325763908177,0.015986277236150225,0.0503114800575384,0.03572228941023295,0.023368620477796618,0.04668838857246009,0.10468398319238234,0.014016156806703182
PTH2,,,,,,,,,,,,,,,,,,,0.12887400627881215,,,,
LIPC,-0.0033089166321970654,-0.03850766364850891,0.09381502419672282,,-0.002256455831480596,-0.0018620768008739501,0.12488562233406629,-0.09210682705582274,-0.051245602063652335,,-0.007836835946022984,0.08851008756094297,-0.014985941972337848,-0.02437635538983955,0.04597791592643215,,,0.04350823936494832,,,-0.016202914836712844,-0.0498411107885092,
COL8A1,-0.2414905043956453,0.007470877194043309,0.015292391743085795,0.06401478201812676,0.017629246651377422,-0.09570399251946791,-0.1445840643205383,-0.09315840307042259,-0.02816532586480953,-0.027435477715940806,0.009842468317857218,0.040323278045471596,-0.07648698571117699,-0.01163400592373311,-0.05614836580467041,0.07119732650235659,-0.06560582760624371,0.022747844624510703,-0.07823513597952769,0.023025625697061777,-0.00233194458129615,-0.0725020471499117,
GSTM2,0.018880670125130943,0.041156536361106465,-0.01209105576511964,-0.03881744143104871,-0.0023360894002428054,-0.017818389467899914,-0.03256595372117618,-0.059719264722242565,-0.03914040786261375,0.004738672941323335,-0.016000257602419365,0.002285995929333587,-0.029240475797013502,0.03693818706723165,0.013829624483790659,0.05722077104276154,0.059216289122796174,-0.04234211339727643,-0.035585516408853726,0.018007681064282535,0.04068071831477205,0.034188663507701354,
SPX,0.173080708474067,-0.06410286605239228,-0.0357682424119211,,0.002492650971795003,0.1572829593418588,0.05239369521282775,0.17772229444370602,0.030916636130363898,-0.017913093401515395,0.06030341396122203,,0.1478163078230258,-0.03047492188506145,-0.017636172983846617,-0.007625225854493356,-0.03258473113358259,0.005539496846535511,-0.029625492758499523,0.10363351481804724,0.07556244835597056,-0.13445797282088312,-0.038902450562175846
MFGE8,-0.17983532272671193,0.0055830636223570115,-0.0029106186450188424,0.036756985500475944,-0.03715062477486684,0.15449624744572332,-0.0468116975880696,-0.06533626063399352,-0.01717571231237876,-0.06258248088381178,0.07954695437131727,-0.01040159807860788,-0.05516676931570572,0.04554906860159372,0.0493700489302045,-0.01771751448174324,-0.04202922787248505,-0.04401934735543704,-0.04734704089368894,-0.011453218903661288,-0.03094642765897965,0.07715753696681171,0.002734795829444234
TGFA,-0.24670794335808,0.0019572469528062308,-0.02342221973187746,0.04077388943028904,-0.05163209456204268,-0.06595250649425223,0.027462339067723482,-0.1683237665701145,-0.037175363086336254,0.021644875007259718,-0.010419804656055196,0.0005812676013380736,-0.032613674996459514,-0.06425255153779177,0.006621061568278814,0.0523121689451454,0.04635641346693991,0.0354302876295498,0.034935191269947624,-0.02000193800091717,-0.04407210225992755,0.05900139096671508,0.05197948674097189
