,UKF243,UKF248,UKF251,UKF259,UKF269,UKF275,UKF296,UKF334,ZH1019T1,ZH8812bulk,ZH916bulk
SFRP1,0.007481657960275911,-0.014251536258400825,0.04096802306928303,0.048429270559022734,0.0031435545016229188,-0.028548052705355664,0.0012942567255910652,0.012048004600201377,0.002994044358536229,-0.030999936669463397,0.07223749664815804
CXCL13,,,-0.01815012808405674,,,,,,,,0.08193608139739482
MICA,0.01858456633920815,0.06376888753814255,0.02338468981410776,-0.001706168462627651,-0.0027686683882976485,-0.0409545349256765,-0.014952379261193709,0.07305071261119274,-0.0734137847018549,0.03954931076998626,0.06831992656029193
TG,-0.02644831628628293,-0.006160173218060934,0.02415418029857512,0.01571779012110106,-0.015399790551242534,-0.012987244188354697,0.021514498148048622,-0.0010999823941093064,-0.029463662733406074,,-0.006023903295943742
ADA,0.005045137048235113,0.030789719465214624,0.029531235404849976,0.009602710776239231,-0.00035334222581012947,0.06188272163260347,0.028682431191690796,0.06947432187144696,-0.1010329091463818,0.035767393955172845,-0.02714915250332061
LAMC3,-0.01726132978762643,0.028181214430045686,-0.029152186303250834,-0.027740181672398,0.015344082391619832,-0.02012201194616189,0.027511401435927934,-0.03652513965279207,0.05239506725247521,0.023345588190410414,-0.04545751724819243
CCL7,,-0.012544742632953531,,-0.03270828067951083,,,,,,,0.07713867915211625
NGF,0.010954738924296248,0.043699326592595435,,0.03520793355630205,,,,,0.0872591300828666,,0.0247039204552432
TNFSF15,0.025971781390988685,,,-0.006235076580236961,,,,,-0.02114292697931302,,0.11591348088746546
HMGB1,0.044307716890089284,0.03778718983642953,0.021515144020090082,-0.047663027155912724,0.02756593916610195,0.03864642379066827,-0.021107066067119352,0.0172419068076189,0.0594413893597772,0.075130082459437,0.0017901479095537706
ITGB3BP,-0.007328487526830212,-0.00489834865444877,0.009550606478083036,0.015044630424670543,0.029884005721589606,-0.02457776948848856,-0.005069021578090457,0.05848629632242182,-0.1262226256439939,-0.00020695618747876418,0.00945707455085029
AANAT,-0.03426043711823834,0.0002471324744880676,,-0.03391030156437509,0.15450094993500535,0.15600148253583085,-0.009630948178805342,0.023821157057273987,,-0.039472786691385375,-0.0029409227711026825
RELN,-0.032958222744980024,0.03924014531576513,-0.03847036922132516,-0.012210383329020483,0.02889951271197719,0.0319252776691501,-0.0232438117714537,-0.020696800723263117,0.03158518360091948,-0.0390852365095581,-0.08675622658168392
IL15,0.145979284786902,0.018938251272323743,0.009979131114590112,0.1045300815686977,-0.030021662867381702,-0.03312814902324415,0.03981094410691696,0.011757704563864425,-0.021382961226876107,-0.0491561895242529,0.0596740266724345
UTS2,,,,,-0.01766836974902544,,,,,,
BSG,0.025318343934722282,0.06451775422106755,0.016762395204012955,-0.03348867674013133,-0.03449840531856461,-0.008708825685588473,0.011086898999679884,0.049023719867790354,0.06785795519057937,0.005377386136102854,-0.005493485397831412
ADAMTS3,0.0020072633611457275,0.02927709554653309,-0.028804720695682837,0.04809958402553456,0.01548389215708407,-0.009053883768995323,0.004403204735118365,0.011583294199912038,,0.01138253341756325,0.027203635713694118
CD34,0.07104731363843411,0.005020850500556428,0.026139933749711533,0.007194714988077305,0.05217236513061219,0.03229164730477195,-0.0038951384553307204,-0.037946467985664936,-0.01572314083873765,-0.019870268760979165,0.012465385928513305
CCL23,,,,,-0.013096069832906483,,,,,,
PLAT,0.0376811735539489,0.05019043691157321,-0.02450244975863061,0.019929923725618453,0.033155367097282236,-0.07871719110768333,0.011132358973913445,0.009013199497388175,-0.014508317477957442,0.02824603347012276,-0.024011775466165942
NTF3,,,,,,,0.007424356534693297,,,,
LTA,,,-0.012055895314768939,0.03927116776884992,,-0.011248580120954857,,0.018988263105134105,,,
CKLF,0.08601389237426024,0.009264142346577976,0.02608775897285205,0.005944051779206379,0.0550509122780326,-0.021807944235407998,-0.008718647475356996,0.06543528793739399,0.061831406566213665,0.014304421752562519,0.06461257690502491
CD24,0.04809378852286404,0.011495508404054167,-0.03334832781384488,0.02766834713140015,-0.014028134946058025,0.046497199586759345,0.09706697459554527,0.09356501189349828,0.01333892267834083,-0.06199866764789956,0.05631407360942618
HSP90AA1,-0.0588878605982865,-0.02530652910422617,0.011955539547979935,0.048134752568568105,-0.026815769310187653,-0.07064940771971064,-0.011473874686979304,-0.028670693602158077,-0.00841159753577927,0.011207660381135763,-0.03184513007319085
BMP4,-0.026198138541834542,0.02112938909453443,0.08947943505663104,0.012615920287791143,0.04912099338744374,-0.03226419434862193,0.02094416460026679,0.022321041852004675,0.03252765228315581,-0.0072149950534526885,0.0707025952448617
SCGB3A1,,0.04206180574703312,,,,,0.049518186544546816,-0.022688549948625153,-0.10356974930615383,,-0.0038929874184417713
IGFBP4,0.010153981285904369,0.038927317346631934,-0.018449315453791637,-0.06062974292586554,-0.02936733679895668,-0.03420356697498285,-0.003832047137808755,0.049248353773566435,-0.07043085058638174,-0.008050502627271078,0.022837042619223546
RSPO4,0.0006488400122177671,,-0.01948973168576267,0.0697325842816378,,-0.01308278347679781,0.04958161689511227,0.06324937326377882,-0.008461482629543136,,-0.042179032202605014
LEFTY2,0.14493621506569004,-0.013562408686663526,-0.012203960051957756,0.020408641437504503,0.05668151241501777,0.0170029469814068,0.01703443889163491,-0.03113516618091967,,-0.0038821143550927593,0.024570761384678196
PF4,,-0.013013155454645703,0.047073530262875855,-0.03592791537981322,,,,,,,0.060245274070736876
ANGPTL2,-0.017694757476532093,0.03720210945048622,-0.029788310963183153,-0.006932927806529774,0.01010282241063575,0.02721686202442088,0.036862177203948195,0.03186634565507054,-0.012295825756454873,0.042232289376598765,-0.009611739071276503
LRIG2,0.12495588831102479,0.029571163693195453,3.073465985478407e-05,0.02786330520704629,0.02222531273554645,-0.004717733677265673,-0.014843291906701717,0.03768983583642281,-0.05763960290873417,0.07715753897393471,0.08411243130416128
ICOSLG,0.004157735535499699,-0.02759297258123375,0.03517968143151181,0.006696790553472923,0.0523431468213107,-0.03519131487293799,0.0023644120148572406,0.05679595335528984,0.04439998400236745,0.01150255554428984,-0.013440437571627165
WIF1,-0.008861769785810679,-0.02341506103228574,,,-0.015763442476739196,-0.010095674134388269,0.0012358329593498516,-0.026551078852718586,,,-0.018501140456550772
NPPC,0.006596135628933475,0.0019099482218383774,,-0.01021368749368739,-0.030989076437096932,0.008882316444774694,-0.017879267665502668,0.07509042839969894,-0.0012061744897912169,0.015535515927467517,-0.04154201146940766
LYZ,-0.05517609016573655,0.009593654402799922,0.010697977682190735,0.02833738813581913,0.0058383266128968336,-0.0047180371413853795,0.005764308249395712,0.015970240530239863,0.1029769822839611,-0.0008905736333055445,-0.031636146621470476
EREG,,,,,,,,,,,0.00355323335013613
SPTAN1,0.09863067728921811,0.07102989016860665,-0.017463517717364617,0.04896184220569197,-0.0009613339756345552,0.04038896219035394,0.016335836596411416,0.003947954801240593,0.009610859541620696,0.029053146880213827,-0.03626841533658457
LIPC,-0.00717106839928897,-0.01593152271662311,0.06095901481610739,-0.022162538546805152,-0.030103133355400963,0.05896181990305777,,0.011603574805517092,-0.08443423737330222,-0.0027721966441352666,-0.0025695783088328815
COL8A1,0.022901282530701644,0.03998155101363272,-0.028201876359048153,0.02471358103829335,0.00015328793016589475,0.01031917876481242,-0.013747871904903695,0.07525256016528345,0.06738739369993177,0.00948305787285913,0.06054602373707435
GSTM2,0.042480252177070466,-0.025988487264010783,-0.02403037993151404,0.010663184373337789,0.07735044760360466,-0.010424458155865604,-0.0024358378187132866,0.09376563109893142,-0.057712227439938035,-0.005130797434496182,0.0798436134855638
SPX,0.027846495886964768,0.030607603408353994,0.022480047722130723,0.0008512153523029627,0.06303302725169782,-0.04238703126373387,0.019546265069921395,-0.032143739884182544,,-0.01232425383228932,-0.03111852181251797
MFGE8,-0.07090534208357757,0.007231342967867267,0.02951401170356881,-0.010866175809537562,0.00023634517928737575,-0.010131266821514232,-0.011986727313522828,0.01663980663649116,0.0332836783008382,0.02704476817492343,0.08853081492097395
TGFA,0.0324303519469441,0.0462628923171992,-0.0070734610562655596,-0.010751764871207978,-0.0250676240635584,-0.09386566610025049,0.03665669307573946,0.05457274705027196,-0.02869880222582288,0.022809886901000317,-0.004765115720055188
SLIT2,0.042566913554933465,0.03150595236251349,0.01595880670949416,0.011329931752986473,0.0057320826151800635,0.032140310627767454,0.03375573196071526,0.017882225317828057,-0.0219260056833811,0.10909650216338147,0.027011858235704497
PLTP,0.07161226459975956,0.0030252142089287155,-0.024338889877792536,0.002887979164562924,0.003406422731459489,0.041871740615740054,0.06824349780277257,0.05540255335186007,0.11315484193630133,0.0062613278744483615,-0.0558291363504161
APOD,0.0470683665373341,0.05563661934201486,0.02007897001561091,0.03857286160087682,0.012280855991183627,-0.012479147103547878,-0.03222502859548519,-0.017085832604304366,0.06700700065675666,-0.023773714444323,-0.0357117252072556
B2M,0.038544325778609494,0.04250295241948019,-0.049911662558564315,0.04082926594780214,0.02137812391823373,-0.01008610241340371,0.08127738044777776,0.08968563994912153,0.07008419870938469,0.02300728296119974,-0.03339215793086857
OMG,0.01798463662054863,0.046481815577484535,-0.00725473432508393,0.02388384106058885,0.010568540143742798,0.0724787246545829,-0.06246798311818732,0.0029240157971302974,0.09323885072677773,-0.013597045965041453,-0.06061996560375679
CXCL3,-0.014475806314176429,-0.010313862732318858,0.007465187500387412,-0.0007557036180633109,-0.015111522373407626,-0.035219756827337065,0.016582229770235938,-0.023416701380799675,,-0.027796755397230224,0.041223306146700237
CXCL10,-0.014407485430620454,0.011954440204287839,-0.03677850341237626,0.08372326987540882,0.019523978481111565,-0.04147042262604927,0.04062790886175529,-0.037211972330865824,-0.0467251495431513,0.08870583699419239,-0.03465045063645339
RSPO3,,-0.017040437227167086,,0.007439594986030619,0.04464792881822608,0.036282868891684986,-0.012803799790144997,0.07778678692151227,,,-0.04239143170798723
CORT,0.05955810010226474,0.041681435219035286,-0.01958543053882793,0.01685761524523739,-0.0067113510722050275,-0.03785440903367091,0.01992635387282757,0.02315581439332108,,,
NCAN,0.11050055345840415,0.036750509966976104,0.008312093844790182,-0.03594762850731367,-0.0026951658297714514,-0.04542632853294061,0.059526907057343134,0.09052506533147998,0.015387564206420705,0.06346444503946412,-0.08691855131550967
PRG4,0.07501791560815244,0.05525890413501322,,0.02363720055066567,-0.01637195722672088,-0.016719277916601907,,0.017576389512605057,,,0.04107817423210804
ZG16B,,-0.01739577004732238,-0.013196370725138276,0.009821007483355789,-0.01767615878741803,-0.008938018035128066,,,,,0.010612141185069028
TGM2,-0.05507462298027029,0.027549416434314515,0.027146318622525582,0.00026958311170205055,-0.022368731553709144,0.03779873588362974,0.00534055234858443,-0.031468623126657345,0.07806233182264673,0.03615109219924817,0.038538043530942985
VEGFC,-0.025637033278270424,0.004493255813203072,-0.016944648197041504,-0.008637704682141352,-0.02158539767726802,0.020764749751536176,0.05734239628652136,-0.029197111593459602,0.033656896862941287,0.045327880805985904,0.10617385432780752
WNT6,0.0024184915306582275,-0.020240664911688102,0.03995126437423271,0.06407048706659457,0.07992438574973836,-0.019891240339254403,,0.0023539529676294304,,,0.006903348759405577
NRG4,0.00012075261368422545,-0.011554148379945825,,-0.010907216507780683,-0.0016088139981333101,0.015543966785396175,0.02137043148933201,-0.03406183620166013,-0.020538175277994297,0.0774754474587143,-0.019691034064987036
PMCH,,0.012099243834341276,,0.024018377001734863,,-0.013082782845412203,,,,,0.032093057233038194
COL9A1,0.02830969267570192,0.005636105945423195,0.05923868246262054,0.02456427652617869,-0.0017128772165849707,-0.011879438409705128,0.03566025690050297,-0.029845935364650227,0.029176024494639033,0.022610504333816187,0.019931991850064664
GDF11,0.11791306234338159,-0.0146800433185365,0.0516306389247467,-0.03793624781055348,0.043917731581260604,-0.04741903687471591,0.006422291172348282,0.018870815286665482,-0.0636140429959512,0.07270482808533871,-0.028546177890393463
IL24,,,,,,,,,,,-0.006291244509341955
SORBS1,0.04149354537875637,-0.0271608220676964,0.027019043266434437,0.06860614151368535,-0.043988577630685206,0.02914450121480782,-0.021777858512226696,-0.03707066666180648,0.012202470386491212,0.04532721136747483,-0.06184856223060206
DLL1,0.11756514221058431,0.0017009405799040765,0.013520538300064876,0.031002754439840467,0.02111009507384345,0.03245362002658324,0.06045020168610788,-0.04002871145231789,-0.051441166608576706,-0.018226772695535957,-0.056878194300820105
TLN1,0.019498318349102192,0.029494093944174037,0.028353923458210365,-0.03936420859129926,-0.01704259654911681,-0.03929358709299935,-0.01952936045372138,0.01852337510164821,0.05812024392413296,0.003831719389123306,0.047620112721488375
COL2A1,-0.024802049212221296,0.027174512858888236,,,-0.015111527516026171,,,-0.023772759420938244,,,-0.026629164262295387
SHH,,,,0.06383661916719337,-0.011879496774211167,-0.0474528700165427,0.049916971062159254,-0.022688547965504645,,-0.002805308403240893,0.02601131534160237
PON2,0.0982400280262446,0.06891460753047046,-0.03195552717085278,0.009717227690497475,0.016534274841537758,-0.005177726588499062,0.07432977966616088,0.06728279560741976,0.06689570817989235,0.03381040639502964,0.06848614177031694
ICAM5,0.014317036985525892,-0.0011203583395952865,-0.015709237810394096,0.0056764561363990065,0.009789091863502422,-0.010358613088641876,0.017167447355673396,-0.03614138006746479,,,0.0037290565373420998
HPX,-0.025178534855975078,-0.009558327157321815,,0.015437878965519762,0.09808536845047257,-0.017540306434616893,-0.028111981799354747,-0.009248358853670756,0.0167253275053651,-0.039472770526649305,0.10874421191940237
SFRP2,-0.0322908329563129,-0.01667826709369396,,0.0035358991338371127,-0.012060403619492269,-0.014618698404866409,0.007116582379104302,-0.03661386446693405,,-0.0420467002267423,0.04327126665804307
CFC1,,,,,,-0.011248580800764662,,,,,0.017974277801388265
CD70,,0.062124795334395265,,0.04239462815600391,,-0.020982541684219952,,,-0.04626168040223349,,0.11647174080628499
HP,0.07038244595613757,0.004728826886386939,,0.019727760654967213,0.01566648446408271,-0.03656719730350111,-0.02235016686536582,0.11777974894277533,0.12295077803654864,0.04417073631765679,0.08818014722551756
CXCL2,0.018289147966123364,-0.022558319792906366,0.03231895294384985,0.08768103019549348,0.02762891627624126,-0.03448914377063613,0.06409161957932806,0.07704870659385876,-0.0708831352328704,0.0020776713737564964,0.019627445625254293
NPPB,,-0.016183930516179473,,-0.05080270816147786,,-0.009849714814171883,,0.018879365254376723,,,
CCK,0.06011875380194499,-0.005566521296535381,-0.00704332448060338,0.026159313489394164,-0.020190928891887002,0.052687593119490304,-0.09908352220064859,-0.0743426315103921,,0.04252697031688283,-0.05537139640764527
SEMA6A,0.07876646397852838,0.02988682327808626,-0.02926387926985881,0.06938720537182624,0.014427851687373199,0.013368252923091769,-0.01116740491106875,0.03554439527309626,0.01402183633302422,-0.04411169215404213,0.03937298033440818
IRAK4,0.0148424890424148,-0.04096589002658618,0.02288322076702818,-0.0023397217435194065,-0.020260111812562792,0.021843626345887837,0.02264822511772505,0.02624638681039309,0.02221063128549127,0.05608481055797832,0.03488424212750976
GSTP1,0.03291415103284873,0.0035374494208969243,-0.022906030151729727,0.011676898588071664,0.033512793754965096,-0.020223032533820087,-0.004513552071680258,0.015836797425751992,0.12945684047687092,0.009295709625225176,-0.0051788568896298836
VCAM1,0.04356597659414635,-0.04632508490985036,-0.003123246710419236,0.035585592897179455,0.04488999448406072,0.014451393744502106,0.0308121366813548,0.010808394132967667,0.014731955748085048,-0.008535028758589526,0.016896214658851272
NXPH3,0.00692534551555092,0.035382324318989924,0.0397415977712499,0.07293390303191577,0.05913634136218468,0.03240015455809185,0.019272160030720138,0.0253878058410742,0.10643305115421889,0.04787749934446108,0.004877568954314921
MTMR4,-0.026054665511347542,0.053287334508649066,-2.5599067395654785e-05,0.004807527246010313,-0.024219455085670704,-0.04082037107396317,0.009198181962449987,0.06962816452050882,-0.039643261551682775,0.018561616338284653,0.036124597226260026
LAMC2,-0.022127692275392265,-0.01270269321221339,,-0.017836709396482634,,-0.012399692075634369,,,0.048535250515037424,-0.028464863437894946,-0.004036016103140705
IL10,0.1496382686631105,-0.026839394512279065,0.07510368661458529,0.021107086952808624,0.056623982560812386,-0.022111396416695968,,0.08798184208284306,-0.012048211786717906,-0.027457094402181123,0.018162013439888262
SEMA4D,0.05547859543379945,0.06428738887038236,-0.008509528442521987,0.003671708240289409,-0.05089320944956766,-0.009097276990327115,-0.008547965229140047,0.05107055969270442,-0.07675667339075384,-0.051847670207071386,-0.012003072593936497
TRH,0.09197393168564214,0.01647404475560709,,0.022520225447748086,0.03051528125964252,-0.032675181744363214,,0.07816651194297324,,0.052648948054399486,0.013965848759118864
SEMA6D,0.03656063012911186,0.009427823032406692,0.0070556469737083705,-0.033355684669510416,0.033278951147864486,-0.004082040607058725,0.053092863401955535,0.005871300282407653,-0.008738732099602084,0.0025703034994465353,0.0450056089777814
CEL,,,,,,,,,-0.0181835966627691,-0.01687346813548416,0.04978249174907954
PDCD1LG2,0.04786262641358282,-0.03543159765547503,0.023897971186982128,-0.0004745262298452326,-0.024376822288490897,-0.013713834091525436,-0.00013024849591073887,0.03361811136964167,-0.06095604182802539,0.08766945822079227,0.005841860340499582
SPINT1,-0.034260416573295656,0.012925445896240551,0.04669752353003176,0.019960212140409713,-0.03768621478400767,-0.021541755362957944,0.006100720897315775,-0.0009517745980456014,-0.04137883711672165,-0.008295740596315652,0.005426939614214618
CTHRC1,0.04806387607861414,0.02052964032068339,-0.01830731774364387,-0.021864402404497767,0.015857230680873,0.010843623278123325,0.04010553236483487,0.0033985683747204225,-0.04789200488860493,0.00648688149340716,-0.00966079915699408
PODXL,-0.013298457475366326,0.06191892475390105,0.06489183319519068,0.045624124881964344,-0.005579957160775017,-0.03749841566575586,0.010028102033392444,0.03909502244232429,0.011258479012550024,0.05347260655918803,-0.01768015235535558
JAM3,0.017304226375917012,-0.028346106048562768,0.0005878433482159135,-0.0047026676352625914,0.027884560913209646,-0.019588564854131563,0.06048065893685439,0.06250383671812265,0.04763405848900712,0.017310253987104913,-0.05731649642695528
TGFB2,0.04563643186951036,0.036177724676196545,-0.03012912276054162,0.015193956212863563,0.031516209562535306,-0.0256459424049259,0.07725056592907628,0.08167473535318233,-0.03315891432807393,-0.038608020976837014,0.05677731477740491
COL18A1,0.04477366911930087,0.03875631440092636,-0.02347260590000132,-0.0322690404491843,0.04315075750231338,-0.025195207554029746,-0.009636587006027021,0.0540977328991204,0.020277677151608442,0.01423070516918579,-0.0320380677376568
NODAL,,-0.026100477331862503,-0.011754459958776272,0.05516244613938932,0.0396892087608644,,,-0.005423410111162337,-0.004523207109942564,0.05451626249237834,-0.03671236466250761
INHBB,0.09354857039757263,0.05416923343323958,-0.028135777263498165,-0.003439032212691858,0.017775653651715552,-0.0016997874003621806,0.03104944102101073,0.042914066216835155,0.11187734069909434,0.004658639366628156,0.07335414557780658
LCN1,,0.09450975882672187,,,-0.013261241941063264,,,,,,0.0038849001385718256
ARF4,0.007037357521330235,-0.014341532764112205,0.013877718074037551,0.03235553053078747,0.01669180335389286,-0.00853355055459091,-0.02985911451475069,0.0022054553100455923,-0.03038140957876826,0.013443158373240125,0.05846130314414327
CXCL14,-0.018574306981928173,0.04490376842425208,0.0002582707028768398,-0.008997875048033899,0.005583555214201566,-0.03742241358891393,0.02118805449434172,-0.020780571444427107,0.026655052778164712,0.028902229328741376,0.09694942589010479
LIF,-0.0481240693021634,-0.018565110659316427,0.07176975385233633,-0.004200304546487709,-0.030846205823760697,-0.01987944387142935,-0.04782681537683427,0.06319653007202565,0.013646526789741141,0.08253216593747971,0.09756146422233716
IL17B,0.12287806347122707,,,,-0.021901138075537976,,,,0.004333554947894998,,-0.003536371720150783
MMP1,,-0.01751276415130216,,,,,,,,,0.025257551430183517
MATN1,0.11876266810353127,-0.016678269366508198,,,-0.013903510609930798,0.10086251630249486,,0.17511363207781705,-0.03695769697492697,0.005634284940817057,-0.03048324769116042
ADAM28,0.06925428497881497,0.03164896079273601,-0.00981365639139374,0.005599738643622078,-0.056024962697450394,0.03830404386150926,0.036498313706132365,0.05856710381543161,-0.11303724576625085,-0.043954497856118546,-0.027487351221482603
TCN2,0.042925936199699026,0.0376440916374778,0.0067099973648659435,0.009560144879067157,0.03649649339702783,-0.03591097468788016,-0.014663005932135563,-0.03084379405811361,-0.009775986308388981,0.02904377009439739,0.050217654117132825
THPO,,-0.021732475553752354,,0.02629450355273301,-0.02705805262301014,0.021048040108414354,-0.005552070558962288,-0.023772759193368503,0.06733178951133102,,0.11050703749307883
CUBN,0.005799938432349518,0.003728651000690578,0.04088279822697038,0.014449391074535783,-0.0338477985047402,-0.0367153649800258,0.08579221737913684,-0.004780266308348259,0.05936950763328558,-0.03596657090319107,0.048188262320432225
TIMP3,0.060539748886518426,-0.033269606397856276,-0.05205974463533511,0.022685435316997668,-0.004867881070402538,-0.035217385492407015,-0.04607235003609627,-0.0021829945661378677,0.10637027184751516,-0.0007571811399752948,0.018958415621646883
PIGF,0.027086993793271973,-0.010765183886686779,0.008569150013853827,0.032809225124428805,0.04103775932942408,0.03647960934094749,-0.041264600457394114,0.04062278827085099,0.11534932321120288,0.010223019131305326,-0.03902057872072912
CRH,,-0.01488272081047483,-0.014751816253689152,-0.010152721823874448,-0.02039230287922296,0.0015439933114388873,0.025800506623516215,-0.022166971866394027,,-0.0018667563837381242,-0.009898999740092297
BDNF,-0.021417777270101523,0.010653262329197333,-0.013196368209797285,-0.007469124098085456,0.008780398137769815,0.0031686046519025434,-0.022118565402751634,-0.026774232576124123,,-0.014149451946229512,0.05294880539482491
CCL5,-0.034125332564114604,0.023854363384250656,0.09374247981910956,0.010327088741199869,0.023992030015547568,-0.03747327539558356,0.010473951685309135,-0.03225060665295847,0.014152981339995365,0.017367909766556392,-0.065832110958414
GAD1,-0.021497866221675235,0.040766443194259705,-0.023785639484417587,0.011426882153965886,0.018144042576403473,0.018056126489887487,-0.0770004430912787,-0.03559684620570721,0.06815915318646112,0.01180415799215718,-0.05064448643375955
COL14A1,0.07102626690481605,0.05113867243713486,0.01631951512347042,0.06412693444289004,-0.023524676515188494,-0.008990627838989232,0.028769493704950813,0.037384779603578625,-0.012008999169269202,0.051780506008444575,0.0004807553574118956
HLA-A,0.06518111210829393,-0.003137187732303147,-0.02113090333837934,-0.025353112517677245,0.0195281398617596,-0.07091522521949373,0.024186248579391546,0.06115554370225784,-0.03669978429988138,-0.023370910656414008,-0.0393663072385668
