,UKF248,UKF251,UKF259,UKF260,UKF269,UKF296,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk,ZH916inf
PMCH,-0.019624079104287054,,-0.0244831418203777,,,,,-0.020279448489790085,0.04133398491484541,,-0.024839360980321717,0.021055709745418743,
COL9A1,-0.004410299143385143,0.046817743414006185,-0.018454750476114713,-0.0022057579492513616,0.02473312198279412,-0.005188313433406267,-0.009455978924464117,-0.06836905129559159,0.1015376470960253,-0.02128713278904833,-0.03260219575309288,0.019887453109160975,-0.008847686212183058
GDF11,-0.007058206499833433,0.05264876976295944,-0.017828504696070308,0.02911421154088595,0.0668731740362798,-0.023235699712035728,0.0006274050090911558,0.01653771685756531,-0.032803855475324106,-0.002162445275780444,-0.0026438466545648503,-0.008086928514508766,0.020945442500428582
RAET1E,,,,,,,,,,,-0.02258895310153777,,
IL24,,,,,,,,-0.01511986812153059,-0.016768519388109138,,,-0.002142479588916,
SORBS1,-0.0414456296212105,-0.014440858341427183,0.048660861314732254,-0.0034903220053602454,-0.009178891036042958,-0.02471577466482615,-0.08184947157717469,-0.05426230087689064,-0.01596842624240917,-0.03104881170507574,-0.019979291032646982,0.06811532849959433,-0.030351493689240446
DLL1,0.00311782292727405,0.04097686550812716,0.023416769104803347,0.018134417959991385,0.0824852539123776,0.05512898892374615,0.04709472607267482,-0.05842494880931733,0.14746723286612035,0.06267930534131458,0.008954682976577784,0.037387913476167975,-0.046693180236143925
TLN1,0.007750645962559187,-0.06520563136544978,0.04212157434109341,-0.0007754424820681227,0.07210272482832603,0.029626520667476154,-0.0758379822849549,0.03556105763571306,-0.05390871583121244,-0.04314948286972898,-0.012424201660855196,-0.021800260399135123,0.0674022190549204
COL2A1,-0.006810692718287999,,,-0.014271159136846642,-0.019179349052545723,,,-0.03305401381409412,-0.043703891141106274,,-0.02996788592633665,0.012611689511845192,
SHH,,,-0.015087154898647839,-0.03617835397136388,0.1627384838813065,0.014187112459476063,0.017314352616111826,-0.009010847060873984,0.003990729665474228,-0.013013310171655381,0.044448035360261706,-0.014636398671733554,
PON2,-0.022486312202147325,-0.0572312794333035,0.019790426704514506,0.0029003173849569876,0.0795462530607944,0.018583469263616356,0.07578079175512249,-0.0823930229367703,0.04499337537556833,0.022506410974002983,0.037214160896479435,0.03590577575755724,0.07179882150458146
ICAM5,0.03215250082743192,-0.018628562720283643,0.002176310627950155,0.004002252025797986,-0.037478322309749026,0.05897013093356724,,0.022330551959721074,-0.014454054971121,,0.005958582279188728,0.026426892522072684,0.09720510714597692
HPX,0.0368617662739941,,-0.036709100362849925,-0.004728152152740231,0.02616889662066005,-0.015371741840677298,0.04237841732261961,-0.026343254921650096,0.03826160654510018,0.017836842273818366,-0.04752029953960275,0.07358947850324547,
SFRP2,-0.024577689705381562,,0.050727866372472986,,-0.015306903321819523,0.09825764870815855,-0.04505240065362033,0.018573480848234115,0.0018975032800058128,0.09175658890863268,0.06802257760007908,0.060215408716185796,0.05925880479531943
CFC1,,,,,,,,,,,,0.012652798648260683,
CD70,-0.037154732663931385,,0.012289841013059296,,,,,0.037589213413966274,-0.022617565614881263,,-0.03141636525876544,-0.05184541526397739,
HP,-0.0059230300906880935,,-0.0009688380088646668,-0.021108954070543768,0.05019533505144958,0.019860328215483617,-0.01791218498872856,0.019535595161831856,0.01719587125123012,-0.029401048099120006,-0.030802937146770792,0.02116621567081152,
CXCL2,-0.03848352945018591,0.03242260080574733,0.0848407334697531,-0.004569410329395637,0.03943711308863589,-0.021362956747995758,-0.024810001135258466,0.09700239976937688,-0.020944425917143634,-0.01954076841516704,0.08984740594953669,-0.0030897122495922138,0.031116261468494784
NPPB,0.06502655837026869,,-0.037521336407746506,,,,,0.10826020490617266,-0.023741914796712935,,-0.020887990517776,,
CCK,-0.003990175735888697,-0.008973497922232478,0.05364817460303877,0.03502138363063865,-0.08904712187179196,-0.03295815233731959,,-0.06808506741547878,0.02902336805729728,0.05611181112287477,0.005265728604642684,-0.009532832366315431,-0.04156058428800264
SEMA6A,-0.020202130280338394,0.015647853442333964,-0.0005838197418116917,0.003125911980535666,0.09136763905163606,0.057905323202456074,-0.003990255128163636,0.027779934686652113,0.08132486312769852,0.002008629966411884,0.02680875342050778,0.008105960951436588,0.04500142361037068
IRAK4,-0.0479249233518835,0.017477990830146953,0.05882214736044509,0.0023927362341627503,0.09031061494039247,0.01117580391355117,-0.014487714163632367,-0.002317610808783594,0.05016443331759129,-0.009207841358569061,0.07223589233889861,-0.004434320786814487,0.00030797169959362547
GSTP1,-0.020262006155538782,0.07509878670974802,0.005635521761186053,0.04881861659498326,0.1048184753067714,-0.025502811451511804,-0.020024558673379197,-0.010036623263070733,0.0871461927624258,-0.013431353441370758,-0.03447858899521083,-0.024347617046359366,0.05102259127701872
VCAM1,-0.017797107054093916,0.037388926059626314,0.020264401757707533,-0.04085370482320921,0.119349117140225,0.0011423945295624903,0.014346169175529893,0.06997024060854963,-0.028982734262684124,-0.07745070928498202,0.055433601216665955,0.058371581785434654,-0.026010589608181665
NXPH3,-0.0410963926482528,-0.008818090183428615,0.017143238301470534,0.0454633071000818,0.030941892625815693,-0.02360790475287753,-0.003427791060921259,0.003275058177595846,0.06549508989830877,-0.029711470234091677,-0.008247929575897959,-0.021954989295100015,0.03259585447800103
MTMR4,-0.032744876478490316,0.002862384469100553,0.011519014205373952,-0.05162734501899787,-0.0011343853127586553,-0.027207082646461222,0.06724111200146449,0.03872497600459895,0.033429186604379546,-0.04330770545406468,-0.035693484297524725,0.02973806871282458,0.005212654756892938
LAMC2,-0.018719142129009367,,-0.015527160758878954,,,,,-0.018588498582891043,-0.02202177111283955,-0.02219514707778643,-0.017876041674931172,-0.028419605567004742,
IL10,0.03252318179914402,-0.020728390927035826,-0.014386996458862565,0.009133478716726743,0.03823715011850253,,0.09397465259854221,-0.011199602122210531,0.07264875896966647,0.024487436511860944,-0.03212356379037843,0.020115695644380843,
SEMA4D,-0.02430046253341217,-0.02093947950212098,0.03458869753329233,-0.010502060741732308,-0.05278091145850459,0.006733276032785671,0.04976064627332766,0.002385786731016421,0.0642142900198812,0.026578684856890585,0.02604431094741799,0.1020330664937355,0.022420388308699926
TRH,0.017914540961106708,,0.014233429690931486,0.012539370339324897,0.041686747725545516,,-0.07513629716452618,-0.07257531847490095,0.07161374650256992,0.02667248359773454,0.04759727208233517,-0.03988703029990304,
SEMA6D,0.014668981273784281,0.03763496347970452,0.03608503917549759,0.006474588496054736,0.030072240671545486,0.02233445720439819,0.021502613333238826,0.00033291741724028606,0.024749405043222795,-0.02750773022810805,0.04066483064752112,0.018521686606196026,0.04882793237902401
CEL,,,,-0.027707156881904737,,,-0.03627921629060405,-0.02289672913189261,0.032714314308058066,0.004286003693268861,0.024314563554683453,0.03970920587558252,
PDCD1LG2,-0.030768840922656453,-0.0027603167426935023,-0.012295296725442745,0.027605490717872008,0.09238799055101196,-0.006403330457491815,-0.03130653597600165,0.008286539997452665,-0.011267567360083454,-0.0556997941010629,0.020297806967384768,-0.021005727870132516,
SPINT1,-2.7517228577568068e-05,-0.009062882182635667,0.0839147648866845,-0.0045424928117871275,0.07543644685705848,-0.0026788966100459483,-0.05099969112483285,-0.0027622184763844426,0.009270416607747854,-0.03182102810821768,0.016840444491516292,-0.00135668580491752,
CTHRC1,-0.018983516911066884,0.0991115167184812,-0.05372400802838094,-0.011765349793646273,0.01716994910008329,0.004181563673577801,-0.023585505365132084,-0.043119761715089716,0.011171907934771241,-0.020347650385930827,0.004933988422532432,-0.014247136401593506,0.06985478237086268
PODXL,0.016059569029757387,0.0590702700124413,-0.01588821222126568,0.006961012323385161,0.09880938450080035,-0.01434415859235822,-0.045646507758067154,-0.020111291452567945,0.030580400031430113,-0.019602893256351277,-0.0012287801125749525,-0.020943410506427167,-0.10293868696735317
JAM3,-0.031764650105528314,-0.020676208267115494,-0.04924904204252244,-0.0448886044878154,0.053802178681682536,0.04217115066319374,-0.025344000119946152,0.08665827181253374,-0.009625429588030794,0.022315766899589633,-0.035152984339527155,-0.0007865923113205655,0.029355227594170613
