,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,ZH1019T1,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
PDAP1,-0.008168042772884668,-0.010755509822357078,0.01078498679567265,-0.004180785352128013,0.05447610363788506,0.11243005804687517,0.015792134500965636,-0.013784293314595974,0.013655932555120437,0.010619238732503243,-0.0065851659196803575,0.0029496032847575815,0.03751250134584569,0.035025366699944285
QDPR,-0.04982096425676524,-0.0018640265169026597,-0.007558502633624639,-0.031052999381907382,0.0075202188807933145,-0.07521532840376143,-0.0027250031237705725,0.04818522500208954,-0.04073302346422191,-0.0101712595915503,0.022916584958695262,-0.05298673085489177,0.018962415660362088,0.06623914777607683
POMC,0.004871627279782667,0.01034387822444954,0.03671496122021796,0.03577358469173343,0.027936367913458087,0.012472983636504672,-0.021067070039268745,-0.0056589878820761915,0.020448043823832203,0.16273915757304622,0.0009091116504237991,0.009984200145093046,0.0074212619371072895,0.016523145705828232
CCL18,-0.03573579715282808,,,,,,,,-0.0686992444937264,,-0.02842057476603275,-0.0007645283449697755,,
CCL17,,,-0.01632806535099112,,,,-0.022644371463489854,0.06210915631674579,,,-0.033912117584102765,,-0.01631459996219417,
VEGFD,0.08184642367002781,-0.025088236080524514,0.007694963227640767,-0.016222764472951207,,-0.010845916457643441,0.04647543737316065,-0.029950301969045676,0.07227272525923271,-0.033266333361205186,-0.02349195896932292,,,
TNFSF13,0.078465544883962,,-0.023888844187351252,,0.08943784702688315,,,,,,-0.0032750203694421488,-0.02430233849490904,-0.026583278914066182,0.010744815378886656
WNT5A,0.06252858151894543,0.0817445967318055,-0.03135182756553904,0.006719293808600516,0.007488829623615066,0.046418732419150614,0.021632179427360163,0.03579695836126689,-0.016640151615797783,0.08786006147183988,0.04973206413437533,-0.010177089264227964,0.06461008488367731,-0.014552396171694354
CXCL8,0.004871083547768085,0.0053030338987930525,0.007795960208631014,-0.014791565230294531,-0.020157297830561048,0.027074076156114377,0.007945536209837071,-0.02789102347599968,-0.03884989955960206,-0.08379680299491862,-0.1287239054672827,0.07451498156714517,-0.020383390114058916,-0.09513129359318603
GRN,0.002263173062837784,-0.03456283330033831,0.028633159634573985,0.06700384575833199,-0.052174094577851174,0.09276522103148059,-0.007973658298200148,0.0729497782240824,-0.07760765282979444,0.016148720454327588,0.04499530748683463,0.026839085751314443,0.01904726013012856,-0.035655256360798256
MIA,0.0090646704210441,0.006257596754742249,0.03519929898143115,-0.02019541842106772,0.10789245585224816,0.031461660787027716,-0.018302981915380514,-0.01598098231402435,,-0.007106091609354155,-0.01004990278102812,0.0011313548239073982,0.11485699983064439,-0.015642166671518264
COL4A4,0.08036333945025184,0.018813443352777504,-0.010997290945398365,0.09495930457073723,0.01368041922605081,-0.015143783485908887,-0.02364142439465338,-0.03657660290516403,,-0.04160533246885399,0.03804369893951514,0.019290101632785803,-0.00021897018629488644,-0.029555651587799384
TAC1,0.050884654411167934,-0.05599133493386048,0.08476228872550999,-0.00493209341609205,0.015833130628147465,-0.0736128864547953,0.03494033314058354,-0.02635435460983007,0.07019323135735274,,,0.002585632923031115,-0.001756527948652352,0.05560784198215018
RARRES2,0.04847677592276913,0.01061972139255746,-0.025742731117070237,0.01316467607226078,-0.05881718639602597,0.06881116086951079,0.014452708136416728,-0.005213225354443022,-0.02853884011547517,-0.014820682126248486,-0.045230473988943816,0.006458712132945514,-0.03311951267081178,-0.030532246043747418
FGF7,,-0.028316713430726424,0.03400803201045361,-0.026141369090703307,0.07747914948454175,0.03188705216311298,-0.008753160198926633,0.0385881749670569,0.04136786720037116,0.02005190831702476,0.03134062218741907,0.00980786375796076,0.04915252322244771,0.06948201185617875
EFNA2,,,,,,,,,,,-0.022327534846158285,,,
HBEGF,-0.00816167516597498,0.08128056639789788,0.07754176579704004,0.005914073784471836,-0.0017985606235378048,0.07284723304587606,-0.04386394270886945,-0.010322744746509491,-0.06719881396777229,-0.0007684761629929517,0.00033579221434681695,0.05160318590029546,-0.050081959489565675,0.01940970494297527
CSF3,,,-0.0267907095494236,-0.0600032306155106,,-0.016021831446454873,,,,,-0.07469156340535216,-0.018533280172636654,-0.017176756936088586,-0.03108916383431491
PI3,-0.0013993169855618254,,-0.028294637895146798,-0.02411489660522551,,-0.018040793673994155,,,,,-0.0669196946876336,0.05005757972962639,-0.037319386404052385,-0.019310602835307594
PCSK1N,-0.0025740116764881096,0.05737385543812662,0.03282600056750637,0.015832981970318582,-0.0648938839840445,-0.009158384899009364,-0.040948622210655226,-0.03006847981582423,0.09201597864190425,0.016914484217760234,0.0568638683446461,-0.03546292341556466,0.010250872235485518,0.09790552523889402
NTS,,,,0.06293609810414028,-0.016459752779509555,-0.019692758135664266,0.014489901586629408,-0.014545126831275746,-0.020181931851876667,,0.064375582962535,-0.060375950288160916,0.12552564887668105,
SFRP1,0.05188687224244477,0.008565897526476166,0.008596953587546894,-0.03287186339095483,-0.05009453143986346,0.04892276583995465,0.026185254291834645,-0.020040223073518645,-0.056399615194852266,-0.05533740838650898,-0.00019255407200425992,0.05562803317384433,0.04221962517621548,-0.03878623504892632
CXCL13,,-0.03481679831325882,,0.027327529017490325,,,,,,,-0.05011281146594674,0.010646228063110864,,-0.02521753498815148
MICA,-0.010161174634181883,0.09058326235002148,-0.013996412967620796,0.02593295908270976,0.05474196210585513,0.03167946217016865,-0.06704386920699071,0.06302232317786366,-0.02084763724329398,0.03154779250433945,0.032298102634557874,0.04372700620067121,0.04424193846445886,-0.014348907636783762
TG,-0.004806945347614594,-0.02381830704051778,0.003459716671155093,-0.00709322318668994,0.06077282197108515,-0.019336917115049798,-0.02281334730734538,0.050965358553711745,,0.0914958076111953,0.02951743733560189,0.00479567819048701,-0.03349795236086276,-0.009159808839549624
ADA,-0.03869874764923181,0.11662060404715016,0.013195869874436236,-0.007960533798354723,-0.037116205109252454,0.030876167423255847,-0.05359422241732996,0.002961420758848026,-0.08669405432091114,0.02390987438081614,-0.007090382438384948,-0.01748445676155574,0.1302639572485216,0.025745662671849096
LAMC3,-0.060948530024526944,-0.00292689311220355,-0.054593944118489064,0.004162093874448796,0.08993403543796044,0.03794269812621716,-0.04188891752267384,0.04907862482453932,-0.032210422497303735,0.14780000730508644,0.02667742503370061,0.0711999341603976,0.05761097820776245,0.021437070058904314
CCL7,0.007400880104102761,,-0.011489507842035607,0.020805495164070403,,,,,,,,,-0.017999576245407392,-0.042986067696635495
NGF,-0.004184879696887007,,0.01805714676636157,0.0032278300341741896,-0.018130040432638342,,,,0.034329581770341726,0.05311488725826355,-0.003058424508372033,-0.045695584653190284,0.09047433623006652,0.0236257076980507
TNFSF15,,,0.006586131053647272,0.026247834920687624,-0.022013843789421204,,,,,0.033458476069599334,,-0.019266946997160448,-0.0028766879189725527,-0.034407803989753814
HMGB1,-0.03653177967998089,0.012837324926481616,0.02597625323189349,0.05654077954619745,0.05812637744221252,0.11367131229018758,-0.010841998804468607,0.021617074878316996,-0.027888875619498276,0.03865881644885987,0.05405415891570046,0.0750100093445534,-6.184579406344407e-05,0.01650575317137121
ITGB3BP,0.05379339150198921,0.041400392203212004,0.05006058292999706,0.0647911606900718,0.08691326204201318,0.06420542977659549,0.01263310510034203,-0.006227629111845042,-0.008248531727890812,0.10675244177523459,0.022171888749668394,-0.048912483470931176,-0.06694255351495505,0.0793410958725061
AANAT,-0.012164978563511147,,0.02501984003068807,-0.028814073631437048,,0.01223033645883605,-0.020516176555112346,0.03809552577922413,0.009282555692083421,,-0.0036031960580774243,,0.1310233621895695,-0.018983005146305708
RELN,0.06876031072052824,0.011286206986019818,0.04567893274506305,0.02721948909049425,0.02294322741586158,-0.0061595699167132775,0.029626748516123676,-0.01590211777737091,0.05776725769928572,-0.06702065915325944,,0.058809245548609765,,-0.03524370646030167
IL15,-0.019463803256994226,-0.009204943829745918,0.0305961464147619,-0.03178971566422762,-0.01566415856406425,0.1198343044487562,0.013569828620296627,-0.004043606219390453,-0.011944635236002813,-0.045095143675039355,0.0826708649247252,-0.04699801353178654,0.06558434618851204,-0.04868283692404308
UTS2,,,,,,0.004589108479529707,,,,,,,,
BSG,-0.005312065778300674,0.030813102640401775,-0.017788308360423846,0.07667507515714063,0.006343819954159602,-0.022958047538759838,-0.02733435799912015,-0.01944947833483474,0.06531439683330294,-0.03786268882078681,-0.06914708150242845,-0.003371738511241717,-0.027291721902422867,0.0487166256606651
ADAMTS3,0.026901249771537492,-0.034142135413671656,0.019329310638226224,0.04590525160120356,-0.010377700417842079,0.09085050899551386,-0.011428113944330942,-0.007300874950883711,-0.030467780001708133,,0.037455758991530544,0.003822045410504617,0.08797241450728337,0.07904353822078589
CD34,-0.04490722090288696,0.022390812292959517,-0.018271080819386384,0.0010821445550110815,0.018311981873922564,0.04872663311940136,-0.02852288971282986,-0.04929583829129763,-0.06326558169817856,0.1623585441246389,0.06530956548629523,0.1057831374289307,0.0007608698939542723,0.013389053978707781
CCL23,,,,,,0.14441491545358917,,,,,,,,
PLAT,-0.07914102366467057,-0.005151489258399066,-0.0018372927110749102,0.023537013891300727,-0.00531434362926185,0.06345803225575379,-0.041434666774799074,0.035325209904107646,0.028991452340592676,0.005909934655874725,0.0743302697065093,0.11385651473744524,0.0477394184260743,0.05027218072867802
NTF3,,,,,,,,-0.02212979619039041,,,0.006010627315504511,-0.0881664037587188,,
LTA,,0.05543400363405699,-0.03021834629532114,,,,0.07941813481417748,,,,,,0.0235888831312861,
CKLF,-0.058516112475880636,0.016188709207096152,0.02146748198040903,-0.008365124496398904,0.07116705947095706,0.11030025470674037,-0.028026776554724228,0.05193873530460462,-0.021246679720689377,-0.04221354202874628,0.055152155893178824,0.05236462110484994,0.057080845294403104,0.03237405599706666
CD24,0.08347878174470957,0.023634828124755515,0.009195003407932188,0.01617893459877301,0.07125442337265721,-0.0031708653436036947,0.035793580524029825,0.05791592378075183,0.01540782788872615,0.029468131544160375,0.05841984175359011,-0.04330301234036459,-0.03051128248737637,-0.016055125201642866
HSP90AA1,0.01130316057617989,0.029718094790098983,-0.03657309615568465,-0.05523701038537175,-0.04683424266977344,-0.06317804499742433,0.032322918871802685,-0.02052399845187327,0.11868708054398894,0.0731083408008212,-0.09790779292036321,0.04754262650062991,-0.07108215618777636,0.003870363573836013
BMP4,0.05950585635519629,0.06916595319267732,0.012938482266580734,0.03231851391946987,0.08785330993677673,0.008004172902002457,0.077111460248205,-0.024646703982828304,0.05791564342069646,-0.02516643735827398,-0.025801222022968386,0.03123832398911071,-0.029229165700222225,0.023132112531195317
SCGB3A1,-0.022730983596412416,,,-0.03431400460910935,-0.019995575448248686,,,0.01410734169542358,-0.03339954369931025,-0.04025668123078653,0.10944460098290569,0.03837729920871746,0.0813553635121512,0.022021546774514077
IGFBP4,-0.03591875800075319,-0.051033812042049605,-0.07793263039044002,0.011532524917466435,0.03416136685458923,0.023815905414732885,0.009796070242679544,0.07248824255935711,-0.0712969869701111,0.04484756322568024,0.0032765831332152062,0.059037544257167875,0.05271118452568343,-0.008511679319420184
RSPO4,,0.05146520534837713,0.05982247331490177,-0.02981037068606202,,,-0.01054841314444935,0.020536205162570095,,0.0962251950366558,,0.014418397827785482,0.06526232153116174,0.01880855688124265
LEFTY2,0.022199818488789866,-0.017731181705091224,-0.0186247089472153,0.03311100485180707,0.05168099735252034,0.03935688771624974,0.01803022287917696,-0.012397498252719555,-0.02018194514033974,,-0.00917750395992877,-0.036644717861356126,0.021266136692362037,0.00030990188102460734
PF4,-0.023579746624683273,0.1042908451956808,-0.020570691453844336,,,,,,,,-0.02046473149375364,,-0.025630754904847855,-0.01875106364861378
ANGPTL2,0.031955112162520456,-0.0002780054078671249,0.015909016802614324,0.03300434361047343,0.0504461203719873,0.05758959248464867,0.031977868265437574,0.10344742830782093,-0.010256536919836579,-0.012030923858174364,0.06339377107620624,0.07938055307766542,0.04583937087481607,0.029473045273955327
LRIG2,0.009798922602134441,0.024230500004340714,0.06468355582760361,0.04631602390019887,0.0033178154064206246,0.02214481592007942,-0.021805286314799957,-0.024070590296479243,0.009064273894147462,0.020329286456507823,0.06447015520810863,0.07419492323203679,0.05934819885999289,0.06952962260251555
ICOSLG,0.04509601809058323,-0.008977848304303686,-0.008821097339670137,0.015624292789613048,0.023354181113317378,0.004698269181385154,-0.021478776418548045,-0.005456499270319432,-0.055224889660003995,-0.026828695040526544,0.07980102370758202,-0.010574506830727541,0.028683762600616072,0.013207589396335878
WIF1,-0.00902160977605469,,,0.026156682405905483,-0.03421002844202982,-0.0611333704983485,-0.017734025555329214,-0.026523756985203987,0.05731514668517771,,,-0.025048874709202466,,0.04237232869841382
NPPC,-0.049330159156396554,,-0.013604305350361369,-0.043648279097028196,0.0037110164806478108,-0.038911776140211,-0.03459344910672756,0.0010300879582961265,0.008078618083698969,-0.0033998898757139013,0.0032765789806761874,-0.07025610994097556,,0.014217304740433947
LYZ,0.03569128709792691,0.03819879888235347,-0.04199285276365764,0.00035567917383859155,0.017511050692895557,0.05953722600178442,0.011186498555142478,0.044421761176342604,-0.09647468165732198,0.01812439736644998,-0.009675190829716953,0.05864458913947273,-0.023638650192320882,-0.03254621260733686
EREG,,,,0.006500809577110616,,,,,-0.020761323610806848,,-0.052135651751133806,-0.022403235262562726,-0.03870837692298505,-0.021588028939454593
SPTAN1,-0.021502137200119457,0.018499867562847532,0.04031890298549988,0.05967920129391835,0.013558303583840695,0.015322731570913736,-0.006349085995149881,-0.012288638439335652,0.10901144277813736,-0.033438122002891,0.0917687231897968,-0.008086154959659413,0.0036577999966333355,0.1037037520676426
PTH2,,,,,,,,,,,,0.0044560984731411325,,
LIPC,-0.028867807682205735,0.12585621003122047,0.012143378632432013,-0.03834313161740974,-0.024291093433051015,0.024874725576256144,0.012207851243246597,,-0.03718315218766282,-0.004336905089742318,,,-0.006804340934321934,0.004385309970740382
COL8A1,0.0577907356274681,0.014077735654652384,-0.026534280414958703,0.09257953291011811,0.01368417012373122,-0.019257564891166416,-0.04430165149222843,0.07298940981896139,-0.07783431807637836,0.018925589146238143,0.0058665181201881696,-0.01852779002990861,-0.04822914049373271,-0.025150845725213058
GSTM2,0.009921830589946857,0.04948139611013572,0.02078624882652966,-0.010175357744431061,-0.013246155285770979,-0.052942278437020235,0.011226132234338616,0.03744248322725769,-0.00018448862370233298,-0.0358595088212362,0.05539189155179101,-0.02104466271543048,0.021721748201807556,-0.04494788175759698
SPX,-0.0004686202034593519,-0.03713818169928047,0.021661722829285263,0.01909658480847063,-0.024416786690291122,-0.027023329370344896,-0.012317650961831605,0.00017333676897142723,-0.006323280727704222,,-0.009544233458988681,-0.014607052163324953,0.05909441204428231,0.037989275494439194
MFGE8,-0.018047885953454208,-0.03544715568766226,0.026895802667359983,0.00024559666634885093,-0.021891447978583046,0.01552825102447599,0.009162848520013506,0.04016647609360811,0.10011581003410851,0.025495711925744027,0.01017405601831657,0.09163815621003082,0.06153429827433257,0.015058382039481908
TGFA,0.03563987833842049,0.03830856125814125,0.029691484152627252,0.04153828639693251,0.027787807399589384,0.04499597733764934,-0.058319681690656114,0.01312903437958517,0.02897920550752807,-0.07787197362220566,0.04984338006726572,-0.0415138759512546,0.10711571018869258,-0.003254167328734025
SLIT2,0.05550900849211929,0.007365034970098465,0.0018670597772340969,-0.00908431603871705,0.02823532226983302,-0.04802219932672242,-0.043357473612671074,0.011055858597026859,0.010219867665681528,-0.020090397874192617,0.0932052783611771,0.0575293716241074,0.01361041339810387,-0.03509894567107839
PLTP,-0.03785838167498333,-0.009772012838219655,-0.022215585426007555,0.10668554912036106,-0.007113455284733579,0.08908400284562551,0.0068989349393860635,0.03437423795600999,-0.1350631061606794,0.07425263391561239,0.03525787756464339,0.047641784530773695,0.007132944057556727,0.04582017308168431
APOD,-0.0356584267751362,-0.05482425497234425,0.044292567841959195,0.043171705553566024,-0.08000441429122307,0.0485065125929644,0.037925314971701304,0.05071067373461902,-0.06025883631982052,-0.06524140635903357,0.06804924982565487,0.16701555812107927,-0.04745123686494222,0.09909196157465314
B2M,0.06078548267995703,0.01703432275650291,-0.042829990749372805,-0.02977916068759377,-0.006431257365948731,0.08719963977426567,-0.004960863431634124,0.019334730067056407,-0.1295935523347246,0.0746177925008687,0.08688765671919733,0.0465793006474797,0.022086621939425982,-0.020581669849387932
OMG,-0.031546685566889374,0.02403874176692581,-0.012753528258161667,0.05433071298118506,-0.004358996862043486,-0.031281811752466374,0.02278587212397741,-0.037913691603452884,-0.0033053767578117583,0.02487488218168969,0.050576734572723304,-0.0068191539379259735,0.05995850375167142,0.07647122760387604
CXCL3,0.021859476419091497,-0.022997911408699168,-0.005942454701250339,-0.062077592518624956,,0.0007898223311582116,-0.024252249698837516,0.006708838410284981,-0.029226645300231228,,-0.02097953153316166,0.08691270732185351,1.466380987080203e-05,-0.023934880121747663
CXCL10,0.01751917025232296,0.00436363484392835,0.002071267515569266,-0.034576337016443436,-0.02141113019616804,0.12549566120252015,-0.04488795497273464,0.009997746025363014,0.026349431201351085,-0.03209029548553798,-0.012525821583818033,-0.006394114366358376,0.053918758740106126,-0.03224103267252468
RSPO3,0.014314472225430638,,-0.023888844971846818,-0.03834310797698818,-0.013368480761691878,-0.023731156461851796,-0.0021487903268674275,-0.04994513613336835,0.16120566769069028,,0.0027540249049104516,0.043088890161785,-0.018266050243693863,0.04966238941644173
CORT,0.0027024093642232408,-0.028455749295958357,-0.00032226316596524154,0.048607689364499634,0.10420354738932665,-0.04107208308338934,0.038756183142534095,0.0409612584690321,0.061710790638878146,,-0.0023775692106410336,-0.044814736174940535,,
NCAN,0.016507150825461607,0.052543538523488136,-0.020966335760749008,0.013609981189307879,-0.0225799701824174,0.05786637531179617,-0.06360124734759252,-0.02463968748947496,0.11694982578343349,-0.041272329668097976,0.0474658385749273,-0.004816623699695529,0.05692482832899231,0.11766550160778597
PRG4,-0.024117269647146854,,-0.023577259781313465,0.028255329487971832,,-0.020557628939875335,-0.009740470305186787,,,,0.01909550082097061,0.05861569937422143,0.03386953665109586,-0.026098926005265494
ZG16B,-0.031521013599409425,-0.019173059087294952,0.026440941283733962,,,-0.022195264036054253,-0.015700490936909485,,,,,,-0.004923498477961705,-0.0159965803978243
TGM2,-0.03721084707634669,0.022980848608144217,-0.03358216431955944,-0.021767786056049728,-0.0024971790726087103,0.06861977984809854,0.011945130280674647,0.011688489365629554,-0.023197483355668017,0.12146533491789205,-0.04432502820686675,0.09008917731985427,0.015077747202644577,-0.050193655694275106
VEGFC,-0.04340426231258379,0.02975936818396905,-0.0140682797752993,0.06679509957297745,0.02959080049007122,-0.027103943030383777,-0.0012397457675133979,-0.0020317169895628976,0.06951278230645269,0.13086246381775224,0.007834631606623713,0.10220499781645935,0.0948625065762558,-0.035976713617411754
WNT6,-0.00782584108336384,0.05571256200143387,0.06675906044762585,0.04106887930968665,-0.016066600216999644,-0.02021573615734037,-0.03494088258078541,,,,-0.029451765206176615,-0.02487578531316844,0.0038787507862812144,-0.01652926687138467
NRG4,-0.02093603601468194,,-0.028694603716192688,0.03304052434923318,0.05514783585150715,0.03604365975348611,-0.030163185225634884,0.05311532079846235,0.1990058975880119,0.053107857071549545,,0.0084442006699711,-0.0182660522908823,-0.02485748213331401
PMCH,-0.02412990819910546,,-0.02410571335912025,,,,-0.02298117017516245,,,,-0.01612821103839685,-0.020487125533819955,0.016852600695271364,-0.03183358329481365
COL9A1,-0.006969241742685296,-0.027144363090546724,-0.029969419285062922,0.008090117526319648,0.09971189416497364,-0.0033677536306388595,-0.012812348544391613,0.027137868385275536,0.08600581298107399,0.08590750175726423,0.07086846576146642,0.02573936558845203,0.0737682665912461,0.025508066789900915
GDF11,0.05435454632217293,0.005640337457497909,0.0015406413981570203,0.04464655715819271,0.13043459947871747,0.026549752392093215,0.005105429614173624,0.0675844354120447,-0.022458612469861933,0.1093100152296336,0.0023706027392950686,0.05932069198969197,0.022591353806984352,-0.013554808048058963
RAET1E,,,,,,,,,,,,,-0.020037729579295498,
IL24,,,,,,,,,,,-0.020138431754737788,,,-0.027789838098439067
SORBS1,0.06636877435319666,-0.0031881052523346064,0.03668854513153466,0.02608293868425577,-0.004174180216314906,0.01631551183345354,-0.008161890336180174,0.03161505281284683,-0.03335742585164578,0.012825448137614907,-0.06850059933116973,0.029181929397133904,-0.010588459978511228,0.0980558641618826
DLL1,0.002519722705137746,0.07772758846328487,0.07983536971083738,0.023302705737494975,-0.020791465951471546,0.0820179096787324,0.053415962380865656,-0.017094221035278134,-0.032697839469315405,0.025910678142965982,0.09580223687736997,0.01065015300659417,0.011512263208960585,-0.0481106245787026
TLN1,0.030681589907954027,0.014124640834320055,0.005937899322691758,0.059135679433552454,0.06588495949263913,0.09047206892304406,0.002829102012699082,0.02447082983553811,-0.06308913906823661,-0.02541117947827931,-0.093925895586916,0.028881042934186224,0.00854379421920543,-0.019724958556856624
COL2A1,-0.021134929748722463,,,-0.009884127640951153,0.024539016721223793,-0.018974956450665187,,,,,0.004557645092994525,-0.02430157668339524,-0.026583276859086936,-0.022395257189584565
SHH,,,-0.024500643970313925,-0.025459400824487586,0.03905830990435219,-0.014916621348001927,-0.03325195570728172,0.045855362640953724,,,0.024125392543143914,-0.01857873978215645,0.04910052500968632,-0.04529308788747218
PON2,0.0036681014552700786,-0.024933691116737128,0.012554955535744107,0.10548137884379617,-0.01576696921091164,0.09682252914818178,0.023640737744331248,-0.006785356921649741,-0.07697181084947397,0.01298563927621857,0.09637728830950296,0.0009005293504874535,0.0446604796898051,0.08068613303113442
ICAM5,0.006207702080659471,-0.008059284953852783,-0.03041060536789441,-0.047202471098269895,0.010006505904019603,-0.03707891919184236,0.016338782431231588,0.0030553624362668745,0.06110889928517936,,0.002985315564206587,-0.041455235973809464,0.03840749544537164,0.05599840846422913
HPX,-0.014458706465449563,,0.005354923795749582,-0.04576533856290157,0.02939339210265368,-0.027631489808083907,-0.03081124038069495,-0.028731764636508676,,-0.05412457409113848,-0.00465441315777611,0.06573916210559451,0.026298921966206996,0.011615257454044962
SFRP2,-0.030220903268138467,,-0.0071616639524337495,,-0.03798139575172051,-0.01514377902661487,-0.025679154026425007,0.027244655301649892,-0.07568537932345847,,0.11293704014851154,0.07716008214728584,0.02378006708814943,0.033304990254568165
CFC1,,,,,0.06850272237204172,,0.009175743931010671,,0.07655210798104445,,,,,-0.021994960548792877
CD70,0.004571756141602619,,-0.003467966358268761,,,,0.0024396529752426163,,,0.08972945240626147,0.018456938933521152,0.051727037426825315,-0.02786816319418809,-0.04366756345414483
HP,0.05042604688097691,,-0.06324471323449936,0.010863354625520938,,-0.0223667749523777,-0.05549562277701718,0.008007990669120592,-0.04812228675742766,0.013033583459678208,0.06160909937307776,-0.03403102118292403,-0.02732401639069369,-0.021250722977642085
CXCL2,-0.010002987775766836,0.04193467619693324,0.0859141598983173,-0.005020307877796971,0.0661948832477906,0.029516260575770628,-0.03716897971266195,-0.02381702240040441,-0.014032110832999071,-0.04098788954380308,0.002060564735939757,0.013397286775903811,0.02946608130469914,-0.06900939687099489
NPPB,0.01885180493338988,,0.022500160635275455,,,,-0.017301974281464173,,,,-0.013367028836435556,-0.030620126550119833,-0.018528875754830396,
CCK,0.061145446446967094,-0.029112654783692356,0.06134987721275868,-0.05466806087691554,-0.04785492576357845,-0.07307106159083765,0.0332614029492119,-0.07429528898343066,0.12059083797700561,,0.057679576228797005,-0.04830135305866208,0.009545395275023178,0.01000613019741034
SEMA6A,0.09698678357111408,-0.0076006953531335695,0.015313745566128412,0.02418820580356734,0.09096638317382424,0.01711445616803983,-0.02593049675786618,-0.004985213559563736,-0.0456167835947884,0.0770350044772056,0.06707238827228716,-0.025453143728403814,0.004030396803230925,0.026486727532029006
IRAK4,0.015973157625977657,-0.0217980169925114,-0.009805509621676053,0.04583665579442322,0.06107330383276195,0.10529394937906224,0.009025478665195428,0.048583883472797545,-0.04246284539160934,0.00034557846656287804,0.004311539327485721,-0.03222841460760352,0.03782151759532596,0.024456743901936657
GSTP1,-0.03300711565156876,0.02078733996133063,0.01491019722398729,0.002152525947955548,0.07361561353437265,0.07711570836293291,0.018540245206469994,0.06371744304879046,-0.08983981397499959,-0.07354461795240105,0.02511463809240751,-0.02404878923493619,0.05307722652485798,0.03919024274793029
VCAM1,0.0973205877993979,-0.020099512683965644,0.02654341251109197,0.007757174799149039,-0.006867721818549559,0.13442040720187612,0.009968401898305642,-0.018527756479637576,-0.040508450237305454,-0.04491384905619274,0.02928317666448687,0.04923532020154396,0.056445006661649956,-0.00466056242910358
NXPH3,0.005485486241034517,-0.03164858136654391,0.002469964629047498,0.02852829566026106,0.013669368311857645,-0.019050145518066178,0.045050296330693185,0.04583351793810484,-0.021857787157677833,0.0780557168983659,0.05909295635011873,0.019724574906744848,0.0657434869758762,0.1142269834893814
MTMR4,0.07649244335209701,0.001599005994351705,0.03822527791035213,0.0633202948459873,0.026175855674759163,0.05288127054536923,-0.034474919171926736,0.009554373200108528,0.06388022609085188,0.021018650432051398,0.09084557901583602,0.02750260486770293,0.05865211133156582,0.007314667080256144
LAMC2,-0.023017191213845427,,-0.01194736765250542,,-0.02201384162582498,,-0.009012679252187314,,,-0.017334525620248304,-0.02644741162948816,-0.01988595086763897,-0.022642716110402812,0.020107546057202948
IL10,-0.018941540321339444,-0.012771153096099575,-0.04167543740243837,0.011403286079704993,,-0.024899379512111734,-0.016904982379124748,,-0.07637157912375833,-0.015011558321566469,0.004136002346417201,-0.0025376169404550033,0.009400413418434634,-0.04163997092773702
