,MGH258,UKF260,UKF304,ZH8812bulk,ZH881inf,ZH916inf
LYZ,-0.00984154787775601,0.008630775227818372,0.07686499442203229,0.009997676235081946,0.05367522340815118,0.008972633316147054
EREG,,-0.029993375396515875,0.0006307596361808776,,,
SPTAN1,-0.02781171436327191,0.05864032687942988,-0.04616349842484242,0.001056251599374676,-0.02042216001171156,0.02947584201892985
LIPC,0.039256324023222704,-0.02063513001005781,0.07117991631791201,-0.02831937114483763,,
COL8A1,0.04547593566567951,0.03620779917170297,0.048494643522821214,0.01861205227916476,0.007933548463957283,
GSTM2,-0.0679954423071465,-0.032923358112518314,-0.021419407839162217,-0.013524497307182267,-0.02996222091783897,
SPX,0.0004768346029011384,-0.013000947170564273,0.06666899692127594,-0.02268620847075738,0.010074005812957127,0.1633045493236817
MFGE8,-0.05774611101231875,0.053642086399389985,-0.060432726219357004,0.04054318639450224,0.02690917003916902,0.027420865734799935
TGFA,0.045047389525750256,0.02917985830515168,0.13568492140101218,-0.047910267173483206,0.05511218313962689,0.03608465509218881
SLIT2,0.009419303274995261,0.04658566331791294,-0.026446407280865947,0.032247166021755896,0.1002964586316793,0.12335831949259893
PLTP,0.012767724930243486,-0.0008588494957218925,0.07331979420870462,-0.02342316761451684,0.06627729451386956,-0.014510296079400084
APOD,0.09518422648391542,0.023118491730790627,0.0915484188485998,0.044013991220901924,0.04216064780237217,-0.007851650110595168
B2M,0.0942616117427755,-0.01884617698318724,0.09634212563832506,0.012264494377651067,0.04960634181629757,-0.03697378031504868
OMG,0.09546878649833095,0.03273439753979359,0.07830077418775608,0.00806700537629707,0.12720462466950305,-0.007655527450905041
CXCL3,-0.020859029899903545,0.07665974359320994,-0.011493829686305128,0.07635617200414685,-0.004853336536624552,
CXCL10,-0.014257613608102924,0.02527473301450027,0.06050017916281164,-0.033256490952638204,,
RSPO3,,0.01550428942154221,0.007516207522441806,,-0.06128173601106909,-0.04910115787682264
CORT,-0.02590208880256996,-0.009804120522199734,-0.017930990925395046,,-0.02008125919690962,0.13895200703678556
NCAN,0.0855770018074543,0.0008657079327770171,-0.08569482924317648,-0.030656368423759687,0.09558832652909473,0.06584307601068745
PRG4,,-0.014774669893965036,,,,
TGM2,-0.02147764845585218,-0.031164711685913674,-0.01812601670208273,-0.02566485563062343,0.022663561415620443,-0.05892479096211576
VEGFC,0.009378225847963419,-0.022743112819159743,-0.009960582808999096,-0.03256044117495928,,
WNT6,,0.050539011590661806,,,,
NRG4,,-0.021044585142887783,-0.042010543476891406,0.05162920057078703,,
COL9A1,0.021279826906024875,-0.01600144780208683,-0.032908692333023626,-0.03170338975953074,,0.04419833354101934
GDF11,0.02371398763931014,-0.01794319494265097,-0.029120792353546112,-0.017749267339485782,0.042004266730704704,-0.008602226026483266
SORBS1,0.024070210305109963,0.02962379332182663,0.021127511957847747,-0.008975690460064066,-0.02198196269698743,-0.06380775118144665
DLL1,0.068541137205058,0.06819612790862488,0.06166937632127266,0.08265029692237984,0.04592025285889788,0.17549415558726114
TLN1,-0.015915340019586978,0.02536713497206733,0.048911287698605393,0.004957112627705647,0.06019865310932423,0.15005887930947134
COL2A1,0.07213054475670233,0.09649620063646265,,,,
SHH,,-0.02129755030247822,,0.08695919069978707,,
PON2,-0.061962393634445244,0.04578593561268123,0.08960550302010893,-0.024991296663172787,0.007274699556806942,0.06278069695848115
ICAM5,,-0.03499577414506051,-0.09980185363824723,,0.013849398350587733,-0.020361967509795416
HPX,-0.027634518732071144,-0.037436118216117927,,-0.020590695313990364,,
SFRP2,,,-0.026893070888429304,0.08981196520780219,0.15472072601221423,-0.057188832978915
CFC1,,,-0.03427915439534619,,,
HP,-0.0066888185512832005,0.01922953068571266,-0.011181673330112796,0.031665165874854705,,
CXCL2,0.03470581411464108,0.0014625116154389768,0.0022329905851888273,-0.007247929801982099,0.022195174554630093,-0.044743313313914665
CCK,-0.05565982188348393,-0.037264881605540916,-0.0991090356196964,-0.039193636102191384,-0.005020749503372944,-0.03126952024791037
SEMA6A,0.008101913197295295,-0.0015190089571438983,0.04602563043835557,-0.02343822846327544,0.06218092422070013,0.10190369552927049
IRAK4,0.02549737619294207,-0.007886571154971263,0.040212175149270946,0.06468977859081158,-0.04545050387331128,0.15387885927970157
GSTP1,-0.02436416555493749,-0.011655992635400842,0.10420397245804755,-0.017562473413558453,0.0033626166049227904,-0.06866224308917886
VCAM1,0.0876751702367285,0.00040393536167184803,0.059980976762085914,-0.04313633781247344,-0.01787624546827573,-0.03397543037408133
NXPH3,0.004184401669350445,-0.013787054420678128,-0.015345548741612744,0.044287929508049585,-0.02019223853927873,-0.00454747129750114
MTMR4,0.06518944139877025,0.017123762830629476,-0.02286954063602067,0.049242310499642776,0.061545493401812014,-0.07091716136228098
LAMC2,,,,-0.025278718793710193,,
IL10,0.043377948891918615,-0.021092943554045656,0.01761628702854077,0.017754514036929906,,
SEMA4D,0.02633590934863076,0.01240381883435661,0.18213005052913067,0.012873964266380974,0.1237583961511163,0.053714941115595986
TRH,-0.0038203803076709434,-0.012985885689459326,0.0012608672536208248,-0.04622922073911183,-0.03687568094625108,
SEMA6D,0.0036084343497174466,-0.03677061664919966,0.04228361069832139,-0.030497215860279554,-0.03971662874493805,0.06901087963082031
CEL,,0.03588478854183483,,0.04069550036006213,,
PDCD1LG2,-0.031796859366701354,-0.0033332388798180995,0.07226176651518804,-0.015805561329277327,,
SPINT1,0.018240111624941102,-0.034637255202277166,-0.02047702224306593,-0.006122814581685371,,
CTHRC1,0.04727381196145234,0.037484878369811736,-0.042901744192378535,-0.046862445618223246,,-0.03795639728634319
PODXL,0.0733678134582561,0.05237274869615753,-0.032684552515335995,-0.02434552298993378,0.03343862949248064,0.046995370092392144
JAM3,0.06354513459373189,-0.06705187652191037,0.1200602682542829,0.01569505422233708,-0.05697282376634007,0.03102339687214902
TGFB2,-0.04855538276460327,0.027880704052477407,-0.015064485971382626,-0.025961483783987875,-0.019114105063236037,0.06289383488022407
COL18A1,-0.03170284683930653,0.06875275034205147,0.04221141951902437,0.03779793760494634,-0.026178431579521266,-0.011367596521111538
NODAL,0.12932834264030602,0.019452572161670127,,-0.03802730761970949,,
INHBB,0.037101524896778725,-0.043203152816060644,0.06471182179394563,0.005027617735633705,-0.013982928561052321,0.06614517887977746
ARF4,-0.05899428501787928,0.001811154336470528,0.07050559090259623,-0.024740763303949153,0.0284917629187688,0.04545183840110484
CXCL14,0.056986917424239156,-0.06783809799964809,-0.03608309720808447,-0.04186997301329041,0.087399294410593,0.07911554661385511
LIF,-0.03212353136322852,-0.06426301997381566,0.03260848352687551,-0.015788542682112144,-0.003972250985749942,
MMP1,,0.015580806023161298,,,,
MATN1,,,,-0.025570645690914853,,
ADAM28,-0.030609814894070716,0.022367960148822065,0.029415215470802614,0.031072021373084166,0.012433261461340108,-0.023433981301813695
TCN2,-0.012010116070839684,-0.027337471118459186,0.0396746628094718,-0.017116033964252896,0.008575193007761807,-0.07657530474071601
THPO,,,-0.04629700153957711,,,
CUBN,0.0352037286389285,-0.032614281770155885,-0.03560091305605713,0.006459250975242303,0.0022890276314625614,
TIMP3,-0.04347485270133196,0.014508000586469996,-0.05920541640477239,0.049612473076973744,-0.02585148472756805,-0.03338929427112814
PIGF,-0.05641459462917708,-0.02238042685006203,-0.03712472637092726,0.03957648381554048,0.05601819471429168,0.009053149809196345
CRH,,-0.013196023980501504,-0.010864278153014391,0.13732920481702404,0.0046741997743482465,0.04027197343656303
BDNF,,-0.01505696201111943,-0.020551374741145184,-0.002449851277120032,-0.039748134933826854,-0.02784233544821844
CCL5,0.09179611970548088,0.04414243365824894,0.062046100221589136,0.02591169003905928,-0.052968618296416234,
GAD1,0.013052038472761613,-0.05976029663665054,-0.053188213064937644,-0.01437174604896456,-0.057768754693418106,0.07164783181462299
COL14A1,0.028136194128632844,0.01667872031655006,0.008447829214232183,0.012273914861956964,,
HLA-A,0.004455714689909508,-0.009416427763368086,0.06111253992155355,-0.027744937776986923,0.05886453107192747,-0.034205666973901136
CD5L,0.02986916913311932,,0.04750828895287054,,,
FGF18,,-0.018004789194433022,,,,
ADM,-0.018913920891765683,-0.07603511052232431,0.08670605915932038,-0.09675698128697194,-0.0009377216774904835,-0.055334251105441476
GNAI2,-0.046178724740545865,0.013812898659891515,0.056811141779169926,0.03475240384760941,-0.08165295878982545,0.17516934951003194
COL11A1,0.08222626885230852,0.03709676629737696,-0.03970095471876332,0.016888126115988295,,-0.08435158860165441
NUCB2,-0.03329589928472143,0.026056469249671487,0.034142017477260304,0.052387691000710855,0.08396796294267629,-0.08575233176020242
CXCL1,,0.05986859998767361,0.011537477627242157,0.05733945926101924,-0.032232402798709626,-0.05660091685868983
VCAN,-0.04277184584904025,0.05616386375445718,-0.07224824708140162,-0.015840408611994074,0.09483910576701154,0.006178423548914906
MMP7,,,-0.028433317433283783,,,
PTPN6,0.006685932191011724,0.02851512929929406,0.03904460354466655,0.008192628441597759,-0.0287173830842987,-0.10393195460413862
PTGS2,0.02944345010234995,-0.01328890294520986,-0.010247237024555031,0.0857094168809082,-0.05636291385986876,-0.10402680659240386
XCL1,-0.02322572380888977,-0.01380812009569688,-0.03729642229830626,,,
CD58,0.08794482534415443,0.010351626237524059,-0.05160793147384505,0.061772361081114974,0.12067147385078679,-0.03528862659314793
TNFSF14,0.03606458344071271,0.0037975222218005803,0.1296170630992902,0.02762988528453861,0.02844425684316501,-0.06146256143038306
CNTN4,,-0.03252009615924142,-0.08645831507964796,0.04840906604619798,0.020443034945773954,-0.06980387430384491
BTLA,,-0.014395424870705206,,,,
MFNG,0.06853941028398326,0.009396410591042513,0.029229766283784347,-0.04774682548146915,0.06591999126027522,-0.02830256687617672
ICAM1,0.038639169599183974,-0.008392573731461442,0.02898535742153209,0.0027876595733692167,-0.028155544688512966,0.056448696587263064
PROS1,-0.029496260208059517,-9.438626266391029e-05,0.0791864671341088,-0.03401664884069872,-0.04600533606546741,-0.0035716411201698025
CLCF1,0.07404969915504885,-0.006704280920603584,-0.006079569399729963,0.013258624574504043,0.00804183083026017,
PSAP,0.05460313345477613,-0.03844972744017005,0.08518620257009785,-0.05232654969098386,0.04767750058642767,-0.008150975969765738
EFEMP1,-0.03055989416538811,-0.0024923539528310737,0.0742658329435983,-0.01777108041571073,0.08362451194462402,0.022740536828555456
C1QTNF1,-0.0318652189165257,0.04900836545225145,0.03932282474706197,-0.02816816587515478,0.18669080743098132,0.0157384844486323
ALB,0.07948924339826567,-0.0340032415579163,-5.204909913529232e-05,0.035160375527885014,-0.04551550539560901,0.03552495808048077
EFNA3,-0.047926494008318284,-0.014205853279250162,-0.06925061885071872,-0.0797741358688561,0.009814497955495929,-0.007464053303020823
DRAXIN,-0.01947382080030615,0.03517164176178227,-0.03892466837231331,0.11505905716424251,-0.0011985400819772823,-0.017037814716083278
NPTX2,0.032424881597492634,-0.010500123647586821,0.011906637068507888,-0.006745846331830188,-0.00640243242801216,-0.007884669778786936
FGF11,-0.053153752134837036,-0.010675397333497065,0.04473145533486511,-0.06658334980190157,-0.036877587098230614,0.06644660889588963
CD59,0.008418227829005432,-0.017848323056547953,0.0075632600769428085,-0.0619096401461607,-0.0341720395548363,0.005986482035165847
COL9A2,0.027354002170766705,0.06481979661438975,0.03341140441012901,-0.04393830597524081,-0.032079064311901086,0.023506222362391246
DLL3,0.09910322528718113,0.04609633445689281,0.015202961273612892,-0.006003310485877782,-0.019609718209354268,-0.061634070289530545
FGF5,,,-0.027345812390377807,,,
LIN7C,0.0023538564551017966,-0.001108008321677145,-0.05270124374368184,-0.02529781029077889,-0.012253636895297635,0.03398746818908919
GDF7,0.09613075331296002,,-0.026921061247116334,0.023835429081572653,,
PSPN,-0.04794941856107405,-0.011114830199391516,-0.061858124005844575,0.03138293310507476,-0.06088589621793223,-0.0015056693252156579
ANGPT1,0.014412496000023138,0.006603783754105816,0.08550786743645787,0.012384148945060937,0.0633650096237245,0.08120595119003458
PNOC,-0.033973925971955414,-0.03814395139956023,-0.0536505595850123,,-0.014190416624496794,-0.04435001290296036
L1CAM,0.0814361369931852,-0.006287113704831701,0.006907814688016092,0.0011343702388780014,0.01818253572664008,-0.038408081614801824
APOA1,0.008655623297565865,-0.040260120590308,0.008011024134626022,-0.03527374699828124,,-0.0513435340260506
PSEN1,0.06139761752578611,-0.022043916873962233,0.0674120283940487,-0.019518586735966903,-0.006539254960123139,0.16434974552687381
CALM2,-0.030242244454715336,0.04615055912614986,-0.06030840373799882,-0.0240231495125581,0.043835169632077016,-0.003903075136737423
CLEC2B,0.001906074619801662,-0.04800133859152681,0.03270702281482565,-0.020986075141848002,0.15441693361833683,-0.03331716532180411
NTNG1,-0.04921182551402671,0.07004876987859489,-0.08222127771264164,-0.04891654255882583,-0.0542755760293757,0.013135436466679015
LRIG1,-0.06262561007783184,0.08476384471708338,0.04137846737407151,-0.022802596871781714,0.05925699787073956,0.040972031510751544
CPAMD8,0.02176705584322531,-0.01753165972724175,0.10146277955688565,0.02315319753979193,-0.044005753611059004,0.006086558096569728
GHRL,0.06854149971939444,-0.029691155629754235,0.0962794168852607,0.06430498642136917,,
NPY,-0.0006967452977698986,0.027117976467770477,0.014592197044988226,-0.04393955589409257,-0.011064777085964922,0.0848434214364223
MMP2,0.044294803678775446,0.0116538050007073,0.10797659444535179,-0.05561400430988306,0.04785872768414798,0.03410972164995398
ALKAL2,-0.03169980817086536,,0.130484521165631,0.0633321682358496,,0.08138109475089267
CSF1,-0.018796917376257483,0.003116150967543799,0.050902078975951816,-0.006107614622539491,0.08239879831934059,0.07439507678623351
SEMA4C,-0.10242655958867032,0.004844316886307336,0.057693774586468675,0.003735921574270891,-0.09698842189337299,0.0947246235842406
ICAM2,0.04350448154695287,-0.01097088686787045,0.0013246291841854045,-0.0055856173902775665,0.12804534722796643,-0.06284840264537783
SYTL3,-0.01837102688652318,-0.016931408420985485,0.025845718758604152,-0.03476421176009231,-0.05513360144096828,
IL1A,-0.02459730565542226,0.057070056961495474,0.010355921967778776,-0.02677460908997062,-0.029058876490523376,0.01926943519000048
PGF,-0.03935117810461027,0.03845390373743708,0.007053963119072578,0.02708190578268866,-0.05252732734457104,0.0013428172140858277
LGALS8,0.004982062875752225,0.0001378016427962321,0.01866090811057788,0.019421752945175997,-0.03970264058217706,0.04455180538423243
DKK3,-0.056477446596823536,-0.04859454802477637,-0.0700072709994103,-0.02045950250978778,-0.06787877818596719,-0.011285193760978713
COL16A1,0.03474982653506486,0.07191737559008785,0.059289406604727084,0.006619336396184197,-0.0341649811401542,0.057475932088978686
TPH1,0.03433510065393543,-0.01720959671033617,,0.037349292687169536,,-0.04910131709912019
TNC,-0.002700785276431756,-0.03182875506995463,0.06867273933882391,0.024632235245838022,-0.017991011410806293,0.019492291935838978
TNFSF9,0.15294378809917863,-0.03270824356369862,-0.01574394711270199,0.04490913667449591,0.051085337870687426,0.039245266076840035
C4A,,,0.0009398892193046741,-0.03483406632633438,0.14066276159138436,
CNTN2,0.11250619034183179,0.028268119242559564,0.1329319929824522,0.062001181950615616,0.04718237398699862,0.05303192947129617
LUM,0.03403839667043043,-0.014156582397377403,0.02913875021166942,0.0030465457766275196,0.09368897557394007,
IZUMO1,-0.02022703846174389,,,,,
BTC,,-0.0033202254869239478,-0.04010670749977036,-0.02988894353704657,,
APOC1,0.11183382550183939,-0.016594832963790752,0.15832923887086808,0.0444114862204235,0.11205375249347498,0.021235311063710075
PKM,0.10018143912891052,-0.09043824839240226,-0.1383912487617719,-0.0355993327717923,-0.03621113067886878,0.0913670475317238
TNF,,0.003017517574078525,0.11871447770279725,,,-0.0950838967608473
GNAS,-0.047111292886868925,-0.030122736070825856,-0.10981738496746159,-0.025188954078699123,0.04066201194935731,-0.11530174141367582
BMP8B,0.05013824305264536,-0.03832391946946731,0.09543430878683674,0.07804917582984011,0.046696661428465076,0.13564102862928176
CCL28,,,0.013936653382992966,0.018299427531801565,,
PTPN11,-0.05841778254528248,0.004121268553736441,0.0750879624015575,-0.0919953708223672,0.02241874640100005,-0.09388780301445908
ADAM12,-0.041647857567745715,0.019328778214761953,-0.011168734725254988,0.004763669031957063,0.0343337290889747,
EPO,,-0.01846677074000817,,,,
EDN3,0.03444399604606825,-0.018918419739539342,-0.04897326543410876,-0.01662514846560571,,-0.018505515317227182
CCL22,,,,-0.02988894485981545,-0.0044650847065808175,
CCL2,-0.00970470241189157,0.003415432446331269,0.10336487468167463,0.004615687109240875,-0.003936625676753557,-0.08386452232866014
DSCAM,-0.014313988473906766,-0.036686341376137445,-0.01949214329668565,0.0344172411441199,0.06193987986605474,0.028473694001615125
ANG,0.023553524458157393,-0.04801553089047668,0.005861541775924376,0.03771323576212481,0.06936693493380151,
FBLN2,0.007124324344569742,0.020206123029675414,0.045753319316055675,-0.028574390133191702,-0.043119259861394116,-0.050233741412276454
VTN,,0.0012100935967599607,,,,
VEGFA,-0.027608764291797795,-0.062407399392384766,0.037469038441974405,-0.03889737308981321,-0.03777682382227512,-0.046131502309532335
F10,,-0.01737131393343956,0.004936398326873396,-0.0258595661368638,-0.037465503692061065,
SERPINA1,0.09695917831877252,0.009265815704842495,0.12510218748368357,0.03171087115451844,0.08530915905287831,-0.06668752236130214
VWF,-0.0549678480058565,0.04529794668614131,0.007768134641686507,0.0004528790546551116,-0.0535513284128147,-0.12920423828622993
GDNF,,,,,,0.11021545044255684
VASP,0.00986396469842084,0.024267327570989067,-0.00017284458782936563,0.10658422214167057,-0.005391929568871556,0.07040761258478767
ADAM15,0.03081417089417439,-0.0005418389131385914,0.0038818935408362156,-0.024419655724762478,-0.0035494047465301068,-0.051766163026264495
WNT2,,-0.014960884172078817,-0.00012682337776627443,,,
CALCB,,-0.022489148051516365,0.037540091789741686,,,
OLFM2,0.015070623322577206,0.05509867607217358,-0.049405322231239654,-0.019534178707569797,0.09008521801831801,0.07506950035153129
MFAP2,-0.005085623529720125,0.03267854383348205,0.06948351173041464,-0.028869472444718658,,
HLA-C,-0.025360248064208318,0.016199567022830548,0.08851470671352298,-0.059365749517014406,0.009688926783827975,-0.15036727091916338
THBS1,0.07314542404731438,-0.02172969797741364,0.006664236661252724,-0.02495404984297129,-0.016820298517798683,-0.06604402234541282
HSPA4,-0.03160382056738185,0.027353539182720536,0.06461098426424741,-0.017454905958558902,-0.08966402679218068,-0.022583128272362873
LMAN1,0.009417657431854208,-0.049790463400373706,-0.03923058244030217,0.06592109731202699,0.09518253378842424,0.0803694406122243
LYPD3,,-0.018618435541623738,0.021240624312471257,,,
APOE,-0.04107158179533427,0.05895264272580551,0.14056557499618927,-0.046244779606857564,0.08480515560108423,-0.01784546867058294
SOSTDC1,0.024520760158091293,-0.023243750142102955,0.010263066454772988,,,-0.052432183841271705
ANXA1,0.02150647596814272,-0.050047548211790215,0.06903193528789109,-0.06725688226232696,0.00824825437649662,-0.017523787337655857
WNT2B,-0.026929268089558367,0.03126804125304571,-0.025875629004137077,-0.025167995744880697,0.07078581874959997,0.10641315133380416
AMH,,-0.02311947117357952,,0.01841085593520366,,
GDF10,,-0.02561979455369603,-0.030983279384839104,-0.03038995152803682,0.05251636783831644,-0.07147608833764908
EFNB3,0.061411323497033925,0.058953761699553284,-0.039274757123688185,0.003706142549253323,0.09357934906737199,-0.04525573316356619
LTB,-0.04186818400266819,-0.026519396246649746,-0.04131238375284269,-0.031249181727620284,,-0.02201150050670526
ANGPT2,-0.039412713582360016,0.02094427310648946,-0.004010708205603269,-0.00938888541802046,0.009210774682475914,0.06181562027941586
NRTN,,,,0.003675973572967518,,-0.03823260875741267
ADAM17,-0.07129462500784572,-0.013755693089827053,0.10201175536119217,-0.04649035841218366,0.03235400936410488,-0.020028933079192242
LRPAP1,0.02558711421844698,-0.026772266841328746,-0.04731545703706548,-0.007822673363418547,0.023998752048120853,0.086985739824045
NID1,-0.039447077627030605,0.09265606370994504,0.05893519723722143,-0.004288875551259161,-0.01345918136175142,-0.033479988110730066
MST1,0.08099227498207491,-0.031177875208335086,0.025878580529475295,-0.02467954671808141,-0.040301314175675215,0.12449769421893604
DCN,-0.008513724571279996,-0.03926150004283289,0.06148074917991079,0.010840557189844315,0.04341944938822908,0.005315506236693817
IGFL2,,,,,,-0.06051733852854952
COL7A1,0.07799541322711824,0.01197816245748089,0.07751465412349379,-0.04497483667840401,0.09832984561127632,0.0024360076074790224
CALR,-0.037487239566717935,0.0009863180900015912,0.03617329933078123,-0.004696881033081057,0.044305018104758204,0.11241175528634631
PIGA,0.056490474845638274,-0.05733775185554362,0.11840686021639754,0.024359438524793945,-0.009628688738964055,0.08815081327074063
CD200,-0.042600370340114366,0.08639389984964592,-0.02192964352695739,-0.056892422401692275,-0.032028770442669253,0.14671367428558507
GRP,,,-0.0342791797078,0.059997701273068874,,
CDH1,0.04327175813364689,,-0.016606777844996545,-0.03483677260460215,-0.07103425293370741,-0.02691354520698128
LPL,0.01666947971732352,0.018502447192578028,0.036239509192458434,0.023951082282861767,-0.009128691787774706,0.031045657959267434
SEMA5A,-0.003465408697700415,0.06973664278763969,0.02807070456496511,-0.007240444773930367,0.050126343272082596,-0.04296470402442861
SEMA7A,-0.013282936263375344,-0.00499010736579629,0.010931612467689035,0.08337776585973737,-0.04775468094685105,0.017434427114284067
SEMA4G,-0.02392361645398545,-0.0014530694471538512,-0.034944897917302355,0.005349550279761666,-0.0029305986678525965,-0.062395869502913245
SEMA3B,0.007572959526829336,0.009063759638840962,0.1321579759068909,-0.01871420255288288,0.09833150930932917,0.06997485611569805
RPH3A,-0.06376022284589386,0.03562271497709225,-0.07796524216325909,0.0031663755217647997,0.05192343143663642,0.11606601603127997
JAG2,0.039389999955442005,-0.021927747145606063,-0.05082905949097264,0.003300481349017144,-0.05887847506706327,-0.02669345338804639
