,MGH258,UKF260,UKF304,ZH8812bulk,ZH881inf,ZH916inf
FBN1,-0.02031036718174678,0.10776237575856898,-0.02545270248051328,0.011183132791215977,-0.016616752803459946,-0.10168407308283255
TCTN1,-0.023940686206409607,0.013102277870166563,0.11190605400447766,0.010309795831731316,0.030673807863897083,0.0006857828985749604
NCR3LG1,-0.025126640028785716,,,0.06194580306730216,,
BMP7,0.02519661209846435,0.04739127536538653,-0.04161729245990629,-0.012547231004310147,0.023617998321323386,0.01671326827102164
NLGN2,0.0027990099840004314,0.05080915267064806,-0.05840695110280936,-0.05262444940885943,0.11661428138381379,-0.01917827297182419
CCL25,-0.020545320637973683,,,,,
NPNT,-0.03798418892349506,0.021414053775725358,0.014683750732212902,-0.060195386264719083,0.008510192267472154,-0.03400664667087596
KITLG,0.013804248779109256,0.06427486337720739,-0.05677621930418156,0.0512974585343474,0.03637043970908701,-0.028699054088986712
MADCAM1,-0.021168372574877893,-0.01620797059389826,-0.045953134787463726,0.08339485176765013,,
F12,0.035641013546737814,0.008979501817540765,-0.0119165911475753,0.08747136557097478,0.062355866820443064,-0.021114378283491417
S100B,-0.05546647869427638,0.08845931548379157,0.16038478697110672,-0.020681015060656206,0.08538903401326062,0.011654751743830193
IL27,,-0.015144940415798223,,,,
CD99,-0.01911829333039126,0.020965643760918914,0.09075049141231756,-0.01575951192428173,0.06166822366795092,0.021676648796665872
PDGFB,-0.06410910565746784,-0.007571952536105475,-0.016020711277643256,-0.025658910632733203,0.053786492966354134,-0.0227465619485326
CLEC2D,-0.0025933439917464056,0.05429622049218773,0.006210677087753464,-0.01129850773157985,0.023820614336515975,0.12620132426560884
F8,0.0031280587084265964,0.06528013588997836,-0.033500134561331524,0.006428069671291652,-0.02296656475989568,0.15430336364879274
C3,0.03253524325480612,0.09345878872122028,0.09468061802214285,0.006210070106931896,0.06538345101249346,-0.03249579364100708
DLK2,,-0.025043826284405466,-0.0605965346832687,-0.02468538749950672,0.08610350165597888,-0.04873063728029375
TSLP,-0.020859026971260578,-0.03726552864919093,-0.03472489209521905,-0.04120725245307567,,-0.02052188467952813
OSM,-0.019903958801972915,0.00439609483194069,0.04347864652874628,-0.0336684121180615,-0.05910744634169214,-0.02280463674961368
PRND,0.02348681045454935,,,,,
SLPI,0.07179695538154221,-0.0078076163635406575,-0.009581011937836803,0.058980777832545815,,
AFDN,-0.004368591864375688,-0.02400874054567248,-0.0586258662181399,0.11641860563738093,0.02407123299845456,0.07177206416606821
ULBP2,-0.039789504572699856,-0.02607283850515095,0.006589410350280314,-0.0346124366195868,,
ICAM4,,-0.01319602319096078,,,,
TDGF1,,,0.03682446225087673,,,
ANGPTL1,-0.033071917123985786,0.012175324618303807,-0.04769941099498668,0.014876116258156621,,0.06284455222002848
LTBP1,-0.005613316961155375,0.047660448726458915,0.1308656728803515,0.004539902888438079,-0.05370920083423614,-0.0490649921548634
NTN4,-0.009689050260324548,0.00871497723741858,-0.044617056246806897,-0.06888785244433214,-0.017902938312288823,0.11397861508998802
APP,-0.08716303174707891,-0.0038230410607889434,0.0019145102413698136,-0.023712049655025536,0.07779649942140103,-0.0361032502823906
RIMS2,-0.0211683681793764,-0.04571265769246869,-0.07391046989722477,-0.03256044452265827,-0.0040413719323913015,0.1014734458029398
WNT7A,-0.021774659273902763,-0.006882949573497483,-0.000739077369040798,-0.0496760344420541,0.030209936351639415,0.021355243672247913
GAST,,,,-0.026709198949806896,,
GPI,-0.10598726219441353,-0.09346789344948656,-0.09174196532113926,-0.05029191768265007,0.05441716262975921,-0.05562013471519382
IL1B,-0.026407536353587027,0.03178323544839914,0.04626083067162591,0.03512613847051461,0.03571477918696957,-0.11599754244029137
HAS2,-0.02774312376262703,-0.023647546696773256,0.05631349111036765,-0.007971568161193448,-0.0005295619209108837,
IL11,,-0.013607000128989135,0.02768461836388808,0.10250415432091879,-0.04192296561442813,
SEMA4B,0.011485022279624644,-0.005346320523369966,-0.04101038666170106,0.013069063710947673,0.011504581745526774,0.04529409949106691
FGF12,-0.03191882537063311,0.0755209080577936,-0.09593231804900881,-0.041731359925153824,0.006467593742584937,0.04253388721603244
CP,0.027099423737190282,0.017757116274177795,0.12857815345596071,0.04400988623600643,0.054503506725075056,0.031224088970369938
NLGN3,0.005078541665488371,0.04856561158381984,0.0038517223591432196,0.022402570118101796,0.06097908485168626,-0.03679859071747978
GZMB,-0.026155919134411853,0.03626053652589826,0.056944759478310646,,,
PROC,0.058061708412306755,-0.014774666537009713,-0.029482885853831676,0.06138259571927717,-0.03862164085536372,
AGT,-0.07426333914582411,0.06963323086002413,0.031203253618694648,-0.02342321437902149,-0.06936188327593987,0.0032007378770593535
PTHLH,0.05116827126980124,-0.006217788358785759,-0.03253541365450367,0.03996244448374999,-0.03516269054420453,-0.06114843888052191
COL1A1,-0.054372493330066655,0.07648482896865455,0.03779503276504497,0.030052612320391,0.03238773925194319,0.009546701393729715
LAMB2,-0.03053205138950021,0.03941004270149038,0.009138948702510216,0.012841772767995589,0.004580215970723066,0.06860782024239531
DSC2,0.10900949650705516,0.000476024449196508,0.035399463026891884,-0.030538114242871013,-0.028565235738616492,0.09549771514322691
WNT5B,0.009918724592971022,-0.028246968888346567,0.025580217983394708,0.051356405123941865,,-0.016908695518134127
LEFTY1,-0.023505924890300955,-0.004988553475304485,-0.04125838784511436,0.003590961183881947,0.0034255024577329123,
FGL1,,-0.014960880434004972,0.12437280504694725,-0.036139586244235994,,0.006913601171458623
CXCL5,0.02146685901655537,-0.032236349968273056,0.025019643698634655,-0.05027854419821882,,-0.020438541034840878
S100A1,0.043735209488578126,0.024783871499598424,0.08783910730619564,0.03905631119039365,0.005818508150009947,-0.03105563647522388
NPTX1,-0.03169980302978304,-0.012707783990604826,-0.08554570387589429,-0.022166732882147194,0.0037211584136978225,-0.010178105338076924
TGS1,-0.01939214177382008,0.012462943646864703,-0.004930585878032734,0.0442362635017697,0.008856089619292115,-0.025379976158201617
SST,-0.027149722155885687,0.00575505700831936,0.017677423731126143,0.027293256113027162,0.04195599909971323,0.01167856660267679
IL34,-0.030625186290889127,0.014190191179508928,-0.03731806072860025,0.1089244022643825,-0.002645031803539898,-0.08934903099242272
DHH,,,-0.004107189966788009,-0.025473372910672004,,
XCL2,0.009808359291419927,-0.020358072337393195,,,,
TF,0.06180005417310784,-0.0601864175906665,0.11480848206053809,0.049069043047503993,0.06415373791923541,0.05367757334222834
IL33,-0.04780100440263468,0.03952447100659643,0.03146121662289895,-0.031072943705979895,0.06855805997488794,-0.007777813430040367
RBP4,,-0.031081720530149938,-0.03340563226921071,-0.029380395434240255,-0.018749915746919293,0.004552540580386755
CCL19,,,-0.05116695573553739,,,
CCL20,,-0.042566068900506494,-0.03683377377411566,-0.024685391072075513,,
NAMPT,0.023131121748200766,-0.055389351400077766,0.02315661817379858,-0.03243670789732833,-0.09594722544965716,0.03173480508477282
