,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
QDPR,-0.045076348095121066,0.004855893365203407,-0.01520976504274914,-0.0013830570337107708,0.04133869968768943,-0.02173296050985426,0.0026890506847709176,-0.037524492535388476,-0.1358056710044866,0.05559986089095277,-0.08674782791382772,0.05874355116680678,0.0851948048037766,-0.030017034897188287,-0.010749611695548132,0.048499704022271696,-0.12182645046674549,-0.005014499039454284,-0.04304482427827431,0.03086675662746141,-0.04724202859000225,0.0949379941710699,-0.0004079404618292571
POMC,-0.01136452287464117,0.0869060787421977,0.05603465187876667,-0.011851789237027446,,0.026526167010452427,-0.03180590428799446,-0.03224449371692149,-0.003983425808085768,0.029465874192693284,0.0661861530996701,0.018971512946652936,-0.0032370643685437927,0.0026111996420625167,-0.03996033213918488,0.03253889649477464,0.02225535842015107,0.042312710580071175,-0.02827227636053817,-0.03013840438447617,,0.03023266951231039,0.05723618783902454
CCL18,,-0.014775900628546407,-0.011489108921572113,,,,,,,,,-0.03360981543703172,0.05761660493683417,,-0.03582810721179855,,-0.048933966265619994,-0.03760517301942011,,-0.03194702910490886,,,
CCL17,,,,,,0.013718800260122425,,,,-0.0126543762906122,0.016504942884334014,,,-0.017474658367303043,,,,-0.022230507854607503,-0.048953701033709586,,,-0.018562257750726258,
VEGFD,,-0.04852603951775232,0.09812070171539225,0.039216496926233205,,-0.03652516911003231,-0.012207076245235251,,0.08818643396893484,-0.03452675961728381,-0.018850563515233593,-8.646192500079643e-05,0.057829483906974885,-0.018728132620717052,-0.04036436768885845,0.08634471057717633,,-0.015399751345296819,0.03343050249875436,,,,
TNFSF13,,,-0.0250336765663133,,,0.06986019560639424,,0.0928301966797398,,,,,,,,,,0.011880532378594408,0.032606870777014504,-0.02715099482351979,,0.06493097692994547,-0.018827538003639784
WNT5A,-0.04295786388005901,0.03607321175329732,0.09007421719521481,0.02281344247110937,0.07586100675727368,0.053113449229390396,0.030173611010507737,0.06026593708706158,0.188713106397818,0.021879213844237792,0.030818930158167144,0.02857575225852624,0.09522815408336967,0.020865114661418025,0.10267018914551643,-0.013091927274571494,0.07017440280749136,0.01188929631076066,-0.03456749862310592,-0.04560448523291923,-0.09089901655540596,0.0160902734161833,0.003129305395316685
CXCL8,,-0.07513526779248728,-0.07108043220138541,0.04219552757957941,-0.11680390510306364,-0.10600938699781629,-0.11563575237932117,0.11924787338949143,0.08557626738183496,-0.03382230197557693,-0.02182738115306755,-0.011407877445193334,0.028443572004004172,-0.056308328732070326,0.12253104107453651,-0.028157574047524846,0.08052098288534691,0.0013620758642865943,-0.02036985056209346,0.031210796996557908,0.07414999503146229,-0.03313882182560981,0.03126184189995117
GRN,0.014267758189252562,-8.322130666869967e-05,0.015256244540015729,-0.022240658002908715,0.07138537195020196,0.03974880038298147,0.04672003042277366,0.018944529213287944,0.24492565466581584,-0.010184384085719454,0.004919308649585444,0.03556684529956547,-0.011792077278858306,-0.03105331509465976,-0.03012817856761055,0.06661605586199483,-0.002863143447284003,-0.049810515236097384,0.06682596792468419,-0.05647228118522551,0.0488863074617682,-0.08540793360605252,0.0073594852936811565
MIA,-0.021577635926627117,-0.037227558054260056,-0.0360950030313695,0.003515337766584534,-0.0516135854146702,0.01100379885970879,-0.04351147818895663,-0.03573618433330743,0.09154007838766087,-0.037504398304266155,-0.024977115861068544,,-0.026680678333318567,0.00032848206421259477,0.21543459812266036,0.13233194707459614,0.12769757282110128,-0.03345084897952057,0.09783480596480205,-0.10354108004833856,,0.18625419993807948,0.04950993150290815
COL4A4,-0.01909180926938753,0.11515893861772275,0.013426609321908357,-0.0018465279479739829,0.002924623980859258,0.031132388288479605,0.09150698346493083,-0.018804078526698177,-0.0015728082943282271,0.03039946002583222,-0.016739609151314866,,,0.028821726586429487,,-0.08309885817742245,-0.03788151287746375,-0.024657409792196005,-0.035905350685559834,0.00595523091617746,,-0.03581060884610675,-0.03120065930401961
TAC1,-0.016485138323760376,0.024319287384006585,-0.005803773600628565,0.051249720945950566,0.10184107723920968,0.12535162736330405,-0.02366988614742528,0.0031197960060476886,-0.17400649489487208,0.12993061171697373,-0.03389280465607675,-0.039066957242382724,,0.013648137355252775,,,,,,0.06944165020904952,-0.02386655276125271,-0.03228467968183953,-0.06495826253927564
RARRES2,-0.02270989677605029,-0.03978068291961065,0.055780711526761645,0.05303141749297342,0.04699589832694821,0.07932385456188662,-0.03416663353185218,-0.009384258690350993,0.24474612593178224,0.17755115440394809,0.01101717854871935,-0.08674008276046953,-0.03732214852343976,-0.029050354351271866,0.058359902163879325,-0.09766190612749419,0.17628577108683371,-0.011917820916852305,-1.701918431393166e-05,0.0198567181651984,-0.05615255063732053,0.04865334624898053,0.0328264086821369
FGF7,0.09472168703442431,0.10977481667995316,,-0.014015149211841209,0.017154492543041962,-0.004360444444251233,-0.03196759755024238,0.14785543074363822,0.023826659018057694,0.031391000210390776,0.016119286096011345,-0.027572857688906376,0.04873183892173862,0.02024355526280349,0.047744945369995406,-0.07286684156390151,0.12258457976285314,-0.0211541752603593,-0.017506357960176022,-0.07470688512649615,0.02537915979670207,0.026929200375291493,0.10472768387381477
EFNA2,,,,,,,,,,,,,,,,,,0.04111407059648024,,,,,
HBEGF,0.03200940805445014,0.021398418212661738,0.004423251245738953,0.07613979659670546,0.025198238544411018,0.01742586362519494,-0.02191385113527797,0.014532075044607453,0.09124331737696527,-0.07939236372392483,-0.013027839377074083,0.04330102981307149,0.06901802283605145,0.02832586720361746,0.10538706296800945,-0.008732296419597003,0.10824804937186569,-0.023407129702425363,0.08235244942700488,-0.01732082299313886,0.02631781122066127,-0.1472965474640147,0.028166749894545515
CSF3,,-0.030157275040775967,,,-0.015267871072238391,-0.030090730910876003,-0.07412884561611044,,-0.013966584788431062,,,,0.03609105003031221,,,,,0.02379518003773157,,0.020085627050828822,0.04737867522342748,0.015652504165542137,0.02475798925814878
PI3,,0.04634585682231665,-0.034899754733442034,,-0.040321665356608215,-0.05492154620832806,-0.047069222676334226,,-0.016849977723816634,,,,,,0.09148412339041721,,,-0.0360878792925747,0.1168384425583527,0.010701387354478026,,-0.07390638812393754,-0.058533885560199304
PCSK1N,0.07179989705064538,0.07258415995625622,0.033053750419487576,0.0055973528331212975,0.06375456893241221,0.049469090090711945,-0.0021008339075529276,-0.0386479150340269,-0.06321157661352116,0.01860619628900051,-0.042595589834349225,-0.04696519849375248,-0.03723255590509305,0.03709649369908794,0.1145584265131989,0.029895660146855085,0.03429719885884394,0.034712826359061526,0.052456252589174815,-0.04746055762232257,0.11602492818219912,0.14731116198065144,-0.08501158265439919
NTS,,,,,,,0.10795918212433683,0.09434652617623289,-0.01688824081832583,8.844711291853799e-05,-0.0021457162380205037,0.06618172343620615,,,,,,0.07442012176619028,,0.01784766987393784,,0.06706857532820727,
SFRP1,-0.023986292672153173,0.01651219749805201,0.01848398557179361,-0.009357929004573358,,0.016120628320752197,0.015720170872384965,0.02831655994178116,0.09206382448746818,-0.025238835595697496,-0.05604984379572922,-0.028264869479510162,0.05155334635418217,-0.015631735135539865,0.051550367689038507,0.15074565918558538,0.06359211719960675,-0.00309347729193701,-0.046801505835910834,0.028732437796292414,0.015932131649175153,0.005520290763903794,-0.022656014965486346
CXCL13,,,,-0.00911780685890103,-0.023402897792442857,,0.00882214931640366,,,,,,0.046429806630233134,,,,,0.010563432235243985,,0.01791904682026264,,,0.021672310022961917
MICA,0.005269231079381375,0.033791773738191186,0.050804286502104286,0.010808639976469914,-0.059129936598692166,-0.05007087733044209,0.009572861493251142,-0.009072132874283627,0.08631873297690264,0.045275019975187965,-0.012709821101498292,0.07347411216099937,-0.05689513629011771,0.01147796058253412,0.03566187406084952,-0.012017356858820568,0.11973708348919399,0.010493699493396043,0.00292310717812292,-0.013972821045720557,-0.06211629500663341,-0.018551100521464713,0.0016130231992729706
TG,0.08073153580962203,-0.003500163069895845,0.05114302480580699,-0.006810701200127803,,-0.02243858536715034,0.003837783971301115,0.04587494412441239,-0.03199752089698746,0.01867837724325226,0.004321463230682198,,-0.013009038785543419,0.03806298126365381,0.07095683712714074,0.03790446371144213,-0.006696680891218112,-0.021961707821728054,,-0.028528499789541077,,-0.020834020746282197,0.01135892024786836
ADA,0.008236761674318508,-0.018757727383572873,-0.010700633409838128,0.06384264674767744,-0.025736923443800495,-0.011832792565095902,0.034504363159915924,0.0006314294148686884,0.15985511968094537,0.00675716203566309,0.025887361282452524,-0.04434589050257612,0.033842543054804275,0.007063924035944468,0.022786169220697778,-0.03333668747639467,0.049025641345382585,-0.0007287652661178996,0.027377513290638904,-0.010935687048533498,-0.012388592703850716,0.08826773038392484,-0.04805031210386058
LAMC3,-0.00900194713326558,-0.02684367485477074,-0.03428971018133508,0.033560389997775456,0.07731730315061407,-0.010431732309241206,0.05991403138719626,0.07169798282616258,0.15439202244193156,-0.01804932859045375,0.062223453795633134,0.024909777169390863,-0.02900235482796716,-0.026280981351158455,-0.16715943970603322,-0.03161860128715388,0.015231684393822968,0.0553548319000007,0.022713672227930966,-0.06984076180649162,-0.05622918658371781,-0.00424206300698289,-0.006403362370719762
CCL7,,,-0.021101048105087707,,,0.012817107106242018,0.02126682564513994,,,,,,,,,,,,,,,-0.035645914797651494,-0.04469769630402093
NGF,,-0.02965378043982175,-0.01601087942006289,,,-0.03430404740860588,-0.06880468905774993,-0.025284965310620883,,,,-0.01410037422631677,-0.023318565031442327,,,-0.050399453066572716,0.03987114589089216,-0.01443969477057573,,-0.05950945975816992,,-0.032880403968290596,-0.024209311690986987
TNFSF15,,-0.07318641479245613,,,,-0.043615389073465224,-0.029651721884715845,-0.018465862395485557,,,,,0.021885002000689126,,,-0.09177948732371637,0.010998686443456878,,,-0.021525367951504674,,0.03238869197175094,-0.015250753663765059
HMGB1,-0.0345505426509658,0.010986398559381539,0.0065190469270550635,-0.00493348159396282,0.06085580701183959,0.08333808900607227,0.08535713011539776,-0.04030276138632956,0.27106152635409103,0.02120575962773327,0.014413236496014795,0.012899185650118964,0.05625900549679371,-0.008903639783849851,-0.11041177265647736,-0.06006241634143233,-0.09956371187470284,0.016637971577026428,-0.11218442826102144,-0.06205715260097184,0.03523122678333261,0.03911398590463242,-0.09514477695913895
ITGB3BP,-0.015935730051509507,0.05522590122992815,0.012020832195347985,0.03680831785038832,0.018715516347588005,-0.044396371300847164,0.02551987211115339,0.03219918182216497,0.173570351862261,0.0188968905374319,0.061886185319735484,0.013354272647775833,-0.019023650861292016,0.012909540742735086,-0.05628983112951393,-0.024965672926968295,0.0835060427680332,-0.00647621609892582,0.08124526286409615,0.016040199820912135,0.04812018960001717,0.009625862688649157,0.013370211840715716
AANAT,,0.037492309191364696,-0.019524559063286717,,,0.006525852286528265,-0.006670275415048855,,-0.02472899471121304,0.0024984090631688396,-0.02959882609769308,-0.03947860734375264,,0.03348725294312681,0.04346536379500566,,-0.05096677708650812,0.023393323681354068,0.03459086505470836,,,-0.03771486436820614,-0.04982696607275547
RELN,-0.01582761248246344,-0.02343581933617864,-0.013836520872044828,-0.01162925140892442,0.023544483938528638,0.03249938451789833,0.047273184433436075,0.02607818816291378,-0.07030542163149817,0.03393546119884562,0.011627278551721654,0.10198143391383158,,-0.01247720282539208,,-0.08541573517452579,,,0.012449801730919037,0.08944003516350067,-0.06769883468977085,,-0.03749200155517695
IL15,-0.03355982206562736,-0.021194706214145386,0.05061966830386408,-0.0196193736941683,,0.030519032722446264,0.013113725336040251,0.16812463429422328,0.07790359189035131,0.02742441389612031,0.013153960966374452,0.0057867800766796115,0.034781375738553076,0.009646823226362813,-0.05623895477577089,0.032988783993701885,-0.03314334320174722,-0.013062786773543906,0.024248589337682286,-0.009249306660590652,-0.03949309032060427,0.04732546202503964,0.07184939048659206
UTS2,,,,,,,,,0.13326415159500485,,,,,,0.02427666726997833,,,,,,,,
BSG,0.01717906294166969,0.0722869957591439,0.03175269198143438,-0.006699740161826723,0.015902823656920435,-0.09226022904743325,-0.040341269163344025,-0.015340056530063454,-0.030590742261162415,-0.18307875015151687,-0.008571111791283474,0.009220799471175482,0.009018569305633762,-0.0017507077780584976,0.1813989243054992,-0.15506123074049777,0.03771080901206061,-0.03329046506316663,0.13154520718466553,-0.013071929926863008,0.04401097576669512,0.05670693191389255,0.007473525405286595
ADAMTS3,0.01928970621524828,0.07563358662630881,0.00041533162196959525,-0.016366250680159577,,0.012875692561507196,-0.0011031876022070367,0.01854241765961959,0.2431989053408922,0.04245002253751013,0.04907760508979,0.004248823472191157,-0.03692744946461713,0.010564728415695173,-0.024096282617351632,,0.023010950684773216,0.023954295329411696,-0.04652382742577423,0.026777765160288982,-0.045405501529997894,0.05588479922135546,-0.02662231718416501
CD34,-0.0015005130243125186,0.011083147045855751,0.054839778469809315,-0.004803760556350447,-0.003829010665897022,0.00045212050078039065,0.0471368668804753,0.06788776613392478,0.08333518553520848,-0.0381503675761167,-0.02259633042024788,-0.04324657233227994,-0.00863048362744918,0.007408942212361092,-0.03651659555804749,0.020047731022355884,0.05469856654479673,0.012399303546254839,0.006247585120101142,-0.0533009859320343,-0.037954309980749265,0.004797592718856725,-0.03916015510416748
CCL23,,,,,,,,,0.012663867761261225,,,,,,,,,,,,,,
PLAT,-0.0052856662782254414,0.04551784200459755,0.0341032581568758,0.020527227253291012,0.03164168411712567,0.09842956198869408,0.03165390143777543,0.038707803234107996,0.18738740261798786,-0.11643243603088546,-0.010815666460172183,0.01069760343184395,-0.015390028525545137,-0.014049424132956692,-0.049669210046402956,0.01589845006019044,0.06534993063528119,-0.02217399196569938,0.103262022849568,-0.05109869932977122,0.06195885167705282,0.01008468693299712,-0.02419264898185802
NTF3,,,,,,,,,,,0.03243292927854524,,0.07278985912269748,,,,,0.012225756774760989,,-0.014839212666698822,,,
LTA,,,,0.042766245108092696,,-0.03602911206299711,,,,0.0181102555383226,,,,-0.021740059760133882,,,,,,,,-0.004238244574638294,
CKLF,-0.00681868498627829,-0.018008178861812996,0.09478319145009757,0.06323988824860549,-0.004647829341814291,0.013418783096019557,0.041177587635666514,0.035047065804721673,0.18819775451349724,0.058620910720343714,-0.03735879771847934,-0.042162858780058786,0.005567893947224646,-0.02056227139520576,-0.032036486523966366,-0.04523014610236432,0.07142737043757878,-0.005983103282411215,-0.028081101351642882,-0.020742379532635892,0.05379653807800219,0.12350190673246438,0.15925275837387284
APELA,,,,,,,,,,,,,-0.03469691568806456,,,,,,,,,,
CD24,-0.04411534048733748,0.05067049542267791,-0.0009951293152578766,0.035159863573289284,0.045804772259773106,-0.017651998459920052,0.07534632942765178,0.07077111936822121,0.06077805682664879,0.174963275646598,0.0462993760949409,-0.044790776821352386,0.04840211436313185,0.03396264179082289,-0.06496759879447639,0.10592404315539754,0.15233609703203713,0.009444015862761805,-0.047769120808986605,-0.0139180009917296,0.11562345287096985,-0.023984562423133172,-0.04521393978055556
HSP90AA1,-0.008047885814473438,-0.033283471814975985,-0.0552986436117053,0.04013702335129324,-0.029634467425526324,-0.04557603547589385,-0.05106093226596724,-0.057820284742407316,-0.2041951500225572,0.0639613013391305,0.029270302868221538,-0.01786162842248421,0.010879976949651234,0.005914942817960179,-0.007282808441098604,0.05307045762535593,-0.19336597270286499,-0.0019061986296227626,-0.0438638037167045,-0.03980422071544162,-0.008822779527089196,-0.06639307955980778,-0.07580162852886774
BMP4,-0.019648238971157462,-0.0522923418271706,-0.047595496947450494,-0.055542956491195866,-0.02558210956894336,-0.04581495685709064,0.018089172632766454,0.05995570988043346,-0.029018823024866646,0.025521901732994647,0.015122540034392559,-0.02847995165144767,0.05497408298083517,0.018302699810069933,-0.03687674170384662,0.07323861661191369,0.011180875808971463,-0.04847540718540484,0.01818259803186374,-0.03495021651938333,,0.004040127126867005,0.013497177055340537
SCGB3A1,,,-0.02110104599501109,,-0.03445083622466803,,0.005386161865055909,0.15893658060343321,,,-0.025792708713826336,0.0719894933847846,-0.019452056898399916,-0.015169926200355132,-0.04036432845105013,0.02617798170511473,,-0.012216757668557749,,-0.010101394182718371,,0.0017878185035288476,-0.00023258138337786777
IGFBP4,0.04143604345210647,0.030677961978807365,0.024354659443197695,0.08154076820392438,0.08320824481476521,-0.0267231092578031,0.012423173490203067,0.048921757911816584,0.11734962731525247,-0.020912779621396455,-0.013511586715426108,-0.011298128539295767,-0.011637012720666876,0.0035386586366902744,-0.17435301332400058,-0.00788665308758436,0.08600136844197519,0.0032214823663125384,0.06771781321358614,-0.12093463429317683,0.0006249360917008204,-0.04050533240112264,-0.019590020073597045
RSPO4,,-0.029282879718757024,,-0.014163941305605181,,0.023937874308187918,0.04430621106720709,,,0.0015800529185919082,-0.000829944133453985,,,0.037464763359280194,,0.05058974905546978,,,,-0.00512806941212525,,-0.03158305592635047,0.051393085912393825
LEFTY2,0.006189182924141605,0.04210402514028503,0.04194464398565188,-0.016208966636987236,0.09211007581020335,-0.017316312217999452,0.016098150722484793,0.06786253391115057,0.15373794614267489,-0.04720802290799699,6.985840585982815e-05,0.013791200215001095,0.05196411341916294,-0.026837860988847415,-0.08041707569614069,,0.09609475948978136,0.007126951675064337,0.05120192377488313,0.03711055720679649,0.16432994863045952,-0.04047729597775196,-0.028074650461832818
PF4,,,-0.021888948006485633,0.022887531468458237,,-0.015325254020266577,,,,,,,,,,,,-0.013415304222334676,,,,0.01603935774766359,0.10212218339266521
ANGPTL2,-0.01360572484129364,0.022985881883799613,0.0548718247959869,0.02351182087023818,0.07502525429128443,-0.0049284586548938095,0.03145845767459358,0.03128701632443301,0.14158110371695262,0.12629906837806937,0.0738237024627889,0.03244221732007264,-0.03457632643442788,0.015068124235457071,-0.07865325767695369,-0.062005212889442565,0.10466086382178803,0.030147428764331012,-0.023171334865876834,0.044940469192988663,-0.07197194564160282,-0.023271044207300955,-0.07701472613186497
LRIG2,-0.0049856048225584305,0.10604458636600513,0.06500811000084952,0.02303157869357326,0.027252542928413476,-0.027895746007773177,0.03732013710020077,0.041487520478613385,0.08763580984728424,-0.0372589203343077,0.1019805391486866,0.05013897006983319,0.04508790467314948,0.005283105566834681,0.06872702176123349,0.11712231409214943,0.19418297053393144,0.023717025918568224,-0.06102444315020472,-0.007106130645993609,0.08178011436553848,0.049113532294492966,0.017514145454529766
ICOSLG,0.05599974760441016,0.09661874876032513,0.044707176494915554,0.020228123515100255,0.030450703212878842,-0.037802923103499884,0.0338231036634315,0.0447775444984847,0.0979741083133478,-0.005437863690747721,-0.050975812807816,0.05502185474213266,-0.06457079040064549,-0.022840539522981047,0.05378204041310689,-0.03566376013374965,0.07295840922518132,0.07144255753689875,-0.0284855698015582,0.0026026072852628744,0.1110603302529136,0.07657390092527759,0.06317252064986227
WIF1,,-0.051621097380127066,-0.030068492286277906,,0.034658150455349104,,0.05272401403188172,-0.02742564831925793,-0.17955753649997627,-0.005588745789864142,-0.0024509541141863166,-0.060781438279803694,,0.06285105664148623,,,,,,0.00024311488910087005,-0.04018764141440896,,0.09847304765240414
NPPC,0.03093448690837935,0.10000890491807644,-0.054830825824406945,,0.048675963995746516,-0.02037999364930328,0.008446885646165867,-0.023231570980629102,-0.024215039355434387,0.0034639642513680812,-0.019196819088452048,-0.03850734116528922,,-0.009828015556095578,-0.050426394369984424,-0.06141228621804941,-0.03415620158491126,-0.025382654950727015,0.062098681692705646,-0.024359297466066087,-0.0685969719059151,,0.021316070607728183
LYZ,0.03686315728083626,-0.04526770607480062,-0.02642948636088277,0.002561638208179746,0.05771558707802769,0.02144195508019826,-7.346646233064029e-05,-0.0056891660826066046,0.17555155149673532,-0.025820684495444637,0.008652732247815445,0.02791111264004877,0.014179144477815282,-0.04962749287956387,0.019965008732027785,0.05167237058736434,0.004129689489345631,0.04094626525733307,0.07884782787986891,-0.029424114155134982,-0.02233787244302121,-0.03981373018852773,-0.05353342527785281
EREG,,,,,-0.043443860069318246,,-0.0545273983156606,,,,,0.024279049631474793,-0.024885485299387604,,,,,0.008025008524169487,,0.004901940484403567,,-0.04921237121859029,0.02054859388014733
SPTAN1,-0.03139586646728217,0.10933096790039173,0.021106166319658542,0.05114630011368125,0.048236887025621206,0.09258723138109362,0.0673003402242788,0.06918027569069612,-0.06282251936827199,0.05132965598655941,-0.009311326347390209,-0.025884845334114965,0.032240295057952416,0.04915410096567074,0.07113472596262632,0.1568486063368012,0.05606402859720235,0.021687880168673863,0.04210147535481443,0.04416169311646239,-0.013685645543186272,0.15309169533828113,-0.01986425234669963
PTH2,,,,,,,,,,,,,,,,,,,,0.054925135908767346,,,
LIPC,-0.024443225470883678,0.008994788440230692,-0.0016240761740351358,-0.04563677509220796,,0.06984080158087874,0.03507983764299499,0.010179098417176189,0.02400403123857532,0.07860226851195432,,-0.06357880160155661,-0.031116102592788852,0.006785074102909408,-0.03635564141555726,0.0072467557758196036,0.07735557065904483,,0.046802071583590524,,,-0.03597344103790336,0.04571608759398433
COL8A1,-0.002161169543305962,0.04210202439530102,0.016243769608542142,-0.027535267255713366,-0.04023992246076673,0.008924969530999817,0.08570705075142492,0.046544093255996274,0.07762413440882947,-0.09315438862986378,-0.011511992992621711,0.031051010067907833,0.00968874062349253,0.009671007018410834,0.0487006215462025,0.024392792264729502,0.03907276182668325,-0.08235587309728219,0.0953491676533159,-0.03860093715850444,-0.003304243786405617,-0.10853793482051875,0.03394659540487532
GSTM2,-0.009995147769078049,0.016829169080559623,-0.005346535070773699,0.03991143733166916,0.028691027736856087,-0.018430661555829144,-0.06441005465734291,-0.018473680637626506,0.04638005263694948,-0.04512992641072848,0.023509222811459167,-0.008105098662313997,0.03377572050698609,-0.01309518362576,-0.0024014662975187367,0.02279025673160389,0.022075574634423542,-0.021140409617484427,0.008876414825264389,-0.0005289587079290168,-0.04200577482259039,0.07300070500822631,-0.006473489748125523
IL4,,,,,,,,,,,,,,,-0.03475252347980326,,,,,,,,
SPX,-0.04894198241407269,0.13245027895883588,0.006092587854640288,-0.013250888563288163,,-0.004229450040172753,0.012693114892184266,0.025566319642756814,-0.07757030803311749,0.07800852213702593,-0.023963267552458003,-0.018543987888622843,,0.014422547373404546,,,0.05734266007791078,-0.01665681491725959,-0.06909667689366117,0.044772302138760704,0.10071482333303156,0.3127945186361641,0.0988720038983377
MFGE8,-0.010048446169193308,-0.03510412151850411,-0.012912977317370813,0.023692049206793426,-0.00041258811409793203,-0.024842219447597475,0.05751890487419397,0.052432613176364606,0.0965125763523717,-0.01313237997044418,-0.023695352245638564,-0.0374735338296115,0.007124058249172706,0.003393479041824027,-0.033734921847020455,0.027142677550868095,0.05385358039937224,-0.003220857786158192,0.08207040118938838,-0.004646908397931404,0.11619497404379961,0.004402808376689272,-0.006447404358493783
TGFA,0.04709379528987342,-0.021280866309713396,0.024167038886047626,0.011015617555258308,-0.03634708316974025,-0.02143734140885112,0.033646057563254485,-0.03173728755569047,0.12606214725281,-0.11512565795451166,-0.02562432871014439,0.00783872376793292,-0.03353796078577185,0.0395523841995195,0.029648872093133986,-0.0034261761824867193,-0.03607768421084641,0.010116077213321402,0.0016554531274783906,0.00029273174950064917,0.020899944734955263,0.06241545866045765,-0.02043017290186041
