,UKF248,UKF260,ZH1019T1,ZH8811Abulk,ZH916T1,ZH916bulk
ICOSLG,0.0011362865191431983,-0.040302756384491205,-0.057668936988525515,0.010018824739272385,0.030110481870455914,-0.001978288256943466
WIF1,0.012952912791427865,-0.012473529604228479,,,,-0.013228068940433678
NPPC,0.09270988810704192,0.05348945547488846,-0.04642781433989913,-0.0353453780049911,,0.03684372021288838
LYZ,-0.003470268848424156,0.0991412361447539,-0.019822288723688096,0.04967541857971548,0.02414467033632585,-0.009999899385131746
EREG,,-0.007539810981329392,,-0.048059910493434416,-0.034309983412926355,-0.02453844596220776
SPTAN1,-0.017722238181294023,-0.003063076848201549,0.0072169161705766165,0.006965813591026516,0.01601077882526052,-0.08045040420111932
LIPC,-0.021299570301707885,-0.02161083488089098,0.04299417031352469,,0.002327142265045822,0.07108392729251174
COL8A1,-0.03667573168047248,0.004485017970313272,0.03595151753201559,-0.00024878249186768224,0.0016396186750558311,-0.04377546564252261
GSTM2,-0.012223484616494947,0.05256589449837177,0.041640416364417926,0.05902848287832101,0.03650267125750272,-0.008305997767570324
SPX,-0.034448689869606745,-0.04334256484433731,,0.012982649525837565,0.06918351478468295,-0.013527463889873649
MFGE8,0.012532607017079431,-0.050807799191634785,0.042777940835928195,-0.0436961571390285,0.04371630381810365,-0.011649628880803136
TGFA,-0.006864512886672817,-0.038083754093927134,0.09176837318344168,0.05688569627810567,0.000990145402616181,0.011599421728542907
SLIT2,0.01143584292809166,0.0027812978771164618,-0.04047714549911192,0.001950338863659465,0.04368597880805721,0.02802284843496606
PLTP,0.023069825045907603,0.048556276326645255,-0.011705304713871474,0.062309213984220964,-0.0007335936218841965,-0.023781985168418496
APOD,0.0500041987990634,-0.01010454361117834,-0.02094853421453876,-0.005552503955062515,-0.03867292208662931,-0.0003266842328951175
B2M,0.032982842196271844,0.06067141111984483,0.00498922169651793,0.04496309644967256,-0.00020032049800971992,-0.02380202857521322
OMG,0.02728452582818396,-0.030014020465195513,0.006660504494963551,0.06731777311461867,-0.03698452140213171,0.00750361853898382
CXCL3,-0.026982350321420073,-0.011330861331412126,,-0.024468021182350065,0.05420692465014095,-0.0012535682694515859
CXCL10,0.052993968386330484,-0.04425472824755195,0.010448287108625883,0.062474658591268196,-0.0076005557445535275,-0.039321374858724154
RSPO3,0.022394206579901245,-0.02161082155675116,,0.03725440939042633,-0.01619049752790529,0.05619792313875535
CORT,0.0033099049972419217,-0.026227994873387114,,-0.010324320036229755,,
NCAN,0.06524013647106353,-0.028558689294868204,-0.03332363510596402,-0.015592696514178135,0.09129673782372756,-0.0029861116083177842
PRG4,0.002960949743685987,-0.015473270647799275,,0.07479077312620944,-0.013771311648165833,-0.029665843382366993
ZG16B,0.1219249425982438,,,,0.1439240133713337,0.2042910891686133
TGM2,-0.08131217008534325,-0.019727576541016475,0.08297105154833065,-0.006938870504768726,-0.018492806693177086,-0.04927369166693978
VEGFC,-0.032025020628445935,-0.023818490873223203,-0.033011315535822795,-0.01614205435483489,-0.0019397506157831934,-0.0030680844583399858
WNT6,-0.02706065659310647,-0.004299217125566602,,0.01556079569754991,0.04375076176537123,-0.018788307309385646
NRG4,-0.015447261386900498,-0.022039650558931725,0.03426736286845604,,0.03367474062969178,0.006846278034151973
PMCH,-0.017803800057093002,,,0.011818783389897858,0.01499625520207347,-0.03618425126508838
COL9A1,0.007130217546369526,-0.00900989338724842,0.024174139235723795,0.004473586027752792,0.1168648193765729,0.020110258194003434
GDF11,-0.07890384077629768,0.04444548168529117,-0.05137752974596451,0.012784061589714903,0.0438697318772176,-0.009956829395037392
RAET1E,,,,,-0.017760862742092858,
IL24,,,,-0.017943002531054044,,0.06634355674959196
SORBS1,-0.003475655661951306,0.03295408505139007,-0.002076693537842191,-0.038935318443068793,-0.03549586153743964,-0.002654100900969078
DLL1,0.040785087874960484,-0.0347952031977385,-0.010890982361274927,0.035498251385107336,-0.03941552118588155,-0.03563336317435113
TLN1,-0.042735819903015206,-0.002973194956053711,0.012576728694787894,0.06845071443675209,0.009511810229548846,0.007558212970221002
COL2A1,0.03508101415990411,-0.013819978011405555,,-0.016968035820450214,-0.023562646140166968,-0.02545599739085071
SHH,,0.11714003611570208,,-0.07478424325595733,0.05485180814011492,-0.019889452975499062
PON2,0.022129884562968192,-0.012778093335154839,-0.03949074982002617,-0.008607559162195693,0.015976949509486586,-0.005632291495714478
ICAM5,0.04163907230578209,0.005913223825292404,,0.008672848193223354,0.04089927816682462,0.051113506259046024
HPX,-0.04190956203332875,0.0024547972136981545,-0.03194798768405954,-0.005527487272988666,0.021005192842980025,0.00011902866647876896
SFRP2,-0.0070588806601415395,,,0.042911392511110244,-0.000755496609895103,0.06902699234120924
CFC1,,,,,,-0.025000992558474926
CD70,0.12928717452135927,,0.05268220594047029,-0.05395659886595296,-0.006916737508776143,0.04111885115125215
HP,0.13285475528317198,0.009523662049484124,-0.008922577314457362,0.08438034493374154,0.009583422220975746,-0.0393916446543497
CXCL2,0.03652166829453178,-0.012351141577139941,0.015075045885165379,-0.04359052895060071,-0.017284240094904906,-0.02146076701196924
NPPB,-0.021637025657795128,,,-0.016264668882491087,-0.016423458443459306,
CCK,0.0026247754478395885,-0.05235448487001915,,0.05331208295049391,-0.021305659202578087,0.01821785025546213
SEMA6A,0.019811723094470723,0.015717871453908405,0.00841338488605148,0.027611805676759575,0.016843899311588348,-0.008741595685440865
IRAK4,0.009675197263983795,-0.007148456559757831,-0.05557473859350252,0.004097750533630791,0.04194284306032074,-0.047879572236318335
GSTP1,0.05318334967104215,-0.03146372633112189,-0.0380094130530106,0.032841530363576794,0.05158120104931559,0.02885042314904664
VCAM1,0.036189618563342706,0.03165748470501514,0.08921866759062483,-0.027452520191151512,0.01679811601227405,0.07523619157072438
NXPH3,0.005599354771822465,-0.0326337051584234,0.08942853818101973,0.07083508770697773,0.07403479285290794,0.01625374200406761
MTMR4,0.0008792019462357792,0.009431589819309959,-0.014504316135993468,0.02853971028161365,0.004117402953086635,0.006733605772754968
LAMC2,-0.016982802705497797,,-0.015051883352567977,0.016203959745637913,0.06305307901759022,-0.027208256440990314
IL10,0.031026391359357888,0.08149263781083267,0.08147351998151658,0.061725434215403,-0.03202105572885658,-0.02439392642380393
SEMA4D,0.08492589018629318,0.07534369945214356,0.030768651210321452,0.054996497899926236,-0.015964767674243107,0.02804519424679508
TRH,0.01922865249157792,-0.013599906144533394,,-0.015380544945684336,0.02646132882875965,0.02597307992327105
SEMA6D,0.0015484010939903624,0.02618692765187053,0.07157592901448608,0.008915739030607604,0.03515662442548465,-0.03172990940183943
CEL,,0.027889539252114383,-0.0094508267144177,0.09079315987965318,-0.009361626496902715,0.10860124009364204
PDCD1LG2,-0.03229687466972052,0.0598888006982966,-0.03731904357259962,-0.05726885459228549,0.02519191904368937,0.09567506376387706
SPINT1,0.038990573111360435,0.01797045246114565,-0.008889126810449854,-0.03378590258735342,0.05115519903110124,0.017366425499410636
CTHRC1,-0.04107558323028975,0.0030872941881297214,0.012642644417675632,0.04931920995694937,0.016849300353345656,-0.0030378439722876164
PODXL,-0.0003500248774834382,0.04222955885435302,-0.016375627928945882,0.05451845471495664,0.028274151296067022,-0.0028447188720039152
JAM3,-0.029034923345639306,0.05457367433576117,-0.011467982408253311,0.05408408461753351,-0.050438245444649844,0.004726055129198224
TGFB2,-0.006946184147699743,0.0861572567673882,0.0008559447793878355,0.01136926659696302,-0.02466274003314582,-0.0874013955458464
COL18A1,-0.001373454529092068,-0.018363012390887515,-0.08331885270174424,0.030555831932487024,-0.000628217815470617,0.00352284743926923
NODAL,0.014767335008685411,-0.032755303616223475,-0.11307122409501988,0.1026940740726294,0.06000562684577348,0.030105454547646862
INHBB,-0.022629524895793222,-0.01993526786008624,-0.004933272131908647,-0.03026768740482229,0.00020911067011724542,-0.05868196794623112
LCN1,0.02255829161501077,,,0.0019461123342200324,-0.018602404275646005,0.08937234589045782
ARF4,0.06293219486880894,0.030607742450802902,-0.0012767311490595444,0.08651251925771328,-0.0070266133766071276,-0.025921086369473215
CXCL14,-0.07870435470225441,-0.02257786852417456,0.046148706183234835,-0.03589522292281292,0.04393624434148562,-0.07090830457896084
LIF,-0.04278295534355025,0.03375245500684538,0.018070771208818386,-0.06866571155804678,-0.045688766665822146,-0.0355662848140868
IL17B,,,-0.03704303333484511,0.045691752950750564,0.07934493741852326,0.001383739641503407
MMP1,0.03659519994812459,-0.013599903177753097,,0.006023837978520598,0.011419313721661956,0.03113554934152876
MATN1,-0.007382220994544463,,-0.04047722528451538,0.13097064247201612,-0.022372706661336297,-0.019663693556820593
ADAM28,0.06300766950548466,-0.002877096583100058,0.05970087236181042,0.03537296966191858,0.00012903443782871595,-0.01260730568252803
TCN2,0.04289318807280834,0.004527963807758937,-5.7774879050194506e-05,0.027380537529483016,-0.033170349525044926,-0.021220879289997923
THPO,0.01812440089682637,,-0.038793574335166184,,0.010826557480918531,0.007096335203762269
CUBN,-0.017052147305414152,-0.02335699173553772,-0.10697121080205325,0.07002337369170143,0.029126343191281944,0.0021143775345582433
TIMP3,-0.014321133437803106,0.030460986754584658,0.011344240299942639,-0.013573048802982312,0.002091341074290791,-0.019372964262661885
PIGF,-0.009103581206473282,0.045866722047940726,-0.03634601485604324,-0.02260611979842151,0.07950971192741887,-0.002070117980842068
CRH,0.013692485256953622,-0.013819980547149306,,-0.04850584582704434,0.07617546807840846,0.015919903627833146
BDNF,-0.00854917419596917,-0.03012974244383827,,0.09733688712029455,-0.027208312482400455,0.00623662066292525
CCL5,0.010728267092457661,-0.06204276083161848,0.0034142381950404105,0.041033997521427154,0.027980212281131633,0.050847302690534626
GAD1,0.010606961243861457,0.009069185111869037,0.044651354097251454,-0.05652835653204991,-0.008075237016802732,0.009175401107957153
COL14A1,-0.013874569198884251,-0.04468379655766694,0.0692857861297704,-0.025178140965767183,0.008544077662920528,-0.04031023321150934
HLA-A,0.05570119900964398,0.059555071005564675,-0.016443751123664863,-0.025695601267508614,0.022025504285645273,0.007633751915204001
CD5L,-0.019897377491648785,,,,,
FGF18,-0.018003530297875624,0.000973026840293572,,-0.029352233317290737,0.02624296158573251,0.10327615447478712
ADM,-0.09948851161098157,0.049219008501775206,-0.021695049032260275,-0.1001226523001237,0.05130742529218412,0.010345034365010362
CCL15,0.009676589087174793,,,,-0.015954308448912324,
GNAI2,-0.01661295261897749,0.04293648543427261,-0.0071137547123354,0.06213224631023563,0.013364575747739466,-0.010823009984486591
HDC,,,0.037306572706089725,,0.012913292275116265,-0.01966368465131988
COL11A1,0.03430647785732293,-0.013538864143102288,,-0.07063126158972687,0.013082767494073583,-0.04550775568108616
NUCB2,-0.029436059512087907,0.01564077225871644,0.03728201943703885,-0.02580965132011961,-0.0012170417874671324,-0.021453541193797592
FGF16,,,,,,-0.019376004960848275
CXCL1,-0.05481403386521758,0.011713348789591778,0.0560873356507313,-0.06034489907515164,0.06270989400587723,0.03427392632556913
VCAN,0.01509864064446794,-0.016923456282176477,-0.013535648177615352,-0.0464524131386387,-0.057739829839478056,-0.039894246093071066
MMP7,-0.03950143184791568,,,0.0032179480538776953,-0.013487012643056464,-0.0754702670098651
PTPN6,0.06792739839960722,-0.06111230251000418,0.017263554135759675,0.0507225590845023,0.08610673329370165,-0.05691835690150774
PTGS2,-0.06581188884029666,0.054930954348086085,0.02145403641707126,-0.0014303331230232194,-0.03223471914370392,0.015629493385426876
XCL1,-0.021803966883131687,-0.014461018818789688,,,,-0.034995089852740274
CD58,0.01784814021021451,0.007539652274599301,-0.012819311563221513,0.010869145948015599,0.025442461057814114,-0.03614328285075922
TNFSF14,-0.021969744417647267,-0.030512666449963696,,0.05148386896706749,-0.026761123564061615,-0.051370946955361874
CNTN4,0.04344456111228106,-0.0340577659586112,,0.04816949807199323,0.03629879580117103,-0.0007774400916677314
INSL3,-0.019532330208404818,,,-0.026112958425400918,0.1880127689227539,
BTLA,,-0.015076093524462852,,,-0.02112308763134862,
MFNG,-0.0058802043115036215,0.01716550659199513,0.025294939037325267,0.03813906391691558,0.09183573948637933,0.04783601658826946
ICAM1,-0.04923605041557317,0.048929376308785154,0.005304772776893607,-0.04349899804397045,-0.01616601363035636,-0.057864182814878165
PROS1,0.029887813462662286,0.021955135043575144,-0.03696203809325058,-0.04175194684867993,0.02241637505831065,-0.00039235543342862995
CLCF1,-0.04212162247230471,0.006472760956822857,0.03657435987628857,0.010680087381914156,-0.03240115453222607,-0.022566111228976653
PSAP,0.03010823544768691,0.04378664502123581,0.06826538386993067,-0.043895079267141715,0.010159373700954618,-0.04074647101180636
EFEMP1,-0.005613244819997437,0.09184725859964518,-0.007810632069317731,-0.0057468493960866965,-0.04520207734831309,-0.03381115186665017
C1QTNF1,0.036630930239370675,0.0009843459905487465,0.02963516042618965,-0.04404257132077978,-0.0008134980829678812,-0.03790205034655437
ALB,-0.030197492196879918,-0.0010895207154045675,-0.051826827584017465,0.007836805245572714,-0.024701539856564418,-0.02784024733948734
CCL13,,,,-0.017430111970138717,,
EFNA3,0.009821287357488112,0.030457977995884306,-0.022278961907776444,-0.002598529240357455,0.061489023887986154,-0.05511025065826859
DRAXIN,0.02298530857603534,-0.028954585875469296,0.025569979701964035,0.013359500525776153,0.07395376330294622,-0.007444206129501317
RAET1L,0.07411662695129784,,,,,
NPTX2,-0.0033456930032981875,-0.0304240012004352,,0.03047722179883606,0.041780746543495464,-0.04354982564814475
FGF11,-0.0009418902635086583,0.02601935857213268,0.06024257674724916,-0.04601150196735968,0.014647908296244757,0.012495101827202766
CD59,-0.02327907417525121,-0.011553753256580363,-0.01629666577017273,0.0163750744041791,-0.02897111927637828,0.027332422996669846
COL9A2,0.02831189049127742,-0.02287506793617597,-0.02454164141511791,-0.0011146291966071843,0.08986668559723174,0.044579779715540786
DLL3,0.09428698738180102,-0.03141282474545474,-0.06527559758694433,0.018109380547563392,0.08069023823767123,-0.03942182733126556
FGF5,,,,,0.014781634356486965,-0.0016245633529545457
LIN7C,-0.004015516394556584,0.03617057950233237,-0.029326187084616064,0.050587214389982885,0.033927732077908175,-0.03684808314378633
GDF7,-0.01594083897701502,,,,-0.0048813279281022005,-0.030058563311386708
PSPN,0.05464076623866888,-0.03731604198572401,-0.025609295383740915,0.033999738035174074,0.03296632296188237,-0.053933539549240586
ANGPT1,-0.019536133812274,-0.04620601120685205,-0.05172353204073305,0.09695487700030415,0.020552345928919243,-0.04008475365931261
PNOC,-0.021236393947175868,-0.012880341174742843,,,0.05302408535661638,-0.014553916413792252
L1CAM,-0.01304433132048303,-0.06767555984486841,-0.017691749262140313,-0.0393982923694274,0.0034776329032974377,0.013260998745923812
APOA1,-0.055765034050125575,-0.022894610591378376,-0.07710436933043292,-0.03188960091155372,-0.03764137311310715,-0.02042432325176328
PSEN1,0.010701722748179349,-0.047896043378312325,0.09478823881665173,-0.02085258663272824,0.062300633972659246,-0.01900644513499756
CALM2,0.02814490082520898,-0.021531345592502193,0.024553884911956855,0.05203469823348716,0.08221227765304512,0.011835390225110277
CLEC2B,0.0035270201968179093,-0.005772152391460565,-0.010339849938138695,-0.009273182174107804,0.0327373282366929,0.012160075218179094
NTNG1,0.03465328347326618,0.008380771575125965,-0.008596865913201324,0.024267556721089083,0.019270741231844916,-0.02653164988781987
LRIG1,-0.044942163326841,0.0012485686048411108,0.02756892999498724,-0.0073417281728450174,0.015352331535781054,0.024704902682548623
CPAMD8,-0.00826613060564197,-0.01836062110433615,0.14326515274283969,,0.10647319005308112,-0.021313774266211557
GHRL,0.015309135076979945,0.0169403367691159,-0.032956697387630025,,0.022480476284949563,-0.018788313786425412
NPY,0.05845638900976603,-0.06147724851628327,,0.013259130761340613,0.002940562587885057,0.017365223517084423
MMP2,0.04462246949729254,0.026990886650514398,-0.014247372247314085,0.06012961196957269,0.03427108417779174,-0.04459265476084041
PPY,-0.025656972034452954,,,-0.020918966293902445,0.01719817098277777,-0.023689216239067612
ALKAL2,0.05588681942554491,,,0.07908016328115186,-0.04030750554719809,-0.0017271351084538122
CSF1,-0.00027816036943953913,0.02094270162125079,0.01188185992450067,0.03795661206415998,0.05397815088421871,-0.06022851697504426
SEMA4C,0.04036663934283443,0.018721236296487902,-0.06285572183286141,0.02591504324331253,0.05744592684937154,-0.06811735741797377
BMP8A,,,,,-0.01960712363730813,
ICAM2,0.03186285387900561,-0.009937629832277955,0.013025989931368213,0.08521870106372545,0.004458272031105433,0.019943834436402835
SYTL3,-0.03575664040374333,-0.005172257619405028,-0.0014946188081284362,-0.035174554130311085,-0.011868349735886371,0.035928235523925205
IL1A,-0.038727967207986075,-0.04566002052020636,0.0074603388045619695,0.04834846799800473,-0.04158307735021222,0.13116382719007197
HLA-G,-0.023413598237767667,,-0.040477192115245406,-0.038447529857034625,,
PGF,-0.012016261379024364,0.09204269324442996,0.011076374314300983,0.031174329814851354,0.0484128405910034,-0.019943119934166243
LGALS8,0.015746530680053897,-0.047887618020011694,-0.06166318322863964,-0.01999086742325522,0.02063798222638479,0.0016102253753910562
DKK3,0.052940598086854994,-0.03135850666295585,-0.07212414819245622,-0.05174039800661456,0.029793101665271226,0.009293897590790292
COL16A1,0.009674664118421774,0.01780302398053619,-0.004308396375212907,0.028899543812362847,0.06505846168657305,-0.015856880065251877
TPH1,-0.017191527376966883,-0.018023329763007277,0.03750068490346165,0.0037280976932561522,0.03221580374421784,0.03066518713707801
TNC,0.0006644781253364071,0.05683468005233523,-0.035558939247813524,-0.0027085745141316314,-0.007725606024147211,-0.0435479811398056
TNFSF9,0.013135600744223676,-0.03425480966461213,-0.039361686126714236,-0.020310020983093213,0.010344910640259998,0.02287621180540869
C4A,,,,-0.019405219781110455,-0.026403988459666506,
CNTN2,0.014292170190188747,-0.08490585431566681,0.03889658579990782,0.022637731164877665,0.0623168878650024,0.02892310413343842
F7,-0.016771630623162295,,,-0.024449456539359454,,-0.026345029450677487
LUM,-0.021731263091907857,0.020946641690735523,-0.032469359190877026,0.05595790637774801,0.03247195706035399,-0.018719013385241262
BTC,-0.015215868590229893,-0.045427064605590144,0.035933324905811755,-0.017688322253916467,0.03843350282176335,0.014492762523149495
APOC1,0.03186570073699078,-0.07616288474236213,-0.03879985220712015,0.043564595258054166,0.03783445843336646,-0.01080477789725265
PKM,-0.024075341126598676,0.06286213377366795,0.0767712252445709,-0.009155015073661548,0.02316773648027121,-0.07211461012030397
TNF,0.02607095708664478,-0.038938052250893994,0.002529578301298316,0.008110910472728642,0.033190197467368183,-0.020504117967826634
GNAS,0.011968620727708223,-0.06843685892245926,-0.017033439315503572,-0.0032574607939060865,0.053701329849509594,0.00802728977566885
BMP8B,0.023916428386519983,0.02614944418752955,-0.004599829557270766,0.03544521838085569,0.04873451474661642,-0.025468904807499963
LIPH,-0.017191523144547256,,,-0.017430118380509892,0.061169255651018564,0.02881737444200696
CCL28,-0.010429251102743922,,,,-0.015224973901230583,-0.013751892192669668
PTPN11,-0.016566591502757955,-0.04493501006681907,-0.02233353314907646,-0.04267473291527942,0.013265033541813248,0.01356278166307761
ADAM12,-0.05096071182712999,-0.0022711456957273013,-0.06929948716310765,0.05598756043761447,-0.03222057585594936,-0.0321049758638204
EPO,-0.007611767387077245,-0.019339947606391045,-0.05532365230857641,-0.01892955370429745,0.08741094974203878,
EDN3,-0.005413258751694005,-0.01981295223239681,,-0.013308402687071579,-0.0008063179503430638,-0.017142994461513388
CCL22,,,,-0.021424177700303183,-0.02501855662405837,
CCL2,-0.029673025777580297,0.04242090463188601,0.05958093315868135,0.004360092135940326,-0.05110106722560138,-0.03911427859113227
DSCAM,-0.021473429446170617,-0.006525351460040805,-0.03775476889868798,0.014419056936481333,0.062460391911595185,-0.03572657057705854
GPHA2,-0.0191608260910681,,,,,
ANG,0.017944659765308676,0.0018451452828671063,0.0877693833184769,-0.03673224069410722,-0.015667851925980764,0.016201065787126035
FBLN2,-0.028228710086042465,-0.04826639749911112,,0.005060071487762695,-0.038081938640101565,-0.027175870351291747
VTN,-0.03249796994102578,-0.019498782000148967,0.012041723292846895,-0.021637775296626523,0.005409756023657469,-0.018454044734191107
VEGFA,-0.07648896818253079,0.05767788727573171,0.022873121852330744,-0.09503362204875852,-0.10030588507883148,-0.03142544955863711
F10,,-0.018192693571433983,0.09966551072578192,,0.029444304577088996,-0.026994711278334152
SERPINA1,0.04094373044342854,-0.00833313544812265,-0.023225608575145013,-0.0321693934005748,-0.007102807867206481,-0.03451865837897092
VWF,-0.04253400616289223,-0.028657904908896137,-0.038636523347592155,0.04835788955056175,0.038447558614878294,0.06534875427426262
GDNF,-0.026923170541833207,,0.017283601302769992,0.017903553969407335,,
VASP,0.029993855741203022,-0.02785229921136529,-0.0007265621438114395,0.011163055654187914,0.0063134290345642574,-0.0014471572043199305
ADAM15,0.01855185693824051,0.012800545457039122,0.0017442795500193491,0.06137556534103503,0.01722215770863071,-0.02936863635510455
WNT2,-0.030072370883046633,-0.015668289822130612,,-0.023480232169135647,-0.03937308204305332,-0.0398109834272724
CALCB,,0.056491743872786895,,-0.020549497799049785,,0.018549751386380674
