,UKF260,UKF304,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
MIA,0.00519843596546107,,0.009848678111566209,0.02596477165670817,0.008480611990334638,-0.024891514478247598,0.0038734570195226243,-0.015059100274939575
COL4A4,-0.059992945630665664,,0.020880028769036312,-0.02524180390476824,-0.023773352578627713,0.011737246173811715,0.008980743125254764,-0.03472225115226712
TAC1,0.08890064668336417,-0.05232599777177834,,,,,-0.005878161173534591,-0.006369540909750763
RARRES2,0.007591289081886095,-0.012148924548109521,-0.009531122240418844,-0.08037560878251998,0.008255124094174258,0.022803716879767365,0.002377120070621342,-0.014169285647648312
FGF7,-0.01866247962977245,-0.043098089428367826,0.029088681095872475,0.022394411761941672,-0.029676654552300286,0.012179964120500483,0.07739212736286423,0.008587276342847158
EFNA2,,,,,,-0.0006178319719268433,,
HBEGF,-0.012868001462787652,0.0854748586617682,0.021663830832126037,0.04661970565614002,-0.008847111095244449,-0.03725785542607962,-0.09055192967653952,-0.01485077107871171
CSF3,0.058982529398671796,,,,-0.00339668466643332,-0.043521378903967275,-0.018660360453392363,-0.008360500369280379
PI3,-0.021607664966719023,,,,-0.05054355390945153,-0.033061884175815355,-0.04054276396820385,0.04127487560313958
PCSK1N,-0.03790599955143392,-0.11863233259635432,0.13077624022032,-0.020273617548850115,-0.04796230028110077,0.04997703692804699,0.056965021569970145,0.00449238523446161
NTS,0.04543229458969393,0.04638656514332974,,,-0.035131838588246395,-0.008633420040193882,-0.02763344928200394,
SFRP1,0.07456811457248777,0.05082726520995981,0.16069147983165621,-0.0702002704209131,0.006288949310257195,0.07806865372008517,-0.026991317928427804,0.01808505710990301
CXCL13,-0.006194578148576272,,,,0.042934614226882994,-0.05394565595302024,,0.05830249614817167
MICA,0.014265136514981284,0.01778529563485612,0.0010078969524351749,0.03535671460526984,0.03692235090900237,0.05710403307260432,0.053113047124965444,-0.033950929898356644
TG,-0.017320929974858665,,-0.05675922707495124,-0.032507437643484294,0.008175521074272333,-0.031504677896645586,-0.024540965848955397,-0.016572928444556788
ADA,-0.04405693596355098,0.05080358608360014,0.12534403219930199,-0.0056117935622606845,0.04584067637387639,0.06641908136228411,-0.061848894663269545,0.0746008393912996
LAMC3,0.04704167127128311,0.003826309553604664,0.03750826458550015,0.07671680530318194,0.05395136857724764,0.05469665039901386,0.03170003110657624,0.010361197642992993
CCL7,0.05564880293356309,,,,0.0020405681489042422,,-0.019554248918894315,-0.033562779686374174
NGF,0.06314938223764444,-0.016713665112208825,0.010614412345849063,-0.02966902220311753,0.01962947114973283,0.01893191105691408,0.044726106191253896,0.008361975957756921
TNFSF15,-0.021833542217485163,,-0.05080917328681854,-0.029963203954146443,0.02193613193927496,,0.10458352848327683,-0.04042260439365144
HMGB1,-0.02566812594587313,0.05781547685043485,-0.0021663302709749813,0.013954682401927107,-0.022571925248845097,0.019726003145422513,-0.018840927048479537,0.01300300462754919
ITGB3BP,0.029321454809980777,0.001229915959512287,0.025582879557307855,-0.03660341594790313,0.051606615192574826,-0.016751094320614644,0.018690194834471024,-0.022442391245668755
AANAT,-0.01967332730943986,-0.015713303220634686,,-0.0207942243930814,0.04534493606845133,-0.02825542514279197,-0.02068921081096309,-0.02230140893212102
RELN,0.040595299498906876,-0.012110444800898642,-0.008019529995579552,,,,,-0.03155849571927953
IL15,0.044969361235689086,0.0015469556537062586,0.004849030281412399,0.05042123445444567,0.0015847150678978486,0.055656415729996724,-0.025225584068602452,0.03505977399056292
UTS2,,,,,0.05915205008714763,,,
BSG,-0.05416313257996413,-0.014627292552811833,0.02267679388987999,-0.015450209393468537,0.03838299458727006,-0.04920793240309802,0.003748139771611334,-0.05834776300188955
ADAMTS3,-0.035545512011032045,-0.02523187275160885,,0.03251337861026186,-0.007633569198868483,0.06795456670699233,0.0653669021652062,-0.04179883980876156
CD34,-0.005012037717019362,0.0052353414070288535,0.07288978478032088,0.07972449519814154,0.020929864381062438,0.05188609069329245,-0.023626885244981344,-0.03034865616845335
PLAT,-0.02534247568269679,-0.014376316049347172,-0.01413215469222656,0.0002470102196792257,0.015412441134919465,0.06406491630645196,-0.033510957495693106,-0.06041192255953434
NTF3,,,,,-0.01088367302025547,-0.0034432963519441164,,
LTA,,,,,,,-0.027844559812656326,
CKLF,0.03836199224375,0.12912805199894564,-0.06167649857277192,0.020499709800370573,0.07634994818831439,0.04550010280280462,0.0564068172355358,-0.11395804007928738
CD24,-0.03559716543209355,0.12730601644976328,0.024132221154350753,-0.0034114833097591193,0.0004185392575775963,0.08543570796648334,0.0728586328980938,-0.04667230065109376
HSP90AA1,0.008520704809305656,-0.11048734573776106,-0.015232377650653635,0.019810425900429383,-0.11516004393240155,-0.0405237117088985,-0.07108677920323007,0.04662469872693696
BMP4,-0.01911684634971174,-0.025063059597923324,0.011780699249101075,0.060579995938189274,0.02765738693445743,0.0658750763284229,0.05967436996841584,-0.06184677453243109
SCGB3A1,0.041732554603204804,0.01184107996191178,-0.048448967255267414,,0.018243244572152997,0.0039754862145955595,0.002132089119559404,0.02733025668005798
IGFBP4,0.0650107810799092,0.09189722313657417,0.05726907640588196,0.10733589320408195,0.03784253611540343,0.021558979659679775,-0.00451722577467448,-0.0396734551737234
RSPO4,-0.027040302226232438,,-0.04429949762616357,,,,0.0353851545464495,-0.028121193284462102
LEFTY2,0.01143587364417204,0.04730682566557848,,0.2602715271519517,-0.0068275553082019205,-0.024142051345900997,-0.00964614797769742,-0.05137537630997141
PF4,,,,,,-0.01924462531971285,-0.02784455336921865,-0.022028921928694014
ANGPTL2,-0.061091495045504214,0.09004810719130264,-0.027922586160118553,0.014650403073736544,0.062395829589499005,0.09206672643034952,-0.012693504190811547,-0.01500202367030428
LRIG2,-0.07142613004044894,-0.00873403978130244,-0.062410127715538444,-0.021797907197325977,0.039562523107161233,0.013585707675585864,0.002799811459758121,-0.07661491741477572
ICOSLG,-0.024012839835910318,0.023080216321079306,0.039105135693552145,-0.04307732124853013,0.02352403954139713,0.02305720646653827,-0.002541312453196025,0.0009377588775868852
WIF1,-0.02406805848832764,-0.038286266116615765,,,,,,-0.027885879184073682
NPPC,0.07699860630126187,-0.04149529012011604,0.004331333125590685,-0.02489891895096398,0.039153055144354756,0.03380749681443962,,-0.03429132253882418
LYZ,0.05325222610316418,0.05610559147991866,0.09327822630015382,0.025976938917086655,0.02599221807729188,0.050740365491562155,0.017036889403169955,-0.01952618689314261
EREG,0.021161732014241798,-0.01719347702633674,,,-0.027346818625469612,-0.06115062264145756,0.06652296040681263,0.056534457048962844
SPTAN1,0.0040734096163477,-0.06913885293103463,-0.059749407569554554,0.009242177599255679,0.02514484064577993,0.03478698711766793,0.06365073620721795,0.006507454651125582
LIPC,-0.026179463134127237,-0.030793203983034388,0.04315663436900776,-0.022780859386546864,,,0.07520661634193111,-0.01951439225322211
COL8A1,-0.03724427720792321,-0.009820405447607563,0.016600754965483314,0.04728761998560348,0.01983153939883113,-0.022974849925370713,0.03623893393164772,-0.10934390503971321
GSTM2,-0.01857748105908977,-0.027346437035527155,0.11165048566252886,0.04524397386871817,0.048085716129977175,0.07625447592084261,0.06627009456463648,0.1351888711284547
SPX,-0.018099113249503508,0.014813371160110387,,0.09565055804944753,-0.028869848328272458,-0.006780870350367119,0.11655002087014431,-0.015283525832819786
MFGE8,-0.004435818822739715,-0.0553647762192978,0.06620278146875375,0.01623414593476593,0.05118635764948622,-0.017033716146790546,-0.012882737319070772,-0.07049357548535361
TGFA,0.005528166095878687,0.12439073473463214,0.05844690940434139,-0.05039793784157869,0.027866940930477025,0.08081873532242824,0.032683682388717765,-0.023125709034098274
SLIT2,0.017994287406263472,-0.013930549255967888,0.06355523268623747,0.14826234865093324,0.026547799438618343,0.029128832076134557,-0.039588041018095974,0.014125254418923984
PLTP,0.00896994801947569,0.12372168363592548,0.11043106349864129,0.05535006569640028,0.07059282047180072,0.03562219621462624,0.11553643106067332,0.01725479575788934
APOD,-0.04679462390548058,0.05218280597266715,0.05822418699312465,0.004485862824367363,0.08094324750082307,0.02237185801173252,0.08298913352613367,0.013889007656562116
B2M,0.051219893785744465,0.12881947309387187,0.022647901591524574,0.07541343886425358,0.07547384604169849,0.05463145021211181,-0.008685616301381104,0.007168096434849661
OMG,-0.05757373772999322,0.041286346783681,-0.005051623392196471,-0.014553428454653182,0.07657812888284689,0.04816777307889478,0.024930316478908535,0.015567100976297456
CXCL3,0.027537347652514126,-0.0016814573325418254,,,0.011834253961401921,-0.01527058520306547,0.06255413640537004,0.007651608679431368
CXCL10,-0.05361037799109035,-0.04802869796320305,-0.023128335829418572,0.007324538226389874,0.014927036154954873,-0.025812621503038244,0.05315878996475486,-0.007305323215501758
RSPO3,0.10014131032296318,-0.0369264541131856,,,-0.023023077204766942,0.004942861780872077,0.08254532335264553,0.0170011011041168
CORT,-0.03177271163535943,-0.0420720533682796,,,-0.03265003285790429,0.05885015483878272,,
NCAN,-0.02680736055098531,-0.007894990354809532,-0.13719909899126984,0.08149461590112328,0.07535199005091142,0.05692501515944184,0.036147442492103415,-0.05544263539205732
PRG4,-0.018744390058091698,,,,0.01193426699684008,-0.029715621963721336,0.03595815965573915,0.0025222157750796016
ZG16B,,,,-0.023116215798887497,,,-0.024743006959492476,-0.018792929687260686
TGM2,0.051061137551921966,0.0022002147124493324,0.02384563171031994,0.0865188260620753,0.04273088573074651,-0.0074939801426187735,-0.002046467530529735,0.06632033621266825
VEGFC,0.020868764952351574,-0.019428554177107944,-0.05708999474500311,-0.02996320662616446,-0.012935205934614287,0.020642489412359372,0.04907144962770547,0.027597235655255473
WNT6,0.07633090244423928,,,0.04247289390915394,0.029808510291439248,-0.01571641050885682,0.0268391334403825,-0.01941873465269795
NRG4,-0.026698932386309156,-0.021644558986499966,-0.03535624570179501,,,,0.06395797772429034,-0.029202798492935743
PMCH,,,,,0.015768544217783086,-0.028255424140797656,-0.003758953465950127,0.04906717655714536
COL9A1,-0.04271916354047365,-0.01695512777078255,0.12276411977522846,0.05102057107216253,0.026979374650472916,0.056518405488410445,0.10144901039965883,-0.030248257644389147
GDF11,-0.06249755496641352,0.06347143592350271,-0.0012979198799663433,-0.018713409047307047,0.035651193080234386,0.0649784131709159,0.0749620333908886,0.013858864673549224
RAET1E,,,,,,,-0.021768443135599346,
IL24,,,,,-0.021699403839730808,-0.018937779553317293,,-0.032647757234124566
SORBS1,-0.03146123235557,-0.05407805483240775,0.017645530547872313,-0.0003433707669743499,-0.015499975279583206,-0.04118932910015307,0.0035196491122928206,0.11098769354645534
DLL1,-0.07544180542532686,0.05329068495979899,-0.005859907042128192,-0.034919703334637786,0.030225225120549138,0.007409342175305723,0.004600227267176805,-0.010117268502719216
TLN1,0.004064183847582644,0.04561572806639383,0.05447973345457317,0.056472509398709896,0.0024058343766891186,0.02704032898756531,0.028679955702881857,-0.030329121399805863
COL2A1,0.0692622866767527,,,,-0.010704752466674227,0.036490500128301157,-0.028879347252138816,0.01224559856143815
SHH,0.05974407960029024,,,,-0.00450277496176789,0.015084158341989987,-0.00036436033063810933,-0.044009035495879194
PON2,-0.12072859591083936,0.05891841124690418,-0.10047586752643639,-0.09026059415237248,0.03310855229378911,0.028210419336290937,0.07936849506445964,-0.022917722668689165
ICAM5,0.05999300057835385,-0.048121874117806156,,,-0.03205180771675205,0.14273137032503133,-0.0029809583133725824,-0.007911346502373195
HPX,-0.03181541676870582,,0.10975808685362005,0.03402055812937847,-0.03802953172171632,-0.009588435754706331,0.040641573205037224,-0.0466042826906386
SFRP2,,0.03199920285822826,,0.02951827441892911,0.02726710201697183,0.056188807216020056,0.010924284767014196,-0.04389529189190393
CFC1,,-0.017661213540965875,,,,,,-0.025839881823977645
CD70,,,-0.03837179176664492,,0.03918746866689677,0.03060783142447712,0.06936453457630444,0.006311477382125153
HP,0.060316076643774606,0.07743317246763012,-0.029756676377401824,-0.027469132387279892,0.006488749540528618,0.11003803389220958,-0.02968406648483738,0.001093205015501598
CXCL2,0.0765415522059976,0.1364660457704582,-0.034831580619304935,,0.04136220373284418,-0.01341300794336919,-0.014931024591005758,0.006902205555919399
NPPB,,,,,-0.00796118693818342,-0.02463377907196749,-0.020129265475883926,
CCK,-0.015576874340230005,-0.10511989138103288,,-0.028770987746083398,-0.05461218473783251,0.06258839490983484,0.08619865779570297,0.03351985845744725
SEMA6A,-0.04003290877042604,-0.013243021181998469,-0.036980391185366085,-0.0005659140974561057,0.0422782378743271,0.08899095082165821,0.06395233485150197,-0.015211065084026823
IRAK4,-0.03768899384943645,-0.03788515095027558,0.002353076112246245,-0.014881251945038611,0.0375650311691629,0.01756111781433502,0.07289032658139048,-0.029083676907300893
GSTP1,-0.029896963863904658,0.11806023904176681,-0.0035135833867747965,-0.005917163032045962,0.05216593008862319,0.007010559650372565,0.048298992115043266,0.041579030668434956
VCAM1,-0.04112112307059758,0.04604835160983153,0.042944365425926966,-0.038046432174024945,0.046451126096409355,-0.013565647783456862,0.07966516274517846,0.0008901214437183288
NXPH3,0.012694974438460023,-0.0429820530452822,-0.014064097999728149,-0.0389938835372758,0.09840386998575262,-0.0023606541402543795,0.07193539906616533,0.010383728741416076
MTMR4,0.00448626366254398,0.015239014771545614,0.07097773503637414,0.03536121602748672,0.10126833243840125,0.021219035950300492,0.06765268354747679,-0.07286666778472443
LAMC2,,,0.06849082415648872,,0.04002488390060212,-0.024870618392480098,0.03873224881686728,-0.02812120876510334
IL10,0.09914715424064537,0.052174196838295966,-0.029708677052978586,0.11104625479879915,0.005541919643841079,0.059206492399422626,0.04161828719382001,-0.027701436617696078
SEMA4D,0.013190024295026739,0.11367094450512868,0.006086212668962999,0.018071225114965995,0.09077579467917456,0.06861829515276886,0.048937751948208076,-0.00030748266280516154
TRH,0.005191656109605643,-0.027503482148781528,,,0.010588706769875831,0.10501663859610849,-0.004637164747505208,-0.012451384885095326
SEMA6D,-0.029821725194301905,0.010807665562435492,-0.0006987626567210664,0.025196840518118404,0.021136969574192258,0.035507635207738975,0.06921961457959716,-0.03569865742335904
CEL,0.014679344938643306,,0.03371896898388257,0.05414429642550736,-0.019960333893106447,0.03605561868629295,0.09056933322476252,0.04041151659264987
PDCD1LG2,0.055794619940270934,-0.039374980708018134,0.007654774218330134,0.03624391695839673,-0.0020106033800852663,0.05832053993178174,-0.019186610260734416,0.07232223892311439
SPINT1,-0.010953631964480195,-0.026710651701937052,0.03353728915267236,0.00012731306731834143,0.0011615307721237807,0.023034118845340023,0.01084468461589585,-0.029276715542794717
CTHRC1,0.009878062412644018,0.02375088921981644,0.09113343317747206,0.07434019392864871,0.07316946757450893,-0.014256904234226436,-0.010151837898982453,-0.0004209735655559256
PODXL,-0.013641252157768076,-0.01117239907780043,-0.0012774540414071931,0.01308592406777557,0.03201460304411804,0.06779625998086969,-0.04340300277413793,-0.04349952967648563
JAM3,0.0070535399753787606,0.12444324103253152,0.01197891514733887,-0.046788580088564416,0.0010057230327734379,0.034922164717564826,0.014353446665299266,0.031942754018112154
TGFB2,-0.00963895378359312,-0.03337298695661071,-0.023646616148646576,0.03463393885938717,0.027409860364202236,0.008519395939509697,0.05222291586374946,-0.053555316430293654
COL18A1,0.008251619833503976,0.09240245576900143,0.06638371610663532,0.03008555972080191,0.005838763396538526,-0.03703609230385866,-0.04164832200082515,0.011604107499562305
NODAL,0.0057141875532631566,,0.07048929129102342,0.010116409130230233,0.021711186118992674,0.010799596626309652,-0.03085642544915725,0.0006893052166990737
INHBB,0.03416543630394521,-0.023866555011152063,0.09699656692264642,-0.030690374714014274,0.005030090736135005,0.011001191438936306,0.04288218515802427,-0.012612219734731981
LCN1,,,,,-0.00864260606523825,-0.02209136965851118,-0.022799871016407243,0.08143880790890917
ARF4,0.04895033996670886,0.020612045667182007,-0.06395378199101893,-0.008440014355988875,0.059981697744250946,-0.008301495663234454,-0.046016705344414155,0.03714320699553498
CXCL14,0.06567327745931072,0.031325503426360764,0.12138189002855514,0.06501513779144064,-0.021485538029346083,0.018435407874232885,0.07105479508619078,-0.08290016207085608
LIF,0.07672326504530227,0.1100433509846513,-0.01420767934140032,0.08785078752351629,-0.011634164379289002,-0.019345799318504865,-0.01958821250799137,-0.00718502256918161
IL17B,,,-0.03376084971006906,,0.10293489670013488,0.08057383609965571,-0.02710560133568415,0.06787362369708902
MMP1,-0.016474984230456912,,,,-0.03843909909665259,-0.025090715577720208,-0.10397562447656447,-0.0044859260219136336
MATN1,,,0.07087824427206017,,0.01649700062669072,0.08055858957663725,-0.02742090853461299,-0.020323493819004983
ADAM28,0.0010144461512357735,0.06450026358362994,-0.028570626751689653,-0.02776388756693188,0.05311946740488955,0.07344362809083292,0.04187509311671926,0.01792715312691862
TCN2,0.09396514882841357,0.006090948046004031,-0.0025574250178897412,0.0362697769592383,0.02741397214051462,0.05527246977375178,0.08250732988526654,0.017523933614626407
THPO,,-0.023853016357016803,-0.03535628470290375,-0.02384387652214232,,,-0.0296840755213109,-0.030456603307979984
CUBN,0.02267935892187641,-0.018342206475832616,0.03378325218369832,-0.01662955148132763,0.025577650026726104,0.030616748897359304,-0.014231550674393948,0.06901168445729208
TIMP3,-0.041465613584127224,0.0015232174904644884,0.0764589862283022,0.016839096112953887,-0.03473607460696179,-0.08909771204101727,-0.02757963593994035,-0.0033921417085304184
PIGF,-0.06768006691068065,-0.013546272902204932,0.02592457904806303,-0.030704471402307452,0.031685960525858904,0.024394002230739283,0.0836155761433044,-0.04397252751203172
CRH,0.11221190012907428,-0.02046247573860729,,,0.03652428937873897,0.008687584090043159,0.07038566209785792,-0.0204278878065384
BDNF,0.07221970583284133,-0.023675829045206376,,,0.029575106591244408,-0.022807657688580202,-0.009130702961131342,-0.038293563680981496
CCL5,0.08598014198820328,0.04212089398729831,0.005478658453880695,0.007418188017448059,0.17216757617062342,0.04948008471705699,0.012441889953905933,0.010037983563006083
GAD1,0.032088422286532754,-0.028576294257642867,-0.03885468890771526,-0.04088470304768888,0.02099028686446905,-0.0074024807774678925,0.025726856270980966,0.0080929240007687
COL14A1,0.06762567632409514,-0.015026028644590092,-0.02935833727404902,-0.022908518880920853,0.002011160043366762,0.0016107610445486233,0.03197404024468658,-0.03236112640666816
HLA-A,-0.004401137263922475,0.11529298483824948,0.03541229561782419,0.09200135566520479,-0.016457025712214843,-0.04281558594516401,-0.007410883276794838,-0.001449340592409116
CD5L,,-0.024893277918720876,,-0.027217129812554784,,,,
FGF18,0.07351917594032091,,,,0.014300762406609869,0.11272078933127781,0.08824280940596878,-0.02790048821401131
ADM,0.04236608405785498,-0.0015570843577836521,0.014909898394997026,0.08355878270839032,-0.02714960110585924,-0.05236142847074302,0.026797933698529175,-0.04760698163641748
CCL15,,,,,,,-0.01955425596611732,
GNAI2,0.013629180430616393,0.10492334632186048,-0.05187184908199763,-0.05642226480468505,-0.015899938197024076,0.0009259820167011276,-0.013332397611686985,0.052337953486311914
HDC,,,0.10327506210153695,,,,0.03982207296696726,-0.02032348461468698
COL11A1,-0.050574468436091646,-0.030216337634703813,,-0.024163315568477534,-0.05724351792497062,-0.03821891203745101,-0.01803263497095431,-0.009047609980679737
NUCB2,0.009961613743770591,-0.01366221344804312,-0.00820649390729872,0.013297138179003732,-0.012357249909058362,0.0558273831236948,-0.010399007908241234,-0.009187997160327761
FGF16,,,,,,,,0.005239685616360126
CXCL1,0.004037423445878896,-0.016185843044575383,0.06332085821510089,,0.012051156509788564,-0.036556638797937496,0.0697519208064174,-0.015490722497443706
VCAN,-0.0388152589698905,-0.046063448618975045,-0.02319306042161409,0.072936562342961,0.05056438346716943,0.01798539008484065,-0.04330955695114686,-0.0425175477846329
MMP7,,-0.014649337176633151,,,0.0441045342823142,0.03336340965464804,-0.06820810501476181,-0.054612422082086484
PTPN6,-0.0713724957745834,0.02332865542256825,0.1691251662429703,0.013060851986030898,0.028837304725547727,0.05769631622230104,0.04439568089987712,0.08506676545544059
PTGS2,0.05372778013332457,-0.03143117217791673,0.011289688812484324,-0.042050443479733766,0.023346269668190898,-0.07468393993671005,-0.027272431439168385,-0.033187693389628896
XCL1,0.06478585245328687,0.008226836353152397,,,,,,-0.03616932344183095
CD58,-0.04477653675525891,-0.0398067793545853,-0.009199970430552377,0.03472784766220602,-0.004219653296003518,0.0041167019924729315,0.02235272588041929,-0.03648086676636459
TNFSF14,-0.042017722309827206,0.009969457819761772,,0.05450715349012181,0.002182398024528786,-0.02703275970826303,0.027815053495364214,-0.009438937991510438
CNTN4,0.07790962466332256,-0.041697925799279154,,0.09244573251008724,0.01850001280577873,-0.011285151954849781,0.01648547486900163,0.002881893613218071
INSL3,,,,,-0.03157975535823486,0.016440567821264036,-0.026774211825555744,
BTLA,0.20297453685691366,,,-0.03054419969468146,,,-0.025889324107073848,
MFNG,0.02509814422480006,-0.027098285509261303,-0.031268448872145645,-0.02556169667259093,0.05140898957477291,0.06811885967692508,0.04170346300254443,-0.002249264967441808
ICAM1,0.04716063907917246,0.07857708769112526,0.03325991854251466,0.10336414250616767,0.0117634637607824,-0.039061665989443176,0.04061339702292613,-0.0031064819515205845
PROS1,-0.020944352663188507,0.08105950778719917,-0.017199278411268948,0.07032074520986785,-0.011078488676509717,-0.02983873015226175,-0.05358304796613407,-0.05668804215394227
CLCF1,0.0308707128945851,0.12608395790449942,0.027297211643713962,0.08095318800577143,-0.005190667251385281,-0.02635755427154342,-0.02020807236176019,0.014528946104901116
PSAP,-0.04569622939668,0.08355349879455362,0.01981233849368282,-0.037522850988240625,0.016860589068428,-0.04232382290034807,0.07461991605867838,0.06925789017265808
EFEMP1,0.015343788109526565,0.06324772463815284,0.06893837033973482,0.004438284524137725,-0.017007680735913137,0.062433658242609984,-0.017273004358551683,-0.00413568286945657
C1QTNF1,0.04959536757944775,-0.010864221445206138,0.030276407284629922,0.04925701288238535,0.010908821099689783,-0.009927220852164182,-0.01305655202478138,-0.032877773763284074
ALB,0.07499719878002327,0.02639162719583008,-0.004372008455087988,-0.043805040755891055,-0.018259863766256088,0.05310329534111895,0.023876967742659752,0.005692844787851305
CCL13,,,,,-0.0210791386757692,,,
EFNA3,-0.014332875175319898,-0.038354333643944916,0.10346471474777971,0.04569511828357704,-0.030404257890590262,0.046387366628797,0.04043761850680563,0.01413387387692163
DRAXIN,0.05383695586816762,0.007459441029368799,-0.03378733595031217,0.016167370833795696,0.027867236139689402,0.036896837518015396,0.06085310639338345,0.05389746354339174
RAET1L,,,,,,-0.0037031413861857904,,
NPTX2,0.013328599449320737,0.08579024672479706,,0.08974634318368305,0.04780572236688419,0.06064290365335009,0.05614897330362597,0.039510734014613684
FGF11,-0.03682127500793499,-0.024857695587542666,0.07177549764095137,-0.04800949152349693,0.016100347156403298,-0.01619918282577849,0.0014141028007739294,-0.04785010479703645
CD59,0.02974103995691006,-0.006472840287273748,-0.03289818750222793,0.07445777696482415,0.00832890057976358,-0.05600944630897521,-0.025994673137585037,0.019113165732419814
COL9A2,-0.04237210054071445,0.051253152895656344,-0.011670787447936558,-0.022848277783586148,0.02239404284877966,0.04813580269872125,0.09912662141332057,-0.04851550898649556
DLL3,-0.09339889113833563,0.011183311544793533,-0.019877068463174614,-0.10525095305170042,0.04311982789929819,0.025961979790958305,0.0743313900679417,-0.03653278360381748
FGF5,,-0.014089035759389112,,,,,0.044526003091239795,-0.03435277477234792
LIN7C,-0.009323595218693172,0.02316816145364065,0.027255744548594377,0.0466304362171289,-0.02307655877008965,0.04327307157917019,0.015396660086098614,-0.041859291441247566
GDF7,,-0.02589783913377146,,0.007486515534443349,,-0.018937785553189306,0.0523339251116547,-0.031067155511851515
PSPN,-0.011655276193816557,-0.039614189875413264,0.06354060512651678,0.03725294181168311,0.016399546297439765,0.07338624509610589,0.025129178296511963,-0.048165538183340795
ANGPT1,-0.015825241956822316,-0.05094937590138747,-0.06123970411293648,0.08085746206261067,-0.024008428691420843,0.006754056759020284,-0.010459473904217817,-0.0012028592925489897
PNOC,-0.014825222972412568,0.003404211008037009,,,,-0.020138524458762415,0.15462111165435227,0.021422048812425192
L1CAM,0.03574860126995415,0.03315643307947304,0.13681446363586314,0.024236237901978364,-0.02090163468917558,0.01033878077996363,-0.03363125501774685,0.025408898693522308
APOA1,0.03916756545203763,-0.0066094556866286075,-0.04041238784718804,0.02855780238401096,0.002963838173889829,-0.001820685943264458,0.0028506381072211213,-0.031819849434201394
PSEN1,-0.02655523836528184,0.01282682725863075,-0.033294405232749305,-0.007519345514410683,0.01992729642087395,-0.014833637443908476,0.0574607223146015,-0.007187113991823773
CALM2,-0.07255885510667477,-0.07508188266746031,-0.01111392652914237,-0.00835696063992626,0.07623494050139179,0.09842327487474962,0.017589010242553445,-0.007545162901647674
CLEC2B,0.08233230727292916,0.01798894164312919,-0.07142917631021078,0.07890598500402443,0.03526064019844593,0.003091474984432733,0.04794202633441236,0.01727241893214606
NTNG1,0.004362390880332755,-0.03999651119512368,-0.03265905411810263,-0.026573283476042382,0.029715959188605288,0.10314516053585537,-0.0037220321788367324,-0.04444203171610655
