,UKF248,UKF251,UKF259,UKF260,UKF296,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH916T1,ZH916bulk
TNFSF13,0.16297801548267415,,-0.011379004591516183,,,,,-0.001767308182124184,0.1297609472519544,-0.03827401784778934
WNT5A,0.08115009822828637,0.060479005150906436,-0.029021934569504176,0.019637605747436677,0.038927982213675,0.04030415658157561,0.10022683951155757,0.022946697944250218,-0.02503370855039342,-0.01257616209513191
CXCL8,0.012590897739413904,-0.02398037175501215,0.06415062004699913,-0.03326379758121572,-0.009508760207750369,0.05872752664375996,-0.04044953140632661,-0.010210385963584742,-0.023806486180118866,-0.019649482281014548
GRN,0.11177181617956994,-0.0234398481372027,0.03614395006803213,0.04005899195294105,0.00031939713097043276,0.00889716886082236,-0.003873426662366539,0.04047973447394543,-0.0035073460639269342,0.04775324581519089
MIA,-0.02361342941797371,0.036444338474780597,-0.0003626883976197643,-0.015538272388182428,-0.011612658156034177,0.04318608839435186,0.16610286472905075,0.06763081890468689,0.07243893977464426,0.03241522188404346
COL4A4,-0.018029460228282872,-0.029731215878219985,0.02267798433904413,-0.028477414878551592,-0.019508342178070247,-0.037108557239983776,0.16319346278918645,0.06408039221556928,-0.029177005777778826,-0.019191634257072303
TAC1,-0.001524203707623122,-0.016572729242475284,-0.03537154821657744,-0.05642774236754133,0.008140969123067207,,,,0.11873564248951678,-0.031321404291023744
RARRES2,-0.04565007146526075,0.019067076806438,0.036107529648650445,-0.01674618540602164,-0.016147364050555092,-0.03726329555964573,-0.020099133306107374,0.02217521035779026,-0.04927568712276465,0.004775707340350075
FGF7,,0.017123337027368644,0.04293803428907593,0.05555110351506056,-0.040495309441198744,0.06125403605149301,-0.02803295016186352,0.14258445247983859,0.0838165125196916,0.03689321440751052
EFNA2,,,,,,,,-0.018075663147806877,,
HBEGF,0.09040319747281989,0.07902903402191917,-0.03524356154031931,-0.006372623577570312,0.06378833920037287,0.012946471322006027,-0.0360349722942012,0.02315926629956479,-0.030997075301539393,0.024756329758273708
CSF3,,,-0.004479991106427742,0.010763670121084399,,,,-0.06984938114797082,-0.024799064052907067,-0.033567662637518064
PI3,0.031998948309336195,,0.07082432039603777,0.06470865314161414,,,,-0.02644208219178985,-0.03691637894908295,0.02055345739613594
PCSK1N,0.014372603880036153,-0.029669420136769847,-0.026412685551015308,0.044826506886910776,0.017953543142138685,0.08027409870832364,-0.045419556251828176,0.018163648266937168,0.052859077371520805,-0.030491000367825996
NTS,,,,0.03200710777809925,0.06824066772307881,,,-0.02202176544587579,0.05958458035794628,
SFRP1,-0.013633782982823509,0.025028507225404062,0.006145630829552684,-0.019525508594913144,-0.0139204532335972,0.1990579894153518,-0.001143133498154722,0.016397157209493043,0.011574455908688311,-0.01691385692124052
CXCL13,,-0.020610033181665318,,-0.019350028369694253,,,,-0.03784641074293328,,-0.03649829038905485
MICA,0.08045805896477594,-0.008113371437204921,0.019259190774908126,0.04141299851809754,-0.010872390313516955,0.05752695915447921,0.026166470233576544,0.018517063476632276,0.05358509439083701,0.017432980610017256
TG,0.01664312724143671,0.043044331248645665,-0.015533347509379075,-0.032610140904695016,-0.01007417145244478,0.023920896233948788,-0.03740721648970092,-0.012066579220749142,0.01516087446683352,-0.04022130488516591
ADA,0.1558762810834366,0.024324004000469655,0.0011470267057538442,0.12478392000755334,-0.01636126460417776,0.08683605483658693,0.009961247940951804,0.04244072874581574,0.09766953339927761,0.035224343154635525
LAMC3,0.16849242172998474,-0.011296269088759803,0.054612017350473586,0.13996264638406167,-0.0075293317944051,0.12694295903940886,-0.03670988320485364,0.015111564989514782,0.08671980360595603,0.012881321454402324
CCL7,-0.010805512044448648,,0.09074023689016794,-0.025654565078453734,,,,,0.03663390784250276,-0.054185493185969304
NGF,0.014631188172030891,,-0.025732139649067155,-0.027383578060083045,,-0.006779370235923314,-0.034140972560235405,-0.01783269582486709,-0.06064322714606369,-0.01991175667316353
TNFSF15,,,-0.012505806158534586,0.15615327703105503,,-0.05332729756741978,0.02884585919398593,,0.0883057076413272,0.021530338536002617
HMGB1,-0.0020707044571201543,0.05739393128570679,0.008786544439096317,-0.05337839143950477,-0.014525120297803928,0.1305977517282768,-0.035960337513702756,0.02588463939042428,-0.01926422211357076,0.0081737924365824
ITGB3BP,-0.022314445200466555,0.01785280774443974,-0.008594789931402136,0.03081151363954805,-0.061269543462083534,-0.04277122272351278,0.007422213900449599,0.029884585920648982,0.050396891859979455,0.04061943235711422
AANAT,0.07144953695653052,,0.08836803747087082,0.0675800698797977,-0.011612658801959875,,-0.023928494830576925,0.008344271582177681,0.0034646907042165396,-0.02747481998586794
RELN,-0.03042866393402962,-0.015920866380495752,0.009252816937087616,-0.015172549997589059,-0.038846738319791484,-0.07079543527272832,,,,0.11536840103419382
IL15,0.03838398922591761,0.07586829776958597,-0.005164568319586813,-0.01683935514146622,-0.0007833580891516428,0.041802004902034576,-0.04044963712476697,-0.03438645714017312,0.02668235930620656,-0.05133085868098357
BSG,0.011280114696295546,0.02323199176818423,-0.030408390484184217,0.05306481956693131,-0.04450435392776062,0.06154407762220126,-0.00019629652288058903,-0.06317400392950788,0.10607309439016332,0.008540985233502184
ADAMTS3,0.022225436533307833,0.053372124133134025,0.004803457254516143,-0.013011376615399401,-0.006551784051809045,,0.06926421077759158,0.014064609223262222,0.07893163258689466,-0.006747098148904247
CD34,0.10885913686681369,-0.01455541353190039,-0.006376736537859856,0.13736044799473213,-0.02172696931048095,0.14030593462433733,0.05090202403581612,0.0035873713044634195,0.01652600854510211,0.13070707139021398
PLAT,0.10655643254187948,-0.029014325670653457,0.0630156389766763,0.06106827081091638,-0.04309528478130309,0.018835719576636146,0.058882223594998194,0.019375237319962806,0.07986744039217417,0.037320390339273694
NTF3,,,,,-0.01874560155864088,,,-0.06511220547069375,,
LTA,,-0.01788085331933595,-0.014393944660769757,,,,,,0.009553817489924418,
CKLF,0.01494052767038892,0.044975753613785086,0.006317349833954349,0.033123967538631824,-0.005775087213174011,-0.04302710397457162,0.026216001948723658,0.04205730532866429,0.06718776110054688,-0.01665393803394483
CD24,0.022798199909279757,0.10794606961507046,0.014969205924228915,0.01816615590024045,0.017952563703040776,-0.05505942006813273,0.07530237838517319,0.042084870703802145,-0.027264668004723668,-0.055193687994561404
HSP90AA1,-0.0548313000604193,0.06127466469607289,0.0028240033907643747,-0.0758509578178643,0.014497312739601566,0.013319980619731647,0.005008331560655646,-0.05624820689061393,-0.08046946903083473,-0.013876858601280635
BMP4,0.019831364105845496,-0.0012332623008107276,0.02804930318048448,0.10260171290410132,-0.007485475197034507,-0.046111895478410256,-0.024856724685023094,-0.02962733952691637,0.08085581597601771,-0.024617411074728857
SCGB3A1,-0.02505257039512799,,,-0.02038212388365588,-0.009795391279262771,-0.05085011871913495,,0.06481672905130383,0.02626436467316019,0.09483338809489773
IGFBP4,0.11429777301275583,0.02346742684880043,0.03062076646003144,0.07910775250390739,-0.0025754244673006437,0.12216753477389962,0.037341142924487127,-0.008111316030489056,0.06425218278141502,0.046522157677055996
RSPO4,,-0.028906441571321446,0.004587921504651634,-0.023524284181208565,-0.009795389846465212,-0.006507302030055887,,,0.02265423243591656,0.05442244296992219
LEFTY2,0.11698730118676658,-0.018100457403339227,-0.023146892817765687,0.039192054904046404,-0.010740764766899136,,-0.030578588457538202,-0.0005561344861206828,0.047946250265048465,-0.02724730870011754
PF4,0.0006058668186297517,0.044611278206308135,-0.009798464532993007,,,,,-0.016567596711423493,-0.02588547985521328,-0.0271391223001104
ANGPTL2,0.05735145104647553,0.03779512634861113,0.030444257415784153,0.02177738602771078,-0.010071150432021468,-0.007373900728917334,0.02301240004863342,0.0091614282461261,0.041575081361346085,-0.0011776029209521243
LRIG2,-0.06401138160750157,-0.017542824512285057,-0.011836455460512449,0.020540734895982342,0.0007790159164322954,-0.05581247546387264,0.012085141706458897,0.04383235962597213,0.060049056180096545,0.007875898449005143
ICOSLG,0.10351928578860613,0.05058501264651954,-0.019466684328730683,0.04341166002436565,-0.018589820718860003,-0.03586868972244687,0.016124458320881253,0.0063866988900914655,0.0066746886103613646,-0.030106296301017424
WIF1,-0.01515169355336503,,,-0.011670607054498103,-0.01843289560198393,,,,,0.015941579157937376
NPPC,-0.018315412397686845,,-0.015199834854985921,-0.014378838297933058,0.13266667730107115,-0.08102630484977098,0.01983983164803682,0.008297936130295365,,0.0954205262491125
LYZ,0.06082884535900457,0.008366337118160346,-0.01576848762708332,0.04312523180507473,-0.009157804413430832,0.03409072328297444,-0.006635705520094525,0.013066602758851251,0.03739663774419128,-0.013586674635528463
EREG,,,,-0.03310424943795545,,,,0.020318856403532377,-0.024704723474528945,-0.015171157276899988
SPTAN1,0.021742650796925035,0.001987222442763047,0.0010523642669078934,0.05828600548589153,-0.009261743323836296,0.026705873834537174,-0.0033780201886730345,0.0034963482159557626,0.0467848616559574,-0.025329926704636907
LIPC,0.08492004952926911,-0.0244797941454409,-0.017608570529487402,-0.022775378963080836,,-0.020890008617247317,0.050557471116195234,,0.018491568872890538,0.028205158888377733
COL8A1,0.046710387456479506,0.004263387274864806,-0.008030239370285628,0.03773892763728058,0.010370079460777004,0.03301770690166047,0.09435621052793502,0.0013632241856695148,-0.04201485394347955,0.056045881955671215
GSTM2,0.004028941560364643,0.002709887424604426,0.04798272458379329,-0.03738393578114961,-0.028951995207525578,-0.04493995831705742,-0.002730910411608118,0.022750763341294975,0.06154304790697551,-0.034883622176026786
SPX,0.009832733879435805,0.020980336027140205,-0.00801377525335601,-0.012460772796363763,0.0013004913390056757,,-0.06763991465902422,-0.020570788964035407,0.04256410081066122,0.026332936572132967
MFGE8,0.10865735936312147,0.019503439480641725,0.0006432374162955037,0.07594434657623153,0.020736254949593497,0.06832302690778508,0.01778986022338503,0.004777438875886454,0.07689146450207587,-0.009268669328730113
TGFA,0.01952670944566985,-0.019140545153118978,-0.002528739256222465,0.020415615831962254,0.00793110929694603,-0.0024749032470617847,0.039468963621054,-0.0035740244741822463,0.0989649756759561,0.012741390739102893
SLIT2,0.03764658146916159,-0.042410653929987156,-0.024640550229459594,0.005547712917479183,-0.03601962449027979,-0.038719001700839584,-0.032402744092073256,-0.009473806625187646,-0.01550458018243234,-0.014227467772942627
PLTP,0.01039943707931583,0.05917329062049886,0.02156146208406619,0.06589342560909454,-0.03898322394718607,0.0083771024070577,0.03991550527696783,0.08031111942270458,0.07504586346013128,0.02094564772123641
APOD,-0.031147400173170414,-0.038373276810432566,0.023696017563886188,-0.002082978032415425,0.01953146981392839,0.0010263011614040755,-0.06729170567507291,0.019558214558820085,-0.07847311994111124,0.018330163426209425
B2M,0.13373088191329613,-0.06740010540444495,0.0028368257146847956,0.055669019346425035,-0.057834972561528517,0.06646522109552601,0.028507939302220772,0.11721461727294155,0.01836219161960094,0.03706343846476915
OMG,-0.038711195979695544,-0.0384539145540822,0.037348239338645985,-0.009015925649729506,0.016035012985291967,0.0771779138442212,-0.04860946010769969,0.002625778825117971,0.043058834124471174,-0.007132192720812932
CXCL3,-0.017622856752876944,-0.033439428510810866,-0.014508639074859064,-0.016562085235059316,-0.010478996618655548,,,-0.028536594465115736,0.04932079953232823,0.007041123368763634
CXCL10,0.002078647173012138,-0.04171845595759391,-0.041489038112153494,0.14378258355339057,-0.015918362839322325,-0.00506825661508354,-0.0018773535393806899,-0.02222195007812897,0.04004667742775168,-0.0470840763061861
RSPO3,-0.034030733700828535,,-0.011379004965195987,0.04167731047863363,0.06675534996809608,,,0.035214605675140793,-0.026371738953542743,0.011878406733024488
CORT,0.07552653839196889,-0.029048378533265078,0.02058378165079242,-0.0002676809291147248,-0.034428858442185455,,,-0.017337147892112065,,
NCAN,0.025748124501150712,0.08034764514845717,-0.024087569463661775,0.02747921696835697,-0.03242077640730872,0.043700759360292746,-0.03672808611860868,0.007495175347908003,0.10441365347155898,-0.02924921839393882
PRG4,0.04941332334265715,,-0.011230587181316566,-0.016307079515634818,,,,-0.00951785506772465,0.006169211885359279,0.005120668833950676
ZG16B,-0.003168503871989413,-0.0195723638206043,-0.013034469921822256,,,,-0.026600475198787315,,0.004585340741521892,0.08393986182436411
TGM2,0.06431706193915795,-0.004046889794029979,0.04082084396717838,0.06115401680309162,0.014701585433232084,0.0168502838852521,-0.03946716086759524,-0.006178772181115695,0.042330925483095874,-0.005081681291503284
VEGFC,0.026375214713590094,0.0012371092076905324,-0.020015913456163038,0.0802704004974156,0.04576283819321585,0.013583750924971851,-0.013038499954556344,0.038967742561276976,-0.004193463047565964,0.00712176673958387
WNT6,-0.023521401970375496,-0.018100457878376743,-0.015533348154331904,0.060062906501465105,,,0.11080063344571756,-0.006364008775380307,-0.006996802658156977,-0.023923431948183634
NRG4,-0.007746684334478827,,-0.013668138352678392,-0.023227302251862435,0.02227122326897,0.06695479606514453,,,-0.026371741909185495,-0.03597717229969993
PMCH,0.1066889505382742,,-0.018938537285846387,,,,,-0.006917904188079067,0.08811011405546273,-0.02400808483318996
COL9A1,0.1629336676493497,-0.044957085840061695,-0.0142753729303643,0.010466574977584318,-0.020749706138490073,0.08429940275054379,-0.04841103684352052,0.05517124267955806,0.09675055528986738,-0.029046353276364425
GDF11,0.027538631183340358,0.008277806270857476,-0.020901249492423425,-0.05073181290994169,0.035703554502997635,0.025542699257452988,-0.036246646200317145,-0.04248819556305061,0.08510165788187286,-0.026573103049652477
RAET1E,,,,,,,,,-0.028929613498095835,
IL24,,,,,,,,-0.01630343480513572,,0.008735109907472338
SORBS1,0.00410766456004533,0.0020543685066463477,-0.01562582742617562,-0.0008988854918872961,0.02172577362036409,0.04363981906445164,0.05724402864982285,0.04773156201956821,-0.012193748433354473,0.03170990248210951
DLL1,0.07973799574778609,0.0497856828771058,0.04132485134473406,0.04857033378162513,-0.010395205352773907,0.006330351188512156,-0.009078785970087903,0.015321430134357892,0.07286165558401064,-0.054071440285622344
TLN1,0.0474982482424431,0.029189040048208544,-0.012134732310386332,0.008805527062595788,-0.04516892718360284,0.02495339977680243,0.03360755779580841,0.0061001956285029555,0.03768180775469781,0.023546203644997904
COL2A1,0.045998028814430526,,,-0.01456469582068404,,,,-0.022353098096670024,0.08541131544506561,0.030595054998646003
SHH,,,-0.011670423987315454,0.027535017792385506,-0.011246856122339813,,,-0.010278785264862571,0.10038263401598757,0.007697007540319168
PON2,0.03002494816057712,-0.023731643459108293,0.01303234005862757,0.05448250763735399,0.04420077804378746,0.048706267839022405,-0.0566549732707604,0.04866177398470589,0.03342093155799824,-0.02850990627498451
ICAM5,0.05885464912046995,-0.023299354358370734,-0.0019372945662098258,-0.02933819927666037,-0.0023475410773174084,,,-0.020837406373313102,0.011254766245926638,-0.07538072838541685
HPX,0.011142166048837589,,-0.02839572923492486,-0.03107737516710192,-0.009795390280646223,-0.04827469789489891,-0.043594147104024004,0.015509024852192223,0.07701777918224771,-0.020491951087530692
SFRP2,0.011033371552172842,,-0.013291348199335034,,-0.04575335691761751,,-0.06577488169373406,0.056100478796026566,0.007900731591189484,-0.002995161178281361
CFC1,,,,,,,,,,-0.03183413674583321
CD70,-0.0172818735806969,,-0.022591510179236232,,,0.08618597565876639,,-0.052774061147901445,0.077638054712365,-0.030450551367907107
HP,0.003499580225821708,,-0.027487028363376766,-0.013705742304747874,0.05719896532491823,0.021953285049843427,0.02354110514271883,0.03666884639931171,-0.03944924150564349,-0.05671752915031453
CXCL2,0.035221960189312077,0.07057456838699752,0.04723997058768328,0.02828490086879508,0.07133852432913564,-0.03655784859839733,,-0.0030692175906553315,0.028095831183220673,-0.007336851176807045
NPPB,0.010645853521040876,,0.04197408731980371,,,,,-0.038681045045250405,0.005872035685623298,
CCK,0.02862202233417031,-0.04362732877954341,-0.001083058131777561,-0.013566620474374305,-0.037611327140411266,,0.051627140468756445,-0.013014709289427556,-0.022748896143967058,0.035872014399997286
SEMA6A,-0.020030157122863126,-0.02178186984048056,-0.04388432625690198,-0.04763468541766828,0.004502638112873461,0.03213324881621252,0.04118366889792856,-0.04626101484477467,0.016676066514745503,-0.030456671064264258
IRAK4,0.021399848785257723,0.045087932355674876,-0.02608056829043364,0.0681758112508808,-0.03187280782844909,0.03921539556052604,-0.047707165443206835,0.0008532140449176659,0.03898329267558831,0.0022891407591911026
GSTP1,0.01636114967527468,0.03451015519543762,0.07451887936962853,-0.004845764978756449,-0.018633729232111138,-0.04101619055182757,0.1010551320389282,0.03169383728024406,0.037414324910447765,0.02010684243177812
VCAM1,0.055748283685549974,0.02824418567965019,-0.0567788547814767,0.02706971362856883,-0.02422910701185634,0.0606449350175415,-0.05304208183072885,0.015116692680945674,0.07001036900411364,-0.032146380577854745
NXPH3,-0.024765533874709013,-0.02552946025676188,-0.013391444567620571,-0.04470672541945666,-0.0052762723979579785,0.022061403651051154,0.048107239515619994,0.0785253590765552,0.1113407284351119,0.035313743644358304
MTMR4,0.022675176621999724,0.04624832904363056,-0.024211468283773543,-0.036054615966629004,0.04970862108004882,0.015363500117016584,-0.047985792160047315,-0.010783092062642042,0.008864736262712539,-0.024203860135321987
LAMC2,-0.025368009296086673,,-0.026085446543032798,,,0.06646075678391926,,-0.02141098455516566,0.0008821172624228608,-0.03464467877154629
IL10,0.06086294613332719,-0.025925678364975384,-0.0002100295191242438,0.04671105415283314,,-0.007945946726131473,0.14231697960124962,-0.004653922495838261,0.02296228911066536,-0.02566636159406302
SEMA4D,0.013820585144084636,0.07250513213869554,-0.037390087993527436,0.02330040550282373,0.0025969632017747543,0.005050543840571368,-0.08816899162194268,0.03703978018866073,0.04216661141033196,-0.05929997734944427
TRH,0.005507551960672095,,-0.027664633713770037,-0.014332764930704492,,,,0.008987258285509682,0.01245773560670795,-0.050656887101317355
SEMA6D,0.026063620246949266,-0.0052564716092032265,-0.039149357557081974,0.09349582785335911,0.04137510703575067,0.032375294526383325,-0.00969820740789268,0.01552157247133308,0.042339831293217604,-0.04506435299394291
CEL,,,,0.024665682604099022,,0.014782706754830961,0.023333277356850486,0.08162787905921626,0.014965375227530511,-0.03701311271306307
PDCD1LG2,0.04710481248673581,-0.018166360114091548,-0.000355998458976624,0.027215883616486334,0.017444772524704433,0.0058135752480901704,0.04114818278164275,0.1320501534214746,0.09429133472346662,-0.02760423346210607
SPINT1,0.06225201604427057,0.0032277306674445894,-0.03252121740031636,0.10528831925523612,-0.016007822755781245,0.07260480135477139,0.023870370226439987,0.036511701291229624,0.057861121878431926,0.02983914493987258
CTHRC1,0.08762281440644498,0.00963195461101484,0.03088261066640303,0.03614206802672378,-0.02544618219001221,-0.038379308172264114,0.07227538525157624,0.029581730549264725,0.042355101332970754,0.01754069471708164
PODXL,0.09426282365465567,0.03640249374444085,0.07661018459082677,0.037633987125654585,-0.041697011509012005,0.06837291373757513,0.021968075348322465,0.06027725608806674,0.09418909473846705,0.03872561304561724
JAM3,0.05026744080513131,-0.02277436056057101,0.017221775431159783,-0.014748260506603536,-0.008961601935922856,-0.047596628171518496,-0.07436836868710922,-0.029863157933430383,-0.02495815165699693,0.051265231711974724
TGFB2,-0.005196687016703363,-0.050746395865452695,0.029825321563598652,-0.008246280878997399,0.00895230687282136,-0.0649643970519226,0.09117310804643645,0.000793542325222214,-0.03153472652109689,-0.0005401116043522083
COL18A1,0.14057731287299846,0.025117885440996114,0.01997756189065631,0.14161484771321683,0.02240732247865373,0.14726017496987578,0.04884666157012688,-0.004117784003570328,0.06082487722450368,-0.0026990174587375308
NODAL,0.013198969594287036,0.1121377061783078,-0.02298382889041519,0.12735261280435686,,0.14259642135271178,0.09937632653494144,-0.020138582464293685,0.044209525025481235,0.06291844157469363
INHBB,-0.034876026347258615,-0.045648011511619756,-0.019264905751582014,-0.012506584525670888,-0.021997263098707524,0.01272240115078198,0.0063330992381117135,0.051838747749086825,0.047165845056451675,-0.04905623609190796
LCN1,0.04494522593258837,,,,,,,0.09064474180159277,-0.0014433178108399813,-0.02430028634490695
ARF4,0.047768946899235575,0.008161710758965702,0.040042101082250044,0.032853717444784956,0.004750478411361339,-0.029332571819951258,0.05727416702720608,0.08859350802622529,-0.006130982235713435,-0.0724801096801358
CXCL14,-0.00802536765935357,0.021296123354327606,-0.011120825168106922,-0.02418502694254498,-0.04501749760853749,-0.06394036166549642,0.022440440944309213,-0.025734668524307096,-0.01350526520062138,0.00292865432486601
LIF,0.05924398793589261,0.02275235898602424,0.01767117800521858,0.007555667635467388,0.08422261093247174,-0.07659563762099088,0.04428594897506366,0.01255845595662205,-0.021737953557964245,-0.008784526422303842
IL17B,,,,,,0.07579442553636458,,0.026244807844963837,0.010346561634158884,0.009577621206828243
MMP1,-0.005540679632822695,,,-0.014332761804053164,,,,0.06160433619454596,0.06234510122850219,-0.006807520058918872
MATN1,0.007486118257539946,,,,,-0.03871907802072663,,0.018184006122785333,0.013159420850600593,-0.02503807431452518
ADAM28,0.04110617654912415,0.02717460275401986,-0.013336269937937828,-0.04660801115999391,0.007702590582340428,0.06400952760427592,-0.02953697158632159,0.04414152588666377,0.09450867082481662,-0.014565396350918594
TCN2,0.10432304169290925,-0.004888371148118966,0.02231675906564851,0.04617647708073115,0.014921697669270786,-0.03683863007683751,-0.056352769069060345,0.0027532864125403935,0.03392771116439804,-0.005542564584102373
THPO,-0.03510976003300375,,-0.023676301833934207,,-0.012084074252692218,-0.037108557239983776,0.023199357944693428,,0.02693178531944458,0.021459094208429466
CUBN,0.10129819147716185,-0.03432384410134015,0.036838226370144514,-0.03599699282543643,-0.034673179385891456,0.04335119905957844,0.12952836476211207,0.06061630791342948,0.05070234848857957,-0.019372445458649825
TIMP3,-0.060649492709668566,0.014369798837821504,0.014437555919674199,0.08848828142506772,-0.011156838789968542,0.0077564409460682176,-0.04145191773524915,-0.04218387027250961,0.025139554880743806,0.034311721834005854
PIGF,0.03418414510101739,0.022652571159951625,-0.01780724770796851,-0.0022666932723139207,-0.008884625168138252,0.10267524796548316,-0.030447460111460746,0.06005340116453583,0.08864353517367571,0.025674233892883685
CRH,0.016096836900596604,-0.02187934249087888,-0.013163499631909674,0.08441109668725504,-0.008821424025725638,,,0.0862216573613305,0.025682681207034142,0.11698757090921992
BDNF,0.05604692703782,-0.019572360089944552,-0.01645868009595555,-0.019948418309179535,-0.01965783286393615,,,0.02469943062883607,-0.008911798958280146,-0.03643868047038851
CCL5,0.01022505419441012,-0.004969577649975663,0.06111208216344712,0.033450626696766905,-0.02036119510502126,0.07186294979989888,0.026087263658737137,0.01900501207933341,0.11187684712639075,0.023063238531540502
GAD1,0.005298999144966225,0.017914994052758128,-0.05360821786413639,-0.03939296557069282,-0.005976982202195091,-0.017566477340975425,-0.021188479610048393,0.045500571566218825,0.07002779804760925,0.009649317396274627
COL14A1,0.009552114125274676,-0.015362536987280646,-0.03912640860713722,0.026046038055023715,-0.015828446176668093,0.06261467694927421,0.044511645021806864,-0.01698014727880729,0.06877028701450517,-0.009801732404488952
HLA-A,0.06819874605284927,-0.08150582208877694,0.012962203883427826,0.0051304315699166195,-0.02274841901801201,0.00729025215464005,0.015322463311645907,-0.027094395252755508,0.06361266845990622,-0.02318605438474135
CD5L,-0.029721646416612294,-0.00408397085905223,,,,,-0.03131951150048883,,,
FGF18,-0.02689271799707337,,-0.01045830201787432,-0.019872222605514186,,,,-0.0006344754062812948,-0.02996313493547665,-0.034372756157737765
ADM,-0.022760416128866045,-0.019606588536457612,0.03940843947716431,-0.03573331211132592,-0.028399131387503468,0.009911022422870924,0.048050859828058554,-0.04706916638214844,-0.0381505789999399,0.012677622643961828
CCL15,0.03053712096926327,,,,-0.014385257616967373,,,,-0.009184354857562655,
GNAI2,0.0978314239986281,0.002050304420159793,-0.001139995217213683,0.0945676850035944,0.03826571350729149,0.05737569150175467,0.02713820545972393,-0.004721534949150104,0.015928584286945668,0.02143207923760089
HDC,,,,,-0.014710806121812109,-0.044188980031959216,,,0.011916585179070691,-0.02503806297501829
COL11A1,0.055525288226691,-0.014357692851045939,0.012656135669505353,-0.06158527693702155,0.01137790070127041,,0.02927569162876695,-0.020813895424516577,0.00752386967541981,-0.04995858948850455
NUCB2,0.035799162931961184,-0.02836050364765868,-0.006717512998315254,0.01822117583751326,0.016273444623162908,-0.05654636623395831,-0.0429726344540326,-0.013249024987160487,0.042725761624380396,0.04712653395063934
FGF16,,,,,,,,,,-0.02467175613403778
CXCL1,0.04864339563050013,-0.023471302084247716,0.15403420717478997,0.015989618880706023,-0.010996579712649756,0.11537368527346946,,-0.018583662126991456,0.06372799436283819,0.10138348455179678
VCAN,-0.049377472430739124,0.018052572623077526,-0.006431171631274368,-0.007977088525571774,0.007929176685044377,0.05340791296551267,-0.0012406448012417784,0.04353734092099896,-0.13775516618666292,0.036010919961709596
MMP7,0.06967157463485646,,0.09446619950659321,,0.00643951863340156,,,-0.03860805783538321,-0.024290749340054728,-0.0076271036501711405
PTPN6,0.06979253545673349,0.021410238091079736,0.010013265209944711,0.0031832434366231076,0.004495595008528516,0.07418079877264606,0.06624301822695758,-0.01076363514538028,0.04357650777875721,-0.0556198209459412
