,UKF248,UKF259,UKF275,UKF313,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
AANAT,-0.032850090812692585,0.03175474928692143,0.012542556340133366,,,-0.030755662450360655,-0.04010340080988428,,0.08918123288804655,-0.03638080649521619
RELN,-0.03405278133234491,0.030799869561044975,-0.05545359137960464,,-0.0366691950964007,,,0.058793944836817075,,-0.07470253705754241
IL15,-0.022719084554458188,-0.052848087252574456,0.0008036356637122221,0.01184209435335159,-0.031868413697084735,-0.00015449971979732995,0.13227868233538503,0.0010762291743275205,-0.005810116733424389,0.1703151118249687
UTS2,,,,,,0.0701635681440335,,,,
BSG,0.006604677038958139,0.03934490496924708,0.1432355168021947,-0.027001442169568488,-0.047944197926250466,0.29012036081884324,0.17283029138277786,0.0993792338386284,0.014404395632545702,0.030685708052003283
ADAMTS3,0.03837086456472492,0.04884291936888667,0.0008643571959562226,0.0005477265847376439,,-0.02024112785257653,-0.05921547619502692,-0.06113807313781573,0.03501787259173635,-0.03640847145533353
CD34,0.06457193592168149,0.061861242328008,-0.018982547854434862,0.13075222580214524,-0.052997875129415596,0.03850488555235837,0.07838571046702908,0.033963655546853815,-0.017692228448053,0.05382667622567583
PLAT,0.0003532253650018212,-0.13457127963615625,0.06938094803027847,0.04830156193884738,-0.013830743610337495,-0.021922855448306734,-0.12620046083469974,0.03281667883938215,0.007457926113827286,-0.17290847197509257
NTF3,,,,0.006107368247907844,,0.01204105832114346,-0.04165885203678781,-0.00014445823275701712,,
LTA,,0.015023228812053924,0.0163551149167139,,,,,,-0.016750158179094046,
CKLF,0.037537917081093275,-0.05000296857867729,-0.06342280809366184,0.10330407823219695,-0.06366427514078597,0.01230035687261358,0.00245924389381275,0.031124432020989194,0.02985256046730499,-0.0274106509625468
APELA,,,,0.022754663026865962,,,,,,
CD24,0.03359130526622058,0.0909469531515065,-0.09121155793606726,0.12270493258922577,0.03285648457626073,-0.09429847567274163,-0.20672837215947568,-0.13782679196367403,0.07633946591644308,0.0534891757181967
HSP90AA1,-0.04464340124272065,0.060013185006132806,-0.0229769322320435,-0.01878162383528665,-0.08605242569357818,0.01797829230344484,0.07453404688992421,0.06571574331561858,-0.013424490932938725,-0.009897836718906095
BMP4,0.07124986174988268,0.07310007102076008,-0.03617081471648437,0.009418843364466939,-0.005488157044550401,0.026915073591922623,1.5033799189983785e-05,-0.04425227757726718,0.03927549501567448,0.00792036692629815
SCGB3A1,-0.021983383285595244,,,0.01960054634754135,-0.006441941074982572,0.018820598721010894,-0.0202901366847422,-0.0023965346195474035,0.012628916210501306,-0.014566847339261571
IGFBP4,0.10980855683498579,0.005513585424411053,0.004213769890083545,0.09486407202317074,0.016305301707254336,0.12651642286267772,0.1642677743446393,0.1843159730541271,0.02512852599367916,-0.07965394322714228
RSPO4,,-0.042650249959474404,-0.0029070368071602098,,0.001322673173080904,,,0.046502896138894856,0.06698393290502115,-0.02708815917896137
LEFTY2,0.056394475822133125,0.014686002550845286,-0.003705696069022368,-0.07165374775580403,,-0.043300177421364376,0.10558376019890825,-0.016046708937882345,0.10765665885822462,-0.09716336061756087
PF4,-0.023760837253634978,-0.0189677899302312,,,,,-0.03668775103534731,,0.06365817389038121,-0.004841584003722052
ANGPTL2,0.016861640094803274,-0.04047544155397832,-0.03135613034729606,-0.0998499163306107,0.05037036627701936,0.012669231131171854,-0.04474555338174055,-0.0817094414459651,0.02056877504906932,-0.10871797200286547
LRIG2,0.03200169695181637,0.023343493730221522,0.0032986667503531173,0.030264240274515495,0.06801935975084374,0.08372413568782755,0.10034394748639529,0.028794104184828972,0.06256802585956767,-0.019754190829956195
ICOSLG,0.04151992310535881,0.04266734609617808,0.020709679161404017,0.028269728064858397,0.008554637335943981,0.12310886953873464,0.09734664493773064,-0.008512772840484767,0.05691196205251608,0.06243059381444023
WIF1,-0.03423071490422263,,-0.023700209933489324,,,,,0.01088531033859493,,-0.040396493652537974
NPPC,-0.001218682297957313,0.13574601182466145,-0.013392511982110264,,0.04640910582743062,0.0632635534019816,-0.064766160720675,-0.02179349277361889,,-0.03274032843620115
LYZ,0.10436865123584188,-0.011799054363240904,-0.055719265513378885,0.10295816992789641,0.06768353652126244,0.04576943394596868,0.004792256729308828,0.029849627866353996,-0.0036033549135590435,0.025119486981126544
EREG,,,,0.02148019140272256,,0.25995864855000844,0.2545601236227451,0.018991287364151222,-0.016545199092180714,0.03652646237821892
SPTAN1,-0.043334344534966894,-0.1694299773009351,-0.12466402823832898,0.061219918555352006,-0.0744716149636378,-0.022088883209504796,-0.12105295408591338,-0.041772834206576105,0.000481871861592507,-0.25118845906757864
PTH2,,,,,,,,0.03439174700712539,,
LIPC,0.016639112923007564,-0.01696920165524951,-0.04628743718122155,-0.04437243791385169,0.04424839806333262,,,,0.06050419981253085,0.013106596033191621
COL8A1,0.02358480103715681,-0.038639988713913394,0.04035275027220965,-0.06897970328288713,-0.09196462990719123,0.09805488997851147,0.12000290895478946,0.119531101512283,0.034868398639058856,0.09935610109982868
GSTM2,-0.002363029287327335,-0.02744419239270741,0.011704461638501952,0.019068118588631482,-0.03186574338115934,0.025801870431251973,-0.01932470213394016,-0.04717155000704277,0.02627574018855107,0.049794036058372494
SPX,-0.01793349612871223,0.024305449128034964,-0.05186338203910734,,,-0.07264124446596446,0.0005622582631028637,-0.08864533809368817,-0.0147471940552967,-0.07493282900147757
MFGE8,0.08593200134311695,0.015318809953021572,0.042164226848332154,-0.03553941811926661,0.05402933088323164,0.09379970212738299,0.1580887849464629,0.008719434212790336,-0.03556771214143816,0.07940997937932089
TGFA,-0.010094922105723304,0.05087429890227905,0.09534519451718043,0.11281710636863419,-0.004123155045145827,0.07711437945575643,-0.004678559837894649,-0.00729452840001186,0.003515642760575725,-0.004715115562692012
SLIT2,0.10506231779578536,-0.012155200775310996,-0.046063704654966044,0.028267043055663164,-0.011732736427066405,0.06930497344807893,0.06675415502829941,0.058085298876184216,0.0644986713531216,0.07138398239508133
PLTP,0.00434023277097893,-0.11107541835694694,-0.061674824103408674,0.0409642005345637,-0.05844692575234063,0.13599028959541284,0.189270706895605,0.12688900348535903,-0.017374236009202605,-0.10960780865987968
APOD,-0.03815650461468541,-0.10224749663606608,-0.04693269609203961,0.09126595809824462,0.01808517869726942,-0.02390173738498109,-0.07607762126789375,-0.017044852582501435,0.05557549492511133,-0.180237456854817
B2M,0.12489246139730174,-0.051120631937841325,-0.09557375126040292,0.1455806571337492,0.045620381412556116,0.21343974841645524,0.172895031251724,0.13762720333572875,-0.04353546598199385,-0.10887903722107808
OMG,-0.04944742604913107,-0.05589048685397974,-0.10264665559864718,-0.013859699563643302,-0.03060798362453249,-0.08351786183809409,-0.048652671732090945,-0.08642911469964015,0.014178850942134658,-0.2139673032692735
CXCL3,0.0028333619141876687,0.26833701734250787,0.034326063412552475,0.154827699311272,,0.26834034712982785,0.266798936249417,0.11628240819554636,0.10394215755875594,0.2633916292807853
CXCL10,0.04335811499026698,0.017692881380041034,-0.07070470934067065,0.057920177064042636,0.030601711338568937,0.12903430628883858,0.05426993418022694,-0.002669281376305475,0.0011446216207782287,-0.030565811715667714
RSPO3,-0.027765978383063928,-0.022027387563443794,-0.046386786561404096,,,0.016788806550716653,-0.018159940625180813,0.052058831478978294,-0.0023458161708192838,-0.07712802877048426
CORT,0.03271064698825643,-0.0008931664013278106,0.0022735167238812264,,,-0.06588680883699793,-0.05744864985223074,-0.005603462430393555,,
NCAN,-0.0505042904195014,-0.15213331397929675,0.07193465940257876,,-0.06272959034157179,-0.13639861596334363,-0.20817756207749138,-0.19477063844378437,-0.06830734017083377,-0.26467183954323054
PRG4,0.05032529305074215,0.05899194833479914,-0.010035890791540521,,,0.002106570153815675,-0.014349390780345014,0.08301869459243032,0.025697982935010903,0.06665186969240593
ZG16B,0.00802665928335637,-0.025232023496800066,0.006847271694038379,0.06868153490010785,,,,,0.049755863468059366,0.009406615624554525
TGM2,0.08196826256815581,0.061965820160084555,-0.02670742061359185,0.07139108221936158,-0.0788055656223614,0.2132465907995606,0.2658916539626873,0.10221518111160405,0.03238530484033146,0.040188713348520914
VEGFC,-0.03236714044662003,0.13376418066924625,-0.045644300920679885,0.019676484595887216,-0.02441466077632454,0.05322356885682495,0.20627782243580609,0.07900472658791297,0.10884547483539035,0.21966589503664588
WNT6,-0.011939447927037036,-0.03006933216040477,-0.02149427615639771,-0.03277938232651568,,0.08229231937908069,0.055951992257838895,0.04894647740456411,-0.03273899877751042,-0.00223623011161218
NRG4,-0.030027329121199896,-0.004773064893269626,0.05605124260287185,,-0.035356220230744875,,,0.05808893219430004,-0.021740794899086854,-0.010113523988381468
PMCH,-0.023835362906289286,-0.004415815161370534,-0.03071262957016093,,,0.08545465754037271,0.01875012840876356,-0.00991691639694223,-0.011165342042082176,-0.049234475588813074
COL9A1,0.06824343548385069,0.013446258969552755,-0.013421887871892734,,-0.060362934160363736,-0.09519161847544375,-0.05286234219549961,0.0005083074516868133,-0.039262348938840126,-2.6262719212541258e-05
GDF11,0.029332497234773616,-0.01805409756005658,0.023761059908406625,0.10327732488910278,-0.05731737200074541,0.00948624410828386,-0.058078411284805634,0.03403180629824372,0.07877254710305195,-0.045031056252620584
RAET1E,,,,,,,,,0.1671503177137447,
IL24,,,,-0.05960670424999435,,0.10913568426494105,0.06547255834070759,,,0.28192223124707533
SORBS1,-0.015655515637987828,-0.13297779456998468,0.0026795011485951196,0.017159670482714853,-0.01679514529650558,0.04120102882614564,-0.0854305681202112,0.02206350442511415,-0.0076639680475493145,-0.1276522521529948
DLL1,-0.008982773341314646,-0.07198813866151114,-0.0700638491357773,0.03202708929736187,0.012352744847208314,-0.06176375997095963,-0.06964887176347198,-0.06553206974699728,0.013778944077414656,-0.06868631550659873
TLN1,0.0894831201595216,-0.11151640357853276,0.017964665206188807,0.07240950400777774,-0.01445967687674919,0.15104387817261883,0.1160306246903903,0.03301376175723853,0.03683236472051646,0.1238439085678006
COL2A1,-0.01708793379772736,,,,,0.12958920936630405,0.15357140168162295,0.015721253988948185,0.019710620591323235,0.02332343614296276
SHH,,0.015555427856641725,0.013273600237978387,,,0.13648831323555372,0.08614954053654661,0.029625099165175885,-0.027805245030360345,-0.026912963586034573
PON2,-0.03595798566124214,-0.19988917986413185,-0.035637355353132,0.10477659388252349,0.01641028881853654,0.06751167957193284,-0.01450283172262625,0.03993143621904419,0.041765044664733526,-0.11212519731327271
ICAM5,-0.019344691103906957,-0.03521047833257083,-0.05054971356982071,-0.03756653958436525,,0.025754847280533538,0.016735779733083378,-0.0243239754183225,0.09409788880388677,-0.04525691379408657
HPX,0.04000424503391667,0.004829824537966776,0.04328818408678127,0.00040549820595429313,0.09612823867286198,0.11376979196018618,0.018447959802557336,0.07219781257852897,0.04491533019758884,0.009866059583181055
SFRP2,0.08298175489404189,0.05459521503899781,-0.03431828489486927,0.005715416336202796,,0.11799776046057807,0.1047594622143537,0.07933406918270333,0.08060948546222997,-0.02619323565532465
CFC1,,,0.026804357523692278,,,,,,,-0.055520215503948964
CD70,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,0.9999999999999998,1.0,0.9999999999999999,1.0
HP,-0.037384927541271006,0.008746296588588009,0.0069969210708067265,,-0.07064635765120328,0.12459529356062539,0.09389032195304768,0.12893727626794665,0.06914093326329819,0.03948315987635877
CXCL2,-0.05000053426511725,0.20624385366165915,0.01893547536893497,0.1547332317169749,0.07821365539027615,0.32734750308478905,0.2604086352002837,0.2111526300470958,0.01408949136734084,0.29474420192219597
NPPB,-0.03374418756401728,0.2414490447994401,-0.023122805448496025,,,0.04640501793503298,0.058306647344468235,0.023875660306932223,0.036570954011563996,
CCK,-0.05150260799387561,-0.03445434349234961,-0.06107960440585938,,,-0.079415306396415,-0.12450190898585989,-0.05806034032203852,0.03082290918574041,-0.28716692955601864
SEMA6A,-0.024307573989637656,-0.07188328110621746,-0.008553083989694744,0.12543411355566403,-0.10880343368243875,-0.06844691096090981,-0.06805092219221504,-0.07868296714996556,-0.02192367630749699,-0.03714532837527137
IRAK4,-0.025339797024380276,-0.05328657084708719,-0.046340978029102316,0.01185433161538856,-0.02475011032747214,0.05830813275773393,0.04166401680605875,0.004529184189835974,-0.0019559479949134814,0.07092886095527084
GSTP1,0.0037200130201285675,-0.0009156775876018857,0.0003946575297153074,0.08674944940689219,-0.10028008932397273,0.033237957190135343,0.011052779857775431,-0.040987285440334774,-0.009951848849676224,0.02132316242313963
VCAM1,0.059051229788765466,0.09883459301507391,-0.06737739161004529,-0.025476406715715053,-0.13933698664771949,0.30258308114631083,0.2597577724566059,0.21030751667078493,0.09177230763042513,0.18390773181872566
NXPH3,-0.01348854471928365,0.016381538197720584,-0.02591901723017465,-0.03572291905335384,0.05906660204436292,0.129162166793328,0.016696530885656577,0.022064808649674375,0.009620860812248675,-0.0904503392018003
MTMR4,-0.02124527633791421,0.07169038031158115,0.010494907306353716,0.015124259513906274,0.08270661072391433,0.023011225056868704,0.028658378407783337,0.04456183863265696,0.027250591259063588,-0.037078120637530666
LAMC2,-0.03301220801965777,0.13715972728500964,0.08097362504194217,0.0014433332267672415,-0.009346454519024999,0.028242083608536132,-0.048692719800686735,-0.03141592122600604,0.00866347794348449,-0.060421931551610276
IL10,0.03705059853008259,-0.003812173579195808,-0.03620521368627973,0.08582553299621931,0.009267720737825218,0.06648453177049525,0.06475661501291724,0.016453579766338017,0.047036241564391644,0.09652356118292017
SEMA4D,0.019855645784694426,-0.04141970207615421,-0.05476755560370399,0.04445037134136459,0.06898331870706177,-0.09103774278336203,-0.06550891700084881,-0.09159338910440341,0.037630017388558167,-0.056171520182935905
TRH,0.023240679157504728,0.08790169079829013,-0.01962603147598531,,,-0.007519701060803213,-0.05703824758808192,-0.006300548054011397,-0.02470152791370465,0.005568373479999677
SEMA6D,-0.09677973982802174,-0.07741582812336784,-0.00901076644718576,-0.01168389738904557,-0.1127791957520982,0.005692779723520183,-0.005019834111367307,0.016616347310082477,-0.04451218574345867,0.02523850070441678
CEL,,,,,0.08203019140637555,0.046715008587601,-0.008739266159430544,0.005512422866053972,0.05374330480806283,-0.0019954705365979415
PDCD1LG2,0.030376247151125288,-0.045970350024716555,-0.004258460660311915,-0.01457464008553637,0.03206422912987585,0.09281598404677732,0.05616078321567657,0.04629897622672375,0.05756972255691245,0.09314250071322268
SPINT1,0.05119762804314553,0.05644741211834892,0.0012147821741979156,0.038162918432877696,-0.023611201669891963,0.024704164451106375,0.047915159846686456,0.009883230500746886,0.0054527116609063885,0.055635100069556465
CTHRC1,0.09800425393351285,0.02995925671006059,0.009096221765561645,-0.10118328448749286,-0.026652554140466404,0.018717150125291897,0.12941686819165765,0.12228232993176164,0.025301016059407575,-0.06907631020921504
PODXL,0.08693619019992539,-0.1192556435922431,0.010617282854104973,0.11584454678700955,-0.012172020341539415,0.11105266716675723,0.10483933887229284,-0.02034106157830591,-0.032588860799787595,-0.1264241959890661
JAM3,-0.050891825037020964,-0.0850819490778126,0.06756170103982463,0.02302872321244638,0.05043261468931978,0.1515252553574563,0.09358604743646393,0.020201120556834054,0.023979465140145522,-0.03582587660428169
TGFB2,-0.01733396585725008,-0.11010263287077458,-0.034069520095185005,0.0751685651753258,-0.022503347463925436,-0.03919436049772433,-0.052381596510186604,-0.043667099057378346,0.026589628826726393,-0.03185151123151972
COL18A1,0.10959057696141843,-0.04494092960672712,0.10619815995170603,0.13977632627411082,0.00844541250611811,0.25280191837264565,0.2660092993474938,0.1765573446628662,-0.012614075812661916,-0.10694475592650808
NODAL,0.022960483690543813,-0.03788049849705825,,,0.03129008356339807,-0.0825183072082291,-0.005038033021530867,-0.004955327039577316,-0.03380628729419155,-0.04070020380008268
INHBB,-0.015759814520178685,-0.004274658155509052,0.005878874735497588,0.04174474940233527,-0.03294048407043186,0.19278416173319385,0.1932485824040668,0.07623246030623725,-0.05304150061070351,-0.09853144042597213
LCN1,0.20384080704391386,,,,,0.08443549847792295,0.007632570933914642,,-0.024979529502573213,-0.04238082990748898
ARF4,0.109549752535569,0.1202657543962942,-0.01991044214231743,0.0962705129622076,0.008564306235738848,-0.02743329285616682,-0.06869542027378442,-0.034239318000370035,0.02865339990449455,0.13803180111162303
CXCL14,0.03369548818538112,0.045566543084688334,0.04271663540571547,0.011072067170073377,0.07465299331524206,0.1104873805384148,0.1579247380672911,0.04993587397769527,0.00802794922368604,-0.03037798288325726
LIF,0.07739436527287788,0.19155080915249686,0.05805077041640096,0.14797230938319758,0.008589126595791334,0.19908473123839465,0.1541078993905739,0.07146936670249288,-0.010223128062144198,0.27104726904365667
IL17B,,,,0.04586006235709728,-0.005507323277657713,0.030043502893707597,0.1185300032671708,0.03341114346588032,0.007134709380317538,0.024459555593031073
MMP1,0.12326274574838768,,,-0.0999436250010787,,0.08215678389288371,0.11161594588860042,-0.00810234038817369,0.005792307348836059,0.2310871180718775
MATN1,-0.0042146818886133535,,-0.023413209753136325,-0.02766665260769806,-0.036890729835302186,0.05402137544406521,0.09298400233362399,0.014571828944355134,-0.030042336346324715,0.017708748325351
ADAM28,0.07235753168520369,-0.024126400281950892,-0.043387025820693564,0.01272248509452062,0.006509963625836445,-0.021739836393042777,0.008836020683007925,-0.05756536386754425,0.010800036886724096,-0.04951201237864957
TCN2,0.08928487301606652,-0.026650976944043992,-0.022232227880332914,0.056901539151840576,-0.062196421598188945,0.0332447636823701,0.1254720001063754,0.026485216067089413,0.09801752170857007,0.06296505597846451
THPO,-0.03659399405701954,0.0529895354926996,-0.04163850600906557,,-0.03535625923182552,,,0.029273601423236605,0.01961674244955844,0.0745859219792223
CUBN,0.09846026198894302,-0.0305852857707724,0.021500952789693797,0.1320837870495383,-0.03167795687420851,0.06415427584225573,0.10498690277236275,0.09050508112168743,0.03938181023046875,-0.0287343311549609
TIMP3,-0.09087332807281916,-0.012490474307577892,0.060663090254055134,-0.05851059695943342,0.05110465682422676,0.07094452635046276,0.173934650708416,0.11860750904123521,0.014566731904502505,-0.09124233793126889
PIGF,0.02049812330824966,-0.026139473877199913,-0.03780533838909808,0.05578269483403617,0.09384755072357054,0.025029795496236292,-0.03018520828462113,-0.004552771709991945,-0.006730031521851966,-0.045093501213833154
CRH,-0.003646343047964272,0.04331184408611528,-0.03685785741668885,,,0.02801133420514076,0.04017876179509188,0.02983380314310477,-0.003236010159724734,-0.04806573460807634
BDNF,-0.009339499920586794,-0.02691509712015709,0.09172592307748226,0.007195255372316035,,0.06374290368893065,0.08825756707098416,0.026490434241099214,0.02289498981454593,0.10376173513040554
CCL5,0.03834579038348349,0.07202737652077479,-0.012040754171239515,0.10347526287295512,0.10024395590650353,0.11001867969349959,0.05357579051730973,0.07731265979168736,0.039166889357158334,0.02197525651925399
GAD1,0.0052133526798233765,0.005363124717093516,-0.06815543738621571,0.004696738975860817,-0.038854660916346005,0.04583856511003423,-0.026443169582361994,0.03857408451851072,0.012520622398351633,-0.17623414926036318
COL14A1,0.0070000061471122655,0.0041219429647107115,-0.01573148144283329,-0.019248622090245113,-0.12381388852384025,0.24547900875796547,0.18197284824670365,0.1888575142830535,0.0715884357051295,0.10934828851581856
HLA-A,0.126708550379185,0.16902855389614477,0.021723650707022295,-0.05790210124133999,0.041523572187827415,0.2997746574581103,0.26680305639932694,0.10634331163409591,-0.012987036900552792,0.10161157907306027
CD5L,-0.000616902674598122,,,,,,,,,
FGF18,-0.01518208152812977,0.03656633066319431,-0.025088176658867804,-0.0021411216286592394,,0.13765799343755006,0.02556882720695942,-0.04089508011665178,0.009639359137556074,0.03570624632342828
ADM,0.024939511267269825,0.21000269333696828,0.1588351783925828,-0.08591555080100886,0.19521154965093365,0.12423141345411275,0.14446174263643558,0.01868163681951885,0.04220236745069591,0.2877840711589304
CCL15,0.09182252896558717,,,,,,,,0.05393057475980076,
GNAI2,0.027833598501599135,-0.12790371837395711,-0.019222505117509222,-0.0018919223336721256,-0.14394491974085447,0.018651162807300996,0.015585380600482333,0.07894170083077769,-0.05331243949706041,-0.00451052925557955
HDC,,,,,0.05220566294910018,,,,-0.0038359064045216684,0.0025938661420478112
COL11A1,0.02325348051907413,0.031462802665041485,0.041466131427249135,-0.02648720169063896,,0.16401932707532382,0.14722690470997213,0.06551230769800301,0.04889950806082971,0.05436709657833421
NUCB2,0.046599143401576185,0.036845566574072376,-0.03702470275938719,0.08200035544315218,0.027536466818317153,0.015675483214119167,0.04323164573657342,0.005609302595167535,0.00607724544873655,0.0757357605168612
FGF16,,,,,,,,,,-0.043028690501618325
CXCL1,0.02602601903149037,0.12439028701068681,0.06858798123215283,0.19936106283143176,-0.013811628636526095,0.31967917557865627,0.2699405839424953,0.14177466658169774,0.15155956118654057,0.11166237480256011
