,MGH258,UKF243,UKF248,UKF259,UKF266,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881inf,ZH916T1
TG,0.14294956577464607,0.077360660577174,-0.03194428522956326,0.04392323585182944,-0.017055465256818073,-0.01585967376764452,0.019342633161118502,,-0.01831924374341591,0.006969197061147046,-0.04716326354153625,-0.0305519809915763,-0.023082334657406695,0.09402700341311424,,,0.023695440715171667
ADA,0.03550124274603659,0.0027874103265104404,-0.002329478485292114,0.0008054802921181337,-0.011335821818707847,-0.02422645543882744,-0.0158825072750971,0.03536428509418859,0.011665065909531896,0.11755627278421225,-0.009101440600860697,-0.034406483994262035,-0.07193346869382908,0.04515110101256163,0.03526426707196428,-0.03460326135208427,0.006698106182430867
LAMC3,-0.006094918178720876,0.10353749077621686,0.034626375796360076,-0.017380619425284932,0.009635392649943796,-0.032522749697754025,-0.0025351388610578137,-0.020215013020609508,0.014337548978137216,-0.06258711185715768,0.04788096981744897,0.06559276401737718,0.029961749524814018,-0.0021214736177428257,0.0056082428807225125,-0.05399027360597913,-0.0201787769184452
CCL7,,,-0.016493404075229565,-0.013389613777577391,,,,,,,,,-0.026035822789856326,,,,0.08510980311576062
NGF,,-0.016638158385650813,0.032749848193307,-0.030679025032356352,-0.016275488421134313,,,-0.019432655766972957,,,0.015510705673117194,0.05276795168796023,-0.0006602229642357502,-0.014015482329261461,,,0.00517534712191581
TNFSF15,,-0.020583478421891444,,-0.014909989818953416,-0.019762011068347372,,,,,-0.004300350781021035,-0.04541750845407172,-0.028160793468054016,0.10847660033568422,,,,0.01982235622092509
HMGB1,0.06332770597385534,-0.04377830350040273,-0.027448409383724174,0.03597839870038325,0.009434060729070926,0.018372353078991908,0.011831091655420773,0.05903936340870795,-0.04796446420200528,0.02392323455341753,-0.0696067111644853,-0.013720466643691457,-0.027754561931417867,-0.019569097073621165,-0.02115478158675166,-0.002560036240988645,-0.02793365939257417
ITGB3BP,0.06317300586103604,-0.013136483558767243,-0.0013996051814358522,-0.04867335218027265,0.037800739144538374,-0.029082518423161872,0.029044817346895884,-0.02295829680609952,-0.019216076817558127,0.031710666674524914,-0.04999869260686616,-0.02145456362153684,-9.679454811855033e-05,0.0808061067224425,0.016083324714073307,0.049845364754020925,0.05158447382469642
AANAT,,-0.029821268086745466,0.06051752167948736,-0.013566567286118074,,-0.014262697303464704,-0.011272853435684472,-0.01826955430772701,-0.016358991295242636,,,0.09158360829231578,-0.022840762982746957,0.02347029576547896,-0.016380281585934853,,-0.017258329687074005
RELN,0.0952762326865048,-0.028687783309615272,-0.014492928908720603,0.0015955972345208923,0.007876059511568707,-0.022467300689980846,-0.04408519188916092,-0.031398289178671844,0.018558094887749118,,-0.06029467883580209,,,,-0.039781991933680594,0.09848943697082953,
IL15,-0.021500912687078103,-0.007808706034247203,0.15461784717327257,-0.03975122308575463,-0.014061845713111828,-0.01142741978284935,0.0490920067705622,-0.037438397568867764,-0.01517220832605945,-0.010301148560365504,-0.04610422809782232,0.122809104861372,-0.04184521360891487,-0.009746003484415537,0.20955495701341922,-0.047359413884994116,0.03970175158469344
UTS2,,,,,,,,,,0.05506724914213152,,,-0.019450581340166688,,,,
BSG,-0.08059549216339791,0.029259737481073637,0.03768731135861197,0.04478541035738741,-0.006085321683780872,-0.01728616819557658,-0.03127685439656871,-0.058711628537906776,0.03225574791982681,-0.06387421389911135,0.07683594848570645,-0.058916039724343186,0.0034037377499732684,0.028071945779152976,0.041205305602091395,-0.023670693765766616,0.06642295473488535
ADAMTS3,-0.04748516850621178,-0.02155554826087091,0.051999641420449286,-0.007203908790685503,0.04345794968148172,0.02971481233480698,-0.006433415044515697,-0.029336611344444975,0.028201977556421072,0.030601581446295673,,0.0065685895941269305,0.023555716552193316,0.027351507302171008,0.03404224443498587,-0.03639395906109429,0.060411667036502706
CD34,0.029870052277552434,-0.01669229310203084,0.01529052216973681,-0.00012217982658149095,0.026319639022290526,0.04830392292606095,-0.02109120269660641,-0.046656410998593675,-0.03513640359488792,-0.03330920097171592,0.09516096692230888,0.00777674010560921,0.04268836229945063,0.09262040925736562,-0.012926277358784011,0.10342058687757733,-0.04203255050397587
CCL23,,,,,,,,,,0.05967969613471037,,,,,,,
PLAT,-0.008098714931234506,-0.007162056234039741,0.02046452250004471,0.00542540339869795,0.05736415042246816,-0.013017705214544057,0.06749942980376994,-0.005334613165196803,-0.0017576980321281968,-0.027696435769310346,0.04823640082080078,0.01042943756666689,0.09536513047690769,-0.0019749843004035245,0.0753199192438488,0.05408435750065358,-0.03128359155202144
NTF3,,,,,,,-0.018197074635365424,,,,,,0.02524412710284469,-0.01635134145850153,,,
LTA,,,,0.01639850841415773,,-0.013736463908757535,,,-0.015172210198923928,,,,,,,,-0.02322711086609613
CKLF,0.07745243024604825,0.06446440240109698,0.026384360071370273,0.05486703811177472,-0.047206574741148755,-0.010432205380947947,0.009444546965689957,0.1385272514667244,-0.006639595838159327,0.1295057071187844,-0.023383048872028942,0.04501016144819002,0.08228509540109041,0.036568079291479066,-0.003395667015478119,0.00209553020995864,0.00509911903032987
CD24,0.039177090652045006,0.002939867594989288,0.01080961187181821,-0.031074655517457368,0.0058484809895913495,0.0016605455718608096,0.0030611625178913445,-0.0776271227091287,0.02405246014955967,0.014412073400507175,0.07897744174927344,-9.500327025528638e-05,0.030494281721951254,-0.009058793605542384,0.030317644206373836,0.15461099576525997,0.09118677469116777
HSP90AA1,-0.0253422560936122,-0.05149141465538793,0.0070274583357145095,0.0036507012430303525,-0.04783831193991171,-0.04465621415228682,-0.03841025642097473,-0.05612050838435491,0.011101012444902478,0.007050848558459959,-0.029448340705627,0.013847079275859807,-0.11734880319503818,-0.061852426980756305,0.02125027856411345,0.017233252549032498,0.01900027439948849
BMP4,-0.020244077358460254,-0.03600904465469066,-0.03722215992721319,-0.015303298915998334,0.04082002705366487,0.04586718158342556,-0.008847970896679566,-0.029140335549609785,0.17057256819569586,-0.04480858112041549,-0.03987550415829009,-0.03191421496704485,0.010175566145295354,0.03360299556388812,-0.03831368521177739,,0.0031572766218667743
SCGB3A1,,,0.06683455711819004,,0.12661952809982993,,-0.009508762129278705,-0.03215952827982669,-0.010586967632720712,0.01762935417702164,-0.043307757980742656,,0.06471445054485049,0.04643414679777648,,,-0.010067437458396677
IGFBP4,-0.01471843312134122,-0.011800633958431192,-0.003229791767449344,-0.009227436021339378,-0.02163760655032299,-0.004127473219198697,0.04774125925708349,0.0037660537956701982,0.04341098018616127,-0.11580755303522772,0.024365366294232062,0.00880315703678673,0.04647571855796338,-0.07156490012251847,0.059093036685704994,0.08747940527667943,-0.013910444151830797
RSPO4,,-0.02032521627487906,,-0.004064360270675598,,-0.01597634378052218,-0.00950876073840714,,-0.021046244134709253,,0.05530879361335393,,,,,,-0.03063412788949628
LEFTY2,-0.019476278964248247,0.0015733759526143848,0.062054440980646254,-0.038345017309555404,-0.012974469735538632,-0.03934415377034461,-0.010426472444362449,0.007701880417532872,0.05353662774372635,0.07598429824202799,,0.0913403955692917,0.036657471745412326,-0.01633485448258838,0.030544156762680994,0.018496497218021393,-0.012276708966002164
PF4,,,-0.01710925743852559,-0.01168217422981559,,,,,,,,,,-0.01302118654564203,,,-0.02322710549117039
ANGPTL2,-0.014602092851017278,0.064731634022551,0.011004362365748989,-0.02449897834170239,0.04440592387356484,-0.05684160181225898,-0.02580445997089657,0.04439450044442051,0.010808242193885662,0.0012049583016385556,0.007239027052997856,-0.05888816422827021,0.05275253340148228,-0.007150385414125145,-0.049097554313705584,0.02075319136667048,0.058202164190994686
LRIG2,0.003158104012102219,0.0034808295771098807,0.03823951184476582,0.04201166867496477,0.03428646955828023,0.05096419094884935,-0.03578800696528896,0.059111127773768195,0.00965553663994391,-0.011096418441671687,-0.010196671141814734,0.0375623941171251,-0.00483006466829877,-0.02849553527422632,-0.005878549990266046,-0.022540905869692412,0.008767117600452911
ICOSLG,-0.019352184682732643,-0.014455253287237567,-0.0037537340056207026,0.045803358294412753,-0.005758653599964461,0.017255257980132575,0.014908978799781737,-0.05703844980113146,-0.0035284348777366247,0.010729553628356075,0.03572980470439897,-0.027869696409659663,0.0005521432160154622,-0.008763083746773507,0.055188594696937814,-0.005923117194763799,0.06098002380305815
WIF1,,0.006850684781487023,-0.008352130211003277,,-0.056574165322168204,-0.012328566084821505,0.014784743324125786,-0.02035677352210183,0.0075399100493319165,,,,,,,0.06262081701587405,
NPPC,-0.04558467889083033,-0.041480811441271276,-0.05116695211000156,-0.018121933129672748,-0.009987123618966207,-0.0013077399044994934,-0.013214850430681706,-0.011045451272362328,-0.024552903203458442,0.012407096496992944,0.06542126179590702,-0.023401146126727262,0.07559668280940207,-0.024636957884773294,0.18983035873706283,-0.0005431427244517075,
LYZ,-0.05715729758694942,-0.025635730886172606,0.02651899666989819,-0.028818452086015516,0.02955419403456961,-0.018439224020908584,0.005600497469477104,-0.023701950140003394,-0.014884911303010643,-0.02659605638106924,-0.019522184853700872,0.002716384118950568,0.038683073175992,0.08150900363087844,0.002785534293114076,0.08084163503566355,0.05782133646586967
EREG,,,,,,,,0.08567737122473189,,,,,-0.0038813890649146607,-0.021964395243606053,,,-0.03507830953555351
SPTAN1,-0.0026679002695560792,-0.03660953003492478,-0.05178155452073827,0.052534949515421384,0.01008614011933832,0.017180715728063112,0.029506069597109916,-0.0786867525430734,-0.0017932284839428697,0.0313968226714233,0.0026728108773213474,0.020749400482533435,0.04025999214198618,-0.005073397716270324,0.0026906432980915115,-0.028036519905593808,-0.04074335018288899
LIPC,-0.025184473175903423,0.044687755631150045,0.043169062218311044,0.007841947050129293,-0.021806317055674703,0.08896724327028317,,-0.01938396603980223,-0.009384172636915468,-0.03574819475188782,-0.02939566775951349,0.028880563161098046,,,0.13220628625376346,,-0.029367852747382666
COL8A1,-0.03355588016168614,-0.021071115995538865,-0.030932858055528215,-0.028614937041485888,0.09781503507354221,0.01794964290237356,0.03433369436093383,0.001747326016366665,-0.03928159763282599,0.05019745615100039,0.03086653242676985,0.07184070015297529,0.047227221630892637,0.046760168954544094,0.06611797366427705,-0.08077976453970004,0.024992432967426276
GSTM2,-0.013813584172882188,-0.043168529463694025,0.032134970839465093,0.021224954187812013,-0.011891184014681188,-0.007321783509931185,-0.007285151870335367,-0.03179517441547982,0.008730634778705908,0.09700216352429251,0.02225052795388269,-0.03052136579585733,-0.001920861648050179,0.012822975612186014,-0.005099965835296542,-0.018749658830235574,-0.008644471253003695
SPX,-0.012407179150647785,-0.03110050703221174,0.017533039752859244,0.020876845085693655,0.027008876542385197,-0.03535014701810331,0.00833398428786379,-0.023363433794142116,-0.03245356145017075,-0.04469180995982008,,0.11059024966209842,0.006190714272451576,-0.016167467446081094,0.012354421734209524,0.0345233236867189,-0.0457452982484085
MFGE8,-0.0073205353125312895,0.05519810055328576,-0.015074231445931653,-0.031087655659661956,0.10615514941715486,0.017688015757214053,0.020469782147170514,-0.002671180562343122,0.03734655161952904,-0.11932697525401505,0.03360958724247911,-0.024299849468612123,-0.028191384792960645,-0.017242416907913977,0.05483056060834846,0.014298853261990976,-0.021577316069858916
TGFA,0.005724614914927676,0.024428986743806693,0.015504712515342132,0.056291261108051015,0.049904946735371915,-0.02400095701149761,-0.03173091375873432,0.060197752754078356,0.010385225844756561,-0.023849558290040453,0.010779245442865924,-0.03969048674037793,0.013767022077915596,0.09356293891915776,0.06812042276918177,0.0402332557104882,0.07537140236861976
SLIT2,0.003200656531895303,0.0032073955649606625,0.005475303231303574,-0.014241962214410677,-0.024534675261312013,0.004038826930268674,-0.009537391091767305,-0.04401360249301258,-0.012118869452551983,0.004036525448867905,0.07878394242835732,-0.026464626734483025,-0.03211638482291056,0.07249999501112568,-0.04486972295493057,0.06518914980922874,0.03851821895476036
PLTP,-0.0096559318390768,-0.05993465013375225,0.07127575106249494,0.009271673122822378,0.01564149679499624,0.002741810990905908,0.03172634007874763,0.04779196157022418,-0.015684443901929045,-0.08676352243435942,0.06817723611585567,0.052174024277213786,0.07502874543832336,-0.0006149018366875046,0.05142342208194823,0.0533548242849256,-0.009106547770118309
APOD,0.05410136000607331,-0.01135226031746412,-0.022381885636990676,0.03682388329980167,0.014450371465208672,-0.0020055744335972852,-0.004791681547412504,0.06725956949871545,0.00897686117392867,-0.07615125950138991,-0.039885534633418374,-0.007483481511357528,0.1088719820613127,-0.0016603541506832486,-0.08435114666785876,0.11740475450157527,0.02289653025871982
B2M,0.11381817364364356,0.003488185215593045,0.05572129792477895,0.01315757171143447,-0.014181160346548281,-0.03192021607135542,0.05130905001529959,0.0576840056625431,-0.04420109266005511,0.007848227608944932,0.02234549461577208,0.022424604551859722,0.07525326177217423,0.03802741079365085,0.1134839297221002,-0.049778869192577034,0.002318672316572752
OMG,0.04833751863242742,-0.009083861029366523,-0.01566518915463047,0.056577949788192264,0.01932196111063551,0.022094065578395945,-0.0004069742272400326,-0.05497754248213675,0.0030043738338820934,-0.04832534535418709,-0.050895474634433224,-0.04137086420401001,0.06754097371772554,0.016893645904389066,-0.02803094662712316,-0.0010713722549386953,-0.006119540835713783
CXCL3,-0.0158409329350328,0.041395879741893675,0.009828796786445588,-0.033597170677776324,,-0.020220510652022856,-0.010172364059744924,0.05103720984505881,-0.010926738823987082,-0.013778344634256468,,,-0.051048476015154116,-0.036654499445716034,0.10975665518663683,0.02986882376352755,-0.045002614800274045
CXCL10,-0.0425459696543498,0.08985337542226572,0.04566788558506348,0.05267947422820647,0.11985767116834754,-0.04876905993154355,-0.015452565539378599,-0.034046303071658686,-0.017363910320784864,0.11788608855128774,0.004016281915913827,-0.03156533318734499,-0.026885327103563523,0.0061466467636211,0.005426763255193628,,-0.04167196297926489
RSPO3,,,-0.006513807481027968,0.02869175872447537,-0.027078301411306342,-0.0011089059398569482,-0.02470158816394868,0.012642491045661288,-0.011418231478804605,,,,0.06284290704141052,0.02376599040563164,,0.06532624779035881,0.03305716811615939
CORT,-0.01967077345244479,-0.02278814851229662,-0.041891035876664484,0.026961511424048536,-0.03235202636748441,-0.0045585040218245505,-0.03342141380328705,-0.048916364246061224,0.06081210031000546,,,,-0.029687728029119825,-0.013626009903833496,,-0.06947674105068886,
NCAN,0.04705205349530087,-0.05803658771595669,0.04577331749971709,0.010749688687600692,0.06903963572967668,0.03563556290269591,0.005034498064870067,-0.030187538224068305,-0.018449108978073496,-0.00770776672030195,-0.04554190908309354,0.06857056221537358,0.06587495876759906,-0.014938322629287858,0.09364495789644252,0.01695672075553953,-0.013608011085098935
PRG4,,-0.01248604439443879,-0.010873895541665584,-0.01338961586414994,,-0.0204171331147876,,,0.08833045816111186,,,,-0.028516430799409343,-0.020106011443779385,,,0.07955705343580304
ZG16B,,,-0.022871371138102982,-0.015540286756899268,,-0.01091486755085125,,,,,,-0.021725679933015104,,,,,0.061074393298529844
TGM2,-0.004543269200271205,0.02126816569465661,0.0353203313577809,0.03248780176125729,-0.007448378438050266,-0.022948703643246676,0.0066279323913165196,-0.030545485597316534,0.04486995409481341,0.08729009921508991,0.07691009017515937,-0.019098884655288133,-0.0350407356723503,-0.03646448572198549,0.03173392013052686,0.01063886566739796,0.0376961317149071
VEGFC,0.17079548955629836,-0.02231520980603966,-0.020151189080249324,-0.023863880669921886,-0.00210704467365305,-0.02939104542696541,0.008303533316767324,-0.02258920487152369,-0.0136240031253131,-0.057505516623027504,0.04616908381587882,-0.028160795979339116,0.007036460003315639,0.03325197779802906,-0.02954799070638628,,0.0009380785537160967
WNT6,,-0.028301630998794302,-0.02661174285575551,0.01234930260855491,-0.014423120939544346,-0.02429064842695862,,,-0.011890341957490214,,,-0.0206611241669724,-0.005304484431247042,-0.02532454843760453,,,-0.02492690543041237
NRG4,,0.007100653556293665,-0.01519100419605328,-0.01629577502633877,-0.017656566310682766,-0.020969227839597978,0.013327483345046241,0.018337955021657065,0.07004653875742566,,-0.0316043833069432,,,,0.06175169056747009,,-0.0165530638891682
PMCH,,,-0.017508449853923327,0.030634251877670576,,-0.015976343009491033,,,,,,,-0.026463621677018566,-0.019118020878623854,,,-0.035694694091127514
COL9A1,0.05072839987684693,0.0020688921178360947,0.028848297378666968,0.05243250514985888,0.049208435275,0.009879408719566891,-0.02014253584142541,-0.019713399738635624,0.019245236464466197,0.023018546526994338,0.09967745667366379,0.0005329038774028142,0.01093535686358089,0.04024513112871108,0.036038461499149924,,-0.018912498940406655
GDF11,-0.01828562504726076,-0.062321139057117225,-0.010907465537289772,-0.013194118426620959,0.020675251194754902,-0.014557101728419784,-0.03628742029067439,-0.05777604332319123,0.012513323847475161,0.013024710235126656,0.039942711054942306,0.046443114286059885,-0.006161248255894975,-0.016636679610820163,0.008340630742328116,0.06111973020474009,0.0504536864539316
RAET1E,,,,,,,,,,,,,,,,,-0.018158593473726035
IL24,,,,,,,,,,,,,-0.019730638630337853,-0.012813570346386423,,,
SORBS1,-0.07178376307470868,-0.01650574172905536,0.08893440629039659,-0.01347491759350683,-0.03364895751004132,0.021632205048275944,-0.013962508748010064,0.012754418839162196,0.06680083314076485,-0.042060385056767284,-0.06510879953583784,0.023587878876127965,0.028743329026539147,0.0019954492700369345,-0.04082531551631498,0.0048230318426558845,0.07874736872262704
DLL1,-0.005674105170136309,0.004661238067809807,0.03494669745642945,0.020034487944406782,0.052145605671511865,0.026431510800882907,-0.0018853381118013465,0.04158526442815729,0.00843862997808852,-0.0041990334483074975,-0.018731725392729687,0.05477504040238577,0.10412152119996967,0.03592237907796953,0.004550213737757548,0.02079524030211559,-0.0014037066861365588
TLN1,-0.014653270795667979,0.07518847312394525,0.041011915237370106,0.003456057823910657,0.01993921505153783,0.04111795464841194,-0.0008040968909874007,0.06111576118906616,-0.0041805540549522185,-0.055912044716088495,-0.028286928997894978,-0.015683934766412066,-0.005534046524370498,-0.01917170973011494,-0.0034035816788024536,-0.03451363837626337,-0.002690684675142258
COL2A1,0.0799627722995278,0.0846197379965254,-0.01354809053278026,,-0.01562565654101037,,,,-0.011092883198786383,,,,-0.0431337625835103,0.053222556311689415,,,-0.006077660020894671
SHH,,,,0.006861315294358591,0.09303205793475641,-0.03362557594631588,-0.010917754740023006,,-0.010586966707353833,0.10739943974467517,,,-0.03632384425865681,0.02849291327744944,0.08513145334560071,,0.06111939920994207
PON2,-0.06885389184403977,-0.0501998311981588,-0.043223945023723134,0.011783722535950855,0.03611880857240364,0.03374266322973592,-0.04537661643406851,-0.028717185492626984,0.006602697621034012,0.025783360248024825,-0.00027206205070849415,-0.033580693308011084,0.06278700123994545,0.04443020470550596,-0.011217207911138794,0.11697354291517968,-0.022920463465266567
