,UKF243,UKF248,UKF259,UKF260,UKF313,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH916bulk
TNFSF15,-0.0007743355729474474,,-0.023609566614035044,-0.018611736767765775,-0.02788594607978889,0.004628498019435423,0.17858782353575517,-0.019166660834635203,,-0.034904384217935826
HMGB1,0.04500056856024517,-0.019018224409921722,-0.09204274266870936,0.03516300405111748,0.02000482995328122,-0.03633754021425777,-0.06643864913800934,-0.030708518302925494,0.03839747074702804,-0.04430714198808623
ITGB3BP,-0.000432691554879008,-0.0037031593116240297,-0.02745241475136388,0.025549716694197117,0.05205994559153628,0.000239570757680971,-0.00640343936737209,0.07447938410877655,-0.03426384753332182,-0.004728142648870929
AANAT,0.014272608475764047,0.06367789298338701,-0.02148229327817719,-0.01677028791673397,,,0.028859931372206174,0.008169943046042743,0.12301208310748685,-0.01925697162873335
RELN,-0.04774979068301859,-0.0025321287163608255,0.0022675061483727345,-0.033649286574757346,,-0.07152332766799203,,,,0.003772840058840758
IL15,-0.0016446278422478833,0.03454000584474437,-0.007158474855643021,0.09190106422653548,-0.035263674633047894,0.008671455620600264,0.060497257561473325,-0.016804343639293652,0.10348598228031648,-0.022955087157655065
UTS2,,,,,,,,-0.014687677960083105,,
BSG,0.028889959570769078,-0.04183896205441456,0.03502725966194115,-0.00038391150271797165,-0.03992179255047448,0.05747997634094577,0.09640881301764918,0.0037784760692692104,-0.005322189699891427,0.04508904052253999
ADAMTS3,0.03440198970027196,0.007581519444299938,0.004025004229865974,-0.015130544320552185,-0.04652962899099004,,-0.03052574234810023,0.010140899756402196,0.14142250610504534,0.0797098203256476
CD34,-0.0628570157156713,-0.026983105852661258,0.008187586430670482,-0.04583242137771471,0.003728996750061555,0.06161784954994972,0.0757529976284912,-0.034825312814992994,0.011111677284138506,-0.004592510168107626
PLAT,0.04338033575223455,-0.01201016158670764,-0.05772550512628678,0.006640852084843373,0.019019264507913785,-0.06879288012388983,0.04844889317225457,0.006994896798621397,0.039852295374467675,0.015243898907581948
NTF3,,,,,-0.04515994162717242,,,-0.025534655190440948,0.007880234170362285,
LTA,,,0.05928003972568738,,,,,,,
CKLF,-0.035804080714783346,-0.06785841373987216,-0.03711296390506806,0.04995820916532295,0.01510037404129204,-0.1319547876963936,0.05224401374200153,0.04206427373034152,0.1276914162079688,0.06130354989039055
APELA,,,,,-0.051406247070430726,,,,,
CD24,0.05373074534581664,0.05376391764603978,0.047831308532308735,-0.014272523839255792,0.033426614949217226,0.12979181205906976,0.06867439126543412,0.014451421422610564,-0.01715287073264481,-0.03350980310956112
HSP90AA1,-0.020984239791834024,0.08053981300642166,-0.04895320460220374,0.027895620798079737,-0.00940650636021508,0.0346590014754322,-0.03863420585072832,-0.02937547190493494,-0.1065942109597058,-0.1330503912247446
BMP4,-0.00626438974556852,-0.035029198402717336,0.025582745288891918,0.02524542082604554,0.02744268134912722,-0.06596833269430322,-0.004833237709840624,0.006102006945648201,0.004241828880399751,0.05654637572972814
SCGB3A1,,0.008811971693391863,,0.016033901081482803,-0.05174200896101272,0.03088351413636497,,-0.00016719794834400592,0.029656175471986988,-0.01203131566946189
IGFBP4,-0.06298072355419611,0.01774159981501076,0.021041073301965953,-0.038422627562287204,0.01828344927540075,0.09575245547765872,0.04609230113238611,-0.03474038745684066,0.04864923825261735,0.01040067035453292
RSPO4,-0.016432308328804063,,-0.034673029872586913,0.041568336008215204,,-0.03893907659561143,,,,0.05700930154304903
LEFTY2,-0.02407149727947573,0.005205714327207541,-0.01671200505645075,-0.01325025372160051,-0.03153035648160219,,-0.03257839522958035,-0.01668943452054375,0.0075294154543172585,-0.09399100674664766
PF4,,-0.03455048614851389,0.014053857011533126,,,,,,-0.013415302945233356,-0.01902168270550148
ANGPTL2,0.04851680557751478,0.017665764140094027,-0.038278504619674275,-0.028289888807319818,0.014341375619118722,-0.020760247969379492,0.05693439504529257,0.04357455642252028,0.04978052614236708,-0.01275420810724074
LRIG2,0.029726908889891202,-0.0004740441104852104,0.024127129141522766,-0.04078749045986041,-0.02273057630648163,-0.05027247084101904,0.06044546455407947,0.10320964749680268,0.060169449210991745,-0.0604202327522257
ICOSLG,0.05484702276319537,-0.053874942227355185,0.036092992005410086,-0.03923324786976495,-0.023389066881185104,-0.06579158682994582,0.04839801503534729,0.044527812111957284,0.0470949943585864,-0.0013097488089122244
WIF1,-0.043509454577182624,-0.043500612369087074,,-0.09185433073602764,,,,,,-0.034904381353506854
NPPC,-0.0008066547793396206,-0.026833730742949237,0.03324283359539816,0.009181516847811577,,0.09665191971272408,-0.03052568372158412,-0.029349398856975687,0.006736039836018286,-0.04571349730612113
LYZ,-0.012437591835087658,0.01544188033043381,-0.007454604739954954,0.03771377728826782,0.004511519248105508,0.04147441330982668,-0.012770879073250047,-0.033662040556573264,0.0446426923084711,-0.04246060713819522
EREG,,,,-0.032437066499624884,0.05983352266136224,,,-0.017726522107685556,-0.042627700690253796,0.06880482325431632
SPTAN1,-0.05751016524721299,-0.015225732180345532,-0.05810910951849801,0.005416588799507028,-0.00024359104291518874,0.018398959535850978,0.09418876833661675,0.05156886677204948,0.024362063069787897,-0.033532299079617384
LIPC,-0.06263930898882965,-0.017496019963127486,0.07846917149600974,0.0913529165447513,-0.0114489931954869,0.056927128607830765,0.031742069691619995,,,0.0059311524767976945
COL8A1,0.09872901160014542,0.019995418420335878,-0.030991756056965056,0.06500449139813208,-0.041871097329414374,0.035474719761227104,0.023263286792955227,0.0022505722299490387,-0.01163547894720139,0.004970660547173661
GSTM2,0.034784984211279596,-0.0056279584833148835,0.04176526928488808,0.02309096118037694,0.16845486832398837,0.03535868994709376,0.07902276279983061,-0.038295015341366194,0.0019205988126256685,0.004935907643411392
SPX,0.01910007905128897,0.00975166490788514,0.030797331054351014,-0.04475757004083824,,,0.0022823693910352604,-0.019822498696330106,-0.016656813331575065,0.05399919484703707
MFGE8,0.04053706239237597,-0.015153359127477334,0.01848262282459648,0.020895096180027488,-0.01999769428537044,0.10519504055844532,0.0793518484071324,-0.007289164068808207,0.05540816725717375,-0.009496604963555064
TGFA,0.06509711516297507,0.003639248117298766,0.0034769566411499346,0.033490151302914974,-0.009971849536794615,0.0015824179330819418,0.013402546543721933,0.09844555722977409,0.00936124812741587,-0.005158340082350916
SLIT2,0.012002185566827653,0.01572303781867453,0.0619500463401915,-0.0032004115962217744,-0.03588909548770438,-0.023241206036152737,0.09166942909115906,-0.03397589354608404,0.011691924717752903,-0.018997809692501578
PLTP,0.03023930374442149,-0.004721567565707583,-0.04870798710061158,-0.03420187599916427,-0.017265716157830166,0.06156626529534729,-0.001802679690220792,-0.047109279784653485,0.05901890983161394,0.09371508708712956
APOD,0.06054653388866091,-0.04997203443605488,-0.059404623634510795,0.08427762987391116,0.01877110350297497,0.07493904158798917,0.005302412695100159,0.04755635486155199,0.067069997533446,0.05353956615390364
B2M,-0.049740208429755656,0.077959985915302,-0.042555426846716,-0.03486389088727211,0.0033737789694378816,-0.002963842123121489,-0.048950899319056676,-0.030438911758841027,0.09509026783961796,-0.043303152921556017
OMG,0.007226898910975254,-0.0045559307367185765,-0.026101636950733025,-0.050637293625001974,0.009155747856511132,-0.04826929298819396,0.009675523874898688,0.04191112920141409,0.11690948589643184,-0.055454971086226094
CXCL3,0.004123983529086565,-0.00893492048450251,0.09278667023806668,0.00395157650742032,0.02466620676377428,,,0.02080573143032858,0.01680711844364736,0.011773611399919654
CXCL10,0.0037360502417843637,-0.0223962824488404,0.041983759663141704,0.0011962829303818645,0.028008563574044316,-0.01884953383138991,-0.04117547799690068,-0.020301862419565646,-0.017993810298774362,0.027279142417131464
RSPO3,,-0.0048210485741860525,-0.021482291690878938,-0.02231635028845593,,,,-0.004715008050828515,0.052537940059501846,-0.047053402146414416
CORT,-0.007954477814670685,-0.024567389267065684,0.011888614570297761,-0.01292199130903559,,,,-0.022418033735464072,-0.014038432684604724,
NCAN,-0.04612634247402497,-0.029454285243919277,-0.09364083648284885,-0.00020183450287717715,,-0.1214084957585863,0.10433786901482436,0.059346283378101536,0.08259674937185739,0.00427110278585476
PRG4,-0.026951953309353134,-0.018836194726640377,-0.021202095475553996,-0.015978426686721642,,,,-0.02153355443869372,0.05939895387091397,0.18637060557283158
ZG16B,,-0.00710821581561718,0.02390753313700366,,-0.021787261063370273,,-0.028340117645525582,,,0.04447903405103982
TGM2,0.037831715290949836,0.011606441172275625,0.06039603720571792,0.010181607106681024,-0.03201538007048721,0.058095570818851645,0.042173822903922985,-0.04335472927211109,0.0032229490647764252,0.017365176654765606
VEGFC,0.025072026208372327,0.010784551433421549,-0.022473727353735876,0.03531474728454772,-0.015190680883479716,0.010313330219267622,0.0028971480954669187,0.010267481236560124,-0.02812790267653325,-0.0006740426695501198
WNT6,0.013460764613195876,-0.053739833901571624,0.011679903388820918,-0.022016733658508602,-0.04651089235768708,,-0.02695145520812928,-0.02934940281673599,0.03590190570441733,0.04261731933639212
NRG4,0.03169527342445665,-0.030676759756733507,0.01885835853781358,-0.022759179275839845,,-0.05453837770891757,,,,-0.025216230228759653
PMCH,,-0.024886627766128277,0.026637754263990357,,,,,-0.019983420857805176,0.08233044861823666,0.028248761411896507
COL9A1,-0.042875065761447326,0.00576101896399256,-0.0053976912116430594,-0.025748068374234257,,0.016194607899102695,0.11390101511353132,0.030735734879197403,0.09310855305284008,0.13381460758202893
GDF11,0.02218985065588672,0.05334472246762129,0.0554042585596208,0.0015865374229894309,-0.05182108867212986,-0.000437668124440667,0.04306621067220904,0.04258885708604692,0.02429829696773989,-0.005441950018141017
IL24,,,,,0.00414789478113393,,,-0.014899157052479855,-0.01320140276036241,-0.028190906534779073
SORBS1,0.07011967752165768,0.02140495760791587,0.03139802649470606,0.060823506942820474,0.01742715023404826,-0.12777134992998285,0.0743475345433302,-0.03424159910695811,0.0015117407642094495,0.008359037289695535
DLL1,-0.027788207941750097,-0.008347677088859766,-0.02270791717902213,-0.05140399612277603,-0.02018118261477293,-0.048264323899097794,0.15883586643835765,0.050646217724547034,0.08374169187142469,-0.00590786014685324
TLN1,0.0008703839766877915,0.042368862475707356,0.024062552636620594,0.055269528111490954,0.030258034533209095,0.05413203330022604,0.04144771629326145,-0.05197819094307655,0.003074781907837386,-0.019960785067049416
COL2A1,-0.0032733526609580238,-0.026448705647230043,,0.11289660028512051,,,,-0.0038952032134902644,0.03932755737947976,-0.0008250141959702519
SHH,,,-0.022032458287746512,0.006948524854381071,,,,0.025709138970645206,0.005831726794144024,0.061258317428807926
PON2,0.03235900476590506,-0.04009379988450666,-0.07763893438540302,-0.03492136674554569,0.013028198823499716,-0.07415171182725858,0.037327822163546846,-0.007661671945838652,0.1270924634723438,0.046744684529271566
ICAM5,-0.014217073583424979,-0.017563952992727255,-0.034339150021174915,-0.03784703249108284,0.007402942404964643,,,0.015490908558662508,-0.012824302963844564,-0.014533244965887744
HPX,-0.006653454138307095,0.056209294057549604,0.02226096425895505,0.019529097506368488,0.013282940579968238,0.003269106243174131,0.019856748644783356,-0.03773294038569448,0.1404587560635619,-0.04024218166137819
SFRP2,-0.046782878026367755,0.005992579296420966,0.04807473278227013,,0.033192552781391625,,0.03157895133031199,0.011220390980944572,0.08927613355214335,0.016465064950591097
CFC1,,,,,,,,,,-0.022312396166928414
CD70,,-0.037989230069462275,0.041740333243489906,,-0.008305685207061334,-0.0424996192095659,,-0.01520603603782157,0.009161141849656189,0.012660312522065842
HP,-0.028181335994708703,-0.013646577950111956,0.027231251498966234,-0.04544381603567236,,0.04698361553622415,-0.008314610721328842,-0.031454663367223884,0.05871498816123834,-0.07339552717046825
CXCL2,-0.012523727438575629,0.015220592354433259,0.00108260024089221,-0.008803879666775557,0.005992835826723434,-0.033299470018900934,,0.008658315275377243,8.25920864939838e-05,0.038587852023964954
NPPB,,-0.010763462547417026,0.08976085728043265,,,,,0.09092232053230884,0.016921614204441857,
CCK,-0.04529477898145098,-0.05959000911303708,-0.016777847662864893,-0.019021334206342343,,,-0.03527277927303393,0.015521975088777264,0.006879091011464939,-0.13737605617885998
SEMA6A,0.08447683960971561,0.0044848490544765135,-0.034398389999764536,-0.005972556068431079,0.003171234610324592,-0.09163242039658857,0.013012797184520636,0.02300166233282394,0.015792421053776144,0.0958654689791799
IRAK4,0.036377003326147996,0.005017256564912004,-0.005857171593296239,0.004875698143523661,-0.006022495702923486,-0.01650687587402513,0.05651331336438022,0.06240512626611108,0.039870335709706904,0.014800946999592739
GSTP1,0.0260497733158237,-0.02001271061276851,-0.04259479451123983,0.020319735891341256,0.024493639194263235,-0.0981734587747902,-0.0029008634229204175,0.056531617713001844,0.09995990607227835,0.0723298259317578
VCAM1,0.017863912059438082,0.07158377661114423,-0.02618487884397175,0.000676621242727545,0.023590554152686797,-0.0310181496878489,0.012090213008329508,0.035051459857963804,0.007582929244550552,0.002835497523494976
NXPH3,-0.025236448915383528,0.030356847383390204,-0.011567495463924387,0.013090032008799084,0.009596159514290124,-0.05050387986152769,0.1361472526942867,-0.028611388350443048,0.037672392296466864,0.007154306503906999
MTMR4,-0.0297427676281013,0.026327849245273618,-0.022065702874920715,0.06863330648970536,0.009447212814077122,0.026713927916401294,0.039862720035068994,-0.020874270862361856,0.021126359073861303,-0.1269159899200959
LAMC2,-0.032058545226294435,-0.0337261955723981,0.02873782749658587,,-0.01648532624047112,0.03220666960915854,,-0.018317154457313932,-0.017337146066889055,-0.024282291805129436
IL10,-0.050861999944471416,-0.017695993229908884,0.055437297300238164,0.007799712624444506,-0.007609178761605384,-0.026495261196978523,0.012837825843451318,0.058788821476910974,-0.007847451892093455,0.05792006330088734
SEMA4D,0.0010605976414548735,-0.00564541075893339,0.005489189098858265,-0.014204859858881553,-0.044721462470165826,-0.05157164581426307,-0.00892539470002212,0.06827112093228203,0.0720690802481662,0.040320771455616515
TRH,-0.06256105445812785,-0.0032778026909453823,0.010661165975200424,-0.014043902431683297,,,,-0.0008105296706631871,-0.011264664115436628,-0.04398895031488636
SEMA6D,0.0181584329176414,-0.04040400638213324,-0.02426552200602771,0.019663378494627577,0.012132306081146427,0.024959836798075553,0.041074053108448624,0.014487182478203587,-0.030510251678411218,0.0022985360735913586
CEL,,,,0.02742617396200624,,-0.026137754775174403,0.12653595074965385,-0.02256249595447032,-0.021553040555284845,0.056839807585186496
PDCD1LG2,0.023129995929312613,-0.00580999304880199,-0.014486372507443156,0.03328101502436881,0.02063625303942092,0.019551976584486944,0.11486358003904408,-0.02852426187976424,0.06023785831728315,0.020912384325230637
SPINT1,-0.0031013801404696723,-0.05338635754499874,-0.017802610744326847,-0.026752618966681248,-0.017814647513674144,-0.03702493710204745,0.10677776111477184,0.040572905220505655,0.07758153636212656,0.0685532931739924
CTHRC1,0.10575018350305031,0.011333097564432338,0.027976945816653942,0.006407063594329846,0.03241968750544163,0.026576764067185562,0.05162450048741252,-0.008676769637128639,0.06308006748514772,0.03450024859271363
PODXL,-0.09852995013718271,0.041152408204139776,0.008413722687882009,0.021672483142826705,0.11014702444357992,0.0676022180868867,0.06813187837223837,-0.02161584789553871,0.041331021523701404,0.012091287792885218
JAM3,0.08696889292909896,0.05982324967295852,-0.05445613059088186,0.04574268847582744,-0.0011851798597009554,-0.033813427131751304,-0.00870671781317034,-0.011112505519432032,0.02786639733063649,0.025623769963809932
TGFB2,0.009929336861584068,0.1375667761265258,-0.012033505494475709,0.025682365799410904,0.0163814249057265,0.03212895691437189,0.025307432608249525,0.03600288310024505,0.05765312937915039,0.015236765889126305
COL18A1,0.02185025400624278,-0.022606573121126308,-0.09094831517105487,0.019063128937196243,0.018687887366458253,0.06019713719976907,0.1267226890170256,-0.04697746893762802,0.028554349211120326,0.02353830908476666
NODAL,,0.03616784573565551,-0.04339090438112358,0.012025740677773674,,-0.03657692005349724,0.08335180889113618,-0.022272753374287906,0.08235278406678488,-0.05058393739157297
INHBB,0.0737689442808709,-0.06114252540562756,0.010404392209905218,-0.030981226339738245,-0.01921617489473992,0.06429269280248662,0.08820369002071458,-0.007883406749110795,-0.0304682823046305,0.027238346713642413
LCN1,,0.029734216975293232,,,,,,-0.02369067332477354,-0.015399749879281405,-0.01703195598568676
ARF4,0.04747549243019065,0.009029799964100488,0.022934875206421963,-0.022738554460887354,0.07460239588235594,-0.07286392833655973,-0.014019768048650258,-0.0354307409030233,0.019785458004073112,-0.021898102185997904
CXCL14,-0.0006460265874777132,0.03910763101840458,0.016496405097645453,-0.00402869258506209,-0.016502466515508855,0.06520927772876436,0.0034658947914123594,-0.02410315350153854,0.0026236684809058143,-0.0009296634318563934
LIF,0.04970006327189912,0.054238440401877884,0.05972230982557886,0.022421478154916127,-0.0017480964651144255,-0.02232258785324343,0.010528957342351607,0.02596127317107498,-0.04246296555223729,0.07582637060819676
IL17B,0.02559968498305427,,,,-0.04279560588338835,-0.03381154249913461,,-0.020615897826712165,0.009077952174922646,-0.019256967761406493
MMP1,,-0.03867572896455395,,0.09035507059651576,-0.05875965869088028,,,-0.032571513575752636,-0.02538265088877453,-0.031523294117367665
MATN1,-0.030191227273715354,0.0051124466421804664,,,-0.02622920591672815,0.018818746872832654,,-0.029809710200958142,0.12720762909570202,-0.01754906809074393
ADAM28,-0.015384813505696437,-0.06616890324198381,-0.029657679053613502,0.0127429890278413,0.03235663161393218,0.06202282121200526,0.05210638810318616,0.030088162300297313,0.03847380896200999,-0.0067738043578512465
TCN2,-0.012807345628576577,-0.011851757766430436,0.006565134810181412,-0.021421311537153934,0.008016126686460024,0.05370314073050204,-0.031468007340676986,0.015689883891165306,0.038351977514218795,0.04436889372406901
THPO,,0.10254011231804615,0.010178890482183074,,,0.05209521883233082,0.043009232224669104,,,-0.006681402564431087
CUBN,0.024831580374674676,-0.00567227142836067,-0.00592929469847196,-0.035271509546035966,-0.016045228878176405,-0.02582473342228339,0.044694733189433324,-0.0033000003572923983,0.004776586008471738,-0.02696722557157025
TIMP3,-0.012598620853128323,0.04465294713783723,0.04860062388010571,-0.02665557201499255,-0.026792245342180544,0.01735507120792708,0.019659957738300364,0.021141561859438752,0.0025048324066080595,0.024519071436245456
PIGF,-0.08032756849811579,0.003047349727733964,-0.004137509093877622,-0.048134168471899066,0.021325913823435717,-0.011949182748015688,0.10268431513073842,0.037590502174015515,0.11177664590513313,0.06365497837916323
CRH,,0.07000274189040602,-0.001144228163472762,-0.014271161605768934,,,,-0.029580969491709967,0.06633360151256275,-0.0384352290251773
BDNF,-0.04234592390587599,0.002446538670800674,0.03520352460206267,0.015704360902651145,0.02648120100814842,,,0.04898370733674414,-0.01346812656580871,0.020811013872340654
CCL5,0.0618167698777607,0.026511897564583692,-0.021154675185279602,-0.05179102416704523,0.018382802645106878,-0.04918469381271731,-0.026524562857452576,0.1082157432987217,0.09817889942696818,0.04038985236623371
GAD1,-0.03667696091028635,0.011761207174537755,0.0059227381898965545,-0.03820522843259862,0.043787930343089206,0.0026195733904172134,0.040734300015381066,0.04622578760756492,-0.004861350778107857,-0.1187674679702867
COL14A1,0.0744829361204019,-0.018845105175078192,-0.0022174650009582713,-0.04748752520959495,-0.009575469886375084,0.038864736944278507,-0.051384303233772084,0.03068155287762779,0.000737131184517488,-0.025621703512272564
HLA-A,-0.007598381838344053,0.036445456762270505,0.06629912459603125,0.03452239597292831,-0.06548791079929606,0.16651777221568176,0.012059220923866978,-0.035679163536278424,-0.06612113981964618,-0.05276043176090499
CD5L,,-0.002066614440574881,,,,,-0.03336777384205187,,,
FGF18,,0.007050700742420776,0.00944207804489865,-0.01947171789405848,-0.027234600121527383,,,0.09680460940715932,0.06130559420417887,-0.024091702528766017
ADM,0.08062883186924578,0.021801574101820407,0.0941457523280928,0.040841891855959885,-0.02839710114312459,-0.017504101774905655,0.0020557793839913164,0.0031694244148694466,-0.10818385887903527,0.02034201626380025
CCL15,,0.006582745723284238,,,,,,,,
GNAI2,-0.028592583236257987,0.018154099424669376,-0.022877461916458855,0.010753601379419555,-0.01733047441377677,-0.022418862823292796,0.11033115632483777,-0.04936676944537214,-0.01946885922658621,-0.0011731594108933066
HDC,,,,,,0.034010777593447956,,,,0.23717346204179354
COL11A1,,0.03537101035483051,0.009529070195912693,0.04855276384261734,-0.0347264627991557,,0.08963096804938828,-0.049338869351812954,-0.054013053697558634,0.0544011194530008
NUCB2,0.018669143247834582,0.0211260740323051,-0.010276101663018065,-0.043150780040220015,-0.027324317913844497,0.011160787200661222,-0.024786524634874057,-0.051906665092723354,-0.03436058728945372,-0.015384489777862265
FGF16,,,,,,,,,,-0.01729231740730493
CXCL1,-0.024876782224469467,-0.05985888095549803,0.02055796758468347,0.05807116582905682,0.0549878464033364,0.09299349268728078,,0.013267335542133326,0.03665698170134843,0.04998933944541939
VCAN,-0.032157851354371464,-0.004410138018214373,-0.12291545100633831,-0.010074988961616318,0.058967102123902576,0.0638470189239576,-0.06531681313494314,0.039075468281948876,0.019585668079484572,-0.04005395714057322
MMP7,0.020864184423992488,0.07073310620240877,-0.016940350347770482,,-0.04636726841094664,,,-0.009638962020797363,0.004596032938997627,-0.09120785965517982
PTPN6,-0.06798595348833322,-0.030376772187962902,-0.007433514212281972,-0.027242603865140776,0.01969739139779901,0.09710305491286596,0.06225534113304487,0.03578455141246356,0.027876071003696806,0.05029836787774145
