,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
FGF7,0.03352800813785866,,0.017798494990729035,0.019658835033238772,0.05734060718229562,0.029656648146661926,-0.026399776572253602,-0.00827387972158593,-0.03769170256141228,0.009908166797584567,0.0032274983194397564,0.08177975034014393,-0.00675995329719574,0.008690049337248066,0.02420367978141105,0.07397439439283761,0.04073413781938654,0.02844822614276177,-0.027548462799746175,0.03194453996107595,0.011979344775492192
EFNA2,,,,,,,,,,,,,,,,,-0.0197465904959441,,,,
HBEGF,-0.024683703097758473,0.04475542248842901,0.014948657687372717,0.014735215284505273,-0.03802370309861602,-0.021248084067372056,0.05158655248489997,-0.09010436432084876,0.021990761530712135,-0.022363384311887856,0.07582908625431971,0.02707642959685379,-0.04051845794203416,-0.015806892280307138,0.07808654594487177,0.005424516339153336,0.04838821223062066,-0.02327825958852773,0.045698065430324376,0.020137955016227265,-0.0047844034760393265
CSF3,-0.04284997416978123,,-0.026858224942339345,0.01348476134096899,0.06022212243734466,,-0.01703296004413188,,,,-0.0005469704315108104,,,,,0.03993329602042607,0.01358005876266899,-0.018922761735507297,-0.032331503257354635,0.007316206336094677,0.013879034215378807
PI3,-0.050762184234389336,-0.04439684004385067,-0.029583047025926238,0.08180588546735222,0.051780269937825495,,-0.019179337820431432,,,,,,,,,-0.029982828329512542,-0.02879299579635001,0.055526167771072506,,-0.07483830157848013,0.036232444232622465
PCSK1N,0.13677390211290555,0.033230674913630964,0.061364912315196925,-0.06816318055591401,-0.020100629901386186,-0.00764449806034257,0.03722826435495457,-0.0758795842024226,-0.023628383063353183,0.08213365044590482,0.09737106273744109,0.059045328738679764,0.045039287195069305,0.01460627608425129,0.019829826739194145,-0.00367961467222538,-0.010731145962852282,0.06753162044362558,0.005733617779662009,0.0525741905891806,-0.027289150601402225
NTS,,,,,0.000222469678274629,-0.04118270430657374,-0.0209355568122483,-0.020090781447897617,-0.03545681116491076,-0.014508706304107595,,,,,,0.022760129757802543,-0.02405747333868645,0.003959841018656608,,0.031060982784323087,
SFRP1,0.06761651684538798,-0.04152936205471376,,-0.01328783032075344,-0.02328709044358948,-0.03543612122446901,-0.017687606017175332,-0.01383017398806337,-0.021313030538760186,-0.013806402730265196,0.03805725084242707,0.05999962813526229,0.08863763083859237,0.06535097933605144,0.1847658686985262,0.04834228787760369,0.02036587112775859,0.0643417514326739,-0.041226865471136416,0.09732284939162933,-0.03614523852444189
CXCL13,,,0.03357994814851098,,0.04177606949106922,,,,,,0.049632641656691914,,,,,0.08707542714346399,-0.05073462014567085,-0.013417915998792978,,,-0.04356256283026526
MICA,-0.04564940368174238,0.01945005452522828,0.033635401761808376,-0.012733966362632644,0.05934886061518312,0.06475978012770701,0.03282996944860477,5.5560632323931e-05,-0.03136622277341145,-0.02339455605472523,0.0157119301502423,-0.038171332422166755,0.04530659439205724,0.0028235574742680996,0.015120734636655968,0.028324135348667092,-0.013700804196242913,0.038799149061810194,0.0268428308386349,0.13199966416690084,0.07429607491724709
TG,-0.016739244662285605,0.05743631859814866,,-0.01433967416343831,-0.03443271674803132,-0.022037418068523582,-0.0018291913253627435,-0.016970716661441086,-0.01542414749115018,,0.10155835442822114,0.009109165589250963,0.029691425412626527,0.10644849360099255,0.0456361534016239,0.057478468169151205,-0.029629408293598447,-0.008440546652178705,,0.030372070357680088,0.017381096232743233
ADA,0.14508619195886505,0.039572223420893456,-0.04249762629821948,0.06184048482972556,0.02264239331546163,0.006206113363576098,-0.011676104006490742,-0.023564560650513558,0.043541848775774564,-0.06913922527515524,0.0529902403505383,-0.00928122481417926,0.05530476348050672,-0.06426731648414705,0.0966156029019984,0.12160243634535273,-0.05274553436886438,-0.012895711481465517,-0.06926763421787256,0.17427070378975296,-0.01812870503186891
LAMC3,-0.004906459535134148,0.08095772870118349,0.16106537006530985,-0.03487191352048742,0.037984636796041506,0.03174252354173164,0.08275118181909072,0.0026529446769016723,0.04123357911071322,0.00795874772095506,-0.0001354222718773685,0.04422525931411282,0.07167843722365438,-0.008375886710803967,0.09200286316351154,0.015193640672547531,0.007097628123690083,-0.005934111987576075,0.0019164129374756825,0.12685019334208275,-0.06882687972044027
CCL7,,-0.026843164504577088,,0.04520387936379672,0.00847902412100546,,,,,,,,,,,-0.006775899999533171,,,,-0.041260505008498594,-0.057274703239903746
NGF,0.02285510955882245,-0.046088380447337915,,0.012663374342713928,-0.021509069482352764,0.10073219824173126,,,,-0.03144995253618128,0.07890875448460827,,,0.08870205551298006,-0.032578400462758436,-0.028187466812592356,0.0642279662497683,0.015669901670650785,,0.033638972767724845,0.001878438709293989
TNFSF15,0.04834559171246916,,,0.013089086411073007,0.0422337117148437,0.001090986721968706,,,,,0.014643126809874344,,0.0858998106563612,-0.04253899353878854,-0.011817287516142642,-0.02379352361760162,,-0.02480910536651454,,0.06328956529740419,-0.011384314395289887
HMGB1,0.07498832708746589,0.03154622414910845,0.1263773426598731,-0.04915317417951397,-0.06923997465479301,0.039454491326797334,-0.06544932935955838,-0.011010152662042522,-0.06568737204978342,0.030995618257628366,0.11900358439375978,-0.005665105003870587,0.027433514256258642,0.06999229775105258,0.07101545940303686,-0.028627810748571143,-0.03871606571027306,-0.0008920843836809681,-0.008396057223596884,-0.055777829002629155,0.03749213923189232
ITGB3BP,-0.03544930452305989,0.014085736063038177,-0.011747582661133134,0.04898192199228844,0.006770175857385387,-0.010500856166817361,-0.03922582953969074,0.0003031378971314701,-0.003123765511737727,-0.01259032981639269,0.02089828040537006,-0.03692856078455654,-0.012286918442544344,-0.04256914176961314,0.02654588129245893,0.015831051040080736,-0.015837567125726964,-0.04689469975676672,0.006286718541364182,0.04939512463821875,-0.03950749328349669
AANAT,-0.04424770207425234,-0.000510422678029722,,0.04385788021174377,0.050067258382638986,,-0.015364190904418656,-0.015261864670810841,0.04649286540386392,-0.029567580608911438,,0.006222484059582634,,,-0.022833329826389845,0.08272962538362226,-0.026573562529713376,,,-0.03298345771255645,-0.03374071661708272
RELN,0.06858808384570847,0.01622204475552169,0.0033386546958203913,-0.018233592171598458,0.018574454411907818,0.02880102968705416,0.0007438013787546957,-0.01645725498758179,-0.03166586762213103,0.03308573737435583,,-0.03253009431958169,,0.04784897519924726,,,,0.056761191073286955,0.07131927076046768,,0.0184664185298698
IL15,-0.043413517295288626,-0.025093119791182023,,-0.0286654296413757,-0.02380451045485,-0.02831899305438274,-0.030103481794617876,-0.012938928462508957,-0.005937463343178252,-0.032368738344253196,0.03665390839840083,0.1075036520608417,0.01066931217177562,-0.012889520470989653,-0.002607061581013365,-0.03922641774233577,-0.01907745107035276,0.07058421150673477,-0.03419547817275112,0.071240668011551,0.03911404633207562
UTS2,,,,,,,-0.0015355675926646986,,,,,,0.002707142003939558,,,-0.018233307066166153,,,,,
BSG,-0.10626217770049337,0.022832857260413713,0.013608872392580428,-0.003872106853172079,-0.0057121286268739776,0.07156349521135867,0.01687199021497914,-0.04459633528285551,-0.04981186854811507,0.08516019560154588,-0.021321460237576553,-0.06645882223941398,0.058756027026532216,0.009064899012547912,0.04076548562640185,0.03886483965718452,0.026367566835830355,-0.034644339693832356,0.05910099423862124,-0.025721139874664626,0.005765042507094419
ADAMTS3,-0.020364478076382104,-0.00017995070131553268,,-0.04590724880976106,-0.001692357081527589,0.0501817341830341,-0.016155798714552323,0.0018626323116632195,-0.051638723466145106,-0.024753412427535093,0.0785383628754573,-0.006384056942861645,-0.0409838057130837,,-0.027340587937769435,0.07942820652896647,-0.006535196977631137,0.055881002898768906,0.012660766292088049,0.07680031462964652,-0.0313964528737264
CD34,0.10536142339133933,0.06605863514208134,0.1012514009079376,-0.012125592070232736,0.040373123077204795,0.06315853353189221,0.011283340690284423,0.014267809402041696,0.020657275858580303,0.018374001631025302,0.020422150293597372,-0.04073492124317113,0.01726186096659225,-0.023421211263166493,0.01543713280120298,0.05139568181502755,-0.03117678463139536,-0.013063408807035227,0.0397229238956846,0.1578791140324247,-0.018934842515300608
CCL23,,,,,,,-0.017482010344448982,,,,,,-0.035547997782602314,,,,,,,,
PLAT,-0.008020654384539399,0.0807524186919595,0.09211343571851151,-0.05019848650822813,0.027770285929703355,-0.02890723218419874,-0.03804981879627405,-0.051534257946898074,0.017255226811988336,0.05047454331050251,0.014384910927972585,1.3298223351918087e-05,-0.0015853216654867673,-0.026197576009345545,0.07380150451800753,0.03386485514229601,0.06559710375841268,-0.012126367622596215,0.10328482031522117,0.14678526151692736,-0.04001585855463171
NTF3,,,,,,,,,0.07259271372318239,,0.012628176908371723,,,,,0.0659556344345331,0.03196980916122142,0.05052640401969128,,,
LTA,,,,0.008443898211814141,,,,0.11459706782325128,,,,-0.002774725221439935,,,,,,,,0.042904042338910355,
CKLF,0.04452752534532868,0.05027416686678264,0.04934308305028664,0.035006429092427564,-0.04208718022538999,-0.07831393643709127,-0.07588573927411163,0.005271269632221803,0.007481696890989107,-0.05610519349913407,0.05315636460283351,-0.01010978867293971,-0.05849185175658365,0.007713791286268628,0.1327396417246373,0.010652848500919715,-0.0259028398357279,-0.0781939807398914,-0.02484437353479066,0.03977331654320416,0.035073039377655775
APELA,,,,,,,,,,,-0.037012816371876894,,,,,,,,,,
CD24,0.008504316398113219,0.08780131365739743,0.05578182389823316,-0.05254665238946606,-0.01476518350216918,-0.0434110488334062,-0.021851240996118244,0.023980888832337937,-0.016217863436638252,-0.04491994797739518,0.05252499582728713,-0.004887067406640865,0.004842901384906777,-0.040391104868889416,-0.014806318456986017,0.020798400522430056,-0.01801489836596966,0.03482165702798644,0.008484980692235316,-0.02757009118136316,-0.015404184756710692
HSP90AA1,0.03787088069778809,-0.05605688699980691,-0.10897275405551711,-0.007544996796963022,0.07499090315595448,0.06652684113463878,0.028985476537918754,0.04763036836562561,0.05089330455371674,0.09282424287876577,0.007570650705004725,0.08349433120949919,0.022148503529927047,0.07952892010038708,-0.050462259560203324,-0.08761866740543564,-0.015587063613878014,0.048630356205143555,0.036834866881560006,-0.14755437865012344,0.0025972369420434018
BMP4,0.04608703024604996,-0.027784594764524467,-0.00034741753053109007,0.057299904812408854,0.007881849743062486,0.020936864179679743,0.10480971563062202,0.04211050084441951,-0.049143400915082965,0.035433640328106926,-0.07174518769062639,0.05184837982412355,-0.00016701657714806093,0.018000592650621674,0.10148815678720467,-0.01745609047403752,0.012426090587693825,0.007778173145670381,,0.09163241632731549,-0.03941778076741863
SCGB3A1,,-0.0268431618202965,-0.028708786442808706,,0.03884924703776254,0.005479623271188834,,,-0.01499731869147513,0.07574019086366837,0.026985499476053942,0.1387646656485196,-0.0438690850552388,0.1386869399099653,,-0.00029538523627332025,-0.0031378854391629065,0.049773967601551006,,0.05027656555739273,-0.03538727774995199
IGFBP4,-0.051633056495589524,0.0783797631897946,0.025503989338577882,-0.026184708733237413,0.028062085715042623,-0.01662549396038841,-0.005521806953667995,-0.009394626634749643,0.011147334037008794,-0.026827986981293902,0.00800272998667443,0.00908061757075427,0.008578521280161155,0.12602239671843254,0.010646739357984356,0.007999404182141004,0.03164887235563564,0.009265883450212427,0.059692086326118415,0.1539500348192916,-0.06133089738895923
RSPO4,-0.030157809242368248,,,-0.02033935138762317,-0.028056228634742098,,,-0.017095559943871828,-0.014997316497778008,,,-0.0290341058021401,,-0.04296360149819833,,,,-0.034696987724864216,,0.08094570258286964,-0.02067002797157519
LEFTY2,0.02269450905195309,0.04481203273876132,0.02341497870083389,-0.029690499825748735,0.002343111043370885,0.028393886744474052,-0.004077302913251389,-0.042100392208751856,0.0014084495522701907,-0.03144995253618128,0.024007026366675007,0.0487919104555004,0.06180244420809822,,-0.029179060397238245,0.0612161214208438,-0.022705031256608426,0.016312334855699183,-0.052946757427890234,0.07552441057486188,0.002218142701298697
PF4,,-0.001528068428150585,,-0.009045493163678215,,,,,,,,,,,,,-0.018099117309680748,,,0.010840814117942844,-0.020949486143883835
ANGPTL2,0.04280069847757086,0.03853390677423362,-0.011281878216963977,0.00011128275868400571,-0.01976442193439561,-0.0290884293583022,-0.04063392087555603,-0.00493151637569518,-0.009265368962098113,-0.012435184939954427,-0.05057440979828316,-0.052170196949313574,0.048515041860040096,0.08046994873044959,0.040297740729218885,-0.01451435851584562,0.08100542823847054,-0.0019193478587109624,0.16681186031264517,0.09730137524175993,-0.024498114551577226
LRIG2,-0.03621089588368908,0.01735242430117998,0.04503549788951282,0.06647552325457116,-0.009687159741425302,-0.003275110942832627,-0.0017078172904808353,-0.0016162430147907735,0.029460586248044183,0.06453739898745019,0.008483017964839239,-0.004232899431402361,0.01540883684348198,0.017321513783630012,0.07882945225252899,0.057316331368847485,0.03609315631227108,-0.002700706601011057,0.04905077764335422,0.06537763580810448,0.041450824490097044
ICOSLG,-0.040953721798296976,0.008662898559069194,0.021907552697762168,-0.006575079282347142,0.04526550929163708,-0.029504870003098458,-0.014296992985069748,0.015683378412612765,0.01190153207962143,-0.007214281779806039,-0.04257273056334004,-0.04108235076071667,-0.028026075440344005,0.020180986771388854,0.08833162751745614,0.057738248426050916,0.06673469007354274,0.013268558278258942,0.013360023852795807,0.1265423095327919,0.03181010552307994
WIF1,0.14179006628589882,-0.03429272347262048,-0.04655457460771745,,0.0636333117169177,0.05475651249163365,0.10281328785741532,-0.013192238688679653,0.0038511835410426545,0.09432830667014609,,0.058683766568140575,,,,,,-0.03225421090662743,-0.03479686202433763,,-0.012407905907213369
NPPC,-0.020300750279939737,-0.014634148422435133,-0.036017549001067864,-0.014031790573600796,0.0793066125138986,0.015081921510618972,0.01930184319425167,-0.004157309120155507,-0.02084259977004437,-7.985166373193955e-05,,-0.053840491587738036,-0.03140787606678997,0.014092856009790256,-0.027340535428533104,0.01289581854000526,-0.009975195500118925,0.029123179911781254,-0.020568334292276468,,0.0114098482643236
LYZ,0.0010104823245628486,0.012929577295389603,0.005397999782934622,0.004604780505274472,-0.00918545387831625,0.009968749710223984,-0.037141632156927874,0.06752626854599642,-0.012849372110075079,-0.060152848019870295,0.013100889448321378,-0.02921301538387248,0.029947252012831983,-0.0581353531587378,-0.005646304806596946,0.04966561403660543,-0.017985899615316655,-0.05541690507445433,0.10975628666404873,0.042398502878136006,-0.06759938012790688
EREG,,,-0.036202909353134013,,0.028029077924184624,,,,,-0.014796260767517359,-0.026879107887357832,,,,,-0.04061000892865412,0.017970345921550345,-0.04321568320497686,,-0.028563684745036344,-0.029906258864000296
SPTAN1,0.05150968513555158,0.024682759763204495,0.06944195311826294,-0.0617573522434028,0.02577161380023303,0.01800855210309114,0.053745951841762035,0.04697795779834208,-0.01540709525963258,0.060517358078614046,0.05272899835075499,0.04628236899429991,0.01838835672609323,-0.04954125456018997,0.04408630528870759,0.034897409185807214,0.0035057495025625916,-0.0020633034369978522,0.014632323502130541,0.02616509033808108,-0.003723972130051088
PTH2,,,,,,,,,,,,,,,,,,-0.039904164668362836,,,
LIPC,-0.003442828561821773,0.049840435903268046,,0.05510183332866133,0.053300981753144905,0.019942617319221864,0.0011417135712950147,0.06342874070847923,,-0.019613543342351256,0.018976636008732437,0.006408146758901817,-0.03330483752920848,0.02529675643686873,0.010425187234421483,,,,,-0.012689163947949033,0.010387670118282344
COL8A1,-0.0202969878098287,0.031631998523787244,-0.003022474343603716,0.026809947613242017,-0.002909570515965107,-0.030570463881059665,-0.038931212946545966,-0.04682704554776538,-0.003943797289559532,-0.03289505491476324,-0.03163480228543342,-0.10260813635145846,0.040787118892615555,-0.018428481275058497,0.04026102178690308,-0.0065607243917550455,0.017591143493451873,0.0524440827937885,-0.01882960605655077,0.07701360181677815,-0.005826027037397713
GSTM2,-0.003994086331338636,0.014814139774728341,-0.03259434928664726,-0.03987479088090618,-0.04165529822773564,0.028636188361865992,-0.04159715380525981,-0.018784158985671862,0.018760643424043877,0.06106552190809692,-0.023760165216920773,-0.006242640120556157,0.015035347292971365,-0.012027940055347441,0.11542990680344355,0.005953329991872327,-0.0559493491727953,-0.03281140299019416,-0.0072072195468699946,0.017561004554971005,-0.01974667754974341
SPX,0.13303536866438445,0.03537699167757012,,0.03123538263678676,0.007206070277336725,0.05780573583105982,0.012605194835287659,0.07913212494626318,-0.01811555602516661,-0.019499460527428635,,0.017906987557737408,-0.04163716461568917,,0.11652243158101,-0.02460768179497994,-0.02247236754357076,0.040070856788312494,-0.026844245148970384,0.051899080907047195,0.07077981742424339
MFGE8,-0.010928560331021287,0.06932915916715744,0.012450840499741942,-0.0007993507306346814,0.04662079413953884,0.05811294926917279,0.05793624016492391,-0.062297606253835555,-0.022121622022153092,0.04199228975696231,-0.03444796515774122,0.04415170264729981,0.002013597690750246,0.02187854546626568,-0.04917782974077927,-0.0017043997331240535,0.04731013882998027,0.0031777077025093624,-0.09218180990224806,0.09568325693515665,-0.03916076193946475
TGFA,-0.11587050859907061,0.00458488342148473,0.07324113507968098,0.029125589528329263,-0.04805572379814845,0.007199453068472451,-0.04582692843955309,-0.07329931767487068,0.002851805416388692,-0.02759609262724157,0.08812795519947257,-0.00596195343843132,0.017783632715505975,0.037957010024676364,0.049098440179531945,0.010722351431694262,0.034918602093263806,0.019486607664648752,-0.01129591379988809,0.10068752732259664,0.04899421069587682
SLIT2,0.060189883390469774,0.041705557860322304,0.07375207285107395,0.025245953935594423,0.06528308163539297,0.09301604974312867,0.07437557023856607,0.01054670355242992,0.01214585700016518,0.11546910834965908,-0.04558934444831805,0.036137634273203684,0.015593398270079214,-0.05067906950221848,-0.030919727645759957,0.0020009681806210777,0.038588644125999744,0.002304008384710874,0.14468853361234477,0.023687622100660402,-0.010683124246066938
PLTP,-0.061680696193774295,0.017417379841636698,0.04393992742826801,-0.03891558454519855,0.03161933294451202,-0.01066186218752992,-0.0035955393410625892,0.06659197593501705,-0.026669489710703022,-0.11013396829239601,-0.013188053449535088,-0.053794514554420726,0.040137856775788947,0.027972121311659135,-0.031007011350776673,0.005217652774729857,0.03394779752963325,0.020662370472957,0.046570821994539324,0.07777453767998893,-0.00961647161862649
APOD,0.08196299624727171,0.026563958179830247,0.1833151279084465,-0.04609968224559742,-0.10051805558719881,-0.08122933074280637,-0.14786684157001573,0.027824258536824888,0.061753369115138006,-0.05902671351240047,0.005080805711975328,0.049712692105572116,-0.11058354895377363,0.013671862791214158,-0.050973106810597045,0.05835084822866877,0.05902347507652064,-0.04079300476082586,0.030176768061381993,-0.008990474669040792,-0.07494079806581717
B2M,0.07250041217102435,0.135546083020069,0.09629793221376169,0.030701376279587085,0.01569652895711646,-0.03940794571003452,-0.05339163677279668,0.020664625792300467,-0.029000839757488687,-0.11451494145270057,0.054246709104776636,-0.06465597075862346,0.07702578345269251,-0.0447088401720626,0.02615727633610313,0.0049232965711451795,0.01596872370859206,-0.006492757576562097,-0.03622114650606177,0.07350648080733287,-0.0036618767325196713
OMG,0.05050070623941514,0.028480555604105548,0.1404280515436064,-0.05944644310412239,-0.023797084583884454,0.034681575130295655,-0.034931825680924324,0.05029447654926826,0.0073551231329928145,-0.09478045899937151,0.04048340032197313,0.02198159537113553,-0.09805216902196044,0.006060780010237235,-0.034357886494736464,0.07858718728253669,0.05755916254915197,-0.006372643071939604,0.013216071327239788,0.06503904868603906,0.013527099997284877
CXCL3,-0.05143101790206303,-0.012136883097355977,-0.039850538636459626,0.10671322768304131,-0.0027824827931186734,,-0.020172448209498702,-0.022884219224701224,0.17927393851687973,-0.04554450034882042,0.07426928568884597,-0.01962627509369247,-0.032368965952744015,,,-0.007931228572094428,-0.02638621939122521,0.013369144762386424,0.04190144278868254,-0.04671639585629021,-0.012601186691146371
