,MGH258,UKF243,UKF251,UKF259,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH8811Bbulk,ZH8812bulk,ZH881inf,ZH916T1,ZH916inf
CEACAM1,-0.027404129412927282,,-0.029507201164038592,0.013592428387899091,-0.03626472418972161,0.008966084326011056,,,,-0.030603826927535167,-0.017496423265786924,-0.018617501758526774,,0.04289222102905388,
PDAP1,0.022852108547490778,-0.015724024597176357,-0.0018921389629693857,0.031609198664487644,0.06623294317066847,0.012452294737329856,0.0041202223656645635,0.014651682984328798,0.03017896521352468,-0.008379442876852331,-0.0391206080081271,0.016353760460798464,-0.035015567335483576,0.06841506737123043,0.05721175057966597
QDPR,-0.08377527700592884,-0.01605534439287442,-0.0017923990394505174,-0.001570277753003136,-0.1265511544331173,0.001108511285549973,0.023821058027328066,0.09814337752027708,0.021263254782070383,-0.03450615325977138,0.028318451624953233,0.003265400426320139,0.0389130686059768,-0.016548649467633455,-0.08762882791564537
POMC,0.03287763513581719,-0.005134587505902679,0.024679281356714718,0.0641154994701786,0.052843210845277405,0.05562628877998154,0.00616473462937904,-0.022311517587555472,-0.03152612397679286,-0.032871379301805656,0.04171373082633905,0.0631299132427552,,-0.014706656793951065,-0.052697854685656714
CCL18,,-0.02665078173305802,,,,,,-0.02221149131105786,,,0.006075011767376713,,,,
CCL17,,,,0.010997141258518195,,0.024664575282342463,-0.011986098922909205,,-0.013442177458158724,,0.00804012760214656,0.1060234133714216,,-0.013269784989337313,
VEGFD,,-0.03002764139597678,-0.009496583317848896,0.06840108637075626,0.12060411370780971,0.032258261616713906,0.03586999700133867,-0.030213856246977106,-0.014406397930997909,0.050670320071923604,-0.017496423265786924,-0.05227844643453934,,,
TNFSF13,,,,-0.005764620181259687,,,,,,,0.13764376272481876,-0.043611901892680265,,-0.0016994125528524355,
WNT5A,0.031039539371985503,-0.007853740549117817,0.02330851051641339,0.0605110800512207,0.061050857056656395,-0.015848981571232976,-0.031719298088232456,0.03254384494671729,-0.01166902469931965,0.012836818559265712,0.04796434783773544,-0.022519735600976896,0.02675297525598507,-0.05466388498819293,-0.09405690589001053
CXCL8,,-0.026146634424408524,0.07754790607022014,-0.03411124901536357,0.03435233035980226,-0.029741688932245325,0.010019191109966172,0.026613557450389798,-0.01217591663650536,-0.06828413478372669,-0.12445183460413997,0.016707369730820206,-0.0539143421407326,-0.027757506722059063,0.02580053751037026
GRN,-0.07907315988734821,-0.03226500202384623,0.016174886339834757,-0.03308827571383506,0.05473586942500375,-0.00844337779469373,-0.019397233176310893,0.09324101593476933,0.03792700254348802,0.0042093469375537535,-0.07807172612204713,-0.0033826120260898322,0.0571178388439795,-0.09920522385372897,-0.039698754280467916
MIA,-0.025833212569069234,0.043802635316854584,0.006268135392751958,-0.01555447744998808,0.024513523686458608,-0.032522069170327725,-0.040842764339199686,,-0.01973022217657083,0.14295758528184382,0.13976972007571,-0.007755493223543661,,0.04964137086615171,
COL4A4,-0.022857127113521978,-0.030228061517966438,-0.009478547440943971,0.037557480293159466,-0.018287465912104395,-0.024122684883211516,-0.02118047096405785,,0.05413341504019236,-0.032577716086824096,0.04407668676331863,-0.05558295802445147,,-0.015494114334934982,
TAC1,-0.01973636426141981,0.011231569242037212,0.01757926892777745,0.050111468532440195,0.030991696830356307,0.0038983648473505713,0.023651213717811485,-0.05060032385013453,0.028232333389411824,,,,0.06931350018509755,-0.01744448169701496,-0.024889703436133944
RARRES2,0.08218832410465787,0.022219877798825966,-0.0012817054576358868,0.004494432519896899,0.1032633254604706,0.08061025122813895,-0.009945683422809543,0.024627669882641055,-0.021939314105665415,-0.06511762589196492,-0.08431497387699954,-0.045781004561278614,-0.008094129967226577,0.046059881756174134,-0.07204408462040154
FGF7,0.07743089918792494,-0.012678533254508002,0.041267335712405866,-0.040397184124730964,0.10675162112388258,0.03919260334287204,0.040250298390984283,-0.026018499434453404,-0.012484650839276076,-0.03412640292477633,0.06983450655852831,-0.032340806836921046,0.1424501331957487,0.08303852580523252,0.16601486372397914
EFNA2,,,,,,,,,,,-0.01662917939964592,,,,
HBEGF,-0.05085367716048235,0.03785840440153509,0.049579208428672306,-0.028908605035492228,0.02839353368201498,-0.040776249899162655,0.012620750257368139,0.0486550011724901,-0.019998949329510414,0.0605552538166741,-0.02586703135648516,-0.0033772438691391663,-0.018664050977198334,-0.05008770086026851,0.03185660719438015
CSF3,,-0.030228037586319836,,-0.02667342583604612,0.12059188964382875,,,,,,-0.06278038240718192,,-0.03841971593886208,-0.013971036487820141,
PI3,,-0.002834732551249474,,-0.0016638717437217863,0.17278171033695278,,,,,,-0.1341522790569114,0.05396587568763629,,0.023392940735200995,
PCSK1N,0.08523908934429932,0.05270964493846475,-0.06423453213449888,0.010384968605641238,0.00027985525523279223,-0.021717320212540418,-0.03545436937969994,-0.058857830720302165,0.0785261909233829,0.08567934087962989,0.008259298947600163,0.06552875272666017,-0.16618555765151655,0.07173733028704755,0.011194687654469715
NTS,,,,,-0.023780757527098434,-0.027557363396591445,-0.01556015396566126,-0.02720217613161228,,,0.10202186512036444,,,-0.00040679726376862454,
SFRP1,-0.028716908536722142,-0.046672500019076184,-0.003309884224981814,-0.025539205408085883,0.03260240481710747,-0.010581719614929581,-0.003463598451543045,0.04638423741485215,-0.018387132975600164,0.18562822823973268,0.021934279466766873,0.04995073496400421,0.05745528040229946,-0.02020843533940763,0.008249490976777305
CXCL13,,,-0.02671151015122803,,,,,,,,-0.003689447224863156,,,,
MICA,-0.012469635427283519,0.024931185521385294,-0.008854702956405999,0.007912627688714643,0.12263894335298675,0.017334322316522613,0.002723916093168185,0.01607277239288538,-0.010799610347496576,0.08781444918833341,0.07921258668227711,0.03247328299964449,0.11947637929837283,-0.003586229032953175,-0.03883135353145954
TG,0.017864629123460343,0.07105281104818403,0.0028180321649508688,0.038194846458355136,-0.02335104783528525,0.07307016861374628,0.07001986128747828,,-0.0031064688112149995,0.024334314462562342,0.0567358123570894,,,-0.027246186019993,
ADA,-0.025127329325360787,0.21597720549980953,-0.051082944908725995,-0.042290386454711504,0.03763373693681371,-0.0023861065521564822,0.027348290730107604,0.07444884415980466,-0.031833536611479724,0.04795731280809245,0.03837842506054163,0.0890130349959794,-0.01799837139243513,-0.038926816570243224,-0.028752336913216877
LAMC3,-0.004941938409992601,-0.05351772098088078,0.03342726209642819,-0.004045183465717563,0.057018090229519244,-0.0378464837725735,-0.0038994022525541826,-0.05959055915739044,0.044777869442287795,0.0032163046100685162,0.037866070812670446,0.0417471319648023,0.07689220575684871,-0.07875238590893598,0.18993538673266563
CCL7,,,,-0.019926449734394454,,,,,,,,,,0.12495536034172444,
NGF,,-0.017415231730743098,,0.03560553060091988,,,,-0.027202194042440432,,-0.04077007499935258,-0.01640565525182468,,,-0.04383259288025924,
TNFSF15,,0.08751227939775726,,-0.022189076369420396,,,,,,0.04269234744149806,,,,0.008198823299781962,
HMGB1,-0.009284085858965759,-0.07565936125404822,-0.0012804143834740996,0.017013172417481997,0.02647315504292218,0.014698432063151752,-0.01949807109326651,0.010158824276384627,-0.012675305906182224,-0.028563265679074707,-0.08524028154388806,0.019143732508563126,0.013169219441948288,0.025494241216194286,-0.010284402060000006
ITGB3BP,-0.01750262391502268,0.025191415919285837,0.036233106752153306,0.07629458068384622,0.06480039945974246,0.034471524196193655,0.012108556916487295,-0.036500508079825196,-0.01613860576957223,0.030295680860151,0.06224536564202978,0.04843000420622924,0.08582453442736056,0.014871263830370391,0.06600962608397327
AANAT,,0.04586752792122689,,-0.020189792296161652,-0.01745222741266051,-0.020933817429343735,-0.007014937302219718,-0.025574062923109517,-0.018031395301958266,,-0.022378371531281666,-0.017303202844880402,,-0.015490039426951183,
RELN,0.10486145251837975,-0.03002762581038813,0.06344125207089683,0.025118489685255627,0.03980781789122204,0.03222608870220346,0.00525998834301398,-0.01702873215211071,0.04975352561217105,-0.06215152951495033,,0.005653954052573759,0.2112689367810792,,0.04992645356644331
IL15,0.08328615723192896,0.007767123119566013,0.02521832704296879,-0.03710694667933645,-0.009618650302543991,0.015950131351882703,0.03431150783504198,0.04592362814037611,-0.016723285745032408,-0.026835823199207128,0.022243035030085113,-0.012562489590222915,-0.04063468832033979,0.02711534721235203,
UTS2,,,,,-0.02286683832335954,,,,,,,,,,
BSG,0.10349323186343971,0.0538893393812357,-0.09153693613966304,-0.013271451703057763,0.01823571932019187,-0.02533142722409304,0.05731107037827146,-0.01398235108261259,-0.058590878098988185,0.004062386886345566,-0.02733614302009556,0.05952430312703254,0.09190758211000145,-0.04619894722384301,0.06803307742419544
ADAMTS3,0.017126784226998086,0.0672415776588226,-0.010945837218408838,0.13241551333950347,0.06598428426681519,-0.02496264462096766,0.06496910648341124,0.01308585370810232,-0.027788703595825668,,-0.009148083913821426,0.04793445462788403,0.12834085215134788,0.033317704546295686,
CD34,0.0295575517908133,-0.029978841751671228,-0.03350272379712814,-0.02093082139764375,0.05901547726774173,-0.0010390855299038746,0.028626603449253985,-0.01310809593050826,0.019746071300065983,-0.041449307637544085,0.04084763873892476,-0.013623338443635441,0.03049546273649678,-0.0415392602355052,-0.12055485049753988
CCL23,,,,,0.018519335517315858,,,,,,,,,,
PLAT,0.07639420642800726,0.0054873630640658476,-0.01480463590430223,-0.008365938836851113,0.06184724628455636,-0.05606676590967554,0.008304472168374422,0.01932340676591197,0.019359704834349987,-0.020773911687352563,0.08986326895996301,0.034765868318878033,0.04595599034957714,-0.01788582545642904,0.2138819383097488
NTF3,,,,,,,-0.010757706740289615,,,,0.07185958582666106,,,,
LTA,,,0.02678600100564873,0.020487267342656455,,-0.020161447829426072,,,-0.016723287809362608,,,,,0.06246787977066581,
CKLF,-0.0030659889055813126,0.055484181559564284,0.058433795423918536,-0.01619649888167881,0.082019824862662,0.019396203527846288,0.021686167825638404,0.07677043521565445,-0.021227553458398475,0.01885128797113795,0.06288374778383798,0.02623553975284164,-0.038945936542883544,0.04285478300733135,0.04431525528492678
CD24,-0.022459012675085332,0.002352322026540517,-0.0314388216153155,-0.0034960378374091603,0.009302560367760887,0.06536915088876796,0.011893537222587647,0.046627022640336385,-0.010169831325254593,0.04088666744070837,0.05948352344822676,0.030961990759639218,-0.026470397194244728,0.07439057095804899,0.09091394271248106
HSP90AA1,-0.022110891133146748,-0.02188948774559752,0.015461939246774786,0.009668016927866462,-0.08167388588743221,0.06252708347675476,0.038367597487375185,-0.08192675600698966,0.028531501142853747,-0.1032280860863894,-0.15308838660842014,-0.0025262328095958875,-0.05135039903568591,-0.0016473727360995939,0.06396031275051105
BMP4,0.017245437099027094,-0.03769082145563337,0.012686224896373062,0.0026399491735674785,-0.002106932083997211,0.05904665366558384,0.021715568735842683,-0.0013129557411153353,-0.014249968468750306,0.05474389991468115,0.036147289640766425,0.001794269924590897,,0.054919517137584285,
SCGB3A1,,,,,,,-0.044132327082702795,-0.019065006299537342,-0.011669289077141298,-0.04464147500804324,0.08615052547669004,,,-0.0306967780499012,
IGFBP4,0.04539750052934026,0.05302250057777241,0.051262320856132894,-0.07943775734605173,0.07488579937442909,-0.038265916970126976,0.021110784799088764,0.003091848814027163,0.044947684255061605,0.025704721569358657,-0.09261440535430192,0.10138744507287184,0.051664338931508035,-0.06571743515754051,-0.042590704037214336
RSPO4,,0.19580013867630547,0.023953492488496257,-0.03171399708811871,,-0.023448991223324826,0.05965698288253972,,-0.02319783296937285,0.1524488877875887,,,,-0.027495351950192894,
LEFTY2,-0.022631127235269315,0.18357724269812428,-0.029869597553908656,-0.04592069082660379,0.030933710525103273,0.009694282115342017,0.01840505015576797,0.011554455755169933,-0.020644712041094974,,0.023243525234017424,0.06554985453348454,0.02099750850910414,0.0049452950001501895,
PF4,,,0.0233202304827508,-0.01738543481879107,,,,,,,0.06463604827667525,,,-0.020847253839498453,
ANGPTL2,-0.03932851109791141,0.0066076889957996845,0.07011830986039494,0.02977277831756206,0.06327863381629717,0.025009692773194755,-0.027689551801414143,0.03884212070280396,-0.06970182663342701,0.14332464051874036,0.09248990479151208,0.023015244932534117,0.1799233396982114,-0.03813658993066253,-0.09778822617018466
LRIG2,0.03682995773063159,0.07628009354423573,-0.03240680242781066,0.018931650212933,0.043366673571626664,-0.009775171761622018,-0.0059906196878675155,-0.035456739131461176,-0.020764552143324407,-0.021253051730548575,0.008847659722796915,-0.11687597809375659,-0.02096100652279381,0.01744500014225451,0.012306422599983534
ICOSLG,0.0017766996496062515,0.06260882545292942,-0.038952658766251216,-0.018446481145798627,-0.00782714747576571,-0.029648036868751032,0.015493155021253457,0.04683073981838951,0.030202976816861623,-0.0011390785771352593,0.04634516757101875,-0.03203821977371459,0.05175422568759804,0.015336130877085906,-0.11503604261845943
WIF1,,-0.04950914080346638,,,-0.040237694155521336,0.05747221567671818,-0.013266963185624012,-0.06231251093477585,0.04869433817829329,,,,-0.04134931629678306,,0.01191851710608414
NPPC,0.03912266338411428,0.0012484704184653227,,0.051821470628652486,0.015854186418388115,-0.0019424333100852413,0.017663121590562623,-0.021730601443721097,-0.021692042319606662,0.022326473054790033,0.014018064953870969,0.04712780066246631,0.045325540547073766,,-0.009388892156826366
LYZ,-0.057468150491897046,-0.07741349446170091,0.04143291458554739,-0.004539643452771458,0.07626140488949723,0.006010418739731167,0.023913689573319324,0.0629660060515026,0.0005097717066963878,0.049592279977519554,0.01894229797176001,0.00580500244827681,0.07151183216609351,-0.03182194186229266,-0.03971849673023062
EREG,,,,,,,,-0.02798310814502397,,,0.011272167713378332,,,-0.03148418228117903,
SPTAN1,0.049833526421947494,0.057543075225916306,-0.05375150522791002,0.06632115886680941,0.0395687798782775,0.025755302498631505,0.02019928433134908,-0.08983950107561822,0.0025089467418173508,-0.05807377271707446,0.0424432964024928,0.016659422054777804,0.013776970309901045,0.08942606561114945,0.06862765771982136
LIPC,0.004528771687547857,-0.04461970169832167,-0.024707885515456336,0.015676565361170815,0.018068111478058074,-0.043840277083376386,,0.01700467232721448,-0.026270721276461437,0.10018418108961666,,0.0039446547713372325,,-0.026358819491237792,
COL8A1,0.010230675463569941,0.053259829887627765,-0.013446604595554943,0.03712205923742732,0.03250516641250711,0.00227059540151925,0.015276703244982712,-0.016074205092464662,0.008047731188663266,0.015084788924090934,0.03176411131234233,0.008997808127863636,0.17353384560698593,-0.038396724437869886,
GSTM2,0.13315823611832625,0.023733576618509018,0.00032777636221269907,0.040349636862809284,0.018798776119095563,0.02124494708832335,-0.018644254219729622,-0.01938837999264614,-0.01234507214550562,6.543041898935715e-05,0.07973868687260817,-0.0004832109578617754,-0.010089987627141053,0.02347905157484184,
SPX,-0.033294278495325576,-0.029730322308877316,-0.02863550238018177,0.05302592740936368,-0.026670969987393035,0.053903830088093636,0.009629861080156467,0.009618316060488472,0.07472394320073862,,0.06601639084771835,-0.026349226108283642,0.0540972330446978,0.13319920907220073,0.00392267821639221
MFGE8,0.031071364867415185,-0.07741871196557214,0.003474715995248714,-0.037926721006569956,0.04627797357294218,0.0033459311987833144,0.021192441859866684,-0.0424605964942498,0.032463967196385814,-0.07892443287041108,0.018734712411291352,-0.028550964497444372,-0.022433675010683263,-0.04294478959279707,-0.04822557125201261
TGFA,-0.04683634836346712,0.08164623679140957,0.03627761351874125,-0.01851141831483978,0.0055219360413735165,-0.030835002957276227,5.305561336456521e-05,0.045791267046981644,-0.016266302235074342,0.05580641162152948,0.018952172897624298,0.033505444912158,-0.04773083858119406,0.03541438256173672,0.060083493685258095
SLIT2,-0.02352329302690061,-0.04311419318525668,-0.05913307447658246,0.03413968304213936,-0.044851235831542845,-0.009033005838219173,0.0052608665624552225,-0.007758828543961783,-0.01856384104349191,0.07442664899381646,0.007760003575671636,-0.05878208248968439,0.0136991676352918,-0.030837571668451805,0.07849218232070387
PLTP,0.009051171914571995,0.06133881711772228,0.010639450952542658,0.012128011104045855,0.06158361089483596,0.05712725104130091,0.022292749380491406,0.08933601601581219,0.009420097913466667,-0.04826206665027848,-0.055488437288476446,0.0828445946501675,-0.036170095258306376,-0.0429875656965696,-0.05008377807684301
APOD,-0.03770397605664371,-0.01646363890954332,0.020445025341617205,0.023874651274778506,-0.028217059424612192,0.0735231939668541,-0.04440680398904452,0.05073987698775841,0.060218716330935874,0.05028455741048724,0.14734111083951976,-0.10011004710423503,0.024512613026319276,-0.004348857572011569,0.0006174949802482728
B2M,-0.00926051270158942,-0.10732499769096147,0.015355182168813899,0.025104380968365304,0.08733130369433975,0.0181181982047916,-0.02923079467462891,0.09773393532821599,-0.03141483027126075,0.015396036690732121,0.030174857558838118,0.011691043960779638,0.02852719701250453,-0.13403927439148725,0.02348652563534946
OMG,-0.029274085676116557,0.07420951061933141,-0.02822166649330976,0.043867073791085454,-0.018113252545012243,0.051667818669317446,0.02082436454534219,0.008915822173382932,0.04046795115366892,0.021133803207041463,0.10982543321835499,-0.05863392615188903,0.05526698218498183,0.09528151708264715,0.06341389172580669
CXCL3,0.08258527777524392,-0.01251450750923679,0.007278412783969266,-0.048057899029432874,-0.022913940331282842,-0.01832231655995599,0.014107802194766355,0.013738295349472554,-0.012043795582546852,,-0.01335448271260731,-0.008097892585649915,-0.01846084424022956,0.046808681341846514,
CXCL10,0.06635892909035421,-0.052431845693789565,0.024531607049847016,0.005203737540176709,0.08836014262318562,-0.00886097083677579,0.012178551284096558,0.16120710360305568,-0.019139048693844363,0.04430278016781473,0.058312896048231304,-0.0581685724382469,,0.02309493880946561,
RSPO3,,,,-0.02018979080436459,-0.028657482805056384,-0.027268846590259483,0.03480775755101115,-0.06009935961636593,-0.012585534262339467,,0.045689710851806606,,0.017425401199663567,-0.014857033571152978,0.0028134024866206925
CORT,0.09933135535830971,0.07377154590467981,-0.018527484779809932,-0.03845727631794323,0.017557900792401195,0.04388715555907804,0.004158608800725894,-0.024008155847929192,0.09115744111690481,,0.11255975575557683,,-0.050022286645699236,,0.0449068043811167
NCAN,-0.032846260527526115,0.09092630210591875,0.019822900064534955,0.02032672689784399,0.02603737522819502,-0.0594590835521268,0.001752619486553461,0.0070137711538076925,0.00896767549345185,-0.004944323529731591,0.1243331404415405,0.032568312739776124,0.0061376938592446655,0.09728888889875655,-0.09133530820757922
PRG4,,-0.032552997706996524,,-0.01992645283963585,0.19565246704895023,0.04731308005680979,,,-0.014714570018234861,,0.08067372425141206,,,-0.033655185061935856,
ZG16B,,,-0.03229855563717855,0.054151760502109035,-0.02680275605149661,-0.016020100526110394,,,,,,,,0.026412559573740665,
TGM2,0.0050397436286286415,-0.027401155113237763,-0.037841485401413015,0.03661823490877686,0.04120657273286276,-0.00343116580538513,-0.05447069071844228,0.04118669518271529,0.062049519208876254,-0.04203223650773238,-0.005125234956408813,-0.004078687775927201,0.03425075939476336,-0.04724982642326538,-0.040023371029171806
VEGFC,-0.02285712821729563,-0.02335742579704563,0.05005444216523061,0.04789603185865156,0.015506152614521948,-0.02963272298141191,0.01525349866558528,-0.014823318474551582,-0.015016805224358533,0.022499305924234565,-0.031957511950866255,-0.0483265602338497,,-0.04930486605526631,
WNT6,,-0.029623438530736502,0.026892346131365857,0.0686651294068362,-0.008124624829927485,-0.035652162321835365,,,0.03751369370389933,,-0.016180153380914487,,,0.013852451725551702,
NRG4,,-0.022076437242892162,,-0.024251404658819937,-0.004123461704204075,0.004226807817164436,0.054651478367156135,-0.03522743153946134,-0.017518854842439785,-0.03257768015072227,,-0.00889738761312062,,0.03970595280412402,
PMCH,,,,-0.03360268381210885,,-0.011061178647301282,,,,,-0.022378370737699514,,,-0.03203741201088783,
COL9A1,-0.03582936728796594,0.07328468772469789,0.012516684141783915,-0.0253288221597485,-0.013799597288060737,-0.0298739363170005,-0.03820028655022449,-0.027595184691016246,-0.0025240210566776543,0.08252889097554193,0.07691037170303318,-0.013753507768170069,,0.07990333220430638,-0.05905124782679544
GDF11,0.06712832471131988,0.06588942705519762,-0.024101510491936463,-0.030576416539933354,0.05737807831379373,0.01839175583627052,-0.010685771255297814,-0.06475058956092705,-0.013222978289912502,0.051731809914531,-0.0007145153519070805,0.0387050596431835,0.059989241517432665,-0.0006634082710641377,-0.06871429717479971
RAET1E,,,,,,,,,,,,,,-0.016298062092107518,
IL24,,,,,,,,,,,-0.014998771552009557,,,,
SORBS1,-0.019825595745393144,-0.005895624003486039,-0.045891461150699524,0.060419097035313334,-0.006189087643994684,0.04540879050790674,-0.04483095684489132,-0.009203591037223477,-0.04415132023755655,0.05696867200193288,0.007425122294642085,0.04976132598026826,-0.020583372754156257,0.0496429665349255,0.06490276936695537
DLL1,-0.0035253134992044056,-0.019359779649662033,-0.015168635507307864,0.03801803908121321,0.005599125278487217,0.004503803571593996,0.02993574112684082,-0.0012550407367031666,0.008551430064625233,-0.026802404875803286,0.1667769700317701,0.02885832382172666,0.051903694091683605,-0.03125232337004985,-0.05435667479575666
TLN1,0.01474290363574158,0.010303174682051915,0.04283454788534359,0.022403059703999768,0.05023684347055855,-0.06473318884302104,-0.003744489312315002,0.04838127286100794,-0.025818235426530202,0.030444778318648537,-0.03364657705894311,-0.016410374791088263,0.09054716278448931,-0.072564397608856,0.08399943271818873
COL2A1,-0.021468687517122952,0.07807511341107976,,,-0.02291394812915069,,,,-0.012226925143846521,,-0.03909138690111052,,,-0.0016486275559669888,
SHH,,,,-0.020706856146281614,-0.01801314741980954,-0.05580538672825811,0.06497702075306885,,-0.011669288057172789,,0.03833439952225719,-0.0006317481306446592,,0.05709690024251814,
PON2,0.11581618363678582,0.040162356361611404,-0.0387140123451437,0.06238813762160135,0.06647332964330238,-0.013197941435253787,-0.010733173459196017,0.08626608197624046,0.011552629457555679,0.0009859945173731038,0.08759562485309366,0.01792029064479239,0.027091979620403443,0.09294036642820722,-0.04024233208364355
ICAM5,,0.02784692803896841,0.039252707944327114,0.023126148141872162,0.008921796098739831,-0.029249583524659076,0.07043880561652599,-0.026718677070412613,0.007123786818709156,,0.04850653228579326,,0.07950572501347268,-0.003937621432021944,0.0716871958678641
HPX,0.05279118543225642,-0.035983762635145244,,0.05433057256074331,0.0873933252048191,0.04169879270146267,0.10072076864646438,,0.01889990543169071,0.0037371319862144993,0.07549367753051019,-0.028981530541696485,,-0.007720956854637699,
SFRP2,,-0.029419579345054302,,0.02705428308638427,0.06612436842960745,-0.015038278054653699,-0.039385958176819474,0.05894090305281028,-0.022892156839604057,,0.0066151667571310085,0.009780183670626077,-0.03834301490351583,0.04583182323478241,-0.05765010790481022
CFC1,,,,,,-0.006494370962398633,,-0.028744369026240404,,,,,,,
CD70,,,,-0.025548607069090783,,-0.023069717841076188,,,,-0.007594877416822125,-0.0444541587584694,,,-0.022667091714880405,
HP,-0.042598654217245874,0.07679275466655205,,-0.028390871897925666,0.02964202860184666,-0.025530067728324175,-0.07057963689657586,0.02381624164674825,0.04259474938883683,0.04162106383256712,-0.04455968083588866,0.005193146556667447,,0.05236737621201852,
CXCL2,-0.0023510434492847944,-0.05630650225381783,-0.00802327308379173,-0.015193116270342704,0.029699658724205283,0.015187636499643086,-0.012334127466383201,0.024718605500475707,-0.023096325714246028,-0.03209424728322337,-0.06916589940149927,-0.04390410698089145,-0.09271272807184602,-0.056041349516642316,-0.06983220335274465
NPPB,,,,-0.05742540354903217,,-0.017654184726009166,,,-0.015016806316573839,,-0.043725279292509,,,-0.015070807615908987,
CCK,0.051270298820602744,-0.08454165024750053,0.00019753607732030234,-0.015594493351447268,-0.018953710095865155,0.04343046968959848,-0.01729518470874081,-0.084173827122498,0.03943989439570244,,0.11934650074242023,0.03191954374128873,-0.0283536797348795,-0.019550905923840407,-0.05829109583667092
SEMA6A,0.017351813206420718,0.05298217689577048,-0.01761292533018198,0.05623432741724626,0.038012181006143925,0.028344303198413082,0.04527507198723019,0.06137201768907581,-0.055083576908548315,-0.005827629333248927,0.04491659436247606,0.005535543426637832,0.06653639674916167,0.010242686595128475,0.1175193613321567
IRAK4,0.11081282907527228,-0.008665201751675745,0.058652501059504356,-0.021304068249843804,0.04296769284964684,-0.018944313501886405,-0.023792328207511523,0.08143086136420911,-0.0059527193101246365,-0.0369143437775046,0.017467672819571626,-0.017802053745824525,-0.0031989485959698287,0.0537911928675476,-0.032061183472779885
GSTP1,0.0910335937390022,0.04099230742604356,0.048229648880047965,8.01429523834281e-05,0.030906115731168887,0.05221771649386099,0.0050875303460830405,0.0556310690776569,-0.023972698995376455,-0.05426142132794556,0.08292354430060332,0.0189865936957315,0.01147755302310818,0.11370252637776426,0.028433270891773665
VCAM1,-0.015292418276100268,0.014557158550918967,0.0423322081432621,0.045887942641428724,0.06301813703459735,0.04276537141237543,-0.027941043204854455,0.039407125933575746,0.00494809960646315,-0.015872904501643505,-0.003010926552680942,0.03023664414743575,0.14068614802153903,0.08944178902825199,-0.023253236259416075
NXPH3,0.016294362498235942,0.08055790205347427,-0.017876662576843318,-0.043601148332999176,0.01394729494722937,0.0681083194852953,-0.01685819668356714,0.0060487296017248116,0.058272333368292156,-0.09653075968722717,0.03430342330413354,-0.015404110932910433,-0.01884021076352098,0.10824965753492341,0.002310211040316175
MTMR4,0.04674412187482059,0.0009080089157463304,0.03611344693956094,0.04484044042101758,0.009678758122971313,-0.0035046915780690517,0.03972653973577814,0.008905894875828517,-0.03999839709511914,0.06377869818358708,0.03408145162211187,0.04562874095190126,-0.06035517329750808,0.02498953418233444,0.05263009540689478
LAMC2,,0.007891792639282445,,0.0006487714542030976,,0.002579276593433697,,,,0.07951160104469256,-0.019697595622326983,-0.021450269118283762,,-0.02871451015707829,
