,UKF248,UKF260,UKF269,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH916T1,ZH916bulk
WNT5A,0.02260906827084651,0.013624035848689417,0.10448946144104687,0.07576198038657118,0.03128668709709897,-0.03124247000655662,0.09481418201999321,0.041470551154862687
CXCL8,-0.05126968748763812,-0.08976079044173985,0.013043241086591792,,-0.13276306927990797,0.017923652308975208,-0.014924222337904414,0.01447081547867288
GRN,0.20009756909833518,0.10228363785941706,0.0989490994905737,0.04293393190517646,0.09310965788520331,0.08022624719669261,0.15234941642888308,0.01028169398127301
MIA,-0.012208295592520041,-0.04099818778440081,0.1744499317583823,0.06002163084810424,0.0318227489352799,-0.025335551866538533,-0.011117285639856034,-0.03614573756686594
COL4A4,0.009019421117636794,-0.03564276432380216,-0.022194967067240064,,,0.02466515228243892,0.048804701617475854,0.0204512231084044
TAC1,-0.06748644695986851,-0.03051756744602245,-0.06086217258750671,,,,0.029132381688597133,0.0969695246096635
RARRES2,-0.08871842643877965,-0.002663451282415729,0.06592625862311095,0.0040414192049826395,0.015043378311047953,0.06884392613595351,-0.07570215069596116,-0.05155340951700685
FGF7,,0.016230396240486375,0.04259979168310329,-0.029974283586387714,0.04899544633277448,-0.020623895239922353,0.040173325671186096,0.01313889655733973
HBEGF,0.16611746708394035,-0.015625228632285094,0.08406011802411155,0.09491054544298122,0.02112699057673846,-0.01317703795130868,0.10826250972687065,0.08916275932966952
CSF3,,0.011223620969448359,-0.02348184795707245,,,0.06850265637555628,0.026636424924809866,0.0716124337668792
PI3,-0.03503081561236093,-0.041447461775794295,-0.026440870726509955,,-0.019476750626989968,0.015559150438041559,-0.0767377508750146,-0.008697200669114107
PCSK1N,-0.06150926742072313,0.007316114174570306,-0.05076642958247005,-0.03185145337025034,0.02413197305577415,-0.042914423946406696,-0.07024065293337835,0.020300725832466452
NTS,,0.007820393557513117,0.1472446560994682,,,-0.04424521646427104,0.0016182656856690483,
SFRP1,0.008022339667400695,0.03337068521039548,-0.0007461378082763867,-0.05304392099994399,-0.009935933659527352,0.004131239476426434,0.01038473459509435,0.0063884514815075516
CXCL13,,-0.015275611392368063,,,,-0.04260105543317805,,0.07206037862587687
MICA,0.11197944907327594,-0.049685453711531505,0.06346880982681828,0.07676861070586191,-0.05683521872327817,0.04710535359999218,0.07845981071056425,0.05581269260105682
TG,-0.0403764386400593,0.0142714357271105,-0.00117710739629281,-0.019000803397743307,0.015314944466464812,0.009786412564689262,-0.015222056219071028,-0.04490576176363969
ADA,0.15589827900301892,0.12039544615898697,0.007732847307008502,-0.007922638005602885,0.100132569283019,0.11805752434762601,0.22297089814681503,0.026177420533661226
LAMC3,0.20293439754756823,0.16571934392534263,0.12790173741375682,0.21539093536231368,0.14601497026923416,0.025637635502246906,0.21255088050319207,0.1485915093096154
CCL7,-0.02591335610293612,-0.02025264041433899,,,,0.036597317703936726,0.00819388773733391,-0.07855595060836941
NGF,0.16112260272740114,-0.021617585720625703,,,,0.052243096839793765,0.1472635202387014,0.016433932449348865
TNFSF15,,0.08260248122195583,,-0.015115772856405361,,-0.011783798348299492,0.1310473044828401,0.02819819833614209
HMGB1,-0.06897539639741798,0.05546366650919946,0.05389690013372185,0.008028608429530688,0.03459578714979271,-0.036730649171446236,-0.06196104856838466,-0.05885116528546879
ITGB3BP,0.04547165630475231,-0.0018685691341441646,0.05669214817113916,0.10353858906579606,0.025078932762980188,-0.018852674900044296,0.0049341600685285,0.0022208056031559208
AANAT,-0.037596337263481966,-0.013511379386024567,0.015866246043889098,,0.04678865970000382,-0.024937051966303175,-0.03915972542615676,-0.030674731322287457
RELN,0.011431693050896337,0.059360022590176365,-0.06215246948419675,,,,,0.003158102134582238
IL15,-0.012078363254766354,-0.04156978813656806,0.07517037016346592,0.13785042135657288,-0.08428428393570772,0.06657740238191909,0.10066287040267273,0.02890853610237109
UTS2,,,0.10459880579996188,0.01410969583390037,-0.044013129277514065,-0.021235724831999894,,
BSG,0.025294221992544864,-0.008040864950106443,0.039307400492866615,0.0070640455045978,0.0015619990237045222,0.05505382770441613,0.013054881496995676,-0.021978169256878056
ADAMTS3,0.07461445277551638,0.013045461825101187,0.059732973063258615,0.02001397398619245,0.05627033061966901,-0.0625141074469331,0.03873409169148716,0.03895836496904584
CD34,0.1950163442149134,0.11380607999341069,0.06075438484997945,0.0937522182420624,0.1548764034802225,0.03751440060920288,0.2044256706868437,0.06395376490042708
CCL23,,,0.040565055625791394,0.03887156127793432,,,,
PLAT,0.0867536256035315,0.05610930770448831,0.06961024026979375,0.08558058070182663,0.09290090937587064,-0.10909527229649656,0.15552266886537738,0.055090668492968495
NTF3,,,,,,-0.039060286573197954,,
LTA,,,,,,,-0.011666271784506198,
CKLF,0.05494844509123251,0.041278341218113024,0.0941650210255481,0.0147027358077994,0.06047518721352294,0.031797066855259,-0.020061287728361372,-0.04493916726958633
CD24,-0.01861540583422366,0.03691686631184986,0.0315688291082733,-0.08453757147638254,-0.024648948906226747,-0.09415442787437861,-0.04934187398084272,0.0069974471667874375
HSP90AA1,-0.07661713328540024,0.028579595115185326,-0.061459310305664525,-0.04192442965791742,-0.05198389648372139,0.01777103164247987,-0.12329850516507093,-0.07520088135111647
BMP4,0.09149078667510357,0.20229521361016886,-0.00895987931557626,0.0768716075869068,-0.016289977603555737,-0.0003478551947957772,0.12662852212851247,-0.043754718220028944
SCGB3A1,0.12083870372650193,-0.01609038487434272,,-0.05513368413846137,-0.060493274343501366,0.007336905191261553,0.10591821072305951,-0.001955077894615911
IGFBP4,0.22386383932608853,0.07647520159368544,0.11342906721665502,0.13891106328122815,0.19839118984290266,0.1149009241799775,0.2501054694045378,0.17734065642860203
RSPO4,,0.0013293819465643535,,,,,0.006555880842903076,-0.012168063260680456
LEFTY2,0.02941406278413982,0.14415092990896855,0.1678508482672793,-0.012915776352448352,0.19338707847580197,0.013941792241449622,0.11444779332569192,0.05012283092631928
PF4,-0.001314636060865327,,,,,,0.0486383230743578,-0.030299935916114712
ANGPTL2,0.07424317501583205,0.02806130968523593,0.06333958465969503,0.06831644896859342,0.09139220347783954,-0.027990242394848944,0.18033757509746598,0.0619353878689972
LRIG2,-0.04908917791758845,-0.046737207523281976,0.00871179986265097,0.08274168456648913,-0.016493462724575164,-0.005166282125225011,0.0034072516834834214,0.07495065200145104
ICOSLG,0.06594355953247351,-0.03793544991409201,0.013286760868922153,0.0020691002617838493,-0.07245158538466476,-0.0114742026231268,0.08009449712167467,-0.01519680019164219
WIF1,-0.019240831131306917,0.046269764813196675,-0.10470130850915033,,,,,-0.045385975029935334
NPPC,-0.02624885709628127,-0.032395538555428836,0.10040105775859745,-0.03947271561159558,-0.007810814492908261,0.0017472587532558002,,0.04069940868041588
LYZ,0.06882180910166376,0.06119435678867863,0.042455727322740444,0.006343369523749049,0.11341544582592387,0.07086233206943882,0.0692996601774162,0.02476777924264975
EREG,,-0.026133690358936496,,,,0.018219493956949755,-0.018077036737128748,-0.02052862214296843
SPTAN1,0.030655103642701475,0.014342483291870987,-0.0068127328070201965,-0.010372768470187999,0.10141949806247315,-0.03801418257251897,0.024091478047338504,0.013344324654772846
LIPC,0.01871057482755819,-0.01797970688760467,0.0941473383566131,-0.04185677431626478,-0.010430967783158307,,0.019553963767626987,-0.02430502081466893
COL8A1,0.07777426882492434,-0.013137849257441457,0.03224898400523136,-0.02752192680800391,0.1242274391057223,0.016095669703951404,-0.007705939222342594,0.04531723930557929
GSTM2,-0.015215150778091654,-0.036406185631010266,0.04493176380187453,-0.026509900623102822,0.1016041695156745,0.03288723142978211,-0.012624572143712117,0.03969479231476333
IL4,,,,,-0.010722963540615239,,,
SPX,0.027015270634373496,-0.014796211969016095,-0.07428462577308913,0.009160407889583421,,-0.02865974655367246,-0.10500833307042866,0.03289687667265429
MFGE8,0.16911293403326247,0.08557002890630279,0.023609370329365706,0.11017232335772555,0.10451111855330623,0.08621393956648365,0.21572510333997208,0.055503128794811514
TGFA,0.00384025215989266,0.06099635436728537,0.027246330092078417,-0.051599132440480706,0.02573375417387024,-0.00545796309561172,0.047704723457391005,0.034926181030892345
SLIT2,0.0055230445288497595,0.021843711243007245,0.006999083897483103,0.14882279537184212,0.03696828078834686,0.08581906208046924,0.07829484765973062,0.015990971263415903
PLTP,-0.0006462319502284307,0.07647112550737953,0.04764385229359462,-0.018417024235539398,0.032199929471981525,0.01759257424750238,0.06917994678281271,0.10936064701537325
APOD,-0.006203273937446869,-0.06982601301807259,0.009617362918951771,-0.11037189633000596,-0.0062835801926198346,-0.08005186906690079,-0.07778409395341208,0.04173975485487778
B2M,0.09314143580646446,0.10011186437496095,0.1259887991165895,0.07913677496356246,0.09483598211067067,0.0755044150171875,0.18997733943268516,0.028194111342551224
OMG,-0.052718517869017184,0.06955558242114618,-0.0037369905275237876,-0.035654875662615666,0.041716899400246796,0.016995278852653253,0.05782292817594862,-0.025943803308981432
CXCL3,-0.023998084778168265,-0.030944262586842575,0.09650342191540826,-0.04068059186737202,0.009307067463921586,0.08794197967189149,0.039057373505168774,0.011576859994482566
CXCL10,-0.05922888629581586,-0.03681889416429513,0.09147585310705295,0.0917215116640774,0.028918226985892,0.0442258365314156,0.11860997085961372,-0.06284359911236628
RSPO3,0.024514696293432697,-0.01797969580223338,0.049501486030920014,,,-0.018115247168274246,0.010101703399524221,-0.0018974466118172094
CORT,-0.0005742232679630829,-0.02182107552402233,-0.016782776479245507,,,0.052494539283533516,,
NCAN,-0.04416609679601724,0.008042179125588885,0.052852269024735055,-0.09177508160979242,0.039631271085346476,-0.09527023979616227,-0.08140145433675365,-0.0073578295918929615
PRG4,0.04350246561460642,-0.012873397643975605,-0.03012958404520466,,,-0.0024177504928693055,0.0012429227857503676,0.06618679322636677
ZG16B,0.012987494606856607,,0.06250127189855431,,,,0.08808694156660019,-0.02584895289216756
TGM2,0.11707763118669481,0.0014036432406047215,0.06371646346212129,0.09960672547624402,-0.1222507462844925,0.12823755881594903,0.11522212572856523,0.15242526688988017
VEGFC,0.04022967409850529,-0.019816424805703024,0.03845374212474638,-0.0073876697030931925,0.07418519928317661,0.0108296134920096,0.11798202478859164,-0.018725683611391028
WNT6,0.009842167253708314,0.10555929957409674,-0.029628500610146876,,-0.026815602726715473,0.09792994918699348,0.05137822597851967,0.05067716787214083
NRG4,-0.02386711072486996,-0.018336471456973504,0.004779998795307381,,,,-0.037559453818230774,-0.014761034249062064
PMCH,0.12915616009422995,,,,,0.10889326399863511,0.16888118694687163,0.023044497426551912
COL9A1,0.04452299567314074,-0.025463586034800294,0.03540541509335889,0.1256053964150504,0.017173599454127806,-0.08128190196769268,-0.008536842497185613,0.02378133669878824
GDF11,0.04828104025600615,-0.04576038667418876,0.0563078069834694,-0.024865281866367644,0.06561113371389622,0.010023164254077052,0.08797723351625303,0.0566674384958788
RAET1E,,,,,,,0.03139490135077209,
IL24,,,,,,-0.021541485335876916,,-0.02300059615409384
SORBS1,-0.024059751749757916,0.03766758742229743,-0.05706466949813893,-0.027581256958228977,-0.035754509864704895,0.0023948632853411727,-0.09327950847821519,0.0029562184853884786
DLL1,0.019177675312051886,-0.007380665295907627,0.09148776689463836,0.0652804744566166,0.10804130610478156,-0.05557348591533373,0.16123836558669807,-0.03637848497140934
TLN1,0.18399401732739046,0.03389826974526699,0.05430850767937533,0.06251469043887109,0.08750027256132538,0.04040382128692465,0.13458899327488086,0.07137217615713586
COL2A1,0.012642679766945442,-0.01149789701359141,-0.027809994372720793,,,0.06868176028360332,0.05371111530770539,-0.036188606171121664
SHH,,-0.029147946855276375,0.09986006617790194,-0.02710470505827404,-0.0702068427705114,0.03171864330430247,0.0064888411022012826,0.028132529817440723
PON2,-0.042370014336562005,0.06366117508426884,0.04670167522531611,0.012467318125831423,0.11055774315979972,0.030118912911635886,-0.10361614416252458,-0.02290187602514395
ICAM5,-0.018594219397648146,-0.030492357505201833,-0.05434344667681999,,,-0.05171956669845797,0.05199402970955182,-0.03458985673701923
HPX,-0.004187293721288048,-0.0326186669145019,0.056013064575810366,0.10751977361453957,-0.03677212231104731,0.026773547676167166,0.09133101335481855,-0.013252164370677163
SFRP2,0.005749108699053443,,0.04623997350409112,-0.02273472252313689,-0.05208299642391748,0.04079848916902355,0.1421151859735374,0.038719662061264426
CFC1,,,,,,,,0.09697821085770661
CD70,0.05518272306393721,,,,,0.011430271233798674,0.033458597796415454,0.026996672039620414
HP,-0.02608504955411738,-0.0366128859716235,0.020952328827434245,0.026827291631603075,0.04153401514668637,0.058946648213434386,-0.009053459609113714,0.022763470036695183
CXCL2,-0.02907393034107506,-0.05888978709062122,0.04990690239157501,-0.07301312412146233,-0.04342852944877542,0.03308048425771176,0.05925124244638572,0.06093378920581348
NPPB,-0.011498308306178012,,,,,0.011314459417926102,-0.03809988289394483,
CCK,-0.07508031172057494,-0.008446461171352709,-0.0637828790755707,-0.041856808100411716,,-0.028315734946306348,0.03241331705503578,0.005133286275084317
SEMA6A,-0.043661130495380784,-0.06418248990772074,0.03866665780263595,-0.03970499011448129,0.08405168348204596,-0.017194849497650527,-0.07049606092087686,-0.0406783393933434
IRAK4,0.006617969257063343,0.020730939539950415,0.08778480058618278,0.030816969999065025,-0.04412368350559326,0.03042356432538843,0.11948896695590543,0.028420342512100318
GSTP1,0.011481986081660124,0.05785956272085393,0.05050244026020303,0.01650230353787918,0.05677154997379149,-0.03124059447953662,-0.02819971396406745,-0.04000595168090185
VCAM1,-0.040168822911992294,0.0007766976138523365,0.09029046424520755,0.0714134466590286,0.05887247433498097,0.03561122413910841,0.04023300934109964,0.03989263098015543
NXPH3,-0.0014522754429110688,-0.0016913591112912216,0.13538892023339763,0.025824084631619407,0.07442940579791367,-0.026211162131210487,-0.027629351823901055,-0.08240714059275574
MTMR4,-0.01672095243622412,-0.01570996109715095,-0.005773041896603821,0.02655838518248556,0.06286055193748159,0.015056933590649042,0.09008700998935212,0.027580806079451375
LAMC2,0.02853218993814576,,,,,0.03979576275996214,0.040534162332348064,0.04298466289966713
IL10,0.003348027484373816,0.0193985357270959,0.005291715142303485,-0.03605637810318904,0.13248911695681082,0.13167530528955407,0.05677644626520831,0.03198487139426566
SEMA4D,0.043745204252981285,-0.00133607714897867,-0.008166549447256383,-0.06738629431968819,-0.0654104458326744,-0.023769282427925847,0.04387370642394643,0.053926358668848304
TRH,0.014556440764438487,-0.011314802390807163,0.04316281655152268,-0.016952311109873348,0.03843977674579056,-0.09754749620013405,0.060139289333266684,0.05294165817462806
SEMA6D,-0.07808662225221095,0.1068197998931037,-0.015418217926679674,0.028274753602270847,0.08560890917996063,-0.0226012283784914,-0.0981437580918429,-0.012825877195020444
CEL,,-0.022322926492006973,,,-0.0012050501896017347,0.021551622181220517,0.026001134722666255,0.010333153640699533
PDCD1LG2,-0.03810682392143828,0.07838134094345939,0.03926008296372685,-0.02611634311514549,-0.11273051152670727,0.014138940287411559,0.09223303160668907,0.03578708722848914
SPINT1,-0.006119173961903056,-0.030179974423449673,0.08312752921771129,-0.08651991264965916,0.036323280459531995,-0.03461655632788473,0.04667313901999852,-0.041663151753080475
CTHRC1,0.1930092509155253,0.0851911147519197,0.08759526444300789,0.13100766830546914,-0.08717180204821406,0.08274361199684846,0.18919276419360465,0.08145223323025488
PODXL,0.18996359362297013,0.026237778661167336,0.06824432980694843,0.05865219096662619,0.12261284923828153,0.04774915500795414,0.18488552636090175,0.09774859089925196
JAM3,0.025065652212401354,0.08934360693209406,0.026176424242601123,0.006136365131067365,0.08185316517495163,0.01540459729825961,0.011217459077413564,0.041474024306615724
TGFB2,-0.0018995489896062945,0.013723649572861814,0.03845628545338993,-0.015314764563120304,0.16485573581108207,-0.015438603663131012,-0.10240973802948844,0.07694758905742029
COL18A1,0.22283999695417364,0.12410867118998069,0.12616554266410418,0.15869966959498485,0.15697667622492073,0.1611477887566067,0.24964732091222558,0.17174637289742326
NODAL,0.07877904583886731,0.07581324163196244,0.17094733438740303,0.09564791497302348,0.15196422892781425,0.021478089041806377,0.012425884765900317,-0.04940786334819956
INHBB,-0.03822683327099347,-0.035972999052646525,-0.039179425083358005,-0.051399620217570996,-0.11920581734319578,0.07741300336844083,-0.058753418232358495,0.007139329855586325
LCN1,0.12116161515929608,,-0.008853952666658645,-0.05374646076181034,,0.0166873555865116,0.06669399193530264,0.08344740569130747
ARF4,0.021666094177246634,0.015913056473487112,0.05875086141022572,0.12350491616162124,0.04464664636759608,0.021751989612662233,0.08833176926803718,0.0007509661557163639
CXCL14,0.007522969415363681,-0.020464667864051836,-0.058296530945413684,-0.03810123589450997,-0.02692787219332159,0.02544328447718872,-0.10104716914207362,-0.051927670673636996
LIF,0.003039259405903356,-0.054866290208696836,0.01584033080354432,0.002584450881905541,0.060741002720749775,-0.0076944264417240235,0.01075413277706707,0.04382630025516503
IL17B,,,0.026864053146521436,0.0957761877783963,-0.0017020169360045148,0.0010459944499328212,0.08295804729097282,0.001899369317708905
MMP1,0.1097346799604346,-0.011314799922515658,,0.2871059441387648,0.10750746344650144,-0.016445277085113976,0.30560017085778224,-0.039230395772460624
MATN1,0.004924596258985968,,-0.025586860852629224,,,-0.0017292779415707866,-0.035781181661662186,0.09943052810780757
ADAM28,-0.0010248085743827923,0.003990885372940988,0.022180279857892442,-0.02042786952393845,0.09140840676572785,-0.04759182156452991,0.10793782950913058,-0.010915874383889768
TCN2,0.16641954011827761,0.04556965953429097,0.14596320843515134,0.0825860842404092,0.1652084468852079,0.10334078251974237,0.0725289045944459,0.1289249360580804
THPO,0.01686552038741182,,-0.017534293193053285,,0.0063797001985469925,,-0.05618485197743146,0.01864809830995851
CUBN,0.07470184263642962,-0.02841732648601366,0.0934459195987533,0.1496668389296367,0.009530081936854796,0.04508988741734731,0.12961549652944387,0.05008412004167014
TIMP3,-0.010638147540129726,0.09896838498768099,0.05789137458062761,0.05840170727707985,0.16112634450972507,0.03309433846024725,0.192490232227207,0.11459236344516997
PIGF,0.010579519311007679,0.013900041193628032,0.06906406472686638,-0.01967611227647648,-0.012642356906698075,-0.048376557109026275,0.030489587669802712,-0.030660096872527295
CRH,0.11388897749644965,-0.011497899123270636,0.007392454584933022,,,-0.027196781481807715,-0.010713813391315675,0.07266536930425785
BDNF,0.0017820785221354886,-0.025067237833474167,-0.023430773483703645,0.011884028105903504,0.004331412466376016,0.025150871360652464,0.000736071591708509,-0.017978300381094235
CCL5,0.11801238388441916,0.10780795111281363,0.13010417193036775,0.003480101845528174,0.07480695685016456,0.015697744838853857,0.19994358818335428,0.09429728363083013
GAD1,-0.08658425539277258,-0.0634402468959565,-0.02459911718706955,0.04992187670664658,0.057916776180044205,0.0019707923207148786,-0.01061966027834108,0.07898774143158431
COL14A1,0.221957121707615,0.05468259555877405,0.04739406662837962,0.08994047378959771,0.018832422917590984,0.10857083056328876,0.14796746209075304,0.09079890202716147
HLA-A,0.0695301794648347,0.033821918715759104,0.10783530782901316,0.0699797781512742,0.1368024399013202,0.09634604695827964,0.20787126570877928,-0.025410564999737945
CD5L,-0.008757412935622794,,,,,,,
FGF18,-0.02781672688094304,-0.01568785038578541,,,,-0.03523884603400951,-0.03230242160795658,0.0291312664183072
ADM,-0.09874176990670673,-0.05704112766660245,0.005999183510585075,-0.005329971539670171,-0.10309033829151386,0.03434547146943609,-0.012895962209871766,-0.001808636325866749
CCL15,0.11920439907693671,,,-0.004129592855108017,,,-0.013861675170761891,
GNAI2,0.13722110906037324,0.0870765543032094,0.07389738984749437,0.014342563522300665,0.0017917218291465834,0.014573947107741195,0.15309754695379105,0.07480980941653839
HDC,,,0.0296272878085521,,,,0.019598266436838995,-0.027954172401648103
COL11A1,0.08829401553566212,-0.010507298566900136,0.06372186026226093,-0.020752026337619463,-0.09076050101783423,0.07053224417121945,0.008824713039302512,0.027215826076184117
NUCB2,-0.06395224793912153,0.005054560014193829,0.0652427232213205,0.05823634708579862,-0.10686022947937152,-0.04113658201113601,0.05261533871127816,-0.007772954307940773
FGF16,,,,,,,,-0.02754520288212541
CXCL1,-0.005487820321289345,0.061123257423449893,-0.010526976239782038,0.04953281373598174,-0.0495799360341736,0.09188154775823555,0.13230810182227393,0.039236429165886884
VCAN,-0.00969936494152588,-0.010259213135024895,0.017516396764115653,-0.1010258153649888,0.10815794833927977,-0.07141907877305659,0.05760322211233284,0.03659840457647014
MMP7,0.01356232674423322,,0.06885255384615693,0.08745285652510419,0.05657122170088237,0.11047711696958792,0.15662234458115315,-0.03253012387990079
PTPN6,0.09137140319120862,0.061794415267443656,0.08886036342466823,0.04173249098023103,0.05688053807532577,0.08808037794686915,0.14145940109349386,0.023341033917293953
PTGS2,0.048174438507495566,-0.043641723076588,-0.11110472601660648,0.09330140689503058,-0.07855334649006784,-0.001836375673426507,0.004555160834192095,-0.019493842832126344
XCL1,0.019281222307135908,-0.012031227904474836,,,,,,0.015610536746257364
CD58,0.015981410906557195,0.02190585244320622,0.09594536119415974,0.07115698401484162,0.024774087257015093,-0.03953227079767552,0.10318576896927567,-0.013359781770869175
TNFSF14,0.006253339668495453,0.022685173229887994,0.0037613858939231377,-0.02287993056766216,0.006381084661176384,-0.028189223364452825,0.0011534333829916947,0.04930889814508268
CNTN4,0.03733487756239877,-0.028335261111264543,-0.05632211493519875,0.04733952634002959,,0.05928280841397523,0.08164554647324102,0.014919785758314475
INSL3,-0.006676677185313497,,,,,-0.016658039479168423,0.09111370778059012,
BTLA,,-0.01254295560879235,,,,,0.041489589029567474,
MFNG,0.12092735908836752,0.013552870969441612,0.1541698875646198,0.043787974068922215,0.06988376451452354,-0.02881387071090901,0.06804182930523692,0.03652430577686136
ICAM1,0.017856263406123264,0.0345611981333799,-0.016796347269379577,-0.04449471829571562,0.03707190429523936,0.07598962052799414,-0.01993529009153612,0.020734348620974643
PROS1,0.07650461341157205,0.0402821694225969,0.052444688457707306,0.028019337719241397,-0.0703051678153965,-0.01681382933207388,-0.029304974777168837,-0.03331245416260187
CLCF1,0.08116591541816584,-0.026493908133027867,-0.013966773672468263,0.011293904895431877,-0.009421150945048107,0.06586067243527646,0.009143653382088729,0.008345405503333361
PSAP,0.09370973150506867,0.08738494362786556,0.007695727862942581,-0.10510847470555185,0.09275051996571784,0.06202946867443322,0.06947122985554652,-0.0262912595706955
EFEMP1,0.024013751553447336,0.04215196602659061,0.043394151170229454,-0.0025049165959736813,0.00936401158958897,0.026864234489391955,-0.020861531165825654,0.05752909505104256
C1QTNF1,0.00975068808558254,0.0594586856736415,0.03774952191670252,-0.04626714229748399,0.005703094970603722,0.09158800547785485,-0.07864018651141379,-0.013980878131151859
ALB,0.02046503617899717,-0.005282544546484574,-0.029879992375392243,0.030392196282034253,0.12264428425577797,-0.008089091877835857,-0.03490347226399535,-0.027127420152125523
CCL13,,,,,,-0.02092573418287197,,
EFNA3,-0.009786527223381608,-0.026864971236599585,-0.012377861269600754,-0.01699129001511515,-0.07635883248902624,-0.019713791432292425,0.04825460933680849,0.0060981021603286325
DRAXIN,-0.006903509577690004,0.033511072613024606,0.011468268151549844,0.06792097947174619,0.05264711451206917,-0.0006935055038745108,0.09177457108346232,0.04123876881119403
RAET1L,0.11393536346810336,,,,,,,
NPTX2,-0.08022685351154292,-0.055052409639716186,-0.06205199122538144,0.04916571427359315,-0.05484545767951641,0.0959246465211797,0.057032077877185644,0.06454486953397671
FGF11,-0.05234106328098502,-0.025306264718102142,0.08213117173253401,0.07123375215356519,-0.09491239245199021,-0.006668112051846789,-0.026584400698742825,-0.025998402887247665
CD59,0.16676603873595316,0.024527366721261,-0.012607807656621622,0.03881000501138225,0.1289917861018972,0.12022753130661605,0.1429941124559506,0.15871125002132005
COL9A2,0.02069888601706529,0.022884006115623926,-0.010810447859631596,-0.006388200112596041,0.06199291036188272,-0.03607152085536724,0.04873274915733221,-0.00606071305737552
DLL3,-0.03015316540707419,0.0005932589152471278,0.09422704571736969,0.044394762362298494,0.023962275522162638,-0.07786883412484234,-0.06578228591392626,0.04913928615164277
FGF5,,,-0.023793269720484542,,,,0.04389466029997167,0.008092210367364247
LIN7C,-0.08982454101227821,-0.04281156431530836,0.00834865091282801,0.028766061145336686,-0.02692579744592447,-0.08469368661860649,0.020556870529288392,-0.0005744366451030851
GDF7,-0.011380663536026405,,0.05133884093994614,,,,0.03960928001948508,0.048072631474856714
PSPN,-3.1188874234510054e-05,-0.019357327991272443,-0.0462974470430895,0.0317697158514956,-0.0811073524846168,0.0360124751504868,0.034105489753461414,-0.020847685761210145
ANGPT1,0.022748668595380633,0.1361620754621269,0.10603777046059287,0.04020269352755567,0.10658254678287273,0.05501347949083406,0.0924265402238607,-0.0068295885162512815
PNOC,-0.05290537590878151,-0.05853240781555384,-0.054915656975676366,,,,-0.0007995466194219325,0.005274845400499587
L1CAM,-0.07221578044738713,0.03715418826088741,-0.059181832777520864,0.04232117761413528,-0.035059201419345126,0.03150565286662244,-0.017629543621533218,-0.02280162413136066
APOA1,-0.06312707862956808,-0.0015063412288778952,0.14251705228924444,0.020354277666799057,0.019054117261691324,0.03727407922275984,0.0606977027619422,0.04033233853682722
PSEN1,0.052294172404551,0.03974366950104214,0.028404668349906483,-0.007810741950382869,0.07316925239888664,0.0490532566769818,-0.005808567803399872,-0.003840104485805426
CALM2,-0.053679997010516046,0.013504462994103681,-0.07614751800742618,-0.11566034765577915,0.05322279684291763,-0.07718489781429692,-0.1254300216234557,-0.025386667899522233
CLEC2B,0.02684849868290634,0.028132212771865617,0.12365748323899066,0.08497330620762926,-0.07075232939126386,0.04398486302163148,0.09959060453608948,0.0032872956421605903
