,UKF251,UKF296,ZH1007nec,ZH1019inf,ZH916T1
NRG4,,-0.009574519511607316,,,-0.017257004085386028
PMCH,,,,,-0.01384590503121885
COL9A1,-0.024620037189058832,0.0295140686859296,-0.04870741600619512,0.008580296001678263,0.0468301504627712
GDF11,0.032472854087626464,0.010168638941050393,0.07275626772309166,0.0053524918511298715,0.034306349970695725
RAET1E,,,,,-0.018930810867346982
SORBS1,-0.04478781537867938,0.011787928352613235,0.016371018505894397,0.0508722664049806,0.030691417616426058
DLL1,-0.008537667588342252,0.0010625982410224241,0.05136620324031923,-0.0051832619740692885,0.017089954090701413
TLN1,0.030739597028273377,0.041392058410310725,0.015273404954782053,0.015138119285817748,0.05143648977117579
COL2A1,,,,,0.04416700635806771
SHH,,-0.012626034932035688,-0.11405124958717008,,-0.03447429586980634
PON2,-0.04998939076148219,0.03557409303032059,0.08402243322879914,-0.011524512040979932,0.0076968725381793566
ICAM5,0.029337346529356177,-0.007022575903198147,,,0.020635223488619032
HPX,,-0.010996578822654318,0.12832802006197935,0.13703711214415779,0.001841874048843073
SFRP2,,0.00045013430139726206,0.04097008028385071,0.06119505585789133,0.04740038378432595
CD70,,,,,-0.010664543481251402
HP,,-0.004077979994863655,-0.003934216464631206,0.11667624896793677,-0.025814590639200434
CXCL2,-0.011468402920444456,0.059689267240400905,0.07750277554221245,,0.015478159046717455
NPPB,,,,,0.0063062004724770155
CCK,-0.05236470057000199,-0.03931205041149932,,0.006646121635220821,-0.022709111073318813
SEMA6A,0.010179325445920937,0.02655016868661486,-0.028107726187732017,-0.023837653218159595,0.009765019867240265
IRAK4,0.044687781536896336,0.04371735996161279,0.07030093299459414,-0.08519522323952834,0.03737549579370192
GSTP1,0.005354276778821028,0.0923851866323795,0.12114205691296531,0.054036553988844986,-5.812717444714229e-05
VCAM1,-0.016698341926584346,-0.0011082327893987113,0.01903766657455268,-0.0422142455284978,0.03022354136840639
NXPH3,-0.059510938029407254,0.07516711457903962,0.07095934379132668,0.08893585625957653,0.05016064489333735
MTMR4,0.019729092689551395,-0.046622414701374564,-0.010161810405301015,0.06174835046267862,0.044662632810120874
LAMC2,,,,,0.04651794603450916
IL10,0.034606996711531265,,0.0863667772769385,0.04628062573124587,0.08076683600074953
SEMA4D,0.023086314341506427,0.06759611963831175,0.06587442435237827,0.004747049779673771,0.07370653315367365
TRH,,,0.022035976233791537,,-0.019607119707475938
SEMA6D,0.01205471488220146,0.019116755085746017,-0.043250326090093584,-0.04976882628898243,0.024677370784337932
CEL,,,-0.0044719519408923354,0.027994504036631476,0.06971748136218897
PDCD1LG2,0.020510730880222504,-0.019390356709749073,0.03092980079630953,-0.03960742192632084,0.09288642669847115
SPINT1,-0.004912065813133279,-0.01797082910119787,0.12090409629034163,0.07007563117295082,0.012801125736999888
CTHRC1,-0.041857651349325675,-0.028566595119845634,0.12870928130520248,0.0734927289449323,0.0060635841639938666
PODXL,0.06818689645805318,0.018660104649859306,0.11326086314983366,0.09172239042150734,-0.00491503997768501
JAM3,0.05953491562277476,0.025475232686411265,-0.06313860540405035,-0.010198872590392342,0.012969921442156224
TGFB2,0.02675172781957061,-0.07578691682821244,0.11180903460290913,0.08284220740590212,0.01843736122978699
COL18A1,-0.016750635012505913,0.0022714542554078472,0.09436766640251847,0.04410671552242996,0.004538836548841699
NODAL,0.07365683834088607,,-0.05182980156164297,0.018123260997372763,-0.02683412638109661
INHBB,0.010795462592987212,-0.021896010568185353,0.004230175698962449,0.08753675466103195,0.05468230240020919
LCN1,,,,,0.0013690532671264426
ARF4,0.008134538667310877,-0.016924165751891394,0.09753868110136621,0.06678497578004043,0.008280116055416007
CXCL14,-0.0874858999835252,0.023469566812051208,-0.05000180168798759,0.07226347438546,0.032547693505773426
LIF,0.12348601871408646,-0.013036695241092284,0.00029627275592795395,0.005359688106988082,-0.007926248533908544
IL17B,,,-0.06589510520021015,,-0.007399837272066031
MMP1,,,-0.007915134182604328,,0.0018000705211508926
MATN1,,,,,0.04837973060768491
ADAM28,0.06090870805771678,0.08492929947144465,0.10139724409182299,0.04936557422761143,0.07849310380584394
TCN2,0.01884508241242918,0.007987909193579527,0.13917168091468882,-0.007698782078601017,0.034133741762433785
THPO,,-0.013565919397932447,-0.011255133765055629,-0.04165032971719626,-0.00907417922349085
CUBN,-0.043960177595376675,-0.03892507998403449,-0.10454042639793872,0.02346792863749664,0.10227658883537805
TIMP3,0.020639042807421484,-0.02108212670844227,0.03389869392522672,-0.06846426570127838,0.010860074991129464
PIGF,-0.020158227738004707,0.02162415793353072,0.05817021694883643,0.028384398545991486,0.01526298157350268
CRH,-0.024228217514354014,0.0937427084205273,,,0.028388957436542434
BDNF,-0.030172032153361034,-0.022068432433768954,0.08007204708374473,,0.07716197688663132
CCL5,0.006831115410744354,0.009754089052774143,0.04111685086705802,0.07047176158166323,0.07716318325006262
GAD1,0.010879507732137916,-0.021775258464914442,-0.04818259755423692,0.08287670184259564,0.02825287032873288
COL14A1,0.05216091968668826,-0.0017062604284396319,0.005505792571435885,0.03507906961446951,0.06328963703770674
HLA-A,-0.001126847290191445,0.0458757627928723,0.1155490695224118,0.12097229349418409,0.007289907346345971
CD5L,-0.02053812592364579,,,-0.04754270680759201,
FGF18,,,,,-0.019607121280539767
ADM,-0.006821872604582065,0.006791847469896408,0.06293710197932238,0.013375833290443354,0.03806701603295502
CCL15,,0.0028242036614772818,,,-0.01700525476444764
GNAI2,-0.07370330555767186,-0.03214617998986171,-0.022880360096055992,0.020502929596906316,0.024221438646010944
HDC,,0.01809165548696739,,,0.08691249002656785
COL11A1,-0.00819222366517993,-0.04715365406170306,0.042031650530777606,0.05358346371135174,0.008939377226121935
NUCB2,0.03513879590012816,0.10271451218792776,-0.0010003868067303995,-0.041548974087454435,0.053434040325807085
CXCL1,0.020287007917002532,0.033090007604324526,0.1684079618404573,,-0.042778751631161974
VCAN,0.019567627996124794,0.02926295488977164,-0.012130566317474906,-0.09790102674193893,-0.04146751729527586
MMP7,,0.025048160017457268,-0.051401621769240145,,0.014205852813867575
PTPN6,-0.014055935354246138,0.03860973753797781,-0.014306909449105927,0.12083259374716317,0.0615812475054773
PTGS2,0.00902939731367516,-0.02632826509662776,-0.017908649330585596,-0.044327161833130665,-0.003322112192337325
CD58,-0.027486182138867082,-0.038819657895718035,0.0624732154910157,0.01564770710207296,0.02315184145199009
TNFSF14,-0.0289930633765953,-0.012057882635688367,0.02636286327000891,0.006938615205569274,-0.02903370747777087
CNTN4,0.004364278908327881,0.003534886410298472,,0.09404111410256799,-0.00020921167983944128
INSL3,,,,,0.04967894521658843
BTLA,,-0.015398328535991991,,0.017797582926300844,-0.022514513100523933
MFNG,-0.04678537660868785,0.04931972431387738,0.09703534429224048,-0.007118261068894016,0.03741526090443525
ICAM1,-0.010234119842545845,0.01452268363756912,0.08129245591661778,-0.0020517857901082167,0.028064938541347933
PROS1,0.05223654738778645,0.016550489738635606,-0.09429201138122412,-0.03602479666044367,0.02114318072808183
CLCF1,0.025989373191108882,-0.032931830250759,0.055284173579511056,0.11339484607606672,0.014095952022133259
PSAP,-0.058753999570412184,-0.01655997227273102,0.26981518891279144,0.06423016424849237,0.062325351864031354
EFEMP1,-0.009898024910167004,-0.029771301195165602,0.17972417305975122,0.08299193767345327,0.050732641307125695
C1QTNF1,0.041238410615194995,-0.02675911992699485,0.01717422002861159,-0.024116497345306263,-0.0013399185397978837
ALB,0.004707584882741809,0.027162869853233344,0.06001940618726895,0.11382983809275708,-0.026328686052429457
EFNA3,-0.014844471240184284,0.058442711504533014,-0.06673809342994498,0.0001392211443730121,0.03480416872239726
DRAXIN,0.0034563089853281975,-0.01099657994372916,-0.11017628467085916,-0.0755657619239389,0.042187359897861584
RAET1L,,0.15744480968926727,,,
NPTX2,-0.0019530528955704746,0.006136204869389729,0.13334063053610204,-0.04041444207185513,0.0563347802707731
FGF11,0.03133299310785434,-0.024924812711680268,-0.0037608386129047828,0.05067322150044867,0.04605281920901176
CD59,-0.030528360490782634,0.015781103840959668,0.12679666686654487,0.06799978047770837,0.02536126351044391
COL9A2,0.008045348198520577,-0.011855837597308794,-0.1150175684940019,0.0020990954212764977,0.007779872272297209
DLL3,-0.047998257649646936,0.00649440004250244,0.04190546617551789,-0.03423382706965387,0.03458441927569729
FGF5,,,,,0.03958283324405297
LIN7C,0.05846811062242148,-0.01581397059546504,-0.024977004504832468,-0.055835783714514996,0.008473750677188818
GDF7,0.00043607836923269055,-0.012057882167119028,,0.01579425579436735,0.0049569442291709735
PSPN,-0.0025138246282479086,0.00643910626334274,0.02327067561012195,-0.013036517413601276,-0.025099506949503272
ANGPT1,0.011783151492732945,-0.008320294836581947,0.05480906319598246,0.04830794894886456,0.07010765307929448
PNOC,-0.019404897544614965,-0.05198051537508907,,,0.011933471589611035
L1CAM,-0.0019843585744762633,0.0020446567072548746,-0.0544939759515086,0.0654649906565937,0.026893512090174303
APOA1,0.024813589948905892,-0.019514524607175975,0.1323472603732192,-0.0003085791764363949,0.024418317847729045
PSEN1,0.06737864286346497,0.06392838987875085,0.10950064424540942,0.050644067868793885,-0.03876962041258373
CALM2,-0.023156379906679726,0.014548702204868457,0.009322729601019729,-0.0040557817038215154,-0.030151914950253076
CLEC2B,-0.02136727163430825,-0.05031376228163964,0.04597690738572086,0.027636441796215185,0.11303170255344341
NTNG1,0.026443064466013324,-0.004419060340908042,-0.0193534143779425,-0.04641804017974533,0.048477792470842135
LRIG1,-0.04931605179930589,0.033359708602827345,0.046793707034503425,-0.016250645504903582,-0.012236495703875097
CPAMD8,,0.0036630645312221285,,-0.031220295913607407,0.009397326482982927
GHRL,-0.024044304083985772,-0.01099657994372916,0.06664792723867587,-0.05159211162783426,0.018576715278037715
NPY,-0.051206079657094415,0.0604251688602903,0.0010905111106511575,0.12719667712536725,-0.0008511339109471129
MMP2,0.021896606265915226,-0.0063530516392259345,0.028574342539959132,-0.05179624984837402,0.014806705619630404
PPY,,,,,-0.006630459200969586
ALKAL2,0.04407027036160346,0.07053518970581212,0.02737850796698955,-0.015574208107914307,0.015421933368346599
CSF1,-0.027772394779252637,0.03218158927643497,0.09583954343931085,-0.0014472744928725476,0.060443805192409224
SEMA4C,0.0029543204186695624,0.019192664191917324,0.045204014997778305,0.06456339335849291,0.03719083027216618
BMP8A,,,,,0.059468160378229565
ICAM2,-0.011437614422630854,0.007012215266094846,-0.02729577693894063,0.0726680637887695,0.029296606834837317
SYTL3,0.014199297852933241,0.05763084965365872,0.018691801730651342,-0.007644722693366678,0.07417500119844618
IL1A,-0.02464321459851294,0.018061955575848256,-0.009153812425277673,0.07145099000923623,0.09386624426889577
HLA-G,,,0.0752126871867661,,
PGF,0.0008050595890844922,0.10889002696558459,0.03718190553089087,0.03642413028382447,-0.022542617196461702
LGALS8,0.027329488657082894,-0.002519005803561849,0.09024450927437934,0.11192382371425763,0.009568115706096962
DKK3,-0.05702554713236361,-0.04641670327465341,-0.00996785897726535,0.03913286708941512,0.014769652945567905
COL16A1,0.0010644286108774305,-0.033014436590242065,0.020444538373008074,-0.1164174881803373,0.012592788661345283
TPH1,,,-0.01513079471110578,,-0.018457091534876187
TNC,-0.003223531844678544,0.005994156146346822,0.020884910942363243,0.03754876655839507,0.015929363238241515
TNFSF9,-0.0036248992032941675,-0.018367609459580596,,0.04600652403477638,0.0051306308123506466
C4A,0.0023736266931626763,,0.1193248128688232,,-0.013525425309086904
CNTN2,-0.01788883225751687,0.13026723461948592,0.0725953027082029,-0.024248727485841698,-0.018182342067557332
LUM,-0.00755955190252303,-0.000965097090540868,0.014406736508896994,0.01979743140341334,0.013937080867255562
BTC,0.004276843929985412,0.06019301773621446,,,0.022320374857943543
APOC1,0.05521867294564642,0.09360739802365799,0.1234397655512633,0.0898263680439917,0.03344925158903294
PKM,0.013476974194907065,-0.020070027191979964,0.03264031722803428,0.012897539291781505,0.014246868420829685
TNF,-0.02532478156146339,0.054173117496622174,0.015653339859698287,-0.0030218867753678386,0.06141545101426511
GNAS,0.01944439275480213,-0.09770592402670326,-0.15308724236341334,0.0195066090852964,-0.025307948492757464
BMP8B,-0.01018334139760153,-0.010674801298436315,0.04890946396572451,0.029151088175803294,0.010675198993791862
LIPH,,,0.1322059381876377,,0.03097311400213044
CCL28,,-0.012626035871711487,0.04281581375933469,,-0.0162278773035846
PTPN11,-0.022359999756238,0.046786613791285805,-0.10398176760150829,0.004486236840575234,0.02495975437626545
ADAM12,0.057599097530338365,-0.012202278766943384,-0.016736038678883906,0.10488187721102761,0.05096256616302266
EPO,,,,-0.0008623588815356025,-0.017256998847204854
EDN3,0.004918044653181522,0.0180411741713278,,0.029408764049770372,-0.031355841261638616
CCL22,-0.010829484934730089,,,,0.09885359295914979
CCL2,-0.029583923986799945,0.029039722037352087,0.17225002669539624,0.07570530425102338,-0.0019145018284550132
DSCAM,0.024896359055061417,-0.029371631212975393,-0.08593206525225885,-0.05192258101394062,-0.032052352790105765
ANG,-0.02654841757867888,-0.0037860362975075915,-0.06480497792670915,0.032400328524852466,-0.01821019526027228
FBLN2,-0.03342386486381542,-0.02672578815689459,0.07695943571287804,-0.00830827937200588,-0.014609080731167538
VTN,,-0.01683640732245359,-0.04917838351463202,,-0.012769967465344376
VEGFA,0.00967225623749353,-0.04139693651334807,-0.046383778417394925,0.00604123956216115,-0.015412123183266804
F10,0.0010209826721505931,-0.03231701531202271,,,0.02461247540836362
SERPINA1,0.01187076952271109,-0.05231130655878684,0.08355091906770588,0.08164818044321195,0.03711053856280837
VWF,-0.005935865137370267,0.0002738449790463478,0.08101733731407104,0.06705909786799709,-0.026596018618068026
GDNF,,,,0.000679084350485313,
VASP,0.014299668475193228,-0.033588063355052114,-0.028277385375481186,0.07696427169384196,0.05118849854943327
ADAM15,0.025573343699282547,-0.007724296647796141,0.08731702260526533,-0.013816266660898855,-0.014947967532405983
WNT2,,-0.014325184625343455,0.005084615338366465,,-0.02256218933185548
CALCB,-0.010452302826429422,,,,
OLFM2,-0.014306412685401526,-0.050217540724502484,-0.04931955338314143,0.06471681324665832,-0.039392145879124096
MFAP2,0.05077296800667365,0.027075030324782538,0.06464234216275098,0.13445589860967141,0.04218539042381348
HLA-C,-0.02703013748066492,0.045645422804985084,0.2154408538534999,0.12334402607630633,0.01984539279226038
THBS1,0.04373439603788851,0.022271432570118117,-0.07880911565587134,0.11326088573739765,0.025252024857710956
HSPA4,0.018297279196786972,0.0019737684243444132,0.02027838952580685,0.12100336293705323,0.02492632193574665
LMAN1,0.014189131533375716,-0.012142360060603558,-0.0744295224112147,-0.014308553704155942,0.010076850672241788
LYPD3,0.005775572910234827,0.10646308862874936,0.03387920859819034,0.08163700150032314,-0.035787218694789895
APOE,0.0701168342294836,0.04954393792314227,0.155734541167311,-0.09748860086685604,0.06218758931295621
SOSTDC1,,-0.02581837168418224,,,-0.028778539556914146
ANXA1,-0.016280556745476706,0.04102066224938396,0.09134540387749704,0.1052481361094969,-0.002579256724856279
WNT2B,0.008596312614865044,-0.02376954381311521,-0.003143136106430297,0.009446690016266978,0.07104088073621928
AMH,-0.039235787076498274,-0.014201288802712831,,0.021116492306489903,-0.009242367280236604
GDF10,0.027435050064519628,0.05060448799705627,-0.025379886960313763,,0.04301904168523535
EFNB3,0.007617342491199599,-0.03241164416795217,-0.02976600494421649,0.023415927329808846,-0.025295214409527762
LTB,0.0025693470649665357,0.06037601356813889,0.022964379448601007,-0.022318133943086963,0.04424782698812635
ANGPT2,0.037606721267227076,-0.0012430636458711072,0.00501729347616939,0.054637503966545965,-0.01670702402313393
NRTN,,,,-0.033227235297813136,
ADAM17,0.027209570475201592,0.02248550078335127,0.04797217964578393,0.055981745700434814,0.019898826653150736
LRPAP1,0.0021267506573722774,0.012126088118098068,0.1758669300664255,-0.047660645828636196,0.0460234708728163
NID1,0.047181071444431545,0.024110703550122785,0.034982802033643304,0.04579140563223629,0.0009622111907532126
MST1,0.0035481670375499346,-0.028701963384243242,0.023877722144481167,0.025185464554566134,-0.017222820148923814
IL13,,,-0.05074591395116139,,
DCN,0.046796237974218814,-0.0513665570057211,-0.0018955463199871589,0.08239973002829346,-0.012223153913108865
IGFL2,,,,,-0.0276158291691133
COL7A1,0.034653476449424736,0.02165572746881623,0.010012588542800658,0.029401256697028078,0.027603005304965275
CALR,0.03746645101231401,-0.07256877173783503,-4.0290425113060946e-05,0.06019563606441799,0.033619274215971835
PIGA,0.006757641486184773,-0.015614257900650609,0.03363922135253515,0.01865010646822129,-0.01614193633559476
CD200,-0.006461671518320193,-0.003649541636907093,0.08368924519498042,-0.019873278157606193,0.0020367815251049735
GRP,0.01838300997614484,-0.0013516456200461,,,0.059556264829474174
CDH1,0.012510838634666682,,-0.05478911264106955,0.10199222035652035,-0.01132517772633465
LPL,-0.035595381914658546,0.08664332043868757,-0.08362694027208133,-0.015735821461482922,-0.0328049380126339
SEMA5A,0.051766145531887686,0.03740154206791195,-0.10215671025633176,0.05466344840317269,-0.06240559965027485
SEMA7A,-0.00169410502980423,0.008050608106472382,-0.0949083025529515,0.016269463702556386,0.05106198489224414
SEMA4G,-0.030777636012031942,0.03512700826941331,0.08618697512388979,0.055105874721599765,0.023593494833985974
SEMA3B,0.04356412605463567,0.0986535763728898,0.014056230105027104,0.009427253589195604,0.06112787696949614
RPH3A,-0.0043028252905641705,-0.04006949396180459,0.03154650926282921,0.04770182999885713,0.014969131067990723
JAG2,-0.037898587049828215,0.017653156295707174,0.05137647924127778,0.09715595860770877,0.020968561286815308
CGN,-0.019525707898255338,-0.013303790572033538,0.016965039218407647,0.026185712540576823,0.007337424992277919
GDF15,-0.02822484931551088,,-0.11428023836116269,0.03310054264162854,0.05044845994040791
SEMA4F,0.05721642903666178,-0.00010583545409024176,0.0023638553094790897,0.05580932553808434,0.060097324649595836
NXPH1,0.03410988060674052,-0.05221687429499546,0.00010195783074567234,-0.00952196145277739,-0.04983217543418314
ARF1,-0.04676413121673452,-0.030140821439000466,-0.08967559260319678,-0.0035696021624169348,0.04119932333622637
DSC3,,,,,0.03059877080323304
EBI3,0.02179198249474058,0.05538502839562551,0.010573242368874235,-0.043992926131617725,0.06384872460583484
TIMP1,0.01025214131942279,0.0026985232142127365,0.08640941791105118,0.04873508894142214,0.0061869584829587956
SEMA3C,-0.04746400997131857,-0.012810567543454518,0.09733609250279252,0.04485746286997379,0.03272852827707671
GNRH2,,,,,-0.01870031585362909
GAS6,0.011925263200615786,-0.0007570229833303409,0.02786004161051205,-0.010158461783196815,0.022037289466151324
MEPE,,-0.028226012839171838,,,-0.023846450646041493
SERPINE1,0.07045862305665174,0.11319595391731144,-0.03731737246570989,0.03364533452505037,-0.054891800293975966
RSPO2,-0.01242712726943396,-0.016816208085765987,,,0.022748230378535482
SHBG,0.014211119468380232,0.03216750831262568,-0.048378067714830726,0.1414948665065219,-0.024120233008230876
LGALS3BP,-0.04009328332803234,0.06121677674263413,0.0831356826669776,0.021541782086158263,0.010292116000522739
LAMB1,0.01674945658307184,-0.011737629333836173,0.0951389600805582,0.04698471294058096,-0.005531187245661718
SPTBN2,-0.012928838097140587,0.0006898608192983145,0.043170362660867226,0.0214993977146965,-0.0016678009871471194
COL1A2,0.023851955724135097,0.01361123383287078,0.012300067787718343,0.08604259618114263,-0.0037318852415943633
DEFB1,-0.02469824814708036,,,,0.04693064173391229
CEACAM16,,,0.1584351754385713,,
WNT11,,-0.02596487587925657,,,-0.022902204792291662
LGALS1,-0.0029665017879874755,0.07664441226852516,-0.05504289921999532,0.1064179769906613,0.008312258253484115
BCAN,-0.014246425729418396,-0.023106837923789855,-0.025239358333759135,-0.0730971421124043,-0.025311400657635433
ANOS1,-0.035789236775869,-0.0020329936528724873,0.060108908469844305,-0.05070134021242502,0.046296151747329664
EDA,0.028315677011081973,0.00027400136145392415,0.18889324059635604,-0.07838915187098122,-0.005870689594247219
FGF22,0.04227818782831459,-0.015513300809565447,,-0.016716809490764033,0.04661096514124886
SHANK1,0.11953264839167929,-0.019421249251786937,,0.06751420065589368,0.053600558734230246
