,MGH258,UKF259,UKF260,UKF266,UKF334,ZH8811Bbulk,ZH916T1,ZH916bulk
NTS,,,0.006770758047931638,-0.013966644236209755,,0.05519996552449216,-0.0010776825563956905,
SFRP1,0.058472252257844685,-0.013287831686745421,-0.015894205037913497,-0.015279113479114828,-0.01166032039716266,0.027317291137439484,0.031217787751121752,-0.029275581807849813
CXCL13,,,-0.015751360170842794,,,-0.03650041552000918,,-0.03753533664424864
MICA,0.02278562507831992,0.023424759878186895,0.04228355862289295,0.024450619192987213,-0.007075327455849801,0.016181006764948283,0.03600990716771783,0.025998703391393527
TG,-0.025455108274497075,-0.014339675637560076,-0.03371099894325252,-0.016121189241412186,-0.020446254365350018,-0.021316523336986727,-0.039352761281138814,-0.041364135225040614
ADA,0.010873907202917393,-0.016034360299623848,0.01307248245354324,0.017296145306370986,-0.004041935995655088,0.02919382613192737,0.08904447785386393,-0.05051254533630051
LAMC3,0.055141676614548565,-0.08023936143867971,-0.0426647626512822,-0.022995703925947214,0.11650950843820747,0.011830750974904134,0.030137691186201458,0.018523486669559427
CCL7,,-0.01036756257503593,0.048478341221683374,,,,-0.02114556195902747,-0.03151037797359907
NGF,,0.02529155885371387,-0.005477543512098919,-0.01538393851370489,,-0.01401548973579429,0.08992937141384644,-0.010561127598443501
TNFSF15,,-0.011544787998292559,-0.01546199513126958,0.0017288577681900136,,,0.018119621767230615,0.05601630707092825
HMGB1,-0.007294149064445454,-0.006825316744302028,0.03652681025332649,0.0517707839310375,-0.0012349777709666737,0.08225700277656722,-0.02713365045169075,0.01702840869952657
ITGB3BP,-0.02222185603737232,0.040077327776337275,0.005240753581762712,0.023876761256923087,-0.0189004743813354,-0.00590196542671025,0.046064855275459504,0.026783634736437568
AANAT,,-0.01050457747353434,-0.013932182329572959,,-0.01825840093990194,-0.019118031659575742,-0.022372886368643936,-0.009359208360914797
RELN,-0.021102959629265942,-0.01823359404601588,-0.012586898615482373,0.006014902269593144,-0.02021362578769072,,,-0.006274756180456264
IL15,0.09397063207736538,0.033086564289789504,0.014789200858126272,-0.013291556249630524,-0.016933822982195257,-0.02293852903597677,0.0033689245511020044,-0.07002299960974895
BSG,0.031373882554717805,0.0005610926504350471,0.004774181808098043,-0.007809354940776581,-0.039737023808312996,-4.5991510994169064e-05,0.0385068862900854,-0.032750425419717885
ADAMTS3,-0.004341245091859797,-0.008473288593394471,0.06605094873453296,-0.021408852038292327,0.09558164842531776,-0.001132792899422886,0.0153328896378841,0.004122747939520918
CD34,0.05234464277049731,-0.0593407387028029,0.01536736198031081,0.0022085389605713615,0.08843416829820545,0.028397635653532764,0.0670101557094288,0.03623953024731412
PLAT,0.05988601386772181,0.017731966795225075,-0.02527956161415275,0.04302732225173533,0.047648894021456,0.00876311506445664,0.06374675150428968,-0.009958076379246597
NTF3,,,,,,0.042617396927565915,,
LTA,,-0.013287831065119765,,,0.002858962750555723,,-0.030110533377298514,
CKLF,-0.013650030876712906,-0.040814679210129365,-0.014822468525885871,0.00205627070749192,0.030241783742673313,0.10751237376918359,0.009661537909935845,0.06413627655577551
CD24,-0.058818994359830776,0.009127863654443126,-0.039879982283331644,0.0032880146272552626,-0.026016008470183316,0.0494813120206541,0.012277934823353152,-0.055490457526733504
HSP90AA1,-0.05448247712548334,-0.03055145136715799,-0.06422874641356574,-0.0017197504978119825,-0.044551109145225226,-0.011324408816664232,-0.0957250508780311,-0.01000349786155157
BMP4,-0.02619700186960674,-0.01145182586839036,-0.012250510727944707,0.01897907526330352,-0.014429367962175785,0.06547852993219194,0.02564595090142379,0.010304957263969211
SCGB3A1,,,-0.0165915092321528,-0.016966906631285448,-0.011816199195129667,-0.011394119711897029,0.004001499458674036,-0.056779545546126735
IGFBP4,-0.021013013123508114,-0.04835859210186194,-0.02452457055708593,-0.005384579223437144,-0.013773239841928952,0.09195608278205313,0.07255110192512938,0.03235145228816607
RSPO4,,0.03989193417301045,-0.019149298689391563,,-0.02348988129863062,,0.013895465745977382,-0.035629037713659
LEFTY2,-0.02520342653334933,-0.02969050287793887,-0.016784907500208564,0.003004052310778829,-0.020904617941252528,-0.016334863114801892,0.04494507645766312,0.007563169012302107
PF4,,-0.009045494093556969,,,,-0.013021193426735621,0.02661267021542365,-0.009912956116205513
ANGPTL2,0.023325182835816916,0.018048329497706978,0.018858346924297387,0.01159520311819981,0.036189666003659714,0.009163101943270063,0.08042694224495049,0.046611954990686155
LRIG2,0.028104565913889195,0.04536966347087992,-0.006926238029315087,0.01682875152744183,-0.014153532212158383,0.016128631741002444,0.08995583203981423,-0.02111628947561605
ICOSLG,0.06277937708636809,0.058123059662681276,-0.05340472003112678,0.11264923429483199,-0.033521162131400724,0.06109939497274034,0.10780535153199586,-0.05473024690972884
WIF1,,,-0.043876920763109416,0.02719952106383746,0.014871853384758755,,,0.02927782490763079
NPPC,0.12791798722414108,-0.014031792016072058,0.00023017416049675156,0.003291596028261144,-0.00690923176503491,0.008427552427803,,0.13240949846902736
LYZ,-0.029396111477926184,-0.03239033267591271,0.014926345656494543,0.003866777064518205,0.0652072116887807,0.021889564236268807,0.017334349115851456,0.04930947526346317
EREG,,,0.0013137630571740963,,,-0.010852224751867062,-0.027154344244438376,-0.03213295566394328
SPTAN1,0.020510297264278027,0.014804652425677791,-0.021579108250550295,0.025345844824894125,-0.06989286252675979,0.05071019309393531,0.016095754873968873,0.07132385392783842
LIPC,-0.03259015855313759,0.020612278843959796,0.11691579367665947,-0.020611795610338657,0.05324501083724386,,0.05058564746266418,0.05149454693589065
COL8A1,-0.0075852323207436095,0.00023998001103939205,0.03102323449718651,0.025748932013602507,0.08137651594108995,0.021343004194134287,-0.016936133681104238,-0.060799600788165396
GSTM2,0.02222473076754896,0.028793970900651094,0.0400520140769189,-0.01123980055182002,-0.016365760147274377,0.12427549677223247,0.02317472001877547,0.028579742522562998
SPX,0.06212578914631755,-0.026636343906204726,0.028062038372512307,0.04106311614606329,-0.01605420939152694,-0.016167475989838316,0.01027915418495102,-0.05236794323431748
MFGE8,0.07870139495591406,0.03273733633081274,0.009451363560975782,-0.008262026328713371,0.010083865660068721,0.020503339974353958,0.0919398652546479,-0.05128004796272338
TGFA,-0.06383167836941304,-0.015590054139358073,-0.045475562130602144,0.019973399711609205,0.004320366965309973,-0.008450609188133831,0.06944383090825425,-0.022997782107125376
SLIT2,0.09924288256152244,-0.03078617263638397,-0.02538691876913656,-0.022696217873594538,-0.02070932492228535,-0.06946587538788071,0.01779312049999866,-0.005024570454800376
PLTP,0.08837633175491072,-0.05470316255657084,0.07222134459161329,0.012110677387916068,0.002277106752061178,0.12280614736442284,-0.0020478777517499674,0.06801402452333931
APOD,-0.0638398850322598,-0.024268360565239996,-0.06420011952573718,-0.018625892031390732,-0.06833814453964127,-0.07259867739704098,-0.03501497730765996,0.07948252951519816
B2M,0.004431603067936974,-0.09540411482238591,0.028402570943830602,0.007586637378338017,0.08448395327278921,0.07433094989596128,-0.007215395006351269,0.050333592725206204
OMG,0.03869281512789344,-0.05783874512427809,-0.040405231972335136,-0.08658957880944973,-0.01717335154845835,-0.007625986892754267,0.005822608978791777,-0.013533721122562943
CXCL3,-0.020499079427887174,0.07199037999873872,-0.04919970042179085,,-0.012195420537448832,-0.00459322603616273,0.006543300736739961,-0.039767164196606315
CXCL10,-0.01068105496874154,-0.023747375457204657,0.03615490871026331,0.061940470119070445,0.03220707914960284,-0.01746519518350339,0.009200125854905298,0.031032077851544528
RSPO3,,-0.010504576697364997,0.02148404251179609,0.01563364307738607,0.2746402129756511,0.03481192562277808,-0.021458610575528874,0.07044937697728426
CORT,0.08536403224734262,0.00264214316737729,0.044775265310218054,-0.030579824798674295,-0.03380938164380869,-0.0136260171045482,,
NCAN,0.0032457558629425992,-0.04757159194516992,0.024038186776636664,-0.01794905521408531,-0.05913756071831421,-0.013953587632984906,0.0034396231695112186,-0.003542408923138287
PRG4,,-0.010367564190666659,0.1787686938357329,,-0.014899818597067443,-0.02010602206887457,0.05660247069417404,0.015155331448770026
ZG16B,,-0.01203282619368474,,,,,0.034622917472289516,-0.023810298297245975
TGM2,0.020047691938135024,-0.028920621757149274,-0.020108906396567983,-0.009478283824163184,0.028624468246441354,0.01245417140444969,0.02946288859389041,0.07167867463903417
VEGFC,0.05249822193716121,-0.01847777540401691,-0.020433594204222794,0.06012766995737016,0.029278182735220697,-0.027301572162384224,0.04571231916844705,-0.04479311039924775
WNT6,,-0.014339676232951015,0.0012240616225068241,-0.013633041293037617,-0.01327090569670572,0.02403047948450377,0.032151644304520395,-0.024603181746017656
NRG4,,-0.012617799893317235,-0.018907548690684114,0.05054136226826053,-0.017739407869698784,,-0.021458612980527154,-0.007064805646592636
PMCH,,-0.0008718033259311294,,,,0.002444329328790468,0.0766298960615108,0.01839820942315671
COL9A1,0.04203784738849006,-0.013178371069277151,-0.02905735579287401,-0.03585612185930907,-0.020213633540901194,-0.022244658551824788,0.0734629597708169,0.01629711542851469
GDF11,0.03529632761744291,0.015301601354426356,-0.021362934942765713,0.014423856512402817,0.008252909190153894,0.006697361887527044,0.053755537623950404,0.011234711198503942
RAET1E,,,,,,,0.04963900689088591,
IL24,,,,,,-0.012813577117764475,,0.005905660659046816
SORBS1,-0.02511460952649425,0.06231883345333344,0.012553466599918326,0.05176802514630877,-0.008832868345352095,-0.03551231829034394,0.0005357184331137636,0.019149907858946297
DLL1,-0.0021075643980985495,-0.03170024044240898,0.021683825333859676,-0.020447942735664363,-0.008578569223383873,-0.0473076627919184,0.054555231158542515,-0.04282319822593999
TLN1,0.021877502075781576,0.04900422706020011,0.006335391668344268,0.013877415973342133,0.009882005131338849,0.02347855099611237,0.04212416599806976,-0.0018145492122290166
COL2A1,0.05489885279759648,,-0.011855991384987722,-0.01476970357160075,-0.012380855602132628,0.03030872177432925,-0.031229531197504108,-0.0029155745882588156
SHH,,0.09410250172107791,0.033445637597194613,-0.016121190964826466,-0.011816198162320296,-0.013610752678549234,-0.009583549117991698,-0.06020610511371084
PON2,0.006141590405740985,0.013443175306478039,-0.04865599390226065,-0.020002084138380446,-0.01914249594996552,0.06607661778216582,0.011748487072523496,-0.022341017608634498
ICAM5,,-0.016791422456706995,0.0048787360331650695,-0.047510977681847096,-0.02307639673575033,0.07878987238977518,0.03765172027540732,-0.05779120438352454
HPX,0.043283128680038085,-0.002305497592686319,0.03971849827031606,-0.013633042212682469,-0.00591299747820266,0.05566738151086191,0.027767383102126956,0.027597555568102658
SFRP2,,-0.012269964465112988,,0.013247142716702928,0.09374723328808307,0.07274309825392826,0.07702379975481098,0.06868261370066536
CFC1,,,,-0.023036504986697726,,,,0.0457350166481762
CD70,,-0.007103676458676649,,,,0.10197599258245087,0.031208444626371235,-0.018072432646103347
HP,-0.0474405026679676,-0.027831961740681643,0.030079787340694664,,0.007342782819470115,0.10443760126841943,0.007977505629894114,0.15300994999804676
CXCL2,0.007233199345139912,0.02837606311480916,-0.014099666549965409,-0.021070456922238127,0.13544585309530013,0.038840472037710815,0.08226740298505508,-0.04377882422040795
NPPB,,0.018672966089252858,,,-0.01520585988900593,0.0294802390525661,-0.021767373018287416,
CCK,0.010698030620910636,-0.001700875000670173,-0.004047979597634596,-0.003401594271767249,0.009156295012912062,-0.06700394451568027,0.06422478102651188,0.06432418870069144
SEMA6A,-0.009247842926442982,0.04478413289347686,0.0593989946283567,0.02651205712244501,0.028599724001635112,0.028834641118770096,-0.019534760836428997,-0.04836138789136232
IRAK4,-0.001894617801751713,-0.018875365972785416,-0.05133372673707804,-0.015401052044238786,-0.009853440697876786,-0.012979345491353145,0.037780429105079796,-0.04524649422928298
GSTP1,0.069795091215015,-0.029710160544666804,-0.03293385056253477,-0.022243664879207037,-0.013771587320088744,0.06809567733941313,0.033625952338538274,-0.03310644708827392
VCAM1,-0.054754586388285856,-0.051948845432217436,0.07144689372085418,0.011159455116588168,-0.04113818765942741,0.04425747058838928,0.08237489670381101,0.05195531030330919
NXPH3,-0.003153591753742914,0.003928811350858779,0.04703442743893389,-0.03663502446200084,-0.05676640996564561,0.0038396957712696286,0.09704231143612746,0.02350869282597749
MTMR4,0.023183439750510446,-0.020197152068921535,-0.011626624807845494,0.018639489946104294,-0.008447175146743893,-0.009409727415458272,0.05850532300444216,0.0485793147571906
LAMC2,,0.04865135527626369,,-0.01867947218763295,,-0.016827822176370855,-0.0316187360173082,0.02571813929974453
IL10,-0.026440113859067502,-0.01568413074876589,-0.013706292088809028,,0.01117266161959275,0.004805872092960873,0.0442830061395065,-0.06197950463293502
SEMA4D,-0.014044987489462557,-0.05809951258586742,0.013263496056165332,-0.09090919661830538,-0.06576635702258322,0.03077437116611525,0.015998024804042645,0.014458357046905613
TRH,-0.023372680488278466,-0.0034572336189017706,-0.01166719440169577,-0.02555387727765454,0.052620759551048696,-0.006595175588403991,-0.02438091753260318,-0.02452165026744479
SEMA6D,0.058460309202546225,-0.01986438647875853,-0.035846328656974374,-0.01628697060885635,0.01045885503185948,0.03928474769363211,0.04793368865020027,-0.013161231860840962
CEL,,,0.04178613379557256,,,-0.0018203348618204991,-0.03425373278506885,0.01681885596993424
PDCD1LG2,-0.0031744246546293303,-0.00949840483602001,-0.025940995490936713,-0.013117671815420206,-0.009027115181176118,-0.01929589671339487,0.0072051026735309364,-0.018917486961662146
SPINT1,0.09420519118640829,-0.01956316088873176,-0.006706030258941674,-0.016966911815528823,-0.019978614351738665,0.011273208638079813,0.09830194118727961,-0.0009946150380924694
CTHRC1,0.05546176378730882,0.022416936271814493,0.02643498660590503,0.0426238890196908,0.040078117031595445,0.02715182715811598,0.06814619896472043,0.05511691016512497
PODXL,0.05705282030260352,-0.06176177719908982,0.02359952344836411,0.009551744859603998,0.02170147387840958,0.06497285532743378,0.0862522520898561,0.09253242064472929
JAM3,-0.051354573839163226,1.9551737139689173e-05,-0.008933499652761731,0.0347540095216738,0.01841401935566434,0.04237039164248796,-0.02210409218756648,-0.01005239118436483
TGFB2,-0.042795029203518985,0.011118065954866146,0.07964974308780129,0.0383590297307224,0.003527739675602713,0.004953273841226616,-0.033805202419148916,0.08165687269620672
COL18A1,0.019276285434743884,-0.021561545346534816,-0.0028031539607345822,0.00018192914915879068,0.060325364003194465,-0.0002695988613554517,0.03327681320453529,0.01697087860253174
NODAL,0.05567737059169202,-0.021217619125480487,-0.028100377378755762,0.006167652787660612,-0.020904615602841514,-0.015827786140341384,-0.033367502831510465,-0.008620159765528254
INHBB,-0.018187551178102557,0.019520017574838653,-0.025801046102729756,-0.018244813627595623,0.015250252551242629,0.010531093548012767,0.05258522425041311,0.10817115778613948
LCN1,,,,,,0.01208986283571786,0.04322135540278852,-0.02499074391663145
ARF4,0.0029127944937743025,0.04734151354355886,-0.001154114513048822,-0.005218256482049294,-0.007031187132108583,-0.03282804255127206,0.011857242246639876,-0.00961692102373436
CXCL14,-0.09123001313887112,0.017057130149325358,0.03203461540763961,0.008560611358723635,0.032996631645679265,0.0622370750447204,-0.0030005131892385894,-0.035633987295613206
LIF,-0.031569196845635236,-0.010286823050079063,-0.04831199665446099,-0.01654899859392355,0.12553344008610764,-0.004731538682075525,0.024257945744347042,-0.04993507935290323
IL17B,,,,,,-0.023933033194309707,-0.04164626982871768,-0.028255471675746737
MMP1,,,-0.011667191856530963,,,-0.024636969307016032,0.08314407953124879,-0.06323357933297961
MATN1,,,,-0.015976250606792818,-0.01238085406139439,0.09824601610421106,0.024716493402469116,0.01380418432275031
ADAM28,0.023174892468198097,-0.046669356670692136,0.022966631356176187,0.047379536049233985,0.04877041265959622,0.02812643775871739,0.08418814614367735,-0.030986157755573233
TCN2,0.04002021616953781,-0.060540029162277006,-0.051598483677962284,0.06098588709755173,0.057996774479547576,0.0025102046414444273,0.03198108662894982,0.006661248609326813
THPO,,0.017970286022864813,,-0.022718924970912022,-0.012380855483614284,,-0.005740758406947481,-0.01296891298011433
CUBN,0.0866337379203276,0.015961739951108375,-0.01550835833818661,-0.002701369294262531,0.025829516255041887,0.045716027819607076,0.09618871034648666,-0.034915319361267745
TIMP3,0.07963400917410537,-0.02495316847082951,-0.012411895418901382,-0.016089653407434127,0.052713054537689125,-0.04752808877202373,0.04850704114945642,0.055747682254933435
PIGF,-0.02360704698902111,0.06154153717202683,0.009015526923169913,-0.045659589978079396,0.041355926266689644,0.008465774223108744,0.0723866261908838,0.04798894983563231
CRH,,0.0826848221245051,-0.011855993560371505,-0.013463318815949024,-0.01693382142181678,0.0540497073513584,-0.03656067040060752,0.003090811088189086
BDNF,,0.036171993553728875,-0.010661656173797258,-0.05103870628455869,0.08257545642719845,0.001086645604493384,-0.02148645287364772,-0.03878962883779209
CCL5,-0.07023200983164295,0.0012073220340184725,-0.053225731423990216,-0.01966659522588025,-0.016796119330588756,0.021642297788772507,0.06216739702615178,-0.0138550807484181
GAD1,0.10585552723659256,0.0012139589366679346,-0.01375494942893934,0.005840630938188907,-0.013826394572365055,-0.02030450594216493,-0.00982464109843692,0.04819182697949391
COL14A1,-0.04530990574458409,-0.03611971005929128,-0.011208610524316733,-0.02084222501170748,-0.004573897535786388,0.0024121419215615745,0.07487886702662161,-0.01084913527885039
HLA-A,-0.011545682206986891,-0.0031725723928228665,-0.006534092235312091,-0.007316162917841652,0.010910159665586212,0.06501416584136371,0.015613253729969245,0.01599054966687457
CD5L,-0.044687580519103584,,,,,,,
FGF18,,-0.009654625866408145,-0.016176438074109338,-0.018679469466593216,,-0.005918060558800387,-0.024380919488665064,0.023686132845864308
ADM,0.029982117536700503,0.020458507921034843,0.0033065385742888117,-0.012250497614428434,-0.001910228924254915,-0.03015073885331157,0.0024171250727137786,-0.006258004639818426
CCL15,,,,,,,-0.021145569579749255,
GNAI2,-0.016764224074442398,-0.04593343896658847,-0.002324190039314156,0.004406727120617875,0.01699058110632381,-0.03048168645677149,0.018736823422553627,-0.004684180202191793
HDC,,,,,,,0.08748831450857537,-0.02574948340509234
COL11A1,-0.029436199425354765,-0.023240436144931768,0.02312322754713856,0.01208177087583651,0.03174144326776708,-0.007780193844717921,0.038256974436290905,0.008067938719869333
NUCB2,-0.0006429823442507437,-0.015499949132731566,-0.005687075162484204,-0.028613427306912357,0.07413481216469589,0.08320955927432433,0.019740507597649042,-0.036122404359293946
FGF16,,,,,,,,-0.025372768483797895
CXCL1,,-0.03196159136273737,-0.03718306288658418,,-0.016796122178228283,0.034481087592043054,0.08452869763888572,-0.037929760763263855
VCAN,0.03199732735187359,-0.05102258834075247,-0.02937375293678627,-0.0014832503038752858,0.02150574977547612,-0.06360241608105378,-0.024127789658452945,0.013023921774751894
MMP7,,0.010280569177103927,,-0.016548993948701667,0.050922156449472615,0.08011625151236361,0.04387565951748808,-0.029255178485676787
PTPN6,-0.01585816948133341,-0.054561659539255375,-0.07187602528663496,-0.004014988205807957,0.023957268787066315,0.024212869011824564,0.05134359044263067,-0.037752759980659516
PTGS2,0.036395739586190426,0.003242164750747362,-0.05699287138139912,-0.04058255312743794,0.059641017014961877,-0.008578566963538016,0.01416841860532647,-0.055619262467000996
XCL1,0.12146501562476295,-0.010504578465306526,-0.012405932512498883,,,,,0.009104415430818007
CD58,-0.0023025137350947,0.01572095481744654,0.0064369760470799915,-0.04535542053318961,0.01727667264525586,0.027036989477416055,0.021716696369933786,-0.03889417839980044
TNFSF14,-0.02385172727937299,0.0029800437682332677,0.02359747453691405,,,-0.009515104200491849,0.009426706061009003,0.0434187402544007
CNTN4,,-0.003920815189875382,0.02488588725127152,-0.020155776348105385,-0.002632518483652815,-0.03545715322376551,-0.012578832065448079,0.062147574740491214
NTF4,,-0.01328783173854756,,,,,,
INSL3,,-0.009654623972709631,,,,0.01243131801670359,0.12654259923060582,
BTLA,,-0.015324822327957567,-0.012933597636536464,,,,0.01549221688941295,
MFNG,-0.08277144284814061,-0.008162510423689628,0.006655773437086672,-0.008419168416392802,0.07102856143753251,0.05160277737635026,0.06041157420915779,0.08306125777303364
ICAM1,-0.06355566742025764,-0.020028754516264628,-0.021004764678695314,0.04992643875014319,0.12797952238258042,0.0025281314809937035,0.016261313600349724,-0.051273301006018235
PROS1,-0.008464051813649412,0.04209591342609352,0.03328682929689835,0.024860391728318724,0.045311224896885355,0.03557016839794634,0.029651067120857286,-0.04923371374739322
CLCF1,0.024490435445026198,0.0010506754017558459,0.023292934508317393,-0.015383942464711255,-0.018528783779097575,0.03229471223698973,0.02612287091489337,0.024852168872386345
PSAP,-0.09249341317492525,-0.03725688317052473,0.03563738264524627,-0.008522876573015849,0.05075084449348817,0.02295983221726228,0.018422996370939772,0.010280470235198295
EFEMP1,0.008426998639265292,0.018092061352280933,0.055182818861256186,0.05301703018741872,0.09610806434835542,0.128239961601877,-0.0004428948693590639,0.00015257172900422095
C1QTNF1,0.044383775194347955,0.003713151381202206,-0.02220856176641815,-0.02258453006126131,-0.0354952810065586,0.05802626991676259,-0.023301740172244914,-0.055439135436236374
ALB,-0.03436240245132629,-0.017140406494491535,-0.0182038868940589,-0.01583009488091734,-0.0022364252755247764,0.01786527313755993,0.02101568979605918,-0.03645664582063347
EFNA3,0.03846338210235762,0.03843306518783388,0.01227956824386282,0.008093629378400887,-0.04152773922019223,-0.00406921588254954,0.05266636372670569,0.07417311192578224
DRAXIN,-0.04963915209319854,-0.04131895485494924,-0.053166030768895305,0.005505202940548094,0.052786281063363596,0.0007034118997526407,0.062066961084926396,-0.014622600816683701
RAET1L,,,,,,-0.014947332259705915,,
NPTX2,-0.05972519802601359,-0.01083039528318347,-0.04068495578420969,0.008323503049017064,-0.022006366658107828,0.04737645467809189,0.08146653084739862,0.07299204477616955
FGF11,0.03813776056689703,-0.03779493566933965,0.008048267435242172,0.010803253836277768,-0.01918434136770689,0.024254788138642496,0.06481179658438865,-0.026071851216873047
CD59,-0.00959531219739639,-0.019603647762029518,-0.011571945159127009,0.032249876078374096,0.06791997860107052,0.046776726635838206,0.0200402698283567,0.14127217750062113
COL9A2,0.03700966581545254,0.045710492150579235,0.020245749981836182,0.004454823494165033,-0.033731818149696224,-0.002613801415083833,0.043793020489371386,-0.06710059121812775
DLL3,-0.05395933647178848,-0.06017694906283504,-0.012666111231497135,-0.024656310043790264,-0.01049160446347884,-0.016928762029668483,0.01690476377304199,0.01304959525497109
FGF5,,,,,,,0.0030800877511639275,-0.019795153390092437
LIN7C,-0.019251763630208963,-0.021247947827934446,-0.004859059621946774,-0.029683551309003957,-0.021610032793866623,-0.03253037454873348,0.009834050701920073,-3.041933903121209e-05
GDF7,-0.023642170879423205,-0.017226667842351027,,0.0471052252401909,,-0.012813581177365155,0.14706212360715584,0.011322463661076011
PSPN,-0.03258761498773288,0.06402283003387764,0.01913803195162071,-0.016797118554361862,-0.02268706163011,-0.015522881416881445,0.03118725097492632,-0.01964985347506553
ANGPT1,0.04380861909325118,0.04550737057215347,-0.03040924831730828,0.030849766122571107,0.1040973674904238,0.007426427548060733,0.046048063579737813,0.003370007595566227
PNOC,-0.03338766041940874,0.036218313170178054,0.027462671592041885,0.06818501473852714,-0.024497566276436664,0.04566780774921568,0.07071760377950348,0.09970594143485721
L1CAM,0.030492421364734304,0.005350951695478727,-0.03595571041535539,-0.005556688957068621,0.0016220514537775184,0.005350325703376528,0.00962664318815381,0.00016955615167789929
APOA1,0.002645982803605084,0.06291686593897275,-0.036171784104345926,-0.03656058283465939,-0.02117848034074627,0.06651339227487145,0.08068445001555265,0.07301406220585616
PSEN1,-0.03573420120022985,0.032531441239658045,0.03466545914815478,-0.01313905828972747,-0.0034261737238452917,-0.02802915341434892,0.0036098982950158788,-0.011175073135306407
