,MGH258,UKF251,UKF259,UKF266,UKF269,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
MIF,0.12598465764111952,-0.020845812865670818,0.0297895800449849,0.003049777922050026,-0.0867083075040553,0.03524470821470961,-0.008236974331575213,0.013964195575387977,0.0070566762246118695,0.08630198850888754,0.012497409461101644,0.05846464323545121
JAG1,-0.0844431596890094,0.040525170225027156,0.04771132489527644,-0.0039680155035218025,-0.03303937778769079,0.015000754840776096,0.05633561466746237,-0.017511099140238937,0.02856996234947861,-0.08334320896999735,-0.005121076746924807,0.024995458320851083
NID2,0.05406491713461987,-0.023248888452696178,-0.006074273560414866,0.08494862774836025,-0.07905199913355677,0.008146382189022717,-0.03130060498110811,-0.00019596586440647463,0.024443597494870396,-0.03835601828473319,0.011832944938212126,0.018527498424237038
EFNB1,0.13484464582868094,-0.04464311418588466,-0.03365434695464881,-0.027741748883137452,0.001862923268414026,0.07669603587416395,0.06225377285477376,0.019774763379429332,0.02768984690311755,0.053204850710569795,0.030474193570709684,0.08983978059445379
COL4A2,0.024002833115141897,-0.045090878807043495,-0.0781359340766386,0.05384336221343396,-0.07116446011681457,-0.0016926306844275815,-0.007369946253539658,0.05213634508759752,0.007714605317696475,-0.01148324476252871,0.06505321334603263,0.002652058806145054
SPP1,0.05631507359036721,0.04300158836978294,-0.05305308246599994,0.04855991637769525,-0.049295260588792154,0.06544140972308081,0.02417713715427849,0.011538475472591103,-0.04716224681400158,-0.013774296647970542,-0.06319283346294399,-0.01435194707157259
PODXL2,-0.014045546243870477,-0.030412574096725088,-0.029356300823022263,0.018421577311566937,-0.028530541482277127,0.0499156076476679,0.03638112341743315,0.04256342014155973,0.05550112230301216,-0.03533180647207542,0.06588230745679767,-0.030557052644348513
FGF9,-0.01867989360828954,0.014855043006765432,-0.0036903863186380395,0.033935962031673345,-0.01356113754489323,-0.03263801415683819,-0.0008780310427241306,0.035820613827179035,0.003162964331770178,,0.0218728465538091,-0.023038466451180215
ITIH2,-0.054243646018270586,,-0.013287831972151802,0.023288322199522517,-0.020747207129583993,-0.0036888607411130663,-0.025021717873707966,0.07048024598936638,0.08250088100525271,-0.05238031734145864,0.003942721117841854,-0.047312308544044265
ADAM10,0.0003560010317539165,-0.03178149803031604,-0.016748174346781226,-0.008752605819194,-0.029260611684046898,0.0849681543388179,0.06184431262704762,-0.024735689248185453,0.0028515608316539974,-0.012836067927372888,-0.03873153792937712,-0.016752118939325607
CFH,-0.0031674675673364575,-0.03225295713882313,-0.0014959467818982533,-0.018955482420314237,-0.08240035169137491,-0.020591981295716082,-0.015604048362072813,0.07804329262305319,0.07201429606567132,-0.08591073046679253,0.05122778326503086,-0.01211098704374942
COL4A5,0.04021203826788252,-0.008516531446980957,0.016403525846387546,0.055448370678676855,0.03692509726524738,0.0756803423048994,0.0024428727899027595,0.03631462546091728,0.03353993554824597,-0.0028158658703068586,0.02782446513325872,0.028488806322514586
LTBP3,0.0326251388575565,-0.001919454320200773,0.012359077649136838,-0.04181203546717282,-0.038967693098585665,0.09580338256724806,-0.07158452837058263,0.02519089773689096,-0.015992508278985424,-0.04813823389012916,0.005450063688327409,0.004202299165035122
GNB3,-0.029130261261880296,-0.008237748571246805,-0.008603909023943295,0.03629242490523969,-0.05009172115344096,0.04348900004686974,0.08297156397157544,0.009059462589970141,0.016323449725044393,-0.04328094716045629,0.06133665705883772,0.02999697093379558
COL6A2,0.04905455746345428,0.02559759934733535,0.015296030768675358,-0.03135433278854954,-0.09458022133901564,0.05124297384970345,-0.005077850944757505,-0.026828392883878963,-0.031917444319853217,0.03430201602497882,-0.0020178770592528864,0.01278745228573178
PLG,,,,,,,0.010440953308567041,,,,,
GDF9,-0.02005463506545624,0.038517752833256716,0.08022533999192387,-0.036037215488008575,-0.058286138979123214,,0.06765783584621915,0.007172359815336316,0.13873945913860175,-0.03718845940520346,0.03246383041236641,0.04600482855228045
NCAM1,0.00896425355363723,-0.03943716920684898,0.0021605590257524204,-0.04806132005270859,0.054812339582907085,0.054477366253343325,-0.004130434353176746,0.03785946037550266,0.030897471302540818,0.013278645037987613,0.010894224318093016,-0.013368227691147974
APOC2,0.01482525776739762,-0.0015283490039497765,-0.04106201028665786,0.01662053502656304,-0.041719344656034496,-0.012666817242316084,0.0386844666344303,0.1071627060264914,0.014978405600733328,0.002655560581272146,-0.027918007053409705,-0.0033271422286334663
BST2,-0.09526656512686206,0.024159424117364384,0.05756376239920251,-0.02690758208639465,-0.09016244975217687,0.061016300217637646,0.04712617287420089,0.06337040645112306,0.027830758990896997,-0.011650263392301961,-0.03573464987249845,-0.03652487552980636
COL5A1,-0.019266602149488592,0.04640927755003784,0.02513938967802862,-0.023330649018082357,-0.02916569970456804,0.008672820547815702,-0.0565821992563431,-0.0033280186446220266,-0.03873139685545327,0.018139188603116044,-0.02581080664561514,0.008979776450114328
CALM3,-0.049065071390453754,0.02559045673015192,-0.01422516897760309,-0.04943734692600201,0.04493215167038983,-0.04721159220560623,-0.014683527088746765,0.05350367580787209,0.05367873998406291,0.057182852618392226,0.058341209135957264,0.05817446178353161
THBS2,-0.032854874655923516,0.015467982318355677,-0.012401613441851672,0.004356907430297462,0.03284091979381327,0.11004372366069924,0.04140952337231052,0.03897246009786844,-0.028004910803882687,0.04152525868420192,0.038083356001412744,-0.026851790622183975
SERPINE2,-0.0643756596638991,-0.002849386760039298,0.014944784218273674,-0.01479187363199532,-0.013391118440092002,-0.035017444047240845,0.02046804169278527,-0.10316842837946874,0.011095356627584806,0.04285888490440167,0.040360088636103256,0.0562182446990421
EFNB2,0.032912534929996407,-0.009837801635340617,0.06972460366310915,0.04702761352477709,-0.05794018906086496,-0.007811369713470573,0.015034217451955408,0.040872224443638916,0.022653835601182542,0.07702280784241884,-0.01467732102021992,0.009628375900440864
PROK1,,-0.01621923459007878,0.011932906814484669,-0.025667480239761828,,,,-0.018878714436869826,-0.021984639624188118,0.01585495312195247,0.16522886769857342,
MMP9,-0.012175690540338208,-0.012594077393283148,-0.058676159734343404,0.027814595499621557,-0.08930424332017246,0.04223254015037357,-0.014738138650186423,-0.054548545314359445,-0.04971847179885299,-0.0454689019034196,-0.02034277171368694,0.0005377464075464383
NPPA,-0.045050143840937036,-0.044033934801595925,0.021157387353934926,-0.02165062418380196,-0.028244204082920398,-0.017717776986221987,0.06829378481118109,-0.02758406571169458,0.10853346989233405,-0.0024286520874533635,0.025350334840773567,0.0748072292638094
APOB,,-0.012779961093419362,,,-0.016337608781124946,,,,,0.010083082767154045,,-0.013369186131514391
C4B,,-0.014676710374532621,0.05313508928376493,,,,-0.0266733517577128,,,-0.028132599567160143,0.017039120918565784,-0.014804076669526399
NTNG2,-0.03201080846038025,0.022095460813363322,-0.021768638300518076,0.0379625389177543,-0.04882312081721104,-0.0002042153569119204,-0.039145517930499675,0.004340357150639717,-0.020499655411097165,-8.737218510036443e-05,0.030163253079470737,0.04921674715121551
LAMA1,0.038254257372159865,0.01727507359738934,0.05196867257857434,-0.030421246011529617,-0.04815656728058079,0.09212107825572577,0.0288684200188406,-0.03885313221550077,-0.026104870931181315,-0.05037269756744168,0.050800155648864274,0.05129874450845627
UCN,-0.004592833304467209,-0.01425119201122356,0.09633784392724583,-0.03258386111450603,0.06186336854924483,-0.02635779967279218,0.011029158454317371,0.017831953957074393,0.10332695322500929,0.02507384584333723,-0.00022287256583620457,-0.02965709164786126
ARTN,,,-0.0168792677347038,0.03365937301504583,0.038783302158711806,0.1710009872470308,0.13700112853135027,0.10250448671859876,0.012493759126389102,-0.035051524252792565,0.02762200391061112,-0.0339731568580612
PDGFD,-0.006944475957097463,-0.00041488341644056937,0.06912871122072095,0.005329611488383211,-0.022985940108286532,-0.014357549737802058,0.06787907645726518,-0.013101241368855765,0.01659549308215426,-0.05627564887730907,0.026451637224606413,0.009906223366270575
EDN1,-0.04996252620318224,0.013845618152626615,-0.05111653457043763,-0.018847116864735485,-0.08387018958287691,-0.028144131747138673,-0.027174459913143864,-0.008009916371037856,0.03038075627175436,-0.016112531988073803,-0.05296185869409684,0.03235474643965093
ARPC5,-0.07381059220978596,0.028322974863152012,-0.023511569175407112,0.05359450433425282,0.026761810632744444,0.038248083774142336,-0.0216197111775811,-0.03327992925793116,0.03105122341808835,-0.014581432420462481,0.018200973472247525,-0.0037557597718636884
GSTO1,0.054180765150757995,0.05084790848025487,-0.006091685844969413,-0.012234500468561612,0.05225534462152858,0.02611648628407855,-0.003681810202093552,-0.02777667825614264,0.004984562442319499,0.0038658470204298184,0.0031851293485330476,-0.016126079547677145
PROK2,,,,,,,,-0.016404126856039335,-0.022420491523377543,,,-0.012189587113037375
SYK,0.014702547856773144,-0.01587070447123664,0.0823200026944118,0.05466397253585101,-0.00511776743234785,-0.041702768802112586,0.008585163948296476,0.020786941862767028,0.008219815276994257,0.08604648608761305,-0.020206668176846042,0.02141109482121908
CD40LG,,,,,,,,,,,,-0.014457870576916413
ST6GAL1,0.0002444200134285914,0.021741656830143823,-0.02552798023677663,0.020650721628543804,-0.008826015063494947,0.04495918732225869,0.012329564845525803,-0.011014277891490174,0.09820218855710033,-0.024268944630963112,0.1279008289346631,0.07903847132806559
WNT3,0.006200430841643349,-0.035311430252154635,0.02843611338084532,0.025651241580230022,-0.01820172546690954,0.011737161791827943,0.004656642445999767,0.0019275136822104473,0.055238295140979346,0.00020989009861740123,0.011254586386714631,0.05832229031513922
HSP90B1,-0.01905731220083644,0.02712590178154532,-0.0019067055358358731,0.04011148123308541,0.03551997034155113,0.02420907728999918,0.013232085368697969,-0.05755218679286917,-0.09148021303863811,0.026235311642441018,-0.043782129984429735,0.0034407884980403665
ZP3,-0.037092708413139525,-0.027780974991201517,0.05089605962889135,0.04459845379221066,-0.01755092752807129,-0.03944097614491661,0.09077355818661771,-0.00011495876460085247,-0.019138903958774236,-0.04141319726111776,0.046912139638763596,-0.04440604804499044
ANGPT4,,0.01863612216365322,,,,,,,,0.03929454669418948,,
NRG2,-0.006887752377166281,0.15298622626709654,0.014638488059828854,-0.024162750944377035,-0.039857917495600366,0.016045512514023523,0.08230296955207404,0.00473202002283882,0.09185913408236264,-0.0288859399927856,0.0018654562489628314,0.05822656602078339
MELTF,0.0002472785313918388,0.00411513477166858,0.0029505185257834676,0.06496501822764296,-0.042144029506821556,-0.02906304778810427,0.060125630193698064,-0.014908808890477097,0.014403027465974742,-0.06743270321952653,0.021803947791322574,0.009671853015167221
NLGN1,-0.0013023590714578374,-0.0303637447092168,-0.008296430445465101,0.05767298076975005,-0.041408667633894336,-0.05844678859987674,0.03258801309355158,0.0380593345901573,0.014776352536743215,0.02101987693239784,0.01970792343172032,-0.00110150181697265
SLIT3,0.016239219521992202,-0.02589221622197286,0.025178456750447067,0.08590850170051784,0.04923728728968785,0.03876436939475617,-0.05263195868604203,0.05813262662806499,0.08789942220859265,-0.03559618717544098,-0.00988287321819835,-0.025648518786255035
CCL8,,0.09735601763044416,-0.030786170828705283,0.019696062501366244,0.016091263119902655,0.037691091302060484,0.04602046837677828,0.0800650971222218,0.005889528084927869,,-0.02102963924230406,-0.02445188188907281
S100A4,0.038134543060380895,-0.006997827451645882,-0.07628405226687893,-0.006708004852530683,-0.028504072118160792,0.047529818648333604,0.040398334963299816,0.015857896616848288,-0.003576535205991653,0.04493963301950668,-0.04420837219418451,0.013881187625184865
TNFSF13B,0.012558472220865025,-0.022299044528861008,0.0014068541913604055,0.02258527462180601,-0.00706882148729985,0.0436695224581819,0.046286645498462294,0.04459147885280882,0.04512043299652258,-0.009387016987964817,0.050475578824348076,-0.0476302693818528
HSPG2,0.06907017616057849,-0.04639682984706366,-0.05562557493310863,0.01265903579922869,-0.023572575215498277,0.029668159150473612,-0.0372382741598506,0.0115468787342418,-6.96564407751015e-05,-0.06842585805986587,0.046021382541712036,0.0013673504063119058
FAM3C,-0.08529308843194208,-0.021488064615705734,-0.001245475507014142,-0.03979104671255161,-0.01601787308356966,0.011279806679574124,0.013560972075804366,0.009430121738262352,0.03389663865584306,-0.05160326024616266,0.00817153340512385,-0.030106264242479877
FLT3LG,-0.010127994230576177,0.03131786098834584,-0.02051189357973462,0.03755617617441358,-0.06517734200404043,0.09583113575368825,-0.02150711113760389,0.036833367783266735,-0.0030037664788471695,-0.009639660084174962,0.004665428655888921,0.0355381912854868
A2M,-0.00856387847998777,0.028691240990800844,-0.09101910139615131,-0.01686465382729196,-0.07836822445132363,0.0494485394833123,-0.005649938008883594,0.06118513427785839,0.02710996613831731,-0.055954491486847224,0.0380999120863187,0.002095627325558355
VCL,0.05362112456974652,0.06155044836536755,0.03319256160189303,0.026557860657778647,-0.06408952357254187,0.007257129954186759,0.005938096706835563,-0.013066426170710379,-0.018770097694991897,-0.056754915439325905,-0.014426461382176688,-0.024428549330404548
FGF2,-0.02936327149227611,-0.04650057967338684,-0.01361932347982909,0.01459327102239824,0.01181893612815469,0.07250830746505198,0.008253393776022114,-0.0399256518458252,0.02431739945566265,-0.11408969972518665,0.026738823786511497,-0.028510855630778115
AGRP,-0.015602700557496588,,0.008238341245790448,-0.01856782793533175,,-0.03307401863117981,,-0.01945058554605408,0.17079016620440157,,0.04269380493796471,
CNTN3,,-0.013144175480358618,0.039540418890834046,0.054094802208502955,-0.04247218636633446,-0.02525295816898991,-0.03817489535429021,0.0641772864347381,0.03705196259776456,0.001462231572480733,-0.04403953984425949,
RNASE2,-0.026891860551823982,0.042964494837142986,-0.07669806306817449,0.009151017215323392,-0.07556122776596502,-0.023555519649092565,0.012624578999602402,0.02147931336560623,0.020708178472248706,0.027901228432340823,0.06519433572247055,0.01877878656216295
ADM2,,-0.02182556098185006,0.09745667402298558,,,,,,,,-0.033973070072970825,-0.013741077257574504
GAL,,-0.023387692636786344,0.06413632910011767,-0.0024394730513529047,-0.009085373361223401,-0.03753200253380848,-0.02356789881075806,-0.024392809775511625,0.027990463817375917,,0.06645676607216673,-0.013556333387863393
CXCL6,,,,,,0.016485964148390406,,0.01601142178752577,-0.04411848861423597,,-0.059360777656749276,-0.0248280810277407
PDGFC,-0.01000838043552946,0.004310886615915536,0.006756921591382152,0.05449296602844818,-0.08532261043548768,0.041170479523962786,0.053245273008776635,0.021476139223275993,0.03859408985227404,-0.04519046634003763,0.0016510360274725876,-0.022791222292322767
COL8A2,-0.011631750864544408,-0.03105530652081083,0.014305131182666237,-0.05340395388885169,-0.053088712427737925,0.02028450241061232,-0.007643264234030511,-0.014018332250288779,0.0220938525672579,-0.008540965434683107,-0.05261884673452643,0.0040512185404981286
SPON2,-0.003013489743045849,0.08112577582737507,0.00515459664677368,-0.010408377614748636,-0.038906110169694405,-0.06251142529195149,-0.06336499040172905,-0.007961897769031067,-0.01892193075474223,-0.03241699530836842,-0.023474653168461656,0.03420348941089277
LCN2,,,-0.014937898530289602,,,,,0.06742779766882225,-0.035946999027875515,,,
SEMA3D,0.0005654848192487066,-0.032107172621886525,0.0019986394588429423,-0.008335673655732666,-0.04887421458871074,-0.07885916202689723,-0.018044102757083014,,,0.020728493994280187,,
BMP6,,-0.012594078170790963,-0.010639901174468797,-0.02427961541326268,-0.01813593842914504,,,0.11074544466614797,-0.011437153999155911,-0.03337091634691773,0.048628633787928234,-0.02832246965055429
TIMP2,-0.05360362892421335,0.029695924687862498,0.015058895216530692,0.03692071337442821,0.007207179352037104,0.041410401395339434,0.026863152334973727,0.06180597375623279,-0.047878069752867125,-0.06889774055541441,-0.019308880384063056,-0.05525522970763401
EFNA1,0.06349246014046302,-0.008245430856481576,-0.05445688341485912,-0.004147601263468894,-0.06066706061583682,0.02747374242585383,-0.03271456066009836,0.040620426819921805,0.060576798751221794,-0.0025676609611364892,0.05465495145593641,0.023036177274276964
S100A12,,,-0.012269964794998173,,,,,0.04084663565395442,,0.009478933134838545,,-0.014974372520242718
TFPI,-0.04575832928569897,-0.030604883964408157,0.026591705249335316,-0.013275782997457472,-0.07714470713438605,0.016208244445115764,-0.00034204548112493473,0.022219174993463948,-0.002980737383279109,-0.007041013766472408,0.022965308300300906,-0.014878724688408942
GPC3,-0.022057891767794883,-0.01983043686038773,0.059827797047879855,-0.009836863066962973,-0.02393048955118856,-0.035468549744554066,,0.07079675038528864,0.05539146501262491,0.045798705357604205,0.023811982035216447,0.037050142130594065
NMU,-0.04545317897177174,,,0.03576026692603233,-0.0417916051779596,0.06324123847817366,-0.034973230588724674,0.041729953150394045,0.045174487931087394,,0.008688870332645498,-0.021825548178553134
SCGB3A2,,,,,,,-0.024879741620133438,-0.023558648760394443,-0.00363246375687958,,0.03140070796657125,-0.0019105077520406785
LAMB3,-0.024131274014421885,-0.016282241594180343,0.057430065436162914,0.024265752971764146,-0.011822034414039468,-0.019765401296554727,0.062047002843742906,-0.03512970389228892,0.03338210055176994,-0.061221335049075176,-0.01758131026128734,0.006862326952902638
LGALS9,-0.020125447878687648,0.046780016575846434,-0.02380205534481254,0.02564199241088403,-0.001456390738584811,0.04518278138294242,0.04749509508882787,0.064984916065945,0.06689550989080485,0.03261012159280241,-0.04622869303822703,0.003112419879629873
VIM,-0.04008223884363069,0.02451268500990983,0.03202211061051638,-0.019550221256228795,-0.028774882850481392,0.04975531655734416,-0.050674331539008625,-0.018792591529007786,-0.06725033181817318,-0.021809429001182712,-0.06269604557392287,0.02890904494347808
PLAU,0.060944279661007406,0.0035796472593619495,-0.046762078353246556,-0.02060180225602455,-0.09453534413859352,0.01914635733476894,0.009911605377307488,0.038226613172108785,0.027815054521409154,-0.04025040810929987,0.06861327730655556,0.003899079772397697
TGFB3,-0.01611293563000518,0.003830339201611668,-0.01360211123755316,-0.0002291268289775578,-0.06391881480108465,0.026205808450219314,0.04313441674689859,-0.00761106851378438,0.0490850474615269,-0.01306182359298319,-0.0068840237243816,0.030288410772229005
APLN,-0.03802020327564967,-0.018572605194953108,0.017816481793635836,0.02130587177608177,-0.07612906517082355,0.04428593329998563,-0.031799730731447956,0.009988095361623255,-0.04475226401893389,-0.015648926994279094,0.014846631393689498,0.040319201149165276
SHANK2,0.032865568903185996,-0.03692780848275915,-0.026935218464695435,0.04342079429819077,0.010564535837721942,-0.04173293029428042,-0.018125623822128303,0.0018464847472347873,0.043085849446491166,-0.0072365524300769465,0.0012406994549466496,-0.021370861175915003
LTF,,,-0.041875627534136116,-0.03032117769917599,-0.07332648236500326,0.05197426563628482,0.02131213262396656,0.07002990104325615,-0.01658215026472194,-0.007799509680405302,-0.020112089891182842,-0.04477242934808135
PYY,,,,,,,0.029577039940813545,0.0035971300914374046,0.044657944079153536,,,0.051593361485209384
PENK,-0.01607585644737864,-0.009680703224753692,-0.02610074672644247,-0.01783049277738156,0.04705540401221591,-0.025809339398032247,-0.026673344342200027,,,0.03408478371926847,0.007670992968341716,-0.016277300817215835
CTF1,-0.04279299294921258,-0.01246993900824768,0.00559041745484597,-0.030757209076324087,-0.02538291935453682,-0.014560365924592733,0.02259253941704569,0.03810127894491814,0.050771456728425465,-0.007471069467379135,-0.001168349536516118,0.05181877075997171
COL3A1,-0.050272150642151237,-0.006288640118681633,-0.05769916572894601,0.04077647587375108,-0.06195338774531581,0.044651613377966144,-0.01837417530739009,0.017548247626801277,-0.0016376380313905732,0.01738101203129723,0.009887933378099796,-0.021150175461966705
S100A10,0.10841556176036923,-0.027950318827676023,-0.026167406445470755,-0.007962270904934529,-0.050572461449566675,0.016321005312540143,-0.010578253060023857,-0.008645886494639241,-0.044210825794798736,0.027944434091340738,-0.03613416047474523,0.003692708540582746
FGF13,0.016010435762204303,-0.009675534279922586,-0.009939610763859482,-0.0003041707249511131,-0.030644845041566216,-0.026894315660771793,-0.014576230151074633,0.04232639846835094,0.0889661380176156,0.058117212856262854,0.006235466472706636,-0.0036895129388737893
SEMA4A,-0.026254899396449486,0.0036925177653374264,-0.04201259746883304,-0.0022438381613186557,0.02594652156198185,-0.040386382449709046,-0.020968415388503057,0.06053147007410608,0.06566279539769014,-0.025409754885121146,-0.0017612671865935244,-0.008658087100387192
EFNA4,-0.0321762061715532,-0.045767117939399346,-0.0064597121026704046,-0.023779275042576133,0.005536555232337087,-0.009869759636849836,-0.016523332618221573,0.008437117921923294,-0.028546103935888197,-0.010213122495439708,-0.015162353420139088,0.026632864876867127
HSPA8,-0.011966909887139675,0.010022527063367027,-0.04823121910653953,-0.031069787566127636,-0.0024629162707193587,-0.04505016002704652,0.04264140000987605,0.07231164749212565,0.007970201714977114,-0.01551340206502223,0.06028267154802873,0.01760865972135957
NPB,-0.0072339571722929725,-0.014837724631885393,-0.010639902196776213,-0.02913321688055522,,0.07843866196589833,0.027409524058123816,0.10342140708764067,0.05274454730981665,0.026801039968346863,-0.015679276578461427,0.039420426505408175
ULBP1,,0.054171425445255286,0.013047399935228339,0.0029723174234612374,0.04990587471654195,,-0.016657371548350078,-0.02538200745493124,0.058129651075170506,,-0.0051872867372682535,0.07363763413566812
SEMA3E,0.049364924675712164,-0.04086490227459283,-0.029310213782459068,0.023403558586835422,0.02183888489682262,-0.03429075755932316,-0.01080692955540021,0.03573637831154341,0.07139862757238692,-0.04786377673148554,-0.0443652132992755,-0.033668916700011514
FGF3,,,,,,,,0.08300870817293253,-0.002038294475213508,,0.06381928873511107,
ADAM9,0.04602648658039699,0.05178118508611715,0.004039692912925228,0.014732202253169504,-0.0018599511065362686,0.04376344288507483,0.007680097146396277,0.0015736921841405067,0.021348774850172902,-0.0416636629813702,-0.03873440114354777,-0.00161704731389618
ASIP,-0.045854096953055125,,-0.009801200209394515,,,-0.018498464952539647,-0.021385139941724737,0.036478802255486505,0.0745295149838762,-0.00912661169972025,0.04594524154862091,0.022569537025376233
IBSP,,,-0.03974584285841599,0.02514331771473002,-0.041367486708495244,0.04584374444392604,-0.03767263277934117,-0.023821278494687268,0.0413888821981336,-0.03191089004418808,-0.009432675564734823,0.009412982150444695
MMP12,,,,,,,,,,,-0.025193622951712125,
FAT4,-0.044617841250300744,-0.002707201401277784,-0.010970276928969049,0.02261389829219833,-0.03725829559157115,0.05056163901323276,0.02228074647492826,0.07268079545371815,0.02668781942976234,-0.05264403473102935,0.04194156045862222,0.013286015388416018
MDK,0.09206794546874202,-0.05149900091286288,-0.09401998946082378,0.050796133498011826,-0.06873680748023726,0.030968186468468748,0.0420164648740558,-0.026761090439615123,0.07802617532902664,0.01116289293453828,-0.011600055886453055,-0.04598294873111901
BMP5,,,0.01907000751264263,,,,,-0.024459847139711402,0.06314613223862077,,0.00909137526852069,-0.035741192526328465
CAMP,,-0.012594078170790963,-0.019036902058106098,,,,,-0.008535527472554542,-0.03058849651599378,,0.006451026552427736,0.10207797515086588
HSPA1A,-0.011381202524562477,0.004524362733326289,-0.012371595852662235,-0.007251040410190664,-0.02155968411489732,0.02617356395663327,-0.03360353925281854,0.010005896497885447,-0.06696031840894937,0.040191875345869724,0.022613891987980455,-0.03396184466406319
SOST,,,,,,,0.04431653027875471,,,,,
SEMA3F,-0.01805576883306668,0.057010157830912934,0.050399215301328855,-0.024312616713331334,-0.040175742015026626,0.011012277582700675,0.0010754618125264075,0.053860164785112394,0.06572491066990988,-0.07077048772853185,-0.003938306285681119,0.014863614420201048
ARF6,-0.025920393616013997,0.05563069321834084,0.028827864790843885,0.03777069394692548,-0.05916969688810375,0.037679931341059826,-0.0015981308276208494,-0.03898762759447407,-0.01293000732337065,-0.09183494139094486,-0.014067565728720775,-0.020539789449632282
IL6,0.06533947243090672,0.06266328470143237,0.013389571614852014,-0.0012270484666377184,-0.047643932063149236,0.06869294151623576,-0.021221450218020712,0.03443628832380839,0.09271887465356983,,-0.02164038530575322,-0.02565835060672043
CALM1,-0.006900890103075326,-0.0148423076751346,0.03575826489903571,-0.03757691180539511,0.03451422805146967,-0.026338881420587868,-0.004795553238098098,0.016200260849360965,0.013070017876640486,0.0544880333893687,0.044478864485274335,0.06666990237484945
VIP,,-0.02868711565443519,0.018621864883549312,-0.0039980524036943264,0.014924781225746241,-0.008036411862206588,-0.019611387128866127,,,,,-0.018771009504177646
NMB,-0.0046352189528326175,-0.036030627074501144,-0.08727023892650061,0.0502938722457189,-0.05217123191533788,0.0371866905357872,0.05973704194823516,-0.007880243416137649,0.06894892522919749,0.0006968016280028212,0.0683374325234579,0.04136268872582797
CCL26,-0.0036844724769361653,0.08729482514228643,0.0470566520162583,-0.018827356413467878,-0.027221812582446887,,-0.023567904453220996,0.02755418114635555,-0.015357220195802655,-0.029759818815899782,-0.04484770929557033,-0.021350020537549662
FBLN1,-0.020121528667907916,-0.029983438227713495,-0.015088673952262504,-0.01751631928899388,-0.09569697175715541,0.008185474341597769,-0.07677208235793691,0.013832093431932634,0.018358252984242988,0.011262283623739665,0.030472698462408764,0.027797800102105582
SAA1,0.08808382003217269,,-0.00915430086729943,,-0.06369333571288731,0.02270797939369883,,-0.02053459722873202,-0.06962986147354575,0.03180725390554316,-0.04597912254456233,-0.00628790949535005
MICB,-0.003542280119213856,-0.03533176477408788,-0.027991432651882617,0.014681391965031652,-0.04926545061688213,0.06462354934310247,0.04265024064524224,0.08230702527472362,0.02324065307109749,-0.028329583371938732,0.0014159171489601724,-0.006978665777512464
MMP13,,,,0.023324211289405056,,,-0.01422294706711961,,,,,-0.016277293940653862
F13A1,-0.0242350834772754,-0.018437515477915577,-0.04802168234699708,-0.01595548660878228,-0.03576556902295825,0.04881112337851081,0.06604365388526405,-0.025361689063742112,-0.030664147955744545,-0.041546715080433325,-0.03686047948026242,-0.04223588887923891
CXCL11,0.02645928722188651,0.0016260208466081988,0.04481848573001567,0.17710906915800773,-0.011976722331868118,-0.0012024732426220242,0.05895645981801024,,,,,-0.026517995896082988
COL5A2,0.006048417822610704,0.04794196771705594,0.015171062262085934,0.02095340334910238,-0.11809139263324997,0.039434606372061635,-0.005736376597586032,0.04168403655618231,-0.011009491092593922,-0.000994296893949213,0.010456503163093734,-0.00442583696447213
EFNA5,0.039409361086481395,-0.024702042013353864,-0.02401594743175159,-0.007700631975700563,-0.04372617219727013,-0.005119707497466518,-0.03336632208178749,0.008225915942965144,0.07250082830953647,0.01462057387953451,-0.06879787897880697,0.03804944858153413
AREG,,6.124021583663623e-05,-0.024403594242867043,,0.014174457257613125,0.0961861637102376,,0.007637445258641277,0.09692661897532294,-0.033939251720603095,-0.04079283784653459,0.05850832661247647
EDIL3,0.0247301421364861,-0.03540709260306905,-0.04875735794467901,-0.031116722239255122,0.15400672301729804,0.03778245725247736,-0.006936745795080345,0.005266303476260654,-0.0027259047008662504,0.1206887675869965,0.02288740354647502,-0.004134142706447676
CD86,-0.014441140399587616,0.02129372163393121,-0.027515317403896334,0.02615187942907132,-0.059568110810679295,-0.04518596229167176,-0.06842315122407308,0.0524259110209542,-0.00023263902290075077,-0.02929357197542529,-0.04164517926185149,-0.03919885034429167
AHSG,,,,,,,,,-0.02062632761346315,,,
WNT9B,,,-0.009654626661729962,,,,,,,,,
HRAS,-0.0214978977146969,0.009775416657736907,0.05388663000388793,0.01670346280065216,0.02828032942064673,-0.03362698217374848,0.0710483213010831,0.031198875582210402,-0.06144788900000363,0.042093383517688814,-0.042423980644837295,-0.02871076075921533
C1QTNF5,0.04878459177712338,,,,,,,-0.03506674734032046,0.2164910219903291,-0.026126734749992678,-0.029573403831319945,0.02134170350675541
RLN1,-0.01607585778260523,,,,-0.023763775407639125,,,-0.0008002595022547418,0.046282940948788084,-0.023816462355354024,,-0.012792282098319674
COL4A1,0.02929076036196308,0.023968465235812687,-0.07663719150895651,0.017874755955979846,-0.11424445422836008,0.0005344909498893297,-0.005452555923250773,0.04555748865787513,0.04458241754860014,-0.007032779671913718,0.07844405885464706,0.0005644112408574473
