,MGH258,UKF243,UKF248,UKF251,UKF255,UKF266,UKF275,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
OMG,-0.027249021652855136,0.00949178552461582,-0.020433155860312045,0.00630611671107126,-0.00670491618664383,-0.021290104632252307,0.0633085863484953,0.02695074659244012,0.0056597692111288594,0.07141731300195164,-0.04440068176527949,0.03676288505125004,0.08298145393599901,-0.014096365549271782,0.056024928561087484,-0.05223301903399394
CXCL3,-0.017380516813775754,0.00946732794949169,-0.04640698365914797,-0.03182694619892514,0.0977973777046007,,0.028934869498617014,0.07211148671516023,-0.011256683260452602,,,0.0729559369981652,-0.041873268000528735,-0.012687041617363911,0.054930509798559214,-0.0037682362843046
CXCL10,0.059774742749772666,0.09208543131359438,0.003397893228781871,0.02047924645084331,,-0.010865626220839707,0.012169222519792551,0.008241856898278157,-0.01788823195946559,-0.030393846076604655,-0.04278829965092704,0.02348422878161566,-0.03241612469435646,-0.03641374397433366,0.14288068705984755,0.09514587279416069
RSPO3,,,-0.02820220293761129,,-0.020918037389274897,-0.050760148333688825,0.025716294303024387,,-0.011763017055854972,,,0.04249752026497978,0.002257056866313858,0.022362310674166722,-0.0018819190103597334,-0.06592807533140335
CORT,0.042616233286959335,-0.01658645751185653,-0.02463492026997205,0.08237598661856853,0.03577120827047501,-0.026785950851711968,0.0037800375139129035,,0.0043837868865849,,,-0.007694263357353986,0.06078384734461645,-0.05722320464834008,,
NCAN,-0.0778526971589583,-0.027431771571247973,0.055233715530622174,-0.00103630823801115,0.060520440033905824,0.06713473845526749,-0.026976301470243616,,0.020378895321192487,0.04242435528186289,0.13938781533694655,0.004222996651107616,0.078095244965725,-0.08219417871278833,-0.04096742716196406,0.02094257803558005
PRG4,,0.00715313209144066,0.03730960110373314,,-0.03950875895699853,,-0.010823722082018292,,-0.013752911436744552,,,0.03290286442769105,0.0915048840595631,0.05488377605329605,0.14789408109886817,0.05152538319476802
ZG16B,,,-0.028790284579579776,-0.018628565081570438,,,0.07580902921541115,0.08087672119827677,,,-0.005406015460873071,,,,0.0022541116400701154,0.1429405284449724
TGM2,0.006352092667755419,-0.04313300537673299,0.09623968654712971,-0.029427342163250665,0.034865889831364884,0.0646902956698239,-0.07611793470424826,0.011690152180138675,0.005234751634050571,-0.04706303401399289,0.0742466607850329,0.06549337949319536,0.03448472968308798,0.0792204549352933,0.10244133654932354,0.09425439776196118
VEGFC,0.021774908144935223,-0.03385126899061358,0.08435974708084615,-0.023919794941922964,-0.020519292358447076,0.05483605351573682,0.038021404260424684,-0.015965322986687534,-0.014035394310368043,0.033477577989982334,-0.03817328870317983,0.05990557834370369,-0.013366953525669271,0.024363719192704844,0.05111024497478157,-0.018972158123099065
WNT6,,0.040026234472908165,-0.03349863221358873,0.0011038193950248859,-0.026823111454741606,-0.019399191104985822,-0.006918544449118129,-0.03440873936222918,-0.01224938340981578,,0.10091392794454847,-0.019842768893782097,-0.010389340707545484,0.049105060679754994,0.0008575772690470793,0.008641969219088946
NRG4,,-0.03199476782917005,-0.01912230496427683,,0.07021580643508081,-0.023748196077291606,0.011995127429687322,,0.025282966712508317,-0.03920531785604322,,,,-0.012405742649865624,-0.019618007224122762,-0.042016568363997246
PMCH,,,0.040962326374029724,,,,-0.018002662134764872,,,,,0.021285153080821607,-0.026555308230976342,0.016051729240484404,0.029780070329464614,0.07959641950463825
COL9A1,-0.0023481999663559796,0.0007723319490454254,-0.025426938210632653,0.042302498121923354,-0.014360692464922171,0.11974651609597818,-0.006691797329054603,,-0.01865769774925569,-0.05928455308108431,0.0447155621423537,0.0567839196649129,0.08464880196809091,-0.03251392264740266,0.0629554816774285,0.1901357666200228
GDF11,0.03353710176304366,-0.029086941224582868,0.027083779456725264,-0.02661683647758982,0.05194478246200664,0.10564073146230925,0.030557469720062756,0.03228193123821079,0.08149611213259547,-0.03911933870092463,0.027362571608001512,0.018964846720898782,0.08360461772735445,0.034309047858117066,0.10441350894808095,0.0371139123197597
RAET1E,,,,,,,,,,,,,,,0.04344886310185909,
IL24,,,,,,,,-0.01940435313602316,,,,-0.008119329804295725,-0.04377260361116613,,,-0.004973166194315751
SORBS1,-0.040566947808749254,0.05393189942512547,-0.0331566225839555,-0.006722560280246,-0.011297061967873124,-0.027108904520716695,0.01598534884435418,-0.0030078658255318935,-0.018750846107605093,0.08900509958237468,0.10872459917379158,0.06321539018261069,0.054140605744272575,0.08141531669428172,-0.027081271764511472,-0.005163359150507778
DLL1,-0.012978225389404107,0.08780650430743452,0.04701774903895946,-0.03867319586558686,-0.01402893953446824,0.08645014099197272,0.010966185265703955,-0.016151021074096706,-0.011574386689621307,0.1281523429644817,0.08066871807734896,0.05717735654095947,0.06029534342999014,-0.053789975714735344,0.13238810879379925,0.13778322439240173
TLN1,-0.05556485353861701,0.0002549721585754716,0.09025766459230047,-0.03718142498685401,-0.042145125294514044,0.10815831101891465,0.026251163371885548,0.054504529753777585,0.019581649070690627,0.039820196608298976,-0.017830665495668682,0.016381620995884246,0.04404184214375193,0.02606162278294823,0.11978380635900235,0.13108655925763923
COL2A1,0.07281216200275527,-0.014351092112870127,0.0019022443500695272,,,-0.021016609279677037,,,-0.01142784454038692,,,0.004236281377148031,0.05208789604814176,-0.0026100065775036363,0.07819562898844327,0.04630543676424017
SHH,,,,,,0.011040798530386095,-0.04478039350327984,,-0.010906651365366232,,,0.001299524925958377,0.1141238133660693,0.060197470844207575,-0.022953825723254332,0.05906746314217868
PON2,0.07143321186804061,0.004342394931028373,0.0303947317308428,-0.05369914163733027,-0.0034077916154275083,0.03352302923401408,-0.05082224999886877,0.08286743609191566,-0.011175571158180407,-0.005695656119426297,0.0007505063447623897,0.06497556429457613,0.09369532981044372,-0.06323513582109809,-0.026550790469025903,0.07129512135820218
ICAM5,,-0.04897030431647495,-0.055957245047643066,0.007279736188518924,0.06540601103218038,-0.06986011114549544,-0.0399634663722021,-0.018368604431370224,-0.021300100972264126,,,0.04485754023909841,-0.030946465810921194,0.08583742233603292,0.09894056438003648,0.005681927353664911
HPX,-0.023026105229638917,0.003923277192794937,-0.0026232730853177223,,0.07172104207787612,0.020198381727661495,-0.02413647113262171,-0.014722422242569267,-0.027722531003368286,-0.051002439972783836,0.014667374236047108,-0.008248276704321919,0.05798584466751784,0.03948736399544375,0.05829427747062037,0.04843533010780157
SFRP2,,0.013069528604212408,0.046695057927494406,,,-0.014125831894270751,-0.020116170339487444,0.061227823348663085,0.056187012482794015,,-0.031940593014032036,0.09296232771751349,0.11799559986565304,0.06690675342440319,0.11948112168200957,0.17024957562688287
CFC1,,,,,,-0.032779887702396544,0.002573179915820096,,,,,,,,,-0.0371780520088649
CD70,,,-0.0199068493354593,,,,-0.019532084428880166,0.05226533167716653,,-0.04254915257704638,,0.14135583183146475,-0.0017784138154600983,0.0138915311233475,-0.013799255606142334,0.039297721360971885
HP,-0.0402232918397726,-0.06678470179503376,-0.021752594164726087,,0.030525827637920184,,0.010883535140084964,,0.06170095145717496,-0.02147420545179718,0.058616202207884216,0.07270299784741009,0.07590582626943632,0.1067552985303989,-0.02876236338188789,-0.013504143587814946
