,UKF243,UKF251,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
QDPR,0.12192634036207822,-0.0011412665746877674,-0.03005602404518942,0.1116024792196064,-0.004521348650352636,-0.03855351295018965,-0.0062219331407555095,-0.05729811481444219,0.04005662867480509,-0.04367240598439224,-0.02309633042435217,-0.08744462414362317,0.027797693577212467,0.004136059914602133,0.007828067814281527,-0.08223637610511854
POMC,0.05885596940961112,-0.03955096507612883,-0.014611070898149218,0.02098701936859098,-0.03786439957526388,-0.014645674462481979,0.004420636167236837,-0.05363395703503252,0.019300121079258655,0.01725963201186302,0.010364541459664344,0.1269557286810499,-0.024254469669081048,0.05731689627039361,-0.01924474285523108,0.03023563656862767
CCL18,-0.03391016981031361,,,,,,,-0.054714581751190754,0.05100242578359779,,-0.03531982099094128,,-0.015981623870607708,,,
CCL17,,,0.0546784536091258,,,0.054633781129643996,-0.023498892276179056,,,0.01316038636001022,0.11264815624500565,-0.023727232056421358,,-0.014296322290129589,,
VEGFD,-0.03820684995058633,0.03425106231567807,-0.01792013249830441,,0.02063462976911032,-0.01677198578689285,-0.017236721666681422,-0.027830294224537772,-0.017992953572261394,-0.013658117717327257,,-0.025024906425513232,,,,
TNFSF13,,,-0.011094866364390468,-0.026513619241328223,,,,,,,-0.009487073249183579,0.07382584752863867,-0.01664934657350659,0.046036807214336894,0.06939782198087434,
WNT5A,-0.09510482714752706,0.03387437086665898,-0.022414345076481646,-0.04984750297583545,-0.019916990803908817,0.0502032589974112,-0.0482288876029187,0.05730335497691708,0.005613170164968419,-0.06321367527906163,0.0034691950323066044,0.11989587520107786,0.005272980589840302,0.044319024828194435,0.02551641220204897,0.04270194894192852
CXCL8,-0.12568554726747477,-0.0056344412609924234,-0.008128188026689236,-0.03771390371983367,-0.023762205071216232,-0.0035883153733311584,-0.016051584693588396,-0.04312784934640067,0.018851804504428873,-0.032555517604966694,0.04473833047079136,0.05791407710919011,-0.013722454760569668,0.0016868362020395174,6.421776282049683e-05,0.01680235028414652
GRN,-0.08860428212311278,-0.013510091307419253,-0.016497469187892046,-6.631507864208756e-06,-0.004054692851271327,-0.029294126941280366,0.00504001349078701,-0.09373587608600607,-0.04590104113177651,-0.01212090461775928,0.052363849641933524,0.10135925548450554,-0.0227147699375482,0.09223727616015395,-0.02360242615460138,-0.057434424544971836
MIA,-0.011201415905672894,-0.012876311433056531,-0.02419501210498097,0.0044470901398716255,-0.033756844173096295,-0.0017942009685687564,0.010084664803033706,,0.008098086673772141,-0.018705418132092293,-0.08994207546509793,0.01735969436830354,-0.07898735371197267,-0.045750092523479835,0.11760696185120431,
COL4A4,-0.03846186237154068,0.0011616000308271308,0.027980415525543194,-0.025226537325399867,-0.014812509074305633,0.034920809324263724,0.04794293682665895,,,-0.01814494954227756,-0.03618031896316164,0.00614660078112376,0.0732477523521692,-0.04198380432769725,0.06405000655521834,
TAC1,0.24364967951711822,0.06221230352985624,0.006230934735251949,0.08857996542600177,0.050395492186162336,-0.005335164003961747,0.0014767012726593527,0.09143591109781105,,0.15909617849746197,,,-0.010456235161111094,-0.018793969361612633,0.04205360782244887,-0.06433776715484911
RARRES2,0.0013226340606247106,0.07752806854953051,-0.021503466120533422,-0.03204092871713759,0.041423382288300496,-0.04420035614790223,0.02646890932055681,-0.08189031539269612,0.03962161878327696,-0.08141553678648951,0.03584963736277158,-0.01206015029106122,-0.02291156108833877,3.904233962806821e-05,-0.05689745733936051,-0.01715649629154967
FGF7,0.0021295758569214785,0.04878813866070273,0.014253848876866737,0.0005937968310891883,0.05548452838338665,-0.021350001834431524,-0.015602730912442051,-0.027658203839139618,-0.02867268908744943,0.018225802771019064,-0.010134739902999955,-0.019189208676104567,-0.01475035448330857,6.837242058687552e-05,0.05418961993999391,-0.009368361326821947
HBEGF,-0.006248030180891759,-0.016431122179012613,-0.007490054796631055,0.036537649529415475,-0.009332078582979277,0.029379978215263735,0.011637273957899687,-0.09554790505794751,0.07785199055010597,-0.024744961462070544,0.002765974114783203,-0.0030368124421122486,-0.04650255947616663,0.08545034586834349,0.061591645282743274,0.015842359735573228
CSF3,-0.03846183192116935,,-0.0191715604283101,,-0.01567134949521927,,,,-0.027031286273150115,,0.054252922114209866,,-0.02125604383401487,-0.015051821903484478,-0.04563962659064895,
PI3,-0.0455637753768215,,-0.03308432522505077,,0.02550741191024723,,,,,,0.0019093843935000369,0.028581875240463447,-0.08526768574928098,-0.03270260851866197,-0.03991081328352166,
PCSK1N,0.17457570701442382,0.020373639041007464,0.016333850473600434,0.024809059474546,0.018871807576145542,0.003922206634568517,0.04959196266964068,0.10019957993091072,-0.037613954264420046,0.11729751217862097,0.03188924795626979,0.05402694354753736,0.04516247610678796,0.034646308042683434,-0.008192161155261073,0.06386905790376969
NTS,,,,0.017086881484119444,-0.019261973657643455,-0.004315932980658994,-0.04905905907730063,-0.025056204646707776,,,-0.01795351781868848,,-0.01118001995028548,0.014309333733997643,,
SFRP1,0.10440946992157386,0.06531401681565716,0.2101276295988377,-0.05901427670628725,0.15183986639853161,0.020534554605386703,-0.023498892512832204,-0.05482600032963463,-0.00711758172185514,-0.005643560160771287,0.08699257980042685,-0.07178311596215242,0.05661417000998458,0.0741289260031775,-0.020802520877162594,-0.010904407871950674
CXCL13,,0.021231943642441686,,,,,,,-0.03321038675855833,,-0.015978620974670947,,-0.03467303078819964,,0.05776295944306781,
MICA,-0.0608386767934136,0.06590689250402891,-0.041138588987205765,0.026912576223953415,-0.011337103030116235,0.014806425418271735,-0.0008839461366240437,-0.04193201289421464,0.06303312435002785,-0.034342559112367055,-0.00030014806627295135,0.008163473481040353,-0.01202031634056858,0.056356945127716884,-0.006463395847662663,-0.06137965192792734
TG,-0.03066021900269777,-5.580913278213071e-05,-0.015145473703094364,-0.03554655264039023,-0.018913916756819003,-0.01585967376764452,-0.017006046293484685,,0.032623945935869,-0.019143255651273516,-0.018194342242400307,,-0.0174940507081097,-0.02935392373212036,0.034498716590116885,
ADA,0.022360030555765784,0.025998955583485736,0.00813892457458262,0.02221322469374729,0.021087502053173775,-0.0009290557105143117,-0.027619186807772325,-0.0957817834287374,0.05805426408161261,-0.05833512234119375,0.023026966286124217,-0.056870889792785255,-0.008021653711514972,0.05948911011966043,0.022329199792695084,-0.03718425406979064
LAMC3,-0.01508374139341478,0.031142359187412667,-0.026647425679414905,-0.033483610880589314,-0.04704856175693295,-0.033066711661062134,-0.0007321222322855325,0.004330218883643501,0.07229846724104971,0.003941798368629191,0.05911281026508872,0.07115182678042176,-0.003656747182490558,0.09266100850776383,-0.02626957324768124,-0.05652366178972612
CCL7,,,-0.010950153288970036,,,,,,,,-0.0205223898462597,,,0.1134016052751158,-0.03703164363912021,
NGF,-0.022158954704991973,,-0.025089597985494188,-0.0339209454094861,,,,-0.025056221144556082,-0.017266589897534376,,-0.02370171733090094,,-0.03649198220382081,-0.0027008337021297703,0.0171624962112785,
TNFSF15,0.014500030200233136,,0.03503723227717207,0.014458750965318665,,,,,0.02690528481049955,,0.022181946719545455,,-0.013199638299676601,0.05794409891429524,-0.05051146869904906,
HMGB1,0.09405925602377765,-0.05003824111954902,-0.014978556171790565,-0.013927956910088345,0.006995579457089572,-0.017625911771749457,-0.03709200638886303,-0.04828724010049794,0.0631979477260174,-0.019776770103487818,0.02393598339914591,0.015981402449716412,0.0031568997825101586,-0.11304000141516894,-0.06435288997423368,-0.10902240179201934
ITGB3BP,-0.11294373948314773,0.04613832622634854,0.0019628743917572814,-0.022338263051496485,-0.027815390043643765,-0.023441215868067963,-0.021490229841003888,-0.0004963152985050156,0.04538430104639309,-0.041032248107708,0.018436996323864578,0.001518299964255542,-0.043958710447697336,0.015604919211612465,0.0020996061798469632,0.04995219192506795
AANAT,-0.024824047480688637,,-0.011094867548524437,,-0.014135981341502969,-0.014262697303464704,0.009941979930613395,0.09315855548558036,,-0.017094829729220773,0.15173514063217403,0.006689860374103421,,0.23251539088021841,-0.00985148652513259,
RELN,0.13625976641420898,0.01858291085784153,0.05846335093487479,0.05691276627353072,0.03563681855569136,-0.03140185544827179,0.0042861743270285035,-0.029883175199449993,,0.08935359762448543,,0.05324784286915747,0.08000481142797201,,-0.007218559828789325,-0.04001482058539924
IL15,-0.008267946281921686,0.04082854143217347,0.00024596346909788177,0.0584462099806127,-0.014623080937109567,-0.012322568410968182,-0.027772259171230444,-0.04827259742735024,-0.02074067372554898,0.06864815248782173,-0.019966340578168606,0.017820200224193745,-0.009342957340033474,0.05690295610390238,0.007802722467149208,
UTS2,,,,,-0.046629574064377406,,,,,,-0.015331661158594325,,,,,
BSG,-0.1332499680508928,0.01504318817946976,-0.04306928110934201,-0.072392757821965,0.05033312018205101,0.054124140770104766,0.02300409009540297,0.09253341548193535,-0.005385869239385962,-0.03999212166617507,0.038529718249529825,0.0047071539102412395,-0.057692703582791945,0.05076619422497993,0.043219989875503774,0.023887932427107652
ADAMTS3,-0.07268133383311819,-0.0036444244475223276,-0.009602117722129478,-0.03868182550753788,0.01119175794765292,0.03966731894116494,-0.0042700249093302325,0.007874929783560204,0.0637338220472093,-0.02634533536707687,-0.019017646854635566,0.06700631724666303,0.030022007724072458,0.06380164919272356,0.0508450349121798,
CD34,0.05815144835449107,0.08606812163277618,0.02191073088631846,-0.001635006077485,0.011265523362727712,-0.022991154070139734,0.019217665941379358,0.007356200495337572,-0.01790570611723485,-0.036716862666615946,0.05469089320895219,0.014947723869957706,-0.04158206897884133,0.06999528939742163,-0.020509112420904085,0.016840185714243432
CCL23,,,,,-0.016084502827286584,,,,,,,,,,,
PLAT,0.0016725967538168426,-0.0430181086036587,0.04816648152208198,-0.0529731364375943,0.027617302313017855,0.02493665353802449,-0.0002486900241239796,-0.014727098313717525,-0.016639486694380222,-0.07707547999267043,-0.02350502238764077,-0.08875664275011232,-0.004653079425031906,0.094312689479919,0.014647194325169841,0.029093669053111434
NTF3,,,,,,,-0.02193788414679244,,0.009051293459435804,,0.012117737922460412,,0.01343496614184752,,,
LTA,,-0.026207015387427472,0.06775786046764722,,,0.02684719818681336,,,,-0.015854666420782176,,,,0.09006401235997848,,
CKLF,-0.09303547556955973,0.038360211041955986,0.0030217044976777064,-0.05875925032161372,0.046070629641746005,0.010584908800917607,-0.011105975313534657,-0.04443948697276741,0.06813005214492122,-0.09192606825404895,0.010364763365943627,-0.0410950704430896,-0.03340234887105542,-0.03941450132065567,0.034692789183360204,-0.006407594574276132
APELA,,,,,,,,,-0.018720260356517037,,,,,,,
CD24,0.0125867389129453,-0.005052963750363526,0.037061136724120425,-0.027949842575057258,0.05628921514453226,-0.03294801110348848,-0.015689248597374472,-0.021905765894401286,-0.03882416505193607,-0.06199605833769977,-0.08662864732249682,0.13716817975553894,0.045618546341775666,0.004967809680662034,0.05354472568354607,-0.05876559473527378
HSP90AA1,0.12228463483005635,-0.056094015735239894,0.06915820819194504,0.06236753490259791,0.02867556079476317,-0.08765016359473395,-0.038999829929307256,0.14071479995911737,-0.028775238761333918,0.11503457449452306,0.021124224612163362,-0.09054124002759041,0.051966297300004835,-0.05499067573469398,-0.06910766074583481,0.07422369487377307
BMP4,0.15104328661868566,-0.003950591010043468,0.007951598999205983,0.0019261680833842654,-0.024393912168895682,0.012251496476620362,0.01880461416159204,-0.008973786468346642,0.07903893886854968,-0.013509813330618707,-0.012930362673736545,0.06346937846972348,-0.03706258298134061,0.13641542097278592,0.0149843781711748,
SCGB3A1,,,,-0.01797814773254646,,,0.01789300761456639,-0.04146608997486823,-0.0038140595289568387,-0.011063176559227318,-0.031235944927671493,,0.026970148832550923,-0.03307145011185891,-0.04707765280951138,
IGFBP4,-0.026832388105397384,0.012014115340748683,0.035899690852671425,-0.02987883969156426,0.003162590850017845,-0.03108537526882711,0.013511911829507946,-0.04256754229165728,-0.05786519120699053,-0.014276950905001033,0.08153758897003198,0.010954307170933708,-0.03308620312466502,0.0829255378130519,0.03332785519087699,-0.06392080098129267
RSPO4,-0.02706943499183391,-0.02614903275100841,-0.008143115190044339,,,0.0194451976158616,-0.01653543956225717,,,0.03839618360037313,,,0.14037963337999634,0.07563529309436351,0.05135866907755103,
LEFTY2,0.007112306315328603,-0.013767956749095523,-0.02146916056411208,-0.04225542771190213,0.004181762444852378,0.04574174768768777,-0.018131311712884228,-0.025056221144556082,0.07983716874536768,-0.019572408637338477,-0.017421185002348467,0.02569806588384049,-0.02510501645304191,0.07911795607913095,0.03742981732913779,
PF4,,0.031423782889843384,-0.009553793013743022,,,,,,,,,,,0.1611874716015137,-0.02752700418901707,
ANGPTL2,-0.01699083362750258,0.0016102581642948636,0.012270276244275543,-0.035758983122879465,-0.04523921672606996,0.011025900508767946,0.02162461744887026,-0.08572560539503805,-0.046671032026304335,-0.08077518654612484,-0.017812925392105817,-0.025447826102485683,0.011230526070892217,0.08931274116094302,-0.03330777597887723,-0.04384506411033399
LRIG2,-0.029956149625047324,0.02210204121567899,0.03187918203598582,0.07020319276876531,0.02288706941962177,0.004116804571218891,-0.008527747412172913,-0.04579549635113551,0.06610922536514961,0.0037481884554518372,-0.004316944607802441,0.051742877069478575,0.03061312889552875,0.045435714331156576,-0.005871766536912482,-0.017925990406924424
ICOSLG,-0.015097767900112446,-0.01707415411843369,-0.013405834090324942,0.0005103280079800614,0.017384423465857342,0.024165651126440937,-0.0313811764297295,-0.011998694832760321,0.009125715694322124,-0.04121212832887646,0.012718994288975516,0.04736689091088064,-0.03093283528983018,0.010102092644882155,-0.02013530556409367,0.028080362267081924
WIF1,0.22179571968316267,,,0.05901976232232153,0.002167457192224466,-0.012328566084821505,0.005422862019059444,0.10471960921457978,,0.22898987422491535,,,0.13574168467124362,,0.013442264197845909,-0.0738925653638826
NPPC,-0.01913098210403184,,-0.014820288991060415,0.07913698800058244,0.14210216169410878,0.0244015174882806,-0.022980214418289145,-0.023637519928335793,,-0.01840889298381081,-0.030636227163101614,0.008489036616922189,-0.0037224515745507662,,0.12540097299648437,-0.03646477553453522
LYZ,0.02138248394063142,-0.02220729651429108,0.05125322325243321,-0.03561422001249889,-0.013210768569855565,0.018767054361990516,0.0070091192483961685,-0.07362540152673552,0.006414197704387882,-0.025618259561552576,0.04765709338823175,0.09643529927441928,0.04080022811719007,0.027869378028821227,0.026014481549113715,-0.013452104971440209
EREG,,,,,,,,-0.004560631047222123,0.010894361739905666,,0.022068850501638933,,-0.006915636399443639,0.015423621779362583,0.030740124920555827,
SPTAN1,0.1373270701544222,0.025351091119111702,0.017710066542412115,0.1128411648386943,0.016723219359405087,-0.03734541792552587,0.023630468848780728,0.11871401963316339,0.0031619644875641607,0.07440790914738649,0.004846693274458392,0.03828828696245487,0.02723208883373833,0.019159259630251394,0.03199504446356536,-0.059120373338996286
PTH2,,,,,,,,,,,,,0.02228493818243432,,,
LIPC,-0.05677363150660615,0.07663671701380965,-0.01716887758690814,0.051347820926194096,-0.015760977805663646,-0.010235198240325412,,-0.04616350295212823,-0.014470018594921908,0.002350189765389714,,-0.03417762616019581,,0.13415548031183358,0.007118033058005584,
COL8A1,-0.14345926082986096,-0.02230034429180155,-0.011750117094829952,-0.07233342175829886,-0.012083190070763599,0.07519068664960842,0.004132495672091747,-0.0687746152804835,-0.006243409121474032,-0.06535367156990576,-0.03343375413849521,-0.022262511000876693,-0.10147668897529304,0.10348638746897501,0.05477261844276525,
GSTM2,-0.034099807308342105,0.0023577869153028055,0.04517794183780118,-0.024783293341438306,-0.05178415159543676,-0.021640163278705545,0.02862372244747008,-0.04099629669959884,-0.021831998001412365,0.0047243456142535755,-0.023703675396897814,0.0450391758176799,0.06729904218742275,-0.04948073525398229,-0.01151989662646948,
SPX,0.02953304301279298,-0.012847445977669236,0.03884162499909112,0.04468015663697307,0.05738584102011105,-0.002006706666332423,-0.032947607979931744,0.04858462747798983,,0.09761506704480102,-0.020691618794662855,-0.07146923031396683,0.0030515652954271563,-0.05809217926361602,0.05504140826175516,0.010407086595627427
MFGE8,-0.14510502123076296,-0.009137903794596346,-0.05719698964387903,-0.012285415318202384,-0.011614972556910571,0.02921200078245286,0.006868134034848989,0.05760053396134619,-0.006862652906533017,0.003968358658737484,0.014290307114544152,0.02140069241530366,-0.03534716918826671,0.08771453082319156,-0.022286985907357983,0.03690728639934641
TGFA,-0.12246670402497754,0.016271402463213992,-0.0053189337455847,-0.038136243031166556,-0.02353128797107133,0.009050705270954954,-0.014282426867745964,-0.010958568798541884,0.022730115017343223,-0.02282905701887862,-0.0002427772314272155,-0.07538446322387693,0.0371914067794788,0.03871688702408571,-0.02465730456516926,0.033949259498508036
SLIT2,0.3542451922794034,0.012469393042816083,0.032546294166598,-0.042137115511195526,0.04575801458319178,-0.01919371449556184,0.018670033013115348,0.06813444264146881,0.1000498972615753,0.13623904758411823,-0.025455396508740884,-0.04139782141881571,-0.015269166426504959,0.11736523182883796,-0.050695668342190935,0.0760898866006639
PLTP,-0.01166821102364016,0.06798622139430309,0.04324647902055381,-0.024470598180247438,0.003672721658701066,-0.029129743962297425,-0.028345017513314898,-0.10908412102306976,-0.03655659889440078,-0.04398586861265087,0.032795738358656366,-0.045383636416046355,-0.10490047205292101,0.03350953341759202,0.013403313357780083,0.03283127644200207
APOD,0.093243544103795,-0.052041057733121225,-0.03545244477358871,0.05756494704481875,-0.012432697614928967,-0.05543925683378775,-0.016915582080834025,-0.12925380115598487,0.05222809211332622,0.023484770489909768,-0.035876291610207445,-0.06083206033545429,0.05488589587267574,-0.01508885493233813,-0.02714094548911657,-0.051148295948432065
B2M,0.0028415837862340015,-0.020280946433909337,-0.00954374276745509,-0.06483475522648179,0.014375955667299243,-0.03172771927894843,0.004537423487644259,-0.11970955552065492,0.0578596328106656,-0.1334639812897706,0.12025562879099869,0.03642078671280384,-0.06993657263823223,0.057736830558720066,0.029324747067545627,0.0590790547999875
OMG,0.17318209241509114,-0.03414611330794589,0.017485666058812743,0.05553278819026813,0.016648341129901163,-0.039712862344868635,-0.001007837447753382,-0.0655339828436736,-0.014413922644505226,0.038219920108937384,-0.03647032162421232,-0.05553553742210403,0.017088215503380296,0.03591641826789973,-0.029845340917237482,-0.019154788866492103
CXCL3,-0.04682639737838042,-0.013382276041585643,-0.04381021642682447,,-0.018559867764979338,0.021531658179401697,-0.017689425125167885,-0.020660416295001958,0.010121042609405956,-0.011418230887258058,0.0791630358331265,-0.020668160782903112,-0.051785261176714406,0.08168148599395454,0.013789503937288233,
CXCL10,-0.043237716176329585,0.004301870214539593,0.03811275419842785,0.02464945510806658,0.024026405474850285,-0.020252876293567496,-0.01610612392447347,-0.009846046895816649,-0.01964044618510095,-0.01814495068859158,0.018636164538172146,-0.02784442119938531,-0.025224530319683396,0.04324366282725988,0.05766603151432963,
RSPO3,,,0.039824635708450996,0.08671200811487609,0.043966025772573976,-0.02412985223294111,-0.04295529453453912,0.1001752988976392,,-0.011931831212341159,-0.02582246691619329,,-0.03677448112591252,-0.016006358835440722,0.0009143386012421511,-0.03155905696551068
CORT,-0.030349605947380762,0.04496689948760597,-0.0019391262988134625,-0.04387760667209979,0.029809118388931976,0.0006456768150405623,0.029901122538266076,-0.05479341707309874,,0.016419893082744528,-0.02340095541365798,,0.016627770526851396,,,-0.033699961252629085
NCAN,-0.028707197593782523,0.012752162344005686,0.05071315342309072,-0.03621713232344111,-0.027010860383602703,0.01015008542237432,0.020378962025631882,0.017552476632357324,,-0.10414100628261805,-0.014691227594880332,-0.08831935149645631,0.06304442259833756,-0.07033308038400223,0.005295601073908241,-0.0935013237834126
PRG4,-0.0414200863275142,,0.015213412080387154,,-0.020107925176126196,0.08779269189168672,,,,-0.013950283091686397,0.015668635852686002,,0.024796522691208786,-0.03625871653278522,0.040279909823130046,
ZG16B,,-0.02868617233497639,-0.012708994073269446,,0.015618411812591442,0.014404655135137024,,,0.021862920237793626,,,,,-0.019958206865358392,-0.02348335773759751,
TGM2,-0.1146416113011224,-0.020736623296891823,-0.022986357720325194,-0.02289055459590485,-0.03760738714385475,0.007569254354632379,0.04417901594311628,-0.05881191096115765,-0.032165553814951287,0.011077608243256694,0.060230649291215875,0.008320365868986858,0.007900780963515326,0.030723422116732894,0.05208597625150124,0.015443398923410954
VEGFC,0.011059984122648107,-0.017579706730028833,0.011692209202806003,0.02176775685321895,0.004184221210254552,-0.02939104542696541,0.00014352110397393954,0.007288004222695556,0.038451081977168865,-0.01423681995144339,-0.009121968880544038,-0.009207156873447152,-0.03150678881190381,0.0351221859853931,-0.034886591490981514,
WNT6,-0.03769254654532782,-0.0006645598870481822,-0.015145474331942466,-0.03006028976613667,-0.019773511391852867,0.022170112162041993,,,-0.028711273761225096,0.0956332545890259,-0.0029604590510414943,,-0.008421508609130837,0.04740008133789538,0.1187964454567407,
NRG4,-0.02808982277561528,,0.07466864850193304,0.060790395166115826,-0.025045696418682144,0.03423603879040903,0.03563878813464293,0.01857748979170742,,-0.016608911044721994,,-0.021890706883492695,0.0355347374871335,-0.016006360629371663,-0.03649137071020165,
PMCH,,,-0.018465634549453554,,,-0.015976343009491033,,,,,0.0002099361983145178,,-0.014035573300032798,-0.0083075720673174,-0.013716133381793815,
COL9A1,0.010071877691827992,-0.006846289086165502,0.028300373393911133,-0.09096499818752657,-0.023656307694865,-0.029253270587196505,0.09216116877616022,0.05799018461942349,,-0.01892545928463042,-0.056910328289879984,-0.010159901756389688,0.04452690676854375,-0.04245989213407576,0.01605066625256286,0.07635560450227749
GDF11,0.055128482784974606,0.03756415035717548,-0.011378184177172155,0.003396085063417424,-0.022588364702980774,0.021075499811093013,0.03137705337518972,-0.03639820048620863,-0.0009037288029303626,0.0008113727045225331,0.005313243742841014,0.010389390256951214,0.013941968272725768,0.07947153110693825,0.0680558793508031,-0.08057442504299596
RAET1E,,,,,,,,,,,,,,-0.017558863882160675,,
IL24,,,,,,,,,-0.016191342820870907,,0.012224183470260002,,,,-0.028381770341780996,
SORBS1,0.09631085183478116,0.01880021051873804,0.016808516642257965,0.024514807053162415,-0.020063707448149216,-0.007647511043637682,-0.019157456506224205,0.003292861514622111,0.017727013040236654,0.01464683481896968,0.019329135799880572,-0.06392812383203125,-0.05110732781224662,0.02631271675965244,-0.049037827069133864,-0.07433805101597758
DLL1,0.21845638938932346,0.045105562084828264,0.06260531577665758,-0.051484603661259044,0.05081181570612455,-0.0008012209425574906,0.016826561127897554,-0.0444469209581329,-0.0164607697123923,-0.04593848558677132,-0.018304745850697815,-0.04170496574400618,0.03656307660941363,0.08691215301048641,0.09144918851178346,0.03261842643029504
TLN1,-0.0960504130988689,0.001951114483435215,0.05344520835542706,-0.03826302939789662,-0.019918531404427578,0.031739122555880316,0.02346544706220416,-0.11479447551973022,0.005645997235311143,-0.09694484876740996,0.023564011043535216,-0.027942869265782305,-0.02325233270532876,0.03858948410726765,0.02663315529521633,0.016263159627651312
COL2A1,0.05143374581972163,,,-0.021106819166032895,-0.018559874081108034,,,,,0.017132268809444823,-0.03399961270360503,,-0.02956819633409473,0.08207926697105725,0.012722295313814365,
SHH,,,0.08898865981146482,-0.03554655644044712,0.012036574575522747,0.011013955857447962,-0.003901377205872852,,,0.11065256301064112,0.05628430259284811,0.1008787809845561,0.011064692000603156,0.04247084108678229,0.05071403066719009,
PON2,-0.025261732077336455,0.015437638939898865,0.02597690179568917,-0.010448498923275784,-0.025196660144634942,0.0172998590766453,-0.013730763995333808,-0.004894412815559128,0.04842747769110306,-0.09891585056001358,-0.025732701565400893,0.05263287412444981,-0.007337697516069121,0.028428064897659068,0.016469761365353445,-0.09490548657356786
ICAM5,0.23842779623902896,-0.014349947620948031,-0.01773499301403138,0.039352372359211574,-0.0014211469767792058,-0.01793045238057569,0.0030931644466015537,0.008982727477333884,0.009866172579106087,0.10521161861203433,0.01564415207532795,,0.02597163009500591,-0.022680079120788416,0.0812737589126553,0.08660846693995053
HPX,-0.04578535495107898,,-0.0170573654652409,-0.03006029179391537,-0.027027043400327765,-0.021419751088300885,-0.016535440295191134,,-0.030433647517977523,-0.015294697747186559,0.0145931410241286,0.03833315132056622,-0.017781215755339627,-0.02571214354497114,-0.013368898225189652,
SFRP2,-0.022017964168829927,,-0.012959457999001929,-0.02088360767369151,0.0368281696404037,0.08819702124560924,-0.0023888578224199168,-0.021145384741611126,0.0319409562550283,-0.006095893418960989,-0.02347292204431413,-0.022195435418704744,-0.05968214777719749,0.06135275920163816,-0.0016123743567153113,0.016724213545187144
CFC1,,,,0.0261991995347485,,-0.013736464738923006,,-0.005050989606548998,,,,,,,-0.016269467663215652,
CD70,,,-0.02202739127069773,,,-0.014481815667253218,,,-0.03381543132258643,,0.05163356790661748,,0.030937715503481365,0.060371000590414316,-0.006920707347516562,
