,MGH258,UKF243,UKF260,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
TNFSF13,,,,0.11502903486934879,0.0049519683353668265,-0.03859732271425307,-0.021603858495134676,0.10236952145494435,-0.031067165252637287
WNT5A,-0.024264399178313485,0.07156535994632623,-0.016400104028557776,-0.02310387791837545,0.009796972964038276,0.04169948451079616,-0.04420721794339267,-0.01912310286302195,-0.01149436591795115
CXCL8,,-0.07251482888051457,-0.07019170179757049,-0.05589441097912713,-0.11178604883372532,-0.011501197143211432,-0.061587916524320996,0.0027789325855460028,-0.04915373398936258
GRN,-0.10708745648018711,0.03190987902064346,-0.017108151276585284,0.0013494624762093164,-0.08957168364031952,0.13423129187291327,-0.0699401311310362,0.06717564732601368,0.01849164888182194
MIA,-0.02223199120683366,0.01878216807665919,-0.042952212072202574,0.04871004629522719,0.06566239307905344,0.04092781200645748,-0.13663763838352488,0.05213376191537596,0.05621011473050829
COL4A4,-0.019670780304333193,0.10978101380578487,0.03434707169883091,-0.006725152003679582,-0.027048429806296823,0.013294995041962621,-0.01829584140997165,0.012561066368895929,-0.034722261293106134
TAC1,-0.016985060434957754,-0.04155315474827633,-0.004326127813833285,,,,0.18478988281958134,0.0825115672940201,-0.03434573110896038
RARRES2,0.09682364428978653,0.0037914610867728093,-0.040498642826114026,-0.027665924598297868,-0.05563126090933816,-0.056490961348940424,-0.07197492934679431,0.023515055584586605,-0.10162070959956698
FGF7,0.047422034438577135,0.03016243242213439,0.017627903381035485,-0.030906235966860755,0.0007821100475691336,0.1453952296096887,-0.0009277542705776018,0.07064424390981636,0.004506920077771805
EFNA2,,,,,0.035655891746215945,,,,
HBEGF,0.05540668178845489,0.010068907487509214,0.007398275056716571,-0.0239874583675656,-0.02145284006126076,-0.008175888658900756,-0.05777665634606127,0.02357254726953379,0.038776251022034296
CSF3,,-0.03317821034396815,-0.03637707059569048,-0.04391145388562254,-0.07587396792846704,,-0.027581416551635905,0.012832143642648518,0.07557763566974303
PI3,,0.049351864171124964,-7.604914986112879e-05,-0.060549605680353946,-0.14848932368932952,-0.030581515732968134,-0.12378556933973232,-0.051400562702609634,-0.003128283785678836
PCSK1N,0.07749471075519053,0.03385975230674971,0.05951690801124301,0.035783143257785796,0.05304576547463913,0.01994956741608388,-0.0296873034429981,0.03749598727114509,0.015190414965049855
NTS,,,0.02706030640454553,-0.029675964077838016,0.08404027819286462,,0.07625865762021626,0.10009735467365688,
SFRP1,-0.02471369197187137,-0.03897613994680257,0.030068869213165487,0.04174721242285334,-0.036156693246892746,0.006757780647061903,0.004898998005301191,0.028870395805315946,-0.03437120296841647
CXCL13,,,0.01477757559815322,0.034949444620833575,-0.04125172841130192,,-0.020567884403732997,,-0.029625800548687443
MICA,0.04214313084463288,0.0020268773530458736,0.047226840506307925,0.05573930820763701,-0.00848959494674191,0.05870869905272992,0.0782108297443043,0.06358082563002913,0.020031129377857195
TG,-0.01967077587144711,-0.026448329277413907,-0.020520174828138286,-0.016902570225427696,-0.024091326601159046,,0.042213613532989774,0.031190085338849163,-0.03264778551636512
ADA,0.08532051761093674,-0.03911275824078581,-0.003072546387359673,0.06199507868756464,0.0026597967147238173,0.04330044207952612,0.02192720255760194,0.09695907402465721,0.03511058992766729
LAMC3,0.08618149415379088,0.0064488536175552075,0.05277189884724019,0.04716232087128847,-0.011943797014500157,0.08765657638381062,-0.036690017230155636,0.05666091975487856,-0.04039177664671211
CCL7,,,0.012488844656026354,-0.01906532981234315,,,,-0.02479109215262988,-0.06184677164158115
NGF,,-0.01911491011950568,-0.029495264475296774,0.018969502937543268,-0.01583990669408769,,-0.04735126488344076,-0.033344756665650135,0.006843124743057921
TNFSF15,,-0.0236475294237229,-0.020459319120082455,0.004101142944951143,,,-0.017127586164068537,0.003528789304074752,-0.002831194646060704
HMGB1,0.011924253341897884,-0.010115269858894658,0.009328438588575783,-0.005732001519450524,-0.1313881001633888,0.0062538645945738125,-0.07755130236637336,-0.08441210173524069,-0.015774290194313614
ITGB3BP,-0.03072586246170652,0.044414821979305685,0.025625641137081535,-0.014130140986397723,-0.029977670967419046,0.06168040435095575,0.002590435190270463,0.045090721133365055,0.08739905133376742
AANAT,,-0.03426045394659978,0.0013921647174276873,-0.016725673812824124,0.053508523303926823,-0.008910485258459252,,0.10189141733687901,0.06717049190845041
RELN,0.011971681494748879,-0.032958238933707654,0.08743156033267219,,,0.031470271692798445,0.015029562525346695,,0.039446101745107015
IL15,-0.02282927537527579,-0.033614554886018486,-0.024029818818489916,-0.030642119704115345,-0.03917266277525934,-8.288519996326685e-05,0.012046570743613512,0.07208637445380665,-0.020050490206607582
UTS2,,,,-0.014243135363348801,,,,,
BSG,0.0692814627125295,0.018933467833815932,-0.024970125770815105,0.017555408896555103,-0.06929870154156402,0.14906180151576998,-0.0529253407897835,0.011859742516153361,0.05903145313798179
ADAMTS3,0.1397109659892407,-0.022945058794233218,-0.01196885788633279,0.056819778704219,0.0015679672610437012,0.09284009018652502,0.017563579657116947,0.03240143199640673,0.06187622452998021
CD34,0.07451292213969625,0.018827089119878907,0.05022233348785341,0.03244479458884177,0.039651907873304255,0.06153819348917315,0.01215155018474576,0.08108449497656083,-0.03150436755433271
PLAT,0.015858804052194617,0.03852342136214087,-0.013064164552727188,0.05706682142238419,0.09265810614078031,0.1526953038817323,-0.11815143160110472,0.07477252187492318,0.039533894612004176
NTF3,,,,0.05836436258702069,0.07833686907796591,,-0.022754656014455102,,
LTA,,,,,,,,-0.010290963097369661,
CKLF,-0.025963957406161205,0.018582262231539155,0.01046317587247912,0.052828274229048365,-0.006245512050002843,-0.04790182439621627,0.009715629635408084,0.04782443021468181,0.030617410853504338
CD24,-0.023475910832776486,-0.03008325035026337,0.037426381781572794,0.09755358249175004,0.048559042137633804,0.002266293176535747,0.09455838659604347,0.002610943176810454,-0.01984716755772221
HSP90AA1,-0.12362016107343075,-0.08823344679246799,0.007901148433440927,-0.05117159568802373,-0.11032467692210349,0.018603853193321435,-0.02538197264189183,-0.15852128370321872,-0.07893180041495318
BMP4,-0.020244084084183545,0.0018669319226594888,0.06938449984166901,0.031462177234752434,0.010746426971564443,0.12482213222588007,-0.03935413287188028,0.06985349841895407,-0.05312750817774874
SCGB3A1,,,-0.021953892701590583,0.032205310183392157,0.08234152651681911,,-0.03556859195527629,0.07591636156588714,-0.044814823629733214
IGFBP4,0.06999790599862975,-0.03157407003627508,-0.0360311287501943,0.0355208186798294,-0.03337537059140442,0.1066788046026332,-0.11398707454419196,0.06268872976559835,-0.052225000930769774
RSPO4,,0.027690112415429485,0.03403253001200862,,,,-0.007869958227719426,0.038087890568867515,0.04584529328256969
LEFTY2,-0.019476285434884603,0.12276798728834579,0.021268042694321917,0.010812241943464007,-0.01846119632468862,0.09045699331162807,0.04091552375186657,0.11476639660492133,0.024633566689999945
PF4,,,,,-0.01471618136884685,,,-0.03530163144533362,-0.02202892836237108
ANGPTL2,-0.02843342109466807,0.04727878828560583,-0.024166336624586452,0.1159907003624004,0.08797506684152458,0.02371745099308158,0.007408728598462375,0.07087237991559384,0.05517076091587383
LRIG2,0.05105701817844043,0.02078819212305213,0.014745840802153446,0.024857530466429006,-0.023314849179463724,0.02414117494071082,-0.02640344223502603,0.05490929195591674,0.03734679148013333
ICOSLG,-0.010806218990466696,0.07571061911757009,-0.007170365464587449,0.06362495015628254,0.01669261259572953,0.044195594250559175,0.03240246597278035,0.09611995483992457,0.06088970457933051
WIF1,,-0.05434109583977556,-0.002116450768006962,,,,0.1493699005606882,,0.02766288462450105
NPPC,0.06881552682366036,0.07845665462268117,0.0031341620499998756,-0.013669945617248679,-0.012643706268055208,-0.007090593237192778,-0.010700139853271652,,0.027179028731271034
LYZ,-0.0618694908673867,-0.07508825457398102,-0.04196325966386166,-0.03577840935122357,-0.03825385713486478,0.006676172932444808,0.019716178119485433,0.04849502263827324,-0.03478667807565053
EREG,,,-0.0044505770947965715,-0.03869920090261003,-0.046761297695300096,,-0.02983502737391613,-0.045170372347286734,-0.02536182223599865
SPTAN1,0.05355800968322354,0.046372672153111694,0.053544358353016235,0.057341743269269864,0.042598677802813636,0.05437582706802943,0.10731664458960147,0.023064647220510326,-0.0017538741910175456
PTH2,,,,,,,-0.007884354719847046,,
LIPC,-0.02518448154298258,0.2080265217321607,0.052722174098710856,,,-0.00018618668227884073,,0.006119856205879253,-0.01830109284719957
COL8A1,-0.005237121124752413,0.013320564736411777,-0.048693643483113405,0.05152146431771378,-0.02559021739297547,0.1283622469448594,-0.0013729665995704983,-0.000235059607916791,0.028234566097903816
GSTM2,0.019247546766219537,0.03265852511768648,0.0535678328836429,0.0011875607275739866,0.04545832412368625,-0.04835438912466538,0.06156495324882298,0.03362710292289012,-0.03380143539492631
SPX,-0.04132671778757233,-0.0019316589832730844,0.029190929974563948,-0.019222543749865643,0.048204257996685484,-0.04779034506425283,0.13670784083249699,0.08097030674130952,0.05652098980482437
MFGE8,0.043888059477565196,0.042080604940661744,-0.022283387608473777,0.01869246322525154,-0.009734405836954417,0.1294463940372854,0.0503463861409089,0.09403993472621518,0.0096910190621045
TGFA,0.007173802466229069,0.03584745430083652,0.010100321134427522,0.004605998985879669,0.08180061256160169,-0.08071939280518546,0.04612876709185443,0.052115690003504495,0.03779551246018584
SLIT2,-0.020244080844826505,-0.022377694371942054,-0.02603594213880203,0.009217692147392,0.03717533271720046,0.005737530487669132,0.025709524135114056,0.03949866866715724,-0.04173576836342661
PLTP,0.013882807750153933,0.014956435444055505,-0.010303582051464585,0.006134779953699058,-0.15715076227696942,0.12470736322447779,-0.09356668162015887,-0.024026764164058384,0.01068531661128993
APOD,-0.1294007833166439,-0.0898084530021229,0.06614283664968039,0.0462629901173007,0.1571328654943003,-0.12249069016182014,-0.010348216188195073,-0.0249811456037827,-0.009955086148854401
B2M,0.09000517505277233,0.022284201309232487,-0.056409227895356795,0.017182645179298923,-0.10712790794705017,0.07402084391195751,-0.10796190499607707,0.032305975673095975,0.1173373178355446
OMG,-0.09235732409733993,0.04062928652506426,0.040733173170528054,0.07080338728578135,0.0988647881935643,-0.05052438358003258,0.08754452415219212,0.0673225451872809,0.022531388622876965
CXCL3,-0.015840938197892136,0.009217386614224827,0.016078769898079267,-0.06414915787018577,-0.04191417406021789,0.23224376714415737,-0.03772757592322902,0.041568002650234095,-0.03167441033783056
CXCL10,0.030543264520177485,0.057678591285947066,0.004197158763277857,-0.019687398876515227,-0.019738665384927072,-0.004018311905656763,-0.03273084509513581,0.10089963736654409,-0.05102460331203107
RSPO3,,,-0.024531688678179883,0.06818452310517346,0.01400180894399416,,0.04769008768677319,0.14675727286102674,-0.0068691480045502485
CORT,0.07817691682132845,-0.02618038610439988,0.056908094536100524,0.019723392878403263,-0.015399735836334265,,0.050287902519672856,,
NCAN,-0.027690059919371332,0.11049728028529975,0.09964516306286623,0.06242289178151638,0.13383378352717465,0.17817323580484604,0.11896909137417593,-0.024138838238251418,0.05512175942980736
PRG4,,-0.0357300801338899,0.023493120516064236,-0.02088181205755547,-0.022723252598650087,,-0.030790032889466887,-0.03272390066028749,0.16723531728033172
ZG16B,,,,,,,,0.03458965164252549,0.008812397123936036
TGM2,-0.004418490141294269,0.03949070094731033,-0.025076699618179283,-0.06760169241323845,-0.05319792433475703,0.05508949148810813,-0.06039208819730181,0.07369974444973028,0.053260789908739545
VEGFC,0.004725474923642868,-0.025637045870907836,0.027368172345018073,-0.024535984212108473,-0.005096079268772602,0.08707888358498327,-0.02248790776985418,0.010755580011583105,0.0035308902089300404
WNT6,,0.060752882154171656,-0.02420232918195099,0.12415399973890667,-0.0141530963720492,,0.0385020698951955,-0.037885066174586965,-0.01941874032405437
NRG4,,-0.024231036381322124,-0.02501847718596717,,,-0.033206641924760645,-0.007183242038267955,-0.025158113693013226,0.04205788728282698
PMCH,,,,-0.019378595382743297,-0.021606653255220477,,-0.01821227867011336,0.05485805965439999,-0.03739839718217079
COL9A1,0.04597358600705828,0.10486344063952054,0.041208775052355776,0.07108787954412328,0.051840258197558775,-0.04072417190512394,-0.04897508846150218,0.08595932110409935,0.061690811936239626
GDF11,0.009443093869376923,0.03732650305631646,0.012261206971500882,0.003567572486649935,0.02126701472025686,0.04893722398009591,-0.0405066238580136,0.10006042756539811,0.023861048107812387
RAET1E,,,,,,,,0.0036576047376362074,
IL24,,,,-0.01444821375271104,-0.014481539338902298,,,,0.02725636225729535
SORBS1,-0.018855927105766564,-0.04673072189905488,-0.03760360240643558,0.03217153958916343,-0.012737815679807038,-0.0745730231726598,-0.04332564494947426,-0.0009685817255279538,0.029321649066959395
DLL1,-0.06350091394197693,-0.026785472386427547,0.001101274560070294,0.023300452228310398,0.13815021820423254,0.038470973088892566,0.12484364473826841,0.03620727372064814,0.06256436801093136
TLN1,0.05496816039748353,0.0020660635558536005,0.0010580571622138576,0.012799312634642929,-0.006192412002187129,0.013413435891571244,-0.004321252127094187,0.031594201726284805,-0.03512008449856076
COL2A1,-0.018475893032150806,-0.024802061394723438,0.007247432119148375,-0.03158568931504348,-0.03774332152854441,,-0.028269990818552686,0.03416765495239626,0.03057484413413442
SHH,,,-0.039769769507054256,-0.019361750603487316,-0.033661538285399355,-0.021846213710247253,-0.04117499623618579,-0.022841824370145515,0.09119860413597508
PON2,0.004420608843293659,0.1521690267488994,0.06981137027387557,0.03673761932415907,0.06071015424500959,0.029833258344038188,0.005673178214214461,0.011145787039752665,0.030361722382088945
ICAM5,,-0.0577936780319648,0.0024928835999145525,0.07143492372708944,0.04418630832385212,,-0.06417195637615522,0.01667912383305169,0.001469166314042031
HPX,0.06715466665812438,0.022256802267816,0.1467294477025885,-0.0006766502656623097,0.0443428394391626,0.07671099463078274,-0.0342927493051451,0.15914332076925816,-0.002012821110899258
SFRP2,,0.004657704087639845,,0.03764105300394291,-0.1293731425125027,0.08303165765091833,-0.13460843214087506,0.07478401542913211,0.03500171540053054
CFC1,,,,,,,,,0.05244032172750015
CD70,,,,-0.004997497727043325,-0.06423793987655621,,-0.012469087939242476,0.039025506810522304,0.01991734642817986
HP,-0.036660283867082345,0.06308437708732141,-0.027158043800400808,0.10276265707811486,-0.09108231031018853,0.06906328228211807,-0.03030729438706703,0.044839232570867915,0.023201896389829297
CXCL2,-0.0007027145735428664,-0.006915697856404409,-0.06085965334128817,-0.0104788919374437,-0.04130198846989069,0.0064476188777012056,-0.06029803847720016,-0.06266662250774395,-0.024571442526102015
NPPB,,,,0.03424516865990494,-0.042217414271778865,,-0.02722013279629373,-0.025520104476894772,
CCK,0.13474567640139506,-0.06413884262032686,0.036228801236186006,0.06993408081497186,0.1371197042916896,0.0079013618786378,0.05825335927320333,0.07101878722815598,0.006062226121357495
SEMA6A,-0.0029412627643466862,0.060512199341133804,-0.0041339589078336555,0.074805841763997,-0.01269366067836053,0.02634488808411424,0.06575221129298944,-0.022820144920049634,0.10125612634617082
IRAK4,0.0040789280962411426,0.049400499983772064,0.04098028320013926,-0.03933798137165051,0.055141526032218016,0.0960018765161247,-0.04277418359238401,0.11392423869371213,0.01860135428374114
GSTP1,0.06688944016872642,0.018819275734870366,-0.009570858964933938,-0.03151560747389012,0.012275049377781315,0.0010047838681837792,0.01806467174996939,0.009123440812028445,0.029252461264706736
VCAM1,-0.08107595140201174,-0.05168462597943589,-0.035743170553075784,0.03073988241089831,0.013602093796062052,0.045571464060128665,0.014236825804522974,0.07089195277870934,-0.007548872484560075
NXPH3,0.039425669370043985,0.07029318104795675,-0.015172044401917458,0.032921625912704575,0.05092963387150816,0.02984065820431568,0.02459522980768667,0.07526138267727664,0.035705118807327386
MTMR4,0.021019925878456844,0.050024179159122335,0.023801608705284354,0.08425704177888167,0.024222199858010874,0.04228336003628798,0.005648022167117137,0.027400526316389996,0.07281431063475129
LAMC2,,-0.022127703144278796,,-0.01776276080643411,-0.01901832459394313,0.0002008475196914403,-0.017677857160769535,0.08778283223328928,0.042201166032765
IL10,-0.020431952130344457,0.0292304114346671,0.05246392915912854,0.036158046271668284,0.023320301021857837,-0.014679402200649063,-0.035367124551061974,0.05818058083701272,-0.005822577766634255
SEMA4D,-0.09234720642652457,0.004472614871017194,0.006636474726516471,0.07051866919053097,0.08585214090252971,-0.1100041527250854,0.0941531883897814,0.08368462385154633,0.09149547513081874
TRH,-0.01806155190706822,0.05821669690544413,-0.015438037036862872,0.03925324806462672,0.026969172691477018,0.11850626254391249,-0.0003293103868328983,0.0010905581497287758,0.06290249068490791
SEMA6D,0.041316601404410506,0.026836091518696602,-0.05552888871274468,0.033972178883507204,0.06774567783084451,0.01805783147922921,0.04103011142061018,0.008772773029857333,0.056462098597384956
CEL,,,0.06672724413863838,-0.021879611255631877,0.011550146678103104,0.0549060591631522,-0.009883164900866303,0.06440863685609188,-0.013394224266442658
PDCD1LG2,-0.03703387769013763,0.04635726252748933,-0.034325137250131546,0.03689314969926485,-0.02260838730142391,0.05405702477092983,0.05456668545133056,0.06581948156145331,-0.00964016250994931
SPINT1,-0.026197128675155723,-0.03426043340164701,-0.0047867979686102,0.10086759416829669,0.03394410240014559,0.08123954061465627,0.005319930135553129,0.05282903318890411,0.10279841195248203
CTHRC1,0.06658150437414272,-0.06451941897739567,0.007491170153409338,-0.03036170117536715,0.021063462248299667,0.09709070627106486,-0.04095320056330315,0.08965736779130999,0.03540285465366977
PODXL,-0.003822987119130995,0.003182038513679716,-0.0027511329587729108,0.006990795875590289,-0.025632264531517637,0.05078873600474188,-0.022024593694637214,0.04926764786720754,0.040664988443636446
JAM3,-0.029341580851470893,0.09939859764819028,0.025274894596614784,-0.02358608696858114,-0.060964847704254484,-0.004671069680639545,-0.04451851787970866,-0.014995531922733582,0.08927362359009748
TGFB2,-0.08743547514348352,-0.06944785932211908,0.005475907099306457,0.11509340793478805,-0.000999478530626718,0.00720970330564119,0.06277254926727133,-0.04344635554215133,-0.03027608709494039
COL18A1,0.03358781978324274,-0.012523973276559214,0.035223422601408115,-0.02461618583398336,-0.08134447262669245,0.05090155987304302,-0.12586956130103596,0.05251403456080586,0.011240136117647202
NODAL,-0.02857430300741569,,0.04525730168101892,-0.021598638129636083,0.07290396439287716,0.016815371471325807,-0.020215955527131613,0.05037086103464952,-0.04164395618168729
INHBB,-0.022109350982768155,0.07265571699131744,-0.015207843568075618,-0.009233930707870491,-0.04765666145362621,0.03175630681425467,-0.026031548075260973,-0.04089206832312576,0.0994198447436116
LCN1,,,,-0.003084574586343316,-0.016893059603913442,,,0.14640333391475543,-0.01972463446523773
ARF4,0.10550620097364374,0.03565415395265944,-0.04792996033916828,0.06415929004510511,0.10944113040451565,0.06847001492744202,0.0032339131918250517,0.04350534531981843,-0.00022161387599268747
CXCL14,-0.02428273150255639,-0.09575939877837808,0.04600142025805717,0.07856353660044414,-0.09537957614888225,0.147333611077034,0.025406036619965832,-0.0587651619847058,-0.047312932438706476
LIF,0.05128235655083905,-0.04866188827862102,-0.07390986762442178,-0.02461563963607605,-0.09007297298190586,0.03639775097095904,-0.08222680524896639,-0.008984460557730757,-0.0054171266522116904
IL17B,,0.03787547689008878,,-0.019991929573949373,-0.027048431403448557,,0.004399968523459896,0.07910715006473139,-0.022301410966645042
MMP1,,,-0.01543803366909962,-0.031585692313611496,-0.02784399991757549,,-0.018212277227812327,0.08493038874277274,-0.04990884794916317
MATN1,,-0.020838828148891847,,0.017853436364928782,-0.029879136628451413,-0.0016492171391622875,-0.011235677871160457,-0.0347645298579366,-0.020323499754601675
ADAM28,0.03417132854015619,-0.06994732674692712,0.0330733425327471,0.03258169354963244,-0.022007075003202706,-0.027555442439066505,0.032254607857839984,0.05929378686118072,0.011682637931900495
TCN2,-0.017756620323806895,0.030662907857038197,-0.0005495092225040189,0.017054941320743238,0.009507084942254121,0.05249277956221476,0.06676767283349266,0.0509730730843143,0.043455391679977154
THPO,,,,,,,0.04718532793283779,-0.0038438796519489615,0.003376444227647791
CUBN,0.008258846116833161,0.07523083292908783,0.02102594520453927,0.05016765305541774,0.0800184295336383,0.10788602023003857,-0.048632657586203505,0.012083125276438483,0.017398709799402702
TIMP3,0.024273301735924208,0.0988164083596258,0.061033834637310644,-0.025327936420064024,-0.021784132975286516,0.0885441553499957,-0.038192411931931784,0.04088201840465013,-0.0008489200158573114
PIGF,0.08178641099625786,-0.05332584066497467,0.04005161464842858,0.00896014074327478,0.08280801358288276,0.04296991416214074,0.0617088356925218,0.035655785043888076,0.06252554543286003
CRH,,,0.21652859506370717,0.0413179855828597,-0.02752831780228003,0.12042120319955694,0.040468255859285096,0.007214567587309538,-0.010198523955903144
BDNF,,-0.03774890412075759,0.008156479277817813,-0.02592251368076126,-0.06974852296240802,0.01996219684650303,0.053442796545256806,-0.00753366300913511,0.029899224783887436
CCL5,-0.0655694284849436,-0.033977226677148316,-0.05320904689414373,-0.014510407709402007,-0.047120293347004724,0.03699651891207482,-0.01217295756544165,0.09631535414226902,0.00393106041852612
GAD1,0.01594726536322086,0.02220181792815861,0.03177343305534415,0.013554622020344015,0.03522871638286045,0.062388606099568145,-0.06786252153791729,0.11206134820526725,0.005298096958103675
COL14A1,0.046568027562994135,0.03628029535460316,0.04855818950038148,0.022989362063441217,-0.03337816165721109,0.09116736911665936,-0.03784406419341812,0.06402881285064423,-0.010838942414348811
HLA-A,0.039600523383061165,0.17026444603417903,-0.095591569663711,-0.052543081115154724,-0.17212152670545813,0.1223697178819179,-0.13217189239220434,0.04340054322915655,-0.016191869824467988
CD5L,-0.03453292640319363,,,,,,,,
FGF18,,,-0.02140467035299603,-0.02363524947141334,0.04015788721365601,,0.004202530441138795,-0.028584230723237045,0.008321595398631945
ADM,-0.06075762191041018,-0.008422548296553343,-0.07520413312215365,-0.11349769836076729,-0.09305799533233103,0.05293591583624122,-0.06883651797707167,0.014273894212561205,-0.07787187816667984
CCL15,,,,,,,,0.09390370254517508,
GNAI2,-0.03807469809479613,0.13850675497312687,0.003549422499018215,-0.054506451851043546,-0.018913676412436766,-0.06375941379820176,-0.17606577690103803,0.046797919417156816,-0.00725099947542314
HDC,,,,,,,,0.060506078913455566,0.028194763674390572
COL11A1,-0.022747217382040934,,-0.040671702844176726,0.02640907059493577,-0.07309902817683253,0.04793328774630843,-0.10203425502796236,-0.016915381536374993,0.025939613780890457
NUCB2,-0.05046343846896136,-0.013123407627030287,-0.01722197731990496,0.0022993967382225248,-0.04803989727182777,-0.06100877175733308,-0.006266383932477098,-0.0009123044045272207,-0.00688480900519866
FGF16,,,,,,,,,-0.020026157900043685
CXCL1,,0.025686821668761906,0.013952143427391105,-0.04991531136013179,-0.04073898967102812,0.014889818671731758,-0.03710943942713358,0.07192773986176992,-0.027206381720326956
VCAN,0.05176909995845615,0.02255796698645742,-0.01838333665033506,0.0024427176463661894,0.09053469576019402,-0.07146209510475907,-0.09070457230789264,-0.05090323483236721,-0.01082171798548405
MMP7,,-0.018569865061201153,,-0.002440819761769524,-0.09595260686244111,,-0.08330620620434018,0.00537602076264767,-0.02372746751551349
PTPN6,-0.031353307287689564,-0.01692870519970859,0.006633350254743995,0.05062687918635751,0.01578133546059387,0.06020410804032796,0.022669120979704128,0.06224859478809598,-0.01669097600296397
PTGS2,0.032141839460616634,0.03211685435246472,-0.02647930628701396,0.018489890008475222,-0.07728058497541285,-0.02735675652355531,-0.09038203788008906,-0.027891457597165773,-0.036656710015569485
XCL1,0.008483169200825457,,0.005345958347172017,,,,,,-0.007837786102726185
CD58,0.0649358153848075,0.04588501701097696,0.02254181210631169,0.06563348228848083,0.044456409468990106,0.09491310452880078,-0.04338245332189767,0.07003191921258323,0.035749572329805794
TNFSF14,-0.028853373638704077,-0.05585761192566573,-0.046204251330462624,-0.018906956430446667,-0.028748911775577465,0.17181153415751807,0.001861772744955266,0.060778057582669485,0.01446378000644211
CNTN4,,-0.03447348913172065,-0.009718244494823062,0.053439327125816026,0.15411975552580556,-0.04075544106571214,-0.04347838202231843,-0.03184622497052871,0.03549187140250819
INSL3,,,,-0.02102689359781782,-0.01668741773818837,,0.02955073203377808,0.018115097583710254,
BTLA,,,-0.017113742383834032,,,,,0.07475097883327772,
MFNG,-0.016132692179879386,0.04585164030398559,0.024343161820417583,0.04555120538081781,0.002520698474125123,-0.042180095481364026,-0.003857585302208851,0.00576847217526907,0.005284282001894887
ICAM1,-0.06202033726464533,0.012719622665016186,-0.048450573043910476,-0.02694928085701845,-0.10378011937574022,-0.01203245247954298,-0.022296780313855756,0.011384886527892955,0.00452873472188917
PROS1,0.013339736567917327,-0.048578635570737765,-0.04714364278342013,0.04026210894179856,-0.038860747093161556,0.13997351843767356,-0.06453713087997584,-0.052568638781884516,-0.00033100889140253917
CLCF1,0.04941070067352282,0.00018463067432428418,-0.06639604105433053,0.0022490585839697206,0.018828282143215833,0.02763155367488988,0.028846336993806735,-0.012360234065586144,-0.023369434729023465
PSAP,-0.10056765569265864,-0.05086352463546616,-0.05566120945154331,0.015988572344319694,-0.1554673039765405,0.0029136906871213442,-0.09234783322193782,0.09069877966367228,-0.03313797022171771
EFEMP1,-0.032300136525378983,-0.047063325545220955,-0.02559034494761634,0.032482933365667176,-0.08449046752592378,0.04210479738775679,-0.019090729363310296,-0.025778106916473947,0.022565814904811757
