,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Bbulk
CD24,0.02236194907981752,0.022394402038813915,0.09463971926231157,0.03797130057933702
HSP90AA1,0.004906141526301808,-0.008418876358609363,-0.00216999355793275,-0.013618655272737529
BMP4,0.034261839100142716,-0.04975187751813048,-0.07632225223657187,-0.007718514062994626
SCGB3A1,0.13143617148525336,-0.011670990076618043,0.0473428183687699,0.034945305084201066
IGFBP4,-0.06408671155572125,-0.03994568957935881,0.01460794896812886,-0.0028277559713642776
RSPO4,,,-0.038042363843591005,
LEFTY2,0.0807067620152005,0.028722335795147585,,-0.015825835608357524
PF4,,,,-0.012615426596958216
ANGPTL2,-0.04258353230853498,-0.1383614678558665,-0.09625052167193118,0.013752194108410542
LRIG2,-0.044461308940827296,0.05877934424900242,0.04421214021193243,-0.02658093858977268
ICOSLG,0.045640699591721894,-0.0415723015050552,0.008590639842561677,-0.014611741525210917
NPPC,0.14211245466193617,-0.030858591263537016,0.09491329885141678,-0.023869232859714297
LYZ,0.021352940386443527,-0.012564671784831411,0.037903063496370855,0.010766378157124017
EREG,,,,-0.040086059275022026
SPTAN1,-0.12381534486481831,-0.06521598000605114,0.10382655360134438,0.019069940178043653
LIPC,-0.03361839097124267,-0.04904884041344697,-0.06358498619189952,
COL8A1,0.08294385213215115,-0.045980844324738875,0.03398067682846817,-0.006467121013182756
GSTM2,-0.0660075387561703,0.059469559281132775,-0.01224127844225922,-0.005505306827469584
IL4,,0.00197738115094089,,
SPX,-0.04202916401428537,,,-0.015663664606126795
MFGE8,0.07551782551756689,-0.10101194419339109,-0.03422973596249744,0.0137653271232238
TGFA,0.012982105955396886,0.13053453110605578,-0.012567790462789061,-0.047249128973615995
SLIT2,0.06223923685145518,-0.035617598453372,0.05853583919907238,0.015538019007669804
PLTP,-0.07650382794197634,-0.051770109757291065,-0.0204148536857794,-0.013129753996855927
APOD,-0.0294240952387008,0.0727917699450128,-0.12705788291277034,-0.005987990606168682
B2M,-0.03342209082855036,-0.007651849473555865,-0.06752275517587998,-0.0032301622200208487
OMG,0.02779270113689958,-0.06046552980866604,-0.028838616370405825,0.012281893844989457
CXCL3,0.0601402947431884,0.03726086975155637,,-0.03245003772886679
CXCL10,0.026818508559331797,-0.013292625424730179,-0.02062580844467139,0.00735388869312948
RSPO3,,,,-0.017570975530373185
CORT,,,,-0.013201402740733212
NCAN,-0.07774254466711326,-0.049217738637823,-0.028143037581873902,-0.009216972821657817
PRG4,,,,0.06319276954091663
TGM2,0.05080643509860164,0.05839263413120949,-0.07376108832977846,0.04050240834207635
VEGFC,-0.026770590551677655,-0.053148577165995844,-0.001823221142798069,0.054401682687368065
WNT6,,-0.05945464901695175,,-0.007340933116983284
NRG4,,,-0.02164806727218877,
PMCH,,,,0.11300362944555337
COL9A1,-0.007601611894874261,-0.10589877346801663,-0.06640449367378956,0.0101992943589415
GDF11,0.005796814880901424,-0.07070445834096545,0.001280290382464472,-0.008895283080939996
IL24,,,,-0.012414280033788428
SORBS1,-0.04855184519535523,-0.1440329516449574,0.08972500412120525,0.01968093333519426
DLL1,-0.00438513700725133,0.004828130325221272,0.0011484769237506123,0.05089704493264055
TLN1,0.000545221663920575,-0.05696449702838011,0.005841430357758571,-0.019311738353945677
COL2A1,,,,-0.0323554113893104
SHH,-0.03562452614352981,0.12328896503021884,,-0.05363838035329744
PON2,0.01818986389894979,-0.058342476105079956,0.00808619209649101,0.06287969261396356
ICAM5,,,,0.028238530287543806
HPX,0.012380995203892782,-0.0023111218769198234,-0.057107255282393465,0.05264887487475997
SFRP2,-0.04770537453588717,-0.04688603790331429,,0.01983919323084848
CD70,,,-0.04764213868127748,0.005731497996439576
HP,0.03900318891156272,-0.020449764769253937,0.03847291672922204,0.00030740907602174063
CXCL2,-0.04576058592576636,-0.06638454010007061,0.09253307892749948,-0.02853496200479007
NPPB,,,,0.009874767642081422
CCK,-0.03361841810588644,,,0.07475432016453243
SEMA6A,0.06710444394404046,-0.022062785163724112,-0.02598095030098652,0.004405371781488732
IRAK4,-0.020281698515127403,0.002195791684322195,-0.10271632604597403,0.022238527110939262
GSTP1,0.04608680929093294,-0.10607949659472952,-0.00903449114789018,-0.011656524528197583
VCAM1,-0.05510269349642058,0.0525779224724064,-0.043178911387772585,-0.028318654754873003
NXPH3,-0.023091528542687142,-0.10232758543896532,0.036732983788817744,0.006399704225490682
MTMR4,-0.0988993760248338,-0.06614990236504943,-0.11248033135409113,-0.018448101355704554
LAMC2,,,0.004342837298871916,-0.01630343306449851
IL10,0.021577546264723742,0.038011741692338195,0.09771359734554666,0.03048233123269035
SEMA4D,0.043023205976503824,-0.0039363111995297795,-0.07613251076335692,0.0028468949693612354
TRH,0.07697930721236772,0.07595541823649352,,0.01103386560131044
SEMA6D,-0.039826557023511025,0.008501015783761176,-0.10725788518680256,0.029955420023023736
CEL,,-0.060055816935002594,-0.0013333470221269191,0.0614638679478128
PDCD1LG2,-0.010702817399919996,-0.03939250674170047,-0.009935765459453601,0.05302299241996893
SPINT1,0.03104150558539705,0.058549578031924204,-0.02730254646891002,-0.011662483246158687
CTHRC1,0.02782762674000251,0.02212203297473009,0.018596974512739693,-0.007375301497887871
PODXL,0.002551205718474152,-0.08905558607024563,-0.05192109355981648,0.03539626289823287
JAM3,0.011363450227768827,-0.004083314249371093,0.10700068982548412,-0.0039529736189509385
TGFB2,-0.06176029750255166,-0.1353334801988596,-0.01200653429449321,0.054398161109533494
COL18A1,-0.0701354977725498,-0.05039854833457874,0.0070075402071412465,-0.0632390666899811
NODAL,-0.11062619965213462,0.03081075879822686,-0.09043112029687003,-0.015334560182160438
INHBB,0.12869624309360034,-0.07721898667300893,0.04245401429860027,0.0015510289181776993
LCN1,0.03273724467290473,,,-0.014481552523017688
ARF4,-0.02974205821171925,-0.013986739387815732,-0.008902831745878312,-0.006011840914143092
CXCL14,0.08722067524940529,-0.018186031232938594,-8.249502448248261e-05,-0.003692133859346901
LIF,0.011489349084655789,0.007275711172561271,-0.0440780689161093,-0.0261621729180961
IL17B,-0.0515242110463614,0.0502091643000768,0.0062194878269629765,-0.004266958447955762
MMP1,-0.003079461009650142,-0.049719097487372285,,-0.023869231312240134
MATN1,,,-0.0054397992151015775,0.0066711320167947945
ADAM28,0.012213433062916838,0.012819022738595424,-0.047749839945257805,-0.03204792570984913
TCN2,0.03635815454584562,0.10233010451256881,0.05317846207618334,-0.030177226662990428
THPO,,-0.05945476899319855,0.04785696820301704,
CUBN,0.04934352199302608,0.0884248614152846,-0.023555524406198815,-0.05009064290591386
TIMP3,-0.020300720189574666,0.02933744326500228,-0.055153328150891315,-0.02170281492393343
PIGF,0.03400317074738493,-0.0478990675559096,-0.08112364568349496,0.007670798226937193
CRH,,,,0.03418906504629691
BDNF,-0.03966941880547641,-0.0856608085404527,,-0.008935355492370204
CCL5,-0.0100648666205418,0.022154846872646794,-0.02979310772319074,-0.008488494206720808
GAD1,0.02495751945607723,0.05102864393373244,-0.025996870597723952,-0.01819959891676551
COL14A1,-0.06782647241006835,-0.06796695408220285,-0.017997987077264157,-0.005514370166060346
HLA-A,0.044051961268011905,-0.05252091864748805,0.021174877972495853,-0.012465332882768973
FGF18,,,,-0.02260575609730989
ADM,0.11138638938366376,0.05858738068358905,0.004528471740292163,-0.017605678576090137
CCL15,0.08106830513877836,,,
GNAI2,0.05575454626153497,0.01484737651070902,0.04651492642283843,0.008724705023616343
HDC,,,0.09638071439092047,
COL11A1,0.09202361220130165,-0.03896721431022135,,-0.031000532557190562
NUCB2,0.01814736195095512,0.15576234852191945,0.054579802058095504,0.025088950247153
CXCL1,-0.01402336999006484,-0.044632738508774784,0.026863804411511365,-0.06255865857170151
VCAN,-0.0030862095697425933,0.01403907624921396,0.04502353796165005,0.017785325457275566
MMP7,0.012190805795523882,-0.05412319103797004,,0.02041197468374754
PTPN6,-0.007850794819688412,0.024856774573855593,-0.037214098800034213,0.013916408524660914
PTGS2,-0.028088198678551772,-0.07071511690664123,0.06918916697712348,-0.06183540339162072
CD58,0.003354748964239974,-0.002095743555125169,0.013470815328637377,0.00033346276331651663
TNFSF14,-0.006660216041715236,-0.015186768089398752,,-0.006674956286964587
CNTN4,-0.03885576671063397,,,0.006763299759298758
INSL3,,,,-0.014305266311445982
MFNG,0.033572757156625464,-0.07143848563543932,-0.1020816463492424,0.029134185578951692
ICAM1,-0.007617175040765028,-0.00925167779343871,0.07118872923787364,-0.0797495991535734
PROS1,0.11110820734945681,-0.036229248559122934,0.016291508489782607,0.03396754883525689
CLCF1,-0.009080997139707813,0.007676921615471093,-0.027128835697242348,-0.030733723968867855
PSAP,0.0615779756173254,-0.12817181085226587,0.06586707963609514,3.5726262480422986e-05
EFEMP1,0.10415578671739012,-0.06744725277806578,-0.026651615486968632,0.05787789895018982
C1QTNF1,-0.08162313786641848,-0.06815420692569704,0.026495853409244433,-0.007196279040870246
ALB,-0.04428209345464362,-0.032385255528484855,-0.04223820933685933,0.0563442901372355
EFNA3,0.003577684865264533,0.0468928534405774,-0.0846553161951727,0.020908483533276272
DRAXIN,-0.005824605128878104,-0.021008016202834833,0.06577739324239938,0.017414231181435303
RAET1L,,,,-0.014481543032414562
NPTX2,0.07675522227694609,-0.0012540746239887535,,-0.020326690794848255
FGF11,0.040894125723631436,-0.017935895844068583,0.03471799262468704,-0.013951705707833825
CD59,-0.04393925217711611,-0.11205924156147298,-0.023780437115468813,0.04313389929303347
COL9A2,0.05250202516208835,0.05368961755891249,0.03239910800504664,0.01380544014210916
DLL3,-0.06827362557590468,0.03885186592920262,-0.06856479977234421,-0.010732257067525917
LIN7C,0.014642512797697434,0.0018369487932590905,0.0834362150170798,-0.0300909907630075
GDF7,,,,-0.012414283966883707
PSPN,0.007368948450426316,-0.023432957881980257,-0.046361070661060516,-0.010694063001521054
ANGPT1,-0.045222956525608655,0.06985400719887389,0.05615933670877603,-0.035406446003113434
PNOC,,,,-0.013201404177005603
L1CAM,-0.050870071292553644,0.1031793094119587,-0.0038410116087153863,-0.040078704262672064
APOA1,0.08940275385111729,-0.015279980762684423,0.04324040541604426,-0.005085832686473639
PSEN1,-0.05306424718263275,-0.13061988429120353,-0.02890415286376045,0.002393606082029614
CALM2,0.09529907034141377,-0.022680169275765768,0.004923129103057706,0.041206976624140995
CLEC2B,-0.058134826809584,0.1025302334424071,0.030082276484641596,-0.0859834636605678
NTNG1,0.04918458916877025,-0.010079410140426936,0.11150635455807793,0.004586987143131792
LRIG1,-0.0451490546261204,-0.028401745739728066,-0.0525392282127671,0.02526622632180321
CPAMD8,0.11981715384789866,,-0.05227394518625017,-0.013946445452786085
GHRL,-0.015976361769188836,0.00348277432812753,0.04084474450903868,
NPY,0.0733288337747602,0.02685681522966964,,-0.011595550764671584
MMP2,-0.011841546887858123,-0.08365380202269647,0.1474709313074609,0.04280275028119028
PPY,,,,0.0237850671131978
ALKAL2,0.0031646539261085105,0.016043681386267588,,0.032970185392301954
CSF1,0.014506401832631374,-0.05544788590835008,-0.07324741049265843,0.0284355930825666
SEMA4C,-0.02617588698510225,-0.07632562832334885,-0.01108207469844354,-0.02860857261647315
ICAM2,-0.08934941258512882,-0.01373165394583057,-0.027363601175666434,0.026907788462803558
SYTL3,0.02243429074403044,0.07348703794092393,0.030185831388578596,0.02283505833859953
IL1A,-0.029518678291001976,0.014183137810947868,-0.09155750126891739,0.022055104927482777
HLA-G,,-0.010502494494732053,-0.0458032583800374,-0.03511214043935931
PGF,-0.038722579677445364,-0.0834409159601559,0.14652334956010457,-0.025864014391584735
LGALS8,-0.0012115549548752345,0.10540871356913965,-0.01527480734762508,-0.018456474566660414
DKK3,0.02620836439887504,-0.10267684126402596,-0.013506235444913027,-0.008017951832321032
COL16A1,-0.12482099075346229,-0.12515055044740392,-0.060516643468464165,0.010803445542678461
TPH1,,-0.0691145077827978,-0.04389802168877891,-0.02580431043690406
TNC,0.07706608851188204,0.009851099007247234,-0.016258201461816037,-0.021779585334395273
TNFSF9,,,0.02088284075748701,0.009182348169194561
C4A,,0.01181651052999502,,
CNTN2,0.041536354144077324,0.0542359743614456,-0.004092213322940737,-0.0020182016362111695
LUM,0.05525713946291781,-0.0565492674118011,0.018640854192224547,0.006266067060363858
BTC,,,-0.07782422438547744,-0.021155182361401115
APOC1,0.05144373025840518,-0.027840243367788946,-0.06862297742110789,0.05872068103556173
PKM,0.03585815221594984,-0.014970447530001893,0.05985210339914933,0.0027276489019687224
TNF,-0.013497692103015237,-0.07886208651431269,-0.06693134451595786,-0.014481546982258682
GNAS,0.026768999422394274,0.06308112067268729,-0.022550009380316677,0.048906325168012105
BMP8B,-0.006347507838218219,-0.032692535850636174,0.04317713639388939,-0.05810342115130969
LIPH,,-0.03062067646525812,,-0.016145679019318623
CCL28,,-0.024194502861749498,,
PTPN11,-0.05271738353046966,0.16075066850219694,0.04111082305923035,0.01909059028689178
ADAM12,0.027830639810287994,-0.09955623936016206,-0.0938145660123684,0.031878224210262374
EPO,,,-0.06260324416778568,-0.016768518504682906
EDN3,,,,0.0022763661203903224
CCL22,,,,-0.015334553420355036
CCL2,0.006552482965844564,-0.005934584073135379,-0.07478515032058076,-0.04677942219622692
DSCAM,-0.05185972957932574,0.015539098219957567,0.01710962825524166,-0.059879815635638364
ANG,-0.0024802399344880234,0.04987066583628083,-0.06369384771161003,0.023128470375092514
FBLN2,-0.07590522179338352,-0.024390503223056772,,0.015289144731947112
VTN,-0.02967735574417991,0.12467173999700103,-0.007736201001179375,-0.011791284170138777
VEGFA,0.04532093214062564,0.05840205324499463,0.09745337349882609,-0.014398798412017959
F10,-0.032191925834016276,,-0.04123835573075273,0.021714937981911844
SERPINA1,-0.019143458689876068,-0.013554458249386874,0.04057368053813556,-0.03175879353539081
VWF,-0.030737186681098178,-0.04694177114226046,-0.11420878253875737,0.011948577174544218
GDNF,,,0.08103974585128938,-0.036763017816633756
VASP,0.02114839252665636,-0.04703830171018337,-0.09068310499192807,-0.04380315602472936
ADAM15,-0.05129063625573922,0.03863972353876529,0.056138849588549845,-0.01651327014954242
WNT2,,-0.05884879603290563,,-0.01722210845985124
CALCB,,,,-0.0002415423550231192
OLFM2,-0.02840576386458048,0.011862643021174532,-0.03331349776299023,0.004147233734880457
MFAP2,-0.032781193528255995,-0.04928356321028432,-0.021463753924251067,-0.019881011077303282
HLA-C,-0.007285217180258714,-0.10182661551509872,0.002170790520201627,-0.018064386575461062
THBS1,0.035758792344435505,-0.013829467571446742,-0.10263377396508178,0.05341176742836387
HSPA4,0.024346982820217276,-0.034578631948542694,0.03498440361953574,0.0062119485923615965
LMAN1,-0.07965339521534771,-0.06576105371066064,0.02172634612635298,0.026693560832990713
LYPD3,-0.048184502288631643,0.020537379219454418,0.046643429870705695,-0.03208858015949604
APOE,0.02102837719765153,-0.07568350017746919,-0.030189171622326476,0.013883568871796221
SOSTDC1,,,,-0.03173028815571883
ANXA1,0.050771678364096705,-0.06311474542294641,0.014296337154948874,0.056050891789977415
WNT2B,0.0015539785091085755,0.04491849234158327,-0.057520432415465256,0.024900389885408335
AMH,,,-0.11516752601636336,0.025465521871731338
GDF10,-0.05532333400534589,-0.053626596281654074,-0.03984956330304451,-0.025825123717196218
EFNB3,-0.08650068953734875,0.010925042422810373,-0.010277016927376204,-0.03068162349559505
LTB,-0.05705990447882214,-0.06744804826356145,0.0236922746350842,0.0053223812532686215
ANGPT2,-0.03527442182995433,-0.04554787411204232,-0.06523148737533235,0.04302925416213719
ADAM17,0.01961624865256296,0.019029056985763387,0.037965662018138426,-0.08361789193301797
LRPAP1,0.007277514434798976,-0.05699019029571532,0.004579738761143111,0.05036336642852937
NID1,-0.014147326260099999,-0.07713977313548641,-0.11305793344510968,-0.00676844225139268
MST1,0.06830752360074767,0.01119525287545287,-0.01711013824630412,-0.010089958811345806
IL13,,-0.047616448108360784,,
DCN,-0.055784423512773816,-0.023750083820898497,-0.08330145802576981,0.020569517098759465
IGFL2,,,,0.07943526228396916
COL7A1,-0.017627638982181656,0.047476458170682544,-0.003432742702729685,0.0051282291843493515
CALR,0.004768777833517864,-0.09049936940654815,-0.04310709582846783,-0.017130692205920544
PIGA,-0.015662090472527524,0.12571827629624333,-0.07135787391797566,-0.044212160612403247
CD200,0.025563222509721158,-0.05322072006966482,-0.034176075440932506,-0.012888200073608448
GRP,0.011098639446989427,,,-0.0156636656771741
CDH1,0.06699249324546405,0.013357966215394056,-0.08020102991754025,-0.04376928957942958
LPL,0.029427950227118183,-0.03862586375129325,0.010154696844339787,-0.013945729064142183
SEMA5A,0.08328063298173122,0.06099392269521035,-0.034301565952959814,0.03855153771106251
SEMA7A,0.02725632580187683,0.03619521615547576,0.01709136849577611,-0.0022583425015505728
SEMA4G,0.07659127690728768,-0.029569782460455774,0.06771415041677846,0.025398798548276723
SEMA3B,-0.07436747876530526,-0.01767092053050609,-0.017164008291168844,-0.07563676571627269
RPH3A,-0.006260380111311937,-0.09409030716382508,,0.012012541763559518
JAG2,-0.018829853112867754,-0.04250319871770763,0.053635624705823955,-0.023717482593886008
CGN,-0.00953320629265277,-0.009783137297966383,0.0782342007388801,0.0010863549809252636
GDF15,-0.042313451003851525,0.08688188413971715,0.027586774584437167,-0.00847615306430148
SEMA4F,0.0716392830763694,0.03345636297120056,-0.06927716977839764,0.03989333121790638
NXPH1,-0.023179427971405608,-0.053419824027598053,-0.08334262379475371,-0.01384614477174255
ARF1,-0.05126793786975772,0.06203876623762545,-0.024268465161650193,-0.012071810695052539
EBI3,0.0636273349382113,0.004507553638414702,-0.06959825269465303,-0.007122288879091488
TIMP1,-0.042693993755331616,0.032153335688133056,0.005990038735238798,-0.03423320939596512
SEMA3C,0.012708672648665056,-0.009655275918949173,-0.05629721594721579,-0.019734431001123487
GAS6,-0.007048130327392261,-0.012395462517101875,0.11017893260601513,0.007924046790304437
MEPE,-0.03499262681213938,,,-0.023869230116464846
SERPINE1,-0.0537166038634827,-0.015799491586912386,0.031912278670335054,-0.029448208120597515
RSPO2,,,,-0.02248793434989633
SHBG,-0.032673708489940584,-0.04539462533166733,-0.05594873961153288,-0.027965989650414743
LGALS3BP,-0.025003229749458837,-0.08598911579984665,0.00582921609170669,-0.03875103903412344
LAMB1,0.01743289581372663,-0.05061878680571209,-0.03163171015121516,0.014641640564961039
SPTBN2,-0.054506352483266254,-0.04176956739300424,0.019030163146705723,0.031216586770114935
COL1A2,-0.025903220616426997,-0.040699574164,-0.0762697252885115,-0.002339067066910571
CEACAM16,,-0.033762976378027165,,
WNT11,,,,0.017341419504573834
LGALS1,-0.06497690970732924,0.11098765002009509,0.1260613030187872,-0.029552213748877378
BCAN,0.011271685367837715,-0.060237004601238354,-0.08764141890904029,0.030840650429296235
ANOS1,0.000422071850546075,0.016324832057547714,-0.07969390292951672,0.009552532887273535
EDA,0.018830728049452142,-0.06356797931514817,0.034106846979742846,-0.025825122233101447
FGF22,,,,-0.015825837932267044
SHANK1,,,,-0.020138434078445552
NPVF,,,,-0.014305261317270983
TGFB1,-0.12532173832312032,-0.06135306487790328,0.07041886457698553,-0.03234929062945303
MSTN,0.015331978601879159,-0.05886012290207902,0.008250491141253648,0.0013951735106912833
WNT4,-0.038855772577738736,,,0.004196480913878691
TNFSF4,-0.0123140226737359,0.04248924800311015,0.01976527796719575,0.02459719384033166
NTN1,0.04175742109687255,-0.12046199197076797,-0.05797171605603991,0.06641456008588963
CXCL12,-0.07109096908145758,-0.05322267206606583,-0.011027282264418096,0.03808603695079773
GNRH1,0.030191857113461992,-0.0340739417263259,-0.09874600938755886,-0.03199927129284779
FGF8,,,,0.022376271508704523
RIMS1,-0.04428204842429207,,0.0334911995481731,0.07095282626727499
FGF14,0.04003423329726294,-0.010441637632804321,-0.014032890019027414,0.023540735555172103
IGF1,0.026941129651298527,-0.05447078624240214,-0.0030065263405884687,0.006944373095936258
TNFSF10,-0.0771558144944516,-0.04171168197032026,-0.00454333067415852,-0.01234297967722522
GDF5,,,,-0.030545013052962092
CHAD,,,,-0.009635496891923057
RGMA,0.0008287467845164117,-0.07980660596023875,-0.02940909330352277,0.05167259004508659
CX3CL1,-0.05277760625543054,-0.03345642735784747,-0.047428996047198434,-0.016333107888482277
FGF1,0.042019147523278705,-0.10013340448652251,-0.02233121227170379,0.05225636008175529
ALOX5AP,-0.012989245932839847,0.09142828482280564,-0.034661129035824925,-0.010581121734936505
IL1RN,,-0.014245559327926847,-0.05055426960664348,-0.022417212193106554
PCSK9,,,,-0.015167529331560256
NPW,-0.040469035216532646,-0.04307367012524504,-0.030605394579974785,0.037905473606728114
CXCL9,-0.05020923899181051,,0.05509942013674112,
ANGPTL4,-0.06784725683796586,-0.06709558244612601,0.09853766555087586,-0.0559161530305143
UCN2,,-0.05248403034421157,,-0.026347346111311058
OBP2A,-0.018256879494180523,-0.03844522085560277,,
COL4A3,,,,-0.012002375431134887
NRG3,0.02220547059139984,,-0.03984958853759187,-0.034296364429737186
IL23A,-0.03499261946275573,-0.035709962847826265,0.09707890387127584,-0.019479474702113687
COLQ,-0.043541957998659474,0.02578565018437649,-0.08182141155362545,-0.02070463393800602
SCGB1A1,,,,-0.01907448518631608
TNFSF12,-0.013570750745467132,0.13315499908895911,-0.04729473015260911,0.03852900942175109
FYN,-0.02233504758327082,0.1036099958909474,-0.014822267930175475,-0.0011611888936152166
ACE,-0.009069300833220457,-0.06381912141720171,0.006119338052684324,0.02812269616436128
IL18,-0.0513000096864969,-0.08176511327841708,-0.03730154414957748,0.02042877832685616
PPBP,,,,0.004535521974121801
CCL27,0.008294344114277197,0.002508898061652055,-0.01554899415163753,-0.003626626420445551
SERPING1,0.006004390484656168,-0.06568818783580291,-0.0443317034775073,0.004795748947359731
AZGP1,0.10144104777189321,0.020773216975081797,,0.024768129165393244
INHA,,-0.010193232028963968,-0.087253378825343,0.023776118278671068
SEMA3G,-0.03864623575036063,-0.02879027357413815,-0.022223172277638953,
COL6A1,-0.017187626289511038,-0.07562211997838697,0.05314286578880508,-0.027231527798659137
FGF17,,,,-0.016147049090906192
TNFSF8,0.06809264282793791,0.032364633688128815,,-0.016614808211391323
FGF20,0.07073786149065579,,-0.027602187568999802,-0.025930246548081053
ICAM3,-0.051746033449418784,0.05959626091381309,0.022741559542740677,0.028674438642360286
LAMA4,-0.03452860713283028,-0.11183801358787553,-0.0003174543628019149,-0.04882572103132593
DLL4,0.006163442429035511,-0.046314037922317315,-0.01577724300951729,-0.008309361066055164
SEMA3A,-0.039548755304769534,-0.04473418067133145,,-0.004344403390386011
RLN2,,-0.06356790464223087,,
C5,0.06455947142954782,-0.010608308578960087,0.006554925677867223,0.03795024069738874
C1QA,0.019994479469491875,-0.007766218154145245,0.042189846858932206,-0.00634914715344192
UTS2B,,,-0.04580329287050315,
COL9A3,-0.010882865297843323,-0.03018997821746308,-0.08822634880104575,0.008772576973745507
DLK1,0.011391962487803328,0.031859728839980964,,
HGF,0.004991167568116652,-0.0801702043851616,-0.030253266664048543,-0.03937518484284167
P4HB,-0.057459267033141116,-0.13486234427014895,-0.08556168430168114,-0.0048339709936121925
ADCYAP1,-0.06627957655604419,,-0.052273995972957434,0.0038863055776226663
GREM1,0.049319069857480226,0.013017005833247126,-0.04908561347399412,-0.0017063923071762464
EGF,-0.03170356877184817,0.04174795708689439,0.03310550440905829,-0.014481550218938915
VEGFB,0.04265852389177372,-0.021120524658794618,0.05311002972029064,-0.02879796543881568
FARP2,0.01748511538235852,0.16083905269230245,-0.041720830013516674,-0.00710300204900355
IHH,,,,0.027925962843372214
LAMA2,-0.05367903682156604,-0.04835973352774212,-0.08807783133806471,0.0015767107901456918
SERPINC1,,,,-0.014481551370978164
NRG1,-0.031208269421658615,-0.05253572369358344,-0.0232453463951688,-0.03127829620398957
SPINK1,,,,-0.027057532977481893
EFEMP2,0.0040988687106883965,0.02304981325283437,-0.0932412734416313,-0.0025250212947205987
SELPLG,-0.03074253024286602,-0.07629738784181292,-0.10058688047576299,-0.0019161440183081994
GDF6,,,,-0.002037936514498993
HLA-E,-0.014753307126441982,-0.0542230515708531,-0.033302978354080616,0.001246398433050563
PTN,0.04447873665001218,-0.04715876455592725,-0.07739348682740126,0.003906266834135833
CD274,-0.051618671920191594,0.08060982777466236,0.01487961898006738,-0.026184761433277894
