,MGH258,UKF248,UKF251,UKF296,UKF304,UKF313,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
CXCL8,,0.0337986851181161,0.0006737481376925253,-0.004053785638245791,0.09365774966345945,-0.18505018306220308,,0.06564222511843314,0.03898272626755772,-0.0779408073631029,-0.2143323436141152,0.042782627164261004,-0.005554217695851181,0.05659334180214028,0.0079188465979292,0.23394227849020188
GRN,-0.1465570475660432,0.015927858904199954,-0.02354397395922004,-0.049781052406461544,0.08968933030502727,-0.0047073186089305495,-0.0006558344329748941,0.1005650700477209,0.02181963815454097,0.04727325936212913,0.08890603710043059,0.02874857578568226,0.10114121499149986,0.07702642526905568,0.07883459503607533,-0.18346260529122171
MIA,0.09016765560705865,-0.04150482358597801,-0.01663663513458869,-0.013854990555741312,,0.002601440094447731,-0.04791270400923763,-0.062462885427540804,0.01669839021525565,-0.008364425425221356,0.038787257399564484,0.03525115275340423,0.1697058359746332,,-0.04614772796772443,-0.04751186889298706
COL4A4,0.030476200691638807,-0.025019230964595244,-0.004706967876024436,-0.017095974833606326,,,,-0.06024928304761448,-0.008347203770887672,0.07419212955683606,0.04811105534949909,0.02417806541610569,0.06126684509452863,,0.14516262909373104,0.04107045145440297
TAC1,-0.02611143210954287,-0.06187628476566856,-0.03813546466324343,0.009835234876284666,-0.03770766557960143,,,,,,,,-0.08619427812718575,-0.017249063978535872,0.013556110227161694,-0.10895277042039542
RARRES2,0.10754472462106575,-0.03550684255533634,-0.009018732002143315,0.08668397057259034,0.1195687074389542,-0.1746637108032697,-0.016385229132679754,-0.029328047414253326,0.02626081199302785,0.0030162426390167208,-0.009387701331442755,0.05716168520100401,0.03256728203843722,-0.03785148264686224,0.1213045551605065,0.3986896284832377
FGF7,0.0266601077532031,,-0.021114229337594846,-0.06497067996419116,-0.0015218980270710937,-0.07872608123362428,0.07825319937758059,0.07944003523604841,-0.008687497472879759,-0.020735281036869745,-0.011274204651087675,-0.006199234560019093,0.05314372279131561,0.1317347496247599,0.0632204292013508,-0.08342195687760129
EFNA2,,,,,,,,,,,0.02561659783072619,,,,,
HBEGF,0.012622594229202951,0.010830811264539717,-0.0030418979907661944,-0.008803804855022843,-0.017634501065039287,-0.05164372096980756,0.007674013049630014,0.0321926665107641,0.1040310937444483,0.06556611701341897,-0.04194497094167856,0.033796717254156464,0.026517222086369533,-0.05791887982974513,0.10588926279935429,0.09897466579438427
CSF3,,,,,,-0.11808872291911822,,,,-0.02645306640164909,-0.11534051450711348,,-0.0036362017322950522,-0.03273936495558952,0.02653357799075302,0.2029761295306586
PI3,,0.10791076528765238,,,,,,,,0.027458037348717212,-0.09449691381554491,0.09478501324084761,0.08851537407617131,,-0.004410855135990484,0.3703117490892117
PCSK1N,0.06765992943880589,-0.07773516581682652,0.011778383292757143,0.03872846846892792,-0.11953991282728484,-0.0002587878704532353,-0.011082978981765008,0.01657969939608354,-0.007226076146169786,-0.014495145119416,0.03221843521877344,0.035260098864379204,0.06736462283600153,-0.006645143081814023,-0.027525403368565137,-0.30525743288911406
NTS,,,,0.029465637115214726,-0.0218386952195022,,,,,0.08606530535542374,-0.05449134965463875,,-0.08865635410470611,,-0.0395497119400788,
SFRP1,0.010454090799270854,0.01809743405313224,0.08083530519622911,0.03235635024020312,0.03861732030567818,-0.0015542849355733395,-0.000989871950311197,0.00015041399568395064,0.0029087965547119994,0.039991291944336864,0.022840034302649383,0.010560811786825629,-0.04295454321401868,-0.02782716027445967,0.11039447313373371,0.023396445057092895
CXCL13,,,-0.03158205757013718,,,-0.10150071597536223,,,,-0.004196039107017498,-0.05185820374101957,,0.029063843462573687,,,0.12077356215850622
MICA,0.06744008391841941,0.045606843814344857,0.013757172543382969,0.012488177514863636,0.05813294073568849,-0.041995088686153544,0.04192373938227643,0.06548127701567778,0.11188046701628994,0.023373643644480746,0.08374985165189203,0.021609740598570883,-0.06172629972829361,-0.017315155974951042,0.06969916762053861,0.08735881821802631
TG,0.0450022405367242,-0.03280556672707717,0.05793358543108337,-0.02863072792816995,,-0.04870475199827185,-0.033304864759192594,0.06003925685303194,-0.052763704105679564,0.02276479165598161,0.08554554024455627,,0.08811579960487852,,0.03512043453359269,0.03626997426368129
ADA,0.028436578437492907,0.03249082180297011,-0.03668982214281822,-0.0026981682380633875,0.016860918597906442,-0.09191138568920339,-0.07108670284968047,0.04969014815492643,0.1100046727991208,-0.015229447736885263,0.07128657688766074,0.015257718976827058,0.04795467726656518,-0.014458317550078814,0.04974044813559169,0.044024322186440444
LAMC3,-0.004956067030806301,0.027538881598472804,-0.031582057688932255,-0.0313281494870115,0.04101320945538887,-0.017703309331134235,0.13884622582536846,0.10607745662169765,0.05759887548500876,-0.021405359738858255,0.05792573286969578,0.012931906259945352,0.09181048383495648,0.09964956127487201,-0.016320858897991935,-0.17749912916550162
CCL7,,0.0386159908717992,,,,,,,,0.05858530037239834,,,,,0.048349279409735414,0.2576223485294621
NGF,,-0.02275131057358177,,,-0.02183870959883403,0.008165724754826747,,0.038822219973330234,-0.022496661301046487,0.021836515000722773,0.10330067646414094,,0.03416355656256684,,0.09442615846419335,0.0687700123186995
TNFSF15,,,,,,-0.07019467319805739,-0.030698654423740552,0.0031870073724949285,-0.003009905233652752,-0.04064997625677903,,,0.03823355739250294,,0.026328912890772115,0.13652185202680056
HMGB1,-0.016317007662274813,-0.06985308446205019,0.00848248521549856,0.018162837720793815,0.049898882634428585,-0.07954878410741754,-0.02366431618299477,-0.09797192959770394,-0.018043084957911824,-0.04489283515259393,0.12711942379916238,-0.06963964912831773,0.07724132620227682,0.0453206373291712,-0.023993718732650215,-0.01147071882168489
ITGB3BP,0.10808619441181999,-0.01786107557242243,0.03185590697814932,0.008002950846180176,0.016424556033664228,-0.018364892621854416,0.01583737482090861,0.027528100500610372,0.03499015580008146,0.05740182290961867,0.02880135724138358,0.004812031026705858,0.02380246285411988,0.11522387345469008,0.0658861905889959,0.07395965098862621
AANAT,,-0.0018444004726509177,,-0.013442694569126449,-0.02053159875886215,,,,0.07265290533904788,0.0172182960488319,0.01300906120051305,0.03626479275214353,,,0.09325392474821595,-0.03536191827798218
RELN,-0.006913123084180154,-0.04150481250482262,-0.04167692287034164,-0.014987766813627009,-0.05165707758460809,,,0.03952215013400614,,,,0.06898855986431458,-0.006936749375980316,0.012115512671635714,,0.03376012029092383
IL15,-0.031393458605879374,0.03945781085836558,-0.02262598478844266,0.04330887316996311,0.026442758390735153,-0.14455022386075092,0.005777091440817736,-0.07774558360840442,-0.019744562659453194,0.013005287246827552,0.07133868327248684,0.0015862941472461016,-0.007128972830652563,-0.03462685390212798,0.06243342755975052,0.08673520017745832
UTS2,,,,,,,-0.05673516396424135,,,-0.0030380531458300184,,,,,,
BSG,0.14382921807513457,-0.015547959947430539,0.01880924980140623,0.0003163995074849606,0.005871560515634782,-0.061881308962223304,0.03191872193119678,0.06400612028206266,0.06527220676977986,-0.009041815982830548,-0.047943299733649546,0.051321860750045495,0.10984764311977045,-0.003650989261374002,0.0388552056344194,0.024752812508903297
ADAMTS3,0.13056765108110194,-0.03784604137177314,0.0016741538828894693,-0.005742947527956001,-0.032968923210900475,-0.05488329633404525,-0.025839687116413705,,0.048140284949958145,-0.008866785231061068,0.07818418362512962,0.12406056383777089,-0.0019798568664876077,0.011022940013570862,-0.06677656638661737,0.04396784887912268
CD34,0.025947979198276714,0.04213444774405488,0.04850430305456864,-0.016253089498647812,0.09831034638682316,-0.004057651145215201,0.09197144120852903,0.009275243663609925,0.0008684519215125585,0.0008137940306085972,0.10773306563676825,0.025888224286987907,0.07153285545836309,0.013369852436229911,0.1025580265654767,0.12529115646541855
CCL23,,,,,,,-0.028967542375990526,,,,,,,,,
PLAT,0.1221446073988413,-0.06210604268595297,0.03779786451377056,-0.0006501227085087554,0.08271238887404915,-0.0010391573745541516,0.02113513939237886,0.07491510852822862,-0.002133251017128847,0.02474535896983441,0.14213765316478788,-0.02089045967990544,0.14731341285448035,0.014144493495146356,0.004371673299918694,-0.0998615650896098
NTF3,,,,-0.016532732931940224,,0.048767646290249274,,,,-0.0022884827599376177,0.0376557144184206,,-0.003141221451797417,,,
LTA,,,0.06271797772248477,,,,,,,,,,,,0.06364952972626027,
CKLF,-0.048505751354556634,0.0010554910537996815,0.028317278037588732,0.05290059788252555,0.06289270024609674,-0.1103836467357599,-0.08728412163510586,0.014842263286374769,0.10170516534141551,0.10142156997121025,0.14936663301684938,-0.02223203134803419,-0.015273567786221213,-0.04298168063803924,-0.0794865389830189,0.02632440344326663
APELA,,,,,,-0.11896000340391087,,,,,,,,,,
CD24,0.07949446735738067,-0.03375229708411014,0.03630031181485139,-0.05194415839106161,0.03837473509613156,0.1725655793466489,0.022277981774427927,-0.037080922205592476,0.058450717605116456,-0.00023816735912991503,0.07206554944797844,0.08905405632249458,-0.0457035091548007,0.07584840214671583,-0.06038698090683172,0.08239027906881123
HSP90AA1,-0.07735291380513198,0.018956195727642733,0.02202042792847719,0.0005551180127267761,-0.07040538529381038,0.06340287361456247,0.06752878835422077,0.07868664601314151,-0.10934026603697469,-0.02157447491881356,-0.19853431074140837,-0.05306413594922753,-0.018603160400051014,-0.05565588347593665,0.0067392789529285855,-0.0013388852539845618
BMP4,-0.031121586479380153,-0.030807639122311384,-0.013845181132201767,-0.0034355226636950684,-0.03274834553299136,0.11114630505862015,0.021867409420619027,-0.053987334144368945,0.030059708131537768,0.013052733893768166,-0.017320162055390612,0.10216596289648565,0.03612468132273549,,0.0221573029139605,0.04515754502353037
SCGB3A1,,-0.013250999610374752,,-0.016914560901862465,0.10009140371112932,-0.05447733327637779,-0.013939219905238314,-0.015303947530069587,,-2.1687607216906803e-05,-0.006755609852251277,,0.07524182730579092,,-0.05958021550316133,0.02185349728449034
IGFBP4,0.11673998435203213,0.04194024586158368,0.03553023720370144,0.05731698964520461,0.07369101354452867,0.03889195725671565,0.09781081911761659,0.005954443022882769,0.045245698209612224,0.04181227066807553,0.018640029180322232,0.04789442019939921,0.20008135853058903,0.09975885691409231,0.1056514131795311,-0.20833393908690373
RSPO4,,,0.056484614458563856,-0.027838432467460636,,,,-0.04080216548243851,,,,,0.02034184203141959,,-0.012069315022054269,-0.06918380118666702
LEFTY2,-0.029941236113142675,0.02844036114022215,-0.013221175468111449,-0.03052518167208039,-0.02183870959883403,-0.04127151533723689,0.07784161827781383,,0.18465138934475422,-0.006272121880914384,0.029336367272450262,0.05652470017471457,0.010520136843484287,-0.053614680420170424,0.04939800723454125,0.021314983750940878
PF4,,-0.013745784999190599,0.014703995381897829,,,,,,,,0.04073475319138969,,,,0.03675953639235467,-0.017765399511139222
ANGPTL2,-0.012750240492799533,-0.015352224530987056,0.030335961034347006,-0.058778004037696494,0.06858510510113888,0.18409871295188776,-0.02214578880318763,0.029626647647672356,0.012265803460907531,0.030128171238663657,0.12943855288940365,-0.025290647207680997,0.03722037315000544,0.10724323875055429,0.07310349508023155,-0.08802052925119219
LRIG2,0.014379185220375542,-0.011349523750683347,0.013425958050319544,-0.02708294193828387,0.04094728215257729,-0.05875687275873664,-0.06815329225011413,-0.03302436529326791,0.11670059805715709,0.032520675791039816,0.04869822221895708,0.036900787766428245,0.011001448297009319,-0.00364263806184683,0.0690140110715588,0.06808344661822598
ICOSLG,0.006681413929667795,0.009246715123644595,0.027039791854440713,-0.010773573118236627,-0.0625169898967989,0.009326620079756784,0.07713297052787313,0.026131207461878466,-0.01354585702227218,0.09006561137621205,0.13311990565848436,0.01791249005013536,0.02118855887836276,0.011630040348118065,0.05358593969691403,0.02831015655191555
WIF1,,-0.011125846679766977,,0.03684005093340736,-0.05002628937046779,,,,,,,,-0.0773557780356717,-0.035235824206996495,,0.02774866348098498
NPPC,0.07523485228368254,0.019191842013253125,,-0.03868860847409979,-0.054219322007991344,,0.0946529874898446,-0.023054603305751813,-0.06230072959126297,-0.042589960003025576,-0.023891571124615305,0.10270149298786005,0.06321687254912361,0.042783981452013904,,-0.029387128333879388
LYZ,-0.09501555566472115,0.006257744317703832,-0.038145084740454235,0.037931961265822024,0.04884750727427557,-0.22285876677983485,-0.030685345797420334,-0.001728681357174925,0.075155011339806,0.026065816819979302,0.052399255113619585,0.0019366722148856526,-0.027783019486650764,0.13608388285493928,0.05767476873983654,0.006004102731945114
EREG,,,,,0.0016225603058503766,-0.015166094645289285,,,,-0.023802191438197107,-0.015228362233785092,,-0.08377888943110925,,-0.03451290921619721,-0.01280875156791826
SPTAN1,0.07898199154996093,-0.03815827721055278,-0.028584635953090878,-0.03632778527295396,-0.06956658354320165,-0.02259102216054185,-0.0543841342536997,0.02197904789959952,0.013119189707060113,0.015465165503727223,0.09834115760240292,0.06652562169009696,-0.10511577541721653,0.01754355894770447,-0.0331070553255737,-0.2138266090915647
PTH2,,,,,,,,,,,,,0.06579296107129977,,,
LIPC,-0.013157656857242298,0.14829779815342092,0.10630453109717282,,-0.04023556980999447,0.024157427121478583,-0.027139623962871763,0.03831073136878615,-0.045427039349485124,,,0.006434506865053515,,,0.005666350520880968,-0.012438801667552311
COL8A1,-0.025213965113723782,0.15668869318212433,-0.020550139445617156,-0.02047320589118298,0.09704992869718199,0.11269531254181411,0.022539675311961653,-0.0019725660211549947,0.08567070270079978,0.05352420059705177,0.07718615093830072,0.014592800363150684,0.13202233751602005,0.03195696675080646,0.044482793693681855,0.26702880623718167
GSTM2,0.04388002249778997,-0.026246167941937647,-0.013019029077659615,-0.01215114299063249,0.1274855901816662,-0.08513470068492308,-0.05328689829592187,0.09612347911193032,0.11772702964169217,0.005215901598951769,0.06552533701266931,-0.0608133375740063,0.0028716996480889724,-0.06208253209661548,0.007948215873404206,0.0699815090097868
SPX,0.037268266036956335,-0.027217365390419315,0.02444088725287101,-0.0030888089596199384,-0.06723726158673368,,-0.03392951518105935,,-0.03660943500418931,-0.04503686153918055,-0.0017650657618676895,0.02706627074237281,-0.13273501158731663,-0.04278423154848549,-0.01958037311178798,-0.08712897829071548
MFGE8,0.04692107919467253,0.08906228688813181,0.03830403480455718,-0.06347027401635551,0.031220050434167555,-0.040568777629290315,0.09970317171587018,0.06426091381800803,0.07340278090298641,0.047884772493517296,-0.03673201959739774,0.03773695002678944,0.0011584629031041842,0.11233395286169248,0.0648185731843874,0.11474935494539348
TGFA,0.05306192573598708,-0.07053987978256206,0.103071858125866,-0.0563847590813728,0.05726897233246337,-0.06133510999195536,0.020159399736540778,-0.052517782089022795,0.02339727768302608,0.012781361169920413,0.05823737631139212,-0.026318616507043067,0.052716962766298475,0.1436201356547185,-0.01799205040474911,0.05670244228349676
SLIT2,-0.01515310885181097,0.05743083812821186,-0.030978150708073686,-0.030341858656843995,-0.0631322479188799,-0.04154262991309831,0.00960384737560469,-0.02005561756738276,0.048630249406714454,0.032265385922375135,-0.0025504724265842725,-0.0021158865119967536,0.06768867309452646,0.09184013721315436,-0.004597130361721442,0.16291218585335793
PLTP,0.11354447869223822,0.013560042654901803,-0.02961577539293375,-0.07184488433010233,0.12911950377213452,-0.04745381703582458,-0.009117657156733452,0.08560315016232635,0.015230915428657512,0.031228504415628248,0.09266707064820273,0.04211487549963316,0.1403620118593563,0.05055839377579286,0.005664423614718202,-0.08222735576140919
APOD,-0.1650362646031103,-0.07568547025710508,0.05756218309904984,0.018184065878336753,0.024231101739973164,-0.07409720031306152,0.0385541726973952,0.09186910574238558,-0.12601215410161073,0.010609960561519924,0.06705753087392334,-0.08187178905594744,-0.006533511603718978,0.060906119108234166,-0.04406447229655038,-0.3384485062183317
B2M,0.042600479077319356,0.031286245391946584,-0.0471299236621099,-0.0019010119015950664,0.14000457134925112,-0.3017106176410655,0.029769682939694116,0.06194653276071277,-0.004841411250525442,-0.0149413128801853,0.16879132534220134,0.007771277822345529,0.1245300518892589,0.03160226835669205,0.0444091364414617,-0.22369897153081453
OMG,-0.05971268157133074,-0.10197379057913078,0.029106257205820916,-0.005676842051974012,-0.030556267633051255,-0.005588004214074149,-0.06639941373606778,0.08179706008344924,-0.02185781893828323,0.061683479640762075,0.18031985833435057,-0.022929236262064757,-0.03417144962182179,0.034921945500098084,-0.06388504305261822,-0.194897386779454
CXCL3,-0.024352552873725092,0.009947467700832196,0.03274697407788923,-0.008994051096578207,-0.0316259020040688,-0.15070705986415484,-0.026376995932018577,,,0.013106520375751923,-0.10702043861910084,-0.02554757727777125,0.055003084030994326,0.08477960359104149,0.006031918239611601,0.2546014333265798
CXCL10,0.000761164688416889,0.030650924891225444,-0.006992182850714488,0.0027359631705350697,0.028466320040094133,-0.011977242834033177,0.09846518319100145,0.019629148720602004,-0.013072705285257873,0.11439128037758615,-0.01765744766246704,-0.03441803602256422,0.07669655992441275,,-0.011450810190547596,-0.006489710428915649
RSPO3,,-0.017999799297965094,,0.0653321640340218,0.006990346932642449,,,,,0.1153895597060214,0.030694029601878167,,0.03285469022481969,0.03054102866192305,-0.016620394219784545,-0.0063275996044583295
CORT,0.05034213908100136,-0.039293951807137135,-0.02121790080186416,-0.0043601591412974865,-0.05497294277275845,,,,,-0.034567522324434406,-0.009388453493486566,,-0.041821278698490956,-0.01974569358511411,,
NCAN,-0.0443111669215853,-0.1039513780988418,0.0053299611761678575,-0.011139388540050171,0.013545141877587413,,-0.015470602592174615,0.0461595004784726,-0.15094023546027538,0.03968294826536619,0.16991885022266193,-0.0019029599841398621,-0.1847150293374214,-0.029909847347711432,-0.11781189829688529,-0.26371711865960684
PRG4,,-0.01992792289930686,,,,,,,,0.07798863049062055,0.010010702013677666,,0.05352084801932702,,0.07311997017399419,0.062474747429465786
ZG16B,,-0.018375137052596083,-0.014296304818804579,,,-0.08280614533254017,,,0.07729867286159851,,,,,,0.05729362925068466,-0.05587703372909111
TGM2,0.009295283393669211,0.09353522059970452,-0.02240057374579219,-0.029119824285950554,0.09981722804693383,0.004533106087540305,0.005383855295879999,0.005922929394955015,0.05253792897356495,0.060130931733858584,0.012928585029959513,-0.07075288502524985,0.07893463199028398,-0.09422626240729468,0.11904543915095293,-0.01542590952595537
VEGFC,0.03313591799656416,0.07433893194423818,0.0508941583217671,0.004656785883945693,0.05769636735975981,0.05198457475324517,0.026582213964165474,-0.04270878029690927,0.028515763197994533,0.060285218849437244,-0.019331674402356083,0.05857301013157093,0.00022468507059975466,,0.09269921805026651,0.20768322084281254
WNT6,,-0.021380197069527804,-0.013221175815094632,,,0.04244351825529352,,,-0.027062213340877658,-0.020874996089285138,-0.03819402116571708,,-0.024368846736558973,,-0.026812195049337007,-0.045953345715046626
NRG4,,-0.012204637071539981,,0.02603603167944369,-0.028281602803906902,,,-0.0019319571024125537,,,,-0.027058746622180777,-0.026707584226047014,,0.030663865638881425,0.027519850014187833
PMCH,,0.08420132513613758,,,,,,,,-0.025967525387403365,0.11234289110986002,,-0.03693037697058429,,-0.0281360310666982,-0.013893685829364332
COL9A1,0.11358992820080266,0.035833660479510816,-0.0328381491794097,-0.048120533708014494,-0.02215421387896358,,0.09957349812930781,0.07165223810342211,0.043671577232454926,0.06439764613332627,0.16177625144569377,0.0328101038586339,-0.022887088761122065,,-0.043630919133811945,0.008306875165282765
GDF11,0.11337408261737456,-0.015661186376049574,0.0004660513743131637,0.07981213257311952,0.047554345962540094,0.07353891027850226,-0.06752344766664459,0.08173958299434089,0.0349282903269873,0.05430812013990522,0.029725923709701566,-0.044167220021746896,0.07064923879470957,0.04408080194252582,0.07924607142084585,-0.012918341313268059
RAET1E,,,,,,,,,,,,,,,-0.01340885935560389,
IL24,,,,,,0.03320047040512908,,,,0.003545530672535467,-0.06236668941047789,,,,,0.19194390974066736
SORBS1,-0.012757987757159297,0.015914781147145052,0.01654453496674583,0.013800658420887667,0.03759348409794206,-0.03478915933022434,0.06864302033200033,0.03869938978953797,0.008608386730311963,0.02016217161156617,0.0843921738423338,0.03671260141590039,0.06495913256990325,-0.0882480554423468,-0.04094082932980929,-0.06876353577852572
DLL1,0.05680924389199087,-0.008641202667626486,0.033128418589016995,0.032004949959844826,-0.0028006824206803314,-0.026580781125648923,-9.565864261672627e-06,-0.05273506924326702,0.02923343316860068,0.02221273766135171,0.07656304462725522,0.04300914292642644,-0.01255528699249804,0.08914880057167822,0.03801186944230492,-0.09721124491504504
TLN1,-0.05643773995942121,0.0183103944160997,0.016717342395335302,-0.0398622469331051,0.13018157104423914,0.005567430580215163,0.0543418001499456,0.03405548176998562,-0.015253269654244837,0.004069444688038925,-0.033330681172322144,0.03475020350739538,0.07451888121013062,-0.04376867666568746,0.01136601527766424,0.10958317552089866
COL2A1,0.05647596722454107,-0.007935210232988824,,,,,,,,-0.012815160443888241,0.014000785549378305,,0.017766694408453076,,0.052556826228747626,0.07100267904016656
SHH,,,,-0.0046739283475459616,,,-0.0035642291797440867,,,-0.025919253327021368,0.02103600549603331,0.08068783347648607,0.03159895203980936,,-0.0321056839413315,0.03915244923983285
PON2,0.07234491798683525,-0.06447045510458303,0.008798402361771998,-0.024390019314814416,-0.020115727509546617,-0.11222551953652421,0.02999679359091153,0.003270695496398146,-0.007207460489916223,0.0008020092886047935,0.105137451495279,0.015211380179046548,0.002225103075218228,-0.010920518318646046,-0.06137156656173841,-0.045818928508429724
ICAM5,,-0.03571420226826924,-0.0170186225354116,0.021443009365817514,-0.019291599468453696,0.029826075367043743,,,,-0.01568116126051094,0.01399884031762404,,0.003969473490469183,0.016633504029929098,-0.026734722419212566,-0.0572010763873816
HPX,-0.017992401968524533,-0.033112082564856475,,-0.017051228232631197,,-0.07271285995057482,-0.026376982132141197,-0.02428251142031713,0.07350875519794284,-0.06402072877680355,0.05593800852951171,0.018469334292988054,0.021206867206002847,,0.0340456528368484,-0.02081967189723344
SFRP2,,0.062439961164276976,,0.04176759825138919,0.12419980492462478,-0.05504843744672404,0.09693180395124801,,0.03761766226456435,0.05488254072057577,0.13402044740330993,-0.05441072083714617,0.19830350114185705,-0.05975181078310045,0.14061677348348098,-0.020357023776017235
CFC1,,,,,-0.0230768123625026,,,,,,,,,,,0.05213580419197216
CD70,,0.010994937419063258,,,,-0.008543391856066729,,-0.023685926392858807,,-0.014522831062306285,0.006563631442868324,,0.06139136119507317,,0.0016223215182250904,0.2853464836692311
HP,-0.03225354009540644,-0.02899810656229486,,-0.021481951007333133,0.13341923384718293,,-0.06679753346357883,0.010337309860341511,0.10835625815361656,0.007181434935919133,0.19902379212227708,-0.034655287490227,0.14199656091473917,,0.09948838110934138,0.15790326419887826
CXCL2,-0.004225328619193467,-0.04781569740118073,0.08819554006975541,-0.03121109677313451,0.1967327159125128,-0.19840924882593855,-0.04734117153984738,0.03372347713623823,,0.011332150427458148,0.01232358257277653,0.00818207284244927,0.12009526892103992,0.043939991792714114,0.13202579396186873,0.2650044771030394
NPPB,,0.04474805329878112,,,,,,,,-0.03156652175939672,0.045261066919899916,,0.09918628154487236,,0.03991805733960425,
CCK,0.057436113379634224,-0.07332347230736976,-0.059755498680949336,0.042904027539940374,-0.05559565673462412,,0.08104057418122836,,0.008349114765263952,0.06906919999473944,0.06537623621568522,0.10811334604551667,-0.1464121584976071,-0.040533456417831785,0.01831972586497487,-0.30251384789261865
