,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk,ZH916inf
MIA,0.023958442935771467,0.06405103467948345,-0.026790289503399,-0.019489337815939343,0.04017004661997972,0.017298077266501486,0.027928892529294223,0.08632511817107844,0.03762409693238841,-0.023038533595533744,,-0.031669033431390346,0.017342188509912843,-0.00513596689862856,0.1604406534105184,0.05867363374595722,-0.06263668345209845,0.05941951201780887,0.11275898687975203,
COL4A4,-0.024539288213237045,0.06882221309321025,-0.026599727953604622,-0.012122374343114405,0.04761925811428576,0.043768473298058844,-0.014470627081677925,0.07014617895224018,-0.002911065477172447,-0.030822673559465615,,0.0936771638166209,0.07136532791751589,-0.012231376797796963,0.12480495027638393,0.03264111764917327,0.05317010369220916,-0.009634740812440144,-0.019259928577571087,
TAC1,0.02317205358298579,0.1303353918990229,-0.044088989238112886,0.01770620875399794,0.028389924173565905,0.03754866631088717,-0.04209490275981069,-0.1478731515827462,-0.03772787664063125,0.02394803921961546,-0.0014492108138260656,-0.05444251251247416,,,,,,-0.015733817336622814,-0.009668912086466594,0.020169433956861556
RARRES2,0.034070577820464985,0.05438042221890231,-0.002853231846678253,-0.007585909710097181,0.006861241217567461,-0.024987986375142053,0.008416602357657848,0.17570885036162207,-0.024817017213814668,0.003386642603129875,-0.02171334161075785,0.06277444077780123,-0.07994038186475055,0.05826795211471699,-0.020999712891816943,-0.057584960051856066,-0.047818487072636154,-0.036844913340808964,0.004545600466730215,0.04874957312392339
FGF7,-0.024437528356518735,-0.011754262523368012,,0.0016914169027151863,0.057952784414844895,-0.04282244347084337,0.082871447391171,0.06110285116486031,0.10319054529211436,0.03982539401461977,-0.022323353548635266,0.09071629501843446,0.005624390860710636,0.04818869987650938,-0.004660754735505489,0.06835340252561334,0.034685737015980045,0.031111106589232402,0.02577097809904793,-0.02467521147271636
EFNA2,,,,,,,,,,,,,,,,-0.0281623140683773,,,,
HBEGF,0.0209744575852469,-0.05109039280972702,0.04680119559981143,-0.015565423322444778,-0.012321276023072895,-0.05504051916183914,0.06480270941618538,0.06727822568478817,-0.011598308156684039,-0.0002028531529121325,0.0046628455330778576,0.022963444062584274,0.03536330965806613,0.00838031978364097,-0.0044680810245224245,0.03666607729698225,-0.003294078711668845,0.017201592607336526,0.13556614657112573,0.05831759544436887
CSF3,,-0.03476118296748659,,,0.05149333631573249,-0.05381439931024821,,-0.035287471349060115,,,,,,,-0.05939692176414035,-0.008379737855444857,,-0.012600989809876029,0.1471569470203393,
PI3,,-0.04117980484677337,-0.026677601175969082,,-0.011294637555305548,-0.038298360864772264,,-0.029629270557804233,,,,,,,-0.0766473412804861,-0.08306871436981428,-0.0242913084912835,-0.027377764588393597,-0.05769028776408068,
PCSK1N,0.05743629822547526,0.06382096480372769,0.006987661811152935,-0.011047609099417202,-0.028887532547944177,0.059165462091485564,-0.008562937507966573,-0.05047039002039526,0.0704389923006416,-0.03864347614859425,-0.022880942396846335,-0.04400997871920509,0.008303272585938087,0.0166406994511563,0.01899344429009797,-0.03369155370267625,-0.019523136549996628,0.02232737773545932,-0.04621127821656574,-0.03741166662289942
NTS,,,,,,0.022006478699125344,-0.017665347821918486,0.041057318332059674,0.006845324741447277,0.025991237131399905,-0.0258543276257695,,,,-0.021105138974372627,-0.022178547818062257,,-0.018660347622114395,,
SFRP1,-0.0308303178993525,0.11096138658548467,0.007971427602353278,0.0052805718783566396,-0.018366971479851342,0.0026033941008156724,-0.0011679115983482043,0.04401894469712346,0.017547963951312435,0.02542363583985761,-0.061843524281569855,-0.023947728946740895,0.07136908486981032,0.058637741183105135,0.07372901787167573,0.05982681955702938,-0.03691734008228394,-0.018226728418282576,-0.03902046391550333,-0.07025630722792234
CXCL13,,,,0.02008029443493685,,0.09427299787868088,,,,,,,,,0.008112641086110612,-0.04879767542069077,,,-0.037019942436270076,
MICA,0.08033097283206128,-0.02161860932162572,0.04621902974491764,0.06239141015555893,-0.016121702176189655,-0.0044878285566798464,-0.037495280185630954,0.14390357312641655,0.025135623770323426,0.0664794074702168,0.029463500321496458,-0.010188872168031533,-0.054796722852798276,0.06502040216085264,0.10109986496498571,0.01097366702719168,0.039747694115811444,0.011074608228545354,0.015365695166671836,-0.055511081478462426
TG,-0.024539282683213964,-0.027710211119439145,0.03859176557967001,-0.02080534250081898,-0.011533683363705458,0.09294777667309138,-0.020390468206685088,0.0427932184282859,-0.0015241311360305986,-0.01998630583418277,,0.010596559896667893,0.04417849148662046,-0.010564830226453619,-0.019062742275455614,0.046925265492634524,,0.027831668956772415,0.03895128229238496,
ADA,0.017064492404565448,-0.012053120457666017,0.020617502649015216,-0.027659275064913193,-0.021081713997853774,-0.05116273456297089,0.046496117371526605,0.13696687696661686,0.0014685572035318785,-0.0324593679744978,-0.06340165565384809,0.04663444055718361,0.07170363688326473,0.08494950767409928,0.057219222205097064,0.08502004362456415,-0.062282107065994505,0.030007777014688593,-0.016847475404335753,0.0438875023272568
LAMC3,0.03063106964169569,0.040359837562852684,0.05302093509730986,0.040494594255057775,0.03494590363905127,-0.03306474215708526,0.02633532880976708,0.18879865863732023,-0.007851759559035694,0.04709916186693399,0.07838936872196453,-0.02178654756617746,0.019936245045197233,0.021686574188700396,0.05363359521817876,0.10077601605589555,-0.07093961361020434,-0.01680785423150891,0.04344621162179136,-0.05887772997258044
CCL7,,,-0.026101472402180578,,-0.022192473090761302,0.01089577356566582,,,,,,,,,-0.025504229994938846,,,0.01810074863836983,0.010354598356284751,
NGF,,-0.02002690564628351,0.05083474930051545,,-0.015684518274889692,-0.014896647496019745,-0.019457975739872867,,,,0.07689348599453527,,0.04530650090224145,-0.03985361149205893,0.007752940094870341,-0.027783765187429976,,-0.017651583554896967,0.1288737316936136,
TNFSF15,,-0.02477578171049537,,,-0.012595491847527047,-0.02482075980323264,0.04164022420763351,,,,,,-0.010200473606354584,0.01164079940152899,0.08493888790058826,,,-0.02272132480459453,0.004186235761164073,
HMGB1,0.010092534887269333,-0.006700000113205781,0.007766901921004323,-0.00801821044696563,-0.023703359283749698,0.014365712011758706,0.06821370410148545,0.16165497516877814,0.0346799060492239,0.012449233504867284,0.0003326498634974239,0.08145040318513731,-0.0041718462921937535,-0.11797431830567873,-0.04465566849535921,-0.00578908931469534,0.03129267363613491,-0.007455749745947626,0.00060272178178432,0.04099024942637857
ITGB3BP,0.037030659050303255,0.04924453638021705,0.021113648285831052,-0.004373553168426412,0.04631099901161106,0.03399720371097299,0.0793861728290377,0.16177228955355677,0.008212922019478307,-0.04700318006421483,0.008983815098032609,0.023057174739117326,-0.09149814998177865,0.002614071772629954,-0.022245763300036886,0.00821245439740785,-0.0064289603020770405,-0.00503068495398803,0.094483589686096,0.08095710657005536
AANAT,,-0.01991269247110093,0.015695474374130408,,-0.008825209205929347,-0.022364989007002647,,-0.018825107693135397,0.0018293941131805383,-0.009951132604035738,0.06558765330257363,-0.02894224178126205,,0.07890586363843997,-0.03270907697157818,-0.03789884709621972,-0.006430766193180264,-0.013971034228115787,0.008644503701090408,
RELN,-0.02034371593358467,0.0830078267068074,0.05425573947122479,0.06207832878947141,-0.031658829815940516,0.09837381881052502,-0.05142292697601539,-0.04516270923325384,-0.03450396507173518,0.008854254541482108,0.008957700349160802,-0.03204155975919983,-0.06836483975324267,,,,-0.019896595351481118,,-0.021205152749333583,0.003850925199540363
IL15,0.13422428142520376,-0.03521834603643534,0.031884235772163504,-0.026505688042858307,0.018671709737668712,0.05304553781406842,0.026255633264969814,0.06838757818536396,-0.002583573705094037,0.05740259944319741,-0.049810239293267326,0.03575486208130711,0.05442022140091779,0.05373251594292377,0.010268827832353082,-0.029682545695773936,-0.020211135456050574,-0.013369874877300793,0.11571668774404943,
UTS2,,,,,,,,0.09409707486872439,,,,,,,-0.027854172939757914,,,,,
BSG,0.05976416733079938,0.06041366711482709,0.052879906123589,0.007201510786721992,-0.014847565918067856,0.022855356902483567,0.0246351929307683,-0.004680450068597758,0.0068410813358217235,-0.023844782511285287,-0.03324963576004358,0.008297335386814299,-0.06333816297531104,0.028394894756605293,0.05577866416640596,-0.002608878887507824,-0.07535448397464002,0.012109306768258242,0.0542349896494023,0.024063209768686207
ADAMTS3,-0.0048630421095654935,-0.0009419255994468459,0.037962422756229436,-0.007959986112088405,-0.016227407019076334,-0.002010019629244844,0.0008703563605712729,0.1937229263448578,0.06114017583224163,0.0007614704953704261,-0.024504473702825543,0.010118506734743942,,-0.012274166391794532,0.03184669639486251,0.09649960433267513,-0.054794343015972906,0.00047829043679259296,0.03674177410051791,
CD34,0.07059502431199847,0.05160267069925251,0.008789486667276239,0.04153872017379654,-0.01926727996806942,0.0369001518647271,0.012374304847444185,0.1216133883056589,-0.00392016802102606,-0.016410046318772378,-0.07429548330512217,-0.031721212746599385,-0.022852080242528928,0.0769980910028232,0.05390206024604983,0.16165380538546995,4.6141514581022474e-07,0.015034703632092652,-0.012947647084000017,-0.0169663295614047
CCL23,,,,,,,,0.06402147326386731,,,,,,,,,,,,
PLAT,0.05551327659096428,-0.03862542491848691,0.020621186259156182,-0.030705401517565283,0.048191564304074286,-0.02447800668266802,0.07444296755173549,0.14804512506517464,0.0040705810968182,0.03890473897134383,-0.02568395505656035,0.019444853934933663,-0.04952417174434571,0.0005679308702793959,0.07646741024699058,0.09054897415659917,-0.09273575650158859,-0.0005502406163805407,-0.010947331036913383,0.06045159897295905
NTF3,,,,,,,,,,0.0036867762934983035,,,,,0.10524509861516253,0.052691800067600394,,,,
LTA,,,,0.025982864407532825,-0.00710286089184312,,,,-0.015093454324623532,,,0.027147968817451774,,,,,,-0.018802906585653853,,
CKLF,0.014260511023800824,0.0009338625178979125,0.036958278075241324,-0.01296772729329398,0.03099587227034098,-0.005755053104852353,0.05058766116027998,0.22198679298153698,0.013752097089797919,0.011213910361042297,-0.011458269624277677,0.020362717456813645,0.0966169775242878,0.03337558559890898,0.030589252743369707,0.10149358503243827,-0.04056088603980755,-0.03132534621126217,-0.00039326880673451025,0.11908066528531876
CD24,-0.04796903634865725,-0.05031053429755239,-0.033322840436824944,0.048340491299167586,-0.017161425386818693,0.024850472559304268,0.046949579288225636,0.09176781826376287,0.007298952119069863,0.02253382267100549,0.015912245798933994,0.03540327555903138,-0.1964775243416722,0.046195120622267966,0.04303909176255014,-0.029364233281850532,0.053884910780953615,0.012155012227496913,-0.00134175851174553,-0.04500708821346885
HSP90AA1,-0.04080774584420879,0.02508742714615041,-0.08981466308721973,-0.03037806146112461,0.0037576703673004286,-0.019361276945067445,-0.09472885617288568,-0.16419338727654623,0.009470784616877358,0.026985790069007375,-0.005614013250010318,-0.05614633815996334,-0.029572092461499368,-0.07191517937410867,-0.13660010201289932,-0.1508792418716907,0.07160531850636,-0.027341971490901288,-0.008886543339326754,-0.03692121221976006
BMP4,0.04904897199354668,0.021922808320386976,0.026439924118133066,-0.016219230032120363,-0.016666334893769542,-0.01629616178131423,0.02526190115817,-0.04684751627544079,0.006634209138210463,-0.02966922323771927,-0.038770011033249056,-0.022872663257132466,0.022112214828104017,0.07208991805407772,0.15894260837958304,0.005240384450755126,-0.03433497081300751,0.06363318576766479,-0.005664085444880935,
SCGB3A1,,,0.030854382753076823,,,0.029122802444682398,-0.021460151918712582,,,-0.019433229501501347,0.033390433168336266,-0.018730407726649117,-0.07833691844518821,,0.008225827793589113,0.07833293981457486,,0.03424438272039013,-0.03647741484270581,
IGFBP4,0.03780116338421817,-0.08000982490015356,0.016398820631093866,0.03550230671707982,-0.014814543868559538,0.04937600874613635,0.07317482583882594,0.19411346436402266,0.005878754920926916,0.011171259650131708,0.013763005099613299,-0.01464516787101288,0.07843579194280347,0.016453712399463062,0.03528444815161633,0.04500169445225436,-0.046475829954961155,-0.0036414482661744,-0.03804094654225906,-0.02398064200763955
RSPO4,,-0.024464918480903552,,0.027318764168605635,0.056007321344954814,-0.018654893905399657,,,0.044878354147594335,-0.003955268778488967,,-0.037234904973105734,0.04059821296518254,,,,,-0.024799065555757786,-0.03513981871856886,
LEFTY2,-0.024296655964614788,-0.04097889671106716,0.010945520090857969,-0.015488225409603202,-0.005895235190744438,0.06639028851039006,-0.030852778475887223,0.2550761240180228,-0.04323086289296515,-0.021308770705124908,0.01506482893915274,-0.022245061402401123,,-0.03569515139652724,0.06840840246879074,0.04631207810331617,-0.07773838775557583,0.028716917417388882,-0.0015912226298021746,
PF4,,,0.023985846561454006,0.009362501959386767,0.04448221991487911,,,,,,,,,,,0.055470205578746754,,-0.0188029022345218,-0.027527008377966868,
ANGPTL2,0.059247440004330895,0.01696867934757046,0.007044292991267137,0.0016609983423715906,-0.008012120999743256,0.023403959838670833,0.12822827131360484,0.16979416172291897,-0.040310597254737436,0.023374596470677064,-0.02494300939613306,0.03717708176159216,0.05908232985110919,0.03247229188485388,0.06950066828407775,0.16350324591826287,-0.06067595314787958,0.025024441487225404,-0.023117483211671896,-0.013498170691521205
LRIG2,-0.027938359428190417,0.04452085806824794,0.03720606527964603,-0.018710118528712665,0.0167439279093915,-0.012919714240463377,-0.0032895835432952356,0.04989739274094414,0.01980616116563267,0.020109785426482184,0.019075853027659455,0.010954669230356895,-0.0230378937017102,0.07149278539022182,0.07211701399161115,0.05701820851382013,0.05313587821463467,0.027110797375954863,0.0019992848810358897,0.11867192749160146
ICOSLG,0.016262775910890353,0.018631088073165533,0.09033732813404736,-0.01086203572368311,0.0029776365057384447,0.071548914849401,0.034357876349975294,0.09433797435562224,-0.03068157547067887,0.011851740690119126,0.02231807869875197,-0.027275763989628308,-0.05046038075927488,0.02630754893417401,0.03921577492066588,0.05957706608928453,0.03509821518121994,-0.005483729734190464,-0.0356726131312537,0.08069363699784889
WIF1,,0.11988500455139815,-0.03413858380609034,,,0.004766091208001006,-0.049508762870194366,-0.10129621084546844,-0.013546473846935414,0.044163440340794696,-0.03206411599188693,-0.007055827161708587,,,,,,,-0.00045289990729438593,-0.007262735675235081
NPPC,0.06767924339464591,0.023086163138487156,0.02072739634969912,,-0.030036005519914526,0.01965206068756277,-0.041171225591399845,0.06909443576312148,-0.02642486626273934,-0.015585037565043864,-0.03802353299769762,0.049077543830489456,-0.08278326207398683,0.03499144791774611,0.024501529847720825,0.02850885824246752,-0.018017261353004247,,0.05805278871355747,-0.08350165070382855
LYZ,-0.06533585979703159,0.013278722505503956,0.0867867518612814,0.0055285404265698135,-0.022901761883710126,-0.048227035359387466,0.009166097318198833,0.10261962415010153,-0.02085753582981031,0.023209786766450566,-0.01899346944953348,0.043621623908219435,0.004650220803026694,0.02179507798886157,0.0023704686995657037,0.02473956069409792,-0.010101352371914783,0.005594922958641058,-0.0160300440126331,-0.021959802995991668
EREG,,,,,,-0.04325832921208471,,,,,-0.026596565012606124,,,,-0.02635749277774853,-0.019958224590308736,,0.0298302065775805,0.04657193034852432,
SPTAN1,0.07734021012078983,0.08982953752190963,0.022834426433278005,-0.003080980074074875,0.03544710116223675,0.030907884115777322,-0.0303211211019832,-0.060531538900208626,0.029846565234370237,-0.013622720470214622,0.014678282383351433,-0.006007971712056562,-0.028506216194569573,0.12839654391566319,0.021399466851724253,0.02530114487276928,-0.007338601813147687,0.03548203891929958,-0.01917770692231365,-0.09087231302108785
LIPC,-0.03141762764479962,-0.039848546025196045,0.05259068058862633,-0.020946905443136873,-0.03479584657776715,0.008939647739254573,-0.026070295235767947,0.09523821058024469,0.003256068305931104,,0.08978405418787297,0.05267211473506806,0.078400126838847,0.020056762341528398,,,-0.04118119747287303,-0.005741019659142524,-0.031215829698098017,
COL8A1,-0.017677715104701557,-0.08780558281144826,-0.010259272227995891,-0.012641581818602686,-0.02929735301209326,-0.030604504187908114,0.04355563598458547,0.056949045134353504,0.03968716734348581,0.004002968998819717,-0.028677696443043993,0.003773595027514302,-0.03106785558550058,-0.04201925333183052,0.0629040121032265,0.05281899482031478,0.02778753545837557,-0.01583164894940487,0.04051022240066694,
GSTM2,0.061626719375111064,0.07234721261548002,0.01391476547588705,-0.008110865108812208,-0.0003190534088166049,0.07166995939618419,-0.014216370291878758,0.04581902910211747,-0.005065687756793509,-0.0030934544092935732,0.011079942529714754,0.020806981264807217,0.04664524546201361,0.054791033710765207,0.08994643138869925,0.0815558657372918,-0.018856499253809222,0.0719848482206012,0.03348128569886165,
SPX,-0.04782984260811925,0.061740042125967246,0.014486858600009644,0.003471191533792327,0.08587769433695977,-0.026995540472353165,-0.03281964425377715,-0.0791957100932502,-0.03570624744851229,0.013221292133771424,-0.013268593113588011,-0.008834515173051866,,0.06935211446200257,-0.014551912039976786,0.09552307226847043,0.06671481423354335,0.07302718536865054,-0.05085820211751945,0.046793809515103785
MFGE8,0.05113996591412684,-0.023261194105083764,0.011638407006214359,-0.005750952664302705,0.009032889180767681,-0.026590980277812665,0.0467767040479693,0.07999880231987398,-0.012231670096355358,-0.004411672461842988,0.013766521110957868,0.018843357642071887,0.045717177756646944,0.02767189699249107,0.07682596301072829,0.0805197369109421,-0.040040577456474845,0.022305373776507428,-0.025160233394327786,0.09305734388747766
TGFA,-0.01010872307230879,-0.04181138125811082,-0.011481447015269363,-0.021136368089189672,-0.02435886878877775,0.004238795210788876,0.019480317438764532,0.06769395009465734,0.025217286234687948,0.0780670534841504,0.02929395764878618,0.06020485358275575,0.046697682815158834,0.019976916588905415,-0.023837099199217095,0.0667313663665841,-0.007056237774807432,0.03297895895609069,0.06444029138690013,0.04897151567201978
SLIT2,-0.025254480339747195,0.038904912948609406,-0.03702341470816664,-0.017484264942058358,0.030561619751243614,-0.02528250395024922,0.00667325062455568,-0.04848139164336656,-0.04517445103329913,-0.007550872110421463,-0.022243424076359222,-0.02123898799018067,0.1372808636197002,-0.018628664066423065,0.0038852708750689736,0.04765654672521946,-0.0298926482643823,0.00023714335803869395,0.010472514041591958,0.10921975891196847
PLTP,0.07068291770888516,0.07286813993085205,-0.08809527119771773,-0.009587725486038229,0.006890279568851425,0.01818878910383282,0.05358564047600737,0.13790742479389864,-0.009475253492027097,0.0015404160666071566,0.00531551170716566,-0.007402577063643463,-0.1193070752265227,0.022238313732444243,0.07216445125923453,0.0869908572539992,-0.06635716601015927,-0.004128511327216824,0.010227795192569082,0.06133706713374116
APOD,-0.06210291387898377,0.06619314552307681,-0.021098727831060003,-0.053525915421231605,-0.02937536686010135,0.03847358844050087,-0.012995031029052705,0.08353470211866246,-0.015064721172965503,-0.010854806264369712,0.008402296628576602,0.06128942074941476,0.07638307032918414,-0.06377222003598462,0.13771128779683278,0.10806017482577528,-0.007847264106956357,-0.08569458202039801,-0.041637270785631335,0.1639242634794551
B2M,-0.028445754266135853,0.011750477160329885,0.04805563454118098,-0.09420476101765662,0.024669195027846612,-0.05574981464623008,0.06148107150126351,0.2317575523435231,-0.055323580766037425,0.00700980139031103,-0.012400136514871823,0.004608434447259886,0.03189417199450335,0.01311955691853073,0.11114960033411955,0.12880052083251745,-0.05694959172813779,-0.05992722408443747,-0.03090662223487732,0.0853650838442852
OMG,-0.0024264387732815906,0.11149028929561984,-0.019502643396659594,-0.016837962693514126,-0.0037597219743290416,0.08014488968144282,-0.04737461828303145,-0.025229688080039583,0.009501267965534034,0.00927824081062475,-0.005355204522182752,0.0038309392181966172,-0.007846634323312092,-0.041357594948156995,0.13972606456484446,0.1215365516992005,0.04116277720978293,0.056192303623469046,-0.024558709786424132,0.04612445483578801
CXCL3,0.07675353238322992,-0.02276684224296688,0.02209885857646786,0.019986216054020487,0.026335487420545135,-0.07406225136458605,,0.012794132095331784,-0.027917047155248585,-0.020789444793992595,-0.037441176025181655,-0.01933152913997235,,,-0.04541334570271121,-0.01190144632120723,-0.024903415076646937,0.051487718609394335,0.013636767706052867,
CXCL10,0.014192525275324209,-0.02490125331783577,0.04657523031702612,0.04720781513302085,0.03877834864895632,0.03133076088058455,0.12276944752075802,0.20412109844026122,-0.056781477919364366,-0.021966563300280635,-0.014200193228283585,-0.019205795821006413,-0.028591534173452362,-0.030061705107319373,0.054958493146308,-0.03462232794418946,0.03168483688032327,0.055281705429735414,0.004278383697311711,
RSPO3,,,-0.035455530258357584,,0.028502264580609102,-0.005399068553655708,-0.04905323077441643,-0.052266965017470024,-0.0265135791100953,0.026866340509752513,0.09936912519019048,-0.02020107537254354,,,0.009698052945178351,0.062458344711562475,,-0.013400103048782109,0.02471015668018983,-0.04283655328266223
CORT,0.07363050981068471,0.14471665770516046,-0.007168254164680778,0.08056656793301174,0.028894354199176745,-0.0361197846846432,-0.03867809849422422,-0.04941102822764207,-0.01915053493884703,0.03880053943464057,0.044658649038707546,-0.002022730077837346,,,-0.012277653611328444,0.019578346227341305,,,,0.16841223794429674
NCAN,0.060786148540964036,0.0766495334041384,0.04406529689842358,-0.008374381639105602,0.0003174077839166596,0.07566954340730049,0.053401167623254385,0.07984886265434296,0.07176195792301465,0.03894938365858749,0.032603623429189474,0.045250255794014524,0.09985814915294397,0.02277469718471276,0.14081141744278566,0.08602416280349294,-0.007494856666105805,0.022685906179497273,0.018223410479911863,-0.01694759483845549
