,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
CEACAM1,-0.0014930883151773227,,0.01475132294056859,-0.009171986534304215,,-0.04308637463387108,0.003340268300322481,,0.03162537469315542,0.06071356187560474,,,,,-0.055691261982135594,0.05796496736792631,-0.0622240851125774,0.04271848885462449,,0.05805588279668678,,
PDAP1,-0.04298054898923338,-0.05361255210864907,0.049218344404338164,-0.027592639652232707,0.02477120318393994,0.030686478468546885,-0.021438873378929687,-0.06129300834997404,0.048128337555552986,0.039652663800838775,-0.04621115779512445,-0.06705029608416319,0.006353719770065178,-0.2009555598888324,0.015164940511416439,0.06968247179255935,-0.03556137464339647,-0.031917420901984454,0.016514145799074738,0.002306254273823365,-0.12894515663487985,0.05487273471726053
QDPR,0.08277431190494587,0.2161711446425855,0.11074717814356905,0.05703000930248201,0.0433418706721309,0.036546884049842944,0.0767174027482567,0.035176730653591816,0.07834571237446507,0.23469058023810968,-0.006528628173365228,0.35286662476487024,0.0348123170008933,0.10748564852823046,0.08591798529777046,-0.0921150711913162,0.3074290069026033,0.03647779672208465,0.13758622315215857,0.10670201184654096,0.2676845533088423,0.052447417339853745
POMC,-0.0033242463270316894,0.2004612603958489,-0.007385624614395626,-0.03171582364813114,,-0.04800933305020586,0.03621422685643639,0.002476735086328954,0.0020668014390451957,0.004085577970875025,-0.006583793536342987,0.03814024128131102,0.058094182614391934,0.10114851404209027,0.06612111431864258,-0.08609818826583561,-0.020813044001251287,-0.042655563879605285,,0.0005310191678130335,0.020556842959079096,0.023405782238744715
CCL18,,-0.08891866586683793,-0.06268055381439616,,,,,,,,,-0.016283005535676603,0.004495808267768841,,,-0.11135578157433107,,-0.02903131193027705,,,,
CCL17,,,,,,0.03498734355106378,,,,0.06970113816273786,0.028997738092096496,,,0.005745251881341541,,,-0.08461651248908025,,,-0.03077893148804909,,
VEGFD,,0.024606047724945415,-0.03804983841974822,-0.034347599424528696,,-0.016069833021206424,0.0383411856818794,,-0.002538713106498153,0.04460000561132891,-0.024898849704126008,-0.034306473360938144,-0.023771994071961094,0.020036838668273486,-0.06602224683403578,,0.014445658345236966,,,,,
TNFSF13,,,-0.017243409933724023,,,0.019940861434587977,,-0.03585918788132743,,,,,,,,,-0.11537959327490198,-0.03868769334821717,,0.01691691584091907,0.02090035381143235,
WNT5A,-0.015104421871682263,-0.06669212912528859,-0.016851923629104742,-0.025215343008730837,0.025312473303176215,0.037013664996250854,0.30773516290538927,-0.047674796759160594,0.10242378253189273,0.08416424299600432,0.004939579249263999,0.012948302364278302,0.06337769568312274,-0.05604763478834363,0.12260028796449073,0.027716940405132534,-0.057269580529819175,-0.08669473864368743,-0.041339973252394406,-0.03266730566909043,-0.1250376595824586,-0.0003295802535451337
CXCL8,,-0.38070251915589964,-0.0918088133356442,-0.06495253352229391,-0.05481437288620669,-0.2932684751313351,-0.3433988248022901,0.059097649399413796,0.05680143542649866,-0.16910845998908172,0.05641020696211556,-0.13080399440049037,0.012394672880760127,-0.18531747616223468,-0.14358859605086624,-0.11379690342392314,-0.0008514590755465813,-0.023326033468560596,0.06145910536571359,-0.053261077484962074,-0.18989324004212887,-0.032351223759903444
GRN,-0.009681419182051218,-0.01775059996038807,0.012971958802350823,0.02907397673440929,0.008780417174558157,0.030153519217142013,0.048626730191130764,-0.04339159820315437,0.11847866684381289,0.08360028976980546,-0.044202237923587205,-0.07414315117947536,-0.01653189787980153,0.015859418547810207,0.00932794017863416,0.0627208705064908,-0.3046832336601233,0.0008294050365895195,0.01880694361270831,-0.16927331786424202,0.029434592289295763,0.06597828535563835
MIA,-0.024076046348856548,-0.004562634144903111,-0.010915188021037714,-0.056535749636387515,0.035849414176802576,-0.06521366990734356,-0.08940952361278615,-0.00467538594867334,0.0054716930040551275,-0.1130530072116875,-0.04194045740385161,,-0.019984739559687215,-0.02175534038404094,-0.0910891230509891,-0.01872167935029079,-0.1053356364972108,-0.20875095166974766,,0.10486483824702778,-0.09548482126498788,
COL4A4,0.02899324409347842,0.0061852576582415416,0.0986002385702209,-0.06543031288409432,0.05368912361103583,0.07168377081917925,0.18881475196277228,-0.049204522240087596,0.035683406908290145,0.02317102916294061,-0.04060824769863411,,,-0.0343915515566724,0.055544445904409726,0.009695141773720734,-0.00038947067324081016,-0.05812448457221864,,0.0315800283098581,0.014210524305722467,
TAC1,-0.03897760167996979,0.19543566198084486,-0.05300660305948526,0.07085505456883046,0.0398402344916727,0.001101426738438264,0.03460025574710188,0.0579552386508261,-0.18423627798080097,0.2705717507351629,-0.004938530278658422,-0.03791150167844951,,0.2692557703005238,,,,0.21590734938761205,-0.04010701922507601,-0.04046203517452498,0.14585976292703134,-0.0259298222212904
RARRES2,-0.034530856987908934,0.05744599950847767,-0.010387146102887268,-0.04975398840872671,-0.04358669704601148,0.007326819971304439,-0.21817776210227072,-0.026798700248994292,0.1364888113306518,0.41609145649536156,0.0263710238164268,-0.0981731730545388,0.12015284304664232,-0.10647104688932095,-0.14336561276215193,0.09390034886660464,0.145713881279302,0.00818668476858741,0.12491818457862285,0.088089495840034,-0.15333765304432387,0.06510183346878087
FGF7,-0.04069105412066898,0.027772562916869345,,-0.007106486651018071,0.0552085151186744,0.0388715543411228,-0.07068685212257117,-0.027122511439245867,0.0212125049502007,0.03806168204052172,0.015330526442077755,0.031114802017331675,0.05330437917663584,-0.011955999648030008,-0.04790430885603227,0.10856772681722383,0.009228428052604966,-0.057306424803335414,-0.039946740595231345,0.1256945748566734,-0.02460252764008971,0.05443524467788484
HBEGF,-0.03211953724721683,-0.01301598455682387,0.00814444794710229,0.05272095206042911,-0.004120192517296746,-0.07857503350694668,-0.20448400739967568,-0.0976012975631166,-0.016638855268286186,-0.3221482849338975,-0.03855742441951467,-0.07511271283864775,0.0621478232530958,-0.07537877857973221,-0.05215061041761565,-0.08968006680497406,0.043033647403048846,-0.03821630639465,-0.0007632836149031823,-0.166342494665982,-0.20147410923053014,0.18636487284713035
CSF3,,-0.08640592579086119,,,0.016134494360453996,-0.14543359591475977,-0.2734984500365474,,-0.04987721791207103,,,,-0.03571329045351648,,,,,-0.04939216695477988,-0.09376987942815398,-0.03240546664630809,-0.09280978483294453,
PI3,,-0.13033194733775078,-0.0441315972676647,,0.07082000446165976,-0.20831249071229965,-0.21598825519702153,,-0.04193886460099594,,,,,,,,-0.1528538453550708,-0.10637688098877719,,-0.05694804245572637,-0.1346904619120734,
PCSK1N,-0.08451738870038744,0.40366322567752966,0.054638508167985204,0.04684879109445939,0.10884669753080485,0.2052528056067665,0.126290179511883,-0.00814995421580094,-0.054022871072388574,-0.06769406050596061,-0.05623385472811928,-0.05572955532380465,0.05955426891758785,0.30324685461026724,0.026104634578867133,0.02609909009194454,-0.10073665140829599,-0.12311967837612108,-0.046109643925661095,0.1858170811418801,0.1926541518006769,-0.08529066536615275
NTS,,,,,,,0.025644776005748743,0.06116840801075206,0.1445572392151646,0.04240880287523987,0.09294236703969741,-0.10800714356762522,,,,,,0.009904842039759068,,0.17238897182159785,,
SFRP1,0.04488887834365917,0.1654358597445029,0.03728497317776853,-0.009370518574798068,,0.01937455556721883,0.0013115275972196965,-0.0742232949210308,0.029131071632195037,0.004807405524620545,-0.06780352982339856,-0.04624688985992471,-0.011180772343558442,-0.0386559428459304,0.1251848169358222,0.04145470051694868,0.014617551445383915,-0.021020765477153484,0.0477518691861504,-0.046872955913911885,-0.0014933369995847696,0.06110597946662458
CXCL13,,,,0.004823361277298242,-0.03839450240814228,,0.09935857455968769,,,,,,0.11299581459668788,,,,,-0.040054865415086495,,,-0.05797967698499878,
MICA,0.022834317312776062,-0.05272628304015791,-0.008550145197750365,0.007896522424854533,-0.025519249909562624,-0.1465707435298577,-0.06211489960003972,-0.03627827454321858,0.030661727230626545,0.00899899526916537,0.005823398181813136,0.03448349222355273,0.10602977175408851,-0.11815831063804981,-0.0432455438729397,0.05761528199294585,-0.1050528561980512,0.010912474198008384,-0.057323719560124456,0.031083979533843998,-0.01461930224442935,-0.08410998976524045
TG,0.07849598119090606,-0.04956835354388639,0.002893223839666256,-0.008861523373683077,,-0.06324355325793564,0.10253026377605237,-0.003906815061041754,-0.00264078234486265,-0.02401496482298701,-0.012893414310376395,,0.010431411839793122,-0.04164873188747018,-0.009363461758138873,0.05507827895707145,,-0.04065051239250917,,0.06175343622086311,0.013496949216928277,
ADA,-0.06438075913756303,0.04376730039244185,-0.011472194102419826,-0.005527093223708962,0.0031201158364749073,-0.010719387450686225,0.03450624458996029,-0.018837877822663714,0.08156630987328278,-0.10476961849688342,-0.02276198962247104,0.04018449938525133,0.10056835410819563,0.021268494307986247,-0.09579514649195259,0.043574181302286734,-0.1305021315563916,-0.030708029480597174,0.02063214666361833,-0.06377533643998864,0.017566776877198508,-0.01711435444690105
LAMC3,-0.11826549634844181,0.05233528291761987,0.006544188206256724,0.010979890549382417,-0.003506007611899603,0.010182094538910709,0.116162943996054,-0.021947548329614507,-0.03235817572060989,-0.0783099100481125,-0.011742260945364243,-0.03990876543861196,-0.029557410712131207,0.040250728025743775,-0.013947230436303507,0.15576215484532246,-0.18661856044522068,-0.030148049453082283,-0.052596599388334164,-0.09692462012313563,-0.03331086276664863,-0.10271355060150433
CCL7,,,-0.03987012733906522,,,-0.10883699370890734,-0.07791728075423841,,,,,,,,,,,,,-0.03395778783145846,-0.13047501074122614,
NGF,,-0.0453169645301611,0.026980935107609107,,,-0.11206276095602909,-0.027381322018391708,0.02597113110192887,,,,0.010531922986194433,0.018868176917728352,,0.05822659265383522,0.0025948707340573136,,-0.0797298539676719,,-0.023966935046624723,-0.08090593691538613,
TNFSF15,,-0.016350696375295824,,,,-0.04936059293135751,-0.05213999952756684,-0.021924467121983707,,,,,0.01091502572004016,,-0.037105007850937594,0.08500840035795801,,0.07508942148851813,,-0.04474989825204974,-0.06731309894296911,
HMGB1,-0.04958344081193954,0.14988347921770268,0.052989762885908114,-0.0183214981875423,0.018958962282297903,0.16015017594215697,0.19268187461929376,-0.10484814594376513,0.21219778459384603,0.11713459356955402,0.01988652067414434,-0.031282278930397124,0.05381328228113922,0.013866490998582412,0.11830012325231519,0.017829138495642514,0.13433568325628656,-0.07022985679450815,-0.10693483749503153,0.11344935487703287,-0.017636376373694588,-0.011693536812666066
ITGB3BP,0.022447645563409894,-0.15160238576691634,-0.0073981341554683385,-0.024092463614899647,0.02834860874612739,-0.08665248866252143,0.019334168111949466,-0.08183013489909408,0.11701625093126276,-0.06203141605709536,-0.03113500497346076,0.001955762203836496,-0.006494183934504464,-0.12048635976510715,-0.08351143128048923,0.014094937227985889,-0.11333270171740051,-0.02956800294797399,0.057521615227886715,0.0670699742699514,-0.033212575920476245,0.21258071169666257
AANAT,,0.09042506472139561,-0.023313309656198516,,,-0.014176714049685733,0.08017031799594174,,0.012074862068032132,0.051734508931960695,0.010655194843115966,-0.04427794431361771,,-0.027985937212059164,,-0.04894915369690658,-0.027506155715910915,,,0.02178238694127062,0.0015182402630946428,
RELN,-0.0008578543836906355,0.14392696524866194,-0.006016247483700381,-0.016872890934927713,0.04133175084064756,-0.04819564365114657,0.02472374939211177,0.04987735095071611,-0.04255071197048185,0.12301573867857521,0.03161938145723479,0.06298362956551706,,0.09691729381451572,-0.002065183872166234,,0.05322077165977932,0.04337316657187455,-0.06132387069094994,,0.06110506418806765,0.05111641062321545
IL15,-0.021729910173711217,0.02592162260401133,0.01968009955366776,-0.015531716943846434,,-0.02655581601389865,-0.04784489439518356,0.07638590336110256,0.02488173072219281,0.0025082359595005477,0.05073248782446538,-0.07263172742247435,0.055317605202413626,0.0032961878618547546,0.025986678713566625,0.04522090072192132,-0.15604077326581023,0.08147635756019156,0.052099040740638425,-0.0019270707198176453,-0.004563885043230722,
UTS2,,,,,,,,,0.004720528756771321,,,,,,,,,,,,,
BSG,-0.0383657173402754,0.01012814160266339,0.039111698051436807,-0.02904054283415704,0.014317798626641353,-0.1202854258024806,0.028283477059843545,-0.03951602134072146,-0.14567998365921447,-0.4591797825134672,-0.03677269622222949,-0.08432199425209362,0.07158592739110786,-0.23011734730333033,-0.015907269918394546,0.06596241601291519,-0.44632714410517293,-0.04771722749587598,-0.03672756750544622,-0.06478534017962448,-0.19594894124541207,-0.03668817803297942
ADAMTS3,-0.010478018930464024,0.016549255157646638,-0.016249139719904993,-0.011328276185351248,,0.012651996852443,0.09757803747661056,-0.0031335339154733776,0.07065104534002098,-0.037987453962681106,0.026803590234649524,0.008737642273422849,0.07717560761626349,0.010616611979559187,,0.011363391169534037,-0.17319409327056215,0.026840917490147605,-0.09861517649057647,0.04755743881432939,-0.02331576250147062,
CD34,-0.023147921392904485,0.1663109661300207,0.03233816331489233,0.008717391189454788,0.11615267577058563,-0.03882179380172918,0.07724534201409189,0.012620067654282863,-0.013810758986279927,0.06442203329552197,0.02630812575713583,-0.04409104934716973,0.01066924342989812,0.022313713871674055,0.03481091125837685,0.09940108421269157,-0.12659820580272024,0.03979059558041045,0.06966560581891239,-0.050223068745002264,-0.0723358941197415,-0.021097829515288397
CCL23,,,,,,,,,-0.022028028927430034,,,,,,,,,,,,,
PLAT,-0.04008232883270931,0.011998595226643767,0.0544397501331379,-0.02637733962425527,-0.027007925902447955,0.20466611017870015,0.015151193450258777,-0.07007131977749383,0.0946330484918021,-0.41555293458075776,0.008834342321484247,-0.2025515714571169,0.012546601843026908,-0.06967265266813882,-0.08524465129494524,0.13365191546161642,-0.3782239807754172,-0.19159169823364197,-0.0039023667336538868,-0.08310290171609123,-0.09941109598761284,-0.00795768438274887
NTF3,,,,,,,,,,,0.026630971243118702,,-0.01599179350034343,,,,,0.06807469593488734,,,,
LTA,,,,-0.018479254542381352,,-0.06631707246680121,,,,0.031002924909206586,,,,-0.03087645861723154,,,,,,-0.020352515150682673,,
CKLF,0.061560933025684925,0.06920501529091416,0.12207942099515953,-0.022145118074994932,0.06398071357863003,0.13260370492851858,0.14191499654499412,-0.1202419365040929,0.13404843539715658,0.10119927205379445,-0.023363156894527098,-0.02386161936837093,0.06962601960359556,-0.1949872998484755,-0.04713816447838482,0.04735860319679956,0.04555168964632308,-0.10629391451219689,0.03658761572159388,0.07801127287965225,-0.03994963496613996,-0.017156508046204475
APELA,,,,,,,,,,,,,-0.003922851843623899,,,,,,,,,
CD24,0.049037613112890586,-0.03312223068089167,0.05804231460987803,-0.09755397633038983,-0.01758842519479866,-0.05552611552183148,0.21857828236285567,0.007307639437602654,0.06428357398592152,0.4391925443831911,0.11432565758449337,-0.1284521800373334,-0.00842464327034578,0.11691045177877027,0.024645548032742482,-0.03648323886989693,-0.03901728692566874,-0.007236318801350606,0.026671378286072658,0.012501304207644615,0.02298696906758834,-0.10609154546263352
HSP90AA1,0.05247694229569556,0.059771271692188446,-0.1086344692026266,0.01846943820636582,-0.05581376214545247,0.11555091262652886,-0.1724923950478194,0.06837736044511225,-0.13035678778437673,0.19284128932424396,0.0275692699034098,-0.049847035099627214,-0.03364321813912037,0.3569034957841559,0.24684243448839152,-0.05281988347777295,-0.007200135472976678,-0.028268148506370494,0.04084841167032438,-0.05123084033227288,0.0535195397023687,0.08713826801390814
BMP4,0.030822062789202354,0.07120810895601373,-0.00013935161300932127,0.01188078997663814,-0.07566809230990842,-0.09499644176807032,0.026414243895313456,-0.11062252559341801,-0.044576650375821814,0.10216787245390802,0.05176892371944393,-0.007976311517248065,-0.049405386085893295,0.011205477252618576,0.057279529704743655,0.20937898630182397,-0.11508708373654067,-0.041827545533822064,,0.015564617670070533,-0.020271962956067924,
SCGB3A1,,,-0.005939291984229335,,0.02078712907211914,,-0.01051125021210849,-0.05775486114948915,,,-0.02629343556443935,-0.004299601408765123,0.09446064858410032,0.02199541526786482,0.04916767612976248,,,-0.03255912100515424,,-0.07120040221156151,0.05234786571111464,
IGFBP4,-0.014910725126777996,-0.028016725118346124,0.0062030337439877015,0.003647061773314312,-0.009489789807989658,-0.03196918830839996,-0.10834857928607433,-0.07081818475268302,-0.021709110540765852,-0.15816948743307538,-0.01863406298156347,-0.1292855848292544,0.001485428567266785,-0.07504203396419201,-0.05607882903015231,0.026343349149638155,-0.33176808445932066,-0.1810163796614143,-0.006709011640504266,-0.14379474244522822,-0.022687592733427138,-0.13660822427303718
RSPO4,,0.04887483155508205,,-0.015702972312086703,,0.057304603238004535,0.017139699119969667,,,-0.042617603082644374,0.02466766715069738,,,0.01613520895409797,-0.07995093013389767,,,0.049195699792569506,,0.12983853143631593,-0.004678595671311601,
LEFTY2,-0.012443452357110502,0.11507715108963439,0.017550332856178203,0.0023446679102717186,0.014493262285220715,0.03223007296530296,0.0234593880743542,-0.06350356666685258,0.01304124694063178,-0.044166888685289625,-0.01991778146005053,-0.05033658579243762,0.06519318201296743,-0.021747627337095943,,-0.02841131831325823,-0.3581363035340879,0.0901596109552103,-0.022816848529969798,-0.019561838336194255,-0.04678099590234947,
PF4,,,-0.004804602953357546,0.0024092121177524298,,-0.04061212948490516,,,,,,,,,,,,,,-0.03873662798663315,-0.006505254386936494,
ANGPTL2,0.038458088224413926,0.03949730244790317,0.002334736168986191,-0.023499724959178608,-0.02020297719110816,0.043414108575572596,0.1519040080358632,-0.13636958043306527,0.07545715685129176,0.16135939782943717,0.0014503804681350397,0.06660518938527746,-0.0701401590361674,-0.22950235222655369,-0.07284891084313205,-0.02754847164197343,0.01810415995241076,0.042862781363301114,-0.073696806905434,-0.08963813336352076,-0.14931763758786895,0.2010584533462691
LRIG2,-0.02304644869771582,0.13144614400707616,0.015607943780143766,0.022205045352448365,0.009790958158765255,-0.03199245579978501,0.07277271468011999,-0.11698522281959063,0.04094380166302963,-0.04799906410098852,0.012631918893966166,0.08419014825752624,-0.021781689112962962,-0.058329562839044995,-0.04911140786394335,0.09549921350286028,0.03951461847169093,-0.004112967135053253,0.01311366841807501,0.05808955677592572,0.06735125626670653,0.11644947984287433
ICOSLG,0.06662592791516742,-0.060626981149119984,0.019994498477888825,0.004606885699640222,0.04945752211601905,-0.05723548702904561,-0.008293454539960872,-0.05940073397667412,0.0701925345003713,-0.04460966857374438,0.01962494863106737,0.22573944786665073,0.017614012411727668,-0.06332757340650191,-0.053235393451884945,0.04141488967762362,-0.051133970933184565,-0.006548605584427775,0.05419057450778452,-0.0014022863992195053,-0.05206432893685747,0.2132966259032374
WIF1,,0.2683416408870474,-0.00927965962469913,,0.0008629099835806384,,0.1408492891605355,0.11023403107535185,-0.15499619703075693,0.020677289630767134,-0.04787955780913181,-0.15282283729268165,,0.2996517603348514,,,,0.06950900912788796,-0.010564373785910762,,0.03867264616530141,0.04913185709489578
NPPC,-0.04050320644852306,0.04912009216698873,0.04947634702272468,,0.10354361758635519,-0.013973707148072273,-0.09403134871256863,-0.0017686376632904202,-0.030947266641801946,0.03983753837400272,-0.0006979533025682345,0.07706738398042651,,-0.22379239214457589,-0.13329181214705632,-0.03618998446492805,-0.07502867482726563,-0.0900135669983885,0.0027490085299158194,,0.12581918509633408,0.1557943220618412
LYZ,0.030032636341210006,-0.11103995490918578,-0.012558317067033883,-0.032265664401853585,-0.006921362602839219,0.010641269008704424,-0.18022261429012298,0.030627983141739118,0.037862029062281276,-0.0024271564543319997,0.06708468225140603,-0.10598420689632922,0.11729099519598099,-0.08551936120926781,-0.05198751052402144,-0.06285279343250132,-0.07329288285516097,0.011758594461041477,0.0321087100603522,-0.04128200446309335,-0.06914064531623135,-0.12761589648886232
EREG,,,,,0.04659455206486766,,-0.1549109096219665,,,,,-0.09446201558827431,0.07903963297448482,,,,,-0.023939336513205865,,-0.07302676645991779,-0.06436308851160737,
SPTAN1,0.012304138127893672,0.4350526592059602,0.07842352330788292,0.05863525600568212,0.0666567995509716,0.29174723329946417,0.17639304226169464,0.0714149115003336,-0.09335422970818671,0.2332646021537078,-0.009270149405256603,-0.03449387533934486,0.09760718088797814,0.2786051292908276,0.14242547631972563,0.23147519427320384,-0.05048500687711492,0.0816373622730277,0.006780412793783765,0.22202369177682263,0.35123093600926353,-0.006864098296788705
PTH2,,,,,,,,,,,,,,,,,,-0.00659213516980282,,,,
LIPC,-0.041945274720557625,0.022595650281544682,0.03504985790826424,0.002725311697407937,,0.0026912485255050937,0.0021135029048706517,0.08106138369542172,0.010465391716727135,0.024757572410834996,,0.10765935560035693,0.00462301746404319,-0.03647240524209811,-0.046333712494132234,0.1226881231859505,-0.06153412691929468,,,0.05357942130731789,0.11453103666501004,
COL8A1,0.006372818542156374,-0.13818575184848952,0.010661905103240782,0.0591901940654876,0.02381914394436162,0.020119844534767718,0.12245227591540014,-0.050515215486614716,0.021059390883579505,-0.17906665543106023,0.026923402776975768,-0.08892377503750985,0.005241494013432325,-0.17759428727423812,0.11836642485767873,-0.045072691250601996,-0.2699405668949013,-0.04459168474242818,-0.019709092602776822,-0.22188113881074217,-0.11467156632029454,
GSTM2,0.028054091755887824,0.033962440733562686,-0.02229616748222227,0.03722588956060468,0.02845517583483439,-0.0007238194154140186,0.010535838869355439,0.010171943023581688,-0.015602524433185353,-0.08562237972168553,0.05266051624359069,-0.0173325855432241,0.02196089644366022,-0.047755560503721935,0.0031902045293360484,0.01933593184029955,0.017063815964371395,0.0032362020309795628,0.0593265182724184,0.15125419674756174,-0.03238968327581216,
SPX,-0.013416368332909863,0.2506274052554206,-0.008342171934037112,0.06129463247508368,,0.025469274940697707,0.04203859823680761,0.043367785812303564,-0.08917983926100445,0.23893984467177395,-2.9272601439883662e-05,0.29427618855727716,,0.30688150259643554,,-0.013928244827216461,0.24116152499071553,0.15362279476317772,0.09875805289501594,0.4419389353538376,0.4196039844481218,0.2603312367526439
MFGE8,0.049145884630581435,-0.2471975468360325,0.005688573371371833,0.030840386612628362,-0.02051823261458367,-0.10085576747557956,-0.03612824282481133,0.037831964235868744,0.010100750723519823,-0.12843569133154678,0.05686513142200345,-0.14747093849948717,0.04525162871745925,-0.1765217144388474,-0.049275561953029345,-0.026361293842858995,-0.3633765893116748,0.010554011695113257,-0.009020031235273474,-0.08517906321138027,-0.12421577840294482,-0.0011003556861410046
TGFA,0.022560609652347775,-0.23550402612300939,0.06063337989250608,-0.04780984636491975,0.03021589051540404,-0.08059500168295568,0.16656617878706434,-0.0179388866889203,0.13984753594910945,-0.3373935540931363,-0.02432644857107138,0.049034663567000855,-0.00040525452271078765,-0.04827956467441788,-0.14459361996871825,0.0018873342048433698,0.10359944248048678,-0.0009742509103988767,0.034106662922407785,0.07744564488692868,-0.07862136822644014,0.11429489798041573
SLIT2,0.0051931768804994,0.2294333998327178,-0.019923770578177964,0.011086537475455871,0.021324993368085906,0.01467474248238435,-0.08210765010348049,-0.001137464902687576,-0.06903992949704413,0.06515961287826867,0.039889456031837564,-0.05851462468874133,0.03830638109514601,0.27507278497129123,0.0026428539706216687,-0.006693516688031718,-0.017572037187064012,-0.07812266764272512,0.068266981398498,-0.15701392203256137,-0.16989524712048984,-0.09092372807487713
PLTP,-0.03553790161082626,0.1542543309592888,0.03203782673847416,0.03284550367010517,-0.004578382979852136,0.11840564856200275,-0.09808078729653173,0.029793609438226332,0.03679500798832079,0.2809962437947555,0.044836761037063015,-0.14780113187950233,0.02857520315657331,-0.012814484313304847,0.235726138536796,-0.03707825852105208,-0.3716476884184718,-0.11623170694146191,0.004310034116102338,0.1071937024624283,0.027945802615284687,0.0764540160815636
APOD,0.08897894186831602,0.10012209135194274,0.08986531274146703,-0.0068464716260212225,0.11504404920435947,0.17029019755276073,0.38511559569049647,0.09311779359127338,0.2712508778669894,0.30975920215883856,0.0652250593113881,0.24378734469844784,0.05070092316343472,0.28932365959955036,0.03461625417095089,-0.009760362610565964,0.41602218021246995,0.012359441962872399,0.16091433093488383,-0.040323375902831714,0.19627151004386895,0.03280508244328274
B2M,0.004853427473800391,0.047149734038045066,0.010226716196736717,0.06256642064087997,-0.017651861354009743,-0.08675024890648907,-0.22747445422009946,-0.03996638888665583,0.09197959609380509,0.35826294935289504,0.05390379120554668,-0.08204512155676817,0.10035145745514117,-0.3100613679443702,-0.15467900769190607,-0.08799325764138077,-0.4290813994534411,-0.063943957863775,-0.023664234667979702,-0.2652491087878013,-0.14091313714635972,-0.009473751328420661
