,MGH258,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk
RARRES2,0.04822577066047102,0.0149294363470137,0.03278562083251121,0.06653353755464493,0.05926642678272157,-0.015361509118412716,0.04963820394122756,0.05700244306808351,-0.025026377213656692,-0.005274718636909705,0.0033597316741637855,-0.006689590354203971,-0.01887542559982057,-0.029654898596150437,0.06792912885326918,-0.02893409502781696,-0.029076915541134986,0.011098838615185652,-0.0013382893191422776,-0.017748065842216842
FGF7,-0.005819686281421046,-0.04847361035771583,,-0.0024704040742239285,-0.03200377507211469,-0.03510484483795839,0.004363464566550075,-0.026410484953478648,0.0006877659286072549,0.03226736869798575,-0.003037103654893408,-0.03326261654677542,-0.0032072389056819724,0.05623776534463778,0.019021603258519676,0.002120757262363401,0.06778145326809923,0.09683614552608787,0.01979653312479299,-0.006465887663836106
EFNA2,,,,,,,,,,,,,,,,,,,-0.017546144205510948,
HBEGF,-0.020752528590304423,-0.0026748162097923905,0.04059307426112634,-0.05211553439167134,-0.04572739074604072,-0.06995140733757017,0.09006657170441816,0.042491133811166246,0.00855093810227688,0.02957743602976287,0.0012170086804832597,0.03686045815846668,0.0013466183702003209,-0.042496155255943524,-0.10422530042173402,-0.03814385834406766,0.02972366691305828,0.013856315246681102,-0.013348048054440965,0.012624430802334278
CSF3,,0.15038195349284036,,-0.0247338311450898,0.031228851655278885,-0.02421517822524677,,-0.013794945836394177,,,,-0.02293514001272427,,,,,,-0.01629005099785417,-0.06367452517790445,
PI3,,-0.041636709146230653,0.00914534350960438,-0.007666267380892195,-0.020936207425687598,-0.028625713393399484,,-0.015533291085357132,,,,,,,-0.035849517617908125,,,-0.052969650539264376,-0.09208953316563827,0.07881192502753509
PCSK1N,0.0452109374089054,-0.031060485450216464,-0.017136556630624234,-0.0291221093482901,0.07515570475920165,0.035026249626212015,-0.0050083023968185945,-0.002774566558108723,0.03676624874065318,-0.004570727666715997,0.015202212096214246,0.16241988914725278,-0.024285664734162854,0.008738094273068967,0.020398971795785294,0.023685343816361278,0.0769439988647144,0.010618563361281365,-0.044926844851351774,-0.01656312585581206
NTS,,,,,,0.0007278676532012341,0.03097904830301915,-0.01695564784579039,-0.01858039322728493,-0.0302166108657605,0.10516508890911054,,,,,,,0.07492525420711028,-0.021376647098015678,
SFRP1,-0.023614704640304893,-0.003968972367442157,0.05233181818980862,,-0.01575349458789147,-0.03287186114784436,-7.060335738063693e-05,-0.003319208955391763,-0.00842103223678034,-0.015806278712106065,0.018176136134030192,-0.017179806313953622,-0.0026643793005716168,0.08150858754788848,0.0669559181964354,0.06627189231091604,0.09247772728229153,-0.0503727373755455,-0.0020922301079612754,-0.053715047224179295
CXCL13,,,,-0.017959687987299126,,0.015499602166213926,,,,,,0.024236238473828317,,,,,,-0.03799079390020952,-0.009136340123460367,
MICA,-0.06472919791821106,-0.06589878379485371,0.02579141124937413,0.019379041560042342,0.009935847923335305,-0.019703663301822324,0.02641842589783667,0.005957564931611857,-0.01769346549127039,-0.005184475570139759,-0.07144050028156801,-0.013793560877821562,0.009794601130283295,0.016749061589936862,0.004140613724602483,0.018589442532468588,0.020888633155505223,0.035191463526114915,-0.008149885407459036,-0.045191915116784276
TG,-0.018796040784944897,-0.028017665577915844,-0.012519211249572035,,-0.017000516553333265,0.03734952164174708,-0.017943657705127933,-0.01664926541865345,-0.015694889207577747,0.013804351221605327,,-0.007337381545071035,-0.03207718744670899,-0.014083860083483862,-0.01868910583024645,0.018349799285001984,0.047919310177348115,0.035761112730861674,0.11623513992805123,
ADA,0.002290123934617934,0.020309588567668273,0.006025578779208779,-0.007627314232727177,-0.05319170050290527,-0.04028204856735649,-0.001984961275817525,0.048951359942418615,0.01813904707088582,-0.018577750600245472,0.019214534555963114,0.07758223159692669,0.07729546594215458,0.049035442376455594,0.022768241987123558,0.015580437596073088,0.08845500713992807,0.013508359679614279,0.09719038832623599,0.0005277168892966523
LAMC3,0.12911612836099573,0.008568136477835943,0.01620102264567951,0.09793357617660507,-0.041183973598056166,0.007942610070161657,0.05453210593563517,0.06488301397878776,0.03800398214274805,0.027854993741739262,0.05023538373411413,0.049844819956463386,-0.014367005557684187,0.03868721239654207,0.06405928743794437,-0.06448381569350967,0.04432136774255328,0.05381406179995838,0.02755293683392503,0.05058912460603009
CCL7,,,-0.003457201088443815,,-0.012291346305836438,0.052604182810420855,,,,,,,,,,,,-0.02534917446385578,,
NGF,,-0.02024911115038097,0.01229842802171808,,-0.006870192497795652,0.026859229892443392,-0.017123062245156927,,,,-0.024648765299037055,0.015544026114824932,,,,0.024179520679703147,-0.04214420559792428,-0.029276267150899288,0.22382290747190198,
TNFSF15,,0.06980846474251222,,,0.06886233249061224,-0.031977979132101424,0.05260541029966554,,,,,-0.01460554796508338,,0.0618150438924021,,-0.002694722515743264,0.006959523362390684,-0.02471259863546684,,
HMGB1,-0.0065673556105921805,0.022286673329097006,-0.03491435225758689,0.008396945551032332,-0.046472011519387124,0.013839994381170633,0.045894005368644755,0.04910073551649981,-0.009089982436631939,0.07493047136108927,0.029940159444377588,0.016957616016769674,0.0014527688975345646,0.0027889684269697197,0.07934649445029637,-0.026495329203018714,-0.04733896391915072,-0.07624802271573816,-0.08504732404822944,-0.024968346366834704
ITGB3BP,-0.013779452609847594,-0.0220252078949196,0.017181756021986336,0.017158869140143612,0.03619540962785059,-0.008697851241542893,0.07193750988148367,0.041545854428850816,-0.03738146622915946,0.029329651253564872,0.0038118408270722322,0.005678767944840312,0.032182068395929166,0.03935533882661134,0.09004420363418293,0.09308484300447131,0.045252476815211676,0.045016868817323176,-0.015575088329482024,-0.012803805225304828
AANAT,,-0.03629332995499055,0.03977105325214898,,-0.012453785408982834,0.039616766300091415,,-0.012443414462155973,-0.014114505585592692,-0.013185843774781845,0.0712105565269062,,-0.028644764902218116,,-0.06484895845537057,,-0.0051701512877158256,-0.002721666166248083,0.11316469721663229,0.10743187683197915
RELN,0.01428385088131255,-0.034913846799020085,-0.026856188558452065,-0.027854073015199387,-0.021616982506502198,-0.010022357927815742,0.01609538314795658,-0.03651288227826212,-0.03107558512196278,-0.0044642652829109085,0.04085109424097823,,-0.0317122271778157,,,-0.026394774194275883,,,,-0.03624449190540009
IL15,0.052746886640323926,-0.01817763398297088,-0.0034067696163418942,,0.0823139965426417,0.02607766350436171,-0.014794140316842532,0.019755928797373482,0.021793172907774334,0.002486121037803954,-0.04748760467498406,-0.03434326541148492,-0.0003948835075091539,0.0018988377259331634,0.021637277057905944,-0.0740635665738073,0.06940169030336127,-0.040741620835695845,0.0056995673169280385,-0.02203568117705036
UTS2,,,,,,,,0.002323404158866491,,,,,,-0.01174068904871472,-0.036810909295901036,,,-0.018937606996134573,,
BSG,0.0673008922529605,-0.06904345354010764,-0.03888626836552003,0.027833557646603127,0.06503456822572107,-0.03584449979123206,0.052093308796053464,-0.007481620936678391,0.04631658349905382,0.0941533016929197,-0.018105015342061735,0.025155341226903216,0.020839226147038512,0.012046990452639563,-0.10717994003171027,-0.024293779153141282,0.09761048447107502,0.0734833451167734,-0.016619437657086875,0.057888731880388934
ADAMTS3,0.06272027009601033,-0.04569210021724619,0.027827207976247253,,-0.006930194052138673,0.061898345707663824,0.11621027666760872,0.06110036121263273,0.01808431264833887,-0.014847986786264353,-0.037211138630226036,0.025037976290189203,-0.027828195132012415,0.15617120773320628,0.13787359507346034,,-0.035368444823884446,-0.04252710796683772,0.024929821612976192,-0.010923053002804817
CD34,0.017342607282269922,0.016444690182315293,0.01661216092239292,0.013639898882463362,-0.04738101095740398,0.017748808451639717,0.062405313642424416,0.03865199635315031,0.0046991940500075045,0.022555496419229912,-0.003511039785380268,0.04704653071505512,-0.007018730969918742,-0.010002979812441882,0.08908420085479184,-0.1251125261293738,0.12858551207589508,0.07381675392107961,0.07172697732279798,0.05909618809242873
CCL23,,,,,,,,-0.014158630395897688,,,,,,-0.03053721019463393,,,,,,
PLAT,0.02260380329758276,0.04847959186256409,0.11071258027210003,0.04913979453486494,0.022753425044796525,0.0036580724973660833,0.0702064262485302,0.04261254066929017,-0.016694459594445512,0.030622891394940052,0.09498117188863402,0.024286839151408786,0.057660432705848245,-0.04640626873548128,0.1367496506083666,-0.02382216502456533,0.0484511211110828,0.009315759288642821,0.014062812698936685,0.07555731870074482
NTF3,,,,,,,,,,0.032137025587401176,,0.017165206494068642,,,,,,0.07012063304500449,0.08570297122688914,
LTA,,,,,-0.015753493850918232,,,,-0.013593739840454467,,,,-0.026566698786715488,,,,,,,
CKLF,-0.00829088858298531,-0.03178511380289501,0.020778951667437623,0.06070832377334996,-0.011798996105836878,0.019919099834596835,0.09346736830395108,0.022677414547143008,-0.0010070146026854188,0.0010211466591720658,0.011630649815818975,-0.0009250538926391024,-0.008513364310885962,-0.08875775971931868,0.05824384886889209,0.04999805093536159,0.08819945739740015,0.01258574871504901,0.02377163294806719,-0.07042125655022313
APELA,,,,,,,,,,,,-0.026924544899564234,,,,,,,,
CD24,-0.043431919636518074,-0.08247252987715896,0.015321156616252472,0.011642393955441713,0.029174417730572007,0.012567315527001629,0.024957188358309408,-0.010391414328604846,-0.024542423928469958,-0.018169452270253853,-0.030224290769245776,0.05287722742823937,0.006238365424258157,0.05312616681738752,0.16129704711389314,0.025712271770796928,0.09210901166380185,0.021280011531089185,0.037942376673647214,-0.0335861426523363
HSP90AA1,-0.08388214163445251,0.009504821371629757,-0.013196150112665915,-0.04889043165158478,-0.010015267688687917,-0.025667865050928995,-0.08016463577199215,-0.0786240296345556,-0.03790636386633894,-0.04366990074184066,-0.019853580773515424,-0.06699769850981112,-0.03317843866494662,0.04399272416027299,-0.17027153427197816,-0.06549436519212323,-0.170791325937731,-0.05821176969496694,-0.10466663327893953,-0.05825505445441428
BMP4,-0.019343854690169627,0.0424719988057129,-0.02901339470711869,-0.006211110215162385,0.006845783427213046,-0.0301960593150963,0.03808994055787078,0.007802931848340972,-0.03155438379783784,-0.04275574317438711,-0.00653756298864566,-0.03479938468157367,-0.022637571292502424,-0.05386560317981192,0.031082761902757824,-0.02185503300172333,0.08117581687819103,0.07354587541345504,0.02888218570092497,-0.03216838581305831
SCGB3A1,,,-0.027568685604397656,-0.026438019555696895,,-0.022819116250418665,0.11598424078487708,,,-0.011122388190671798,-0.013503196452666875,-0.0037236597589802513,0.05244183279070167,-0.03768537062398882,0.018046604384783057,0.040399442479037546,,-0.015137269777557496,0.0032050720197831783,
IGFBP4,0.07795233415977718,0.06522700097986824,0.039061479186693324,-0.03679400423469646,-0.0758024069988683,0.015661053101111544,0.05417041293427485,0.06542455577624491,-0.021877653808204146,0.05278661539414906,0.029600357242773098,0.025994179341622986,0.033156195450996864,-0.06033993236535549,-0.031128907316787375,-0.04464402575697057,0.0880577928409935,-0.02797027188597598,-0.07295647393613411,0.060343917570020604
RSPO4,,-0.024736365285505706,,,-0.024113482357289495,-0.03960393653502982,,,0.0200401832677192,-0.01112238656377092,,,-0.027440035993524126,,,-0.024074850830282195,,,,
LEFTY2,-0.018610199097672312,-0.04143357186467634,0.04746632489512897,-0.002281014424482662,-0.016963032172086823,0.07547384351939955,0.05715142066845671,0.07228439802028085,0.02547151057079286,-0.012195832896951288,0.0609063039324593,-0.01651434499050372,-0.0127408502250492,0.0034699335798807074,0.16418205468267966,,-0.03774673719605129,0.0585372517237622,-0.020174913370534137,0.07898117627539572
PF4,,,0.008315544910454853,,-0.010723957497880977,,,,,,,,,,,,,,-0.016082255940505063,
ANGPTL2,0.08007906943988045,-0.038356196747642686,0.05548847104499116,-0.011453460288954725,0.028507272976300208,0.04725441730579761,0.12607600788009693,0.05887177261195058,-0.020601375099447563,0.012222734620041448,0.07899055076221707,0.001597246108963469,0.05346009062537559,0.06411691365518363,0.1970539165965167,0.05977532659302345,0.09702328389295296,0.013678430801542652,-0.0011316979742531925,0.07806408771622782
LRIG2,-0.009303235663889527,-0.05744973218322423,-0.0032048158224626967,0.06630781501990789,0.016481580334010638,0.024287483455052897,0.023027137069470658,0.06846705394971336,0.01315758250107515,0.003686263452640599,-0.0031179479378392475,0.03996330654374686,-0.0393730844528539,0.03298393841578455,0.013123563011547943,-0.022903240682783387,0.05168624174059755,0.051060618184289135,0.025412322278585354,0.0008506824647274377
ICOSLG,0.01045423258916316,0.014622706082235037,0.010975297188425928,0.1324423243214468,0.04082909352911094,0.004571307789875454,0.07891638486673508,0.05624843203172545,-0.013000941096137269,0.0481041790818073,0.04022522292058882,0.06958493246541751,0.15226271894273957,-0.04756706245931328,-0.06849377742348493,-0.02985889566056016,0.14092759488449583,-0.042578195556857996,0.05477745370351496,0.0072462079760817755
WIF1,,-0.0006876827534878925,-0.02934206822505408,-0.04287226686986246,,0.040414133154617074,-0.061902897701294216,-0.0655087002246297,-0.012200470301244541,0.09157610620417306,-0.015656904208192993,,0.008613973536888002,,,,,,,
NPPC,0.003519898119234326,-0.028308139258822706,-0.035898596054618585,-0.0008144812184779834,-0.01663550267603905,-0.007770322005250544,-0.036230770761334276,-0.033503401034148304,0.024060249496262478,-0.015457395439426947,0.017157875183096815,,-0.0314754686816201,-0.026980673259971312,0.010241353644936033,0.05431772792140785,-0.03536837689666824,0.04036448804807823,0.010023500515506937,0.06214017129807184
LYZ,-0.05869753838217646,0.005281879851871107,0.005370837303419097,0.030987012575728168,-0.007836395710567668,-0.026517120937242157,0.1075833088921326,0.03561032020990943,0.08227450646141836,-0.036731127470488734,0.011057156706717825,0.033874369324475635,0.024619233469710258,0.06434920100194463,-0.051974261559129695,0.007387198129832658,0.01515538875785639,0.04085968531196274,0.022374117447828676,-0.03836625580611767
EREG,,,,0.031231922312073595,,-0.015260840965920777,,,,,0.11991066917719752,0.0013550133919106601,,,,,,-1.8105779301893494e-05,0.055069150341284255,
SPTAN1,0.029880164803957845,-0.02270410874456034,-0.016889189736700786,0.006920621052374919,-0.011194942383780658,0.03388368075091713,-0.0058411020371286985,-0.03947615657075148,-0.030359047090240097,-0.02528677439250027,-0.021741960343343896,-0.02004277240871569,-0.0480662590417696,0.06763474424777094,0.06765005544742438,0.005253930071856012,0.1233022534946252,-0.012016636195886202,0.04837819471255711,-0.018372813959160683
LIPC,-0.024064558781166593,0.024345201919081773,-0.03501157399121753,,0.011964344067725908,-0.0008046096952865635,-0.022941918215927913,0.02005380916085613,-0.010259844202312665,,-0.04541280758513887,-0.024145860943114952,0.028123952731232738,-0.02861024213930056,0.04182718096862581,0.0005615366691937835,0.02112275715552778,,,0.09347916922576935
COL8A1,-0.03206370230437473,-0.006136880691329337,0.03469386564317858,-0.014108843836785264,-0.045750888100808615,0.06123659925391012,0.05884262814642308,-0.004859881493609572,0.01559679550054796,-0.04707715347792072,-0.02033060526064411,-0.04446701508958851,0.0649229388212446,0.06061847601386049,-0.0683984686631123,0.013116516572904982,0.06887747683753351,0.08106248604732313,0.02123572730893976,0.011784430040714453
GSTM2,0.041582009271531675,-0.045299856977549215,-9.89793727762994e-05,-0.014554654072012726,-0.0061684627382202015,0.04180246729819317,-0.012510437707516139,0.09377906948881555,0.006372085508815343,0.011565068978726816,0.04178605767452998,-0.03540097939029117,0.03693569049034115,-0.056174362076064945,0.06355403536866916,0.023303859557053587,0.05592319537916779,0.10072221531489357,-0.03037603081995315,0.03755953527152542
IL4,,,,,,,,,,,,,,,0.13630560434238992,,,,,
SPX,0.023457155984704228,-0.04508649265321041,-0.003085648568750401,,-0.03157892946417867,0.0010016223155370429,-0.0463947521537196,0.11065143976631776,0.024110619895942074,-0.005491248045762216,-0.02247923872744116,,0.007148116381022593,-0.03576805803673578,,,-0.014643258096734904,-0.008041272103707612,-0.01996817636136858,-0.08335173149429648
MFGE8,0.08251491926047495,0.023379924170362377,0.008956419765491087,0.026809192296791882,-0.011302354526026528,-0.01532892306795714,0.060707926343268374,-0.02589858409752663,0.015811414553901566,0.029852677764238673,0.07288831207728101,0.027955767528358186,0.04153191976362193,-0.006763310673259383,0.037202854025988136,0.04420696486585012,0.02913466492094912,-0.017615239159323816,-0.023336338133293905,0.09825286595935825
TGFA,-0.05244189992364134,-0.06113489012052725,0.05711489502444847,0.0019000698103391089,0.005254807863351199,-0.01285527455661471,0.006204238923433473,-0.0127698324059076,0.016076042552022482,-0.00587378772340642,-0.05426722378598812,-0.026025204635896807,0.13331740456445865,0.07328384274967634,-0.040905418030985706,0.08117253923015451,0.025112669162279853,0.029483467113743722,0.06688663614557189,-0.024036650833268294
SLIT2,-0.01934385159486279,0.028772445915090337,-0.029910597337274906,-0.019650591658033675,-0.019386326001689082,0.03914226985604931,0.010368218892411192,0.0034705021273181576,0.03662785047071266,-0.0032472882494898898,0.08082486215669986,0.01694034709202745,-0.03448269400417831,-0.00898959451061174,-0.05846268364287727,0.025839294548391747,-0.005172141896055383,0.0697018995070287,0.08297507361507522,-0.040879810974489436
PLTP,0.02539078742134773,0.01466825797573403,0.019158987644207308,-0.007721429766157667,-0.028781284046522523,0.0506170801258822,0.05662640743219751,0.03738407121577435,-0.022542118499596968,0.013363019546844334,-0.047403269977002956,0.07459620500716559,0.030430089053049784,0.02384913504508494,-0.012647854712651261,-0.09906320055135179,0.15272226621068707,0.005065944819244152,-0.11412018274276013,0.10134044648742238
APOD,-0.11296582685127943,0.000529008124081435,0.011221979920015557,-0.021289201890020152,0.03354833714107208,0.023837004426387098,-0.040107188078813555,-0.01514163756840787,-0.05537208471673199,-0.04502057087879967,0.044473518976349866,-0.04996099826193971,0.030793904736708667,-0.07438597010224307,0.11639261985268355,-0.024483327259502384,-0.14061806767255736,0.02843472121813844,0.08750704593210583,-0.07050836681819987
B2M,-0.034507640173569776,0.02739216131311584,0.04788595361445278,0.09567795448536598,-0.10241867174578251,0.04108093389496516,0.0644114131537846,0.06776736166576615,0.023672439888719518,0.06913785238775294,0.001997902400736514,0.00035222070585756666,0.030269132164479583,0.033126931868323016,0.08593664444406238,-0.008908557011174474,0.06746489323683821,0.007385652746789448,0.0008887412355809186,0.07974638271367436
OMG,-0.02355880483323692,0.011533560406235452,0.03443409342659672,-0.05314188468808682,-0.04931929824069201,0.03321411331450639,-0.07529614667372621,-0.05400745134364274,-0.008870691113078115,-0.021156405750399662,0.023232999318302867,-0.012229730048498323,0.056021417465341776,-0.1074892753591851,0.027841323060584736,-0.04376658656086199,-0.019248553446349324,0.01568276377973499,0.10997959883765682,-0.06863344281428867
CXCL3,-0.01513651125838728,0.0637994992778377,-0.03141800445441926,0.021623180873477723,0.07700662341961939,-0.009731716151362051,,-0.01633760836146459,-0.03167556937111961,-0.011898602610001727,0.041234969822825186,0.011608813365894985,-0.019132833993992713,0.1692087317619248,-0.03781204024426464,,,-0.01821287368590512,-0.014484089632040962,0.05231393167117496
CXCL10,0.016310366480065504,0.0522593336728904,0.06964835298028248,,0.006021039582074556,0.04541041764100511,0.05206585674059008,0.012666259278411527,-0.04079869451633901,-0.018074848243554053,-0.054369910556154026,-0.016664260021362724,-0.007926830152117084,0.04736749150453181,0.025237677681202997,0.03395380985013596,0.06439931167571547,-0.026176274618507,-0.021570967405742127,-0.027496004289916106
RSPO3,,,0.011920194596499314,-0.004131953396843625,-0.012453784488789093,-0.03834310536053087,0.006666112653842074,-0.020432746351146888,-0.023879139189095698,0.011370177969019575,-0.01112511838152446,,-0.002170955537739948,,,,,0.07976702789793469,-0.00827413264589237,
CORT,-0.01879604471815155,-0.02773382374667384,0.03567080804004946,-0.0328251647342941,-0.027928567981676332,-0.03856568939470158,0.05353863916041757,-0.0353634453974115,-0.010451749607961065,-0.0071696775639540425,0.05563815211475551,,0.07220148295850744,,,,,0.048659722673565345,0.007184010852785242,
NCAN,-0.0239166470041429,-0.0014264773341963394,0.07947759133625537,-0.0015099028955627362,-0.0012988069883240916,-0.05185730031920951,0.05990539657082114,0.0009265287127740888,-0.0028039306922194047,-0.010605571627302354,-0.015373867048280325,,0.06012875332434842,0.00440841193851153,0.11877132499049105,0.0872175304628205,0.0900025870070179,0.04575837218484004,0.07707367972074379,0.03848256789962101
PRG4,,-0.0378501577836279,-0.03316528868738768,-0.027655619295137403,-0.012291348221260304,0.025766997384173537,,-0.01770030964924547,-0.020204995819441168,,,,-0.023375639641364257,,,,,0.033237367380181584,0.00794722042165757,
ZG16B,,,-0.029410116278709805,,-0.014265612839477488,,,-0.01911032869276531,-0.01080146032231018,,,-0.021785420311609873,,,,,-0.03283608555093981,,,
