,UKF248,UKF259,UKF275,ZH1007nec,ZH8811Abulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
BSG,-0.016741074834620572,-0.03220057666017944,0.018788126471699775,0.10828305674340344,-0.015105261173740338,-0.020015458529209395,0.1025129790201581,0.010273129495541721,0.05560312591268024
ADAMTS3,0.016724856538744295,-0.007037903322199317,0.021658035808773582,-0.11539809803292238,0.01216783111242732,-0.0305035171147427,-0.014254957557645867,0.06614250850459415,0.04902521694960261
CD34,0.08609245078136571,-0.0286088269938927,-0.038627602026948996,-0.14807595024786313,0.04706617823615689,-0.04591704008528891,0.08102685505396495,0.02925442899066391,-0.03722916879589491
PLAT,0.01742836629475163,-0.01756614713454324,0.07390016526344599,-0.0860500210071256,0.04493538627419022,0.030358778062003162,0.05313037136530934,0.06788073235160144,0.0005782457571000092
NTF3,,,,,0.03107517056372529,0.005266366187404738,,,
LTA,,0.03819042767428781,-0.011587553160305459,,,,,-0.01740382128408196,
CKLF,-0.021112918632300325,-0.0365067597761179,0.04427161846021453,-0.020903267912381025,0.1035019945732016,-0.03557580821759169,0.034000865610379655,0.07146951582328305,0.012766960762343982
CD24,-0.022241562186898975,0.0087310651074545,0.040083827798980884,-0.06641249231929718,0.030954450929008663,0.07522322308477739,-0.0016234810992872034,0.045780327489285226,-0.027374648157278313
HSP90AA1,-0.03479738210448463,-0.04547576832156487,0.09001101753304473,0.09870909350343758,-0.05249876014010237,-0.012194219593565725,0.0024048464603755766,-0.07154456246823854,0.0033048733196459094
BMP4,0.0056600981933045335,0.0269733712677686,-0.02449028496245465,-0.03499128941908228,-0.03000430703053548,0.0012508368011288223,,-0.02992551921753846,-0.06569491563582144
SCGB3A1,-0.019832085019432913,,,-0.03830056110652162,-0.033314762502159985,-0.003358200089603323,,0.00934352686188102,-0.04760321326381158
IGFBP4,0.0545209301247832,-0.03588880188034903,0.06635410248166519,-0.07987298837675297,0.024882728783005792,-0.049530095245433926,-0.06942290736407969,0.05808969299477167,-0.019596839515931993
RSPO4,,-0.029942656448434923,-0.013477029757715937,,,-0.008896184143691161,,0.011942799174569634,-0.02987090975023475
LEFTY2,0.0770728412552483,0.01792797708804501,0.005583675363206435,-0.07846101586607206,-0.01858060136177528,-0.032813594086861304,0.025126374559522602,0.06943731426293448,-0.01699573623919405
PF4,0.07818726733049705,0.0720722572306507,,,,,,0.09370822885767989,-0.0233995738434957
ANGPTL2,0.017509571594859143,-0.018059746642937177,0.042632288621865314,-0.051351748767877695,0.10786292130060977,-0.09154969435230301,-0.019142819978153553,0.014353375546014836,0.004749330450217539
LRIG2,0.007333222424511674,-0.02032995971860284,0.009658617908332699,0.013016324132941926,0.031997228234156266,0.00811106049021416,0.06663095367279853,0.03980572693591641,0.03498490821838087
ICOSLG,0.032289887257690206,-0.02613647777123834,0.007635191915222336,0.10492979126491693,0.04058628082030232,0.004974765574524523,0.004481784641927616,0.03715504572369483,0.0289715953672613
WIF1,-0.037017062936308534,,-0.01039990465138052,,,-0.02243007055342076,-0.0356701094173256,,0.02847966362516484
NPPC,-0.014524981883061366,-0.020656955892771674,0.006566180870116934,0.0027216855583620785,-0.03267513226394451,-0.026153596889606456,-0.02406910015846633,,-0.0050750569696183445
LYZ,0.12641582654704772,-0.03049995304889758,0.01196607144614826,0.11541059869212558,0.10611621827862142,-0.008461216596126135,-0.04369377610317194,-0.009052659137379376,-0.0401614901977563
EREG,,,,,-0.0023691051720019706,-0.0035937567073555617,,-0.019060398256333124,-0.008313665970323422
SPTAN1,-0.09670776349445084,-0.041951288020925626,-0.024615159348684763,0.005149447443092682,-0.012125764482887024,0.07867397629405558,-0.07138698569529625,0.02117953267936428,-0.03686996136462077
PTH2,,,,,,-0.01950898839658316,,,
LIPC,0.0018519535951458648,-0.023930487944944016,-0.02519667960178463,-0.03449683220400792,,,,0.04964551313969688,0.10822133776771907
COL8A1,0.0448657889948162,0.02217977653221162,-0.01870516442321121,-0.07191938765749589,0.040455478373764675,-0.033778173717522064,0.054385617222977294,0.020373027961423006,-0.01617591995742447
GSTM2,0.0012284132428695676,0.008943490164858216,0.13578647538642122,0.021117732315840312,0.014954310828783964,0.001161158252988647,0.003356793295052875,-0.028892262774239234,0.015749827842171292
IL4,,,,-0.03297567927478808,,,,,
SPX,-0.04073482154547441,-0.008761526934619795,-0.02369038961199968,,-0.022068689374552877,0.004824676800042992,-0.056161474508109516,0.014834373080867885,-0.011296702302898498
MFGE8,0.053798497174097196,-0.029979583006364774,0.024368969681303986,-0.11464798929671638,0.007909666476663902,-0.004160727283194045,0.06074075150458539,0.023375362334349316,0.025606476322146264
TGFA,0.0056803192660886525,-0.028742561389949642,0.01850513921070141,0.031710820474503236,0.04148062680003351,0.03520800612187358,-0.03208395162408782,0.032850932618371985,-0.037431834450138673
SLIT2,0.025445499558743565,-0.045321980936477706,0.010662182188003355,-0.0798920831959864,-0.006191193213770325,0.02003565549831705,-0.025588823278501944,0.012755010820913869,0.0628708762984905
PLTP,0.005676336030756438,-0.03997567989964187,0.02368023519771359,0.03227234628988044,0.02171589663939455,-0.017863604946580357,0.002041180818056891,-0.005943163145355678,0.07581554487998139
APOD,-0.06169177239790687,-0.03935601956796026,0.01632920694543417,-0.019511642025666767,0.017213537006753626,-0.05326584673681617,0.045712332282918225,-0.00018958299233025756,-0.09085925376892272
B2M,0.13847652829646206,0.001089237233680011,0.033387396114573184,-0.014095406671166431,0.11555230511905186,-0.029988458305598202,-0.002202554309207955,0.009223343572025778,-0.07522820607172813
OMG,-0.07562114856504236,-0.04824206436593406,0.02374403766496423,-0.06927310489585557,0.06877473257386138,0.02455631557902456,-0.06124310175801194,0.07612282121209808,-0.0412534767790651
CXCL3,0.08909804882689044,0.06463082554074825,0.05065687948951636,0.10889097059462766,-0.0037842170305913488,-0.015335588712555397,-0.006813028825565542,0.01535488514228129,0.03253035904378951
CXCL10,0.049112055246356735,0.0462897332394602,0.029582342416006064,-0.07107569703695153,0.01583561687410409,-0.021773388082304636,,0.031204352519132866,-0.023920354960489432
RSPO3,-0.02693936763310168,-0.01546435246910458,-0.020355016207720004,,0.07634836477038698,0.00942751385935123,0.026669668671713602,0.033938263755010994,-0.02147593503181215
CORT,0.029428251195836287,0.0004992202278334767,0.06351499227612874,,-0.0068166740668795,-0.04012945515143496,0.0409891472611508,,
NCAN,-0.06117370900461945,-0.09247953548848686,-0.028902114429350315,-0.12679503916962065,0.011115046916998978,0.0468373399748979,-0.009829217163621834,-0.014424248189127303,0.01497696621463604
PRG4,0.08754939634518175,-0.015262648987155599,-0.01722310901263333,,-0.02397363376422049,-0.005422227713031601,,0.05419287340294616,-0.001618130510310468
ZG16B,-0.0275011162165834,-0.0177141707676133,-0.009207362886350112,,,,,0.0036442654380886403,-0.019962236344388793
TGM2,0.08788237062331347,0.044699049046915365,0.04355104807269795,0.07815806829185956,0.003209547947985775,0.02643737370186735,0.040110966616907585,0.042481811831952675,-0.03901327299276318
VEGFC,0.09648351884005572,-0.027202127217972195,-0.024793156636533472,-0.037380242487332585,-0.028168853254904935,-0.022542080729887608,,0.09548361241973322,-0.011601854461704211
WNT6,0.05578636951535155,0.15614681460064794,-0.020490657698756486,0.012381125762969916,0.022628454619999572,-0.020225205946445602,,0.01693274904909146,-0.02062697924682295
NRG4,0.057346937463223474,-0.018575342020572233,0.015025282337786633,,,0.0722881925016343,,-0.022158170556162305,0.00327591523095101
PMCH,0.012033456047778208,-0.0029191625815920153,-0.013477029107303687,,0.017729968285586088,-0.018345242111476884,,0.05649109090369472,-0.03972533489134261
COL9A1,0.03999315054329103,-0.019400589005654376,-0.01372653832698995,-0.044492715741636914,0.0918645303264428,0.005644738289205166,,0.07519384790791524,0.013256750908208157
GDF11,-0.05517474958469306,-0.011066182492942304,-0.012352954699511521,0.028078249929328447,0.04935976361494309,-0.028158022503954987,0.00024465688979713414,0.0409813242345092,-0.047855970727897386
RAET1E,,,,,,,,-0.024307355662061426,
IL24,,,,,-0.016587458219620464,,,,0.05117134011312246
SORBS1,0.026284826705955503,-0.0020610713018826532,-0.025279576153911326,-0.13790178590013547,0.041152933040347395,-0.02237291797974315,0.11050557051813469,0.006577844270965694,0.04873395605870355
DLL1,0.01208579295668435,-0.008451728770250954,0.005274828462353445,-0.05180761819896387,-0.03616129401424802,0.03518473633847289,-0.030307983074917284,0.08513838371463142,0.08542981709240181
TLN1,0.08207002684661825,0.014115263035696527,0.006995869304275547,0.010176390397931237,0.04768126312896129,-0.0009483829291550556,-0.0292989731385819,-0.014050990556630621,0.03593135675982819
COL2A1,-0.0936362503503051,,,,-0.02423153724859031,0.018834321751993507,,-0.03224762379988122,0.08062347280502155
SHH,,-0.01586039821194776,0.0033675140502119347,0.09036410452064635,-0.03880673732915032,0.06084592134632815,,0.06097198310971628,-0.056521537896928695
PON2,-0.023646272343908384,-0.06274157733138287,0.00017097182052088665,-0.15287177436925875,0.057594146191614286,0.018400855561643503,0.09196732566416096,0.0385194380812165,0.0010887336331493708
ICAM5,-0.039187486112644554,-0.024719556323796566,-0.029917175331911218,,-0.04636650839540174,-0.04038867624061692,0.02641083711096851,0.0461053836557633,0.008200874882935425
HPX,0.09842606210454605,-0.001663972108195744,-0.002672658409463859,-0.08231810753294178,-0.04200865659355953,0.08876294742010887,,0.0358749907793222,0.04535209928381058
SFRP2,-0.013219306813500824,-0.018063274774269795,-0.015059229083082064,0.033839220477904323,0.031408051117809026,0.013656874816137405,0.012233219916755848,0.08576611289512844,0.006119784067474499
CFC1,,,-0.011587553860601155,,,,,,0.0452438508636163
CD70,0.04109195014445447,0.008121198128273067,-0.021614845126211788,,0.03860594582791972,-0.0012841060420067374,,0.0415074344921394,0.004114304232200852
HP,0.037849993200743635,-0.027060770958998122,0.014392209604125778,0.028336665910159403,0.07528451953981942,0.0074008107135572435,,0.019475016612998008,0.002736011201111036
CXCL2,-0.07206798743599362,-0.0003052203669174231,0.03870434887000657,0.0016748645800561796,0.028953963223158824,0.002904721456496684,0.017708878963115286,0.08072163807130665,0.014484616249545938
NPPB,0.09819379724397768,0.0573943367999416,-0.010146533410954308,,-0.04370176062659675,0.029290874753886184,,-0.022476996268887887,
CCK,-0.05931379755504002,-0.05940402908076431,-0.05884221947143913,,0.019522921849300958,0.03312702409125129,0.04414846805240313,0.1276568860622993,-0.07421204920870939
SEMA6A,-0.02805614658834144,0.006391936944250858,0.07307745084018322,-0.1065216109249815,0.04830006862297794,-0.019643144959106396,0.0763803725184839,0.003954138963068556,0.03553607834344381
IRAK4,-0.025948044444148298,-0.015569381424019143,-0.024073182796876775,-0.03763760198167047,0.04161131253116474,-0.006336055683641988,-0.04410145869412443,0.05056946428912999,0.04234040971421962
GSTP1,0.007785850976802364,-0.0004916611590760255,0.02243893362668165,0.008598414520100482,0.08479407088291004,0.027094537491846496,-0.109241850384376,0.015517752536764169,-0.021610887615363346
VCAM1,0.06953698416426395,0.04198050019968744,-0.02692981501930358,0.0576195740720805,-0.013154077233815887,-0.0020637711259115293,-0.009685342260013052,0.04268452341005726,0.027086885817194612
NXPH3,0.01637803710985973,-0.007862777569613611,-0.01124440197624115,-0.05491237008106063,0.04305140920406556,0.04290034000731332,0.03068052584963457,0.08411359740161602,0.0045420971294700616
MTMR4,-0.017877712328174675,0.06535166813451121,-0.02385323666609025,-0.008090781239613215,0.01810242007455116,0.014216697677694427,0.05987430901035388,0.052394791254448264,0.017108621024905582
LAMC2,-0.02008179237494904,0.0338767443656037,0.07517024628667786,,0.08556666737024142,0.0025358872603275196,,0.026499201783221335,-0.013287683902086626
IL10,-0.007156021937392178,-0.039827756044069594,0.067922266117532,0.07543979760844034,0.1438828205526059,0.02397007409360985,,0.09586414496436736,-6.436150437844766e-05
SEMA4D,0.009658487604255934,-0.012399106403506653,-0.03231170285106683,-0.028921201349097852,0.034050361946742,-0.007669616717663244,-0.12501158519099234,0.05210908754776951,0.012420396797278792
TRH,0.05683526386753929,-0.02217405028366014,0.05406992335435592,0.012280564487621944,-0.0029935555299244127,0.006079389443689625,0.07470610082922945,-0.025175743161656924,0.02820593568086235
SEMA6D,-0.0006398747543589206,-0.04188214665515976,-0.029051442274758994,-0.019493084171265083,-0.011884971769022076,0.053065924723825986,0.04841811087810807,0.03294006012672705,0.07131001338376723
CEL,,,,0.12661586203557226,0.009408936296393153,-0.04507680433656491,,0.06725571986061714,0.032064688912632824
PDCD1LG2,0.042801133920847195,0.005713188405866983,0.08702894164300061,0.0596914031064267,0.02044302966608444,-0.004912001577297588,,0.057792464092575206,0.033098612279023394
SPINT1,0.0631364890224961,-0.03739945954514557,0.02867184883184316,0.08932831125308587,0.003376745951090261,0.0575488134400095,,0.05084714749648748,-0.031046786527024143
CTHRC1,0.026269818433017872,0.01595953002586434,0.031175887195527524,-0.11501164418713575,0.004416254812734009,0.012727191153564705,,0.06813696724712034,-0.04148902479741401
PODXL,0.04215504705705631,-0.026987018700080377,0.0008056479524688376,-0.1643610799811677,0.04563087773319853,-0.013715081892739811,0.0689834475831334,0.019861101795827944,0.013499263468498453
JAM3,0.03450731803130823,0.019820195002872056,-0.08104274643657788,0.033199169962659515,0.009086383071541512,0.02333790704861559,-0.05290781375573902,-0.0036705031042207847,0.014891469864384992
TGFB2,0.013654875493988458,0.06978056799408534,0.016340808077345313,-0.03781089601234236,0.04188499577667929,0.049534508755820425,0.1254355318019479,-0.0011882658344948456,0.05461189339085628
COL18A1,0.04501476978760668,-0.029858050736401045,0.03678844317461454,-0.09980963802633692,0.06646499825254269,-0.012074827428541655,0.015029384098403504,0.017620159349191672,-0.05742646347254704
NODAL,0.06137186492559874,-0.021507604383978387,,-0.08428851815049725,-0.024796595185257096,-0.020363547328576558,,0.03997851578121881,-0.05324224804972476
INHBB,0.01477708402177497,0.02725109362982997,-0.03103716018614904,0.13292698899496616,-0.020127739171302454,0.04721354751322296,0.11939375517475077,0.07246206498979516,0.020756026100198603
LCN1,0.046163971001251275,,,,-0.009700488395883267,,,0.03792110607997419,-0.02095190619865504
ARF4,0.08062185129392836,0.0633055086761122,0.03472292487198129,-0.12381057901507936,0.05456303385398928,0.038456982416927944,-0.014068720073407565,0.02259047189377356,0.0029916258733248273
CXCL14,0.05296009139390447,-0.0003610400414066831,-0.029960662837388907,-0.04167109550502915,0.06115530094605908,-0.03079659236016293,-0.11038848023374924,-0.009389933149099285,0.03088586408557846
LIF,0.0730841711439955,0.07194888893254758,0.03819457469362221,0.0656001645748999,-0.04795387888133767,0.0229269509729256,-0.020019618051560533,0.030425772534499438,0.08407381563142921
IL17B,,,,-0.043487009705752214,-0.02295199269703884,0.0192848987853472,,0.04270900219407328,-0.002528196268053719
MMP1,0.03282996536876625,,,-0.09859351768350018,-0.03626236160103247,-0.018345240658645963,,-0.00999731143330152,-0.043611466371660745
MATN1,-0.001141849342599398,,-0.01027396591417201,,0.007166952217302423,-0.026109556272790657,,0.038031217465248665,-0.02158803303743104
ADAM28,0.0673290570733341,-0.0029872377222201945,0.016087217678560698,-0.028195526009701505,0.011090951579357808,-0.03084316675613744,-0.014429636852479511,0.0748190692292136,-0.037921969016231453
TCN2,0.04969755954937357,-0.0122137544983906,0.013446840076817918,-0.08375303522533695,0.020267341575125577,-0.0001774841665626841,0.047021023767443666,0.04676518801599661,-0.06807930151061213
THPO,-0.03435704968805311,0.056841041354611904,-0.021092006536040694,-0.04181548783616365,,-0.00654950060467492,,0.044254756658019895,-0.032351630299203835
CUBN,0.029851444424972864,0.01706867774328814,0.016326599571396143,-0.056256737197923,-0.006547433420045465,0.06937455688930289,0.04930629778601303,0.03360910745523841,-0.029572322771299585
TIMP3,-0.034166714932255635,0.048877847220031294,-0.003953760755384811,-0.010463064631222407,-0.07045809348487718,-0.04416379732779029,-0.06504592170336032,0.03479496781847661,-0.021770306546504626
PIGF,-0.028869455398507122,-0.009686564041588396,0.03887505805845633,-0.11593707087042376,0.06912820968094384,-0.015588090940104654,0.010118666161026132,0.010960367541593354,0.04121495900141174
CRH,0.005544739530003583,0.04750336910451073,-0.016173620565533422,,0.017230630309842867,-0.007438850282640357,0.05393172920991183,-0.01606932907978816,0.007905293479758328
BDNF,-0.023075945056712063,-0.047978663570590385,0.000741246212406101,0.1130560719217757,-0.005616448578193787,-0.01821150825557552,0.1689745638958141,0.04114292963458709,0.07458244177716629
CCL5,0.051105273209532946,0.01717177991795389,0.059947982483498204,0.06231200556204107,-0.03181828303171922,0.0016036568769104797,0.07190416759360263,0.10073505116802982,-0.01327953719203532
GAD1,-0.01285110642968561,-0.041874332834938646,-0.0414305298724652,-0.14900290990756646,-0.022538147975687987,0.02491170154916526,0.04424470388025899,0.041324657269982544,-0.007881462086636386
COL14A1,-0.0016778185538328264,0.012945192748203138,0.06614227052726859,-0.09379849396736485,0.014708116621719105,0.004012379304097371,,0.09963257864963451,0.0009190114070702107
HLA-A,0.12913748231499053,0.060968000699498856,0.0630871663476421,-0.016708425048736174,0.0006023561512770474,0.04208812723357992,0.01633430218556245,0.0036052728333883653,0.024238269260836345
CD5L,-0.00911567979857201,,,,,,,,
FGF18,-0.021288780404956444,-0.01421309412619371,0.014187838047467084,,-0.02713475311394891,0.04962979723756597,,0.007734074232597301,-0.02963647228614259
ADM,0.05181521766229142,0.02234438121693058,0.005860778249149304,0.18823660989309146,-0.09397570077349583,0.09767588996822696,-0.004089806446495619,0.009004962280164551,0.08118273918048877
CCL15,0.06762150735568707,,,,,,,-0.02183492184142886,
GNAI2,0.12975223228678645,-0.07229230437578406,0.0013808727549668573,0.00572767488861857,0.032363653079064886,-0.021376227905950382,-0.01100722864769455,0.009817696912728092,0.04853739908521324
HDC,,,,,,,,0.07268921997841057,-0.021588023260415194
COL11A1,-0.0019902852941999912,0.03823545783831461,-0.02102589664355989,-0.025438044068841575,-0.07014744340066083,0.009060489800146537,,-0.021463196622041783,0.016648396796925292
NUCB2,0.04198137504067587,0.02156883099055764,0.025405519894359085,0.13278112124929176,-0.04022989446234738,0.036848266825235274,0.03254431829551655,-0.01762941403933051,0.030825962666335124
FGF16,,,,,,,,,-0.021272190497656093
CXCL1,0.038876122361779175,-0.014741832164751141,-0.010785947482935392,0.0038088101626528236,0.009002281605438735,0.06159784717125226,0.08370231117325076,0.04435655057507861,0.015394128816470405
VCAN,-0.04707545805199955,-0.02089322301506075,0.0630935051943593,-0.023961570793797016,-0.014131152536459248,0.039631637066236215,0.09069793598878499,-0.031788366898951266,0.10681663464582533
MMP7,0.06508264087375347,-0.008132342015544657,-0.01014653335551743,-0.024234858867724206,0.04793271954903244,-0.0059700955167986385,,0.03967109088516676,0.0020458048598822245
PTPN6,0.037935814818476646,0.04207935536326893,0.00915901816191048,0.11276525973834786,-0.00030147050983717755,0.04464004679069805,0.10961613625569266,0.07691710468735122,0.010033701031082245
PTGS2,0.07313176460269992,0.04212682286384481,-0.021827692215502476,0.04480030988339456,-0.04290463364874519,0.00014260238211345278,0.009624411628088397,0.035930524929722145,0.10187229539661877
XCL1,-0.02578271345963215,-0.015464355071786416,0.10113793874340199,,,,,,0.02694871855728168
CD58,0.04114981860481872,0.03225802302936844,-0.020539475345805965,0.012045945749781612,0.015925974948990926,-0.0031652589748872154,0.00014179307878052375,0.06282704240229935,0.025634358697786037
TNFSF14,0.0554815774815558,-0.03569907922924212,-0.01629202013511157,0.01720084352551748,-0.021706375280568627,0.03320671062472818,-0.04451387390601447,0.1088912694823416,0.010435875482767623
CNTN4,-0.038195474489973284,-0.02779222825904263,-0.008031193035274047,,-0.044325684861266784,-0.06890431599660518,-0.04394834419898204,-0.037153477378189546,-0.04336435646141472
NTF4,,-0.019561731945524224,,,,,,,
INSL3,-0.023096552827358143,-0.014213091338378255,-0.011700020127453891,,-0.024140196498460793,0.017029413135387042,,0.024092720532066337,
BTLA,,-0.022560495375828576,,,,,,-0.02890886615092322,
MFNG,0.02290472666036524,-0.02532510293024339,-0.004953445362504682,0.05286147511997307,0.09585897523043883,-0.05206291280991368,-0.060401415456251516,-0.019786528444278344,0.035212523969980876
ICAM1,0.030937013175418804,0.03509184046459845,0.04771486784259837,0.04447781551762728,0.03427311379832501,-0.01375911476219534,-0.043202836819574486,-0.004743805743644045,0.07370258033697494
PROS1,0.1270887395615764,-0.027319860088746078,-0.02673939083735034,-0.054883668797439826,-0.011405901439191327,-0.005372888486897355,0.08918749567183537,0.017518052473825492,0.036517174456900316
CLCF1,0.08700140166937621,0.05814310733179476,0.027983296726946473,0.08968093278181073,-0.0013424750910149337,0.04101536365456481,-0.08679251486283421,0.04155625458646191,0.011731583825880477
PSAP,0.10900868616633487,-0.011877138285040459,-0.046190161903261896,0.05751888378971838,0.01855139097406643,-0.004078550330781283,0.01590927958955568,0.034663322526758016,-0.01562868030735083
EFEMP1,0.089467349668798,0.040664897167899526,0.03251704428807592,0.08845999925087872,0.040188938885499945,-0.03801197887182359,0.06793091071482345,0.0037035083051060844,0.06186763519809887
