,MGH258,UKF251,UKF259,UKF269,UKF275,UKF296,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916T1
FGF7,0.010219290482524915,-0.02751255108673195,-0.009613305034552986,0.1221639164670594,0.008093084035044393,0.03692157419964119,-0.003957727764948959,0.0660907469764229,0.03474635101978198,0.10723378241753277
HBEGF,0.03923645983557177,-0.006781050136605055,-0.0663088025155902,0.015204980462242407,-0.021925961240693452,-0.010000449894691513,0.0024300132447837904,0.04144350686196615,-0.03507566078413529,-0.03466477353289186
CSF3,,,-0.036573265359631756,-0.01457282627164474,,,,,,-0.01573382177685886
PI3,,,-0.009808724715396977,-0.016409194722359716,,,,,0.1481021754485522,-0.03418436767125839
PCSK1N,0.014785914659700554,-0.056891918582601377,-0.029342900659821546,-0.014721235210191187,-0.03985298674238699,-0.051031633324456385,0.007367113799573235,0.003292163546895278,0.006548942287952568,0.09065590018793902
NTS,,,,0.04589099737966307,0.0018952545230123325,-0.0006147297232958261,,,,-0.023299644568434773
SFRP1,-0.0051796819331486,0.07003564153200388,-0.026773424639694166,0.023844404389676423,-0.029408340856306232,-0.020630339429668906,0.025369778650421882,0.05409451340354379,-0.07581877201892916,-0.02275821985695964
CXCL13,,-0.02531220815018593,,,,,,,,
MICA,-0.024819619488527452,-0.029834898743554134,-0.04172976834037917,0.03472246577471992,-0.0458410899227959,0.04058799346634855,0.023532762552037796,0.09477364740951304,0.03254266260683805,0.030433146294168073
TG,0.10098554096311331,0.005062369007713005,-0.028892767013510158,0.06825390965328063,-0.013378611417638507,0.06286414775619281,-0.10111311307341886,0.04078569957765953,,0.026221586796424078
ADA,0.045435997772552694,-0.02721959365208091,0.014206550340825297,0.02246456949035597,-0.015815743054625245,-0.012471900048319455,0.041532342073266046,0.0669321857558491,0.057931632917926267,0.014387751005155509
LAMC3,0.09580154912963192,-0.01707471404905439,-0.005544140835375422,0.05788795597900903,-0.03955359833458631,0.00463036643891702,0.0816502826404095,0.03060949503885778,0.03714987516263383,0.05294982614479119
CCL7,,,-0.020889424387947254,,,,,,,0.008075628626144192
NGF,,,-0.03452134661918661,,,,0.11609698429276748,0.07344360360886383,,-0.031221913006750746
TNFSF15,,,-0.010907445754762962,,,,0.10114222774224495,0.02017219690069989,,0.06821709371661193
HMGB1,-0.020532461849004483,-0.04023429690220436,0.03859343078190515,0.11903813030859002,0.02302395615769603,-0.0406821894001351,0.023480195346132746,-0.02185296931117833,-0.05700908458546201,-0.016876502883282903
ITGB3BP,0.05705459665200946,0.05282703152792597,0.001463335818794065,0.05759829130291215,-0.04066335440278104,-0.00831730453962462,-0.14059652317304522,0.03337642221355513,0.017958615598623093,0.01316467017187951
AANAT,,,0.07879458717609589,0.10410179902542878,-0.012031463432730795,0.016480791606638432,,-0.031288881424590125,0.05328619180114154,-0.017444483798509738
RELN,-0.021838435610599144,-0.00803998276421909,-0.028397340588083932,-0.03857179987719421,0.055149190620859996,0.0027977348573715003,0.04088763794603718,,0.0650092209219942,
IL15,0.005433725014944327,0.08302835284477247,0.006310599764831159,-0.01081843661670037,-0.03412645718673844,0.06206071827007351,0.024372396003892346,0.12912852189636492,0.02207231433587085,0.09224617054682825
UTS2,,,,0.06025380382675712,,,,,,
BSG,0.03157187227400627,-0.04483297069584919,-0.07319102925713171,0.012377049275795138,0.004415599627268534,-0.011250198974653932,0.03397548725759587,0.12864252700903173,0.044988350725919085,0.09283030213360674
ADAMTS3,0.028838542056160533,-0.007007696532733572,-0.045308847994244034,0.1142599744475189,0.017657771670161068,-0.003246376632840052,,0.11459638173042913,0.06083884924600243,0.06213257236502764
CD34,0.06477442786990943,0.030220315738786876,0.0020189114583512345,0.06256220504302736,0.052697646544924336,-0.03219972396957599,-0.01093438616209464,0.09209100910035874,0.041410009780394254,0.0003622195007706921
CCL23,,,,0.08839932831641882,,,,,,
PLAT,0.0574530861053751,0.04732160033599327,0.0302600955464142,0.08861004782834193,-0.017619866341319967,-0.027495007580376596,-0.0023229253276261467,0.07629590836648943,-0.016207313864415016,0.012348033235738862
NTF3,,,,,,-0.027781288186416116,,,,
LTA,,-0.017018621811768917,-0.026773423387191277,,0.08355446417749389,,,,,-0.023477646245990736
CKLF,-0.07576602874886962,0.027999975971454927,-0.014006267870873054,0.11799086062636721,-0.011291206014234974,0.04397188038403044,0.08902113891734828,0.13156637171760563,-0.008880367830575215,0.041634344856749474
CD24,0.06289824671642891,0.08895346684858255,0.051079320594585434,0.043319918698276505,0.004108015366255804,0.02296302668192883,-0.11896053229636437,0.05425801331397021,0.025772567087274028,0.0074260096543113125
HSP90AA1,-0.06328714420222534,0.0016477060141090077,0.06693300483506147,-0.06389349525399163,0.011092812092873884,-0.06723440910033417,-0.041044454722794034,-0.09968915267443071,-0.096218002287895,-0.05134102632522708
BMP4,0.05978533556965852,-0.01804073675218255,0.07275660978708728,0.017843774844165782,-0.007023439085071334,0.05525982122988799,0.060325749106190735,0.16717125231900765,0.006117805163550105,0.06823310734097426
SCGB3A1,,,,,,0.06422250149222374,0.04149119899056095,,,-0.022651441123896297
IGFBP4,0.10087464508569394,0.061441742567008704,-0.04550096881958837,0.0720247706879392,-0.0056019385983436,0.03833982627296978,0.010631330309431503,0.08011516401312346,0.09736482258704457,0.03715109163948029
RSPO4,,-0.02751254586347587,-0.025576667622269338,,-0.013477029757715937,-0.014516928004239225,-0.030530535020935688,,,-0.0309645578303004
LEFTY2,-0.0072793014438827545,-0.017227636380997013,0.03504579883691706,0.11400780645879822,-0.03318921640892202,0.019862244024301538,,0.04600525161331674,0.04786667128347687,0.016802046757203957
PF4,,0.005800236561039907,-0.018225611232283973,,,,,,,-0.02347764081308925
ANGPTL2,0.03876878161978309,-0.03998559896029061,0.014198989235014751,0.1210238202745327,0.006214440799401408,0.04794887486140636,0.07328063557315694,0.0879160873105814,0.023180386408126592,0.010337678973666728
LRIG2,0.06359985795811905,0.028787589290599214,0.037342305634793856,0.0168915959850084,-0.03600351928258959,-0.006468694988864883,0.0005115312828196559,0.02622434993729064,0.03373066179898065,0.0031234440498645304
ICOSLG,0.005744200408826659,-0.0218301278663246,0.032798907116778665,-0.027121893482318252,-0.016325960118910954,0.038091694030882535,0.005499085312553759,0.024070160581632343,0.01899159115645569,0.07407469449523753
WIF1,,,,-0.03682990271009903,0.04155982898721474,0.015373219836423282,,,,
NPPC,0.0322908937643538,,-0.028272417574110798,0.020234634077668814,-0.02028690954289496,-0.020174977325292547,-0.053471495888899635,-0.03746517821152293,0.006660834777789706,
LYZ,0.04694700389674127,0.050006332104299,0.03343179572662296,0.08415834889713382,0.02492044919727277,0.023031196626696043,0.020907015197855212,-0.0035854993069497857,0.11857488291621236,0.010062834148932108
EREG,,,,,,,,,,0.011346741230802034
SPTAN1,0.027221972366505705,0.008382812211705152,-0.015548964422992334,-0.016346339177323796,-0.006899712203503506,-0.0035756488600611346,-0.07331019474155584,0.1786457672311277,-0.03997830368161241,0.08837621880482566
LIPC,0.008365660620801301,-0.023299355525762212,0.031443966228545485,-0.02345930492988263,-0.002505464772492977,,0.014464320134527689,0.09772217034829671,-0.034600420728993365,0.06888289391450415
COL8A1,-0.023337917232086856,-0.018246929713672158,-0.013060392012887358,0.019863141396928685,-0.02991392323311039,-0.01909227800149983,-0.0614779900524589,0.16490006384735947,0.05711960698247549,0.022526084276303936
GSTM2,-0.05630279065725202,-0.014856897527855855,0.011994803995124122,-0.011407157679121475,-0.023059137783184424,-0.029686638294410407,-0.0016222914762668136,0.09919724715409185,0.0790425020471458,0.09277085154159576
SPX,0.017248096336270717,0.03271914205985475,0.04609747836282796,-0.013204905379251541,0.053307772950145965,-0.02585841319584553,,0.04625353940513601,-0.09332780121328275,0.10939441699621953
MFGE8,0.0789612260743345,0.031857060726227605,-0.029785280813567648,0.04025861114297527,0.0021812297528815746,-0.006967669598165683,0.03241515044376756,0.025601108546513533,0.03212677424305269,0.05109576776102813
TGFA,-0.04161833190589301,-0.010583350269119798,-0.015574894215264257,-0.021203377202509963,-0.004281575566702925,-0.0189245060897751,-0.012965731922860234,-0.061579430814941806,-0.032454323582251914,0.017522476625629883
SLIT2,0.12834235176992426,-0.00863247571896026,0.010574911028722267,0.01795005322470574,-0.025793885350042026,0.035512664727954835,-0.061120299730468064,0.09003227157455793,-0.041909933464687125,-0.042754625929071845
PLTP,0.04556110136467976,-0.017791752362933285,-0.04320754432511128,0.053663573213426054,-0.05686200250519322,0.007508990021458715,0.055592485420684984,0.09870763044176384,0.07074962183260955,0.018500115333158332
APOD,-0.030815329322436653,-0.013930146938105053,0.04659379221871229,0.0686972925863467,0.06012367850009876,-0.001140792098779038,-0.004649354765734029,-0.13246141249322,-0.044254480410094624,0.022779819767287823
B2M,0.010825010628255655,0.033554788376443594,0.06872574868340206,0.15153476749995548,0.006756314962912721,0.08664697674620359,9.264508517499387e-05,0.010543859420709067,0.09745176869049424,-0.03507120908334086
OMG,0.011388811167726706,-0.024797357799123534,0.04289028574557951,-0.008464150118341023,-0.012375907876239054,-0.04236566346725715,0.027752110996510752,-0.01737792505466919,-0.0466199922530547,0.09878257861143064
CXCL3,-0.021213509101426616,-0.021527279415721735,-0.011455962894525726,-0.017258866484105486,0.023114120106380903,-0.015530044424376263,,,-0.020923836413653113,-0.0350946457763834
CXCL10,-0.028923296478657063,-0.009449141755632757,0.008082851392844122,0.12429947577122838,0.009958276031497888,0.03665706670923501,-0.07375861739343408,0.10737597180021503,0.04547828948393841,0.07755118164229056
RSPO3,,,-0.02116549179798303,-0.021584924388922278,0.033309815826049555,-0.03771166262686721,,,,-0.0167316088928061
CORT,-0.026342269951960668,-0.015716623793720186,0.04396408705463736,0.03336926325022667,-0.038995141814607455,-0.003459448373333153,,,,
NCAN,-0.016721826046039223,0.036391124392232174,0.002948278279154647,0.053293801304081054,-0.011141129024638893,-0.0500813460667139,0.06045311428699261,0.09394836321426683,0.0031141273995857767,0.05666964254106474
PRG4,,,-0.006946552887464386,-0.018698408861617857,-0.01722310901263333,,,,,-0.037901603370182134
ZG16B,,-0.018628566091139075,-0.024244735551588164,-0.02018793718631161,0.10918584463163825,,,-0.03478276089764982,,-0.02086251563556801
TGM2,0.1020453764390838,-0.06097934869120591,0.012121128192565134,0.10643770234690171,-0.05514713360244489,0.07730028254337952,0.16135213304480228,0.061302629441115274,0.06966996030443211,-0.014328627864385069
VEGFC,0.07908951715459447,0.03118723579777529,-0.02945878081624472,-0.024652678089790787,-0.024793156636533472,0.0004090950345972557,-0.08442372080189434,0.11730087708466798,0.09810542327150096,-0.031026967146150396
WNT6,,0.019929131524792115,-0.018826811135007848,-0.018387436664708764,0.03428276901773311,,,-0.03307840969728953,,0.04067865008262398
NRG4,,,0.10374782969892048,0.0418357436511184,-0.017688834909469545,0.020944181501516092,0.009540540188699521,,-0.022161506029521705,-0.016731610768020266
PMCH,,,-0.018002375227753838,,-0.013477029107303687,,,,,0.04579105380569499
COL9A1,0.0729029187964035,0.04709689476623256,-0.015621780535861917,0.001409052932102955,-0.024676935075396696,0.025504538239634375,-0.05000518323205176,-0.003477882830133244,0.02712673505968844,0.0507022306692296
GDF11,-0.0034056637627385053,-0.0031323541839254434,0.014968843232111976,0.09180734018691687,0.0850365626374676,-0.012042046980751418,-0.06923768897554258,0.05028546068343037,0.04020578064651499,0.12815589826239546
RAET1E,,,,,,,,,,0.11776965904614786
SORBS1,0.024150301951239222,-0.00536798183864458,0.02934419272808368,-0.04085983653297425,-0.007480375234402081,-0.009339265294038794,0.03261783291874341,0.12275288505105388,-0.03706966113441766,0.012319309969744974
DLL1,0.09103285645816793,0.012607553335164036,0.06679802732096271,0.04440223972288234,-0.003573425329089116,0.0005123886315801789,-0.024858105517396416,0.01440880795803472,-0.03350900031667477,0.04424274770098804
TLN1,0.003807474037128245,0.06699768359364111,-0.008079404833943583,0.0390336967489138,-0.045858182535661915,0.04739206547442947,0.07618458284000423,0.05310111424107582,0.05029012007139952,-0.022880867147586647
COL2A1,0.05312405663528188,,,-0.01725887235748903,,,,,,-0.024350146066688987
SHH,,,-0.021707545074285437,0.0140455408849231,0.014520823610232342,0.017830362653827075,,,0.12302701526082614,-0.05109471414960103
PON2,-0.0354646930842589,-0.07446996001468181,0.07106269827595331,0.07143364512538544,0.021689092129220256,0.05484580835167193,0.1468504973494176,0.018715717075525964,0.13526316499800248,0.08665740373309908
ICAM5,,-0.022175837651702595,-0.03383274971689715,-0.03372552317310977,0.06454048270542125,0.003992388254879471,,,,0.1309967074810303
HPX,0.03931311213086772,,-0.0017280187106538485,-0.025132513841857128,-0.018068879011719927,-0.01451692864770259,-0.005952177484622887,0.08120445080871741,0.02321733684597165,0.03192551137771882
SFRP2,,,-0.012231578426840865,-0.013774184405108504,-0.015059229083082064,-0.03617471521535686,,-0.030141199987654223,-0.05862235640023172,0.01857684095169436
CFC1,,,,,-0.011587553860601155,,,,,
CD70,,,-0.0058735923632032465,,-0.021614845126211788,,-0.06357419215411664,,,-0.009403562554957294
HP,0.02052203527342226,,-0.008549064274717069,-0.03442757429904208,0.002425867633557039,-0.05566559965289611,0.029033464839831834,0.04296027568174073,-0.02838318320479459,-0.025028659700941328
CXCL2,0.037980373281610635,-0.013196304514245536,-0.007885373616396449,0.044596829150221305,0.03166007633632972,-0.02017497574633653,-0.05770878808031523,,-0.01330191294647592,-0.015984793925242137
NPPB,,,-0.03638841859610489,,-0.010146533410954308,,,,,-0.016972355720977477
CCK,0.054894285367107144,-0.009621756598390532,-0.02416441706441034,-0.06857074285521703,0.022305004357956543,-0.05924078450153242,,0.05471572549812777,0.04974867750669991,0.055045425806201705
SEMA6A,-0.09828736427488009,0.022509330202359963,0.02007870489620348,0.09154317037055748,-0.003124009863630812,0.025135727833680656,0.027780195214919586,0.08437178005866079,0.02591492237041873,0.065035113096475
IRAK4,0.01580681392310419,0.024067389052880788,-0.00572332729543919,-0.013415265139039878,-0.044416619751471015,0.025318693934890085,0.08903220103785611,0.08144870067440874,0.02572836081201699,0.0161330504982686
GSTP1,0.03312167476240182,0.0028836053175989645,0.03053346609073139,0.11024439719027633,0.02071625548050295,-0.0012138395051671206,0.09498303042458585,-0.013725686473359843,-0.04451734325360303,0.06316160880069502
VCAM1,-0.039886852332126584,0.049093822384526205,0.03470916214090573,0.09125601006677951,0.012209893754676049,0.031001479636471655,0.07939145123926962,0.010572798960867383,0.030182584786720604,0.07313234398621339
NXPH3,-0.01078581708147728,0.016762482755400068,-0.03121886021881768,0.060486584034826936,0.030491200045024078,0.0055441354779635086,-0.005528773377422408,-0.03217027450567703,0.0488715614160449,0.06546187199519334
MTMR4,0.009835431143778613,0.06119153642569693,0.02112134163911725,0.03981340677220036,-0.007544970089156126,0.04318275897215274,-0.004939870988833992,0.02685017966068262,0.047454342598966144,0.052288373502804714
LAMC2,,,0.038102241650032884,,-0.01277335357465853,,-0.03953626052058693,,-0.021426750626112163,-0.019157287126172536
IL10,-0.02736159923499037,-0.02467551785294,0.020253825710140033,-0.02264749402179255,-0.01607800964391882,,0.013116146012003966,0.02447792971990488,0.1463961565892564,-0.03720950664730027
SEMA4D,-0.04526066120691424,0.0016724216712979436,-0.0019230811218875297,0.007135482345297308,-0.013534124715050796,-0.003894523769359729,-0.015714402505670872,0.017651037907294623,-0.05459733088598572,0.011961313369547378
TRH,0.01618013565646442,,-0.023013941160552855,0.03927840836913319,0.01639720248531199,,,,0.12006543623273132,0.0663778429853464
SEMA6D,-0.018739930587052134,0.020868731365405423,0.032507829691155996,0.06934990139651398,0.008711690382114563,0.009065663625237634,0.006862912828931601,0.0642557806349879,-0.009541541712924852,0.021032363554943145
CEL,,,,,,,0.024290053716775915,-0.003339302187540789,0.03669366339215587,-0.010484105078982052
PDCD1LG2,0.00036982944842568164,-0.02864020463783785,0.03655825832712348,-0.002769503719757481,-0.03218426226744942,0.026603424946826364,0.05203116542653285,0.016460049879760612,-0.042654062693726624,0.026950341595102262
SPINT1,0.026193516819332466,-0.012469405238064862,-0.009931122680571194,0.022140718943848427,-0.022190910563864238,-0.023723855210740538,0.006161740532173292,0.10096225626772076,0.008277358727578586,0.0029951026887067604
CTHRC1,0.007744128714359189,-0.025843399343828254,0.03501000931670143,0.048475745394691204,0.05108588682673661,0.03459522703177063,0.12352113740331662,0.16811922390016898,0.05080307276424179,-0.0032659516224520083
PODXL,0.0481400564252885,-0.018535258590672937,0.04743517089715578,0.08612720381323703,-0.036737521345830866,0.08721857522998618,-0.030856418945486245,0.11607787795318358,0.07290779629582714,0.03280433820246665
JAM3,0.04925941084986106,0.009409297297150192,-0.0004438008755091059,0.10773758837564244,-0.025449939695681476,0.03738399508491743,-0.07327973240265492,-0.08537787940881691,-0.05408566740219325,-0.0191145666994317
TGFB2,-0.0061388764717747605,0.03361159559680776,0.014606960818762081,0.08309502748091721,-0.005945128241188784,0.036189011792519356,-0.038890659228539834,0.12038386734149686,0.09469242953708029,0.012634915783893282
COL18A1,0.05070523007574234,-0.0001888245137232644,0.02263418571652863,0.11654990164213769,-0.019712974331263886,0.024820347450518025,-0.06192014571412676,0.0811623805382488,0.09238806948776322,-0.011008271642878277
NODAL,0.03374699026433156,-0.016593102661975813,0.06807076610179476,0.13784428086350964,,,0.10799130591355108,0.17937266279563355,0.029442054851998672,0.07140300511162151
INHBB,-0.01784095372508144,-0.010803434880403529,0.0019694087398643536,0.03418353191300672,0.06986812840631147,0.008344034898438145,-0.031445979831661544,0.033500289821167144,0.02519838448580902,0.091172958811915
LCN1,,,,-0.015145661596411345,,,,,,0.0022553813088830887
ARF4,-0.017965205377271264,0.04931265141180589,0.0346689140164331,0.050294347379518024,-0.025655714995058098,-0.08023608772927154,0.041837461466939216,0.033247773653945656,0.0833448519645518,-0.04244952740256106
CXCL14,-0.027272992627362665,-0.002506276862916186,0.0065345758642357385,-0.023789086725579393,0.030298261182315687,0.02513161403718754,-0.006476766945384443,0.09010437577659305,0.07226849604932803,-0.004413530303615921
LIF,-0.032669439960242956,-0.020997619555585025,-0.019398254639142836,0.06955704174981327,0.05891747575574841,-0.017210150326653992,-0.028786681492466135,0.05730033604092014,0.04088018243819899,-0.054516965854845445
IL17B,,,,0.021126401694011858,,,-0.03897007858606931,,,-0.032472237480883646
MMP1,,,,,,,,,,-0.004460990289987464
MATN1,,,,-0.015879196506329848,-0.01027396591417201,,-0.061120420206052836,,0.07462399029813034,-0.005534393251634535
ADAM28,-0.010370484910592476,0.08064873884315436,0.033210525459008454,-0.00446701701532519,0.005750531990650735,0.006650764982699698,-0.01626654137802063,0.04318529649978515,-0.007169839892891191,0.08668082928820481
TCN2,0.1448264271589973,0.056453374538896144,0.027596915732917175,0.13696237556798432,0.018062782607709382,-0.003950088213991576,0.11173990637951886,0.035795023774165505,0.031119603187786827,0.09592144947308752
THPO,,,-0.03695975420694883,-0.030902996137716496,0.03469626053790099,0.04500029684424477,0.015666153025043882,0.14123588955461563,,-0.025028667320208076
CUBN,-0.027032118546832903,0.010575799893501402,0.02025658477825182,0.13979757140372523,0.01109410215077928,0.03315151718327336,0.03451344527135071,0.1744002455216193,0.11553680021023352,0.12663143780447123
TIMP3,0.013188254513967188,0.006664554568671355,0.032279934296227955,0.027198758845005774,-0.011584021587669087,0.02233765771168703,-0.08724359874659028,0.025901270591879213,0.07295032218955931,0.02669815949599325
PIGF,-0.016399921686310943,-0.013227707792545002,0.008968691158775214,0.056263560974371914,-0.026418185797050672,0.041825578515898895,0.1128705951949932,0.04064202203213264,-0.005081261531889979,0.09467181971286798
CRH,,-0.02082430008750065,0.012618445573029578,-0.023290044775057642,0.0009562067776652221,-0.03240223575802162,,,-0.03653158179627137,0.15630733624085535
BDNF,,-0.01862856254037524,-0.0606622833404406,-0.059068573283336,-0.0072209282052903825,0.03128143873164762,,,0.10259498483803103,-0.004816540237090652
CCL5,-0.04428872832985454,-0.03242842941605738,-0.013033403439421278,0.013320650632013695,0.01016399852405697,0.04114606437409167,0.018854908404610893,0.009004831952118203,-0.050895004537561586,-0.005991724636960334
GAD1,0.021778112738298896,-0.035851681084374865,-0.0027554674621580334,-0.07405599439584623,0.008719722420116134,-0.0450623684530151,-0.06437425371558288,0.007454312652683092,-0.006443517284134141,0.02017315812584854
COL14A1,0.04784250127726164,-0.0012487097582424026,0.017412921271918628,-0.02686752803753787,-0.02231727729841211,0.025334808045711952,0.02486419662917067,0.05976035139641267,0.04250843798050965,0.006725118054553834
HLA-A,0.02603724140916244,0.011365235652092558,-0.04449565501182672,0.12093892369296352,-0.03861798369267722,0.09225963212311342,-0.03935388673272002,-0.012399278713502444,0.13383259940392397,-0.06211728009064862
CD5L,0.014650856219741108,-0.01188211755396067,,,,,,-0.040953369133885247,,
FGF18,,,-0.019452940415896527,,-0.01100895923966196,,,,,-0.01901017812385944
ADM,0.019322566521793066,-0.023310696708934757,-0.06413232468444933,0.030616967399103235,-0.04519972723942959,0.03011070853823738,-0.0816352499182025,0.08766140240458038,0.06109881938685123,-0.07374350865347704
CCL15,,,,,,0.027366730343074092,,,,0.08373103702359223
GNAI2,-0.025319604974107717,0.015037272345498934,0.007101733650605354,0.045604810287811395,-0.013523728897612516,0.03721436971715389,0.07871701813930279,0.09155512946613346,0.10535598395058528,0.04041144954162313
HDC,,,,0.11924194168322082,,-0.021801655340112098,-0.06975499330289939,,,0.09080978405204576
COL11A1,-0.00027350087322379176,-0.006848010480435891,-0.03090215340264474,0.00028346717880812095,-0.02102589664355989,-0.009491243127784259,,0.006760325172025717,-0.008361042020588022,-0.0068442572239609265
NUCB2,0.021790693335536668,0.0013441040883645711,0.018778781987060567,0.03744800895729192,-0.010452497368264077,0.02146986942327385,0.03555937914651717,-0.0033238185234542015,-0.02239328422208328,-0.01058932343486222
CXCL1,,0.006313597032949567,0.0008273472933982444,0.0028934583847883386,0.001146667823706673,-0.016297111037292818,0.025515675374635522,,4.9077193113855396e-05,0.04719064659696832
VCAN,-0.03682992222368901,-0.029340529858351106,0.0009282107113830431,0.06276262733550292,-0.001940633757459377,0.01287595769268116,-0.028791467462278963,0.014107038814000399,-0.07282497694270246,-0.08281780262869305
MMP7,,,0.06962975703242401,0.02294954919381423,-0.01014653335551743,-0.03148248797550448,,,,-0.05543545630067682
PTPN6,0.03963504133208533,-0.016659290491827735,-0.011299594710447197,0.05188542612229858,-0.024297265448522933,0.07242360933802212,0.052355658357695435,0.13155641851671904,0.06922840786666572,0.06131037501566253
PTGS2,-0.015378302591571845,-0.0039553268840446494,0.010053901877177161,-0.0361606656221825,-0.004257070270757314,0.051816617938662775,0.001954432693990275,-0.06327292208727818,-0.02679482361519206,-0.004267627666912734
XCL1,-0.023620422702849777,,0.019304597404086007,,-0.016665301388947333,,,,,
CD58,-0.011581303507985361,-0.017313669266384023,0.026998983178238376,0.04991690710235197,0.01594116077955883,0.03567947058017855,-0.035618759477225724,0.09304891275048179,0.0003427431851435963,0.05380656085114845
TNFSF14,-0.038639207895714026,0.046928170463875575,-0.016658607177888397,0.1122086544997091,0.014131333137172975,0.03746104517275153,,0.1320582599345088,0.06751012693454167,0.003131831512456487
CNTN4,,-0.01823866127737927,-0.03803820305050891,-0.039254319670528906,-0.0065072544895781485,0.04909650905961854,,0.11972652963027851,0.009970155808377365,0.016527168461857485
NTF4,,,0.061656376793124835,,,,,,,
INSL3,,,0.011277064695835249,,-0.011700020127453891,,,,,-0.022575162903810782
BTLA,,,-0.020772081027475516,,,-0.020327816519658422,,0.08027098681095901,,-0.021829053754960213
MFNG,-0.0457209547736233,0.03323122353219905,-0.01008296054089901,0.1182870895380357,0.05132242270422529,0.06828265320534493,0.08012726508206713,0.09909349461755909,0.014673631988793566,0.02874586103742334
