,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
IL15,-0.031228723060088903,0.019034194488904508,-0.04494318481105705,-0.044801867852382944,-0.008951347935132902,-0.0004586507676742709,0.040055613032368806,
UTS2,-0.051819603396788254,-0.02011612556140299,,,,,,
BSG,-0.03905861746572081,-0.07884356116131312,0.046340306093804205,-0.004031298649446426,-0.033228049204029796,-0.03940561968126216,0.039383499204344245,-0.06567274432101329
ADAMTS3,-0.004948891892595877,0.0035564339869942297,-0.03323491476937921,-0.015172842557244047,-0.01616048203658773,-0.0023688855916388614,0.003926550674258769,
CD34,0.13214524955173013,-0.027931869711609214,0.003212897510052721,-0.02920011581220478,0.015627922104996656,-0.011361364736629154,-0.0030685470044373507,-0.004358515518579327
CCL23,-0.026457781249201655,,,,,,,
PLAT,0.05432173416672079,0.06933769595869539,-0.009714177296480699,-0.011653037520670198,-0.07716851871829777,-0.034499328534543634,0.12531964071114313,-0.057728181055072283
NTF3,,0.031218875226529504,-0.005183460955226296,,-0.007314692196893888,,,
LTA,,,,,,-0.022198798992857396,,
CKLF,-0.038750397458008484,-0.01789140881930853,-0.028720261634268773,-0.042219686171771686,0.01293761071593214,-0.05099585768762464,-0.024090538010703703,0.16455797124899862
CD24,0.02987862863899229,0.04058181895066877,0.019407909475741957,0.0020937935729606907,0.07143520154508431,-0.0979801349373605,0.03530018877590697,-0.05496270300377717
HSP90AA1,0.027472491721209795,-0.02494047553928929,-0.030174962177821594,0.04432913528532655,-0.02709517724329815,0.07055098814321488,0.04664496314936902,0.012793896254286017
BMP4,-0.02645529595050441,-0.031050790720231616,0.01987139859124011,-0.020425144084235857,0.01939625866129594,-0.019079463569040177,-0.018213014320349157,
SCGB3A1,-0.03265102757945433,0.03720977054827508,0.011130495908977366,,-0.008435096172208027,0.02095448313511067,0.020800479657968465,
IGFBP4,0.10798370826999464,-0.005980303719173526,-0.01699682987675589,-0.04217031178156615,0.036475874887329056,0.010588266465926468,0.0644599802839645,0.007250947878948693
RSPO4,,,,,-0.030247795722771722,-0.029277892169234387,0.06205426040778329,
LEFTY2,0.13311216203714457,-0.0039025701700472434,-0.021180713780267,-0.06487394383056878,0.06506926121245762,-0.022563724339079883,0.08411536059838037,
PF4,,,0.030759573847806473,,,-0.022198793855890655,0.046661770124278995,
ANGPTL2,0.04144425725800978,0.004811672463783381,-0.00221827051488379,0.03342314137443546,-0.05510955325340951,0.03193370230616651,0.08076327856320364,0.01615336527964015
LRIG2,-0.08497411383788184,-0.0352671827791941,-0.025081113043312987,0.032306889067472214,-0.008691905844061503,-0.04404646888385553,0.044009664588920305,0.12365751641391462
ICOSLG,-0.010559994781114579,-0.0294386445353006,-0.028608745951885305,-0.000254417142241362,-0.041749306771034084,0.046237921579561955,0.024137789168561023,-0.01582123552633612
WIF1,,,,,-0.028118255983464638,,0.005863831462217444,-0.006248118634451784
NPPC,-0.02337635777854863,-0.04019670053790312,-0.006504789441290354,-0.0027222295506588693,0.012618179165948921,,0.054888860432555954,-0.05230863912744392
LYZ,0.013894610728893222,0.04260389742833621,0.010503100625498427,-0.05275539165734423,0.009669486486480451,-0.017904962452288307,0.027719334850905903,-0.04126292401396763
EREG,,-0.023038896093881333,-0.044886215308895305,,-0.027130879920683276,-0.03352532077184096,0.06345562484131037,
SPTAN1,-0.06656233819791729,-0.03217190800999228,0.0014957264410600662,0.05859764202195519,0.04128230389734384,-0.00014077106289786206,-0.06836743719933289,0.010710787828987454
PTH2,,,,,-0.01638022540341458,,,
LIPC,-0.024788234523837445,,,0.09890272561506505,,-0.01277247475933425,-0.03288372556117394,
COL8A1,0.06904680678216833,-0.0031364897392259722,0.04267290585117376,-0.04319437335086595,-0.03356289698499099,-0.01596552741976997,-0.03302833675843155,
GSTM2,-0.04867009704387282,0.02609743754098724,0.06806389754149968,-0.03421073308772944,0.0489577508532115,-0.03873968277724929,0.09349878942713986,
SPX,-0.007064251878438965,-0.010380281814379434,-0.020963670101392055,0.045550537934676526,0.03673316245369844,-0.049075361687538045,-0.032947760520437123,0.05083704107557698
MFGE8,0.03983216260717902,-0.06948961818622656,5.698045403438939e-06,-0.06598356951097009,0.020019629151433523,-0.0320751151652579,0.11217081190829382,0.052491022277521227
TGFA,0.0023779211249145937,-0.033809372926073965,0.0024998736731110917,0.008688455905268035,-0.02887517290978698,-0.05538844022287551,0.029300066555298702,0.14240807189812463
SLIT2,-0.014519234400657733,-0.05900367622653495,-0.06486097424394385,-0.019046794369580244,-0.024388596754075974,-0.006795425096257064,0.04415045202078731,-0.06621295133868507
PLTP,-0.04442801409653074,-0.03061845104221705,0.0411718325987817,-0.02654257958827683,-0.03580143533002881,-0.02718238621968269,0.027688076628221342,0.04432549720617965
APOD,0.1414038679484034,0.05596516778204832,-0.02048009757697702,0.061143728088502595,0.0007757179564541776,0.009208159725976654,-0.05061185185265088,0.1404459653831946
B2M,0.1017509678402953,-0.05819810974590178,-0.035124309012149794,-0.056927068586891706,-0.014900766374886309,0.0409852751304164,0.06140591312558116,0.030568172467351856
OMG,0.029753807229073215,0.022677061187658307,0.043767309059713023,0.04125551583624112,0.02879356378102883,-0.01467582310017179,-0.033028230823441904,0.11391657301066488
CXCL3,-0.02409168093455032,-0.05825220963498318,-0.029528807655591634,-0.025334481254233224,-0.021997183357029264,0.006750713591568377,0.07452320022396729,
CXCL10,0.04324992835736542,0.034101874078461915,-0.02264636671262179,0.08384451831812596,-0.012751572645641477,-0.011100774678744207,-0.04761046376491157,
RSPO3,,-0.04335671778553529,-0.039606271989127015,,0.05090872548780971,-0.015820224001455652,0.028972044932772296,-0.02951677904203155
CORT,,-0.015678005522850567,0.027856207152374957,,0.06978420168702697,,,-0.031519139215913546
NCAN,0.02750797739497975,-0.0056771451866872704,0.04014117810559713,-0.0010733805498625315,-0.016830746863975093,-0.02182988107218155,-0.08016367281822526,0.018749795240606826
PRG4,,-0.014838004106508191,-0.026070613246502793,,-0.004749189895946655,-0.035837070969810696,0.05117310066720119,
ZG16B,,,,,,-0.019726116759187732,-0.024293608486054327,
TGM2,0.06184914555203755,-0.07671245367359772,-0.021071724246668665,-0.03829228159725052,0.04610094900505873,0.018011560957886308,0.07515629332243996,0.01769987565998054
VEGFC,0.039469805369555286,0.016563581363060464,-0.03540077328219342,-0.0018663253041887983,0.010469243627313315,-0.03553907521313062,0.002448544521058335,
WNT6,,-0.016466204531449456,-0.032837269082694284,,0.03799353622518412,-0.023823340162869466,0.05988397777582489,
NRG4,,,,0.04845867495148976,0.03913300281892546,-0.01582022577452532,-0.024150561541289237,
PMCH,,0.005015937831560104,0.008497058246174232,,-0.022997529701950646,0.07022429025294206,-0.002769294732191362,
COL9A1,-0.012204674929366815,0.04539639272782474,0.0153084500611143,-0.025012949307806523,-0.005785530137322582,-0.0816836862855897,0.03148266477100284,-0.04802376623111729
GDF11,-0.07850995823140558,0.009484921316561243,0.025075515949049675,0.11536336301530134,-0.001094259135638727,-0.04445353416054631,0.019675088417724168,-0.058907757985943644
RAET1E,,,,,,-0.017354675268918058,,
IL24,,-0.020405765624851153,-0.016614813820314003,,,,0.031636282560035305,
SORBS1,-0.006065705937423928,0.021927376988266,0.05013456779095862,-0.0071051612652303685,-0.01451115494962537,-0.04919578798577343,-0.007473860576525031,-0.05437529786479306
DLL1,0.08116467969343644,-0.038080015712885155,-0.03016240342235552,0.05734015793915635,-0.02557044032108389,-0.021620905642780422,-0.026760829545978075,0.020165820292999088
TLN1,0.005742900090369897,-0.10738585768999678,0.013225094913665438,-0.071662571851521,-0.05648970485302583,0.00969995160398527,0.12022297377908134,0.10396676394502372
COL2A1,,-0.005669546476902516,-0.043303287411747556,,0.08834605613109224,0.04797144062355451,0.056866664096756815,
SHH,0.015076993699212605,-0.021269571702942712,0.04754391579796821,-0.03579079981533971,0.0142382243635253,-0.05511504610041929,-0.053168535252476876,
PON2,0.024853056322353552,-0.02917477888829199,-0.07142597460838618,-0.06164657584843856,0.01498466102362819,-0.05377214696181975,-0.047436429439783254,-0.009252933696189366
ICAM5,,-0.019127544633016663,0.09004770790679265,,0.01571777446852253,-0.010201983470252297,-0.028396352192414327,-0.08093380201827881
HPX,-0.02409166833030063,-0.04315449306214175,-0.027060148402051957,-0.007486059921595656,0.009548942970298816,-0.03650896805551293,-0.017702606892430233,
SFRP2,-0.026432916334320565,0.0017440349139042962,-0.03237521876508439,-0.008843045856553104,0.013366199495732591,-0.0020731187139496243,0.08828042449675781,-0.0649228621974043
CFC1,,,,,,,-0.003001381667823067,
CD70,,-0.05955629868095591,-0.03044699620301585,,-0.002375094311125816,-0.006110306154809965,0.08029503006761707,
HP,-0.06101016459823731,0.004762200486837334,-0.03855745742240455,-0.03436622274336507,-0.030890832828474084,-0.023665327432757764,0.10414634669589262,
CXCL2,-0.0432395107746652,-0.08348574357150255,-0.05592479876967996,0.01440798776828759,0.0290602328005989,0.032905210846082875,0.046480761099232486,-0.053289873532000966
NPPB,,-0.018000584383537806,0.018460068771616503,,-0.03437218504135208,-0.01604785714622446,,
CCK,-0.02478825453133614,-0.08884490413438463,0.03048450121788779,0.04653512481486242,0.0021076927223601075,-0.020818402924463363,-0.07325620739374537,0.022165528006842575
SEMA6A,-0.12048291272169538,0.10097988080955432,0.03285446585270705,0.013825826896081467,0.022788467837200642,-0.06266619258265493,0.017487147972467823,0.13024306160035148
IRAK4,-0.05617303349670176,0.02870910269132603,-0.05234583727064921,0.03583623908708049,0.009195491176853221,-0.0814236652226899,0.057138849333888964,0.008994678026589254
GSTP1,-0.07382521672264139,0.05443818617981599,0.005556691565016561,0.006831386775340243,-0.0379664872989833,-0.08097630696907038,0.027697758149573915,0.07417495413251182
VCAM1,0.1884641251205703,-0.03974675404646008,-0.06777718360442304,-0.031786335063726676,-0.0080552177138192,0.04112448782271992,0.028578360439078836,0.05008869666136193
NXPH3,-0.061010146687250445,-0.02046658765685136,-0.002069307948645619,0.002490082409449787,0.061391234522602034,-0.07524535311468672,0.02961860043572689,0.05760431208242871
MTMR4,0.03426845319477381,-0.025220836631392136,0.029522283897249903,-0.012872809312891033,-0.042357474731985485,-0.0992350572694268,0.07235585549800275,-0.0789591178578298
LAMC2,,0.009077209691550212,-0.021819912573369828,0.05286513712632015,-0.02232268968016553,-0.030576089136601346,-0.03635226903217345,
IL10,0.11560543164786619,-0.019813503436587644,-0.04265044353515377,-0.025024907888964734,0.030930869666225252,0.019881456657060797,-0.02141558249885965,
SEMA4D,0.0037959242019110348,0.04130580611344572,-0.038827272634032566,0.07479428218874508,-0.02219096857566115,-0.005968570099474791,0.008383369167764724,0.053685607120939345
TRH,0.07200767210350313,-0.008146438985020963,-0.008664937872321027,0.010080272565047082,0.0006224223683984237,-0.01797467619672731,0.07464515340811624,
SEMA6D,-0.07363559741871883,0.030981963137631033,0.013317680427671622,-0.0023679770379214557,-0.003694507252964939,-0.09056826515140128,0.10151255956932816,-0.07720201150138635
CEL,,-0.030901412928051694,-0.02712588674007732,-0.05057186562902562,-0.04902885295556232,0.02370761917531101,0.0657032600812748,
PDCD1LG2,-0.011851631134299165,-0.017603194349871735,0.036820926528812525,0.01928731605004038,0.009838201738281364,0.04065978737918113,-0.004217438950209372,
SPINT1,0.017765096440720638,-0.05440602790821589,0.003956417967956446,0.0261564320036768,0.028286448954065502,-0.05314762212022892,0.034626479859910464,
CTHRC1,0.06841122896068366,-0.024725130435714008,-0.059535777778818064,0.01116255319705033,-0.015805860618345477,0.061348863355929255,0.09191159684704302,-0.013217134836516967
PODXL,-0.01903547452946244,-0.03161676714194546,-0.07354748467247808,0.04067677300420139,0.01725611587821829,0.02183396256734397,0.12875395079109772,-0.05613615478603278
JAM3,0.03913412834034027,-0.05807430709749562,-0.02478004308724514,0.020311659708072107,-0.03132304122369201,-0.00613787291746242,0.07818859336046627,0.05381813275029389
TGFB2,0.025259776046038514,-0.06340267068569469,0.06532095783192174,0.035537289148565125,-0.016275908342128068,-0.05649186607956019,-0.014341609750850921,-0.09961354939865755
COL18A1,0.11208459081588339,-0.057892142052006795,-0.0626308713042524,0.005980010081403601,0.013788924650555133,0.0491306325291448,0.07867796450854173,0.03202714334157733
NODAL,-0.027395206336182837,-0.0009124247337358721,-0.02052320889729804,-0.039027212623965246,-0.02552766988193843,0.04455955101002943,-0.00867435563894293,
INHBB,0.02019572033416844,-0.06944720016275512,-0.08189434368095723,0.026951825185419564,0.027726216737994917,-0.10151332674000046,0.06059887733476815,0.03127856407615271
LCN1,-0.006787235855618624,0.019969503437900053,-0.019381574955951088,,,0.09798318740146053,0.056502506310940434,
ARF4,-0.004371226144663819,0.10223527963113524,-0.007941815660772997,-0.03463003007758903,-0.07880049721049982,0.051728293101738605,0.07668995351680062,-0.017060095049714428
CXCL14,0.014901017660060125,-0.03178381062656419,0.0026949409711439862,-0.01566126758885573,0.028426458551212553,-0.13433154602525366,-0.04291481418433441,-0.04045336553867653
LIF,-0.07086327105227472,-0.044710823285634804,0.024015157069571975,0.03258227112701454,-0.04800756636790259,0.022624032299676754,0.10301507503591588,
IL17B,-0.037990938595646055,0.09559336392699579,-0.031032933818891755,,-0.006856031507952548,-0.01697819806378697,0.04426458409541098,
MMP1,-0.040004469878804745,-0.04460968293255491,-0.03194569747157985,,-0.02299752788068701,0.0320630708816535,-0.027954778286150166,
MATN1,,-0.040827139251092125,0.025274894218859652,-0.026243010320146316,0.01725618882008615,-0.021861047215575705,0.030982613534550972,
ADAM28,-0.009835002489485632,0.0062383141783323255,0.03531827363746422,0.05791503893305503,-0.02364291814452409,0.06276222453438136,-0.049292034120399786,-0.05597022489479739
TCN2,0.10005324983522808,0.013475140621692317,0.03370476975007542,0.000983688176285575,0.03442673160412591,0.0033505609800788807,0.03840539457605333,-0.0305842009995635
THPO,,,,,-0.02839249295464061,-0.023665334636996604,-0.03937123210122451,
CUBN,0.0006525530385195656,-0.0007087409430038749,-0.020820757433902586,-0.028186522476656546,-0.03922471207322792,-0.0019410700502062782,0.026470065604379013,
TIMP3,0.10183806703207264,-0.015752020974797998,-0.015847419343510003,-0.030860308923994856,0.017640129237386466,0.035108477284306265,0.1022891499832025,-0.06937515938455699
PIGF,0.01874507015583118,0.02444443510324282,0.03238484476197315,0.07487919504928757,-0.05087534544373178,-0.07507414541699337,-0.022037149186792702,-0.04611649212072543
CRH,,-0.05516350564342735,0.05565212089728866,0.0531622259192927,-0.0217404704239297,-0.02695412143974494,0.05092037704216708,-0.009673501237544043
BDNF,-0.029249908409228326,-0.019348531534509352,0.0402307180942436,-0.045879499338741504,-0.03174912308293389,-0.05489408722336591,0.04302847349749722,-0.008353264344326306
CCL5,0.0633090527763424,-0.052726934365717605,0.006246758606095326,-0.011661176838398287,-0.0013275371332482607,0.008926868412801877,0.004509769448257853,
GAD1,-0.04907077957731747,-0.02611798619828023,0.052417312882867724,0.03953129477592818,-0.06663380747285036,-0.023852445373232202,0.006818500392764326,-0.11750872381659193
COL14A1,0.07613891072455138,-0.0708357061848521,-0.023386910947310973,-0.052278458347014875,-0.03326490594860115,0.00029186710190204655,0.03455052498040529,
HLA-A,0.004451517843207225,-0.06487781244960561,-0.03376303163516639,-0.06644095331371676,0.0011630917297409291,0.10843268169961534,0.15490772177824094,0.07828402201459218
FGF18,,-0.00788548785131115,-0.03025470891602033,,0.006440270008626646,-0.017974677638821476,-0.007851027617258923,
ADM,0.056865736649832035,-0.06223335240529719,-0.01737817286189956,0.059815143889180925,0.015174069690053407,0.04031683222299785,0.07878372579872943,-0.10467049507985506
CCL15,-0.02409168093455032,,,,,-0.015589436520717273,,
GNAI2,-0.019046733204419023,-0.0585328404713409,-0.02894628174113996,-0.026816613421581034,-0.0032557092973957177,0.07394649303227264,0.10759276482528275,-0.007231608196434884
HDC,,,,,,-0.05276564453866754,-0.026272155886170507,
COL11A1,0.08258672200858935,0.009021565796626047,0.003632675578494321,-0.0009781172190329352,0.04498886862077089,-0.023590775694395834,0.06861755801742422,0.15060974832931429
NUCB2,-0.013092550010104464,-0.00037979987530464685,0.003631877548002138,0.03527870595836901,-0.00014546864714475743,-0.04332592854804714,0.07564413637256312,0.056711784804301474
FGF16,,,,,,,-0.025887794266902568,
CXCL1,0.08913291983916065,-0.03280528683751599,-0.03569728892447167,0.026433097939612828,-0.026465513101660905,-0.00610292200694913,-0.022178143566856993,-0.03402520080454071
VCAN,0.030002177840447716,0.09244807977401641,-0.0017022738595304776,0.0234920392322785,-0.0015056235565374934,0.11002956630511002,0.09333462330914563,0.14930018734699743
MMP7,-0.0615372467993831,-0.07262932765669425,-0.021369508570830534,,-0.021676121970784504,0.06782366932770173,0.13127319887234334,
PTPN6,-0.008748073022924215,-0.024565493403170127,-0.03483319457655273,0.048889539003965705,0.006678506514727141,-0.006655300651304011,-0.0016483535160416532,0.06888712308889329
PTGS2,-0.033455732063808565,-0.06783308437231725,-0.05885457655246723,0.06195372407555218,-0.009675305054776652,-0.035675979885757346,-0.008079988921456529,-0.026930142216153304
XCL1,,,,,,,0.07576601039864458,
CD58,-0.05355459746694082,-0.006188639533765924,-0.02211833540669163,0.0017893237473599612,0.0013214069061227743,-0.012761343639462061,-0.016605489858358715,-0.025818049976794
TNFSF14,-0.005284299028779032,-0.02670301867084255,-0.0329839118279852,-0.023594053690124007,-0.010475947756376407,-0.02643656071329025,0.02450201855564791,-0.03694774061436661
CNTN4,-0.028649968960459977,0.03371847202560349,-0.027979744311998123,-0.03293294804774346,-0.0382656372986728,-0.02652639571222246,-0.03351703151809211,-0.05157857333563951
INSL3,,-0.0005431110469271485,-0.019145640002302507,,0.04658548976415646,0.016829923572496935,,
BTLA,,,,,,-0.020640006729524343,,
MFNG,-0.02857268539243757,-0.019203139393342058,-0.018920058016152656,0.02835316613053536,0.018888965982621363,0.006806228194417509,-0.01117403337816293,0.0035749330458832987
ICAM1,-0.05008282204659516,0.019508752405677763,-0.0005854547778912558,-0.011699473134187129,-0.034552516554939995,-0.06539577822037047,0.13805106185514737,0.10916047658680861
PROS1,0.028438571013771525,-0.039414091039378055,0.05622083850261655,-0.030026494791064846,0.011779978702394245,-0.048995874975767434,0.04589208996553188,-0.017767365150238922
CLCF1,-0.023801833258815894,-0.02185970713722998,-0.040967233785483746,-0.039212156185714726,-0.009242969917863445,0.04210979119229658,0.08470870812117832,
PSAP,0.014697852241266126,-0.07854397999803116,-0.005394971574086803,-0.02371510742167932,-0.07190943313162801,0.027925994553755048,0.04088215805094014,0.16211399784577585
EFEMP1,0.10610709360509754,0.02121182977163284,0.06032835930870379,0.06927036052934317,-0.02999744771625506,-0.04965782665263768,0.12033421288809389,-0.018440425084692246
C1QTNF1,-0.023596003532574357,0.013212243484139264,0.013892012450920711,-0.025941821217137822,-0.05441251641140328,-0.056054452714059046,0.10890371346970669,-0.0016945396223002397
ALB,-0.03265102481255421,-0.04402113914159256,-0.004494188030389084,-0.023229315099746947,0.014957294213936006,-0.02413662044901303,0.003978099495273007,-0.017267767856810275
CCL13,,-0.01982247837629154,,,0.014069501004998108,,,
EFNA3,-0.039176608631013014,-0.04278050281853938,-0.009260659001728315,-0.022901347280898328,0.058860425113595495,-0.05148494589764958,-0.023524016529736236,0.016494278039580743
DRAXIN,0.03682825923904474,-0.035630575003916407,-0.045222301192579174,-0.042203643218239065,-0.004921423579691167,0.06037374124024362,0.08002845927882304,-0.04802382631905515
RAET1L,,,-0.01938156225407844,,0.024570028289492642,,,
NPTX2,-0.00814567650284056,-0.053018774897990006,-0.07303677841124764,0.004955931702638515,0.004791232844017554,0.05228423112668863,0.013981002062441237,0.03470548487714828
FGF11,0.0772901751359082,-0.029685558600715155,0.01610861439862931,-0.03641786568431995,-0.041420460173499554,-0.08714988341588836,0.06098878625377637,0.15646102116588487
CD59,0.03743240448100694,-0.04780955459530001,-0.017066109253683213,-0.0014590068731511877,0.016187936237437195,3.973226150222217e-05,0.06856903169982576,0.07027506638449497
COL9A2,-0.03351949068776327,0.0174281825257097,0.05127914986747056,0.02711291937236667,-0.011021858283640499,-0.02131072163491608,0.011379191548061116,0.016469188241660528
DLL3,-0.0218315813131674,0.07565020263911244,0.004102685491695776,0.0492485073523764,0.01829406280509099,-0.03589726526226584,0.013793971266598324,0.0035805621575391326
FGF5,,,,,,0.01194602573501638,0.025219931030849956,
LIN7C,0.01894121966091362,0.03636537063569684,0.0443197476362776,-0.06448291669605555,-0.052860235358673915,-0.04756461815035949,0.00971083011181873,0.03661263812992892
GDF7,,,0.007322756857603656,-0.042880443225295835,-0.012607248849061708,-0.030448298624821676,-0.040160492554383496,
PSPN,-0.031876655733376745,0.03871756478506329,-0.013685191770922638,-0.06354433694731453,0.046597676755077276,-0.022685692687694162,-0.02001183584755384,-0.06017430112032956
ANGPT1,0.06739009832172053,-0.062362690800044446,0.012775489292241681,-0.0658002198868838,0.037886802331802014,-0.0250955667306592,-0.07237973276890403,-0.05797307451320735
PNOC,,,-0.01766827169764824,,0.039396751378433424,-0.02203051145543041,0.0370865920644231,0.008183696964711837
L1CAM,-0.03750861421424951,-0.026393211375231596,0.02739667589361202,-0.017622034409275202,-0.022562198755293007,-0.0268121843203693,-0.032628803418078965,0.08321159139725065
APOA1,-0.016106704122143836,-0.0013260431697446008,0.010553582451568278,-0.03620124879502039,-0.03788068617479572,0.0062140118739347425,0.01653418892657511,-0.030864766018060187
PSEN1,-0.015258972144088598,-0.0028675939726818707,-0.020698055193386914,0.02699296809640931,0.005119356202055932,0.0904235086339835,0.07535380162385674,-0.024142507785357183
CALM2,0.04058916120063788,0.06420768888961995,-0.028616069263549246,0.01147555436280044,-0.019503933596340086,-0.07175500384483688,-0.11874022548119607,-0.008859402616187506
CLEC2B,0.07876301400173304,-0.01892185268139963,-0.0009379851140311137,-0.008838772801910127,-0.04121222291894119,0.006128003854127869,0.048781851349987596,0.028926319751074136
