,UKF304,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916inf
ADM2,,,,,-0.02307932892266356,,
GAL,-0.04422904781770816,-0.006893702284534174,-0.038181878614291925,,-0.023266003712244045,,
CXCL6,-0.021298178503472587,0.004746644625391369,-0.005543488202751374,,0.021054234601114618,,
PDGFC,-0.022253981950120214,0.03349899758086974,0.06931730303171592,-0.07288832545914005,0.015940863944490173,0.1501067508126574,0.08559316520936185
COL8A2,-0.01665353828278747,0.061027968954514455,0.017649209263979372,0.04659871515612121,0.025482892981446143,-0.0052171556368169475,-0.016246128320160088
SPON2,-0.051602949319557126,-0.010238393461294884,-0.029132737191588615,-0.12015040493866432,0.009030734583988159,0.009582170409150242,
LCN2,,-0.030108303482651446,-0.027391393598099188,,,,
SEMA3D,-0.047996944257911275,,,-0.005406061150227136,,0.1799364384575098,-0.048064653980823144
BMP6,,-0.025162740479103954,-0.02055218456627914,0.07515314507106044,0.03476178360894042,,
TIMP2,0.02293212814016665,0.026368940824126524,-0.07050988205715014,-0.11679543692202304,-0.01739071389021652,-0.007489054003242745,0.060620124559356295
EFNA1,0.098260821525798,-0.013192234533677984,0.0672233141633477,0.10052139205259138,0.03127270454791309,-0.062303688887330226,0.06400063328807153
S100A12,,-0.015242614834732682,,-0.036395963802760806,,,-0.010458569734173013
TFPI,-0.011520195246141977,-0.051300156670513644,0.04415175074677374,-0.032468590124088065,-0.04279184421421526,-0.03130583311332498,0.12321490934812225
GPC3,-0.018566699982120186,-0.015958934392851135,0.08262491833458058,-0.0707973099877967,0.01597910371556142,,
NMU,-0.02355035872157489,0.04045696724752734,-0.0009510535756908378,,0.061920368399898354,,
SCGB3A2,,0.007632914592758561,-0.006209924450055022,,-0.03031999912755889,,
LAMB3,-0.05015501634323536,-0.03847031944564514,0.010988484155087746,0.012119626689338213,-0.030354604589525387,-0.017237589337099693,0.027604533869067152
LGALS9,0.024752310033498516,0.03319798946507188,0.010925351813017434,-0.0018652034980503876,0.01962119726966863,0.05911043959381815,0.0442848140870675
VIM,0.06421313392675533,-0.021333558564385256,-0.029262399545659793,-0.14880045539455394,0.007116687867802225,0.04446750048796615,-0.06261490729864089
PLAU,-0.028079546923747613,0.11752382127966175,-0.055397157357373245,-0.026780690679988638,0.0020595376240304226,0.025933396877645783,0.03517944011659071
TGFB3,-0.027397276305506098,-0.014559196696009923,0.0012244980145653414,0.06215473486684802,-0.024085728211119952,-0.09055834954084659,-0.010503200565696964
APLN,-0.02880376564337885,-0.009652326787829483,0.029440233946886447,-0.10204725742214941,-0.04538748126800796,0.030719548653001947,0.2118738709265781
SHANK2,-0.004014087633355211,-0.006923018414495566,0.06355139761403616,-0.020601361445294574,0.00280465257728133,0.012242098163331602,-0.009146353405509747
LTF,0.06809834685358787,0.09379521971871806,0.04014152084101287,-0.09980221172932938,0.06844238294915339,0.07840637531503364,0.016594369052953053
PYY,,0.0013680659750609273,-0.01866356077357951,,,,
PENK,-0.0351411634475228,,,-0.041620408600743015,-0.008529942196526346,0.040607746624378924,-0.0486284263978789
CTF1,-0.0255158346175637,-0.05453350928141646,0.03519599102008746,0.06882420699194602,0.03178233385807874,-0.03160760682429391,-0.04032109913854617
COL3A1,0.007594722620370227,-0.0001710285880063652,-0.031236059241158336,-0.11511681545832808,-0.0003859921713382162,-0.0028354148047405494,0.07566178432137323
S100A10,0.06592042279579896,0.00442345522178364,-0.023887896312660233,0.004763300231360944,-0.02732698818544327,0.11078896741140472,-0.013437269731723725
FGF13,-0.03480944571054799,0.0009782518439181477,-0.004796955853669201,-0.002689317684141542,0.01517031495136281,-0.0018969241769871232,0.03287253406625354
SEMA4A,-0.06308028789392138,-0.03618541844138618,0.007179335280883287,-0.012948609776769324,-0.015620405248129209,-0.07253980425572336,0.02941267111810892
EFNA4,-0.03130467360467446,-0.005103411226646153,-0.04164674809410259,-0.04369399638070364,-0.025033923437808765,-0.0063009464411995985,-0.024178136765366315
HSPA8,-0.007921784875644586,-0.11560361317400744,0.05418479370045675,0.037098595490712497,0.040651891826550345,-0.0364438462858604,-0.006732681858624425
NPB,-0.03423153597858631,0.009167486464718832,0.05419546758726895,0.00588028563683382,0.0655632963428967,-0.024225040443316328,-0.046766578239435835
ULBP1,,-0.018586558102432826,-0.01589397489674798,,0.015301243562001925,,
SEMA3E,-0.03713717611986412,0.04414666059313965,0.014133316435974326,-0.07038660453556624,-0.012318470301467124,-0.07970582650850168,0.0787260051066375
FGF3,,0.013804544438195818,0.005814956889005112,,-0.0038719772802088253,,
ADAM9,-0.001658960052156081,0.02631172325079176,-0.02971153400494119,-0.11735480230742364,0.056628576367908676,0.08543102713825095,0.033005575588850984
ASIP,0.07512216656846615,0.0685996014642039,0.05297425665571334,-0.09153665755047877,-0.006416686731560479,0.09470036862364306,
IBSP,0.05324762935573821,0.08838141810757585,-0.04942873337374417,-0.0428357562145743,-0.016053585532301656,,
MMP12,,,,,-0.017115082905584587,,
FAT4,-0.013291205121252477,-0.011576992991811034,0.06147118231624625,0.032198538877225825,0.037071729372913795,-0.0578771021425064,0.09359124461275768
MDK,0.0027759393167921366,0.011403077414385456,0.032614046814098116,-0.06531716912315895,0.05416061587144036,0.03395233100513562,0.04795970022702894
BMP5,,0.022564357388795173,0.055175873709339886,,-0.032367611768860244,,
CAMP,,0.0915127043340724,-0.025884531659693396,,0.08078180432151083,,
HSPA1A,0.03349799235017643,-0.02918045620107313,-0.047610543289374085,0.008862107328321173,-0.012018704699889481,0.04287746025831229,-0.008353515860831141
SEMA3F,0.010773896433262754,0.03780992727261097,0.06117730131788599,-0.07401094371043929,0.0033649012138686775,,
ARF6,-0.06230211674663466,0.0431286961436601,-0.031737800893193,-0.03704436462374111,-0.006449987897558206,-0.04277149604653744,-0.029605576786234763
IL6,-0.02555009379101257,-0.01476758456645915,0.12057709003234122,,0.07337423839499602,-0.029134310525055513,
CALM1,-0.041960973530643035,0.005442513108543878,0.010807965814700317,0.0362145279556862,0.04426580911431675,-0.1506376204060646,-0.04096193818726678
VIP,-0.049592128301998405,,,,,-0.01684215682801774,0.02845463620339989
NMB,0.09483962967185561,-0.06882612661668701,0.11013347394586762,0.0580798205813344,0.02434338313702148,0.02694051469605862,0.02695533036795094
CCL26,,-0.04056181161464773,-0.03775171701252857,-0.03994825409202148,-0.004318181489577419,,
FBLN1,0.004529910536488158,0.05019418740602977,0.0010429057056572679,-0.056268008018857424,0.00803268755371811,-0.015060516646763326,-0.12153463027402522
SAA1,0.003980946802050425,0.07747234440732927,-0.044975989356190876,0.03991904107465181,0.05623548916149763,,
MICB,0.036784748492268676,0.029453875788744043,-0.004317514219376947,-0.030478483677975836,-0.025374249143800022,,0.16758999628499663
F13A1,0.036220172806355935,0.0976282100380603,-0.05478162027587832,-0.004481445444120381,0.004840926183867442,,-0.05094951573299832
CXCL11,-0.017570553584000677,,,,,,
COL5A2,0.0045536600264852005,0.0033562110110620545,-0.053207828964955996,-0.066063029204413,0.01895767908779553,-0.0015638583837228473,0.03609195769266109
EFNA5,0.02359530431814219,0.013226530910703612,-0.004024943716227914,-0.02141620829583235,-0.07820832332976191,-0.01792150281637741,-0.060165398527590404
AREG,-0.03789066062944184,-0.05483413618670191,0.026974575361374705,-0.023071747373717567,-0.016535387414690694,-0.012909723891801781,
EDIL3,0.08355925134172652,0.016903991442769387,0.02444369466707151,0.10918713257740084,0.07009631205867249,-0.006293308033679824,0.09240511601725755
CD86,0.017424029587095064,0.0037341111469135694,0.00733707217850692,0.008091771306246026,-0.04108955863068409,0.013543277576036237,-0.010817258009398941
AHSG,,,0.11580546784184592,,,,
HRAS,-0.005131427880319879,-0.001452823714169788,-0.031380034043895846,-0.0005905569802191979,0.032420173167583215,0.11853484590487263,0.1626084078315734
C1QTNF5,,-0.038338011132265495,0.021404479505894497,-0.03397505135149841,0.017633809617696207,-0.0076713809124231746,
RLN1,,-0.01543523467705156,0.005666444949259275,-0.0319701573329616,,,
COL4A1,0.04755384520712575,-0.034324749097877236,-0.045498851677324474,-0.14173272431231365,0.050604104069376675,0.023153499713416206,-0.012296834314551874
CCL3,-0.008525502861486135,-0.044538155068214555,-0.021531070498707176,0.02137394024773691,0.031152483644319124,-0.04358902859378655,-0.00949253683843503
BGN,0.024295236123143375,0.009631636092713544,-0.05764026175983508,-0.1483240392978906,-0.021614291839199638,0.0693146354753994,0.010429605467352485
RETN,0.00535878193622794,-0.025532652610250492,0.07903003552575609,,-0.021532902398265084,,
S100A9,0.027628890583875264,0.07451967890187115,-0.08870951906324522,-0.05055687679425618,0.06087966926278489,0.08458662828065378,0.0013418565949999473
HCRT,-0.0329696635884581,-0.04296737015234485,0.07198336113093885,0.006583383566852031,0.054577597576704016,0.06278081813296646,-0.028318240056169983
FADD,-0.051495750063011665,0.0026383781552145125,-0.00647275401110658,-0.04308908830428736,-0.012916696768536602,0.017621608378232193,0.03948751467354362
ACTR2,0.0034890298644234532,0.0724159003054693,-0.0421764738465942,-0.05469742489487139,0.06322296134128315,0.033926469231082924,0.08992817133582963
BMP2,0.07240536197091313,-0.03231888122551578,0.032045285286250606,-0.052650795064002276,-0.03934378629922315,0.02915081909004582,0.0424150973385099
PDYN,-0.03947384867564806,-0.01384149331620756,0.16179013499860095,,0.01896937916164305,-0.0016924685198210403,0.09833011878175402
CD55,0.002013026286671492,0.005205181034952355,0.0706408198907959,0.005254785811866794,0.03674354083603778,-0.011288519716955155,-0.0269558703183505
OSTN,,,,-0.0330015269238278,,,
PDX1,,-0.02324021526951494,0.005387046807296354,,0.0016573234452347523,,
CD6,-0.021511581307493935,-0.018096359270334764,,-0.018255364361795656,-0.007945452934361462,,
IL16,0.0007892462865066925,-0.011062312576056702,0.02068224881673449,-0.0022460414344288894,0.0978263022210675,,-0.03484637670716975
LAMA5,-0.01878364466030507,0.04071444554207156,0.0009635172527608262,-0.10409298188986382,0.01976848666734256,0.11287588516114094,0.03605664959928741
RGMB,0.014766630458940489,-0.002699672466033584,0.03202066203382748,-0.055041899592940764,-0.01805656449185101,-0.05489268708798879,-0.028239591214062262
IL12A,0.013226233065854794,0.02072451093102907,0.012853585268077993,0.007953053616406759,0.05765769843799278,0.024998271509164546,-0.0007368663651427401
S100A8,0.051272122777851606,0.05901288045852464,-0.039920917387201056,-0.05965415996734791,0.06474742945012543,-0.061502880918199075,0.04997919835276024
TAC3,-0.01935954290292737,-0.009157260984519376,0.0012865896881728914,,0.06098197565166496,0.00032904064873750236,0.15732104710807804
MFAP5,0.08361952483998716,0.06250681448007502,0.000600492219922817,0.0399615976872549,0.03392915091073643,-0.05100790059750384,
CXCL16,0.056826329577705864,-0.009982744330052981,0.03742844753725189,-0.026669145652124873,-0.03283771889523957,0.04951052531034711,0.06868061162367309
AGRN,-0.014387883983979726,-0.08952227548133461,0.014362881442402638,-0.1374007524905189,-0.01215962455303653,0.047081691714516635,0.0298153642096331
COL4A6,,-0.030780115073174488,0.03827334764446611,-0.058367098450237846,0.004135192957263584,0.11520555277627909,
FST,-0.025627717450661794,0.02229317463823607,-0.003737989427096314,-0.1131855809067315,-0.025086993221563273,-0.0285704194942675,
MEGF10,0.005759183998790422,0.019386710692859833,0.022702756596690413,-0.026537600637226415,0.061304028524152565,-0.02798358741239545,-0.004484084756170628
C1QB,0.05393952303994498,0.06132206158230201,-0.035203350357127995,-0.1323434829695403,0.025205572174398574,-0.0077323113876416405,-0.02648571568352914
HLA-B,0.025042194538632337,0.04291136222692936,-0.032161472038416565,-0.16247089927208538,-0.008994353749523823,0.08331339658776767,0.06865097154330053
PDGFA,-0.02263656988697219,0.04481764060291176,-0.09046730113602337,0.0059914143099681185,-0.044912837806475696,-0.021337441605331176,0.09648807910361158
LAMA3,-0.025261022594259913,,-0.01383367840960877,0.020622979845893015,-0.01987646454834985,,
DKK1,-0.030373145235267966,-0.06540815999382966,0.013238553858897823,-0.0016796969942923237,0.018913017745673062,,0.039801851986371845
INHBA,0.029681619990819762,-0.04746638010460777,-0.016692051623846814,-0.024913626181685203,-0.017161541429215176,-0.07858492082342686,-0.0582530104287818
IL7,-0.01880810913557648,0.06159997582704888,0.06563975942062485,-0.034978712960269304,0.059210938879393854,,
FABP5,-0.0133544866738465,0.039154061161721446,-0.01779688859836775,-0.11702429981723078,-0.011229595590740079,-0.011740478883297614,-0.030101448830646606
CCL4,-0.011597799468841147,-0.05225686168993576,0.003986066551155702,-0.011670532516709865,-0.017571866744373797,0.0014793462956516374,-0.004890414348896855
FBN1,0.03854208703203232,-0.02786353321859827,0.021371264429158213,-0.07752666280444306,-0.031248533042678873,-0.03725049721395269,-0.08927535812915058
TCTN1,0.0643610086863425,0.0889809573259001,0.007783893144746858,-0.03408891930334706,-0.05869523158235596,0.1211381291126623,0.03339662309871564
NCR3LG1,,0.046827956346666824,-0.001149509511586926,0.010255531358700139,-0.0007902546133308452,,
BMP7,0.044672894986205636,0.09354568502122121,-0.009097072819465143,-0.018100837110892273,-0.037046490459494846,0.015333273487302143,0.01694057095430073
NLGN2,-0.0669285374019753,0.030896908982687196,-0.02946671883637312,-0.016520613951245686,-0.03990602569967162,0.034924341683957943,0.06298319273520878
CCL25,,-0.03171421656373,0.011087113383108135,,-0.04176274622869596,,
NPNT,0.07305373150845286,-0.01665410614601079,0.03557569216522233,-0.09954662618450917,-0.018730062971782105,0.03129172194912985,0.017876703323464506
KITLG,0.05328931175323461,-0.03630242287959719,-0.0003822971212894706,-0.0420619123612112,-0.030860207224063237,0.017935249101452205,-0.021703868387879764
MADCAM1,-0.024889694843445893,0.005686453896447104,0.1349382743477179,-2.2998741784606527e-05,-0.018313385102093377,,
F12,0.03471910335813227,0.05967364339673619,0.04191342221544081,-0.036365278557040095,0.04263648554413069,-0.06424796370643383,-0.051401856323627586
S100B,0.05062379396080676,-0.05721562408248344,0.07198741159634675,0.16244420643702395,-0.023421091528468965,-0.046189057948814886,0.033487357959234666
IL27,,,-0.01970061937228628,,-0.017115082905584587,,
CD99,0.03196882368895776,0.07416011642920584,0.04623374982727838,-0.03178540569282765,0.060364925638418,0.06465908912657412,-0.023757025120564653
PDGFB,-0.022486421985315228,-0.022148246114525053,-0.03324236477606694,-0.004575645402533145,-0.02667024438439892,0.011716007213609962,0.05665771791388722
CLEC2D,-0.02956926559983972,0.042188010689307325,0.031901415285040174,-0.11723074575458983,-0.03294468867460618,-0.02482333131710624,0.1448266705655931
F8,-2.1852307713250653e-05,-0.017990736642976693,0.1532961500727944,-0.0856537301133771,-0.03678535728553227,-0.003529731968564151,-0.044619083012783244
C3,0.04423719107541981,0.04745460496780694,-0.04542145803732103,-0.09377793941973327,0.052139888574473194,0.10326585622097645,0.02591587764216666
DLK2,-0.032821030900557775,0.027381976266626636,0.0662111372785374,-0.00744978598071512,-0.031643957089150486,-0.016116201253574807,-0.04972127304323545
TSLP,-0.018808117699020882,0.048449992181354484,-0.0373183375999839,0.03580837877066604,-0.02976485552958455,,-0.003100059133122833
OSM,0.04041050060400185,0.01846798933761714,0.022172382060925547,0.044663671045369474,0.052477944147706374,0.10755462429007198,-0.05312424224869585
SLPI,-0.051159728169588525,0.10248038231340466,-0.03914753597311328,0.00500892603953705,-0.022254703453836726,,
AFDN,0.03775852609382278,-0.005839355432949915,-0.018866741323009806,-0.030617473293941194,0.015756188042641592,-0.0037771317975452464,0.08493087210313953
KISS1,,0.020455747806804127,0.010489959979119194,,0.046609189413695865,,
ULBP2,0.06523926517220076,-0.05682309575454132,0.07796163089149313,-0.032842647328904115,-0.007643334457841653,,
ICAM4,,,-0.013631911665738298,,,,
TDGF1,-0.02374572666659958,,,,,,
ANGPTL1,-0.03114985588864265,-0.025162740173073902,0.03517755050729845,0.08119235937829458,-0.02334713355003966,,0.043399067910077915
LTBP1,0.02029729549847169,-0.06365132427690194,0.026094537867954574,-0.06203998993247812,0.009647833220944348,0.0593284640317926,0.031037362484179317
NTN4,-0.0010728821638925732,0.00870696099225981,0.02979522552417686,-0.07984440341381055,-0.03278029539965439,0.12172127649965352,0.15865187495035196
APP,-0.04258299198390986,0.05984347868668971,0.021352490579990772,-0.0762028890309203,0.012227567893055106,-0.035549492139832835,0.07213262676495287
RIMS2,-0.03350567505292044,0.006179763866091936,0.07550763752032554,-0.038695731934241896,0.012747690881056432,-0.028681382208608695,0.025083318758949473
WNT7A,-0.0359820434735481,0.008172513160744197,0.08046755673534647,-0.03433655064555329,0.015795564803701544,0.13363748792861022,0.09752525642678488
GAST,,,-0.01553842593481782,-0.013926323339725865,,,
GPI,-0.03482941998604384,0.04788797934926548,0.006775834769627503,-0.11282763744063966,-0.009547139076702842,-0.1540775552809398,0.010206390228005607
IL1B,-0.0022366142846091046,0.045692517027483635,0.02908800193254308,-0.0714138059265084,-0.026578222235204372,-0.022480910038988996,0.023058522650806258
SFTPA2,,-0.0150477068814685,-0.01342728112842918,,-0.018313386373415782,,
HAS2,0.001365522640404148,0.0623449026991619,-0.02687051349575872,0.015464276753333827,0.012296234630209579,-0.012473283322988008,
IL11,0.09866744338789224,-0.026189027477687234,-0.0419220383454606,-0.017056602765325602,-0.002334106296695051,-0.027494389770937364,
SEMA4B,0.03282455850176124,0.023764700508469246,-0.03695694535435449,0.006984306538089452,-0.042721367906946375,0.03346725952318352,0.1180001325912966
FGF12,-0.057929673671779695,-0.025141334249099388,0.08008663333329383,-0.043892406538750275,0.0927420193704112,0.00667319296516349,0.03812189235318583
CP,0.03684226636697405,0.11000275029314853,-0.011334518392290676,0.0515878785076477,-0.008172630122543273,0.023857926454332923,-0.04294053314975618
NLGN3,-0.03945502584212443,0.06697475605674244,0.033747244267802075,-0.04566965706232727,-0.03793382841698476,0.02174561480251365,0.009100479656505397
GZMB,-0.014585605531291354,0.05939557856429475,-0.019262298204256765,,0.04837874150063537,,
PROC,-0.015968878628193357,-0.0213144420607448,0.1827583211850366,-0.05313645040898485,-0.012178782086244946,0.10609034830817525,
TNFSF11,,-0.01424313740987116,-0.016413861753180436,,,,
AGT,0.011665953037262035,0.12687140673302352,-0.08333675739562522,-0.13495341332338753,0.03102661056222886,-0.06690458068924508,-0.03658008830880092
PTHLH,-0.04251766100768338,-0.03925419366881061,0.08265938440204158,-0.07236514363295175,0.05298833500526304,-0.03062597888782017,0.06677631875394544
COL1A1,-0.027190879403130874,0.0010158547504146567,-0.04387233908059739,-0.12716623068231817,0.000233640164773959,0.030823044600355856,-0.013398593504833887
LAMB2,0.08260326283511026,0.019867280656773456,-0.0044736675372325065,-0.08678188686288539,-0.017782574448340402,0.044813501767744526,0.11263535103636192
DSC2,-0.039523394688006905,0.018998782833741082,0.010410262400935677,-0.011124278353339479,-0.03418153197709619,0.1229294962223173,-0.01561605190360773
WNT5B,-0.03680876141278875,-0.04195755022580672,0.09061719216858014,-0.03860465383288892,0.012099569854995185,,-0.016418611903172765
LEFTY1,-0.022346868999186975,0.0011588524109802931,0.06981682808346316,-0.016799621428548857,0.05230502982574688,-0.014197822474061015,
FGL1,-0.03326542523912392,-0.020881818837287992,-0.003065228517864059,-0.013263013119188883,0.10375782323060857,,0.02873434854797973
CXCL5,0.05497576640039426,-9.731128776266169e-05,0.01808487085844164,-0.06133643970880648,-0.04205411954297282,,-0.016305230246075456
S100A1,0.08529373315947597,0.014706387142610177,0.018459832008814705,0.11625706322831955,-0.016109619002449702,-0.006349568651456087,-0.027470667731637283
NPTX1,-0.054374206480535175,0.06806954515512893,0.019133000515267902,0.032578039575120545,-0.0070923486039395035,-0.06096402935798003,-0.05779423550756964
TGS1,-0.04192718708495199,0.009251004230511341,-0.01808447028434635,-0.02079439225058218,-0.027926280737041318,0.006090749534423652,0.03700853237351568
SST,-0.040456713798866485,-0.03914772703074149,0.01652655891843813,-0.04789187793320213,0.013182068050745302,0.049239774865695786,-0.00672118578745568
IL34,-0.010403007814377621,0.01292228943806608,0.015105782260676121,-0.07743211841381917,-0.0018102164365735502,0.06445042732700036,0.022989489929478493
DHH,-0.019046718072406016,0.01979810729722821,0.05019342683821435,0.008625101736672061,0.0351195512347751,,
TF,0.0315647395448459,-0.00869188291735756,0.010238554190511952,0.15618493364008948,0.0181441417710452,-0.053412427568077736,0.004768746138968785
IL33,0.04807802222560799,-0.0015788035123718016,0.07375822127254279,0.045819058401225125,0.012625559745930283,-0.056530835408815976,-0.0639076131289378
RBP4,-0.01283972584763203,-0.026329007048404844,0.06301406745357542,0.003740030573326917,0.029252875320419636,0.04071712915810759,0.005259598372736894
CCL19,0.02095754425675419,,,,,,
CCL20,-0.03414081535576812,-0.011774442006074318,-0.049307089063300606,0.11598299291664269,-0.03274155943466446,,
NAMPT,0.013498055049462984,0.06652415482546109,-0.07606705965878519,-0.09583194398989847,-0.035787840711039846,-0.01737372139975308,-0.03922335339738018
