,UKF251,UKF260,UKF266,UKF269,UKF296,UKF334,ZH1007inf,ZH1007nec,ZH881T1,ZH916T1,ZH916bulk
CD34,-0.0071077684834597995,0.005164319941896392,-0.005516580236462141,0.028418803341685724,-0.01309792008867464,-0.03967296046827365,0.05061253192924555,0.04117934741293845,-0.05188267500645345,0.01714858893127634,-0.00981707440885314
CCL23,,,,0.07544466200504983,,,-0.01133465946367446,,,,
PLAT,-0.027599041235516583,-0.032648306442752656,0.052778800914062174,0.11025094181605556,0.03656718850074165,0.0055301744123876645,-0.0314873227718111,-0.08506670239675118,0.029623188487575582,0.03181690378149284,0.1000096012341927
NTF3,,,,,-0.027216058217085212,,,,0.024115432434117744,,
LTA,0.09366633845234348,,,,,0.02104294255161025,,,,-0.023477650103468504,
CKLF,0.045163728063437755,-0.010837925064292821,0.04985217389828978,0.12922963609525273,0.031722015985771915,0.01394182406009815,0.03167815123370723,-0.036330988433434915,0.04516061212797083,0.06459726743934757,0.06335103205420663
CD24,-0.00983730470974703,-0.017838566688886785,0.05727921397017332,0.011507230095257405,0.005879035209676517,0.06901955131519184,-0.030592954671557523,-0.06239960276392384,0.015952186916647286,0.046994031389233415,-0.060794773359562154
HSP90AA1,0.008768309199036305,0.028504795341344043,-0.09279894147594617,-0.1398242074400129,-0.0350341697926998,-0.052749619442158766,-0.0031460007743881946,0.06692484996829146,-0.06629127333682143,-0.03732848940326425,-0.060615493070971374
BMP4,-0.012779957539233616,-0.00414398191313919,0.06582095388400572,0.014604093948102609,0.03686474328050994,-0.023565655278498476,0.0051427759528952545,-0.045281350439516546,0.024064728138779815,0.01137175823615858,-0.015116662226771856
SCGB3A1,,0.031886265856505815,-0.024324407427475762,,-0.014221572910401343,-0.01929789840167807,0.013410471465800659,-0.04956379596999741,-0.00981497665716644,-0.022150937571958434,-0.03208827862635055
IGFBP4,-0.019326405391034734,-0.006297572244327832,0.018982839957741807,0.09439208265993385,0.025623282354597807,0.01984650297684794,-0.06295467195190405,-0.01970796734483049,0.046864515292009246,-0.043548266319185236,-0.017204688341773074
RSPO4,0.013089243259900211,0.007841136861205392,,,-0.01422157083017459,-0.0025380910939166446,,,-0.02269577107706986,-0.0032707236694166455,0.08313288134749455
LEFTY2,-0.012203961760256957,-0.020266751923989693,0.050849802684914014,0.1245246084935656,-0.015594126348919305,-0.03414085921321175,-0.008052740761380232,-0.03953209150799626,-0.03086474924943826,0.03706339148582421,-0.022406123316651944
PF4,0.10577143488254934,,,,,,,,,0.049144427567030656,-0.021554556200555658
ANGPTL2,0.006099028886143024,0.03874888045406082,0.1279517125780346,0.08306929431947807,0.03558591688633686,0.06896932421899817,-0.04952458602082429,-0.04292335538196242,-0.07989834403624793,0.0019421688659351539,0.012465398335224564
LRIG2,0.030948962016877798,0.002384390582828967,0.03372252880580593,0.06625918126860393,0.015882256469229254,-0.006368040261131896,-0.033551178137199864,0.024581743087119468,-0.0292977326575057,0.05179301619145336,0.07325347027407383
ICOSLG,0.0460509210691309,0.01846910287504914,0.006788387064885353,0.13480666444957728,-0.026989885672484823,0.04131840740095928,-0.011086623696414622,0.05525311106099204,0.018953697716027867,0.02949819631610553,0.04248059718100887
WIF1,,0.02250494141011069,-0.047680788288565826,-0.08586193797930747,0.06922627393893625,0.05889600645807202,,,-0.021097917571782837,,0.0603706229575153
NPPC,,0.022310553416045195,0.022592849977959007,-0.04241212428238934,-0.01976450313351613,0.04443490477249929,0.022746357322425192,0.0780444516461787,-0.0042088355419491776,,-0.03134940439018183
LYZ,0.028708430617461003,-0.015550476162019843,0.027513844615004928,0.1036813180040258,-0.018647996742795745,-0.03627712599501716,-0.030353062438105687,0.02395119067154019,-0.012757780910678777,-0.03440258619309171,-0.05507934502804141
EREG,,0.037478954271715756,,,,,,,-0.02826796552879047,-0.023894520196641515,-0.024815679353160106
SPTAN1,-0.02257123545438614,0.02869119474225153,0.004299402942432614,0.010848079996084418,-0.021762772994873315,-0.039895799492149116,-0.055030232669111154,0.07355333774764443,0.007261823901686364,0.04105959191976437,-0.04179573985065064
PTH2,,,,,,,,,-0.002744778195252662,,
LIPC,0.022446459063703725,-0.028857276522481923,-0.003618987746646884,0.055761754057246996,,-0.043444781149954245,-0.031367615896236316,-0.04464148575305206,,0.040446681192955705,0.04084151244252144
COL8A1,-0.0015359209851645522,-0.05446402826957005,0.03170119675169173,-0.002419184064027608,0.056741145149106005,0.01136320941970344,-0.06225292541576428,0.017285447550049914,0.03967968825586252,0.05098476939720547,0.019470931877483052
GSTM2,0.0022374779948072633,-0.01895780210302018,0.07586558934603463,0.06830714487355657,0.04874542364232723,0.03266150168801144,0.011313970482078892,-0.005021242202028361,-0.01017062896645115,0.02626955204095066,4.26316381011033e-05
IL4,,,,,,,,-0.04267299988117854,,,
SPX,0.02834029021353037,-0.02003183787280975,-0.005007785267882499,-0.0186365603788191,0.027894323990416137,-0.029823142687933766,-0.00023868950569519816,,-0.02837317252435641,0.055374224645582226,0.006359170544712781
MFGE8,-0.013796040420116491,-0.009469411315661602,-0.041133573414748666,0.0643116422032945,-0.05195973471061249,0.025829034768894674,-0.006874087483861365,0.049080986919731645,0.008741493013466087,-0.06059464792187727,0.004373007797662294
TGFA,0.02402031014033457,-0.02794789159108978,0.06376107257822605,0.012121267772340018,0.017224585811713447,0.04635298351169165,0.02714328105330028,-0.009321640287147302,0.006670629839495732,-0.0001066947227393855,-0.02100439669213963
SLIT2,-0.028594746931288627,0.0409995456669727,-0.02815887199087201,-0.001750489101283985,-0.018884948806106333,0.019448243565847925,0.07886820797203088,-0.0856332497246378,-0.04489971352129145,-0.0029353306444049993,0.020103700362573914
PLTP,-0.04229860438081025,-0.013876657811677415,0.009153044800677934,0.07495990793513539,0.02479221373252958,-0.01312986845910831,0.027318067976358863,0.019695126468255435,0.007088802632892574,-0.021406632940384782,0.0030597505140818357
APOD,-0.01025146233543465,-0.021249627858237863,-0.043982572779184236,0.019282004491111147,-0.0001775706427292851,0.013556667044840378,-0.03645510397686632,0.0863585076917693,-0.04479498530499142,-0.034455808777589435,9.766437937116447e-05
B2M,0.04094675779186404,-0.021605322838117988,-0.006876273441070409,0.12665244541938253,0.035792708581480044,0.01957234408502417,0.0021197641235569725,-0.05844834299779894,0.02661071505368793,-0.05022672208235621,-0.0066891011212051425
OMG,-0.017821560950180268,-0.009970408775163862,0.042000076898139886,-0.06790391705006263,-0.0141000815489445,-0.021202475256191896,0.04836559192516855,-0.06133911343275593,0.019060319417211976,0.018878171490976776,-0.021291616150630598
CXCL3,0.0378165874916992,-0.013661624255693427,,-0.017755284501814687,-0.0152140746797483,-0.0025438532033581767,-0.006587503672180711,0.0860845017370555,-0.012572577216859665,0.05044364199755018,0.02618777266906772
CXCL10,0.06727540624334893,0.019767765991446428,0.09167374210368799,0.07550901390355785,0.002821258284385468,-0.03165089276278846,0.006015002441861341,-0.037768839167251364,-0.03101168265347008,-0.020892200638782592,0.01202810878769583
RSPO3,,0.058947033844139095,0.009011390870927794,-0.02750152765965249,-0.03694439216169043,-0.020813124083216554,,,-0.02394997672070824,0.008316009357720644,-0.016172893867770904
CORT,-0.019585433280378643,0.04032015757794525,-0.034850602851582334,-0.03214417579733019,-0.026846643686907805,-0.015292320561425654,,,-0.007912369848614658,,
NCAN,0.046337780874832035,0.00540267441049591,0.07599954501796195,0.08087758812461832,0.022461006085359957,-0.0067254539678544695,-0.06551899976814082,0.045282175626541424,-0.06652279558091924,0.02849012436702109,0.03687236402501713
PRG4,,-0.020661693648197338,,-0.00951105406327165,,-0.010563445427036204,,,-0.054120786810154406,-0.02596199917854407,-0.030001005697414224
ZG16B,-0.01319637257235422,,,0.017463238022817993,,,,,,-0.0012143979382530912,0.08885850209840697
TGM2,-0.0174221038265214,-0.08578117171905335,0.004815631005517716,0.07753288608805625,0.002003772084068243,0.021149477589752306,-0.026725714226419773,0.054943531002490845,-0.026234575345862658,0.005695603327403638,-0.04618709115018871
VEGFC,0.07989402743254226,0.01620901189128306,0.06807616494446302,0.018652334212080922,0.054932336450556105,-0.02483379918191656,0.0629167938383899,-0.023780843452463327,-0.01908561575903309,-0.005730470304529541,-0.012528071910425962
WNT6,-0.012203962080543872,-0.0031983111181718613,-0.019544850342724143,0.0047379200004633365,,-0.02167368589544731,,-0.010259184436470994,0.06037299015577639,0.05991560982109406,-0.019000576095830314
NRG4,,-0.017228970905260616,-0.023926509911077667,0.015741466063632165,-0.00422583086682096,-0.028971523340303586,,,0.06028966154948388,0.007729195587594216,-0.028573952160118384
PMCH,,,,,,,,,-0.01725569275319605,0.013823930552923911,0.016884827237723977
COL9A1,-0.03031164043089237,0.0014382679973989623,0.10681109525179346,0.04163469794700076,0.027948497684914822,0.050370162785429703,-0.054785921599982405,0.008022398408589782,0.01307770269392615,0.07088647068559506,0.07197510004386612
GDF11,0.0026572713912381444,-0.026677107175225034,0.085171472707884,0.08861524147230548,0.03269488178604837,0.04096010529577795,0.017685036628158332,0.08416424124258444,0.027480897256110883,0.021090745266316505,0.01892467619564638
RAET1E,,,,,,,,,,-0.01835446114693299,
IL24,,,,,,,,,,,-0.03194472795368225
SORBS1,-0.026892955640384013,-0.0016866598816045024,-0.05881092181062119,-0.01668393576461793,0.02390326109232162,0.023268823425871915,-0.020995399564151914,-0.02074072807750652,0.032105712815618435,0.04576136118971548,0.006428266913881093
DLL1,0.025065149670258392,0.03793968035756811,0.007235052622499559,0.0326422788692653,-0.03778446089967465,0.008422830244374338,0.035805049698384966,-0.06393118052394144,-0.05486241752101826,0.052323602875828906,0.04609983451866902
TLN1,0.024452137474536898,0.007433446269537919,0.03209274381664005,0.07931146885781162,0.013404749250721694,0.04301767994648975,0.001972720559579272,0.1642977755608087,-0.0008952798931406323,-0.04335707301001662,0.030464769216574327
COL2A1,,-0.018454026843839722,-0.003429761713324381,0.020256484433842845,,0.013893970872717197,,,0.017905341791046723,-0.024350150067522214,0.013046746948966131
SHH,,-0.0313082519763772,-0.02311195704475158,-0.02405963548743753,-0.01632890201081253,-0.019297896714921613,0.0710723239056797,0.14416551465115038,-0.03591267394356635,-0.0002990891537630802,-0.04234058003094649
PON2,-0.05042404699606536,0.02260006069964561,-0.003838944499833548,0.09445277289284766,0.0011739058316377082,0.005896597985734823,-0.00919103864760055,-0.05946519318045115,-0.022895465374147588,0.08438695482674329,0.10965526773091479
ICAM5,-0.015709240009358885,0.09950762356350812,-0.007596487949377488,-0.059806122258602205,-0.050764405796182605,0.0006652414915984196,,,0.021197416943232607,-0.013128922460245614,-0.05455982097295563
HPX,,-0.03820444407433568,0.018068569412598465,-0.008279267118100925,-0.014221571460546235,-0.01392569426750691,-0.03048616462611239,0.011034485975470992,0.0006539866731081135,-0.03861221401760668,0.07858975411904148
SFRP2,,,-0.005551760836959271,0.007896501229008129,-0.05381772253753582,0.05732939337789888,-0.045797663528471214,0.009335920131680095,0.03597512845053687,0.020346944767514794,0.04813689721578012
CFC1,,,0.0022127142387815806,,,,,,,,-0.025283451763708834
CD70,,,,,,,,,0.06570887722831502,-0.025527099592792153,0.009916751903183965
HP,,0.025322878514110633,,0.0015146852140014873,-0.020806592877098573,-0.0339625751429117,0.04602143325298072,0.0462132625430916,0.04377947106685157,0.04074355957667768,-0.06360063234878872
CXCL2,0.03138465815557759,0.0179256962081487,-0.003614752455470612,0.07289752904281536,-0.01976450158668509,-0.0010465729068898687,0.09708034371103284,-0.0604194610131447,0.09649018093176623,0.010182219080756972,-0.0445319864697233
NPPB,,,,,,0.028497864940949736,,,0.003069886514081473,-0.016972358509608168,
CCK,-0.030527474811754888,0.03500824918733858,-0.059287602570980306,-0.11433516946423779,-0.05696869185774706,-0.030407911354259787,-0.031367641214196475,,-0.03343205568943964,-0.022017730766914018,-0.08607760547115025
SEMA6A,0.03407891682544723,-0.009771711568736997,-0.0003836127729370995,0.056039893592303554,0.008600752425475146,0.030374544055868567,0.01687952164161331,-0.11637667930599711,-0.050095825669057986,0.06012594160793106,0.11387009036254457
IRAK4,0.07407655096587842,0.02705512920844583,0.051092443435890526,0.07885965358968615,0.0073096853997354225,0.0019849856162997117,-0.0524620766842917,0.0234849202378686,-0.027315546829207105,0.03834565562669211,0.0688435347204328
GSTP1,0.025871512524142347,-0.08027149729351071,0.07612265452971922,0.10240443339226751,0.01634526831325889,-0.034304727130786784,0.012009538023211808,-0.07098267718050848,-0.049400674606930664,0.0037861278353977772,0.13843355919782224
VCAM1,0.030984919568935055,-0.012973839111950282,-0.03066166265568962,0.07292959753221134,-0.005637117029938206,-0.015858889376817887,-0.03713720139920755,0.038325801568692607,-0.0002144143471956001,0.049327130575489236,-0.03063491334376932
NXPH3,0.04531061717215656,0.04601282841078549,0.027626111823419085,0.061652845784837665,-0.022513757537780035,-0.012806792035481336,0.026934397827869994,-0.0518327019378954,0.08172990902199853,0.09329624295065093,0.09033400923446197
MTMR4,0.00910111652265575,-0.04675866704633187,0.07534395827426317,0.036810610266090345,0.002748859517011689,-0.01657360113261392,0.02537131510819723,-0.009302420582607659,0.026494248639601262,0.030959576471861,0.05143090267459185
LAMC2,,,-0.0267796070253828,,,,,,-0.01674934132222056,-0.032337547743576806,-0.008499561546966026
IL10,-0.017479999556061554,-0.017722884409436892,,0.007004514209790304,,-0.022229782522144356,-0.014930611841731962,0.018285157436435464,-0.022127175095544828,0.03174835170366593,0.027994669773886708
SEMA4D,0.04949830296104437,-0.014773025071155256,-0.0027113337020329416,-0.06247027614035498,-0.008146850684485446,-0.006480850267642156,-0.019914292912269156,-0.1279792451838509,-0.04098142699030166,0.018402322420563284,0.038096440518410137
TRH,,0.0015517695291349426,0.04747608721794426,0.010874691299212778,,0.03717804037966095,0.02537449043071532,-0.007038371454842249,0.043367716405036054,-0.019010179722141272,0.01950335988882591
SEMA6D,0.03617897249335848,0.027624250646563566,0.010531139537405637,0.06757219442897722,0.10582061440346732,0.001441622865362981,0.07169357469649755,-0.040141866988868964,0.03561586845505628,0.0428328413966078,0.15229421625308998
CEL,,-0.025453897275107235,,,,,,0.17176148530714716,0.07825462895948632,-0.023192964463126502,0.04074614715885729
PDCD1LG2,-0.03150562404478001,-0.004190268017051189,-0.018805996913417476,-0.0038029332824888896,-0.01728833695693297,-0.010068201965700706,-0.03206405435761648,0.018295422768393486,-0.041215502721223596,0.05299236922546997,0.020900523428970693
SPINT1,-0.005609960565685537,-0.04843860207639601,-0.024324414859805694,0.08756303034299227,-0.02324117658679774,0.06119331465065563,-0.018040561903596954,-0.07618083609259298,0.026083942720411212,0.06332456680823191,-0.021756840806312676
CTHRC1,0.050686973961901624,-0.0011916979815497811,0.05516876407430842,0.01743223724170556,-0.0021467327368049375,-0.008477095785799901,-0.006205395593117349,-0.1024943873432378,-0.024953929509082907,-0.031281665425143206,0.049409984233666875
PODXL,-0.014789328885023134,-0.04251367125644016,0.04543987263491676,0.09393826978027993,0.03537819203317617,0.0301954743925153,-0.07460182727480971,-0.03539491019552363,-0.01278094297299685,-0.007640030766018103,0.08879184445468954
JAM3,0.026725284007177042,0.01050032642762945,0.06129131283562788,0.11568416397678048,0.02422690616954494,0.04401104409940124,-0.06860876888791334,-0.03081141579776553,0.038590860979740384,-0.024059102143454122,0.015446354109672506
TGFB2,0.041656386549204526,0.01880241261721011,0.009278656495419979,0.11328261831798592,0.03181434541061521,0.024018457189580296,0.03851361088147441,0.015842453472390206,0.019186117311567257,0.046718444905771525,0.07251420230771506
COL18A1,-0.03624277753185334,-0.018267645869112885,0.03578005984189515,0.09649548210201665,0.034074111384852335,-0.04743158012679033,-0.05499362555223761,-0.0031916642937623286,0.059688277683047714,-0.08981158244732723,-0.02385654184284944
NODAL,0.043151360511663,-0.010964448882655206,0.015543401283417526,0.13054218214892135,,-0.03414085539418184,-0.06602603440655237,-0.018142069522674584,-0.019154128025775877,-0.02601715972574985,0.03789682954682634
INHBB,0.010803018096607829,0.02413030986778513,0.02438411910262822,0.08277528494542494,-0.005024901301277902,0.06450490008506266,-0.030519759225981893,0.0679613768202137,-0.037305048173394036,0.08587663116295711,0.0285337500870455
LCN1,,,,0.03184547587592525,,,-0.040277789306461045,,,-0.019224128437617293,-0.019299883095657867
ARF4,0.020576308204817626,0.056286000542167675,0.029286759413731777,0.08557961640502791,-0.01735240432214064,-0.0028168626781441084,-0.010524191878217137,-0.0258172115889955,-0.00912929718813726,0.007609929857818859,-0.0038320303280612346
CXCL14,0.013812710349222601,0.036902467613629364,-0.041701049809081445,-0.01360314214837559,-0.006477338876405181,0.06380305224385757,-0.02231310220419001,-0.024602111997570397,0.04432250912732201,0.08761728505872626,-0.02161093164899814
LIF,-0.014874596865501823,-0.005058051888790298,0.006928068506094605,0.013260137505940676,-0.01685999763841143,-0.007349339977027893,0.015826841080889113,0.07128713910013951,0.0712962431325996,-0.03238581542697452,-0.0073047000372482495
IL17B,,,,0.027630983667296872,,,-0.03245027421908222,0.19386915982753708,-0.02382951510440965,0.04571415300998942,-0.021821171149357676
MMP1,,0.021751295450238656,,,,,0.022324146423824895,-0.031091344959696184,0.09181626861768519,-0.057959220621687804,0.027012346622344176
MATN1,,,-0.022904164994137367,0.08446573349737048,,-0.02022007752723657,,,-0.024558873533955642,-0.023120440776450604,-0.01988585238675632
ADAM28,0.05439007771894174,0.0004977052687740511,0.033891840132780585,0.09206130732121795,0.009739655942696388,0.02329515070088366,-0.019178849268295863,0.06720485188579957,0.005822609571015398,0.003933930715723315,0.039424453815382086
TCN2,0.004893336431148943,-0.017325155152168634,-0.007635192752779008,0.081050350195428,0.040963767332521966,0.005391944371525595,-0.01688103367146623,-0.047087357621052275,0.007587825761379345,0.030586251652168356,0.011056312323137543
THPO,,,-0.03257072130565788,0.0036505696198776286,0.045954128536287074,0.05004645505920651,,-0.054112374535020144,-0.021303685277162875,0.1390112317868763,0.039594118112288544
CUBN,0.017132131157434595,0.04472023908858472,-0.04074584779473652,0.07776287145352846,-0.00021835507545161207,0.0028448560508044043,-0.0014357371102900203,-0.004896869896505422,-0.029340446257954008,0.053875917818842704,0.056812529908695224
TIMP3,-0.014864640516519497,-0.0038010189526497223,-0.015701802596007678,0.02791334991748132,-0.0015754763699351946,-0.010036259744923906,-0.05583364464978941,-0.0012339636005968297,0.0662366847459984,-0.06020707327821857,0.013187610265828488
PIGF,0.034458041418048355,-0.0068049459280599385,0.07697775880137141,0.05364593910789737,0.03351109561850593,-0.017917749374998387,0.025036787750153743,-0.026090777573424588,0.026172923584906853,0.040285615365515726,0.0756253115740232
CRH,-0.014751818318634943,0.09886558120813331,-0.019301529696714875,-0.04130068666617459,0.033818072148773415,-0.027655861242172793,,,0.019855361308317786,-0.02850692202818468,0.007954694380702988
BDNF,-0.013196370057012876,0.06042080517607002,-0.0445979072517011,-0.10214319266319889,0.0721010560555186,-0.022773003175914824,0.10606662728749461,0.0494526973421726,-0.011934327960559475,0.05677317982419789,0.08963192208154973
CCL5,0.01326055431460062,-0.04471106533418474,-0.028194784434274804,0.047677097800498155,-0.0438408898970715,-0.027430969894089195,-0.02368529618052219,-0.06656520798587626,0.008487052990950756,-0.027371260647207227,-0.055372706253185654
GAD1,0.009508262781466834,0.07745762636754847,-0.040044391318374825,-0.02847972289150149,-0.004105792543259347,-0.0011884355948375235,-0.025650349175538552,-0.019550723617000006,0.04459726655987736,0.08391575762996124,0.015510459745991441
