,MGH258,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
TAC1,-0.019949764967258754,0.05777920853712381,0.09790952331749506,0.03205046653957065,0.026844208332323895,-0.06615852857190158,-0.03407819736021606,0.015074523174283464,-0.027772732940859798,,,,,-0.002726040658460297,-0.024350139243556456,-0.004196527312406844,0.03795392023485367
RARRES2,-0.003996560150290696,0.049840752520350834,0.09270522251222084,-0.059891693540155964,0.01077390970105086,0.08865330380651161,0.015726036482411356,0.02354840684712864,0.04731724962140809,-0.016090941822752454,0.0013454651184121157,-0.009050936181068893,-0.04355099959637422,0.07880735566855475,-0.02523943094509963,0.02064127500453069,0.033565208857172076
FGF7,0.023549854689985453,,0.006825106784190811,0.014734577701544354,-0.03180074287340542,0.10406043527962155,-0.03778851870025858,0.007342331140058494,0.012262344225197461,-0.037175518398414764,0.0009888864455363097,-0.04857584082459179,-0.053573936221733794,0.00383756188649863,0.00018704266202574602,-0.03937748675343531,0.05559891500435118
HBEGF,0.0039869555212050795,-0.03211682943422067,-0.009020074412165213,-0.0065114878121441564,0.015295038711450727,0.029303621963559612,-0.021099409432870947,0.008229168630053513,-0.022900814022155654,0.0318940143886393,0.03833966004197795,0.03647846469482661,0.055350086643018555,-0.035589598916280205,0.04911414181712485,0.0379226785329557,0.01198552124112115
CSF3,,,0.04112346009977451,-0.02124939964986844,,-0.01830079719665319,,,,,,-0.021997315153053573,,0.05274833163146778,-0.019501679084764183,-0.039527659052191584,
PI3,,-0.022754965802329552,-0.020407027342371355,0.022071923451690033,,0.07248017850140856,,,,,,-0.026810249936441738,-0.01805119289417836,0.06400523574294763,-0.010650151924688767,-0.0001532400223522476,
PCSK1N,0.056313820682032244,-0.030448292473068562,-0.030927542870884655,0.0013096383556527064,-0.011646564997945216,-0.0197568733877954,-0.034480265784324914,-0.04576755765384678,-0.008810687777838081,0.07050834725921824,-0.037655054465786035,-0.024411528149475035,0.0030988749530688805,-0.03733334265564873,0.023805517841580675,0.029529207551939017,0.018346668703222106
NTS,,,,0.010950820934493096,0.014304707654246216,-0.022493881182558413,0.0399792258502989,-0.01757055405666709,,,,-0.03323475807209561,,-0.0563738838839802,0.07495956329090903,,
SFRP1,-0.029027411954174166,0.003273940677198178,0.003585105030758487,0.006677787782699802,0.03520625051440111,0.08765600180982767,-0.035365318990793565,0.005682787898398017,-0.011698478143398286,0.008679460657780533,0.0315788325543807,0.04588944150766809,-0.05063066787739917,-0.08052725204171943,0.029111998479613387,-0.049313937264530726,0.018869064883206933
CXCL13,,,,0.07614383739668193,,,,,,,,0.008457450651152287,,-0.0011544240531350242,,0.03137771653309329,
MICA,-0.03089049925429064,-0.050892103069679506,0.024803695611261254,0.04767168223668412,-0.028749139372454532,0.027150484273808718,-0.0023582919746009587,-0.032338748515540576,0.04640083792852538,0.061849751760253834,0.010960288363842555,-0.03405941914463142,0.07772870766982842,0.020689765974316564,0.01685657950962804,0.044075977279519896,0.10952640449522656
TG,0.05872094926800067,0.009112630428766985,-0.008852115710894204,-0.033710998310020716,0.10334631803236435,-0.022087424881087562,-0.021366083324360408,,-0.0009111782563428322,0.011426561612664685,0.061128369376129206,0.027408762836936117,,-0.020066518397392593,0.05189232552529881,-0.007013334908557127,
ADA,-0.0074916879628181944,-0.01434533260715168,-0.011504653174549129,-0.020703743073272458,0.01719140726555948,-0.014422237089595797,-0.008471828377531982,0.03774712355365285,0.05370474069014954,0.07202000479850157,0.018961240651092233,0.014362766551235893,-0.02489337323641665,-0.04281589715705734,0.05609999810322171,-0.024683710138467735,0.12128350014461184
LAMC3,-0.017681407770761107,-0.006970976113969043,-0.007457017065297031,0.032134089879081486,0.02742378049622015,-0.02663291001591375,0.04839416881698189,-0.02360008780004297,0.015203289679123145,0.1367773246483363,-0.003190727968531122,0.05777469903082578,0.13904092603667942,0.021252325464985365,0.02200916954920979,-0.010785476308006824,0.11375656880760336
CCL7,,-0.013758080298612627,-0.014033853776911553,-0.020883395066199364,,,,,,,,-0.02135167781629484,,,0.0008461831298766763,0.022643071058825633,
NGF,,-0.023621940659021918,0.06710718505317086,0.011498844596831845,-0.014919212596411506,,,0.10321483349295459,,-0.09337843226646124,-0.027884307964518632,-0.007347579650409171,,-0.003506562298084064,0.0016640190548975209,0.05454938952633442,
TNFSF15,,,0.013100231318126522,0.08112459947679665,-0.0181151948766379,,,,,-0.0397344211612127,-0.028160793468054016,-0.020815488284253794,,0.0343754938103022,0.05353640609869848,-0.020114743460915723,
HMGB1,-0.05713653406263677,-0.053186064415554866,-0.02123350996952458,0.03714827373112322,0.0611296315193093,0.03464730169928803,-0.00035365064841697366,-0.01400199374791675,0.025844167249506434,-0.07227089518366817,-0.0983957017021063,-0.009431613625769742,-0.07487671156417909,-0.01143068034606903,-0.04798377643847468,0.013105786559580137,-0.002051432031597815
ITGB3BP,0.037699424597877604,-0.0012651137654841257,0.004953697065115354,0.011216864270473347,0.08928237101953565,-0.0014552770648697238,0.04192377357349204,-0.034944877992495786,0.0539502673643057,0.06899539001368571,-0.007929042973323253,0.009282785718578525,0.022413852906153577,-0.03246716629024114,0.03013054720306322,-0.020140354877733187,0.04388001280085065
AANAT,,-0.019960881367508374,0.05750724200317061,-0.013932182067869031,,-0.016507814326101194,-0.01921464359737692,-0.016518915724426205,0.0054865745101562195,,-0.019543365901659553,-0.01873144613950792,-0.026279529600792193,,0.054090804553002816,-0.02413553993307988,
RELN,0.0047690141469673205,0.021479314942255395,-0.009455288651465001,-0.03346025949737646,0.043561878956491495,-0.048439106725366464,-0.00041642191356430736,0.05198579863793585,-0.012967090575695154,-0.04777439159212938,,,-0.017722914379536246,-0.018288228877811168,,-0.07550947907439998,-0.03056612068353564
IL15,-0.013806448314285706,0.053226627131894334,0.040590888612342724,-0.05280726151623623,0.015627269182746754,0.05056914349907428,0.028512095975209813,-0.033850948079019255,0.03755687001901753,-0.022993291544700697,0.01024076821778095,0.0300657061336981,0.02882239913547358,0.028719738405745855,0.00455645579604435,0.03456508904019516,
UTS2,,,,,,0.08782488634810999,,,,,,-0.015951197297159325,,,,,
BSG,0.059879007312081865,0.01149744927057502,0.009194956119019248,-0.018394128038323538,-0.018489034332931444,0.062038294025507215,-0.03759928033596689,-0.00843973306985332,-0.009428160543286953,0.004322816988574833,0.00556314192863294,0.03929174899341296,0.10543337559233011,0.05000333033789643,0.02177129792191941,0.035771254953373945,0.028286643965935644
ADAMTS3,0.004237518492888968,0.05346512115207146,0.017383591942277354,0.007278361044011789,0.10125991015970469,0.07517193391072073,-0.004645958262420407,-0.02652549713455076,0.013408809282005598,,-0.023401191070116015,-0.030138041024637817,-0.040718401631020563,-0.006601514762503511,0.05813104346505792,0.026534899953404325,
CD34,0.028045070666179228,-0.06447479542131385,-0.006374355314672674,0.013555529649170566,0.02119855062091088,0.03881551397803961,0.030514210894744428,0.0469353985632433,0.004001322522296409,0.0641753078780801,-0.021246969144220064,0.030814609501131764,0.06915541867840441,-0.01196243254416167,0.045980108731651655,0.09499578381845278,0.031077687475575183
CCL23,,,,,,-0.01878327226005421,,,,,,,,,,,
PLAT,-0.011631909095465633,0.028505466468172928,0.025281010736496565,0.030783635259974806,0.03813019947144854,0.014763068065779867,0.021751565172784374,-0.029359306467152835,0.023277404950551358,0.04438607960236633,-0.02577136246809114,0.0395063959296013,0.14076284906190234,-0.04085584860823419,0.04854440147003508,0.0014275266291077196,0.0177687735017938
NTF3,,,,,,,,,,,,0.08089352683007248,,0.06396982364885734,,,
LTA,,,-0.023630943267947124,,,,-0.018505704263308612,,-0.006335176657776322,,,,,,-0.029099956084944093,,
CKLF,-0.04285981854529108,-0.05675151422488833,0.012022993693953238,0.0002576785054182341,-0.0009469741316106507,0.0644340589850802,0.06277813574534628,-0.0496587783202735,0.01161236383417777,0.026288456075648812,0.03570904413167164,0.07392513805335152,-0.021701425069085255,-0.0480722860915073,0.0600237880397306,-0.013397164757382417,0.005507857704204122
CD24,-0.05338691474032001,0.0579883460291022,-0.011245714760215872,0.025658815690335648,-0.00992707577152366,0.005155536818059833,0.007648207182093931,-0.018016668116940547,0.007316681534712051,0.016395161534421186,0.01205015037194052,0.01383386781371157,0.028958593314422642,-0.02222828708539973,-0.009723682788775804,-0.09986538608521715,0.0529436400938147
HSP90AA1,-0.028004795474097902,0.05293406889342148,0.00841571791528256,-0.034613218457855296,-0.008627427390352074,-0.057605621755327546,0.04093881096626743,-0.020577947062896243,-0.03966269897036473,-0.006860355021025715,-0.07862225339746455,-0.0596793320588468,-0.0509611788358322,0.06412639546799712,-0.08340926155872534,-0.0435148158418344,-0.004748233865675485
BMP4,-0.0036656386738930487,-0.004036087902862209,0.008188049760986216,-0.02703764988570336,-0.008810334003988628,0.012327411201129982,-0.004135952665663814,0.08135524043605237,-0.018805438971783134,-0.04655378848378326,0.05445988950594776,0.015109724941507006,0.11123575755953427,-0.002713684682539054,0.0713373207387535,-0.05872974228972054,
SCGB3A1,,-0.013758078922822981,,-0.01659150892049573,-0.016454361599931425,,,-0.02907791446051166,-0.015399760642664859,0.10135657056348564,,-0.018704033702071188,,-0.005767070273660272,0.039637048486481405,-0.0368463433947686,
IGFBP4,0.13472056886559275,-0.0516110452638987,-0.030594756414364554,0.03379799970691653,0.0237258681934676,0.042520881716715225,-0.03700137512196913,0.004641269992726193,0.015046782342380063,0.018225978627676307,-0.027523969352240992,-0.004917411890974761,0.14973967452179052,0.010444293131488943,0.02998597410643142,0.001730465007032003,0.14230679884161368
RSPO4,,,0.01428336400681049,-0.01914929832968864,,,-0.0215232606568276,,0.0245026403640401,0.047847720809060475,,,,-0.003372542337985043,0.1177537853709016,0.03383982169687437,
LEFTY2,-0.022875827751634326,-0.034657487582249534,-0.0034511081866036132,-0.029722671110225286,-0.016497105531093948,0.04381868150970253,-0.02502045597126725,-0.017570565625711146,-0.0018162981587420324,,-0.024974765325325894,-0.018125156579461708,0.15541947184625768,-0.02879666252986662,0.03049048113396102,0.02221529543556148,
PF4,,-0.014271798387719678,-0.007854500331458491,,,,,,,,,,,,-0.02909994935099841,-0.02384064282714029,
ANGPTL2,0.01718307142553201,-0.0277022794246926,-0.006033405426349143,0.04216359422201324,0.019465059867678932,0.09718803299768787,0.03908147956392631,-0.006408340997269623,0.02565288479725649,0.10031507991579375,-0.02769789396736403,0.06500804011007386,0.03341013182253544,-0.0007948486552225069,0.07721443427321399,-0.033135798725600504,0.06910595616904266
LRIG2,0.05330521157647724,0.027571908706005024,0.025008982192934327,0.016134890933839185,-0.020850485186575677,0.09218424308703989,0.007116295192231142,0.009680865287825264,0.06258696452546947,0.024137211731931795,0.023460387148065316,0.0061548216260855415,-0.00747829128386297,0.009105632510895086,0.026731182882921388,0.009197155242834532,0.049460101374763754
ICOSLG,-0.03428855724320905,0.01859189158843414,0.01751566227244845,-0.010328355425241657,0.060080657617664825,0.023203181973016667,0.03577587218287418,-0.029385193678147865,-0.03301427814274402,-0.009850960442539356,0.031137310905015324,0.062151842499488005,0.021193793729009404,0.07095435735112983,0.030148338136494597,-0.023370508137332432,0.00035799250337089115
WIF1,,0.02708806520433994,,0.031964273580401575,-0.036323979824552016,-0.06500274988192653,-0.016608990455754008,-0.011592246593819723,-0.015283514875030378,,,,,0.055990468824637006,,-0.03248719907537501,0.06753573009963898
NPPC,0.04157249019555716,0.05386223146829029,0.018726381823358687,-0.0334044754755201,0.03227945487890808,-0.0444466368332154,-0.023060567522651114,0.023187841210577886,0.043268324631023154,0.01058457141139166,-0.023401146126727262,0.06623158095073048,0.01545732501780185,-0.006977021310957071,,-0.00019639612065898716,0.044969405449176
LYZ,-0.033932383758070395,-0.01689213956114827,0.009586626592094962,0.017933673694277785,-0.03687825176834837,0.04851711973319994,0.07260599390790463,-0.06082546943970081,0.009707048552990281,0.07618116551028267,-0.04192141107910634,0.0628378873305662,0.06690899746487003,0.0026591313141077566,-0.01949664800369984,0.03574419746904696,0.060054380955122
EREG,,,,0.07348424617598256,,,,-0.018074977235527614,,,,-0.013114050943232081,,0.03024804052481954,0.0812747756968377,-0.027447642274178594,
SPTAN1,0.0400866536998309,0.08508293426845477,-0.03617322915856664,0.025399086704003322,-0.0023421729698991974,-0.05100722327245198,0.012785081529850128,-0.020696341256169884,0.018970705601878742,0.0477208760692218,-0.033741617608731074,0.005519284238919197,0.060079435644815354,-0.04547482946614396,-0.02484043347814303,-0.04555039238392893,0.12884419135856617
PTH2,,,,,,,,,,,,,,0.03798576778146879,,,
LIPC,0.019516685915992826,-0.017472432494445415,0.03751084977562949,-0.018539672577333372,-0.019989143900339623,0.07177063440757148,-0.01205138178822448,-0.03237195479132773,-0.034669020271351235,0.01393760765737736,0.06916085007103563,,0.053439169814022094,,-0.03679335024423452,-0.037178055412705,
COL8A1,-0.039412997525980153,-0.013868314721044656,0.011264843247982582,0.009569917215566917,-0.02176979780907354,0.005153907606619187,0.0011243004153074533,0.010749042389575511,-0.02077195614574729,0.03430407753239601,0.027398837520325153,0.062015160772779944,0.08044267796600417,-0.00935338117510911,0.02484555300968956,0.06929777936201922,
GSTM2,-0.017724833744004766,-0.013690145440889064,0.0039181776841896165,-0.007195793713664966,-0.01090026288290735,-0.004732402743764852,0.008635395007355344,-0.0287484739784048,-0.06132791437246845,-0.04229158176698886,0.04484991373007541,-0.013026758292799014,0.006796280033263108,0.06605435544661616,0.04787262140147632,0.006019093452354802,
SPX,-0.007751102133807862,-0.015137891426871566,0.029511343697428125,-0.017768550750138612,0.02880494369316135,-0.011519797561077915,-0.05166644426362069,-0.0026426605534460015,-0.01908894869893038,,-0.024502702736213525,-0.021527745126708644,-0.030739143710843873,-0.029015942929351755,-0.006040166329045011,-0.09425801795340712,0.070722091922129
MFGE8,0.035006834587064516,-0.020735375809169277,0.031234437527216892,0.00849131715716323,-0.01685854484532083,-0.05593358884481083,0.006302791561613173,-0.042890245663243565,-0.0040262056923107605,0.08436345620035196,-0.012170028480776095,-0.03501095770363763,0.09909104687194611,0.006046569364571155,0.028063262203838122,-0.025465770959269045,0.03900661432760578
TGFA,0.01321781737799146,0.03141541671266415,-0.02070116643010842,0.07549516161447865,-0.02413356389910496,0.006623634576310726,0.01603153121441958,0.0046200643097608135,0.0936846590774167,-0.030236748874444004,-0.00630899318763963,0.06352943214084027,-0.01421237929461976,-0.001931446368275813,0.027298722246440362,0.03190641262212526,-0.021187826917878613
SLIT2,0.0539413597597818,-0.0456289308761008,-0.016096754776595952,-0.0013357028494438163,0.1001689849522289,-0.016122138323622078,-0.050312198014529935,0.03820037829540476,-0.0012079364968103465,-0.04133278284731738,-0.026464626734483025,0.03400200542760913,0.01746105397434886,-0.038348853396817914,0.014569228266948737,-0.01439290585148521,0.1427913514681666
PLTP,-0.005814952318342485,0.011211104994015335,-0.012510402812643573,0.0527277185600832,-0.026759935774929237,0.1258777003958796,0.022092886576952585,-0.026369105586566664,0.020004588479024712,0.009968129965171999,0.048158467577954354,0.008639983398560237,0.13562701646397812,-0.008010610823911423,-0.009240675393321292,-0.03971150983446134,-0.06614238969090214
APOD,-0.016917935145250494,0.08829019948481993,-0.027292531410191754,0.02662431764923355,-0.0035535067448343896,0.06511630384491347,0.040295232933388825,0.06260442621444243,0.003283776219843645,-0.024146539808330755,-0.006426864952039813,0.07943572864473918,-0.09601952364663884,-0.030752258478006764,-0.14397768656899237,-0.08158015598136072,-0.02906995668803108
B2M,0.035386219058393495,-0.014711583164872042,0.021655475254752008,-0.005654790148385967,0.08753277145599475,0.11218144655773551,0.004512670629541541,-0.016854854887439673,-0.028835642111309064,0.18303142592907667,0.013163289180976607,0.14011727534674914,0.11104027897818684,-0.028853620701992395,0.06396950442927857,-0.05060700775165016,-0.11361407859642403
OMG,-0.0739426570400933,0.0438139410082732,0.009794396744948435,0.01713963808876725,-0.05312328664326983,-0.0027748521543890245,-0.00901866664055397,0.07281770884361666,0.005756315598428637,0.00532587979685725,-0.021633020004204674,0.06916831093318525,-0.12404155155576267,0.03337454833187259,0.049434269366913315,-0.015610563464966145,-0.04249280199787608
CXCL3,-0.018605938737691962,-0.014180696222996343,0.04405990278802569,0.0817182275571216,,-0.021673971094014925,0.0252906067280577,-0.025444955166420112,-0.015893990454287563,,,0.016938538882967293,-0.01850605740047521,-0.021611642621023868,0.015979542011791206,0.03166870807608173,
CXCL10,0.0635387380216008,0.006818758901951844,0.08719999863061097,0.046534745250920856,0.02345550305054161,0.05982718144273776,-0.015782855329997948,-0.038674215221498894,0.01650040106369145,-0.09113954900982738,-0.03156533318734499,-0.022048346500677482,-0.02493160675550223,-0.028933750688791022,0.030828301940022004,-0.05522099500021792,
RSPO3,,-0.018688602114401074,0.018539070910624046,-0.018539661146715767,-0.023095636017549395,-0.027106706440011414,-0.03250763168062913,0.03361877452133561,-0.016608913698071263,,,0.006874556652918842,,-0.0007479153679135968,0.01979065898290045,0.02267200218874339,-0.030038654204106674
CORT,0.06020501753370434,0.03476624356528143,0.03368777727413239,0.010772711345598963,0.007675827804338154,-0.03857125043853139,0.011909024829564288,0.018134901336540072,-0.0024515958451079498,,,-0.024346563159990318,,0.008787811240945213,,,0.039731649153447506
NCAN,-0.028241539290245248,0.09828241805160172,-0.06492672379308997,0.0368690275378273,-0.028665029566852813,0.0020905282751823503,-0.028363930541681175,0.038305784613247185,0.02783366121823375,0.04008540256632411,0.03422640949073299,0.06408394980423374,0.13175342987027522,-0.015874201919474924,0.0066425948866560116,-0.0703071047970787,0.13489124442262693
PRG4,,-0.020690509703278247,0.03366658626828103,-0.013274330820246144,,0.07473387213741933,-0.017210843359871678,,-0.01941856566776058,,,-0.023385995818686986,,-0.03209910010304451,-0.011813571238186337,-0.03318292683143321,
ZG16B,,-0.0006703423433494162,-0.029446999398215216,,,0.03595085518075095,-0.014704461956942355,,,,-0.021725679933015104,,,,-0.025858567015429084,-0.020338513423389534,
TGM2,-0.01485566578026002,-0.04098934494384939,-0.015172323569029943,0.024999207330681675,0.06814521764642553,0.05517736907253614,0.002887193568788301,-0.07282118241015267,0.0012773234731797637,-0.0034469910103676203,-0.0013873539548158508,0.03452832879572322,0.11149078619342284,-0.03459404447153778,0.06487780293734793,-0.034264117435433755,0.1066139974564549
VEGFC,-0.023104272383790217,-0.02627071828856923,0.006359139928809692,0.05009596244069813,0.001555067486637608,-0.00640660125334071,0.0740508210798207,0.19394539206703648,0.047119947366926394,0.10004097368038532,0.15282661631538946,-0.027478382748116273,0.058487372649255645,-0.01431034447058785,-0.021394439711707118,-0.023588751522630277,
WNT6,,0.009492350975373461,-0.0017324459733578201,-0.018290749890110425,0.17845751296654216,-0.023091248265403305,0.0114880742213637,,-0.017295643706216564,,-0.0206611241669724,0.08498845411257512,,-0.014625929555797623,0.02088271768381639,-0.02101578636070051,
NRG4,,-0.01267167496731286,0.0459058742990527,-0.018907548335522256,-0.016185201924241503,-0.016291035737302062,-0.02824965228366673,-0.022754263745183616,-0.02311933225098012,-0.01413913208837903,,,-0.01960071253451855,0.06691769610402802,-0.02073841361601201,-0.03160451930769119,
PMCH,,-0.014604787337762284,-0.013119994023912626,,,,-0.021523259618097805,,,,,0.13886967562272537,,-0.016099478305073075,0.052232720813287226,0.03578517851755389,
COL9A1,0.06386055139152469,-0.0382720640299584,0.04123527678567468,0.023353194207299578,-0.009761974371125309,-0.006276500993725233,-0.032456804703683846,0.07056131917001186,-0.026343929474100632,0.09659691314962202,-0.022179477256373658,0.08480186129116293,0.0626061157410956,0.019006782240250385,0.03950189318076185,-0.044482489268747066,-0.048872856531574325
GDF11,-0.004333903609971701,0.0038803426429174412,-0.02390179030999385,0.018156258326496963,0.0020147829914787924,0.0034025301218676466,-0.05472234135382401,0.03907449055237435,0.02702336329350896,0.12810400923254825,0.01055564242057352,-0.003987824646761947,0.005171831577062762,-0.009347421078614804,0.005261917224667725,-0.00019539091617953324,0.09766162590324755
RAET1E,,,,,,,,,,,,,,,0.03249984626623103,,
IL24,,,,,,,,,,,,-0.016180869048964652,,,,-0.006359861296097325,
SORBS1,-0.027457765768116836,0.056825148243642126,0.016271528044600934,-0.010308298979293244,0.042354465520703176,0.006938740172528116,0.004036760662291133,-0.0672235341909225,0.03561924953354061,0.06001224844211239,-0.025967624741220992,0.019437329469128146,0.022720593553777303,-0.028186868769419983,-0.015166006657043443,0.04617435894304867,0.02031140358464682
DLL1,-0.002672904375792067,0.04857155721945623,0.013640610119140023,0.016056265543418824,-0.022042952403409182,0.05039165250838391,0.01894441443094039,0.07553757904009663,0.009301001082191129,0.014151735682246184,0.033046680813553796,0.06389002877352455,-0.03390976191859664,0.023272215163769233,0.022405788973339134,0.025425993505995125,0.0671279529219359
TLN1,0.01949210263660444,-0.0012658225147565928,0.004674266778603598,0.02868292404730061,0.006616632386310891,0.04599883341283534,-0.028677665929439468,-0.03970520574976231,0.012392539140428697,0.004004371804935235,0.007986080030772271,-0.024382458901270797,-0.02164801722213081,0.007268368000322263,-0.008719035137839908,-0.02949018378353374,-0.009784064370780969
COL2A1,-0.02170081907939582,0.0554213755491925,,0.20196580606919595,-0.01432353277896863,0.013273907228227666,,,-0.016135663395284067,,,-0.010265144468626784,,-0.033916144729178026,-0.03018139781894145,0.007574059841119041,
SHH,,,0.02735312997635389,-0.030055739750178508,-0.015634193746765793,-0.0170383806034518,-0.03648579448603086,,-0.01539975929662991,,,-0.009710023311873164,0.10262653126587443,-0.02075417947556393,0.08775478754789313,0.009370197729049885,
