,ZH1019T1,ZH1019inf,ZH881T1,ZH916T1
TNFSF15,0.012889834463529828,-0.02907476986006373,-0.012377824313989165,0.00722653879332661
HMGB1,-0.0030772612266661923,0.027839234504357487,-0.030341736680477936,0.05527519937888137
ITGB3BP,0.023680228582450516,0.029642085344093506,-0.005628836061434162,0.0861264391842416
AANAT,,-0.020177658222818314,,-0.022812959764929617
RELN,-0.016470533945461437,,0.009635964116122052,
IL15,-0.028258010911588097,-0.03410908036294955,-0.01776386702720157,0.015680263780942623
BSG,-0.05235265854119379,0.05493492742671771,0.023532431790209,0.052838253369983636
ADAMTS3,,0.03279921290396305,-0.014505402379444702,0.047649941216328075
CD34,-0.0636321957712394,-0.00015902405338618226,0.020322865071334847,-0.01806789522401806
PLAT,-0.002471816644442495,0.004766605389174435,-0.03701571773398383,0.024178417071739858
NTF3,,,0.06486768866678153,
LTA,,,,-0.03070280584804651
CKLF,-0.015120148010099027,0.016127174717943983,-0.004228259164944607,0.0931760943326328
CD24,0.04259498676179448,0.07417431495669258,0.006528977725631455,0.02586982924670444
HSP90AA1,-0.007324215199932599,-0.09352629140202437,0.030862797736033235,0.007852141275277037
BMP4,-0.009450610245964015,0.030641327433828913,-0.03420066042555609,0.049943239816652156
SCGB3A1,-0.04464143646968099,,-0.025704835351638207,0.059529356683576964
IGFBP4,-0.04381482268753583,0.005241962621530618,-0.021376271734554787,-0.04116863019739989
RSPO4,-0.04081806735936481,,-0.01731111267166766,-0.04049378703781569
LEFTY2,,-0.02578533715559854,-0.007886238749248705,-0.02092753760109422
PF4,,,,-0.030702798743189506
ANGPTL2,0.01099001118631504,0.03853523293515745,0.006924707674882772,0.007176297140943395
LRIG2,0.021356969520000272,0.06753442857270761,-0.021488463705115576,0.07429210409390552
ICOSLG,-0.022750756137758305,0.028193424660446508,0.05080725051902652,0.07524900060363375
WIF1,,,-0.016092356015684775,
NPPC,0.030691378528963285,-0.02416064514901373,0.12013718033843118,
LYZ,-0.050607560237065065,-0.009663371521227804,0.06112617997145581,-0.050228760393719575
EREG,,,-0.0215612826991418,-0.04636833798902834
SPTAN1,-0.017189990956813915,0.04131332520159878,0.012498695084960524,0.10614620904867376
PTH2,,,0.001029324888757256,
LIPC,-0.06474993638011547,0.17830907185269854,,-0.038819958550809525
COL8A1,-0.014054364491624761,0.03979196979773004,0.0549890773876104,-0.07863266622899107
GSTM2,-0.0031863125776511207,0.050034268933783245,-0.015258352718567052,-0.02817436186934311
SPX,,-0.05703723071065738,-0.04260170559575227,0.20307083203059487
MFGE8,-0.007505271250894243,-0.024141026265696478,-0.015082062588331939,-0.02907153027987862
TGFA,-0.02802554777991633,0.0015825835232986447,-0.025017686849614335,0.09136676345437011
SLIT2,-0.033991500868356374,-0.02732355296062455,0.07250595847985995,-0.06171843516787401
PLTP,-0.02554922269474518,0.13651665350680225,0.012271532492188182,0.04355477349460135
APOD,0.002108677389079017,-0.0703677464568097,-0.07853467550043455,-0.04814221147557534
B2M,0.036314378255616786,-0.03147572385771744,0.003466053205282533,-0.10343089665339343
OMG,0.08554496664702897,-0.03937789807512757,0.02835758262130004,0.13078282166211447
CXCL3,,,0.006966000838668087,0.005689752765569567
CXCL10,0.08558630127444734,-0.03258980607273728,0.025853090626084423,0.02739541130020435
RSPO3,,,0.0677809220653269,0.015706252185573238
CORT,,,-0.016035436462806,
NCAN,-0.02430745629784083,0.03304091481251736,-0.042388158140298796,0.1359960277801756
PRG4,,,-0.04128042335148744,-0.040259035079897705
ZG16B,,-0.022430800638568397,,-0.027282878375001644
TGM2,-0.04845733508513711,-0.023792031227702144,0.0022023484032060057,-0.044494174453126124
VEGFC,-0.03483731446159765,0.06728293561589338,-0.029545165386937883,0.0378149990126473
WNT6,,-0.02133169404073736,0.04210430993491981,-0.03294968290437228
NRG4,-0.032577652026865724,,-0.006805443077400014,-0.021880702671518287
PMCH,,,-0.013161713715911414,0.008179486671294187
COL9A1,0.03683777453200013,0.012418267244508025,-0.012481521644458742,0.06896152589565459
GDF11,0.0039097824017098595,0.04617303765152771,-0.022865326928451,0.05131115151835358
RAET1E,,,,-0.024002975364069434
SORBS1,-0.022815349017443944,-0.0002697376234638287,0.016760669048931108,0.05820965460484732
DLL1,0.08587298280788018,0.028894356056555798,0.028214260693329985,0.10273595377252497
TLN1,0.002866763356989189,0.006203679342936313,-0.001067675720917509,-0.0430588331120839
COL2A1,,,0.015312742238636583,0.10104620386075266
SHH,,,0.0303569681768146,0.060621364401835354
PON2,0.01218619148062599,-0.03563799639921388,0.002409254971191036,0.08203752899415281
ICAM5,,,0.0007970774180793859,0.00267780241113567
HPX,0.06861243253843227,0.04029182799080578,-0.015208796850726519,-0.017171793566338946
SFRP2,,-0.05546454517341976,-0.04665300105829261,0.035648099637249894
CD70,0.20945560408675631,,0.04498757893604805,0.033965592694960155
HP,-0.04454246922740716,0.07768627686350825,-0.0003651646908020157,-0.03273113801031291
CXCL2,0.18679195230615128,,0.09168673623996361,-0.04141245122374213
NPPB,,,-0.01967154147283204,0.03675872290952269
CCK,,-0.003271909966347572,0.041828898900291914,0.0019551449074495628
SEMA6A,-0.014768505209610532,0.0016344979735868153,-0.02166053569122969,0.07467011432327071
IRAK4,-0.09945513424211132,-0.0725782602872466,-0.05979036344594574,0.06655805603189016
GSTP1,-0.05443580655719541,0.0232380240441701,-0.06191844246342019,0.08145483510587384
VCAM1,-0.03945753223238598,-0.007329990796904389,0.006523290574207409,0.08312779685937263
NXPH3,0.09372287937183468,-0.01567824613243805,0.08698594345627232,0.12129004997647232
MTMR4,0.08616596426934979,-0.0022026843678507007,0.0044463899515275246,0.018301596794234317
LAMC2,0.08537459004689579,,-0.012775496096632867,0.09166870885063638
IL10,0.002039276498015794,-0.03859765002043427,-0.03181359889849701,-0.042749859447675856
SEMA4D,0.1299980436087744,0.005308710978688562,0.03739087327469457,0.026555474698622565
TRH,,,-0.014260532251727551,0.09197534388871471
SEMA6D,0.004069630489492749,-0.012843120718379328,0.0723161330204844,0.09284545966078347
CEL,-0.041756354779087186,0.06448027426688367,0.01813865238925092,-0.0032379926730028105
PDCD1LG2,-0.03531193208097472,0.05259775946434275,0.08793411231382309,0.05384196671105113
SPINT1,-0.0329853715093583,0.11483632761759655,0.0637772976646779,0.026151060923934318
CTHRC1,-0.04111954531403395,-0.004043471183768713,0.03146981649752813,-0.005150224637178804
PODXL,-0.03617460790795002,0.08308435459659069,-0.04071624709486639,0.026790617959559004
JAM3,0.09675824616702436,0.023427625628066294,-0.031133211733166175,0.00279563419061279
TGFB2,-0.04662107039795197,0.1219799059992505,0.013110219647695133,-0.005572878763638334
COL18A1,0.018132780815584275,-0.02441117312468426,0.010407028699901311,-0.08474597612862556
NODAL,0.05859475115062409,0.11771973965694114,0.03578530016895337,-0.009912452757770925
INHBB,0.09343600926099548,0.04886970036098696,0.00865139709502142,0.0835625585807609
LCN1,,,,-0.008395028647735723
ARF4,0.07242600047007132,0.027195702052296555,0.03179727082331822,-0.008601636177263637
CXCL14,-0.01188343117445758,0.1384779684037429,0.018618942996275145,0.023957432547405285
LIF,-0.038895913278821304,0.06176397054057886,-0.08184843190504307,-0.03149986380384079
IL17B,-0.0002298110153575067,,-0.018175871596643706,0.06764097693910055
MMP1,,,-0.013161712673584222,-0.04476959866417809
MATN1,-0.007310133292875012,,0.001613647498895962,-0.030235666736329294
ADAM28,0.1241639617592774,0.06326068513425691,0.04623222474808302,-0.0030559044272230945
TCN2,-0.1066546940626556,-0.02886437014575061,0.04192179995723241,-0.02792423775732151
THPO,0.08518068126145771,0.006319834202099614,-0.01624930454675377,0.05741919398272232
CUBN,0.04992340781413287,-0.054498779690039405,-0.026447874519098493,-0.011312613582671771
TIMP3,0.055723012254989934,0.04088150686152989,0.008368784475286876,-0.05013023166880919
PIGF,0.09237858480358763,-0.014050193536105517,-0.025594744768719854,0.08803848562306019
CRH,,,0.0886406732697546,-0.03727981669798586
BDNF,,,-0.028761989760293035,-0.06782028386052735
CCL5,-0.013288014757949983,-0.015898530334628947,-0.0105848515944647,0.047660833849194575
GAD1,0.09471417103319353,0.045478807858698456,-0.006536918116500667,0.09766930952130186
COL14A1,0.0031684827734532665,-0.00670575171522444,0.05268960898239042,-0.0026658180148765964
HLA-A,0.06750618519260826,0.025206812485533112,0.029517188391651492,-0.036463382180834614
CD5L,,0.0005617891263451458,,
FGF18,,,0.1967588189989611,-0.0248604907816647
ADM,0.04175688859705441,0.059978825491815047,0.007441513272309558,0.04783789066604013
CCL15,,,,-0.021561501724937163
GNAI2,-0.050430899046816496,0.03279240902558419,-0.05378339973015298,-0.02370546499872451
HDC,-0.03879360745748653,,,0.032359617780194194
COL11A1,,0.08989647274646151,0.053268418068929964,0.010839815792660277
NUCB2,-0.01548884201096947,0.04695460139680736,0.0117812605269742,0.011268705578699953
CXCL1,-0.000755220283964204,,-0.037544077175758236,0.00024605261069989107
VCAN,-0.06259193317078865,-0.057946649977084604,-0.030795383440332596,-0.09585175417014073
MMP7,,,-0.038434876843895856,-0.11775963879446097
PTPN6,0.12262185275320475,0.043859632910263055,-0.0023875833112098604,0.03147745284778494
PTGS2,-0.016616829565743806,0.0678428866819722,0.03221667083545862,-0.01377743145861236
CD58,-0.02567528084006877,0.008682656366848668,-0.021127661425742513,0.038047451074231076
TNFSF14,,0.058833748543661295,0.0577385751001386,-0.009017240003294198
CNTN4,,-0.021698823483712805,0.057173542991870704,-0.01349599987043789
INSL3,,,0.05994468817679416,-0.029522586564319168
BTLA,,0.01678337936776181,,0.08975523229008182
MFNG,0.00637876610144384,0.06319008397498951,-0.031169733473837273,0.009353361706822695
ICAM1,-0.05991897103325104,0.042378507000694954,0.06764480136067554,0.01564223766504796
PROS1,0.057354155944729986,-0.02932241311970219,0.04889800530722752,-0.022397697442398348
CLCF1,0.12296180363296248,0.008771806194556196,-0.02299926375994008,-0.059457718309434936
PSAP,0.05532715459229553,0.050445910887419246,0.040260668212256746,-0.07581760730124444
EFEMP1,-0.05218512647101992,0.06421487855196024,0.013649360573124983,-0.16163525089798061
C1QTNF1,-0.012817682257364925,-0.02204367686068844,0.03929951827265517,0.019623968308978532
ALB,-0.043522625746050626,0.07640245148230979,-0.0318135980686274,0.05873333813200916
CCL13,,,-0.021317855343792352,
EFNA3,0.04711976466100205,0.1877042418899386,0.0003195952294741115,0.09847438786281872
DRAXIN,0.16348589168078267,-0.007588049604091683,0.04931034047710356,0.02167693454384224
RAET1L,,,0.009431757471011586,
NPTX2,,0.0824435162681143,0.004556040174522798,0.029552620139771293
FGF11,0.02127675633170786,0.09113546046964337,0.07444425468787777,0.04226253290675433
CD59,0.0012419263807467544,-0.03606017927498794,-0.01728837483726509,-0.02797383225024236
COL9A2,0.021944868359934776,0.0035942218793076114,0.002840444704693903,0.08894949111781075
DLL3,-0.05250567918553652,0.0310383906538473,-0.05811891267414071,0.13587996967940724
FGF5,,,,-0.038265881137637035
LIN7C,-0.045371768555980144,0.09405285488725552,-0.020648878320215763,0.01354813122327547
GDF7,,-0.03360891138709485,-0.015449809783473989,-0.02094155170929718
PSPN,0.00932460632167848,0.08720881348753944,-0.018499206310228285,0.08526048414408026
ANGPT1,0.054576018316938535,-0.01401050395321866,-0.020533326361827586,0.04494895076135727
PNOC,,,-0.018316380518147518,-0.01680253913783319
L1CAM,-0.032085393637535556,0.010562333961035984,0.06875105722816342,-0.013987058030952041
APOA1,0.024918664471576542,-0.010433682859029415,-0.007240183879131372,0.03860669260607612
PSEN1,0.04327436483678676,-0.060695772626970707,-0.012729018173401906,-0.002019112586788175
CALM2,-0.10337730059929974,-0.07961384607487751,0.04140598008273259,0.12729730389490135
CLEC2B,-0.061901947711873656,0.011183935560839731,-0.03171425718515128,0.021372649257314205
NTNG1,-0.03009242863509423,-0.025785363363494677,0.0497835011942998,0.11677842191926398
LRIG1,-0.019010815530161266,0.039561644941062304,0.01894230794017005,0.11987028017865538
CPAMD8,0.009316465669695002,0.046462950533079465,,-0.03093399887110334
GHRL,-0.02769043463590198,-0.026983358397572915,0.005893686883236017,-0.022236610961100987
NPY,,-0.029916933853424088,0.05063518718504924,0.009374213556252271
MMP2,-0.02585914394079533,0.015424525403534856,-0.07868261904021256,0.04906796842260942
PPY,,,0.00027906466223714255,-0.03476870348524671
ALKAL2,,-0.04144809908722581,-0.036204504712472836,0.040118671829220534
CSF1,-0.027533726927979875,-0.045947085152520786,0.028713971483407437,-0.007583581558349237
SEMA4C,0.023682559566769373,-0.0014708135167127959,0.06034818213577446,-0.007446712998968398
BMP8A,,,,0.0048907677437084705
ICAM2,0.05584773957961665,-0.12566574698021682,-0.00868554109087754,0.014358790373926733
SYTL3,0.0037176044744719845,0.009056400352515976,-0.000605687357631852,0.0466258610287278
IL1A,0.11259900729527071,0.018610913485593544,0.006519700400687907,0.04051801891330363
HLA-G,-0.03399154001519646,,0.0442073884255543,
PGF,0.09220288113245775,0.022695602942800073,-0.03380983008355992,-0.023279927214236225
LGALS8,-0.027380479956360095,-0.01792303606886452,0.046945956118287356,0.007290077342230203
DKK3,0.0037390860308966507,0.0017206842085328094,0.008892985550972857,0.12709802729214442
COL16A1,0.04180122641729628,0.041811053922927006,0.010463695815371788,0.029263390912185105
TPH1,0.08358223923129869,,-0.007664810558238015,-0.0414224347231636
TNC,-0.03419940571879087,0.057332731793738836,0.06273401991538118,-0.11608774420194065
TNFSF9,0.11261374105195986,0.027175835780343792,0.08434776625026286,-0.031517493944795166
C4A,,,0.15439279389688426,0.013792296780940598
CNTN2,-0.04038176404540219,-0.10093391239521825,0.014938361582607073,0.020779468686520176
F7,,,0.033144158997288196,
LUM,0.02194785318862393,-0.026554391028233426,-0.0012644195519061203,-0.06880534263012406
BTC,-0.05282426600293693,,-0.014951080568558832,0.004305015216017106
APOC1,-0.0021207825817048435,-0.08823616120169188,0.037089572648643675,0.0702251015211358
PKM,-0.042229018467473636,0.1014299858329677,0.06569466104859346,-0.08172187334199518
TNF,0.037778475205391626,0.0440432266298553,,0.014940556198298122
GNAS,0.017023794623052292,-0.05145137914746728,0.008315095133122001,0.1268239804607662
BMP8B,-0.031323386218380385,-0.040693485823080806,0.03264561507746128,-0.02545679380037555
LIPH,,,0.08107466021001528,0.0076239354104579785
CCL28,,,,-0.020575840192928345
PTPN11,0.013406162094280085,-0.0472701156851306,0.02390614386765356,0.01198341340395955
ADAM12,-0.05914821600552415,-0.03785985046386692,0.061190140798297564,-0.07032620878021906
EPO,-0.006149781569768707,0.15850196076690154,-0.01478132995574632,0.08997003455661241
EDN3,,-0.023136834814009986,-0.02159819948149151,0.023453704731892455
CCL22,,,0.12720646623871215,-0.007826317622044079
CCL2,0.0173420886674434,-0.012153535537930138,-0.0659278948049583,-0.10119511857298458
DSCAM,-0.09416445781795048,0.007846697859918485,-0.015923915655586058,0.04461282429211143
ANG,0.062408299708121784,-0.0033416785865044633,0.006420086491172006,0.12253623202647104
FBLN2,,-0.041661245663727114,-0.05343960612506297,0.0031537185973143163
VTN,0.07726420448734589,,-0.01913982725681013,0.08367498514637459
VEGFA,0.05367135571350811,0.13005765853875118,0.028593549033952347,-0.038112698457992554
F10,0.09964587719622132,,-0.02560031049553678,0.08373945702981067
SERPINA1,0.030403083523925997,-0.009369425722053149,0.06463955610685117,-0.022970785997753304
VWF,0.019238791440231013,-0.0660564621450165,0.01292749061320543,-0.005941512735672162
GDNF,0.04131815019209671,-0.02578535616351525,-0.020698348021763277,
VASP,0.04208634600365954,0.058771584405643264,0.009040462991214221,-0.04675292990216382
ADAM15,-0.04742804508442279,0.024078220520561917,0.049182705145064905,0.0024918077789292336
WNT2,,,-0.01774829114556112,0.04078376599936793
CALCB,,,-0.007082899835085755,
OLFM2,0.003079745921482467,0.06443302606411634,-0.06674038882206794,0.14871952088246657
MFAP2,0.007210053409709644,-0.013873085093475256,-0.0631623032067316,0.015085912460160115
HLA-C,0.023894275662361006,-0.04970702798976917,0.0607855572613416,0.009571881901342047
THBS1,0.005142337695530691,-0.02581064551955015,-0.052747144471113644,-0.1487657010659304
HSPA4,-0.05373243337725345,-0.020293165642907646,-0.03882255568552551,-0.0004804141187795356
LMAN1,0.04264825304182793,0.028878067654997352,0.003576756780809049,-0.01426532873985664
LYPD3,-0.025325964871382948,-0.03284702919525022,0.024652592579522306,-0.045375749337882944
APOE,-0.0011281218890284786,0.03810216538675332,0.028169611337970087,0.017349358114546163
SOSTDC1,,,-0.021034106062407378,0.05358261758899193
ANXA1,0.09451282797685218,0.05973738808820397,0.046573109582239806,-0.05595842692180143
WNT2B,-0.028492339804651476,0.04130462439283718,-0.02536103255233712,0.0545177022490595
AMH,0.060801598348752046,-0.04710345751833046,0.01838776327848082,0.013035544432132128
GDF10,-0.029573180457264134,,0.026691918831526062,0.022828226141978117
EFNB3,-0.010833475547383703,0.02641742739278492,0.019382711600818878,0.10947842736388987
LTB,-0.019293890929581288,0.024036808326672054,0.01512136305216513,0.047014363833992816
ANGPT2,0.055698634528140695,0.007194766914286259,-0.024150426989522543,-0.009799049707179009
NRTN,,0.08081295363139947,-0.013161713715911414,
ADAM17,-0.03862875313838836,0.10348473316045717,0.05320504827034055,0.03681574305370149
LRPAP1,0.08216359699125372,0.10542746633250978,0.01622150211714742,0.05449082178253306
NID1,-0.08611135325138077,-0.025321810101937348,-0.027449696641220267,-0.06594059921372943
MST1,-0.0318912809990184,0.04090741905724577,-0.009694532510903428,0.04598972350028245
DCN,0.03102448957819966,-0.045408454955908596,-0.0560981122857861,-0.05391176378438355
IGFL2,,,,0.002678632042168087
COL7A1,0.11413396278229188,0.026074808259675574,-0.0455248177437504,0.007851171294344587
CALR,-0.103246211461719,0.06016307021829026,-0.003780939223865711,-0.0861756361680169
PIGA,0.0579709426499792,0.07849539340551848,0.0011585263858747913,0.04251210162998866
CD200,-0.002148312768946516,0.06440038637244844,0.006153924231437049,-0.003772031824234329
GRP,,,-0.014436248659444453,-0.02596285741694778
CDH1,0.05129917773457934,0.036036637648601454,0.0048293818763759195,0.03694148634282849
LPL,-0.014504422717307095,-0.01364542524209414,0.045378589747906296,0.1260318848970382
SEMA5A,0.013212514734365364,0.036729301892391854,-0.009768692653056634,0.12147374177890015
SEMA7A,0.045248197262288514,0.04711266708008675,0.0018189801292765415,-0.008026692643143872
SEMA4G,-0.05960733095509083,-0.026964557223713367,-0.022492172796811847,0.057742637112962784
SEMA3B,0.08105023754169363,0.0055929793917549745,0.07511451836602524,0.008991646033110721
RPH3A,,0.04040746168161921,-0.004877218304416962,0.03881549213504491
JAG2,-0.05095073967100626,-0.006596365740536223,-0.0006542887837964501,0.014389806100886823
CGN,-0.09377562938228248,-0.040803631357249334,0.07698809793220676,0.043802491860551705
GDF15,-0.04092451663278048,0.031249052615745655,0.0466655983458889,0.004373254361345416
SEMA4F,-0.03787017084262598,0.09714672830547974,-0.002266462574648729,0.06959617368264044
NXPH1,-0.006714478191899233,-0.0025868739533906693,-0.012055112296172527,0.0969380547023202
ARF1,0.026273865456791605,-0.0076271064464108005,0.020824456371250605,-0.03657464577575541
DSC3,,,,-0.021880702671518287
EBI3,0.02753600621024759,-0.04925708388711758,0.02336533738330247,-0.024298476329624334
TIMP1,-0.016678518181010037,-0.023911801620936524,0.008712041476909543,-0.09327751893519153
SEMA3C,-0.025544423385277064,-0.045783095634771565,0.028406149824688743,0.04080399812202011
GNRH2,,,,0.06750910284245405
GAS6,-0.0545402856646444,0.055733620003632856,0.033068616929136006,0.04338174854325092
MEPE,,,-0.022277656955059563,-0.030235670906454275
SERPINE1,-0.01149688684742531,0.1626498636520546,-0.045687553828398585,-0.1215116105925546
RSPO2,,,-0.004489300220256008,0.08154890416229113
SHBG,0.01125688828205543,0.04562660563955277,-0.020948084654725658,0.028050482846334376
LGALS3BP,-0.022717684078514377,-0.06331859414317487,0.04327290508149139,-0.08299687518948806
LAMB1,-0.022883826883426727,0.01317839622846266,-0.001412417233934375,-0.07599590750393154
SPTBN2,-0.07010638143010106,0.058046927646203283,0.01259875567859371,0.0994464378089977
COL1A2,0.06161690843901923,-0.057882091034687805,-0.0331995594275597,-0.11802085449794293
DEFB1,,,,-0.04685849537252741
WNT11,,,0.017700698924738228,-0.029038431647977748
LGALS1,-0.023991999323028822,0.09625692634761038,0.0031827925173464897,-0.04216775292264634
BCAN,-0.029362717658432996,-0.009004610665678538,-0.08449969396162221,0.1394874716368391
ANOS1,-0.04293328814986365,-0.031780926362730236,0.04730303244326292,0.07560444986868299
EDA,0.013419501050089483,0.07773212147737836,-0.016669926814767755,0.004865149848054668
FGF22,,-0.031807848431459,-0.022159664259415145,0.018916487675969873
SHANK1,,-0.03335656677451374,0.020416680074956423,0.1838890250875957
RAET1G,,,,0.03584442480203822
TGFB1,0.05504487643149395,0.04722103437947612,-0.03915075913938988,-0.021815171541578703
MSTN,-0.014349548933656121,-0.04711616719346835,-0.02239512222563386,0.03833851652735482
WNT4,,0.13583447767726753,0.0313957443672483,-0.0027182656096729975
TNFSF4,-0.03577411587322028,0.029372923166733674,0.007981203971755996,0.056233539146717734
NTN1,0.04742307613286789,0.07171320563016777,-0.0014242733745129428,0.012590839961031304
CXCL12,0.09614643447669875,-0.0484254686528873,-0.02528988224524847,-0.08140958282018114
GNRH1,-0.03190689551042489,0.0948388899251039,-0.020823546625331674,-0.017184284118759382
FGF8,,,0.0034739769110178104,
RIMS1,-0.04334273718696413,0.007487356641739054,0.011942557530682853,0.013999378729254532
FGF14,-0.029066976387724906,0.04889233248252504,-0.019736458622870833,0.03376989761839581
IGF1,0.1153852086236205,-0.02499470773412029,0.007387241811522158,-0.007745074470966088
TNFSF10,0.06504028865146447,0.07356008967252584,0.002768294094260987,0.020105895021822223
GDF5,,-0.025785341763574488,0.0645155720747416,-0.047739807987305365
CHAD,,,-0.020572479223182723,
RGMA,-0.1561453354912202,0.01651298825209628,0.0015152369465305303,0.12773242708347624
WNT16,,,-0.013161711978699562,0.019882446262452596
CX3CL1,-0.01717501870515457,-0.03726641672219328,0.040284856023234075,0.08621966209990571
FGF1,-0.03567343320552418,-0.0634496122570998,-0.001794321822250327,0.028968263047457414
ALOX5AP,-0.038372675492674514,0.006356133471326058,-0.00559149871656549,-0.08032933922358837
IL1RN,-0.05827639926132,-0.035334082446951375,-0.004804431631201046,-0.05475646018796643
PCSK9,,,-0.01277549752634018,
NPW,0.004582954965416965,0.1560989599654308,0.03376351805435765,0.02418239371825329
CXCL9,-0.021778062248740883,0.07911749647852241,,-0.02485774875474549
ANGPTL4,0.01790514622753882,0.10936840495704074,-0.019385692578958887,-0.12098290915984883
UCN2,,,-0.014436248659444453,
OBP2A,,,,0.0419188135701126
COL4A3,,,-0.020190731224102754,-0.017510296567223665
NRG3,-0.029573199184340697,-0.04036972169225926,0.03039655574804362,0.028315208952138994
IL23A,-0.048916313462660545,,,0.014120318709831358
COLQ,0.07311046605050651,0.051636014049060104,0.03454388987994776,0.022618625527460728
SCGB1A1,,,0.009889451638364875,
TNFSF12,-0.11623846253969548,0.006901690881567271,0.06844470905350328,0.03034337557071664
DKK2,,-0.022430766019970714,-0.017013960249258414,0.03334691767576105
FYN,0.007513112521857535,0.0535852386252007,0.030218952311722877,0.06476584523356108
ACE,-0.00011031232230338186,0.010144405473747066,0.022295679389663835,0.020274145041961802
IL18,0.0013980806723811853,-0.0014810324263031549,0.048026666116912024,0.029645545883710964
CCL27,-0.01942288017689403,0.110922775667564,-0.0007845893694831821,-0.026549344493931794
SERPING1,-0.05978474047051222,0.047271611880856455,-0.036696609412454846,-0.1101903230725707
AZGP1,,-0.03444036421102224,0.040078864732464275,0.044388674940479884
INHA,0.02879308272507443,0.05173656892563176,0.042485092000325256,-0.01226912994015225
SEMA3G,0.01651635896524414,-0.04036970637582761,-0.02119522359702798,-0.03306082798370764
OXT,,,-0.01237782426136404,
COL6A1,0.033522695266630397,0.04127117004994241,0.011726935693898516,-0.0982923339709056
FGF17,,,-0.00033336786974738706,-0.02341505620269787
TNFSF8,,,0.014927900008970246,-0.04565047153960842
FGF20,-0.035801183812825786,-0.022070049184808673,-0.012437961967187779,-0.00759129205085739
ICAM3,0.007698120741414255,0.09968896501385484,0.0008507099115397552,0.03257932179107691
LAMA4,-0.03733087141941967,-0.004725654633201162,0.016369798422162855,-0.055675590894327054
DLL4,0.01068921781016198,0.02228660198127674,-0.05040851770514303,0.04630557987380167
SEMA3A,,,-0.01968321906484249,0.025873695321396047
RLN2,,,-0.01443624706754348,-0.02702360184137141
C5,0.10554245854304843,0.17044270749822585,0.0004901436554877276,-0.008423171394928061
COMP,,,,0.005019366906741899
C1QA,-0.017851378475744476,-0.03753787786800395,0.008802851374840142,-0.08272465494423169
UTS2B,-0.03399156561128041,,,0.02945848238453269
COL9A3,0.061446495006399135,-0.014260056162873585,0.04051783820055866,0.1490547045342055
HGF,0.03676199118023589,0.041641174849369016,0.030823121302360805,-0.048623509468476385
P4HB,-0.0168158676419478,0.02205485697739402,0.04297980972398611,-0.1145881918183148
