,UKF260,UKF269,UKF334,ZH1019inf,ZH8812bulk,ZH916bulk
COL4A4,-0.03195109897975638,-0.01594390285457902,0.025187065925141163,-0.011479014916136572,-0.03372007071523806,-0.019669157825202226
TAC1,0.14361609463404018,0.055304068520471955,0.04812315678261438,,,0.02766677946140387
RARRES2,-0.11094855935933715,-0.035247851034469674,-0.031182733023908976,-0.06125241500639112,0.009338349017095682,-0.129497491607886
FGF7,0.09625811490115097,0.04525943981495751,0.04239893332935308,0.008836193880790245,0.12061324657885646,0.08541325818657507
HBEGF,-0.08660881329296972,-0.0469317099198648,0.06117077400800471,-0.059857468677607266,0.0009755016595221512,-0.01682555315393715
CSF3,-0.014066126829757095,-0.016868342338122407,,,,-0.013317994296800278
PI3,-0.026158248820849977,-0.018993976110746224,,,0.007817691946379266,-0.12384870101347346
PCSK1N,0.06412425546928606,0.06143010654061996,0.0328718716557484,-0.08874020971049776,0.0656353770982252,0.07173764518642059
NTS,-0.04667108853323968,-0.020733221849474136,,,,
SFRP1,0.1440591163095527,0.02233397938083038,-0.03262321270805962,-0.05915611688149554,-0.03546733677216402,-0.030549529418716564
CXCL13,0.02950962782301214,,,,,0.04299133412215919
MICA,0.005047901861056415,0.019072171641295103,-0.033173355741960286,0.007188769593395949,0.024328726287891664,-0.014310459321317819
TG,-0.03371098805167056,-0.020358580025676906,-0.017161845167422612,-0.02640901601912509,,-0.041364144027455585
ADA,-0.012105621300009682,-0.012304084683083227,-0.033651282821713445,0.014499827803438139,0.03772787327724661,0.04894218766314257
LAMC3,0.08593891381331013,0.06550046639375996,-0.032265877426323884,-0.013491216905288324,-0.017507327839938115,0.09629535372712325
CCL7,-0.02088338871132441,,,,,-0.07835872263168259
NGF,0.059381973040628463,,,-0.021278007005124937,,-0.030629128971939635
TNFSF15,0.07829497740355326,,,0.08094500832879278,,0.038733106154816406
HMGB1,-0.008039891633900911,0.01736090943449528,0.0039821375275458,-0.03504666628921797,-0.039219079144417364,0.0034364294158908786
ITGB3BP,-0.02201222571195191,-0.03781080368125727,-0.014461360826345079,-0.0851398610259314,-0.01337333213479595,0.011081318959414853
AANAT,-0.013932177828267441,-0.01521570127872683,-0.015325440265790038,-0.027459298076631094,-0.027077464766228663,-0.009514300453263328
RELN,0.06303022713727699,0.0889505153821581,-0.016966585167230475,,0.012636105393492875,0.05100654711627817
IL15,-0.0528072454468403,-0.0013582898983035612,-0.014213637516193669,-0.046418241129033,-0.017643505712926347,-0.029868159802037258
UTS2,,-0.050191186064652726,,,,
BSG,-0.03320168863621595,0.023176846161108704,-0.011634686669859935,-0.02757544763149378,0.03379695310031679,-0.017715752062789
ADAMTS3,-0.005902655820703696,-0.03839425452420295,-0.02361847820924429,-0.03287971397434398,0.03211024958739864,-0.009627695525456137
CD34,0.011580712614214924,0.0077541690518026455,-0.010353696718409834,-0.0008769953624777463,0.01980958788693483,0.037856405513664856
CCL23,,-0.017313052721588326,,,,
PLAT,-0.006760581630153277,-0.018205854893305323,-0.061162294918885,0.007878033025657824,0.014519645701416154,0.10318930046806069
LTA,,,-0.014213639270731717,,,
CKLF,-0.08021386010117708,0.0026506134949321647,-0.043513805885192,-0.03469179684340989,-0.0036518250700214258,0.017554286029314636
CD24,-0.01025825124998762,-0.0023830819461873824,0.021325716192574843,-0.10981855756150591,-0.034233314769555066,-0.08108168772120447
HSP90AA1,0.1487778174691365,0.048038139801533354,0.09191203959208112,0.03881987812083211,0.011385863907046366,-0.00767293351305135
BMP4,-0.027037641658071616,0.0844843353962995,-0.01211148870622934,0.11271550868901496,0.04250269930086561,0.03062274549906865
SCGB3A1,-0.016591503871653614,,-0.009918089515598544,,,-0.00062207010004964
IGFBP4,-0.019372231795640384,0.00200587115290854,-0.009721573351405654,-0.0019141146970036958,0.01757024609170692,0.12315326627089565
RSPO4,-0.019149292502504123,,-0.01971655534773219,,,-0.02122372109927679
LEFTY2,-0.029722662065534148,0.0011933063996840004,-0.017546578946992332,-0.015349957051425625,-0.03024365724924434,-0.05280065120369542
PF4,,,,,,0.11721878357326934
ANGPTL2,-0.037809087501966994,-0.05299685776309976,-0.04187175445514686,0.07047158739980641,-0.006866725600792013,0.10184114169443999
LRIG2,0.011942286387111757,0.013062073233039938,-0.03431831971784065,-0.05128129196639536,-0.014753853628975619,-0.07602412880105229
ICOSLG,0.04423238374572366,0.018209029019651726,-0.02048872452306868,0.019446903554188,-0.015540074522503397,0.017452601565855635
WIF1,0.059851896726221626,0.08083931941842647,0.04099565723757738,,,-0.05121470736139879
NPPC,-0.02257664091431972,0.03922112580813579,0.0005801785515740404,-0.0328796508268844,-0.025688617229723355,-0.025002024470127664
LYZ,-0.05651639410779095,0.010301666760313419,-0.0324464279069941,-0.047990220601320605,-0.034253511338184696,0.08303722730340389
EREG,-0.02694759809395819,,,,,0.07853157091943322
SPTAN1,0.09933510914836798,-0.017806381214572474,0.010046480973034691,0.04393701930836268,0.0322125575815918,0.073492148849634
LIPC,0.001629440518896739,0.012229535887585102,-0.022328298111123128,0.01474262412545341,-0.03153148181811735,0.05250531690468408
COL8A1,-0.06830457351069746,-0.05336287779214441,-0.04200785364284461,-0.050790566247218276,0.037787636755024716,-0.05598755655275882
GSTM2,0.0006148583775050796,0.031180280889054193,-0.029617417957644134,-0.04312129149305574,-0.02307798019561283,-0.0028339219536527888
SPX,0.17377995396321852,-0.02172768383761037,-0.01174537166293838,0.003082139643837274,-0.10924024566105402,-0.024127792073808024
MFGE8,0.06812964699947195,0.022163665339797356,-0.03483666119886358,-0.08624917237481544,0.02987112357730022,0.041543112518285165
TGFA,-0.039891294556427696,0.052034345855618024,0.01765406659656613,-0.010345586364462206,0.03616983781853118,-0.011559259806673976
SLIT2,0.04004286149346641,0.046045544104502074,0.03882080756473851,0.05646086225282103,-0.038192665788394774,-0.036100918880772846
PLTP,-0.09196663358974899,-0.07461413200649958,-0.03814823588039845,-0.021628600205117556,-0.006014341799730877,0.03638678945726798
APOD,-0.049407933981427836,-0.031230597158775558,0.05902583556934639,0.08438381335218856,0.015415149595738201,0.12419099276512537
B2M,-0.0960514997073578,-0.027126175555860402,-0.08260028070749818,0.026235737553248543,0.050224733420908545,0.1021476918686028
OMG,0.059881783404348174,0.05841028075231137,0.04076392184281723,0.056992136743769815,-0.012616582673507184,0.04315968417875682
CXCL3,-0.057582588427527844,-0.019977488429152913,0.054944614858725774,,0.17164021190887313,-0.06036597871887631
CXCL10,-0.008692449277681053,-0.013490570635481182,-0.016266869124082914,-0.04435069666304919,0.053500820999769744,0.08380283258327291
RSPO3,0.2579486427289732,0.021409184139250567,-0.010696834622087743,,,0.014882166894889973
CORT,0.09433514571986042,0.011704085796624903,-0.02837837007254761,,,
NCAN,0.11924741403384467,-0.019122626834298974,-0.04914189546988107,0.05419656348586803,0.01247792984059569,0.011868547735816666
PRG4,0.17578947826663094,0.04929956668578608,0.0408459208591925,,,0.01331130816175434
ZG16B,,-0.0064029594220383085,,0.017878751679414825,,-0.023810303364150555
TGM2,-0.00796261659209161,0.07357075800692722,-0.002070535052024717,-0.045493465451202565,0.0020621903373749416,0.12292084267153879
VEGFC,-0.020433587602396303,0.03876659337681541,-0.012763246969795878,-0.03956717050496421,0.05312974585905994,0.004577437013036446
WNT6,0.02165154262312381,-0.0033818958251322943,0.01917631208067813,-0.02902979813988975,,-0.004406536329743325
NRG4,-0.01890754258190293,0.0010067772878605984,0.07436301908351574,,-0.020195856284672745,0.03458350214373593
PMCH,,,,,,0.011471667414071757
COL9A1,-0.004828417274621831,-0.00895689324927518,-0.01696659167499446,0.032303887333962764,0.0235653505987363,0.018514533911314943
GDF11,-0.010479992037276164,-0.03501266946807808,0.0038836803218115627,-0.018168711547203543,-0.018533938294696545,0.024817625443526024
IL24,,,,,,-0.0057153868375056475
SORBS1,0.0342139194097316,-0.05637691016993974,-7.394042632982854e-05,-0.04847167623210327,0.005688719796157595,0.0065779083414704365
DLL1,-0.014515657949696332,0.032552884983918805,-0.012848270001803408,0.0037585736212147145,-0.027515610814267465,-0.03514100439494792
TLN1,-0.11108548363953437,-0.03544617876288318,-0.003035251710491585,-0.03580170573380673,0.06155448252089348,0.022090279314886246
COL2A1,-0.011855987554472288,-0.019977495227713634,-0.010392041646713592,,,-0.03333449114378897
SHH,-0.006233543512171242,0.03366126568824846,-0.009918088648695778,,0.06465140891266263,-0.0023413862292033785
PON2,-0.050192707566936216,0.007271679445805081,-0.08474845393858486,-0.046456883483125086,-0.009423032234321881,0.0037258976867872336
ICAM5,0.21064657151191368,0.07885467519389178,0.15425381293138335,,,-0.010237101845224682
HPX,0.019630884972126634,0.05037746776846874,-0.02520980187656261,-0.050026743771456744,0.010915293372719088,0.1400118682910264
SFRP2,,-0.01594389815967892,-0.01945675175577496,-0.011306782901444448,0.05219113411838796,0.09512608259524004
CFC1,,,,,,-0.03273866477241044
CD70,,,,,,0.020685333799041066
HP,0.02955428514703569,-0.011414833633803445,0.00669841829591183,-0.02004760761882972,-0.025865691986003542,-0.0401250673782749
CXCL2,-0.058638431638311665,0.02329194050575869,-0.01963028119373916,,0.016937873111094535,-0.0016869930720737306
NPPB,,,-0.01276324789810343,,,
CCK,0.14791280546394256,0.004800139926792564,0.06265288344197872,-0.037992815386837006,0.0003358897878087258,0.05691631684220124
SEMA6A,0.014388552512682413,-0.0291915884943849,-0.04101899162494621,-0.03913437083847738,-0.027639368564917288,0.037129357537726816
IRAK4,-0.025132109538442755,-0.02887129339695874,-0.016934847537239936,-0.0883009870568882,0.061581570173323844,0.03021252987490788
GSTP1,-0.12064649495364749,-0.009570133424358536,-0.07677993620199021,0.10486511473566763,0.01564980298279241,0.00953603636915318
VCAM1,-0.05243629412855993,-0.007326293193279801,-0.034529904326923044,-0.010608892345633088,0.03813947022850737,-0.05293512160312535
NXPH3,0.037749058378286175,0.01256343170862505,-0.01505469149660485,-0.02996468864157134,0.05169055114568577,0.013281968293953809
MTMR4,0.017087453503312578,0.035712106265121224,0.044671369294320314,-0.04119928749690459,-0.01091869552274579,0.011871715544849483
LAMC2,,,,,-0.019526271171103365,-0.03562906490932119
IL10,-0.036751832193177375,0.03222753957693965,-0.011424921428114881,-0.0388032642886446,0.08551019027313728,0.01347483270936989
SEMA4D,0.03818523032629116,0.038544300971227054,0.08794447875188391,0.03296814012213849,0.03936116511894467,0.009634801344464202
TRH,0.20598779145586327,-0.03224835791893419,0.026351287905761467,,0.043733393195431604,0.0580290557361947
SEMA6D,0.06987084980873244,-0.02187437070243466,-0.028014619600450277,0.044686538827342526,-0.01793945165255192,-0.0019724875385812627
CEL,0.0729193778581612,,,-0.025901462469717737,0.05979789632470595,0.058651811610040606
PDCD1LG2,-0.025940987109741045,0.010231162590186214,-0.019543685151080344,-0.05062014312872542,-0.049002121048366015,-0.03107092001956311
SPINT1,0.08774002589077136,-0.049821315231015496,-0.01676932508211592,0.013576143872683409,-0.038580259333281054,-0.029377364968984177
CTHRC1,0.027263711178423525,0.008940834465680135,-0.04386278929954129,-0.034886629327606354,0.057364797170843564,0.023101675517314707
PODXL,-0.0460030097542136,-0.020365211043302436,-0.011926420040014816,-0.011084978948579596,-0.024869416209772642,0.0734847845840176
JAM3,0.002295837823128576,-0.06046751861843252,-0.047905997371906296,0.060246007048404764,0.011592436259008411,-0.0002143806015341781
TGFB2,0.08927726847620841,-0.03942425794696463,-0.00021617565463002695,-0.09664181056224769,-0.024391111004540566,-0.022670984890583293
COL18A1,0.01435591605626499,0.01747311116660734,-0.005875478493738216,-0.04013865243264901,0.010642444987357029,0.06768362645855704
NODAL,0.02311203745423494,0.05923019885834019,0.021963064022179336,-0.01975026718771622,0.03783873098386061,0.04203039898314834
INHBB,0.0009721734493128547,-0.01932280890354222,-0.027194321366807016,-0.04277130135374809,0.0673788027257558,-0.059310624988535204
LCN1,,0.00425201515388051,,,,0.05540946024545621
ARF4,-0.022860416786018353,0.012520571139654442,-0.058056336681463025,-0.05934062070263784,0.0046023983095609825,-0.06812765847760782
CXCL14,0.1693616068307474,0.026484901334408045,0.009344594125524994,-0.050819620606183454,0.022431553081833765,-0.10403377364744532
LIF,-0.04719547408908318,-0.008999025398040355,0.010382825094670381,-0.023790598274689847,0.002451962591821276,-0.025378869084305273
IL17B,,-0.028953385481483948,,,,-0.009968488738400047
MMP1,-0.011667188087014183,,,,,-0.012098985421856322
MATN1,,0.043701730986770375,-0.010392040353473735,,-0.01975176692519891,0.015401327233345629
ADAM28,-0.008844955689984306,0.027232424443208947,-0.006679089281697457,-0.11284804557274118,0.020127307131722637,0.0500138175978963
TCN2,0.026805747231355346,0.006674679092801574,0.0030557640499887574,-0.051808701280171635,-0.0005790647143736154,-0.035200558380841934
THPO,,-0.02419424102689845,0.11945751972737305,-0.03148644067444679,,0.10864450083104553
CUBN,-0.029302355791784643,-0.027542797486271572,-0.018044862073017878,-0.04986639299230699,0.032629332172994824,-0.05279622480176516
TIMP3,0.09388533934599162,-0.04586033301212249,-0.0006923333222686266,-0.09124676963319822,-0.01312561494363545,0.09554624007383239
PIGF,-0.0510440558962648,-0.04084902799424642,-0.045374179080280415,-0.029660985772691578,-0.0740385185635079,0.004211940300580839
CRH,0.29198466529784134,0.0729531713898111,0.009413641642053947,,-0.03329135550744818,-0.025876933573480445
BDNF,0.12730375171873132,0.08102806787144365,-0.011704107843064034,,0.1595640246622301,-0.06236438381528744
CCL5,0.012967053487199526,0.020810311401215132,-0.014098054059897416,-0.031437167124073045,0.04202632631766629,0.038897177324526834
GAD1,0.17335290580357018,0.053373315061914624,0.0866507846375441,0.003661331593327063,0.050909064593584914,0.028553954751981615
COL14A1,0.009702339160263133,0.06953103224274215,-0.034813168389988505,-0.053780162937391136,0.01162001955356688,-6.59759012064901e-05
HLA-A,-0.1299955453831047,-0.020764346076131167,-0.06441659207104979,-0.03285408264866185,-0.02255672679436898,0.02428468514058197
CD5L,,,,-0.03594090677226533,,
FGF18,-0.016176432847714202,,,,,-0.035349415947309365
ADM,-0.07757490528977322,0.01022074843037089,-0.019998337335636548,-0.03426693712743295,-0.01664652804780958,-0.08385698398888719
GNAI2,-0.10965371408302098,-0.04738552589742589,-0.022569515688780392,0.05435386024036995,0.046111813473992465,-0.007905674196935043
HDC,,-0.05738038885254719,,,,-0.02574948888466147
COL11A1,-0.08354981523367064,-0.01859036137587649,-0.03131195843841203,0.012352372576179176,0.08838950201291025,0.032647883201547837
NUCB2,-0.023507690991631445,0.017530029820709815,0.05283930036777712,-0.005526729009635758,0.036972566529052696,-0.005952062102849143
FGF16,,,,,,-0.02537277388320093
CXCL1,0.04570964970674526,-0.03489066458180228,-0.014098056450102868,,-0.02968978998935631,0.029819181051069146
VCAN,-0.10159080667728564,-0.040385941961568354,-0.06059897950022688,0.00047838228894583526,-0.04700614833613968,-0.02539106084688773
MMP7,,-0.012796484121673696,-0.01606195893541735,,,-0.0374464322059989
PTPN6,-0.022237833760526026,-0.01795396581315613,0.03095344785372074,-0.05136617324117635,0.0046016763461579156,0.03554189488840853
PTGS2,-0.002479020716773705,0.038853625013217166,-0.02398736717476816,-0.041663246241533315,-0.0030775055871345913,-0.03776161472365723
XCL1,-0.012405928504304678,,,,,0.04184029480800342
CD58,0.016436691591009026,-0.07519685143407788,-0.018614001933007895,0.027536174864041058,-0.008411689026954272,0.013385343906691419
TNFSF14,-0.034918546121011446,-0.02666335525658085,,-0.009984081796962295,0.07444377255579893,0.007483183535828885
CNTN4,0.2548674406003472,0.059721796061178375,0.050365231479234156,0.08197253665051896,-0.024786939686539992,0.10197701092239601
BTLA,-0.012933593457860573,,,-0.0403343865139524,,
MFNG,0.020701512654760508,-0.013650205952614472,-0.004388686874362996,-0.030669845418299774,-0.025056377817012226,0.003298725782723258
ICAM1,-0.06021153144966092,-0.024531057532853024,-0.01011115739032125,-0.027017160965883136,0.059387815677772106,-0.01430936343215004
PROS1,-0.061875750757228065,-0.03730760400779577,-0.0011699846546746693,-0.13625435545538978,0.03628685841612417,-0.026906277386860977
CLCF1,-0.04616592242709246,0.024068971877756914,-0.01991113704192297,0.00725346887613337,0.025185006697952896,-0.037817876578047846
PSAP,0.031129925125954822,0.05768455863748591,0.06718339049183791,0.09069179038445033,-0.039793732642455816,0.07853006151253243
EFEMP1,-0.14632702433939368,0.0020481910653616943,-0.07233594008067373,-0.0393708823317289,0.056327617116615374,-0.022580789248182142
C1QTNF1,0.04153270031276241,-0.03112006246064583,0.024483070108583846,0.010610802257339003,-0.04989685716498106,-0.023766529280146963
ALB,-0.030550269027104764,-0.021464492120467762,-0.022483163838184852,0.02001938848416409,0.002406734419593863,-0.03645665357871963
EFNA3,0.06876974970684797,0.05873590925337898,0.0038662071800469695,-0.04670598685777823,0.02542371403301297,0.014391589058490046
DRAXIN,0.028923387695997355,-0.04947630652568868,-0.02119070427453291,-0.08148227891181714,0.02207061870012386,0.0043638952268885926
NPTX2,0.18749646361480693,-0.00801220768059762,-0.02259787370885904,0.008128746887365663,0.010229409760075331,-0.0221423725706119
FGF11,-0.035170831319004725,-0.007871181233691788,-0.032015650531029775,-0.06763123333088313,-0.06080059261999628,0.019584761513024056
CD59,0.08873084930242596,0.017119826052244002,0.01758401249331399,-0.04422012426528125,0.0692944136405968,0.034619194777457805
COL9A2,-0.011336136506419464,0.04291313650830365,-0.03727472474373986,-0.0017169502030545713,-0.06435568413278892,0.0014239727611811172
DLL3,0.07000796152860145,-0.0045063026048046545,-0.02631254235202053,0.0007183201742271933,0.00489054458873477,0.009648706035435274
FGF5,,0.050730510379565975,,,,0.049805040790402856
LIN7C,-0.0015396974826332112,0.034779016173463226,0.014726694053008976,-0.0877944207309673,-0.010089066766746695,0.024503853016583105
GDF7,,0.020059592559592686,,0.1263497623020271,0.02856922991001164,0.055461665431251264
PSPN,0.03396719290706206,-0.05201716491573433,-0.022502858760540017,0.0007755146106119455,0.03557067861581257,-0.007101723284660891
ANGPT1,-0.02928004429450263,-0.0034161789659072016,-0.01646949288941583,-0.04808537121462169,0.0010441766523749945,-0.022076469324609754
PNOC,0.15113875386068146,0.0688199503337224,-0.02056236961070803,,,-0.012268867945518316
L1CAM,0.10940167026542631,0.03317822148538165,0.094283848954034,0.04126334018074059,-0.031531485391240455,0.05534232761917195
APOA1,0.01398456971362889,0.007184458758568771,0.04551529946989244,0.003938247012582778,-0.008855165106563177,0.01225885580599554
PSEN1,0.07894780086815353,0.01705352186179622,-0.013844000389390347,0.06397033769027692,0.03654721177588565,0.010605138710382362
CALM2,0.14364357593247168,0.009359256866850917,0.06395140711113474,0.0045816354536052754,-0.007064605521337436,0.04867918503467084
CLEC2B,-0.00863147849460408,-0.0006373888501843686,-0.038756384909971735,-0.021096488975120935,0.03630576740701831,-0.06845469111511919
NTNG1,0.039027114054951385,0.04113326480345965,-0.031432624983716365,-0.03509069143671652,-0.04050997229954548,-0.040291522696297176
LRIG1,-0.10350106068343169,-0.025046994598125365,-0.051355145405839485,0.01111198677107332,-0.018279246308140495,0.03364874650365946
CPAMD8,0.007130978449377772,-0.015462063252213012,-0.019193960943509676,-0.017599101737035695,-0.014681357164394003,-0.027910272326359738
GHRL,0.0013974724179686448,-0.009798398735720887,-0.013263058374265033,0.023721868980659474,-0.03972695340637955,-0.024603195463298866
NPY,0.06723496562679925,0.10587181605479234,0.026681700690508382,0.03380792720635907,0.003017948012038088,0.010266009847872199
MMP2,0.037291090480596194,0.001312588614100877,-0.09480752304397774,-0.06207403646326657,0.03259737208190364,0.05196087543147608
PPY,,,,,,0.010680096731555568
ALKAL2,,-0.017531408017703223,0.004272991814843387,-0.02970981511931847,-0.01982140081342911,-0.0743282227492567
CSF1,-0.11087713560963018,0.031887930825374756,-0.036734542942542206,0.057181036308822604,0.08127484520375478,0.003985180122136649
SEMA4C,0.020832129124577124,0.033239633039671285,0.02428977066816469,0.045213973109774895,0.08953712921385516,-0.015296096612739618
ICAM2,0.0225645723892789,0.03098027587004894,0.04616413413331757,-0.0709732879845724,-0.04289651779393433,0.03601058324952491
SYTL3,-0.00698877329467926,-0.06872100096271427,-0.03244642739866479,0.0016440006025344271,-0.005406271935275585,0.0927864558289608
IL1A,-0.04681065160512337,0.005704124565833157,-0.01997347891657621,-0.0404156380591767,-0.011056308206852656,0.0341210958088374
PGF,-0.015804390221905787,0.012484952841264498,-0.021641397859003344,-0.05297580926569389,0.03343896017860044,0.0457731046624998
LGALS8,0.007932962358810662,-0.04784474121083072,0.04730083325093995,-0.10385608696189054,0.07420096132135497,0.0010259594931261277
DKK3,0.16273120095611365,0.03156785681261121,0.056130231349435414,0.014530641849919578,0.003676337258213817,0.10274855282824949
COL16A1,-0.03155500734072235,-0.033405171952921094,-0.0626610816317239,-0.05845329882787203,0.03779235386217264,0.01593733459639956
TPH1,-0.015461990835586834,-0.018380492239575212,-0.012506367062566325,,-0.010048781675512704,0.030302305926919453
TNC,-0.114587969306908,-0.04304140595462853,-0.04235010722007948,-0.06250533142363937,0.01780065677409759,-0.1082133392958393
TNFSF9,0.15033599245753668,0.03557640226090646,-0.02121856083397792,0.022098510726276624,-0.0356602105267487,0.0009465351355395371
C4A,,,-0.010993571738723331,,-0.02690719536187279,
CNTN2,0.027004860630127886,-0.057132826293895066,0.02742838817099941,0.05042679188162201,0.023890574379187256,0.021476230157171438
F7,,0.08546277840245521,,,,-0.03449867382615724
LUM,0.00381521784022461,0.0570962801830648,0.029717002603829513,0.053596152549826956,-0.0011622785584411125,0.04729213314572706
BTC,-0.05112045017908252,,,,-0.023087389091387963,-0.03343511101373691
APOC1,0.1289009952279158,-0.02568237710356051,-0.03533604961936541,-0.012146101081623693,0.0652666004348896,0.013608297765124601
PKM,-0.016738592168141827,-0.03351320693642141,-0.01833162349808605,-0.018365985956056027,0.021182713319521495,-0.054211226173532384
TNF,-0.03340447159185017,-0.022692483224731348,-0.026114699906999477,-0.020282847309078818,,-0.02685003177504174
GNAS,0.16074088112780405,0.030582390435511145,-0.03258974053863433,-0.02429328363547282,-0.015502817525511418,0.0980402952066842
BMP8B,-0.020716923508442713,-0.005582995220778324,-0.013509741509572395,0.061595977758959745,0.0640306416564081,-0.04738815103274369
LIPH,,,,,,-0.03134082875156661
CCL28,,,-0.009918092359041213,,-0.018599288001174025,-0.04062291335755319
PTPN11,0.04331905992749853,-0.020563692655739953,0.024400275858568927,0.0024107028772022048,0.001980220379340557,-0.018684613982388087
ADAM12,0.04159171696278998,0.007964919863197823,-0.023534167938993517,-0.0382071918648473,0.037149215706040184,0.001784616854051085
EPO,-0.01659150093699737,,-0.012506368899168684,0.028983006223860533,,
EDN3,0.025370917820458718,0.12847669619263943,0.014055596985373824,0.1364406932406844,0.020235939552759295,0.005138162334209166
CCL22,,,,,-0.023087390113146384,
CCL2,-0.13857546293320472,-0.014894198270541559,0.005437190615768559,-0.04584051322884422,0.05713486702276803,-0.05188474281229244
DSCAM,-0.0041989200469726195,0.047425564430692665,0.04363034719855805,-0.0839439890804256,0.01856233243007564,-0.008045284135417184
ANG,-0.00730221430748194,-0.04096343935102643,0.01834406210846145,-0.0478119655253015,-0.04554542993620122,-0.045573178331953
FBLN2,0.07410330452800265,0.0753483248083003,0.015651834959632106,-0.0021737311027899614,-0.0026570221849510417,0.026812430421178673
VTN,-0.01672776299139876,-0.011368149271457042,-0.010392039590794046,,,-0.043524361889670043
VEGFA,-0.1120849523136329,-0.057914650089751635,-0.03403241824675765,-0.09338773861278936,-0.0007485186513540212,-0.09738891372761399
F10,0.030334150243069364,0.005454162287006023,,,0.03126105507819918,-0.035349428671775096
SERPINA1,-0.05099442729554829,-0.03787399428785417,-0.023196259388302328,0.05560915108153742,0.07596414905199737,0.0015988278134014089
VWF,0.0643149658369669,-0.0019273860474764777,0.03715498992915763,-0.041686347877304394,0.006262806178516491,0.10175339229295959
GDNF,,,-0.01250636792521279,-0.03509068163843472,,
VASP,-0.08630729044991424,0.020395715421893442,-0.018125950809432318,-0.011413957308768546,0.060720754673651685,-0.022543429918350302
ADAM15,-0.0373589999162478,-0.04640967814992616,0.03594171384283298,-0.05098350253893493,-0.0020642459928423215,-0.010000524847683408
WNT2,0.14847922220395862,0.09259815758533566,0.04662291951184872,,,0.0005336449034299781
CALCB,-0.02020541253380185,-0.01709205405641419,,,,-0.014892582891537644
OLFM2,0.06341144432707742,-0.05111580268859508,0.018623113961145524,0.023873406112966296,0.014741009813366514,-0.02206024906661995
MFAP2,-0.027037635705866755,0.009734343838257034,0.053705621822939566,-0.06843883252110199,-0.009987858899557642,0.07620394198145004
HLA-C,-0.019434081198193547,-0.016232847545839285,-0.09043863418503902,-0.07807377846620352,-0.013559784516604147,0.09615706489110913
THBS1,-0.050690456089852315,0.011709800133778826,-0.028053856524857847,-0.02564791341668898,0.026383641248562448,0.005282803494857865
HSPA4,-0.03783144220624484,-0.027700285974972552,0.03715488432790732,0.007488500967711497,-0.026484777548343278,-0.050295547895205996
LMAN1,-0.07461057596310999,-0.03423776714571463,-0.02255834274420137,-0.06684907288765857,0.026163063443440677,-0.054183173259200204
LYPD3,0.06943267999756929,-0.026514622047570026,,0.006783849928023967,,-0.03910512494155867
APOE,-0.08162678710552554,-0.058205711789867394,0.028877080550447992,0.08549154741053587,-0.010982726821681209,0.07033786025350193
SOSTDC1,0.28337274529984235,0.04282250546245737,0.05109124716657539,,,-0.0050915179613083665
ANXA1,-0.09029384108292979,-0.049295720847601095,-0.048807737743341795,-0.04037386913683274,0.025882501182987766,-0.0962221266746093
WNT2B,0.11309015957256276,0.04052387032282447,0.030798299716567553,-0.03251637782925971,-0.008436734259449487,-0.0025483051006743706
