,MGH258,UKF248,UKF251,UKF259,UKF266,UKF269,UKF296,UKF304,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916inf
PDAP1,0.056647045412607434,0.010264084517857361,-0.032261973043162424,0.0023663023624023952,0.039632228061350895,0.08721121228200389,-0.02943596661810497,0.043853800748497686,-0.02442807034224988,-0.04818766353994145,0.013930397498518947,0.020073343016587766,-0.0033701220196166977,0.03618251166720938,-0.017331422363515335,-0.006593654098748929,-0.020854990385093676
QDPR,-0.056582357439649185,-0.057424593667745064,0.03926654311477412,-0.03030287703127777,-0.055247657549601904,-0.11389857676203106,-0.002551324570589998,0.013060552498549507,-0.03513536574284464,-0.01761751343566168,-0.10703763896088642,0.023898456658314755,0.026119534228566613,-0.08107614138593128,-0.010740023168409135,-0.01298527326497285,0.04981233847402114
POMC,0.002679879157496812,0.05473912859283951,0.006646052260720897,-0.036749218678636016,-0.015559274703184658,0.10468101734824103,0.015588600423522395,0.01310876734285601,0.009135708428396911,0.1983935124417067,0.027261819413635875,-0.007503849458180823,-0.011670638451271417,0.017536468782701122,-0.02313224803100251,0.016270126422348274,0.04772224174520963
CCL18,,-0.029685464023458806,,,,,,-0.01723519225967551,,,-0.03595998848721061,-0.021368940178965252,0.08663552679886628,,0.007201526820636253,,
CCL17,,,,-0.01024868898890909,,,0.006797450863035221,,,,,-0.02159663106547165,0.004490638262866564,-0.02095934898952062,,0.023916743270803297,
VEGFD,,0.03346911428873794,0.03495144315196475,-0.002678655164681235,,0.07545214155919147,-0.015334702571653062,0.005787408690959488,,-0.04160525301274267,,,-0.022723279932499434,-0.04647847334322409,,,
TNFSF13,,0.028410919999296725,,-0.015777310180609676,0.06298049739630543,,,,,,,0.08786007740936717,0.010398852718065933,0.13967701515280037,-0.023580326490747178,0.028727020577801295,
WNT5A,0.06899600508026524,0.008670301144726493,0.01882035500454655,-0.022089379419311755,0.06371080545113215,0.03667710211630622,0.028656579948829378,0.03751225412121558,-0.061401629397077,0.03162363771823457,0.08736700362167506,0.04609315117797239,-0.028122642935553985,-0.028468682865300597,0.04071638174411485,0.03904173244213216,-0.029164718850490892
CXCL8,,-0.010331315711643536,-0.021611355538521813,-0.0011337738389998239,-0.005874211284013214,0.05991523025252702,-0.014280341809758264,0.005103616641171249,,0.10912907089172406,-0.06331322138858841,-0.07608140488364419,-0.034201926811821964,0.037357470176819486,-0.014744321407246254,0.02002804798379157,-0.03980381796232071
GRN,-0.028407796312027136,0.12099432031423496,-0.02063242792999953,0.047485316703102826,0.03924688033542307,0.15593839947827584,0.059625278894972544,0.06535799650831926,0.055879931067218426,0.13955020323300543,0.11212788480423394,0.05351210612462387,0.013408228854571838,0.035643691194620034,0.058398868653046374,0.11146663922689969,-0.0962948494236045
MIA,0.05544970830400292,-0.022724549336842932,0.04522018115546532,-0.006780324705817051,0.09376074758969533,0.09214778013548906,0.050491595486544694,,0.06274894463002664,0.040722118190023866,0.04581461691779596,0.034669362995425286,0.04099460410862489,0.15225416380423,-0.045003926158668515,0.036219443658976884,
COL4A4,-0.020510456282223102,-0.030998544554394557,0.004139656747736539,-0.033080073168363276,-0.002578945646623646,-0.022770042972882036,-0.019411656051678324,,,-0.00157684354559108,0.024397715991357545,0.059887239907939385,-0.036383524159274226,0.11501542940933175,0.0812813587408618,-0.04593985727182618,
TAC1,-0.017710092538900307,0.01742701135434516,0.03522868552918924,0.035819991109503485,-0.04774841340308058,-0.0962566299175239,-0.002739824827321512,-0.048732961692732696,,,,,,,0.04984612952607936,-0.04579315943609338,0.021936328328560347
RARRES2,0.06129634619678026,-0.008737886039736024,0.005172111083623966,-0.02467699110966198,0.04733154961683431,0.1124631696910307,0.04530902063823787,-0.011046198717456868,-0.04255044786965431,-0.06332464585461185,0.02091710920387432,-0.05477663850049916,0.004655680037174583,0.01228435809553715,0.06534343497323153,-0.01334810778445283,0.04781039855580868
FGF7,0.05232570131706066,,0.025657072151133387,-0.009647870891900941,0.056960081962262876,0.11991589183232883,0.02101977324164691,0.07395071085297153,0.0903377869570279,-0.05158353386054412,0.04102244920636288,0.02299263422430366,0.0372866678341838,-0.01979717922297996,0.03756315617332875,0.04677705942682227,-0.017570984637855253
EFNA2,,,,,,,,,,,,,-0.021596956864024068,,,,
HBEGF,0.029380378628757066,0.07178241172527648,-0.01016087959647774,-0.038133293111689455,0.06462101654620613,0.030291044713484077,-0.0035474600984514645,0.039535927723422744,0.10357667115005019,0.06311502975267287,0.01743655094879635,0.003285103519703136,-0.02448892472013642,-0.005152357596056415,-0.005558481692601844,0.09844402131049661,0.01143647596498377
CSF3,,,,-0.027262667759078325,,-0.024090267196404974,,,,,,-0.012951780962393501,0.004206733171893954,,-0.03010475223726087,-0.0366750880012504,
PI3,,-0.032528901834099636,,-0.04704713369663663,,0.03119727761630037,,,,,,-0.09916371758767573,0.0078052399289647075,-0.007814962352006322,-0.03583439161780115,-0.04418821211823105,
PCSK1N,0.04759186387688448,-0.022226694969388748,-0.013758338606162844,0.0632130312807125,-0.0747283186327991,-0.01857312214277063,-0.00751011370472513,0.0016905048231258735,0.030735436142587627,-0.08595411423159777,0.04166760718960394,0.021313550398730733,-0.010875159237653654,0.0033662345180517036,-0.002115098041056228,-0.03512582684545426,-0.0295060683408289
NTS,,,,,0.021726192349786164,0.03481350909513265,-0.03553738422476029,-0.027202167095233796,,,,-0.02451093351310786,-0.02631179362633454,,0.0058660140395495495,-0.04681684149170906,
SFRP1,0.009446896691219888,-0.0360559504936021,-0.0341108369148586,-0.019957610389647003,0.071857712848452,-0.022930258089323134,-0.020905862171231807,-0.04933312723488134,-0.056717665224059875,-0.0454799440647878,-0.04642868714536924,-0.009963970511935084,0.04862106458110876,-0.0598892366275914,0.036641943921326935,-0.05304875877222708,-0.03174627139108283
CXCL13,,,0.06190212048475997,,,,,,,,,-0.029287481557321762,0.12341355670564655,,-0.0012127925448861684,,
MICA,-0.0005935433012046252,0.10566027238596408,-0.004652429797621467,-0.025373537330635795,0.019661649536584874,0.09514388161567891,0.059360922121166046,0.0284918089498738,0.12811001050115794,0.04752278163058084,-0.01741717333976326,0.08152537177003648,-0.02072107786848327,0.020083696594516916,0.04912658826497889,0.07529355679807886,-0.09070453102925047
TG,0.13821984942287768,-0.01359742547100739,-0.02191234492180763,-0.02153742357933435,-0.02898064511365496,0.023278409699081955,-0.015129481514715376,,0.013983415764919785,0.013072288334510896,0.04374705748652804,0.03534703066803992,-0.03240585016207418,,-0.02477667369837398,0.06372566950695098,
ADA,0.06326309684502547,0.17152980621111527,-0.02989059914231155,-0.026646246030574746,0.015228546343614549,0.07935371707414196,0.022865159085297303,-0.017253152755646622,0.1050894830767233,0.01233649060286013,0.07005971224053556,0.14679195336748901,0.0003439154993954388,0.0062263757027730985,0.08217549375568224,0.14400807391165227,-0.09940220756446663
LAMC3,0.023065952993959547,0.18845424397656013,-0.0027436154816969736,0.07274817186426999,0.07706416970846948,0.106310104068559,0.0028011160610694223,0.04029881285247774,0.08916048473089037,0.018035814538935543,0.06991212489249651,0.14809655593763837,0.0832682893949582,0.01832236387519833,0.07982907832266906,0.13983367960504614,0.003474641333830478
CCL7,,-0.024662052003877572,,-0.015571522836885907,,,,,,,,-0.018913884244485073,,,,0.011123816409388749,
NGF,,0.03680280111121264,,-0.03567833597297128,-0.027655308540805612,,,-0.027202185006055993,,0.056296529706531914,-0.05343881323158716,-0.0008610892023202514,-0.02130665742936489,,0.017135825743055468,0.006144760182553275,
TNFSF15,,,,-0.017339652272298525,0.07755044991560217,,,,-0.03802702832769856,-0.046816221483956325,0.08159304808329752,-0.01760453986318611,,,-0.018694534304513018,0.05846381260915911,
HMGB1,-0.07773218967050649,-0.0353931534952208,0.023978896967501176,0.03052406973736255,0.06257196671102128,0.09071774427721027,0.009098803554792456,-0.09039004797166388,-0.007798359235100701,-0.03473284444057576,0.00204922920431122,-0.051473833259416235,0.025123103589272257,-0.032141407936493165,0.05602753368293828,-0.05907640092841035,0.02400374761867493
ITGB3BP,-0.00020076110459266782,0.018473223752318493,0.002045985209799345,-0.05607764797896721,0.061441575990035406,0.06004555569562638,0.016612780881562195,-0.0412885161477795,0.048906340429871964,0.003185808691835299,0.023001883449696756,0.016508105727425275,0.028273622674489737,0.0519289110169146,0.025494977836516983,0.06037241727341234,0.027147443710370835
AANAT,,-0.016944258788790873,,0.09719745699016727,,0.014221262774006127,-0.0007176567300730745,-0.0255740544275792,,,-0.0008491815683382377,-0.012837339094992597,-0.029063654497496434,-0.004888585494628498,,-0.030554290453224574,
RELN,0.11659275986807639,-0.012272278091517543,0.009193920728152106,-0.02738588014599557,0.035891004235730876,-0.044220988884881095,-0.02316786202855687,0.028880784871857596,,0.00384025396728557,,,,0.029707154219459804,-0.022580971469648926,,0.15081172498259207
IL15,-0.04739339840725168,-0.0017572210333421455,0.03310490225388907,0.005536329759330341,0.03714167469732261,0.07137678430817139,-0.020174609405008707,-0.010464525218223624,-0.05365904232860482,0.016605202828055266,-0.02751509158649328,0.015564108864915037,0.07407496666933905,-0.035441373625990806,-0.012204984873755103,0.04609836828209072,
UTS2,,,,,,0.04762976885859478,,,-0.03705161516617452,,,0.0652985982566241,,,,,
BSG,0.09799342670303153,0.021255839976503328,-0.027945333711062312,0.03207382004993609,0.044737086964377476,-0.01812059236352518,-0.018363669303186756,-0.007933200806158579,0.030646746088770112,-0.03399893301702553,0.020145737439004652,-0.05159077528273648,0.0735885083443517,0.08288755200433501,-0.011765865200739845,0.04343001249827546,0.025188854751014438
ADAMTS3,0.12790782027700048,0.11530210225326229,0.02701690856735178,-0.055300835345643985,0.049957922742205695,0.09560992020367184,0.004086935651659802,0.026052948650046735,0.05221847035528049,,0.05868499956557901,0.06479823632271083,0.012754438818838598,0.024817406619730167,0.030792170040072904,0.07309146248366566,
CD34,0.013207489691051425,0.19094140668111872,0.034110054378545786,-0.008762910177490108,0.06656639128561227,0.09373948137083923,-0.01387465767251753,0.02911035203447245,0.07248745733156554,0.011008713062688455,0.11520967799507319,0.1065884621515218,0.038560981289937984,0.06136498568730491,0.03064314777779072,0.11784555589049953,0.08925970947535546
CCL23,,,,,,-0.02472537358374085,,,-0.03588266571266153,,,,,,,,
PLAT,0.049352708944547824,0.11457335192510594,-0.001045997588850445,0.010469465956610207,0.04931904725759966,0.07862694644317937,0.08604786816485657,0.03682421211421705,0.05394541108349985,0.04610053525813643,0.11543745161551938,0.09343943139495127,0.07356175126841273,0.05405463760271468,-0.0024075300197998633,0.1473331802555195,-0.005632385523566451
NTF3,,,,,,,0.004456713366947653,,,,,0.056738933622641485,-0.008200197271561243,,0.056406606097735,,
LTA,,,-0.016114407331302497,0.05186085993837268,,,,,,,,,,,,-0.022601331621609877,
CKLF,-0.011828737309536354,0.09638924011557802,0.011793152383489946,-0.011385166456144435,0.038271124495673874,0.13856252326155521,-0.0009772240272526219,-0.03795574496407216,0.07010640987068745,0.10625536488408256,0.11884639740396176,0.06525358484798396,-0.019123857857702205,-0.03372741413610391,0.024923470239038247,0.0038382477420255867,0.10594889205707528
CD24,0.000915234080059916,0.041582967468397784,-0.05555081750173103,-0.021397759093412065,0.08944792342912966,-0.019739426054700658,0.028769301906416873,0.034199597069077485,0.04464249650876865,-0.0552429318923893,0.012139866831420064,0.01215700730272053,-0.026898242657666695,-0.0691618361289998,0.02463999861022026,-0.006782307341978375,0.05540155491029521
HSP90AA1,0.014207759794349385,-0.057771963898973266,-0.02635316393820495,0.03609188911594821,-0.07883125522018847,-0.10594103259534704,-0.057776309724339975,0.021859692739756548,0.03019555356072738,-0.03823383694249939,-0.01602106094008954,-0.08902260593415737,-0.00495837687870964,-0.037393980704793994,-0.03331920957319866,-0.11310703188167807,0.09130759514194554
BMP4,-0.02110823237097662,0.060637647568618766,-0.017082216397830148,0.014435063282318191,0.10661466881425695,-0.030150262937755634,0.010764135647346008,-0.04079117174021306,0.09428416877699533,0.09572427755709328,0.04648223170267034,0.13390465024831813,0.03284785741929081,-0.011859488994644165,0.00407750659336658,0.10110075462710055,
SCGB3A1,,0.04836494283429688,,,-0.030500969400861,,-0.01471080693718446,0.0027112968905919463,-0.04428209216688584,0.10577448596267164,,-0.04016683697805531,0.01851356690252222,,0.047159174821548584,0.12512562174107855,
IGFBP4,0.06806304847740166,0.20867873758750077,0.017150403399137138,0.05082540361666643,0.08183750921570403,0.13288827402161413,0.005335425936100333,0.027548369696876785,0.07773057389549315,0.06405215581070071,0.05516463941327908,0.130486864430506,0.04767901620198486,0.1080696942910635,-0.024425511606718457,0.14274089967744574,-0.10978389120864337
RSPO4,,,-0.02605077988504347,-0.011404728737842066,,,-0.014710804785396162,,,0.14503665465991372,,,,,0.002448622464641122,0.008735291102339166,
LEFTY2,-0.020307659115297135,0.0791562339040317,0.023754266616156268,0.019118576648950954,0.094571278965832,0.16025218554922493,0.0016529374838703853,-0.027202185006055993,0.07877966568204298,,0.07986854650509839,0.08841464956955335,0.05649994744497314,0.013128772530295043,0.051894019353407934,0.14023546798744277,
PF4,,-0.025582917557349323,-0.014658243644848001,-0.013585846897890635,,,,,,,,,-0.019795106192857615,,,-0.015092514255696837,
ANGPTL2,0.017945540901986967,0.10159652744434033,0.014863492044016794,0.02117523089516361,0.07774980186278882,0.12590515612396583,0.005821215364173313,-0.008500864924290082,0.08539308478502189,0.07618359586449194,-0.009545265663981947,0.1303950577839791,-0.0008412310941369765,0.014785101368061238,-0.03575147298004118,0.18702198825647562,0.008215470754392808
LRIG2,0.045039663538291655,-0.022577469237151267,-1.7531546045687828e-05,-0.006501651463412197,0.09920941459279745,0.0374224852170855,-0.022428804912691166,-0.018053324358873395,0.1017912421226019,-0.007007341851865355,0.0790001271999515,0.09714649474547148,-0.007401799973720753,0.042687003454659686,-0.025384454721031704,0.056327674598628336,-0.005510843402777086
ICOSLG,-0.04552202584929203,0.09159728386290088,0.025917463026133892,-0.04379717701451069,0.0363498905961423,0.03439938029252831,0.058009545988627946,0.024463460599152186,0.06873297312463941,-0.002377110426596519,0.03822550286705288,0.011845954172406716,0.05784771884447997,0.01962535361525473,0.050441465805081825,0.05031871280487197,0.09709125021019113
WIF1,,-0.046032307696394756,,,-0.04659491841374248,-0.07718069892597196,-0.006098838942362215,0.019031705683044974,,,,,,,0.006454476192632887,,0.1348930117156303
NPPC,0.011704793309208704,-0.02131794808105279,,-0.021074998895769116,-0.017369059399353143,0.0554462817184778,-0.020444418605334694,-0.022660318525657676,-0.03170356666897553,-0.0711332770815482,0.021774828887544825,-0.039603713101341795,-0.014731605226705167,-0.04129258620744733,0.04247620898202099,,-0.016265103086908355
LYZ,-0.02677382759727609,0.06489562938034282,-0.029682345344960878,0.02160713860046987,0.07186450215225182,0.044353517680173156,0.028345607331379585,-0.003915176677127508,0.058661642451573105,0.10028451599764625,0.08220150608775714,0.03607604632220907,-0.01190197768454472,0.049015189645555894,-0.04184484743616002,0.08244919815854002,0.12173634900505427
EREG,,,,,,,,-0.027983098849225164,,,,-0.020364862819699875,0.09542035983136636,,-0.03256453871403382,0.04825443082136542,
SPTAN1,0.04292006838616967,0.030832898501776448,-0.03548552737648007,0.023550641454833293,-0.015846117962599694,-0.10645173424016378,0.015478329227204358,-0.0029462338198951196,0.007768678895346302,-0.08376886223676112,0.05041514938597712,0.020099487749424008,-0.024950420016738504,0.015491396329628532,0.07791195415724995,-0.011595264319512126,-0.07741914256127219
PTH2,,,,,,,,,,,,,,,0.0232764153127835,,
LIPC,0.15920656142512196,0.10031896910634477,-0.022061440089075058,-0.024414778713420647,0.04671784964633098,0.021360304498142246,,0.04010586228912559,0.05714233434634368,-0.0032393106177919756,-0.020565629487236472,,,0.006614348140843062,,0.01864380208902294,
COL8A1,-0.03498827352433059,0.057040444076857585,-0.00762541507480253,-0.04248983510923097,-0.02480469564094171,-0.009483805673989779,0.033067557715821344,0.018127366141754874,0.09260567399910136,-0.004005813499806227,0.07423237016622618,0.021972151266678085,0.030042972036597237,0.04227785373765641,0.018410137838727594,0.030189098078577812,
GSTM2,0.01668648246734782,0.044094197166452395,0.04373970900770066,0.03639856928813057,-0.02020549886628744,0.05520176180246132,0.011566934902189777,0.0053643963086369845,0.011202314667269344,-0.01703058658782181,-0.0035725963052175153,0.03047702250758278,-0.026163076597029475,-0.0244630218750981,0.016942810785056862,0.03016488473748501,
SPX,-0.005772669292099781,0.005369533100424878,0.07224601698186915,-0.04000635968432302,-0.058074077278546375,-0.012262001899332915,-0.048535856880187626,0.023001484469855435,0.013314227822617306,,0.056378542122648714,0.05101517884972796,-0.008125838841616108,-0.07607673552616222,0.015011723087108889,-0.012468199674510835,0.1366822654137037
MFGE8,0.050893411012939115,0.10561988890533218,-0.004354052554687325,0.012749395480511228,0.04378270915256812,-0.0027018902333587466,0.016050714827352458,0.01205572491763429,0.11627105773801126,-0.01842631473132669,0.10059631091155771,0.04538151340120416,0.04617334388520214,0.06847967320125554,0.048409732434769884,0.12206433792706277,-0.07496156209262046
TGFA,0.03509599636116261,0.013479933141339136,0.027879793795851048,0.02578073130494519,0.07271924843803625,0.006684369754017152,-0.019213503124277623,0.014268813859353253,0.09275215785454673,-0.030825347359975133,0.05300642798550264,0.0757265202525857,0.02058246622070333,-0.03280594393997261,-0.03931137089934246,0.08261987209805993,-0.03354350776733699
SLIT2,-0.02110822899334289,-0.003188392486976637,0.00516857735007556,-0.038730784439401596,0.007434208239124723,-0.02442376234787633,0.040213392551476886,-0.03771556101064018,0.018196247592357773,-0.0056226619644236964,0.19725806400123316,0.012574277701570834,0.06801616244997961,0.06437576749402858,0.07674026492341991,0.07527337321980017,0.12491620129566215
PLTP,0.09960954868647341,0.05061261594353223,-0.04963258450248389,0.0035211148966516536,0.013703038472854529,0.11131252941761385,-0.02568222585298338,0.05011948916398341,-0.03535870895734339,0.010625570106552053,0.022499565716541107,0.0026758888732115837,0.025332597014006062,0.11413470054933877,-0.006091545424444752,-0.027536542172842245,0.03075139009833581
APOD,-0.06442286584786548,0.014591889601884712,0.07089056414994972,0.054560186374901044,-0.04654262141792032,0.030593887273629182,0.06015269520585774,0.027926296958170303,-0.0023953822614200693,0.06440672495234355,-0.07622405703669455,0.07942939897954916,0.02188596776401158,-0.0760236670788831,0.03874975212770034,-0.1367581417621477,0.091920633275517
B2M,0.004484577874151713,0.15718028416185326,0.00431876835555771,0.06288560443105143,0.05097529595911045,0.14405412920427926,0.010462290575221203,0.02442127306761752,0.12472278381832681,0.05413433922257864,0.05103680537389808,0.05994472122293171,0.05704923953303332,0.09347660041648796,0.02666391853952631,0.11626969656911795,0.07164488833857574
OMG,-0.03942697161582129,-0.007356449583593159,-0.02810723774375753,0.0027694616105393517,-0.004358103645389918,-0.012971017904819,-0.057728393233402855,-0.006958494788201093,-0.054967338734638785,0.01193372385638346,-0.023478765988313676,0.034193192275323185,0.020523246003927187,-0.04589475682088471,0.043893177927539204,0.0040327447918326225,0.05825972091422942
CXCL3,0.039631339728198364,-0.02066665147521372,-0.03013595393495393,0.04687048142149339,,-0.02853054701668754,-0.01573745159918233,-0.025584756992633257,-0.00876522141253118,,,-0.07173320771320221,0.03824452088062283,-0.010221707611071362,-0.02393605321378395,-0.054479077031646686,
CXCL10,0.12456082006469302,0.004985913140835287,0.010381828585057987,0.005577755699531202,-0.021543971699127536,0.08298194772482864,-0.02390634083000578,-0.00661273167964974,0.2066772416246203,-0.09198939535344564,0.07625879070671616,0.005077286003984169,0.050972272326166676,-0.041963558126910355,-0.014600031611355067,0.04188041155737898,
RSPO3,,-0.02305077670011417,,0.021551280923810843,0.04743621427530755,-0.012761371235498361,-0.01603030999020527,0.0468304076291672,,,,0.04570111293037507,-0.034818328340601494,,-0.03905519200703184,0.009225166781189417,-0.054202638630310496
CORT,0.07132971634501604,-0.00065363320926583,0.037526558960352084,0.04252369632046053,0.044168741737310224,-0.02648394756028203,-0.03406028891212715,0.04815099248908614,,,,0.0864523547814558,-0.020714572522700484,,0.018802190857894592,,-0.057879638914050874
NCAN,-0.06163567317511998,-0.006038503623476983,0.0041051522834479924,0.030080562936807585,0.02993203405673748,0.06480239806204131,-0.055037953367714915,0.020849107813048252,-0.031722868128559636,0.16215892674699556,0.009751776468545253,0.08412556060085156,-0.038935897311194664,0.010017924710798161,0.03824718601683751,-0.03521190324833656,-0.0709838335982439
PRG4,,0.051561817374108636,,-0.015571525263476592,,0.020455789010653883,,,,,,0.012587525538898105,0.022152980752968825,,0.07918662554323304,0.02286064513520486,
ZG16B,,-0.01330076593379265,-0.017638813842323874,-0.01807265946177243,,0.04691772560136517,,,,,0.06272969459861444,,,,,0.06900879360815701,
TGM2,0.05212933062261776,0.10240965284000442,0.02356392520832533,0.03969054209709503,0.02772617335846345,0.024094367088056644,0.012528305848097455,-0.06812399004133565,0.0695234565044815,0.1140233787638108,0.060466676551518383,0.033528563385027785,0.03985283198996744,0.09478874332518704,0.0007593140757216131,0.06656946895237349,-0.024397535417899352
VEGFC,0.023988455174072693,0.015272643993623918,-0.022648916235880615,-0.005571970791297504,0.015002330655360118,0.08516470778386738,-0.013803322549365287,-0.031620779857544204,0.0973106054261079,0.17268915098754017,-0.012785888188432857,-0.04165623519075615,-0.022134151999731014,0.11273099426887592,0.043998246501109645,0.07763177289458122,
WNT6,,-0.03979167570435728,0.06351783142385345,-0.021537424473579606,-0.02450776587364949,-0.005490564624128111,,,,,-0.03959596045626768,0.02825001739031491,0.02671168812537759,,0.08480320955936477,0.034446342468635816,
NRG4,,-0.022714615719434124,,-0.018951258578669826,0.07162920202849145,-0.038500674050448394,0.0070176619074497565,-0.03522741983714741,,-0.002340275344455365,,,,-0.04065736027334139,-0.03452568139369306,-0.03900090556652532,
PMCH,,0.1080712064105346,,-0.026258815059149832,,,,,,,,0.10427806236111999,-0.0005810296098420243,,-0.01987846186265564,0.0719438172238299,
COL9A1,0.08318424732069819,0.04170329083464904,-0.006842398200077819,-0.019793206414044195,0.09101133446158799,0.016027406037301534,0.014789182996289247,-0.027595175524082978,0.16836352683802192,-0.02863963880696498,0.023839010029836648,0.11526157821511315,0.02347945617229689,-0.015109318304136848,-0.0021962995154564875,0.04812035933549676,0.12392349586444523
GDF11,-0.014913720943273832,0.05987988605012131,-0.02502746206420466,0.013547651989443662,0.04342546733486865,0.04097449746207179,-0.04003581003485178,0.012551755016049456,0.0011543673684961597,0.060319651911174235,0.04959304397832269,0.04417757318685697,0.016955936079491602,0.027342584409366155,-0.013005945195411544,0.12500393922180644,-0.06192369084026659
RAET1E,,,,,,,,,,,,,,,,0.018585556830765,
IL24,,,,,,,,,,,,-0.024529612709492714,-0.019479483288814534,,,,
SORBS1,0.007211645726025318,0.04134493491727286,0.08764999664114835,-0.01830304358569,0.02255673198819939,-0.04155612447049155,0.014242851213490537,-0.023397566040163256,0.0651944829220792,-0.006573484523399294,0.060608888479513526,0.037033217738664165,0.07379282983876487,-0.01632823725946442,-0.030876920061927056,-0.050391848768811205,0.0030149480213116247
DLL1,0.05661411518338713,-0.009505800016401358,-0.06302849857037218,-0.018481614020180764,0.06619220410276064,0.09593521773320994,-0.02126575398387461,0.022667342194829954,0.04973712466430517,0.08933354841534058,-0.030984643899966007,0.10109295510146678,0.017939718133599958,0.023266131218537867,-0.01211629277372883,0.07734884016851515,-0.028241393518339125
TLN1,-0.004730222802645156,0.1518608066345161,0.004021077392308918,0.04269071264631462,0.031870203981211306,0.07912428716117224,0.02458910730429411,-0.013308011338015766,0.10874374494640927,0.08230102682754306,-0.053780682638291444,-0.01107543424601468,-0.04450192058371079,0.05850236133362308,0.025235374747536492,0.06034159496454829,0.00680611518656778
COL2A1,0.09858289775554042,0.08213570046266574,,,-0.012071864964487106,0.06897141030014105,,,,,,0.020305797667713784,0.015625871963993954,,-0.02347423806124138,0.02242569673540073,
SHH,,,,-0.016181371376225943,0.021861389221717573,-0.022428484230526388,-0.01689062992473786,,0.06696040746508389,,,-0.05981683993274438,0.03323792093550065,2.9474811795264744e-05,0.031810050524212846,0.05888731553987067,
PON2,0.10847273492501168,0.006236473800900071,0.027339881180758797,0.04547237619703797,0.028677844803127232,0.06647232501409771,-0.00635503266817212,-0.022344079560111314,0.13922595502627658,0.09556293538436002,0.0170606849167542,0.06780100208337553,-0.021159217878522357,0.05500101763037721,0.022033291002812025,-0.07608558058540543,0.03896241271688082
ICAM5,,-0.01788086865047561,-0.020997615716758632,-0.0017657999158608505,0.031152743638394008,0.005501014625410052,-0.021699784969266892,0.0020667525472881075,,,,0.027153014029972795,0.005174053982173882,,0.04585307405188736,-0.0014708271851429666,-0.0054221817742651805
HPX,-0.021882273029448673,0.012447107830962001,,-0.03183555514777346,-0.009476652108425174,0.01665555601373791,-0.014710805437453121,,-0.03267368767676151,-0.0192108914110327,-0.021400591864911153,0.09547462305702688,-0.015233444775853719,-0.005696017231640062,0.015171645531700608,0.07017135477336259,
