,UKF260,ZH8811Abulk,ZH881T1,ZH916bulk
DRAXIN,-0.013376162737407696,0.0489983522867575,-0.028164744792165377,0.05408326145925262
RAET1L,,,-0.0051966156358269405,
NPTX2,-0.05342305365930571,0.05626854858168986,0.0033840139915650444,0.05769401487486138
FGF11,0.08967765330188578,0.10135155107023731,-0.017964843782097135,0.03328030291508673
CD59,0.01791722959716973,0.023615118295280006,0.051252677946851906,0.09600118104094663
COL9A2,-0.007001318214438178,-0.07528211578688082,-0.02901396522888845,0.0056257806555617094
DLL3,0.03928189334041254,-0.025677086238807215,-0.00042209765771713636,0.025474591793573254
FGF5,,,,-0.041709406324501576
LIN7C,0.02356535201250734,0.015331739491246355,0.04356926892862185,-0.032597661176945736
GDF7,,,-0.015021003226184241,-0.008369644542277463
PSPN,-0.03743148541164183,0.006415374610723318,-0.017714340886338387,-0.012158672503294025
ANGPT1,0.025804336196325654,-0.014412189613528189,0.014310487222393335,0.0184847081823006
PNOC,-0.03732514671877488,,-0.01780801283064387,0.0547069834259253
L1CAM,-0.029537552522541394,0.11091734063522839,-0.004033647030607388,0.018427178562601093
APOA1,0.02224916701130555,0.02386164168157853,0.04333184755295873,-0.03628263989757402
PSEN1,0.06095937813191845,0.01223362037810875,0.027039638023919208,0.047153448863492924
CALM2,-0.02288774590548531,0.00899644396177589,-0.0048395896146394635,-0.07431996126981977
CLEC2B,-0.040563593743889376,-0.0011330105270895736,0.00732851292124045,0.04502853409344813
NTNG1,-0.01173810619708401,-0.059333057149539986,0.004712064977866509,0.06273938203833344
LRIG1,0.016262600869805386,-0.04467450816800837,0.010064593937998124,0.045464184985391336
CPAMD8,-0.02257976163071831,,,-0.026746429876556083
GHRL,0.031562765919391556,,-0.0162481313362673,-0.023577256233964998
NPY,-0.004571166808747183,-0.010422181833097587,-0.01493990659105329,-0.030902225381796
MMP2,-0.01461836507779455,0.06331167017452581,-0.04376488652747423,0.06933173725085752
PPY,,0.06670877246108926,-0.010208855811171846,-0.005517795329064287
ALKAL2,,-0.012522988808599547,0.08531904196582457,0.00029211049698960837
CSF1,0.006678954778702064,0.08950294440059876,-0.05017846757161444,0.06170240974666566
SEMA4C,0.0069042817417814045,-0.017925809131928705,-0.0011113705291573724,0.03610746132531803
ICAM2,-0.009502147832743137,-0.031640700882394554,0.0077918592742308905,0.03300408086411905
SYTL3,-0.02557715788940678,-0.022398125275390927,-0.02664899612719223,0.023172481219410034
IL1A,-0.014768993939845845,-0.03157576856591631,-0.023959269704389816,0.02029237950091023
HLA-G,,0.11144960723375272,0.06987808016852225,
PGF,0.024194488148248334,-0.02786765751182976,0.09331847589788439,0.03127004760837283
LGALS8,-0.02157776057802075,0.021695969221215392,0.030410398859865923,0.046869996773317685
DKK3,-0.021722725567015117,0.04288996807753818,0.010683072262801558,-0.05492335598929671
COL16A1,-0.016337048969527156,0.012378300901390762,0.01389956524587337,0.03713807433130113
TPH1,0.09800053576058289,0.1088363320599284,0.02265127411951885,0.07783815966409666
TNC,-0.030543230384254407,0.10334112735606546,-0.032792322635784084,0.07457856578902809
TNFSF9,0.024395827815591225,0.0010155917953614142,0.009842327071331801,0.025670924113214026
C4A,,0.07336335789122297,-0.015179424432607919,
CNTN2,0.04773978547900226,0.012828916798279568,0.01106462580544751,-0.036900240459933766
F7,,-0.023410485429054006,-0.015021004678678548,-0.03306009878857541
LUM,0.0018364930524275432,-0.026812713946719333,0.09367109280164436,0.14257701717502455
BTC,0.024563316974864097,-0.01693666318198547,-0.01453611614658756,0.06054866622464916
APOC1,-0.03444426321593264,-0.06132939593574715,-0.05631779024114683,-0.05438166657998202
PKM,-0.0031191163991392576,0.07973581612710863,0.029507597575757133,0.09190047515477735
TNF,-0.022940642502211294,-0.016438703230795243,,-0.025730400751991588
GNAS,0.0012924046096704225,-0.011935726212935597,-0.06991235451603382,-0.03265120646755448
BMP8B,0.028768116945937942,0.07480835154788096,-0.047507514126545414,0.06290723575089856
LIPH,,-0.016689431591934416,0.039095220705083956,0.03440043527006448
CCL28,,,,-0.03892896102174727
PTPN11,0.0010445038990964978,-0.02607493147591534,0.008065250319529167,0.02202999581527399
ADAM12,0.019063961178911792,0.016615891639993968,-0.01846168563541,0.05841931510712277
EPO,-0.02378413041810221,0.14819438518367456,-0.014371076930025106,
EDN3,-0.024365828152876277,0.0014988884564424928,0.02195441051807347,0.011101818251892482
CCL22,,-0.020513764756897594,-0.012609994394499852,
CCL2,0.035567793190907075,0.001164207917848354,0.01535681637787197,0.06159990533443653
DSCAM,-0.026858310691615515,0.006581797650836748,-0.008832120162071824,0.05197929315794366
ANG,-0.000945089256574898,0.03056541281774698,0.051964966066691834,0.04773606578021811
FBLN2,-0.017914503402127344,-0.042729952996259465,0.0736926988845547,0.08725077634443572
VTN,0.0072909019696990405,-0.020718285598019717,0.0639056254835631,-0.02945605354460372
VEGFA,0.02836877478869928,0.07530817235047174,-0.01819495947921073,0.00787327671643285
F10,-0.022373245541604633,,0.03833470380901672,0.09823555632992984
SERPINA1,-0.060010528146588055,0.03708727587830264,0.06293865994994711,0.06367134614148326
VWF,0.008981540330818254,-0.027399783928135565,0.12258231965553301,0.004927650093497311
GDNF,,-0.03516752289314688,-0.020123869275345877,
VASP,-0.023921415087734238,0.022722659997453973,0.01254330345356644,0.04087302240103588
ADAM15,0.05496391406342206,0.016911026043429374,0.0627698912969749,0.1066299223604949
WNT2,0.05686693060574935,-0.022482447909689042,0.025629200430419698,0.004849195717177043
CALCB,-0.0036211665272276976,0.11567138220260356,0.011586089576603058,0.11997408913689794
OLFM2,-0.03948397412421179,0.010461417559134876,-0.04257491108511118,0.017175659481228088
MFAP2,0.012128013682235966,0.0034298734404792967,0.05928150889211366,0.08429296211769244
HLA-C,0.024725046722651006,0.059645656557317066,0.029610051496715938,0.031631425089675265
THBS1,0.00202794461480352,-0.00856618777502568,0.019016200791103877,0.11553076856485636
HSPA4,0.032855253146036,-0.01946976791885744,-0.04620510160157495,0.0019857166977467005
LMAN1,0.038530337359803914,0.012134970526236789,0.033792498327728876,0.06011367978077785
LYPD3,-0.023979465892411494,0.01130245787046207,-0.022888570136295954,0.017466508570718808
APOE,0.01704718950581108,-0.0832087516962994,-0.04611546197521146,-0.013050088169675437
SOSTDC1,-0.016931819082903487,0.07083604054769416,0.0907846284523715,-0.041640296884073724
ANXA1,0.012103305186730157,-0.029351921543508637,0.013302732772877397,-0.02424678163192242
WNT2B,0.030286921516626417,-0.019030187388298023,-0.04127774209484489,0.0060895812756211415
AMH,-0.02977653891585198,0.050006591997408846,0.0066967548098440695,0.039240938647759085
GDF10,0.013019526025518414,0.06728862369633018,0.005465524113268705,0.009388325951021232
EFNB3,-0.03488139730611565,0.06722401252304838,-0.024516471024693096,-0.07839959406108261
LTB,0.056902097307637484,-0.006674418602175562,0.056921304594789994,0.022095269091508187
ANGPT2,0.015242542343381219,-0.02413410595067941,0.09577204037030031,0.03270136357493497
NRTN,,,0.10529757726655647,
ADAM17,0.05222653527799924,0.01769789918887632,-0.029230620796703875,0.08008456913960384
LRPAP1,0.02408339667018248,0.05846402516431346,0.010933932591428474,-0.02942610388990821
NID1,-0.013631627957093044,-0.02179784003602815,0.07124710916885298,0.07018255760010643
MST1,-0.030171312236420653,0.07572160327203004,0.07370896342359304,0.10610911970436238
DCN,0.009552865936631181,-0.034791418877605985,0.08941555323608674,0.08653790075387482
COL7A1,0.07581004208385879,0.0852538343276086,0.05320911367293757,0.07506810594318362
CALR,0.033179066500534024,0.07944556625504388,0.008342649935762338,0.13455983524745838
PIGA,0.03989046746947696,0.053616408421028675,-0.015158773532519987,0.06810975681259969
CD200,-0.042943351003049766,0.042323450434433106,0.03849697417272605,0.049688712245014637
GRP,,,0.08989171316645728,0.04063616068840282
CDH1,,0.01273424393853604,-0.007916582344551497,0.03417664913541713
LPL,-0.058762882246506914,0.022779578392724344,0.014737800296748226,0.04514418434799956
SEMA5A,0.010800489528970057,-0.012400440340845238,-0.01610583026310848,0.048293552650628874
SEMA7A,-0.016395433488422196,-0.04142508044993892,0.01490468486610593,0.08740744476470795
SEMA4G,-0.007674981534209117,0.003237141924120677,-0.01084234626458671,-0.05550569257186219
SEMA3B,-0.04413124190764348,0.03957445788945526,0.04086180221499515,0.030253127727771115
RPH3A,-0.06332860832956917,0.10923211073530043,0.013454241326203752,-0.061066207102602535
JAG2,0.035550955612873074,0.045129855585686454,0.05773934246026092,0.06489736009197025
CGN,0.02457907386048467,0.09091124077178532,0.0029399745397049085,0.05842001632120482
GDF15,-0.025511938300139213,-0.0697110830456317,0.04522671552572548,0.07837930495266493
SEMA4F,-0.05475551374437958,0.00031098243163553825,-0.01678554668533872,0.060262010377633894
NXPH1,0.015892810644891005,-0.018749991235102473,-0.058195909604654074,0.11052660743354763
ARF1,0.015792217180955637,-0.026837933467274526,0.0159170285370357,0.03828348120810223
EBI3,0.02308450764781275,0.0005233681058489371,0.019700826961044856,0.0016478680076229789
TIMP1,0.00197134195927056,0.017994114035415638,0.04651683725061584,0.07989323497817952
SEMA3C,0.04856582507475327,0.07705747401328612,-0.030763655283218484,0.0182224088543066
GAS6,0.039239265867939,0.0032709987578392143,0.050561876059232534,0.012584925311792533
MEPE,-0.04507252657832852,-0.031367623959488285,-0.02165934478699654,0.015038517418414842
SERPINE1,-0.0011311903749034883,0.022145834696672577,0.030375817186425468,0.05603220128178002
RSPO2,-0.03939913229816617,-0.025345236024919903,0.022960603099786994,0.0014168487077123443
SHBG,-0.03597187389390095,0.07118078967137609,0.1049424195157265,-0.004078063634935847
LGALS3BP,-0.036381604543382746,0.06261510447038782,0.0033200318670016772,0.07321869371116385
LAMB1,0.07850506888780726,0.0451678530406504,0.028149215506647656,0.08662710383921009
SPTBN2,-0.06321685546549857,0.025661411209205398,-0.02571307171944491,-0.037462765684836724
COL1A2,-0.009199432139979615,-0.046877899805724675,0.09252638673570165,0.1033921780918862
DEFB1,0.018140696182671466,,,-0.0319444351055995
WNT11,,0.012606789153472171,0.08828972664394476,0.025401520494636152
LGALS1,-0.0018155901385993425,0.025998842489929314,-0.017396768531082497,0.02241376415729701
BCAN,-0.014977972426397507,-0.02847494746198926,-0.029318517762021164,-0.005159728111260906
ANOS1,-0.00151632988965433,-0.0475459507712674,0.05666773816961579,-0.014868042509439195
EDA,0.04440397772904516,-0.036938697449253745,-0.028815814892766432,0.04027356404107532
FGF22,-0.015172447740248984,0.005339912736190526,-0.021544626956370768,0.0370620985200393
SHANK1,,-0.017824248226628554,0.022122411635006264,0.08822286796984671
NPVF,,0.06607703618502711,,
RAET1G,,,,0.05275126192360393
TGFB1,0.025712530948903845,0.05700687737304763,0.019936161876430273,0.08714668146648644
MSTN,0.05974236222457545,-0.023227541838902493,-0.02177354983113556,0.025660809561006998
WNT4,-0.031191473194571176,0.07576720918171531,0.03496395600107563,0.039526995963518656
TNFSF4,0.058894144702900025,-0.016324877242039692,0.02968917311272185,0.08225661103965388
NTN1,0.010691987591489342,0.005732829860212997,-0.03623527258798668,0.0797342318409726
CXCL12,0.03131552978652462,0.07621080930848277,0.03686618143989342,0.01098954646081133
GNRH1,0.006969051386585306,-0.04339946974591093,-0.020245593015279964,-0.0362246050505165
FGF8,,-0.030939548210339167,-0.02589119585700557,
RIMS1,-0.030995935405130178,-0.00962410192641487,-0.006667786869793185,-0.04737607981967398
FGF14,0.04189649466978546,0.04884218675066923,0.03516736341606301,0.06253518537541793
IGF1,-0.04855929695580319,0.03183445550760282,0.04195158576446803,0.010412670725925988
TNFSF10,0.007845652252313071,-0.013197048237411904,0.005163471376241944,0.07121431763390845
GDF5,0.002894626337170559,0.15362947897628904,-0.04378586229859465,-0.03118159790729154
CHAD,0.028043723817609816,-0.020262781243320475,-0.02000149394153583,
RGMA,0.05897922567906923,0.0745489623567401,-0.025802733375450818,0.033165645186480165
WNT16,-0.016995706683864017,,-0.012796411144532505,-0.04010695510770965
CX3CL1,-0.03556724000274279,0.029738139641598164,-0.012844787661644675,-0.04028109270738255
FGF1,-0.029944780405520118,-0.0596499349193299,0.005876760977161882,-0.03612242358160999
ALOX5AP,0.016621996119042595,0.006998889127405796,0.01901372796459365,0.05433788463273473
IL1RN,-0.015683572731247156,0.03500538501871988,0.008502701169235983,0.07579613254496452
PCSK9,,0.0770209448602336,-0.012420916001472897,
NPW,0.02985684846197292,0.07566741051884338,-0.04141251074826865,0.09234470776862165
CXCL9,-0.0005117018743407194,,,-0.0025817922779680907
ANGPTL4,0.04862670635296042,0.09450658731838024,0.06998708817696972,0.11621864822889841
UCN2,,-0.030939553419672323,-0.0140355733000328,
COL4A3,0.00047567191190874605,,-0.0008363683517932804,-0.015496405373075978
NRG3,0.011528469001060382,-0.00377435197887248,0.011628168800146445,0.04978030616876426
IL23A,0.009195444105415224,-0.01789337272189273,,-0.03545656392177712
COLQ,-0.03906770486636449,-0.008904737326554687,0.01811216661235999,-0.016914511123381867
SCGB1A1,,,-0.014371076843523421,
TNFSF12,0.02884336814655155,-0.014341380757183294,0.04206231425062468,0.006306911928379744
DKK2,-0.01878619734401952,-0.02112188419457284,0.11741583157748096,-0.04477252583942942
FYN,0.00773267091817322,-0.02978807198480437,-0.011806233798309543,0.0807060776025997
ACE,-0.004213502829928259,-0.024105884872636697,0.09264576756539476,0.06857925038891488
IL18,-0.02978448098326817,-0.07191584338658381,-0.002618217938556386,-0.019379125367192333
PPBP,-0.017784058393781048,-0.02190871411899463,,0.036943579672294405
CCL27,0.0979251286909836,0.08638357160909266,-0.03383689040655763,-0.026773142043546597
SERPING1,-0.004765555889077437,-0.005051873018995841,0.04337184917112055,0.13577480686099222
AZGP1,0.012141647927006905,0.08676298359950843,0.024868280434314268,0.10797886733794218
INHA,0.04958129678553496,0.04233030125392696,-0.037412175767194536,0.03856897250297317
SEMA3G,-0.03072607967848382,,-0.020606954162711074,0.024516734136849867
OXT,,,0.049277302751733594,
