,UKF243,UKF255,UKF259,UKF260,UKF269,UKF296,UKF304,UKF334,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf
MIA,-0.03971496387935271,0.08775935996834425,-0.04850536100714039,-0.053584226063359386,0.007448574718865565,0.027192821376915075,,0.019823797206434113,0.014951543495224155,0.05104425632386516,-0.05519270834753117,
COL4A4,0.08843994855454769,-0.036226838542949336,0.01366735226809004,-0.012864912858204266,-0.004538713287795614,0.021212286342009442,,0.053958101092875695,0.030991579677655458,-0.05736966355915049,-0.0015256572639653885,
TAC1,-0.0355073918791167,-0.037941042268602225,0.03571677326049099,0.05318594165366948,-0.08842390933175441,-0.018768952597229507,-0.05479835888329168,-0.039871189847456794,,,0.09828173202232293,-0.03946546267399149
RARRES2,0.04537384999282423,0.05385146131520323,0.03705893976410813,-0.052302045534828714,0.14310516502527112,-0.05621694820112237,0.013754818027975367,0.05520250205181939,-0.07858124456411995,-0.02519572493701402,-0.0004913545102482078,0.04703911001254816
FGF7,-0.03992339018758948,-0.04308006943618443,0.023122264774850774,0.009585458055565247,0.08156150530059564,0.04964164790545217,-0.03004071276699984,0.01605628995562155,-0.03417474970372274,-0.04050184316684466,-0.029712837034387398,-0.042686807147994305
EFNA2,,,,,,,,,0.03232400711915958,,,
HBEGF,0.07099525385960274,0.016489294918768212,0.006657927353429207,-0.06813394111154544,0.0547242627063271,0.014273152919932558,-0.002089332250338158,-0.013175372292342979,0.043563440560624944,-0.02788469371470088,-0.05799287353478573,0.053432498280710145
CSF3,0.0032478417866511006,0.036120453495502906,-0.04817341413345019,-0.02640195176289447,-0.023726819470497488,,,,-0.07858393512783488,,-0.020203861176339624,-0.038419730997770685
PI3,-0.07266891264805486,0.04523516507412245,-0.011077906858094401,0.019294809348140575,-0.011811034430818011,,,,-0.10530117008591149,0.027346338506525292,-0.05041761825203208,
PCSK1N,0.1017404495204843,0.039481821228428395,0.011002125717423324,0.036540686554605045,-0.0004183012118238755,-0.027130626919479862,0.01746940408287637,-0.029757535935920412,0.06644786074094101,-0.043928988363222704,0.03368851303732311,-0.03834094482278105
NTS,,,,-0.0017978293690119778,-0.029163115260737785,0.008751362664392083,-0.020667603992882286,,-0.020259500133894926,,0.04619155666316863,
SFRP1,-0.010883732203319195,,0.025707563374123034,0.07249345810732377,0.05822273261839253,-0.022759167026529234,0.008015672130618627,-0.013298828069467689,-0.05107194888981413,0.01936511357081549,0.018144889138653968,-0.03659038342004365
CXCL13,,-0.018412479950513757,,0.1396974685853964,,,,,-0.042725103719909126,,-0.032956701918666405,
MICA,0.0279559929485637,0.0149894325690831,-0.021575471034744078,0.024003120565721976,0.1886564621291524,0.05295285975017307,0.014697902994613267,-0.004221159626631592,0.059699433420354414,0.005684702912386181,-0.002319243512452666,0.008345710228161572
TG,-0.014215135833950848,,-0.0380568488243164,-0.04017223169086971,-0.028636148310390474,-0.02105098330101224,,-0.00922148540880257,0.07709080933292822,,0.09528996777753934,
ADA,-0.008530090593986876,-0.03954493625850004,0.006544424409045671,0.04887484068362557,0.036960096436038946,0.01558021927176048,0.06245336204051542,0.02747198975713941,0.10019245193395722,0.008384018599404436,-0.009338661725008204,0.010797093877272198
LAMC3,0.08043113016792214,-0.02253292882417762,0.004857941449008743,0.0745352288217393,0.09116531320832465,0.038396729463665374,-0.01012529044014556,-0.005664450559680403,0.06741535954642966,0.032209874946800554,0.04477436085746827,-0.06166861228220175
CCL7,,,0.013639316470642563,0.01999293510620614,,,,,,,,
NGF,0.0022127192575857944,,-0.0054411209181846965,0.004303624673498701,,,-0.02066761760112824,,0.13524661538614738,,0.009401145480782967,
TNFSF15,0.04027904577122906,,0.008719443605140495,-0.022164959634858924,,,,,,,-0.012546250933007697,
HMGB1,0.054915364061123136,-0.04523569742919545,-0.005100920045221971,-0.026708663625560906,0.15761779012627125,0.0034829427980745463,-0.01977177384089024,-0.017581063164486307,-0.020265333367896085,-0.04062763122082342,-0.08338518526175052,0.06420385989175785
ITGB3BP,0.022271636592004523,-0.08101954207543119,-0.006877473265014666,-0.006020680052666488,0.0936967552927561,0.05403138441623593,0.021073046899720747,0.04212448430988378,0.017059156986405578,0.01321010389298733,-0.048528564829165864,-0.0011591168725472532
AANAT,-0.01756684216831467,,-0.027878672222298447,-0.019971954223162624,-0.02140223325569251,0.03707285806125824,-0.019430600052972802,0.09048837649517287,-0.02237837224423122,0.04584815236433136,,
RELN,-0.006823841376591014,-0.028556317976971262,0.03652192137327165,0.011673232332603808,-0.06280086753789683,0.01150221740944678,0.06258241198266276,0.03313504392383698,,-0.009279586188508543,-0.015154511460652461,0.0252638762717659
IL15,0.11944634619014345,,-0.014001771752165774,0.0294839015585335,0.04867784395369545,-0.02559497208087627,-0.03981763963870687,-0.019658278334958635,0.04368951550876207,0.025153507927073382,0.0066053298219578985,-0.04063470424742417
UTS2,,,,,-0.016887552416040542,,,,,,,
BSG,0.026169768506018355,0.02752823677637497,0.03199944373189716,0.03660611241344316,-0.055559830379160326,0.01642604722242687,0.06413272050117653,-0.004471398043001522,-0.03040639377984693,0.07181094416070499,0.019593354674706315,0.04600093167786982
ADAMTS3,0.03458332616937844,,0.0003187598275657851,0.001979904232706598,0.09274499659820651,0.05794655012692033,-0.031200977995523668,0.009760283372349153,0.046389260453751996,-0.03768426314543618,0.04415562907119595,0.03806610118425347
CD34,0.04125792132776141,0.01231452406102168,0.004437093997641966,0.04221769803184349,0.11380371677532128,0.008787131090673061,0.031554238782684534,-0.03750206917325745,0.048917235030021176,0.030954374696770842,0.04026433118885832,-0.022433639017908315
CCL23,,,,,-0.00892147513009369,,,,,,,
PLAT,0.07847352816485809,-0.0380985620767745,0.03546505916638377,-0.010000389834268156,0.14866475492679732,0.02356642522569219,0.021068135558301455,0.05187900468094071,0.11813767290409921,0.05207990716746554,-0.02720498882040754,0.04087773047883312
NTF3,,,,,,0.0030457829551520333,,,0.02823007085841342,,0.0019621999190631784,
LTA,,,-0.002618714090649315,,,,,0.047284955036431646,,,,
CKLF,0.08507680044906432,-0.048855104447120934,0.025951350645623813,-0.022322212798766727,0.11780380822422451,0.02559624937709383,-0.003286170887169003,0.04073109261898476,0.06241873636540864,-0.011567479919587408,0.03177251010692735,0.0034348958124597014
CD24,-0.017874519393085486,-0.08337878436204903,-0.0016320291912011802,0.07138362943387615,-0.0004586863208080068,0.05472957449662935,-0.09266827696794037,0.07189534133161282,0.0045250545139039885,-0.029078527740062653,-0.039222040408851376,0.04632497340633411
HSP90AA1,-0.12283805403899059,-0.03867751841959527,0.06419004744374472,0.04308392069543239,-0.14510667382778672,-0.023570562413870885,0.02679206239491544,-0.041539349622847034,-0.12262505540743468,-0.0013014868176000163,-0.05174576708478625,-0.003937968168799095
BMP4,-0.04782802815077626,0.016946827035618804,-0.03924427440878505,-0.028457584959868415,0.004078370395150932,0.03498270488569533,0.004469074070278255,0.023264501308479343,0.01057306545283919,0.0478942844787199,-0.016406205608822853,
SCGB3A1,,-0.02710456358400053,,-0.023784131949979484,,-0.006213789964940558,-0.034203293707788573,-0.013717288345544063,0.022094601090290843,,0.07598839174831815,
IGFBP4,-0.0025447894753717975,0.04493426885879542,-0.03933873302013354,0.03971834700770479,0.1322933307940586,-0.02716760977224395,-0.007159879842750084,0.0403743879689243,0.0158628304727389,0.0771223018889752,0.024080288510937266,-0.04007730980933668
RSPO4,-0.052102319025929614,,0.01824064776924283,-0.027450754503721662,,0.051409344819913036,,-0.027269130255414865,,,-0.017546667168546616,
LEFTY2,0.06274211915621408,0.02913521784402371,-0.02623226200830567,-0.04260781433315948,0.12775480655863738,0.014901285944861833,0.004844811658446295,-0.024267928063686293,-0.019120569201406534,0.0856603945415316,0.11965295717248206,-0.0629169686726839
PF4,,,0.028614750365270274,,,,,,-0.01524179469708509,,,
ANGPTL2,-0.002171405997163149,-0.04293884014068213,0.018995993514707932,-0.05316479306160533,0.08182946779411929,0.05994589344946836,-0.04859184594501497,0.04884295885621539,0.08069208324347828,-0.02713539022187303,-0.027746687592724882,-0.02834944764866584
LRIG2,0.06894156573854443,0.03871314642194134,-0.05849973702609316,0.03449639154616351,0.04993664828368233,0.05229821441612173,0.08826701844289596,0.01128156584945542,0.011595713006862704,-0.025299679476035664,0.015090804012649004,-0.034990922536817896
ICOSLG,0.02675523017611996,0.03787079184456851,0.011530741159353649,-0.028566891070257464,0.05213250689054048,0.049233580067890116,-0.08217085801947656,0.021221380485394455,0.06305388180052793,-0.03548985395730395,-0.008064233822882839,-0.02868621022318671
WIF1,-0.04092233867150552,-0.019525306017651775,,0.046797569016437335,-0.09487012328393658,0.00525929200401172,-0.02475858989874364,-0.037565572603053085,,,-0.016311326736791316,-0.04134933250397147
NPPC,0.011944051870979955,0.043959574477413936,0.059610278802023645,0.010544038792320073,-0.023743872904608724,0.026952803428060685,0.023546618573501155,0.08087267700551415,-0.02883849737688641,-0.05491286981649929,-0.035026061119524346,0.19280361330457907
LYZ,-0.015146445805312294,0.019374726033958792,-0.02441922040847524,0.005572734384418198,0.1179305888088788,0.05011201283055261,-0.042676445410319196,-0.020508354105308896,-0.01729083113420873,0.03466527774153755,0.03916237082834655,0.024025969941255283
EREG,,-0.01942232062187658,,-0.02885325743983959,,,0.003321861619191267,,-0.0484314565971465,,-0.021854669796469963,
SPTAN1,-0.004775813217402559,0.005310644541434196,-0.005198128628602719,0.04996853141223965,-0.02976003339350433,-0.03209699652229106,0.03295146827560279,-0.023185698204351214,0.0713386554478479,0.001165707554276251,0.06594537074459184,0.018018818701255112
PTH2,,,,,,,,,,,-0.013579163894540051,
LIPC,0.06227637921331145,,-0.016541805846101487,0.0277648843623744,0.0608329505137014,,-0.038077953600374984,0.013422405938955096,,-0.01685626973031745,,
COL8A1,0.09762160029026447,0.019506373442860513,-0.03704945272935661,0.022310185416640264,0.052647592409286494,0.016188517761008634,-0.009395692649126096,0.08061720250164595,0.05200027431734691,0.07237780548596487,0.032029629788248366,0.04660924297768608
GSTM2,0.04822303703195975,-0.04219430656058171,0.02080913298171613,0.06754380043415027,0.03846230294741761,0.021068146671823846,0.032943675771497455,0.11868991806336607,0.008911318938181437,0.006196296598337894,-0.02721640257777895,0.08906536200854874
SPX,0.08753593865159312,,0.021779580730565105,0.07305765228031652,-0.027702142566513162,0.054511710674823154,0.022861408285934644,-0.029724489993696583,0.06656263751203198,-0.025819755185701145,0.03188223889173723,0.12448320459633035
MFGE8,0.020854242654229343,-0.05865327385272321,-0.04675422185057187,0.016425782793565158,0.08280989640478571,0.0428991587210756,0.018131149976752397,0.04327414441713732,-0.021209287012168537,0.008960473596095522,0.031666282252715276,0.07257271362265452
TGFA,0.016808845465543544,0.06052243285420845,-0.006610374657734635,0.0037922875837709227,0.0731242130800659,-0.001044147802536166,-0.004794479260080235,0.0449061555057765,0.0366674339539632,0.006733877543953757,0.01703338619981839,0.0278323986341087
SLIT2,-0.00189010261070878,-0.02014601396055154,-0.02852260762163624,-0.007742760218530303,-0.009580557421694237,-0.022471868015857422,0.003709455421220142,-0.044219028036718816,0.03788458342307949,-0.06822122107236119,0.009120522821675196,0.08907197512345683
PLTP,0.09556327407253745,0.003097476893492522,0.037657003205075014,-0.02966460447301545,0.08587472739132448,0.05695549244497101,-0.03732116139240057,0.060603101148203,0.011453325371956423,0.06898058434613973,0.06931421526860329,0.03874359088775826
APOD,0.03668727549558323,-0.018623553874600032,0.0693428661274976,0.04521376155936994,0.07732811541708032,0.012505991997918695,0.001123283349533991,-0.004165743036040584,0.09651400936730661,-0.04092820944936739,0.08015958163175592,0.04612924567652847
B2M,0.08779869026100215,0.04160954942001878,0.016758740083963154,-0.04848160144344896,0.13084271238254896,0.025319754301876076,-0.029690729965624604,0.06580798323160729,0.006200017169569286,0.06345575883581107,-0.03651057620974876,0.07758197517703175
OMG,0.02766777458064443,0.04694691401851637,0.08269363140071329,0.01996666981371644,-0.01915195145319539,0.03487660756621345,0.05088007442793751,0.005384764257651222,0.1011888020882946,-0.011688890895426447,-0.014737006210420728,0.013583162768454511
CXCL3,-0.028014994117083993,0.0002045458910323822,0.020228444875516633,-0.02434627116568222,0.02584192128732944,-0.0496591150393227,0.02544884768178895,-0.014157521995423658,-0.06241862972320532,0.033340089621282216,-0.034093390111407634,-0.03920229126816867
CXCL10,0.040701411149515185,,0.007896270090696452,0.027879165112428973,0.09840840278021777,-0.035604414710181824,-0.05939084914765194,-0.02249801576234383,-0.02044366523155273,-0.045399788200040495,-0.007776527316419447,
RSPO3,,-0.02535741069584294,-0.016892119196235376,0.09616228073923078,-0.035143601845909825,-0.017085978823289008,-0.01967011361561631,-0.014794337625709695,0.07399051871810322,,-0.0066159833388733874,0.2012772113708899
CORT,-0.017849280688926522,-0.03365273873187109,0.0071424230126213755,0.06087227556382362,0.020566397202197575,-0.039436449064429786,-0.010883929518324698,-0.020739970906225917,-0.015949763469457926,,0.05314096724693863,-0.07855255654919467
NCAN,0.1648945335108739,-0.04379519468182924,0.03697808148410599,0.04712382815908667,0.06550844892443698,-0.01014748395368889,-0.0840438927591609,0.06111992624909378,0.10041430857447292,0.04394364663590432,0.02058281096953895,0.09105133610197207
PRG4,0.028774498420272424,0.04612892189295162,0.0135669492312469,0.05801449145798059,0.05901194928679866,,,-0.01729702627867988,-0.023534852029740178,,0.020291322002430157,
ZG16B,,,0.03265445642275083,,0.09904359435579424,,,,,,,
TGM2,0.09451168992588325,-0.004139138508213658,0.010493698192029804,0.03613621934454057,0.11947143798071072,0.011929587146879035,0.03459892657873424,0.015370248744758825,0.040848306230501084,0.04117284918805339,0.012597646453155162,0.1105978340413937
VEGFC,0.048380424179677625,0.03232528815621505,0.015592404462474974,-0.029291807873858593,0.0073154078491792975,0.034845397831984815,-0.024024768091228263,0.059195735169783166,0.05870863317815859,-0.03256823689407791,-0.004128058797366325,
WNT6,0.12098565320471737,-0.05790054234789267,-0.03805685040445696,-0.01253904772356059,0.06168358141167115,,,0.09555396313006122,0.027099572930522207,,0.00949155409404462,
NRG4,-0.03148422216321846,0.14506984488357624,-0.033487068687779294,-0.027104202915935866,0.03372400837303487,-0.02790942405251836,-0.006902942444893439,-0.020593472470248207,,0.04388088947257897,-0.023170829256430193,
PMCH,,,-0.04639959609517204,,,,,,0.2341162325390355,,-0.01334080681704353,
COL9A1,0.11861526768566771,-0.054428305243850145,-0.002274398366645924,0.04361511963043828,0.04520334222154029,0.039461567954564764,-0.0209662030914351,-0.023465772302314326,0.11663167074743958,0.0017029441958161223,-0.05532124710661232,
GDF11,0.08437785405376375,-0.06391009064421721,-0.036243251742391513,0.0438437879886687,0.10354663100614667,-0.007420492451235816,-0.06431434608939594,0.05463330135733304,0.02787202958511045,-0.027559580633381996,-0.11584811856570136,-0.0018643224432457765
IL24,,,,,,,,,-0.014998772029853419,,,
SORBS1,0.04771628040569695,0.03254933044490911,0.013947417368284497,-0.004628573133639489,0.013224236664650234,0.026792988348745297,0.0212542082112604,-0.04110335864948344,-0.012693967409605409,-0.03949254654949808,-0.055188891043328844,-0.032603578212137954
DLL1,0.001964696252011424,-0.03173136134570775,0.023694812648796193,0.0480663001220271,0.09203572559386948,-0.022985738367269165,-0.03710495481447889,0.0005735731973847807,0.0881695289652765,-0.0750682774604885,-0.020778163421417712,-0.01990237463409731
TLN1,0.07312086031231513,0.09376695227053819,-0.021099608797980323,0.030146793561000192,0.10105900977480566,-0.03740303822622842,0.011398641671756131,0.03821143105399573,0.03530711881301708,-0.0072118758233291405,0.03503826185056315,-0.014735820227023026
COL2A1,0.0317391868278825,,,0.06921456241847071,0.0007125414955455705,,,-0.014372791407324795,0.03596040984383615,,-0.028104558808484916,
SHH,,,-0.028592649532418402,0.056532400500335755,-0.022090107676929965,-0.007638225716422822,,-0.013717287146567668,0.01964645621039817,0.002128085583764994,0.005800675674278499,
PON2,0.17083058947829882,0.05167710918258839,0.0410561321066877,0.003487939420740603,0.16701924330558743,0.02613200467750111,0.018225131658033484,0.04982429075980638,0.01756939150174696,0.06005221696301109,0.026665630755746732,-0.022178852094373657
ICAM5,-0.05750134543622113,-0.007430957531327453,0.03766793203917172,0.0058954532033668045,-0.040667419746781,-0.003405087978124372,-0.013905291474967739,-0.02678912083091245,0.02463073267785394,,-0.006623617910434542,-0.08603021605291598
HPX,0.011435941582317933,0.05543607257754608,-0.013854982874062375,-0.01870701350023965,0.02946491045040996,-0.03056200777183178,,-0.015560312538527802,-0.017554151075895787,-0.022064671803364307,-0.03692796117234436,
SFRP2,-0.019412476513816296,,0.005619380775924542,,-0.022426506749021007,0.03330095685356911,0.02260101207475876,-0.014016423025024356,-0.00794560782072145,0.008417973781397126,-0.01010972267192921,-0.04083481338991633
CFC1,,,,,,,-0.021839327603250722,,,,,
CD70,,,-0.012750821123014094,,,,,,-0.023271367547044147,,0.012691684265365441,
HP,0.11158461057640738,0.01562793114505181,0.00904939860711984,-0.03286987403278794,0.007331369120082353,-0.07286073265969467,-0.015479716264447111,-0.0011609500343674592,-0.036373922162338874,0.04911031523246171,0.08622973461675106,
CXCL2,0.11052223487284113,0.024906445856453806,-0.06258256784781528,-0.04189142664296134,0.01932829496542887,-0.022979985370543073,-0.004619345765203773,-0.027149808137457668,-0.05652923664707565,-0.013162652860175348,-0.04972141972702372,-0.004892689806368375
NPPB,,-0.02906545108214765,-0.03602340436684211,,,,,0.038436538997016136,-0.034265345103257766,,-0.019939214622579967,
CCK,-0.04967788244387623,-0.06992754679633531,0.07054402905092026,0.08884068454529986,-0.11377238958880305,-0.005801047808659615,0.05499826465462265,-0.01947977448589951,0.054263165447074796,0.02834025919411926,0.0864983581732588,-0.05973195909701186
SEMA6A,0.14149488246009453,-0.09387617330244188,-0.008112301395872731,0.06297866962841951,0.06579055210257281,-0.033679359937484436,-0.028255427653064623,0.05766481727883594,0.08550385469414529,-0.01340807635202659,0.012413160243995351,0.0698165101551714
IRAK4,-0.022913342822801327,-0.007487391898538357,0.006675269249781945,-0.061879988969749514,0.10853106937646191,0.015743030346650658,0.0012070189129092528,0.04705714416805735,0.016485132441759375,-0.05361478876679693,-0.0031366207137552686,0.12329711212802608
GSTP1,0.09219768643508483,-0.0693533194415164,-0.01891853966178745,0.012389728531170367,0.15703979672873783,0.01915186351716689,-0.0577310847909042,0.022241567802907408,0.052431841339144886,-0.027332256353002304,-0.0024605994180893396,0.1527839109841874
VCAM1,0.12370631367708101,0.05342184028762174,0.027234032892114422,-0.028756109909763166,0.1125676579504214,0.03346881794531974,-0.02726076613132752,0.051820455602806716,0.003972378178061981,0.04454621312704475,-0.007751917621439406,0.05476257758806514
NXPH3,0.0688351038253084,0.0010493466083751064,-0.0007241156225708609,0.05920993263854853,0.11614440710977915,0.06170208212181298,0.025112352569287417,0.027128058255293956,0.003335473565984744,0.0034901393391134758,0.017242393928109896,0.015543821763140389
MTMR4,0.013811171969701769,0.0845527140256937,0.06825126489552986,0.0013603269740682334,0.023590708594731828,-0.020519035142594858,0.02359345448945799,0.0248974089910319,0.028842013470027312,0.042020187903361074,0.04170225308070151,0.09443014635988177
LAMC2,-0.009434130373574897,,0.014636098384093209,,,,,,-0.019697596249870056,0.045265519064440034,-0.012949333885832096,
IL10,0.06834685782746182,-0.026461283326352517,0.031219817444671154,-0.006892250731814183,-0.015314822783011639,,-0.03869330527335733,0.027384945775124184,-0.04597156096141937,-0.0020728465049591914,-0.032246490557431756,
SEMA4D,0.06786930699439121,-0.00597926346831382,-0.005699178962107864,0.03107229357903216,-0.02466697431058506,0.02375743644255711,-0.0005648761226041239,0.002160270507986214,0.04966153550317963,-0.024895179408246655,0.04653316403356607,-0.02798447320952696
TRH,0.03277069753595558,-0.019584103134448177,0.043479255792976755,0.025959876823281356,-0.01577197584134769,,0.07800999419551861,0.004593154954003668,0.05269974539184615,0.030078129941134558,0.02003413366058082,0.08084835766642302
SEMA6D,0.137557459023602,-0.0572972718260448,0.014290072068946086,0.014630798075374759,0.09221049472879336,-0.00860711526028082,-0.03503838205892832,-0.013913447575284198,-0.042383425172561655,0.04990868470650756,-0.010012108962591491,0.020440439180387057
CEL,,-0.021491199473258442,,-0.03299681352198075,,,,,0.0105216968082421,0.0024611405750156437,0.038620461852369926,
PDCD1LG2,0.08419782250166334,-0.02646126961435065,0.024132971878384802,-0.037186735156956294,0.04605503658248645,0.029135357056362582,0.012357657392969687,-0.014576696385593526,-0.012054195123360154,0.009688310000236228,-0.017635938149991873,
SPINT1,-0.07644476058012599,-0.005733418964157036,0.028522959909435812,-0.03557964342974116,0.056373254506222915,-0.010311170879576302,0.05016123060569569,-0.023192941256455928,0.0283088970806199,0.04616575125330058,0.04281516342203131,
CTHRC1,0.03236956372003375,-0.023009871437391433,-0.026734891850248837,-0.007714789979991724,0.08963787874931524,-0.0033483674681263095,0.0014046170530100505,0.046040104599157736,0.08227482551706426,0.11431100596777992,-0.011669060926928035,
PODXL,0.10455689478541975,0.025913318531797798,0.0023540564990063243,-0.012111072115919183,0.12548350634697178,0.014857894375687353,0.06279408410472032,-0.041015953546669204,0.054647174066426905,0.1082776237127836,0.05790251735681016,-0.06659186386689703
JAM3,0.07676492730489237,-0.03414675731025707,0.0275128523169509,-0.04758334718082393,0.10854601155913206,0.02260868190342133,-0.03447751364905836,0.038812105749134934,-0.0028281176739664406,-0.0016067916000580438,-0.0001832499655526761,0.059543929382172595
TGFB2,0.051723950780449696,-0.01999760109950724,0.020186977735594802,0.012617831340772934,0.11411355193203651,-0.011915181226489982,0.019011714253815166,0.056848332297915756,0.08412773398230797,0.07427881169977471,-0.012000216644867027,-0.054820047157758414
COL18A1,-0.012681034238394532,0.049800557993359446,-0.004670169641531753,0.08625342321863998,0.12759698673727254,0.011415456791595864,0.007497030057985196,0.0117991302148527,-0.004535417772004715,0.11260519656002115,0.045624586206879154,0.00180911805709159
NODAL,,,0.02752936575185687,-0.012688835955420601,0.0722182356988046,,,-0.024267925349052116,-0.01852701660702781,-0.054937203932896854,-0.014808534516440467,
INHBB,0.06214019461276581,0.029656496785939103,-0.04489265870734835,0.009212975219981311,0.1104479001654809,0.02387083540447871,0.052862468342803955,0.04472479720076315,-0.04787356163109345,0.007863457350813523,-0.025822426504987887,-0.06728190317867877
LCN1,,,,,-0.008688284804188926,,,,-0.017496423823203138,,,
ARF4,0.05923474250471688,0.012278217211931066,-0.05408074836552783,-0.006835403717032527,0.06032404652049282,-0.004683311077188081,-0.029304606435547016,0.08607051606021583,0.06655647153963876,0.054908401004236856,-0.056402601653205785,0.05504842343853387
CXCL14,-0.018301777009069778,0.06028960356741695,-0.061096953090019356,0.03097753960552518,-0.07156317790483895,0.047103131988658134,0.041275938854357326,-0.040256602418599026,-0.032181203368350716,0.08089402256525194,-0.027147640072652815,-0.061772124376485917
LIF,0.06437906578043334,0.10693688772389699,0.006107350346229313,-0.03208192824231744,-0.05285430710644797,0.012705443721285152,0.0061501791939244784,0.08748918999361872,0.0044002316815828,-0.028413954501710748,-0.010307004771903711,0.03882250108341378
IL17B,0.08576251005174948,-0.019584103134448177,,,0.11566202710139435,,,,-0.028014511916949616,,-0.018423192977451954,
MMP1,,0.0417547903528309,,-0.016725062603931223,,,,,-0.028838495507248207,,-0.01334080576053326,
MATN1,-0.0464973460766508,0.0916620260311707,,,0.0036188602496997615,,,-0.014372789618699675,-0.0031584802416430528,0.03496380452276007,-0.018987078186126237,
ADAM28,0.009467826102902076,0.03253275179033247,0.00044861478676919543,0.006457285999213191,0.033440443739711,0.01852865267710023,0.044033031242438236,-0.031088868843139317,0.037156528415892516,-0.006500602268533677,0.029216115755910457,-0.051393167828717445
TCN2,0.041081945243843475,0.030083506895248864,-0.0030933879961239164,0.08963437513651548,0.12473998838030037,0.02778403874168604,-0.02964233605848714,0.0060705626722020855,0.04188633758853896,0.049042144896092425,0.05120265302688323,0.1187032047858982
THPO,,,0.014465314112414744,,-0.02547802369446754,0.01485512331857793,-0.029495925483164657,0.008519333681190159,,,-0.016470410886348454,
