,MGH258,UKF243,UKF248,UKF255,UKF259,UKF275,UKF296,UKF313,ZH1019T1,ZH1019inf,ZH8811Abulk
TG,0.025753349782542394,-0.04015169107359861,-0.008765243935151955,,-0.017000517528101326,-0.009318250789377975,0.025779582079715806,-0.03218310632128781,0.050955628043506236,0.02594855943157075,0.08254690655146268
ADA,0.06263229694808432,-0.04873635729888202,-0.03717340599820755,0.14852228365151998,-0.04725446715421327,-0.03796876207639002,-0.023251366027992444,0.04617937587720359,0.022022040581905895,0.09779280750801102,0.04955040051793112
LAMC3,0.05763984871045723,-0.0018464752734402045,-0.08055533100538274,0.1410578903119019,-0.02961297427122066,0.012849675500139629,-0.01948372896529198,0.010219217907452508,-0.032556767941631135,0.10948945418622585,0.012806119004102575
CCL7,,,0.01717107153532942,,-0.012291347010592188,,,,,,-0.023429129056485837
NGF,,-0.029018693693949688,-0.03280851225005819,,-0.02816261535869059,,,0.0665816660769706,-0.044256293468272916,0.03377791954370721,-0.027058768416643886
TNFSF15,,-0.03589974573123567,,,-0.013687016058375905,,,0.08495464327516863,-0.00956022406746518,0.035928472342438934,0.0519540589437753
HMGB1,0.04835779744515152,-0.046678830728636475,0.012215470575529828,0.07940884763880791,-0.05242594100304667,-0.022834668707046774,0.010804143617217444,0.06120721255975755,0.06906316276812109,-0.038578257858990876,0.03362439971510454
ITGB3BP,-0.04922746731005016,0.08975797634218664,0.004137164016441026,0.023019968055044533,-0.03172486406807387,0.035386581227330925,0.005879635838418932,0.02020484517874073,0.01146719791539318,0.07694852326778859,0.04337158116367804
AANAT,,0.09263164332336347,-0.02772366717540356,,-0.012453786123052446,0.0508701753738033,0.00042133397399492744,,,-0.007741439913030653,-0.020553957061033443
RELN,0.05992331439688892,-0.027188152728652656,0.03185048671263931,-0.004578556970433827,-0.02161698374596713,-0.023528610808078092,0.013015151314464431,,-0.015822360922586196,,
IL15,-0.01376472977138057,0.011033095320647482,-0.029324916282676472,,-0.04322672108767292,0.022768029279653948,0.005441482867710495,0.02855913504199037,0.0021352361935954435,0.12022084059658183,-0.026189124927821803
UTS2,,,,,,,,,,,0.03125642903597501
BSG,0.029342002196865117,0.03762072677044146,-0.03812397048739764,-0.015125350468214954,0.02282323701874823,0.0060513639297367396,-0.0034950772397610757,-0.018173278445756728,-0.014681065884632607,0.01851802437459536,-0.008489684772245739
ADAMTS3,0.09246187379382616,-0.03598412914899604,0.001912284640493089,,-0.03846089462328336,-0.011663762603183764,0.011631964054105316,0.04993753877237829,,-0.021844864277074872,-0.023627111884190297
CD34,0.009396655304233233,0.027940420800348625,-0.015762721025945618,0.03792185672662448,-0.041054107229424486,0.0481220305055954,0.0067111371852625916,-0.03449313607403023,-0.027815592996296386,0.09094177637058275,-0.02738645383289887
PLAT,0.07885089656496508,0.03976223464808917,-0.042189148482299405,0.052328481641521644,0.03181718515228507,0.0191779029783818,0.045164312934729466,0.08355044155756737,0.016723322448611938,0.09015609303299452,0.012501476333072116
NTF3,,,,,,,-0.026639801616775396,0.03369323310140931,,,0.052609865125852945
LTA,,,,,-0.015753494754185058,0.05343505673418205,,,,,
CKLF,0.06688174177711509,-0.08665584856994596,-0.011399029069482973,-9.619480300827624e-05,-0.022264647591080742,0.02009652064775863,0.01924064965415437,0.025842508998046913,0.13242967777395417,0.14848021825429739,0.04105668584302401
APELA,,,,,,,,-0.011097051525135489,,,
CD24,0.0314431658966824,-0.020593230231850463,0.04897151729764127,0.023955932422481,-0.007645725956167106,0.0031942631256591234,-0.03266044612779971,0.04694988595146634,-0.08632786329186141,0.10741887739874227,0.023702090607004133
HSP90AA1,-0.08945881094741526,-0.12724105999081287,-0.02088592698746759,-0.07637758022721998,0.058531782606699924,0.04544321646188172,0.019542537635681558,0.003569418138132375,-0.04849087342090496,-0.130236361098673,-0.08695992715133267
BMP4,0.011025839593528946,0.01860681323256669,-0.013422683769725647,0.02182471627966276,-0.03675479439042206,-0.03216594963568859,0.02838728180945196,-0.030537667082738928,0.16572292712417602,0.14667522115289483,0.02191091366087536
SCGB3A1,,,-0.019108595157032914,-0.023599248446347615,,,-0.013920453799358976,-0.018666151413712057,0.06305654930813324,,-0.010433045873977753
IGFBP4,0.0829112495855515,0.023232586264344487,-0.03886605445851452,0.03566276211005362,-0.0002211536685583955,-0.012755816198267447,-0.03689221202454941,0.039587966348613175,0.11053166885081432,0.07883527902414944,0.008611416893289139
RSPO4,,0.14923799902609222,,,0.000540629988994543,-0.022504664970828328,-0.013920451763177707,,0.04252554456849311,,
LEFTY2,-0.03144253576728636,0.03423949247757471,-0.035449958352730404,0.03622921925363926,0.0007505897518250657,0.06232729996913288,0.060202994634328974,-0.021086757320363712,,-0.04029930143763257,0.022769832458566286
PF4,,,-0.019822100097225855,,-0.010723958112766484,,,,,,
ANGPTL2,0.008019386961341793,0.1228459961509702,-0.0074304566700230034,0.032408882542730465,0.021472381981404484,0.08559816843005498,0.0356142957003136,0.016394468275926586,0.031711992950683845,0.011255096824782991,0.04497328761366448
LRIG2,-0.0182293074421076,0.08255666342544099,0.04696794331235547,0.01280155732487654,0.012555095911355297,0.00950577373977944,-0.04407797163660434,-0.019128398693568898,0.03970462369591429,0.1416547579729416,0.009803012560096486
ICOSLG,0.03359488309016669,0.07750213220679471,-0.0342525673070402,-0.04228001655542497,-0.018252133006634495,0.003601874520221604,0.006541577620461774,-0.03688578222562242,-0.08382436567214767,0.05599684214387138,0.0870017944070973
WIF1,,-0.051571191766838984,-0.035666651734258946,-0.0382688754423736,,0.03075982290078868,0.03954666950834534,,,,
NPPC,0.046506273206118144,-0.02712208599107388,-0.0014887742488711012,-0.029607210635600168,-0.016635503629878107,0.05899016101583124,-0.019346021320621465,,-0.06985331360988896,0.025807670593040583,-0.007445376483250563
LYZ,-0.09154709266532592,-0.04452693238446938,0.031070135390724916,-0.025323079896393125,0.011371997320009382,-0.00946712722601295,-0.02227222480155231,0.043292519737026254,0.07602637398779265,0.06516275930096577,0.006815129959611387
EREG,,,,-0.02975958088675048,,,,0.03871094993222562,,,-0.03830906220591176
SPTAN1,0.07891445984005845,0.027678658708880984,-0.006842323905646061,0.08000522147757683,0.05227873606300565,0.010218135154643824,0.00203297998132781,-0.004512841455948514,-0.047098635278718104,0.08380730094369315,-0.03383867049801595
LIPC,-0.04065785359036995,0.07024159689185276,-0.02426746065477851,,-0.019271751420652107,-0.04207476298631908,,0.1686090161932471,0.008867705031354138,0.005923984388869513,
COL8A1,0.0679201305226944,0.08055053798520083,0.0033394808496977745,-0.027564844040953267,-0.013454762698115167,-0.02572798963602536,-0.0019823890585752633,-0.009272875421377795,-0.004338488405701021,0.004457636103815783,0.014131258891458155
GSTM2,0.016389742496401655,0.019884958114669227,-0.01773424126711469,-0.03673750069646218,0.015491372574809481,-0.04206068676824371,0.0826779065232309,0.05059495423117735,-0.046097012911842664,0.11060917778750201,0.1172903300807177
SPX,0.029701920006459635,-0.07170360837217792,-0.039248783622283505,,0.018230854344577396,0.06405296302214311,0.04843115768686265,,,-0.03423599091451129,-0.023622327163623124
MFGE8,-0.007870165019698823,0.023110438305329738,-0.0040149980042401496,-0.06356516061087647,-0.05143738378317397,0.014408613986373183,0.027019013416020643,0.04544004204232974,-0.0163162787289349,0.009488995957378558,0.048061063572567765
TGFA,-0.007744749932959903,-0.005816226385892831,-0.0438757207059801,0.01873470141094981,0.020680523735219017,-0.03675104719361446,0.049418094644776575,0.004247146055933175,0.0013075552506957066,-0.007411517185914266,-0.00428746694725128
SLIT2,-0.032682065487661886,-0.07184042022800878,0.006575624013905225,-0.017540617733438946,0.01631971435762597,0.0384337586946954,-0.009547919192050456,0.08393584161292068,-0.0361235961774219,-0.04326333316266881,-0.012317755013058106
PLTP,-0.045043814336886576,0.05200677268691233,-0.029973766514066552,-0.004590991241679083,0.03117932197439533,-0.018804292206772065,-0.0589109308122357,0.014662665610293535,-0.04631826794718672,0.11971063614317806,-0.014627253701614844
APOD,-0.1002728961686916,-0.11550053444968106,0.00913010670627141,0.10148836824867212,0.03599923101401913,-0.0004360801959616088,0.002258683952884932,-0.0386077259393132,0.053476341400006726,-0.21277533748638122,0.06487269670752194
B2M,0.045645345311201124,-0.012411613065716311,-0.01781371940995453,0.010647374942978537,-0.006439402068353551,0.06455639631199024,-0.020191530399294878,0.0255641363463772,0.017666452350540523,-0.0288950938781855,0.05383580026408381
OMG,-0.08598294874214386,0.07525992943431992,-0.02117224565756664,0.11440024608699316,0.014443430212955372,-0.012952483166131472,-0.01330135706694773,-0.015615838822220106,-0.058527966016825576,-0.1351369200296076,0.03765697978980967
CXCL3,-0.025573627350032067,-0.042227960895669235,-0.018540194866765978,-0.04156992204583164,-0.020799969911665578,0.055239049299318194,0.023062386982139405,0.10891440690566699,,,-0.02459796642731159
CXCL10,0.009971035123020675,-0.027251230816013737,0.04024023387858983,,-0.05802537670264608,0.11314520990181186,0.002657462947616404,0.03191208306246168,-0.0028742587388424275,-0.0023026674982941863,0.10010948435105561
RSPO3,,,0.040562813177445194,0.11767074079281827,-0.012453785202858652,-0.025229090863239143,0.01885148647218313,,,,-0.02605925668470341
CORT,0.04621140679530499,-0.009842127442251146,-0.02557757954216249,0.04001405869518677,0.014194224223419968,0.017596246260580886,0.07448027591418195,,,,0.04015579088676624
NCAN,-0.07605023642701293,0.06265258664987752,0.03787262477643581,0.06351750031691356,0.04459200183412813,0.0011710969378736422,0.019509632041050523,,0.05926219611197211,0.07020157907343942,0.04100850637449869
PRG4,,-0.008697293734304794,0.042592818526097094,-0.024686108931442945,-0.012291348926016164,-0.009268379159489856,,,,,0.00795040455595542
ZG16B,,,0.0237028165690637,,-0.014265613657432855,-0.01537494690946394,,0.027898357458462412,,0.08191687817476853,
TGM2,0.10354673779351295,0.019334825862652658,-0.05692031538309127,0.026353945200388994,-0.025328858241760708,0.0673809937000402,0.010516700377547383,0.016830634519583387,0.03246516072397665,0.09454433407764064,-0.008190695429770259
VEGFC,-0.0030288384684357163,-0.038920066936984965,0.02446477043206405,-0.032828182742630926,-0.021906474914502268,0.0018894265754524663,-0.006945979484887143,0.03088259990042463,0.015660449876361626,0.04326711439437129,-0.03015194314977013
WNT6,,-0.024520704883596364,-0.007290665368705389,-0.006012789369069665,-0.017000518233971834,0.006354218148734281,,0.008591107980881803,,-0.04414074972336633,-0.007976218898039296
NRG4,,0.011605227707548073,-0.01759968875525291,0.22993381321080922,0.024151312868842534,-0.0015128420307827454,-0.025140642618877093,,0.007392096847747678,,
PMCH,,,-0.020284588433993153,,-0.020727337419717728,0.002150824453842926,,,,,-0.02381409693011302
COL9A1,0.03850309085414848,-0.001945385750171145,-0.04048858227745047,0.06151929746147896,0.003183946841626892,-0.014180164422726196,-0.02948788031189967,,-0.028007190606577335,0.0707055736268861,0.03386286802217485
GDF11,0.01864683335117962,-0.04761542965260759,0.02757115360435321,0.0029058614465895566,0.0221929698427452,0.02485480689464285,0.04511414332406846,0.0006373773860154466,0.06249508138108143,0.00623255380861629,-0.012556703339235054
IL24,,,,,,,,-0.017541470565780867,,,-0.017755216824458245
SORBS1,-0.018799704447244873,0.04307927670384422,0.0076243548998874465,0.04675481112940932,0.06316529679371141,0.03236216337465344,0.007197219079132309,0.036910752815241955,0.06711211705165242,0.1094604167928004,0.016823930601148705
DLL1,-0.013403921739645212,-0.029065826985257497,0.00473243517192925,0.024248176494978912,0.04810362203379185,-0.0710830820547771,0.0066427833384471524,-0.025450957531763074,-0.007588672901695548,0.021848949643065375,0.046485214033119664
TLN1,0.0077682989183370235,0.03547544897939633,-0.019899836306472234,-0.06356988566887195,0.01589107352793212,0.04493063017686497,-0.029515028101844892,0.037238781294543055,0.05114824640814429,-0.02699560370252973,-0.07230257880976972
COL2A1,0.04625520058073221,0.02253664193878011,-0.025183298502235912,,,,,,,,-0.004430304470546668
SHH,,,,,-0.012772729602356106,0.025129295776690548,-0.015983163569026133,,,,-0.046793482185309515
PON2,0.016693052516696397,0.013355815865657553,0.019642767640881246,0.11662543722321848,0.03380169466917347,-0.00625279643192092,-0.03777644837122415,0.04695165969152683,-0.05767154334599926,0.12566247039146775,0.026681324073244785
ICAM5,,-0.08773763673337671,-0.01852759637366926,-0.023599250116464004,-0.019907205644825426,0.049699973139201506,0.0381339356747753,-0.01660515718863014,,,0.013662070921821496
HPX,-0.005803891983931411,0.01732915783600761,-0.017424634013686942,0.0012387711915562546,-0.031077788756742775,-0.00290750334425153,-0.01392045238020224,0.014820450294165986,0.04667843819008176,-0.004000553396805943,0.035631560823121654
SFRP2,,-0.04902132655013211,-0.02540492818453545,,-0.01454675483816081,0.01987002970079633,0.017687816247419184,-0.017311882000792478,,0.06494709687027575,0.10564047974236077
CFC1,,,,,,-0.019349517078491106,,,,,
CD70,,,0.016667340330838287,,-0.024725344267002607,-0.036093624241145705,,0.0010707682382935391,-0.014504925212877285,,-0.0681215061666854
HP,-0.04087856304941772,0.04197255217396935,0.043089518330165374,0.028155291178965407,-0.007657011601641807,0.008059805502635799,0.005587786746148604,,-0.06819021217413228,0.05325212465879206,0.036199507076118576
CXCL2,-0.03762431505811896,-0.0422702396368164,0.048080098030342376,-0.028538485852853786,0.02681877942867928,-0.01947599213030069,-0.004409588537504874,0.03212954440262055,-0.05268848337441695,,0.04566953105405165
NPPB,,,-0.02465193717052938,-0.059567223037701254,-0.038036798649569346,0.016709259754398534,,,,,0.011827713657632608
CCK,0.018276052110917644,-0.09907124912372027,0.01850133215667773,0.011588149294270498,-0.021670524776085213,-0.036851165414606056,0.028455866549166525,,,-0.01964962959840724,0.06047128906762832
SEMA6A,-0.009544051183933788,0.12335015026566361,0.04604692982650859,0.142585477140232,0.067287094489005,0.029109966093472477,-0.014637538787123651,0.11295179984573239,-0.01899114948336339,0.061478902372184306,0.06471172584954517
IRAK4,-0.03737247915154863,-0.03696836149122114,-0.04232659644800101,-0.006508090591744775,-0.013712803844693443,0.04861108292881981,-0.03362886015710815,0.05627820008004252,-0.008514485093899009,0.008664948411449233,-0.005787282826273299
GSTP1,0.044663861400193516,-0.016408375816922543,0.020861324957392225,0.07749861758433119,-0.03888049110884036,0.03325255855116162,0.05670368578328658,0.010805754728227956,0.02417299270976787,-0.08701086796727887,0.049571089915563
VCAM1,0.012441588335309235,-0.009094369824469097,0.01971804697411774,0.1016046847793951,-0.020259765831266846,0.05062295778339659,-0.00947696680263577,-0.05994216085831496,0.0701660598424531,0.1336792985822682,0.019727639433674678
NXPH3,-0.004529794237025727,0.0795011494106056,0.047452744492543136,0.018073071889700573,-0.020841119892722446,-0.021360181943509176,0.03792163075695448,-0.03310136126074675,-0.12280789808309224,0.14820631199904735,0.06437009028971195
MTMR4,0.04473709108512601,0.04960837438352618,0.021060263652375746,0.06034036615177229,-0.023412320017659485,-0.011617446569303311,0.037972895778432963,-0.010509869072445064,0.01195661472084552,-0.0021162314407672756,0.024934977103116197
LAMC2,,-0.033592469735927756,-0.019349192994305976,,-0.028549293120199194,-0.021329628851419917,,-0.025479784595996206,-0.03456311879824508,,0.017537101632562713
IL10,-0.03298536508933869,0.008191692146974466,0.03293862764488755,-0.02303916082221678,-0.021904117082855182,0.04903222362137898,,0.04877229797838544,-0.06622881165113273,0.04844019904195809,0.033705378842597014
SEMA4D,-0.024897149491039074,-0.0002495166378635522,0.00950494831301562,0.08964903385886056,0.01627284955772778,0.022913014255328525,0.03380441108366096,-0.011066664110415722,0.0004937594909641086,-0.053282221820511476,0.033722267844698305
TRH,-0.029158588466438567,-0.01963637339868436,-0.04130222262017162,-0.017051376386725905,-0.0302776391293296,0.004251639046442675,,,,,0.05430896166419824
SEMA6D,0.0416610253671305,0.06276467114094496,-0.001695502561443793,0.06874549809597312,0.029603561527033643,0.0023221851729886334,0.007696183393643112,0.025172402843000385,-0.0601962980123202,0.06067287196675116,0.009446791041710026
CEL,,,,-0.018711836263573724,,,,,-0.012052801366908013,-0.007200480698617411,-0.026887561917867384
PDCD1LG2,0.027411967874060656,0.0671686916340839,0.007286887809069597,-0.02303914888352838,-0.04711909538252673,0.030836035425812584,-0.013906777082552089,0.005365996974744334,0.05578886620912929,0.04108004899107535,-0.00023047069810497458
SPINT1,0.05092361714904231,-0.014869334812235539,-0.04895009234973024,-0.022466849374804677,0.01586699842713185,0.0045067538395178785,-0.022749081761739624,0.034537705214821836,-0.05893892524871778,0.04813256469566315,0.05850952230680134
CTHRC1,-0.005195232266478573,-0.053876434387004464,-0.027666782846463085,-0.02003410499809903,-0.02320834137310166,-0.007803103827361293,0.046595639468490276,0.01899591283579182,0.05263511759927792,0.10672429714963981,0.015558876800350233
PODXL,0.09454071502268409,0.12578263596082004,-0.04490128920455297,0.08328650025410307,0.05384098282596866,-0.008096238778848653,-0.027730460390955135,0.03001733551005591,0.004185982460471036,0.15364365552527465,-0.0014841877137414129
JAM3,0.03518976222283961,0.062106666906051676,-0.03045278262838729,0.06899196489283868,-0.03310424656417349,-0.08343458996016075,0.003021054838385521,0.011063392259404734,0.008426322584443523,-0.10746687407695577,0.03187601973392621
TGFB2,-0.057119819488234164,-0.06534106201621719,0.025677332457943205,0.020997877676708982,0.0008945262619752946,0.023841503835540588,-0.020514492477857436,0.0632303512131638,-0.012682985098852186,0.07371773273463009,0.014377034964925994
COL18A1,-0.009195625606130077,-0.0019322491890242067,-0.04678858715859406,0.09869668977141448,0.001654973346061675,0.008315655345988068,-0.010442903783290143,0.0342625127710255,-0.04071636711540997,0.06252065888987066,-0.04688920460339406
NODAL,-0.03536967185919444,,-0.031217928985436426,,-0.02515471862574742,,,,-0.05770849333648899,-0.015085049609242274,0.0712781111489631
INHBB,-0.026882637878142587,0.01726269693343715,-0.02721447516664079,0.0179297197343979,0.012629431768863483,-0.007089093890223144,-0.05044443711550076,0.02463203385144939,0.054037007481552636,0.11122307940089049,-0.020026809667459528
LCN1,,,-0.019349197347953182,,,,,,,,0.018439117008746383
ARF4,0.08011338748056611,0.0008886465375425862,0.0012439541974705276,-0.10004559259967118,-0.01856969347876038,0.0276809231649638,0.0019958253426535133,0.10785294313529561,0.02821101084087261,0.03528002411308321,0.07497203075773189
CXCL14,-0.06111900655076159,-0.05511711049942521,0.04257177812759168,-0.029109340961953122,-0.04548974513611492,-0.07044917345717339,0.06164113813104494,0.007461230580535523,0.04419370613701186,0.06952124050638783,0.0060761758804953455
LIF,0.0604066767832906,-0.006773699279786627,-0.05857486074958451,-0.09025596695907227,0.07107943925732334,0.024228020560044354,0.05329794092502163,0.06047583827869871,0.032128653089381704,0.05675669114864433,0.009351706181573901
IL17B,,-0.040151709657849914,,-0.017051376386725905,,,,-0.013449541185579823,-0.03244436825350716,,0.06464065479751781
MMP1,,,-0.026676063710765165,-0.0645155019149753,,,,-0.07458667427034833,,,-0.038815235237889996
MATN1,,-0.01206280908834077,0.01620464651192363,-0.027239526720537612,,-0.01715601768169847,,0.026241821452781526,0.009622582988606016,,-0.010306429843399731
ADAM28,0.010058872830531973,-0.019283885938843066,-0.0019552762775687286,0.015167300129805996,0.028639131441937873,0.029657468334273962,0.008262874113334597,-0.01667365413521568,0.0058091542327180935,0.061425473819714194,0.04381055023601077
TCN2,0.034139567653986486,0.07409784481090917,-0.061860155862349345,0.0036194973127095546,-0.04913520325311874,0.0015086074075645044,0.032318042257049526,0.05446731511244058,-0.08677057960488174,0.07809372230384348,0.010436212042213002
THPO,,,0.011085066417965054,,-0.0024024762117053,-0.0006970650396836952,0.04953667458013364,,0.027933808594326134,-0.033318528349363524,
CUBN,0.015570563768761057,-0.022464937251486933,0.031946709835863105,-0.02674535598889971,-0.04322785038572704,0.02402716227910222,-0.035635476992120635,0.01725495767786245,-0.033050278620588576,0.08048687158603857,0.021237867052313834
TIMP3,-0.011323972071108641,0.038171342823986994,-0.02017239925256309,-0.005506217358632476,0.02002386269771189,0.017369705386421463,-0.02850610888021129,-0.02788017564139708,-0.027368087155915474,0.04726931150450921,0.005005574098344592
PIGF,0.012378853694066197,0.0009364680597454914,-0.0011523069969698253,0.0775581031409855,-0.011321160379093021,0.01597943842629031,0.01694165787892595,0.019517297378888705,0.045424101711220674,0.06503003221951244,0.005091918430685177
CRH,,,0.022090723468058984,,-0.014406830600314132,-0.027007576501360757,0.005217425443129153,,,,0.025522774685887706
BDNF,,-0.02703856382873854,-0.0009801194135682723,-0.0015416894267960735,-0.01430597421254058,0.00657339006070822,0.004649018878523149,0.11537092803408848,,,0.02884951456210313
CCL5,-0.040643567196823834,0.0423788463095212,-0.008995281582192127,,-0.032377546308424106,-0.008646898082356583,-0.028934082490778147,-0.029280915604115193,-0.053246339748960085,0.029624359685902355,0.023308689962493814
GAD1,0.035053748312780124,-0.08984078224739266,-0.013695670561492622,0.08471020875060613,-0.03580501305379424,-0.006086835896791019,0.06018822497756741,0.05022940601532163,0.03492811373495006,0.06375774617613084,-0.008730973354657058
COL14A1,-0.03166013097547655,0.10180724673754353,-0.016042664015939425,0.04912620819493514,0.02189300613088223,0.015203947417675993,0.02727890415328161,0.010435762888590355,-0.03466660104413207,-0.10318704296341027,-0.03709564422954048
HLA-A,0.030259137109183907,0.1147318747347816,-0.006135741758931176,-0.05653959028314599,-0.03137020690603358,0.07913568452372718,-0.04408601786507522,-0.1221877946632665,-0.10798955325026022,0.012811809500863205,-0.04459523527723339
CD5L,0.02074756489769376,,-0.006970740209298463,,,,,,,-0.015479032095541285,
FGF18,,,-0.020512149163674775,-0.017051357345255716,-0.011446119174356709,-0.003170355467533649,,-0.01821385697985657,,,6.396767670005619e-06
ADM,0.02138057048531434,0.01560836541252884,-0.047966753993541875,-0.08691157929114084,-0.016728684144920025,0.010140905276301753,-0.018250585057193416,-0.07027543373285987,-0.06456259832860331,0.07879575716801071,-0.02047917344921197
CCL15,,,-0.037822696312651866,,,,-0.018021477364602256,,,,
GNAI2,-0.015520612114663029,-0.027351035115383008,-0.02921396830295341,0.006316934492822429,-0.010536204577268615,0.008445339581551354,-0.00388096644754135,-0.07323288469339788,0.07098342464780459,0.0901531403146796,-0.0065659048026127185
HDC,,,,,,,0.034504478885124604,,-0.03396850145738957,,
