,UKF248,UKF251,UKF266,UKF269,UKF275,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
PDAP1,-0.014125575540730087,0.03216726974188248,0.013428728298328398,0.010018929123781158,0.05508227596139773,0.02928188226483635,0.03609849846468578,-0.029053633374229598,0.029255744473119308,0.04439167885044845,0.1225470069056762,-0.0037242760907545136,0.06858594026302724
QDPR,-0.03471177394025352,0.007753903827944773,-0.042291503664756626,-0.08172434134993302,-0.06964847820569166,-0.024670040501976784,0.029452834957936328,0.023199943541706822,-0.01114600385891845,-0.08089459850761854,0.0022741188482508336,0.013629238084434035,-0.09396902762877117
POMC,-0.015767590219660645,-0.011833878137494666,-0.03551894695671947,0.0172932056200023,-0.01805895235051475,0.15604709699145106,-0.03300409719216949,0.023506733612650942,0.022980031699634047,-0.002441512516064437,,0.017901662673247814,-0.005784637548932842
CCL18,0.026428630707963006,,,,,,-0.03454670902168541,-0.03939954594471831,,0.03384072471548034,,,
CCL17,,,,,-0.01941103459115446,,-0.01992101960902873,-0.041867942621973214,-0.021890188449803,,,-0.01601934129572562,
VEGFD,-0.02162933306728164,-0.020476585242467097,,-0.03155527178711644,-0.020680815548980817,-0.039727884193121496,,-0.0014116852849102204,-0.023087392422788656,,,,
TNFSF13,0.1505611618107866,,0.10177528663843893,,,,0.08312429348870301,0.00942105155427525,-0.001211605539268738,-0.025355241469877363,,0.039095130757559896,-0.033622222199184995
WNT5A,0.008385983404893342,-0.023975117439237813,0.0891004925399111,-0.038754534126608904,0.06499865220597224,0.06390438880541979,0.01485654759936582,0.005778328845167379,0.043469300005926456,0.011462012856572508,-0.003560828737401569,0.03523331778905056,0.03517506770751416
CXCL8,0.025856356042481602,0.01450732367935772,-0.018572179970221987,-0.012477505868315185,0.03575973597649037,0.010030418489019378,-0.024919294953900776,-0.02768877990952626,-0.03107929587436534,0.050422234349596404,0.06083998343546767,-0.03505117098555243,-0.06024006784959955
GRN,0.09888764379610541,0.04011459714367528,0.03686994060813982,0.024540733235001725,-0.049601357004762654,0.045256030139434716,0.006366652057208479,-0.012509896854852199,-0.08330653008756297,-0.07259867020405046,0.004928943888287636,0.08604031251618569,-0.010507451081943868
MIA,-0.010673296426703635,-0.01821044292922905,0.02258969984199798,0.027685784586116678,0.030723060575096776,-0.045485435693974986,0.01924675522189206,0.0033633764515535393,-0.031034768167480672,-0.028047215061192052,,0.04648779122826239,-2.635317415060403e-05
COL4A4,0.16980442225274256,0.014079881604827952,-0.012422786957120522,-0.018561432335757494,-0.020265720664787896,-0.031107715733359433,-0.020628641856274443,0.07955839190506599,0.07815478852790209,0.010484641432820121,,-0.00170971092101804,-0.023445072848873996
TAC1,-0.011127564774745555,-0.020038051849370315,0.06028653678906595,0.02530286899380682,0.00138254829166353,,,,,-0.011882306926456308,0.012192450238787463,-0.021059053048415453,-0.00554565076875645
RARRES2,0.02526677748292858,-0.0698192753996569,-0.028675789270714874,-0.0003374983046758844,-0.03963974644282468,-0.07966213662570656,-0.05044002056371477,-0.06080242590999966,0.018757266735477608,-0.0351597557745139,0.04251823176511535,-0.026390905463477613,0.07221950088528553
FGF7,,-0.023111612729158446,0.0062110903080104035,0.02252994337188547,0.00821105678938854,-0.0741761025031803,0.029036892408765363,0.0018826858391931788,0.02739306165774855,0.01954518163606298,-0.00397833986653361,0.04738405801132835,-0.04713286946068961
EFNA2,,,,,,,,-0.02756560233995177,,,,,
HBEGF,-0.011832919212134585,0.042249137232879944,-0.014726399088060707,0.02078522272351125,0.036590086163613096,0.05609249467358665,0.0038435489407589174,0.022900908956535945,-0.02736993428335002,-0.007866587947907282,0.027410323642539095,-0.013261194001595264,0.0958038070532277
CSF3,,,,0.06150979430236171,,,-0.04487559586134336,-0.030367414039207896,,-0.027692361774685707,-0.03191927251075675,-0.016865895109322602,0.0738581413952169
PI3,-0.022754963091638068,,,-0.004044839611545205,,,-0.05915733450504908,-0.03943923111383912,-0.018599285297185787,0.010651499311999782,,-0.03664398692820749,0.028231741574963425
PCSK1N,0.025098457206276556,0.014819152866503371,0.05756356959171678,-0.02333112804859156,0.03167715656393287,-0.029670918888104473,0.06411611635308695,-0.02624727241852765,-0.06473793683728882,0.0800047301599654,-0.06517773884397125,-0.026944244804431177,-0.04494456992938788
NTS,,,-0.01516540031585694,-0.024137019522214354,-0.02315123012041031,,0.17262216623661436,0.05717196149215992,,0.070421048125755,,-0.024976090802915674,
SFRP1,-0.05203700360733895,-0.01236361720385575,-0.02097408196870961,0.06544401649342657,0.013559882501312386,-0.04188759624664163,0.03335223609638098,0.028411386342079792,-0.020112110689923305,-0.005850275426113202,0.1161157300050035,0.04425879078482848,0.019978202202081567
CXCL13,,-0.02406715466071373,,,,,0.026445028272038706,-0.0594266226283832,,-0.05294335940301646,,,0.046730279322450795
MICA,0.01591382393543189,0.022455167855600935,0.013151348977509036,0.01527481272797952,0.02435534577276741,0.049862711103484676,0.003617363652120601,-0.027617911860764913,0.05317397078502298,-0.0037205594943177617,0.02528495388584279,0.0738733520647895,-0.002256690731195546
TG,0.017459097660580094,0.08227630754260645,0.04675430439697916,0.12702488254434544,0.11146950547372879,-0.0014886305988245786,0.006793762379066203,0.07068456828722447,,-0.03779770285025617,,0.0672470970223119,0.022259293478176827
ADA,0.05599356075529326,0.08167972528676126,0.07866078500244836,0.0005173991865421347,-0.03367361719871741,0.02834560001878784,-0.06472982752756555,0.028731020621088735,0.020491399829233627,-0.035693048059672924,0.03576520104458331,0.07959833069804165,0.04219992994370126
LAMC3,0.06902357503504944,-0.015342255530895273,0.04677814119599222,0.06850631836400504,-0.05781657811755989,0.007077823284029397,-0.0006154630699858938,-0.014071486751855896,0.009752682849949105,-0.0859937009572261,-0.044834254109730014,0.0953005471390614,0.05188770317293976
CCL7,-0.013758078659677571,,,,,,-0.029857016586526067,,,,,-0.017673823184251536,0.03524537137523884
NGF,-0.023621937845051816,,-0.0167043408602049,,,0.06072430636913655,0.0041636334506279455,-0.012072703559413136,,-0.001730617895851343,,0.023604489218998825,0.0036753519714412056
TNFSF15,,,0.0874260292075061,,,-0.0011547356308637647,-0.029107238518057205,,,-0.028519181435249563,,0.006554303312843579,0.025143958280688564
HMGB1,0.007438067157027733,-0.0006423532274029971,0.024719075219558368,-0.011041218262372353,-0.07067893715247826,-0.011728074497394693,-0.04602073624872493,0.006171726593110285,0.03897997002298503,-0.0612715661387333,0.020726033705677143,-0.10188251741344743,-0.021100633784919186
ITGB3BP,0.01940892699922019,-0.020141482731223303,0.01160595263218062,0.07832195063512369,0.007138506825923738,-0.00041918429473488533,-0.04817327402241314,-0.003465101726892253,-0.0021072608752248376,-0.03431809597339496,-0.008471327134239925,0.000785633820647896,0.03567646651013026
AANAT,-0.019960878989662957,,,-0.017713681041720317,-0.017586719659303047,,-0.026193028149295906,-0.025919679783405272,-0.027077460829672263,,,-0.01869964196586196,-0.02413555080945902
RELN,0.0008582655627059824,-0.005787579793054779,0.03420405195328218,0.035527706084969246,-0.038720279677853034,0.1469499018589104,,,-0.03386203438243581,0.008325440868237752,-0.03982593904183034,,-0.01080278066700917
IL15,-0.03485619230857096,-0.024766378620091456,0.16796189991516836,0.053209519959239976,0.003853407822356021,0.057436594701273366,-0.038605259204185935,-0.03502343563837787,-0.004216600199433717,0.01732718286280092,-0.033759481510758034,-0.029966527878772756,0.061832964114674614
UTS2,,,,0.05103999156286572,,,-0.022305280473685997,,,,,,
BSG,0.07001785410317889,-0.0034186599352385516,0.021450626700850035,0.04236288939738928,0.09840196266024456,0.055360740900420605,0.010211710855326623,0.018457506851867506,-0.07093494625401477,-0.03738396198394394,0.06679761319851527,0.09672189293048138,-0.051113147934574124
ADAMTS3,-0.036550726332153095,-0.034157649465689534,-0.023246372283322537,0.017185342020282088,0.004020440394718106,,0.020490596864863916,-0.0057264688364253484,-0.014381292203218075,0.023991213967707592,0.07080212795115703,0.035730285160743565,0.022201232479210235
CD34,0.06748515761177691,0.03330922529192854,0.11174731669268233,0.052053888155728895,-0.029213739078371694,0.054130755450850936,-0.0019837438789089166,0.03141856273289048,-0.10445827132738635,-0.06349660572357711,-0.015223540326088431,0.04711812869766863,0.07768888383705305
CCL23,,,,0.056080530069569236,,,,,,,,,
PLAT,0.025229539201068265,-0.008976408109564791,0.010860892775706904,0.05270138630051421,0.05911930857128263,-0.016796629617413898,0.151303790093555,0.004514664404673983,-0.04767072199763704,3.682624498193662e-05,0.07177987115232712,0.04555211908710506,0.005065145731339774
NTF3,,,,,,,0.10439869136014218,0.04857275305789677,,0.0857600041870124,,,
LTA,,-0.014296304085276053,,,0.046742342160432646,,,,,,,0.09353812815182608,
CKLF,0.03858345666235219,-0.024356504965165515,0.034903191863859664,-0.00030178809223947506,-0.0426369221750365,-0.017002651304715243,-0.017149714969671628,0.015516194664526587,-0.010259411538003162,-0.0018065171499513388,-0.01680010324308664,0.025836640642942093,-0.00014696807814189886
CD24,-0.015422338597927226,0.005583462316004385,-0.003739665994807537,-0.02503456103978797,-0.05464606887682282,-0.08344777844034727,0.06078654013516401,0.030534269570519985,0.032771563953312294,0.03022520846147915,0.0472893395544728,0.021466619106519442,0.04413301850132489
HSP90AA1,-0.005305516321356426,0.06125800183113773,-0.0383475498947866,0.006032043868753316,-0.020699588129624316,-0.004336251916622,-0.004843625571016203,0.011454228493630628,-0.02342420131673218,-0.05825464817166526,0.029382904800948045,-0.07700640238014213,-0.052145037103417176
BMP4,0.06553304932750041,-0.015154920379819485,-0.0014013014498666237,-0.018675602068620897,0.0028311910616708705,0.0019097944240885972,-0.0781194124739178,0.05322615582203486,-0.003308644361393153,-0.05042700744029228,,0.07347150096920096,-0.009592683316787002
SCGB3A1,-0.013758077283888089,,-0.018423175018528283,,,0.07579255459015304,0.023328987636479365,0.024778583872544658,,0.055077312987228004,,0.042095677864913306,-0.048500529277233195
IGFBP4,0.030265140384146193,0.0004809745000481529,-0.00604487636532012,0.061230617476885144,-0.008523022464369197,-0.0257283577280622,-0.046754561297888686,-0.03471728235660966,-0.013722089528824725,-0.07535817098088161,0.0557545563863447,0.09976174040981306,0.07500526944923128
RSPO4,,-0.023111608341420235,,,0.035454531655423706,0.05727239287479278,,,,0.04543622648194009,,-0.019809280168675225,-0.030433973539769607
LEFTY2,0.012591636570514432,-0.01447188445088894,0.049456707182628346,0.06515718892196903,0.008625367467582554,,-0.025345226041832362,-0.031695490057607516,0.0014536781987201815,-0.05424198018947001,0.0827910443805718,-0.0037257443930938405,0.07133687103718393
PF4,0.07983303084417975,-0.01300443163651083,,,,,,-0.009285558890839126,,,,-0.025166894158563897,-0.023840653570627732
ANGPTL2,0.061108856101351965,-0.00888197109187916,0.0015949438552787657,0.03889898176131125,-0.011131976761783674,0.0062526592402351484,-0.013209617989598672,0.022092673864582506,0.06350748097710564,-0.04311041807901445,0.026640888876286923,0.10679925173605022,-0.01376135346578515
LRIG2,0.0012875694735546262,0.029193467318191196,0.023883324239561524,-0.01930292211359328,0.05251992407333139,-0.025447349636575706,0.051310705147950865,0.017270929651622434,0.021777475451998173,-0.02995007004895911,0.07190170085395602,-0.012729830869910079,0.09390008761191447
ICOSLG,0.02809349883950236,0.044187602225556226,0.031226792091233094,-0.004074876816128575,-0.03544947876528685,-0.06492399663209299,-0.008309053955987144,0.07659524002063975,0.07191614280848208,-0.03759520755936534,-0.005891643276922325,0.018144827039965162,-0.02076833036423189
WIF1,-0.025679781636739115,,0.01501005492689441,-0.03932017352336781,0.05709084150304974,,,,,0.0077184214104609955,0.16986618721459282,,0.04553000817182287
NPPC,0.0576341086363329,,0.011473826482814194,0.0090559637213198,0.0179272674381559,-0.05271395789216006,-0.0038389437861044056,-0.012049771938855368,-0.025688613495079386,0.014035751706282552,0.1041680221572563,,0.017633346788749435
LYZ,0.0056373102726997235,0.017493330964013024,0.0035031313797316914,0.032127595761640655,0.023181814127815267,-0.010609606197287477,0.05056531348905991,-0.00821884406308878,0.00025070689867595533,0.010935159845647862,0.11811338864369526,0.03772952152825508,0.013691765905755446
EREG,,,,,,,-0.0039629769059660695,-0.03221749990468001,,-0.006365411355099685,,0.016689715295109868,0.009368476892425094
SPTAN1,-0.02218132827507124,0.04901540249586071,0.0328424806628612,0.003396314939834299,-0.030448384707897857,-0.022588000496196612,0.015214176162110354,0.059287567313805814,-0.06511639953456401,0.03698931159839901,0.07039087769812988,-0.04015016563511418,-0.06004930170643358
PTH2,,,,,,,,,,0.05980791007778892,,,
LIPC,-0.017472430413037147,-0.019572364629250293,0.042823837239887814,0.05285067404937865,-0.005223002350301844,-0.0007394740816447921,,,-0.03153147723403026,,,0.03716336646785143,-0.037178072166530574
COL8A1,-0.01429520119642565,-0.020059042729750117,0.0029287207389268903,0.054310253269991296,-0.0018626538715649991,0.05164590047945527,-0.017869715448471067,0.051373998558169764,-0.012583900997619201,-0.059496265790015115,0.0003805146145637962,0.07379619464273483,0.04140849098116624
GSTM2,-0.004128964114237288,-0.028496068505570314,-0.012204511832328197,-0.013950055462455122,-0.009727217848709396,0.04941583072085188,0.018954523735135894,0.06488298513027016,-0.03346752438416137,-0.014836993578334727,0.02304333654868868,0.08075247420087991,-0.03997383438249942
SPX,-0.028258895744893896,0.04787225196623941,0.03512899385234241,-0.06212350082327552,-0.013387050594830908,,-0.015355058976123983,0.020795632470925213,-0.02095024144539387,-0.04371584325018629,0.020851390849945483,-0.03102371000878984,-0.050995834919392524
MFGE8,0.0017252043163148497,-0.009704704940881903,-0.034246692853535314,-0.009602475724578625,0.04804645678203145,0.04285852847858874,-0.03277608949649542,0.010424832780262003,-0.04268747046963988,-0.07884687558698338,-0.04766726532000515,0.05328439225767409,-0.0018676661559994404
TGFA,-0.008885697672654133,-0.002430603299853728,0.03796521814787313,-0.008637076529074873,0.03719539466394297,-0.04262309919153533,1.1661638858003404e-05,0.031713773695548356,-0.022388768903311002,0.0018289787685731858,0.002422580895353931,0.03355625779156496,0.02993444968899675
SLIT2,-0.025495935184058797,0.07308603307767426,0.05516772718178797,-0.003734824701690514,0.005009264652969352,0.1765458297823138,0.019558065738759865,-0.04044099116230684,0.07243789632910409,0.066351718144106,-0.08733849151071053,0.01537439137604566,0.01861583399702505
PLTP,0.021154694890273724,-0.015239258832807079,0.005872338317843017,0.020738969573597225,-0.021231011072886868,-0.030007251127300127,-0.01652767135939895,0.010504139742235108,-0.07527021791832886,-0.07443340059632429,0.0014672502232582544,0.054077843176617284,-0.03872374606334458
APOD,0.05864242786086073,0.028867708958282928,-0.07924405205803219,-0.03140048129060288,-0.02222959832772083,-0.048842766178070346,0.00944214975130539,-0.005714017841715899,-0.0020749093957437986,-0.1007314318588857,0.022926262313372164,-0.07740598206413213,-0.07835894984835372
B2M,0.05195880970537458,-0.023310576286560136,0.014314808023897101,0.03251498556341256,-0.08096820924301656,0.046699280823194925,-0.02760148026091718,-0.01093591605298908,-0.05161815254736065,-0.09630740109120765,0.08731942837068261,0.11226257953955228,-0.06880620091580274
OMG,-0.03823784944612959,0.0010821016436851271,-0.06068637172458213,-0.08653336557038611,-0.07353858159852665,0.07798326772686541,0.021248094669609557,0.016348848866200832,-0.02557301092466378,0.011471790969327997,0.06816899187857776,-0.023865503969990622,-0.06051840759946222
CXCL3,-0.03524377224274383,0.010017003896073592,,0.02857070493624793,0.011258383603099107,,-0.07396633672584273,-0.06334297941748421,-0.019067960956117288,0.024641079972037343,-0.04708302189615529,0.02076557780415834,0.042353260047082265
CXCL10,0.09276399432852735,-0.02754218870825002,-0.019727414195676397,0.043805511291960364,-0.03188488508446912,-0.01852892957466978,-0.030831199910379505,-0.033888739464935515,0.05295974346336719,-0.010322656145347494,,-0.017743774546489857,0.02692754017948798
RSPO3,-0.018688599888116268,,0.00884778523833234,-0.02908680352738811,-0.020593617757389406,,0.018300720852433422,-0.06884952597945598,,-0.01610312141394945,-0.002973266479600453,-0.017935474584523655,-0.05508763840611445
CORT,0.07447637869077518,-0.02322509140247147,-0.020515641208026902,-0.03276673445432184,0.01916172027603841,,-0.0340449001875618,0.052112064763186375,,-0.007972648314403656,-0.03066953535523209,,
NCAN,0.040621824807442,0.028157589568322716,-0.015338947784388117,0.009195925500106937,0.036226207953868085,0.12066031901686292,0.06857711320043396,0.004946110525075305,-0.06292993020236226,-0.01790478459229759,-0.007824942279544306,-0.017867854923380513,-0.08181193153699871
PRG4,0.061242175622497744,,,0.10992950493894606,-0.025175490210341676,,-0.03270169543857101,-0.018638586664488532,,-0.04632252833448202,,0.16085459431612856,0.09000116377167906
ZG16B,0.051975940707512075,0.12815525990900517,,-0.02720429091995614,-0.013458654534343533,,,,,,,-0.022363606593257087,-0.020338522588686174
TGM2,-0.015709268306634973,0.058889648355205104,0.05904522213422389,0.017553533471257862,0.03881162163814587,0.09913334311069023,-0.07406722836514582,-0.02560108471072899,-0.00986501610124273,-0.04107000038133832,0.06813213008222806,0.03850846470662966,0.044750082889543644
VEGFC,-0.026270715159062773,-0.02009355895336694,-0.0035712965135380344,0.02457393228455576,0.004890447379428635,0.08759828852049649,0.009822651497798245,0.05574054257760148,0.05549233449839455,-0.04542902112937813,,-0.0002072606125043941,0.05866472866903576
WNT6,0.00889209063466223,0.22773114566786323,-0.014803164255842103,0.006607873497456229,0.006383937497185155,,-0.002380059037318171,0.019964280721772316,,-0.02228864490957912,,-0.02700865120306082,0.026739086712573884
NRG4,-0.012671673457796136,,0.06233912770940068,0.03339117965484278,0.016315825626173053,-0.0009478466048691137,,,-0.020195853348573375,0.09330030125645167,,-0.017935476594662447,-0.03160453354987244
PMCH,-0.014604785597963023,,,,-0.01969974260202037,,-0.0012743672060634237,0.1082740697896343,,-0.0048621456819588705,,0.14852667404670872,0.03712399327252713
COL9A1,0.03679049857896646,0.02055257719803185,0.01124280579447857,-0.05283619289525594,-0.03607095193766644,-0.00416951190400249,0.05387763076463588,0.04887220187851224,-0.026431889841048217,-0.023829131732174765,,0.025300176691997515,-0.006461044281372874
GDF11,-0.001431882428606884,-0.017456030749049497,0.04006156801268359,0.0356814111092141,0.0825295960963231,0.013997842743995485,0.011233035570113693,0.026582840967679308,-0.03039252577590147,-0.013328413351653835,0.026616993764309572,0.051567746428235736,-0.03519406963349302
RAET1E,,,,,,,,,,,,-0.019675090389345996,
IL24,,,,,,,-0.02262644086970297,-0.024862932935781547,,,,,0.0634579036418467
SORBS1,0.02285244319159803,-0.06481134375703454,0.02281587224786965,-0.028316589555242726,0.01776604106861693,0.018524024667138227,-0.02057123129132534,0.057484754247177104,0.04814722423603967,0.00747320077685311,-0.10974004480240002,-0.04376427504130805,-0.03086958168185129
DLL1,0.031373980456273085,0.013069468553108421,-0.029171368659407008,0.05380265105833126,-0.024929032258579092,0.06180733123371702,0.049489405272197404,0.030505160693776515,0.07683905305050964,0.020477179027287292,0.00874033796624417,-0.0007495124433425081,0.05274087452953441
TLN1,0.03074012838731082,0.04820297886493597,-0.022227266140588044,0.0025629665293170657,0.024555029576417337,0.06940697410285541,-0.024057374470011474,0.0021703770984712713,0.0005994320652025667,-0.07770442634725011,0.05325687644258286,0.006313521953564173,0.059594883084616725
COL2A1,0.0746672908474824,,0.14342222554549688,-0.023257224362768208,,,0.03857582205713726,-0.051723085157038017,,-0.03549813739091939,,0.005768433349312598,0.09696030081662689
SHH,,,0.003425902243985086,0.024554002647920407,0.04316286682447912,,-0.008378449526776917,0.059361717166482315,-0.0029826494739730925,0.02972982962987905,,0.008507339561598855,0.014592598922969994
PON2,-0.0024027022840148954,-0.005561567960164018,0.001892988705137199,0.0003847578856477945,-0.009209552627996102,0.12179139088973262,-0.035099059626079995,-0.013877240919071688,-0.04522600362410856,-0.07715249687111736,0.09824006388130363,-0.009214512731557706,-0.019253988988088885
ICAM5,-0.03708088215130234,0.06763288817950497,0.08105863050656804,-0.036984953514535415,0.03009073747388315,,-0.010468133586355684,-0.03960952543904975,,0.08066355625511629,0.04778318460636198,-0.005999931036183941,0.02267967640276353
HPX,-0.03437918680497908,,-0.014803165254420008,-0.009537779056252018,0.025893295371968016,-0.016203596339138097,-0.048218773910479705,-0.029008862367149908,0.04945014229422487,0.038195711162961145,,-0.01992353678896368,0.07607047035052886
SFRP2,0.018076509214443377,,0.0066181106233308695,-0.018561426870090065,-0.009282999570126472,,0.031536359837014756,0.005698490344109419,0.09517844031220264,-0.008367467728319021,0.01892534042600969,0.06284621334068462,0.060496958325463694
CFC1,,,-0.010526119874761373,,-0.0004720447312823728,,,,,,,,0.008230781701629481
CD70,0.04223465176433265,,,,-0.003314665854908074,-0.03376086600972582,0.041026101504897584,-0.009134243253151646,,0.03705506436698449,,-0.027363810239122602,-0.019831892022229656
HP,0.04187516795557939,,,0.024220478277550573,-0.016361175144418243,0.030169149202327106,-0.12082528009098886,0.007484017907673609,-0.025865688225616214,-0.02344102660943151,,-0.011065717891313205,0.052102609333985306
CXCL2,-0.07121340753336176,0.027489078719392122,0.025231480357126405,0.001940031365821412,-0.0002568387808178777,0.00042273864169159936,-0.05550608775543987,-0.02906672745291246,-0.023083842362418925,0.009597891010092516,0.022597722713680313,-0.0354507648192108,0.029980823169603633
NPPB,-0.017749251266379346,,,,-0.014831465815435188,,-0.04287168146539921,0.017342421643515342,,-0.045324303055479964,,-0.01819354352730351,
CCK,0.01457885341575036,0.05809539330792796,0.02618935785238978,-0.006304024323898669,-0.029781675106106756,,0.03800259713390237,0.05210538896116162,0.02056843063132251,0.04221010724035815,-0.018127896162216522,0.04809055172346478,-0.06152446325373017
SEMA6A,0.010653326320393751,-0.014393187144563445,-0.04079656605498348,0.0092346312155057,0.017163999712186063,0.07696492955629813,0.029243190775517222,0.0029452556927423703,-0.017807425473840646,0.01262604929314856,0.008196133396593417,-0.04856560780784465,-0.046114996075011155
IRAK4,0.015868630538593644,-0.013166129954973795,0.00399617838616522,-0.009940510620026767,0.017297020102458788,0.06044845250333057,-0.0009908617418912104,-0.007901428864844606,0.028759778835632493,-0.000319020934054763,-0.01792616817485721,0.05052343413039566,0.037854069186639076
GSTP1,0.08356248614690595,-0.014924823000571899,-0.05045965326342198,-0.054776795693401555,-0.05070629998357572,0.031693971753159696,0.015505022083292313,0.010169395877629646,-0.02933228576228479,0.030085937435193038,0.11927202578628683,-0.03087503712971503,0.006552067136227247
VCAM1,0.0426236341900458,-0.022357053486742037,-0.00620404946806411,0.03044057995476988,-0.1022736282736424,0.019544048858854968,-0.05778347484272249,-0.022507111859066405,-0.0632297956181607,0.04093272229331912,-0.08581998544022143,0.04103811013569876,0.010292639208055834
NXPH3,-0.009679741427825858,-0.003870678810414377,0.03481596714309939,-0.012127736841877486,-0.03759838034452403,0.040818737258809114,-0.03795450358007712,-0.010437416042193143,-0.006444206768552703,0.007410271320641802,0.11521221890526936,0.007903977157588477,-0.0232225255406575
MTMR4,0.0022810614552197226,0.03300775899070379,-0.029167856778529577,0.029140334629872783,0.003356869182120199,-0.04196580120995494,-0.056864726682503405,0.06624588604793241,-0.06601337273238145,0.07345094144827354,-0.0462810053028981,0.06770614793678183,0.004209107501153026
LAMC2,0.0359582134754643,,-0.020282729954553935,,0.03990143916900549,-0.03110770006800208,-0.012451833196421147,-0.03265200734979151,-0.01952626833234913,-0.017145113998420572,,0.06564048451208923,-0.030433990293590146
IL10,-0.005912763506134702,-0.020728394495689275,,0.020331718022172124,-0.04705376026054102,0.07685940484881544,-0.052946602781269385,-0.0229952795774882,-0.01883496100704562,-0.014255481763874851,,0.07974942083012031,-0.05294228317829737
SEMA4D,-0.010670727299546906,-0.013860192134043482,0.0024080690731571003,-0.03634889078973471,-0.006633576916824274,0.026463894474053493,0.022065603920960627,0.025944376373804694,0.08489002433385108,0.013537143729986404,-0.06934211206842075,0.007398280095216543,0.045634249331150366
TRH,-0.02959081329465288,,-0.01472340508899544,0.05904181287510767,-0.024416816673291226,,0.05173187065056982,-0.024695552732357386,-0.043158833301247576,0.014917618015679366,-0.007783869122825933,0.059537540738588114,0.015834323127648556
SEMA6D,-0.03857605216641326,-0.00915560812588976,-0.007797636947962076,-0.0038720065491560326,0.029283463103017014,0.12361464319693964,-0.004860796565585282,-0.024841127056412195,0.031333551998464326,0.07374123602509632,0.0483630574348833,0.053413762411171246,0.01654645480913101
CEL,,,,,,-0.055060796192743226,0.01652752460240177,-0.019939896204184668,0.0336133240391602,0.03734551105438599,,0.013669389326999237,-0.03251456653626356
PDCD1LG2,-0.03885856584267787,0.008280870812820675,-0.014243560652681725,0.02233681006581284,0.004537791181380198,-0.04217746475744311,-0.013298414873727578,0.029610066747658252,-0.0490021139243751,0.05405399385810772,,0.042755335737468245,0.020965667651668896
SPINT1,0.046990359137993286,-0.00037265347637263646,-0.018423180647734894,0.03645380815263681,-0.006518616652904516,0.00695772047706145,0.051329974042363266,0.0017408420403561523,-0.038580253724433695,0.04741158645730146,,0.060402355095435165,-0.05578793589219121
CTHRC1,0.05688365584592567,0.007642701539502577,-0.01455807678230297,-0.0330542792341521,-0.0437524750302484,0.002837614416317761,-0.026061310289845412,-0.012251360845583537,0.0813098268740259,-0.04235203791286531,,0.06590111148361825,0.005183107066181047
PODXL,0.014613328504417985,0.003195934751629092,0.024221728544379102,0.054534397369736066,0.0906075534478656,-0.06168096149037968,-0.03378509807077674,0.013400090165633566,-0.048274439043048636,-0.02706018482788985,0.14354421116027427,0.018199005936700208,0.01099783520338904
