,ZH881T1,ZH916T1,ZH916inf
TIMP2,0.0459803784965567,-0.05639667016897822,-0.05373962123693501
EFNA1,-0.10827780357221886,0.06881577701838701,-0.0005432508887801577
S100A12,,-0.026554046036813966,0.049293176287418805
TFPI,-0.0033607793945675587,0.03694454971041821,0.00012601874166345945
GPC3,-0.05358800885700028,-0.01568139711500388,
NMU,0.009292819495413551,0.07122278123476213,
SCGB3A2,-0.018106821805068438,0.050562543129158276,
LAMB3,-0.054955889944409,0.07446486433978346,-0.045278531294501455
LGALS9,-0.05421258047809899,-0.014282303771499881,0.02649945839957195
VIM,0.03165116388212302,0.03582073240171836,-0.02572947437442542
PLAU,-0.027461465134690548,0.019607793621886513,0.12765693439923914
TGFB3,-0.06266650518339399,0.02163224332888934,0.09331145058675731
APLN,0.03750432429602257,0.008781414870581445,-0.0148607207550871
SHANK2,0.08394466312931091,-0.016084970340882302,-0.000997815489591911
LTF,-0.05301878669735808,0.14350583010299156,0.06303116594527554
PYY,,-0.01973647001997021,
PENK,-0.0306630243067232,0.02784543170187336,-0.031772608186611914
CTF1,-0.030983410777687837,-0.03886904737780801,-0.06328531414021003
COL3A1,-0.004387995891141685,0.01978223751984379,-0.04073059152975692
S100A10,0.040515943811248574,0.06101797217599753,0.05299751316107764
FGF13,-0.053004004144082566,0.014646057194438383,0.11739848508395978
SEMA4A,-0.049494639627496215,0.019954096636503712,-0.04481757488034268
EFNA4,-0.009055085700427894,0.014013229893081116,0.05199920425972566
HSPA8,0.010616612565157396,0.002885219185622165,0.12938329208503888
NPB,0.03176208987599935,-0.023027680253223295,0.057114566395233414
ULBP1,-0.011245231125687531,-0.006419644001986929,
SEMA3E,0.011830646580568762,-0.008600833322130255,0.05329943304796843
FGF3,0.0028130581003103752,,
ADAM9,0.0059366164694358795,0.0670143075550422,-0.00012349712321659117
ASIP,-0.0037292107040824414,-0.025795621513625983,
IBSP,-0.020798000232064195,0.07215802495985946,
MMP12,0.01318189752754475,,
FAT4,0.0444968895452004,0.013090371843043819,0.11396765822205496
MDK,-0.019977023653774715,-0.03305151906173221,-0.037789786842000475
BMP5,-0.043646573473633696,-0.018495022203760838,
CAMP,-0.03154990568572055,-0.031533733825713776,
HSPA1A,-0.03853196056164131,0.03186805961086457,0.06153730039119933
SEMA3F,-0.04038388109511086,0.038780607346082865,
ARF6,-0.030248833607118022,0.024952702318612026,-0.0274881611056627
IL6,0.037757475493994996,0.06792728623659244,
CALM1,0.009172388868649874,0.030836476209108465,-0.0004562657534854299
VIP,,-0.03328662018108566,-0.036835221251781104
NMB,0.04094338504675438,-0.00022819895762507176,0.12234435822650704
CCL26,-0.03835205000613694,0.007678675984127771,
FBLN1,-0.030769433212843745,-0.03987483356542804,-0.041469634938293996
SAA1,-0.006535315039029957,0.03614236657903509,
MICB,0.006610439615276517,-0.0539723871959138,-0.04010409538073683
MMP13,,-0.028864515830000857,
F13A1,0.003467314806792137,0.07253072356981698,-0.033289150412499975
CXCL11,,-0.04702434662131792,
COL5A2,-0.06825597493666728,0.0041595711280503446,0.04379526565737217
EFNA5,-0.04245639194200486,0.002381149379977808,-0.09085983073939458
AREG,-0.046971823891483876,0.04948203359181779,
EDIL3,0.004117536325344586,0.018646743954550835,0.15720414622528397
CD86,-0.05834179512790181,-0.023839006599081843,-0.04626357371104296
HRAS,-0.017696330544358728,-0.05456698720114203,-0.01636458784805023
C1QTNF5,0.004831095198887543,-0.03586300928668916,
RLN1,,-0.022684546367167966,
COL4A1,-0.011723210390039504,0.02963737741854333,-0.006572121610666385
CCL3,0.0730422243345161,-0.03239861968362803,0.10325721896405003
BGN,-0.040468574846418255,-0.0029797047636907917,-0.044798148917517974
RETN,-0.027105817361415697,-0.02832628540142686,
S100A9,0.01562105500953717,0.0847624094473954,0.07086827394712308
HCRT,-0.02388377887278659,-0.04137850470416698,0.024692624789179475
FADD,-0.07624940856549324,0.09152326332558217,0.03480109951917813
ACTR2,0.01732350846036441,-0.0033724518554851925,0.08455633405755145
BMP2,0.00041259052170118595,-0.02975609883037271,0.029537638133845596
PDYN,0.08394350862699661,,0.03991360533567488
CD55,0.02458446378006753,4.815599019273765e-05,0.03500971231803326
PDX1,0.04911532104626976,,
CD6,0.022440250282624037,-0.03247216215322794,
IL16,-0.022121063894387217,-0.0007205522795482283,-0.06929648004410986
LAMA5,-0.036298812446512264,0.017115905845078865,0.06583394653035698
RGMB,-0.029526895200639044,0.026545830403640926,-0.053278181042071264
INSL5,,-0.018240176965757946,
IL12A,-0.024748578599742794,-0.05033594768157857,0.02217498709722143
S100A8,0.06455202496650571,0.045497894189974186,-0.06595852312539113
TAC3,-0.04121537794733836,-0.030032135754127984,-0.04878726599390322
MFAP5,-0.03807716710627071,0.044672029973763794,
CXCL16,0.01949330375135431,0.005595347172586145,0.016003571005976214
AGRN,-0.06978495373246232,-0.006181595819484278,-0.006013789455460446
COL4A6,0.01300679531870131,-0.04153827604303147,
FST,0.007836018841590802,0.03611551248140986,
MEGF10,-0.04165799939724527,0.05691050632492037,-0.012770968854207518
C1QB,-0.036240701567401785,-0.016876003342850242,0.08477673994246632
HLA-B,-0.04877724230406132,-0.013089580092934237,-0.0075227349466118545
PDGFA,-0.007178422324678057,0.07447866752818193,0.04026317572695223
LAMA3,0.051927258130006655,-0.03273014432347352,
DKK1,-0.041103052768062406,0.03440231924549869,0.10418060263305715
INHBA,0.003511420343867394,0.03960580252817965,0.07847566403636348
LEP,,-0.023030332770117342,
IL7,-0.004382723220223101,-0.011589649178571726,
FABP5,-0.0750035828439318,0.004398540956878776,0.005494103498498502
CCL4,0.06178388248026769,-0.037885327700043187,0.05683824569510421
FBN1,0.020190870764931125,-0.02685625359640946,0.03942421822431186
TCTN1,-0.048819506527788485,0.020158451258325848,0.0870479716345728
NCR3LG1,0.04197107343826791,,
BMP7,0.011578726188168622,-0.005845826001676553,0.024649500828276577
NLGN2,0.012254490777774466,0.009913287046562344,-0.03670557359083247
CCL25,-0.020835670928040874,-0.035657114871095706,
NPNT,-0.021409503573638255,-0.02833053354825965,0.0030167504519009875
KITLG,0.009066475894136535,0.013178892622720383,0.04533977357067464
MADCAM1,-0.02305305911230106,-0.023588455815191454,
F12,-0.002837687883918163,0.03784983789812939,-0.025308905692142034
S100B,0.005563692058643575,-0.06337702849922801,0.08472089511813788
IL27,0.04789969622871674,-0.041058413992798276,
CD99,-0.022067263693215503,0.056524578577775396,0.10192005586734841
PDGFB,0.028408723165387936,-0.0004104178989742616,-0.013868940013905266
CLEC2D,-0.05853663257119667,-0.022709606874405555,0.012093575021749544
F8,-0.02924765015945979,-0.04487130425933787,-0.0078628387543226
C3,-0.0268202848950559,0.04457034751369314,-0.020378165875982294
DLK2,0.015474574422339904,-0.025638117834251118,0.015222902650720552
TSLP,-0.015455472090508026,0.10089039156062359,0.044270405883275195
OSM,0.00700816062455069,0.027249276171566666,-0.05541409370683954
PRND,,-0.029958166480664006,
SLPI,0.03732497293305541,0.0693914768407971,
AFDN,-0.012940635886453016,-0.058457441436241306,-0.0688591841611396
KISS1,-0.028336842171919372,,
ULBP2,-0.03610251495664092,0.05745399594492323,
ICAM4,,0.031378775269852645,
ANGPTL1,-0.013423515898269152,-0.04064894335608494,0.0780538147166759
LTBP1,0.009051544519572222,0.031060304634584396,-0.00507153559449183
NTN4,-0.04449995939250179,-0.040089401636055656,-0.0650801339896423
APP,-0.00848575097292489,0.00590658324501749,0.04863133178940006
RIMS2,0.0017872074109941077,-0.028303241857462205,-0.05774908985951071
WNT7A,0.015186419299927879,0.04844354119229559,-0.04073058511141919
GAST,,-0.03153372662729093,
GPI,0.05330702003120959,0.06086505484505197,-0.09550993813298458
IL1B,0.00410557375814944,-0.013686879260257639,-0.0559477383922918
SFTPA2,-0.0230530607126535,,
HAS2,0.006636404932954612,0.11211178624536776,
IL11,-0.029497984186638432,0.032419275118756384,
SEMA4B,0.018923540452177798,0.03853540886152191,0.0395532232163188
FGF12,0.08010936903565981,-0.03243436002664202,0.016979792747290445
CP,0.0015990300893616955,0.041887814921139535,0.04532063139068812
NLGN3,-0.01368396599195164,-0.0103183382159142,0.0589580834498757
GZMB,0.042627209670871205,-0.005110597334369624,
PROC,0.01047258466660517,-0.015829034741566012,
TNFSF11,,0.0099118005999172,
AGT,0.01991308229098397,0.006798905715993231,0.03575934872287138
PTHLH,0.06184247617260384,0.0011698522407666433,0.05147316629706716
COL1A1,-0.009442239871485363,0.024370457213979502,0.01690735221174422
LAMB2,-0.036369481899712855,0.008278903397459781,-0.05139733977467993
DSC2,-0.03798161909999816,-0.04432696131247636,0.07922834480797415
WNT5B,0.023954555091393766,-0.022200385268624057,-0.03946904946961903
LEFTY1,0.017370434353831645,0.09463366483227571,
FGL1,-0.032414991987027915,,0.15473540300019192
CXCL5,-0.0059899216543466164,0.04559520322347135,0.01976366720338741
S100A1,0.011545294032466633,-0.023806830911219892,0.03032595643351258
C4BPA,,-0.023030327126130682,
NPTX1,0.08545021104995813,,0.03568515722494457
TGS1,0.06390850476679433,0.055614588646111345,-0.08204437975120121
SST,0.007387308050346141,,-0.007523194864618289
IL34,0.02051856862103635,-0.014108088697392876,-0.05921063993959687
DHH,0.005217026784479186,-0.034013099664832874,
XCL2,,0.04585379972659129,
TF,0.019520757152548168,0.013542286365406771,0.11586157908529494
IL33,-0.006512503705998945,0.08625823292378983,0.08681994988345954
RBP4,-0.01764907531336073,0.07851424490227933,-0.05649304921596757
CCL19,,-0.024175197936866073,
CCL20,0.007726791841321602,0.07103307844036949,
NAMPT,-0.03195784726627889,0.09878358086700607,-0.010295704672751151
