,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
POMC,-0.011009921135624906,-0.030287896055669804,0.006270944576145322,-0.03484847563381573,-0.028680929569175763,0.06370209301850942,0.03143170478711287,0.04365325298383071,-0.013546473694648937,0.04530337261320947,0.04421584129583278,0.03709883142601553,0.0037386904554986156,0.05990364209645186,0.009459043363435516,-0.01642242786245991,0.05508663895434395
CCL18,,-0.0316577462029017,0.01324216658918284,,,,,,,0.05853621189234236,,,0.03250922102028604,0.00147193040729324,,0.006192758884933685,
CCL17,,,,,-0.0012583821786902741,,,,0.023970971475428215,,0.0849221609705176,,-0.016913322906286207,0.08014425663875627,0.010797084569085763,,-0.013961988755770588
VEGFD,,-0.0038634285300064054,0.03829051660188166,0.01741917098965878,-0.03094053031837317,0.053215674698307285,,0.005016250031002702,0.11025364346238026,-0.023744010075238634,0.0784055034191796,-0.028718519172189778,,-0.020606742889576035,-0.036425094595591956,,
TNFSF13,,,-0.019391164237654215,,0.04808047706311568,,0.06416907998511959,,,,,,-0.03245412623708782,-0.019820731922562864,-0.03703567240028641,-0.0017004735968884565,-0.005009077750427132
WNT5A,-0.058544576452492246,0.08474923422625033,0.026497671113622105,0.03785988890327523,0.00312552946904646,0.058384066707750974,0.10639411648093232,0.03498131332955485,0.029658830276609295,-0.01832141011603715,0.0007091563071323634,-0.042468531798556246,0.002971440819837536,0.03918284302983731,0.06411709247388248,0.021192147962193264,-0.008530114542478966
CXCL8,,0.05542872949028872,0.00527054550590876,-0.02630286566055368,0.049252163125894,-0.011595032095175121,0.0035405662743104908,0.03174104796406795,-0.015687632542667453,0.07377733915803805,-0.0021848609356117307,0.050062252527175555,0.009442174564122136,-0.09593963639852174,0.034641338836606285,-0.05216467090313263,-0.029491588215865446
GRN,0.05465587283503725,-0.013317610742076233,0.060418064978008515,-0.022088049345837656,0.05567814963123954,0.0038169245523784934,0.058514278194589875,0.045541687737475606,0.07757988802449232,0.0728483252419183,-0.04701950100077354,0.03151074512977088,-0.05664646382320654,-0.006857793258764484,0.027929590005926062,0.04092309275220932,0.04874821942066008
MIA,0.052595956671037815,0.12383639721476009,0.03300031435736896,-0.024982283246461963,-0.004581041652872612,0.014663921062955387,0.16478265553055507,0.1061434689810673,-0.02861925738073749,,0.049260293871171784,0.016325109452260577,0.06643575955729356,0.033205439766284546,0.03480539150974669,0.05508441275450346,-0.0020962154772538226
COL4A4,0.0006222200126212651,-0.035907100561874454,-0.010367490816252482,-0.02483716422875229,-0.004046111707875558,0.05662524291284718,-0.0168829947088837,0.04453019449371465,-0.015201826028453276,,0.05356964254148533,-0.013661375168169699,0.026415439592330562,-0.0086062820936149,-0.03414474814039172,-0.03583138325480796,0.009883460847259728
TAC1,-0.018178436063436852,-0.044970844101532056,0.04238933323135211,0.03176931395722349,-0.03227245948000066,-0.013756978522437624,-0.07298530736019006,-0.07819171635791174,-0.02960904919665728,-0.05304107712670334,0.10321931668301708,,,,,-0.03067431356043162,0.09336300538614868
RARRES2,-0.08603771639377443,-0.0387154372781212,0.0067488645861181595,0.0068062459248074145,0.022378086521556245,0.006288687571729308,0.0748919712961849,0.054770559967362416,-0.004065032779361077,0.009258593843895562,-0.0005435556453805852,-0.03341499691029897,0.044530933695040326,0.001189689756846129,-0.012906704674173325,-0.016041329236927453,-0.004058266969440609
FGF7,0.024870196311356053,0.03486073350650574,,-0.010760894102847682,0.010338758717982404,0.010863537351974593,0.007930151362326774,0.0007795282487461037,-1.3364983428186243e-05,0.008320577591610222,0.0007102357461757587,-0.03872767188509307,0.002440660143297943,-0.0019417727391868598,-0.07491893676875375,-0.012512378454007428,0.019878621779955186
EFNA2,,,,,,,,,,,,,,-0.019585330049897248,,,
HBEGF,0.01957379897913318,-0.0035180762069898773,0.06373963748696541,0.0635919555176364,0.028043175451472207,0.019768426312284013,0.11880634444284292,0.03503773242494503,-0.009852525271099439,0.060856885625732285,0.022711476170163242,0.020405351955290824,-0.0071133239670134055,0.051732773725910966,-0.021690442370200805,0.008417773007395145,0.009605346221567841
CSF3,,0.028430683567828616,,,-0.012945814218425805,-0.00945933424009202,,-0.019781134084993532,,,,,0.03383252731402529,-0.05783422121223692,,0.08059900725380977,-0.014699820268839701
PI3,,-0.042537281440764844,0.01779660089262479,,-0.013461299438166163,-0.062169722162672546,,0.13461923158001424,,,,,-0.006603787375472124,-0.025555425977579562,0.08964141956914336,-0.019089131658233203,-0.03193782590765776
PCSK1N,-0.055238369808739134,-0.01967511004299132,-0.047430447699123586,0.036257586974830155,-0.05104343891579909,0.025825040777093536,-0.06191032120082226,-0.020658120221336777,0.0074631983362911875,-0.12887830091843253,-0.0011764252687606587,0.03340164903338879,0.03597496325440642,-0.006418235560224406,-0.01874883257923888,-0.03533534038965531,0.021845062645219362
NTS,,,,,,-0.05493954377856132,-0.020610300585084076,0.13791005659827069,0.04756621306731375,0.029130584023052172,,,-0.03945702172833708,-0.023861008086512727,,0.05755852820708998,-0.002016098742025047
SFRP1,0.2009048764399634,-0.013948017402664969,-0.010399463196696681,-0.03183602584178782,0.01023178146070895,0.025155144743303798,0.06930280435221069,-0.040233473922508214,0.00656232316863914,0.013786319557475061,0.05901941558806036,0.009474491612249272,0.0010631950617719767,0.04173039193359541,0.020816705227217673,-0.01428446296263749,-0.02126258618411999
CXCL13,,,,0.04673178739797349,,0.009704776999587316,,,,,,,-0.03799079096458642,-0.033941011725384405,,0.039694097458765544,
MICA,0.04604112024673872,-0.11397684879798949,0.007805547340310514,0.007367316763784221,0.04682240769405602,0.0016954376319846826,-0.010583805330704323,0.010832989762224798,-0.0032287620177836695,0.02808299376311739,0.006636641922637585,0.005359824410195805,-0.009510557837328713,0.04067333604054196,0.031985382710937746,0.029034345034279745,0.043114680511561095
TG,0.08736611823452785,-0.028623667682654213,-0.03429754156907321,0.04844002763165124,0.05984888775303015,0.01072140105168705,0.03958484705474226,0.04156193227500663,-0.014669358795969116,,0.04589471800101248,0.019498240273745308,-0.02247357756938057,-0.015648065578248025,,-0.02097785403411006,-0.014419289867229292
ADA,0.11463154207065432,0.14761738046353162,0.07055149414345516,-0.008887577106884034,0.027576772125064125,0.0020023891630843696,0.02056966979907666,0.017537425783774246,0.03424430784471555,0.0011050964983692598,-0.029622898330763033,-0.024995569595626065,-0.017859637330365226,0.05885453524041172,-0.017440915765879833,-0.025230751260663643,0.002711739198462935
LAMC3,0.029576461226990033,0.10280934882964668,0.07157752530917909,0.003209552325144802,0.0072407883377980835,-0.02957758130709169,0.0356599603799452,0.02975256034411071,0.051257673484215525,0.027234193773653645,-0.006613299137035835,0.059990523302061366,-0.021412067955128154,0.037359224108596066,0.0006206413141095769,-0.03206736966509314,-0.00618335217871236
CCL7,,,0.0014226590158599075,,-0.02364829222390403,0.06786110244948823,,,,,,,0.008748391298528302,,,,0.08941989979462785
NGF,,0.09238045659057278,-0.028778991417771106,,0.01645633384859825,0.06237568737474025,-0.022701773710816213,,,-0.02137725036263529,,-9.366281318260773e-05,-0.02927626488866475,-0.019322070263951687,,0.03269862927572538,-0.028131599068826594
TNFSF15,,0.06643191959226712,,,-0.02633353001447366,-0.022491947353272868,0.10845311157885147,,,,,-0.05515179937312709,-0.02471259672587591,,,-0.015828242993791146,0.07286730221620104
HMGB1,0.03040160080851592,-0.0199547141898428,-0.06983351825818887,0.04449101109075546,-0.06703014731194981,0.05984654848051706,0.1149207722795209,0.05458749562185432,-0.023055647692763893,0.06412398983730086,0.04832715237348449,-0.0998126799843387,-0.0552431983138129,-0.029090448806000653,0.004435678988372724,0.012130274327231972,-0.06478979144593627
ITGB3BP,0.04476029657846971,0.06887134704993157,0.04213120138933923,0.017766183358619198,0.04284994732400415,-0.015963986524340116,0.1735504296760368,0.03696961348379784,-0.05839572791662801,0.01445122603288709,-0.03623922273077624,0.047295538971502724,-0.013932779109938093,0.007650177615703835,0.02130723442632052,0.02632208471060025,0.016814871309163034
AANAT,,0.01176554451407653,-0.03773300621803282,,-0.023960821647793975,-0.0202665897132011,,-0.017843118260143464,0.09135238080341686,-0.020097759211780607,0.12996048702561083,,-0.02223837693436644,0.052207277391936806,0.05350879201337793,,-0.016298060328733027
RELN,0.034555426609420944,-0.035669008380411656,-0.03567889884016624,0.07842263359541236,0.001615656563915098,-0.005355664353982729,-0.036982175137081366,-0.03575484422456794,-0.029045054216034576,-0.06119515795844255,0.050008147853636685,-0.07321757937871133,,,-0.03294586186605416,-0.019118802192958872,
IL15,-0.028312289253972507,-0.03637930540963886,0.04912435638368329,-0.004621533245481651,0.014213677521711673,0.006880944429569288,-0.019614086599142884,0.04877276529337702,-0.03741892407813945,0.061452197190994394,-0.01672328674487984,-0.05598570297785738,0.08005138829802869,0.05215155444855107,0.09238757981003984,-0.0008685906005946006,-0.028219669205835334
UTS2,,,,,,,,-0.003931794329562263,,,,,-0.018937605532788566,,,,
BSG,-0.06968772772590824,0.04594420525061198,0.05795583142349268,0.034223337200839185,0.03085867959402518,-0.028260319726506455,0.04102017874423205,-0.07617022894412419,-0.035999877588921564,-0.06199671865130437,0.006225844284359927,-0.02121613022746885,0.07080483849118573,-0.0029455191596137096,0.052523384404730644,0.009682627713870684,0.016570443467335036
ADAMTS3,0.014001625840340735,0.025194373420563656,0.033449359472588605,-0.017200693816421298,0.020668472476477195,0.024370455364113117,0.016076417676371395,0.026243458994044188,-0.022379594689115472,-0.015387437202517385,-0.01578899767496088,,0.005937248531961277,0.007577971273313749,-0.04271548237891617,-0.03065243483382422,0.007558292004497321
CD34,-0.013952228347629337,-0.06437939145398792,0.06094740597439725,0.04803012076863751,0.007954756925261881,0.04745139620961843,0.057057138974522886,0.022971515808551453,-0.02020318555779075,0.02333867674370788,0.034280763093168874,0.010599850550976113,-0.04057274926470311,0.056679915005045,-0.05682531990844413,-0.023228009676089286,0.021641732190402288
CCL23,,,,,,,,-0.02030263617144618,,,,,,,,,
PLAT,0.0023810095245284314,0.03653432005130953,0.0304986576846549,0.02981387159859419,-0.0013180784878095426,0.045606754737022345,0.10980994134551506,0.0377653472175889,0.04251900597669885,-0.009679299044240433,0.018410074820689355,-0.02642491156343254,0.004219333314778774,0.002575162039029166,0.03682996326953586,0.01681075392679443,0.04250758651277701
NTF3,,,,,,,,,,,,,0.0319517409044905,0.04317052977883405,,0.0068963504139191185,
LTA,,,,0.04921024203169743,0.01870977543143533,,,,-0.012705502056198489,,-0.01672328880921016,,,,,,0.054507251785050725
CKLF,0.04543485348918976,0.028931586015641067,-0.023899226140854612,-0.017424114820365304,0.03312542071646446,0.01576244727383567,0.10047019593002841,0.1143289481158493,0.030631266954110864,0.024302365406768913,0.020705859236412168,0.03464233212816813,-0.02175641104574248,0.04774347114821364,0.018656159337300315,0.03131015364099914,0.01734875844636393
CD24,0.017602373218517302,-0.10309637576789407,-0.04979430413672445,-0.026138884343895007,0.02144378142057828,-0.001689802466626296,0.05194025223250142,-0.041678667133503586,-0.03064979985951011,0.08904090687659211,-0.013479380498578327,0.06109748949360937,-0.03150234184801844,0.04107002968741412,0.0766428311318324,0.03400461677673088,0.05822040141680557
HSP90AA1,0.03896989032281832,0.028941943019831478,-0.04914987544200885,-0.014174902317590927,-0.07100192313076042,0.018665541391557496,-0.12240947745773705,-0.07239655960973836,0.040214257410187325,-0.11052147162654002,0.008717993192806995,0.03669932785602097,-0.011068574080095064,-0.11587016657924168,0.00013871098746586058,0.0017659780276921676,-0.07938998066122313
BMP4,-0.0005958894240444021,0.07217598647430322,-0.0014722470432328436,-0.020790516462317467,0.051503924589056026,0.045601858382578304,0.14394471148822147,0.048979533003360054,-0.03644306954567041,0.019777802877795223,-0.01424996932072369,0.08652796633937226,0.0356517826725171,0.01997598698069064,-0.01930648381174006,0.08170390586387502,0.0876461716463233
SCGB3A1,,,0.0017496270874069165,,,0.14383725512929307,0.09127580606877281,,,-0.0038467254068083176,-0.011669289774821697,-0.014375781582367693,-0.015346109070910734,0.05236342729952708,,0.06949656872100196,0.03445152002911148
IGFBP4,0.041539615499606455,0.005064396794262573,0.06913955585794007,0.01091771392888658,0.04168163948206739,0.04284800571467256,0.1310725726752446,0.029952645895858863,0.043371417046016915,0.0718777809969436,0.05554202455672227,0.05027457308812126,-0.03558891285505673,0.031161215973956713,-0.007568584889044346,0.0005392361173620313,0.0410414970268965
RSPO4,,0.02008516527623486,,-0.02103424956580254,-0.0027403643665410357,-0.0008724899741062715,,,-0.01477727238263597,,-0.023197834356318815,0.0853088531270695,,,,0.01114648056556348,0.07554694592819097
LEFTY2,0.06952120332261046,0.011696411229016676,0.030652280502661812,0.014398227987845074,-0.02569317489900302,-0.02522839023967648,0.08974963527622427,0.01534740837131046,0.04062610850433192,-0.02137725036263529,0.04589595904224386,,-0.02151857688971099,-0.02251961071686004,-0.01738820441606204,-0.017996239155042424,0.08308909869432304
PF4,,,-0.014272199963553058,0.05360116348729603,-0.02063266906621895,,,,,,,,,-0.01795131094629802,,,0.015290773647189379
ANGPTL2,0.05379138965680196,-0.04651993437675421,0.005521327583837361,-0.007097810612934918,-0.004292864980255852,-0.01318989765495679,0.1706700790905411,0.033459952138140236,0.024311307385921105,0.13943985884018895,0.004507425220426686,0.06250218277987363,-0.008703584210249833,0.03233635300579362,-0.07185657849494691,0.050788758232358976,0.05771532221439571
LRIG2,-0.04222980695601067,-0.06499249651482836,-0.031354600783197,0.04910769201011292,0.06506482135768024,0.08598410554119597,0.07655095557784497,0.01352145859771122,-0.020628195122089743,-0.07342405384119916,-0.023500825960996254,-0.03660390185775334,0.039180274955644884,0.02302566994576615,-0.02542148351398144,0.04755680508238092,0.025496274420744636
ICOSLG,0.05420296735501369,-0.018149843686208943,-0.012176070595603968,-0.004334326473603736,-0.023871308864144326,0.012781345904880812,0.09383461830808319,0.05936511967967004,-0.04494093516674817,0.08287724854751118,-0.019810963819405517,-0.021117385563020008,-0.01393493933946815,0.0956486669496909,-0.036674585604820543,0.035864738906879315,0.01385995608075775
WIF1,,-0.058810575613836596,-0.04104892900186977,,,0.03607543767048688,-0.08072826714173682,-0.07087241566774662,-0.011403271087897229,-0.04896921714839905,-0.010077816753767859,,,,,-0.02057823046260101,
NPPC,-0.05773409996663883,-0.05157524354379346,-0.023894892841158446,,-0.003855574850146184,0.009087617354012376,-0.03211380605470221,-0.012568799464133704,-0.022244158654144197,0.04590491297895218,-0.024227717388484192,0.0710987414987707,0.020018309837513064,-0.010216480578761258,0.07336324498229188,-0.026540805434695128,
LYZ,0.025361732524871016,0.04705161026939395,0.07351487316577975,0.009650593326498926,-0.07352672106686699,-0.020272714287929924,0.005476574758149921,-0.01433018219267769,-0.05450320645145055,0.09338013973070854,0.025998971426316145,-0.042790275315874204,-0.06838669040834494,0.022942851391786468,0.027879399771342205,-0.011175438957363486,0.013655476809295512
EREG,,,,,,-0.03919960834970237,,,,0.025966404111313256,,,0.00018295311834505554,-0.02716782827805334,,0.07226706535879276,-0.03312652008662318
SPTAN1,-0.058224633108444744,-0.004917437935995437,0.06268996069972975,0.0720438594362814,-0.07937409706826218,-0.05054303726519661,-0.07329750356324158,-0.10548325484796184,0.011160304872239532,-0.13045613613545076,0.007328303875587452,0.0677222189754215,0.05338285128172344,0.025412235561476607,-0.04068465327641796,0.007445621148315837,0.015930812516952823
PTH2,,,,,,,,,,,,,,,,-0.024492955752086674,
LIPC,0.025364490736587423,-0.04076501296084893,-0.03302897260990852,0.020824688653063615,-0.021702612196389474,-0.026968922435232787,-0.03041641900106721,0.039518488165862446,-0.027627615602793056,-0.03938537876603589,-0.013170798175608107,0.06075799547491233,,,0.0027992578080296617,,0.10610349338645726
COL8A1,0.060403290735194105,0.02974312378622052,0.009952775753642755,-0.007115927247412612,0.00017477730142321225,0.018511698843965644,0.01758454052397986,-0.016943429945674018,0.05904057792308279,-0.020488652366790466,-0.007440402107033836,0.07686699972038011,-0.017209972670281463,0.04764146511080252,0.06868197562442079,0.022498501598577417,0.09751958037262977
GSTM2,0.042609553707518434,-0.05491691638407601,-0.0001427217259100864,-0.021548396686855417,0.05221921304974809,-0.025768805605014624,-0.01658635130755438,0.06417009617270929,-0.035133599392491006,-0.002765167317758713,-0.022111491386866175,-0.03297852289865519,-0.0071737225153331845,0.025661725596124937,-0.010261222276349456,-0.039158119606712595,-0.03911317614990819
SPX,-0.01576169157255001,0.05154354698266868,-0.021179062430055736,0.006732315167052982,-0.018695502540314515,-0.039032341025464004,-0.04061451625912111,-0.017167608191007384,-0.028168969835195543,-0.05697150890763927,-0.011386431965260839,,0.009476852140768162,-0.00412852176964961,0.00993524081471534,0.03367120221837007,0.024696622208965777
MFGE8,0.046244852450910354,0.026754325740072155,0.08832342281380734,0.005504680146155031,0.07515469491795211,0.013767037378973994,0.04913886066477098,-0.006543696582005646,0.022864075370253277,-0.019810511370770365,0.02917479002110012,-0.11560682095995466,0.025516088425334274,0.04421273715385224,-0.01808580541769035,0.0004031628569524354,-0.0047264889929303725
TGFA,0.0465725171182573,-0.023192645378871276,-0.004138016280665267,-0.006006678417346633,-0.007462788202611776,-0.033556083799413716,0.06231238060710651,-0.017671648525279672,0.02174471231159821,0.10547095249198997,0.011607993186914817,0.052442339849323144,0.004774584413224163,0.044961642034813225,-0.030998479157656304,0.03266739421867547,0.058932802699716375
SLIT2,0.15070710741262008,-0.03950371607041413,0.022334186677536207,0.055317542453507,0.008419480055869394,-0.04435850635737346,-0.024550388876002763,-0.03096651381126501,-0.030049542405931925,-0.06381696382018384,0.08490039046238389,-0.04004370577812861,-0.011602805476711,0.05354338434372571,0.0035797585428693707,-0.004717109483184213,0.03934746945720646
PLTP,0.003628128964171393,0.0009362723147098298,0.018275818415654205,0.02214669995494409,0.014857463423535215,0.036628505220540876,0.04905950202526091,0.04946295811696267,-0.0231313459929021,0.10698427522908287,-0.07586286850634834,-0.01732617592314709,-0.056199399263057524,0.03757718321205181,0.028385648176732354,0.06328467608698289,-0.010506520338322878
APOD,0.08180002275370755,0.03972585174848149,0.006762739471442632,0.052208678711665325,-0.034592539470078856,0.07881903563650462,-0.004737627449430311,0.08373419248779157,-0.029789850094599467,0.06518055810176962,0.01696114536561085,-0.048393239053623596,0.015683710252395556,0.020778130721360352,0.002840089757194553,-0.011224690352011743,0.08561829766841339
B2M,0.07279525545238827,-0.031724005133025764,0.06469917591874413,-0.05297200772712657,0.03776538969740268,0.07133371983493247,0.10687017697237046,0.05676162845193159,-0.05994239204154715,0.14753924097200735,0.024725720564206934,0.05691768475929122,-0.017028620219933878,0.09225852223760052,-0.005368154985649569,0.038662048104906664,0.03627670747754721
OMG,0.04463965862146839,-0.04524417846517362,0.0025696090942970815,0.010898223847024983,-0.009957333286922337,-0.0012024704886544764,-0.0346833999345749,0.02651932315925698,-0.02295097288527422,0.024281122957555638,-0.03091422192861962,0.07393509157514888,-0.0029053271325584474,0.09446580296476573,-0.018325728104425284,0.06530126858388825,0.01978707905932215
CXCL3,-0.01695392744217534,-0.04091135893531019,-0.012686621525498102,-0.008665467751512617,0.041307737378979914,-0.030170526743857395,,-0.023427161328435978,-0.03060167539912504,0.05575317420676352,-0.012043796302618148,,0.01849706602733932,0.02242867305513662,-0.013444482899792758,-0.009237031019141553,-0.011417297515139691
CXCL10,-0.057177746812357176,0.07332095065636467,0.04378748424066753,-0.008674648685592829,0.02260123478762477,0.05648560237834894,-0.02681023434074582,0.03453621885259496,-0.012972694293065292,-0.005361294638660967,-0.019139049838124794,0.0007754872538227603,0.05801412535134297,0.11286707212504477,-0.04052904969559002,0.009355449405616804,0.01905568350997301
RSPO3,,,-0.006266780909814419,,-0.023960819877360536,-0.012680770273763126,-0.0003903422337129232,-0.029299346303366655,-0.022318836142825735,-0.047229979138765296,-0.012585535014800095,,-0.004787083470415858,0.02875208806700605,,-0.024453606213084275,-0.015632034417379297
CORT,-0.0210528551072063,0.05404327785457708,0.018447679894732262,-0.011137884675386546,0.0020379763388514794,-0.03273083910319052,-0.04512604246808854,-0.05070908312434464,-0.013397277229094074,0.10675159861424963,-0.023494163580270788,,-0.013504001751695659,-0.018785134510104724,,-0.02643738661370578,
NCAN,0.06032987735510221,0.10953115348283754,0.013085759731594142,0.02913249968017261,-0.03114874447496085,0.004496176046879353,0.1014661307510377,0.08559278742450355,0.07156593735396098,-0.05846255120746288,-0.045564915962362486,-0.04940393590121998,0.0010795899018178766,0.02942521000953332,0.044784540914230384,0.007945014167726914,-0.04762329541729429
PRG4,,-0.008482400624152502,-0.003161757213147367,,0.0005622014856792796,0.0004257994632453173,,-0.025381194146765103,-0.01888476746961262,,-0.014714570897985722,,-0.027764358722125917,0.046721217630141414,,-0.017289146827013116,0.011089104920167046
ZG16B,,,0.0026223869724207754,-0.02146794309497039,-0.02744673958302271,,,0.001959491201366023,-0.010095674769840985,,,,,,,,-0.0194914646007852
TGM2,0.03803031844331084,-0.0074638941621907266,0.07028574141643834,-0.04801967503266968,-0.021895722553713897,-0.04827654998631165,0.0013171424156111482,-0.04709829831771176,-0.016921412616919203,0.03775312254225476,0.00855942747089382,0.026870291297902818,0.011098413341395566,0.02251608801387211,-0.011396247082848561,0.02828870509024093,0.015971886432484345
VEGFC,0.2625112417082115,-0.027745657341028886,0.0827579987347654,-0.015031210838574435,0.002047151689185401,-0.004668356164229761,0.02455446117144795,0.134408189567947,-0.02718516137679779,-0.0028576666296837357,-0.015016806122179352,-0.012716932201137739,-0.032622928766324,0.04923962081880239,0.06271667279984308,0.024953973566312137,0.08140568397477504
WNT6,,-0.0006221751892832456,0.062298818647778094,-0.019853483375208526,-0.032708638264652264,0.05733841929265866,0.017685378479375263,-0.02495908091978367,-0.02246756411148555,,-0.01310591008088466,,0.010127044891499373,0.01398191150808279,,0.06678298115356589,-0.005984965246080674
NRG4,,-0.026224005520740636,0.006280397981008674,,0.002346346387854723,-0.027504056631751886,0.07862774735132393,-0.03161388744862919,-0.01939542586815596,-0.027684003079925787,0.02165657817530266,0.010768911458808804,,,-0.03186309892382521,0.033970791976754046,-0.015632036169357405
PMCH,,,0.07560588505307972,,-0.03987895971877943,,,,-0.01477727166947297,,,,-0.025765688928454177,0.16361717628022834,,-0.016830647909157424,-0.008989132701252596
COL9A1,-0.019008211707392825,0.0324105180728404,0.00452547471313513,-0.0349335079617449,-0.010637096255039662,0.04428032851508642,0.16085595420782467,0.03925645019367593,-0.005663705224801089,-0.021686087931828142,-0.019962319803144005,0.007637013745463613,0.003949330532243356,0.020217802206982865,-0.029277386389393648,0.08182369271514846,0.0606198976323886
GDF11,-0.04264384897196992,-0.04242242744636064,-0.01614994823385485,0.010194684014886823,0.07839456245747342,0.03182639572089937,0.06342607560134822,0.018891934198778076,0.022958757749979325,-0.05808832956060559,0.03369182703553474,0.04707506814877497,-0.047071862532758225,-0.03486506004871764,-0.03595083480789965,0.015705522939675958,0.009020876454604011
RAET1E,,,,,,,,,,,,,,,,,0.07841178441369571
IL24,,,,,,,,,,,,,0.07470165757974497,-0.01766508642004136,,,
SORBS1,0.022967357746684187,-0.04729020383094014,0.016247913846218726,0.008679436713982337,-0.003660925739415234,0.019677305675810573,-0.03044136459934511,0.009689217895607883,-0.004139262226514817,0.08961978390322312,-0.07046949597328851,0.15761169145552842,0.018483687555759753,0.008658161883729872,-0.06820230672293147,0.02996441430277111,0.030692022681610597
DLL1,0.029230623881393625,-0.03673371722232941,-0.024849774390614497,0.014892156122666114,-0.008938787536999523,0.08879682946787314,0.14030414001952407,0.03330053201425614,0.030417789201358496,-0.0075873844548432845,-0.01903616647721795,0.00597409122183374,0.02187128309615964,0.038021971897504746,0.038270709272780944,0.025104887583301292,0.0732808919450706
TLN1,0.04459393803410382,0.05920785488798354,0.05133374012080741,-0.0055026597462794775,0.020092290016487147,0.01148066599419986,0.11370493997382584,0.0404983049796846,0.04294360132574775,0.028394799115383226,0.024548639034283958,0.03985602256146354,-0.054364868245996616,-0.0093806813994729,0.016424876408654795,0.06804243730630971,0.07453499580304908
