,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH916T1,ZH916bulk,ZH916inf
PCSK1N,-0.045910691433700135,-0.014251571514796923,0.012799212421398237,-0.013887400809382944,0.02817603825106581,0.010807689743282146,-0.02088811052201345,-0.07837137450657736,-0.03114265308900167,-0.026891122806357685,-0.12495066237815815,-0.12301563191448225,-0.03395535879005363,-0.03368646683144722,0.019539297427308616,0.028557821965215686,0.007819528834960947,0.06467026043043088,-0.006280601852016216,0.0041045825913099115,-0.04354490242305485,-0.035415072756301694
NTS,,,,,,,0.0650487641662805,0.07004760097580291,0.06491681664737946,-0.033166401193301845,-0.006264627164470923,-0.046165424014514664,,,,,,0.0411000786642511,,-0.010273988295535285,,
SFRP1,-0.008637578314908446,0.01170242752060318,0.08129074799203882,-0.0474365181669772,,0.04384810583508037,0.08716499906445234,-0.0313986586714149,-0.01038078575733243,0.042463054538509945,-0.006942149322262173,0.032922371974935555,0.10771005180282428,0.0026115826141894526,0.056082695339704745,0.043619984318667815,0.09616423101257796,0.03773757911095956,-0.01944256546188988,-0.034219892165118095,-0.05488838416078849,0.12242319250502913
CXCL13,,,,0.019191867214944477,-0.018187380026874644,,-0.03786281180584887,,,,,,0.10059100808361432,,,,,-0.014761435945394358,,,0.0706080472772448,
MICA,-0.022526752678281574,-0.052363383042811164,-0.028039620226028537,0.047043937671374915,0.035047396090578095,0.019900654949277688,0.030016987691793538,-0.04343747795110151,0.021236134627241603,0.022496270042915628,0.05105515063167836,-0.011463668859690697,-0.05869024131892845,-0.026762538581545352,-0.06355157542433097,-0.03341647447025805,0.12004816362077224,-0.030431187255160887,0.021167441684846675,0.05824228511662435,0.07257839349587124,-0.07217320474545257
TG,-0.020783297527645593,-0.014213723342670187,-0.011359554126507998,-0.04494979018035351,,-0.01004091827542648,0.08006871440548798,-0.023621920112493096,0.06916446406088618,0.01860652237658637,0.015280837677342887,,0.06119526763185291,-0.034349877324487035,0.03314428173140529,0.013858645618039542,-0.013067053263711445,0.007719778793773334,,0.019856823117144318,-0.009715855845998721,
ADA,-0.041025349501972425,0.0739085911904707,0.0022051219971174667,-0.021443667086536805,0.06375615319776537,-0.031053582488946116,-0.0010096748248402448,-0.02986912071452462,0.10249220855132603,-0.004686855858801062,-0.055406971943390934,0.11120814467631296,0.054635344211660705,-0.008294302148540584,0.16367102852209944,-0.031065874921380823,-0.02037454510813256,-0.03842915997416115,-0.02636009705226046,0.00945814697302969,0.08911448941476006,0.009136077681329919
LAMC3,-0.06164014910714233,-0.07276903107812888,0.006516147451500794,-0.03604684018598826,-0.03444217531524853,-0.016823186164076187,0.0518782440466091,0.046605408215858186,0.04357041066312662,-0.01371302721320285,-0.014503021173221227,0.03576912475439973,0.06366555657412444,-0.0008465590346959815,0.23333362772717914,0.046161975358149664,0.07547825014905075,-0.03491191663672468,0.005985348822899196,0.0061966059744356025,0.06439021138138055,-0.047442743243422215
CCL7,,,-0.021874778855380465,,,-0.028828072863201062,-0.04267778638151835,,,,,,,,,,,-0.019660367210899966,,0.06081938861253432,0.018357355605632612,
NGF,,0.028892251930389204,-0.028560935159705664,,,-0.04346321228665317,-0.03913770058332081,0.012087440770423516,,,,-0.04616545441138335,-0.01945818713646255,,,0.022551245594331294,0.07825052904687597,-0.02270615019719022,,-0.057482736949890534,-0.0289449665668863,
TNFSF15,,0.045888901291597374,,,,-0.02019678506221492,-0.026086458780363003,-0.027370502046673396,,,,,0.07775920026406652,,,0.03229846889952737,0.02916198027571444,-0.019166650361794903,,0.03963683022861486,0.12118451874589047,
HMGB1,0.023862789316083145,0.02768530650349096,-0.02570714107970551,0.028259753076121538,0.031764086575339356,0.011959517640913086,0.039589211420754125,-0.012446358855666027,0.09255396218133571,-0.017622543349392686,0.07304234301027938,-0.005945262107773927,0.013855202717062323,0.05492467406961148,0.12321341713184157,-0.0566252185850495,-0.08425994798239646,-0.033611992644784136,0.004683771241960909,-0.047047795973939405,-0.04021269769799135,-0.07458570821223465
ITGB3BP,-0.0511040718264548,0.05551830052124806,-0.01766709436140155,-0.03129229193652145,0.014252464045615683,-0.0014596138462990161,0.027417920348906943,0.006586670062675504,0.09218335618518761,0.015358842895186178,0.006398243400750515,0.060731218523735954,-0.023937468057041326,0.024224324044775005,0.02149001740926373,0.027533233045601735,0.10667329247209484,0.04418127013603279,-0.017410783419645633,0.055514840020083514,0.004329796389826819,0.007683239626324073
AANAT,,0.03418235600569453,-0.020572389470940998,,,0.06185110504151505,-0.03348990765672836,,-0.017387661760227605,-0.019181020930246866,-0.008798837413561904,-0.043402316524492425,,-0.01990236833333648,-0.024690740136074696,,0.14649926915015593,0.007327639015510483,-0.0012927892509351864,-0.026230010880161247,0.1535421435392357,
RELN,-0.017229904660367935,-0.03566772257384487,-0.013220894036993844,0.058909170554241254,0.009852281229767671,-0.02179234113531194,0.048699563769055244,0.04126131169682431,-0.07051724732589061,-0.029219220013962342,-0.004645828117366685,-0.03765754705768274,,0.006445334147660763,,0.001661940565939595,,,-0.030646055982088884,,0.01310722657666931,-0.025500383455906685
IL15,-0.02917273165426955,-0.02583042427040035,-0.04395818764713924,0.0475402285757228,,0.011795529895079131,0.07378029476619895,-0.019475739363752874,0.08828946676232349,-0.004174415355011297,-0.06913776261152173,0.031117672333617504,-0.015832997668046182,-0.015659395127159567,-0.05623900441639467,0.008276362542772302,0.011053446519435652,-0.017205364538611396,0.10229170207298287,0.025496447169753963,0.036872229032201276,
UTS2,,,,,,,,,0.06037668429786258,,,,,,-0.015746816376179123,,,0.0150578023038921,,,,
BSG,-0.0896849780317619,0.05084772361419842,0.0004914655027724325,0.01407322140955279,-0.0010324999321037398,0.018355487858917288,0.01030301385114879,-0.06527390867378434,-0.0017365071164542121,-0.05035565673104417,0.037913386861933206,-0.08165640723645325,0.01838785640424952,0.03331058530420841,0.054303504709789285,0.04521694453032449,0.12080438848546232,0.02457526373856686,0.06560509065337479,0.11727647655615897,0.07958906166740197,0.10681713251179381
ADAMTS3,-0.07175175359045191,0.03798989230197615,-0.062053649628139286,-0.011714586330657598,,-0.026465034790835142,0.016984318557658678,-0.0077493222216208305,0.06507740825706189,-0.03783150908296647,0.0073152844995632476,-0.0614133075869211,0.006865016806518267,-0.0395226604821301,0.11895344569124479,,-0.035099163096231525,0.03466395341587985,0.07100480695477471,0.06784452334323433,0.0077835709326661215,
CD34,-0.05125472297972027,-0.023294698407343918,-0.04288920837775076,-0.00951556361549272,-0.028989632448011882,-0.05247605010070252,0.06235305408920306,0.008766397586690795,0.08063011675930915,-0.03933779314484812,-0.04266817686741626,0.0020272962362888154,0.0665328717911001,-0.03183288285601543,0.105496411167706,0.0333220854225672,0.049724102936249265,-0.06118983975397868,0.00474933411894097,0.025957413938999543,-0.015355233491172017,-0.039513405126823074
CCL23,,,,,,,,,0.05723114660360903,,,,,,,,,,,,,
PLAT,-0.06267958500235069,0.010186266701595996,-0.03608210926679325,-0.039266119888863756,-0.00357149595292048,0.05019132763189693,-0.028260146369986115,0.03802244228304908,0.08073321998146314,-0.00735672883159971,0.06440105894050997,-0.11422852733197457,0.025241921237102265,0.03500258271852494,0.03364425092492991,0.09349773132136423,0.10648499663621408,0.035064661059378575,-0.005554884543474026,0.038539906989275216,-0.0038425394347907913,-0.061708450560526686
NTF3,,,,,,,,,,,0.031266237234043544,,-0.03462935325658211,,,,,0.006912995468588564,,,,
LTA,,,,-0.013809366289865375,,-0.010752559858563692,,,,0.01605774214839388,,,,0.08968701899995167,,,,,,-0.035301641687186094,,
CKLF,0.027113960801815846,-0.06820173545602698,-0.005627587121175922,0.022536329165791458,-0.026160999310562046,-0.024092729904062336,0.01718078089798884,0.01129413981575415,0.11838390277437381,0.011110159774430512,-0.00805993017378298,-0.006024173869800578,0.06889738952164323,-0.02367226640436056,-0.0396706128007246,0.028104178132741815,0.00799565674365617,0.005005653550830903,-0.010959768339515135,0.023452127276497682,0.03845128765214368,-0.001067296910187984
APELA,,,,,,,,,,,,,-0.02996975554479761,,,,,,,,,
CD24,0.11406877349033448,-0.02943396348971699,0.04039281888932486,-0.00773411084017956,-0.0343273060149851,-0.0344505582395389,0.023821580807663358,0.06431366446498468,0.04751748221945743,-0.006224148052793648,0.08455570931547184,0.01028933668127305,-0.012998557527207988,0.038618098321850355,-0.016215767095266655,0.026256020584711427,0.10236971159160463,-0.02541211570940415,-0.029530138834709115,0.03315012083857818,0.04207164871429232,-0.0690994681070754
HSP90AA1,0.08431663242935965,-0.045842940814128076,0.025019066344293395,-0.01770122277053533,-0.039804194471219266,-0.0010927608406018734,-0.02907942962821167,-0.05831739244618532,-0.09126467588736867,0.0381151022842134,-0.009922895494394063,-0.1072538916451628,-0.015111380192560631,-0.03443829080321477,-0.11972605227988574,-0.022058674549032656,-0.0941303836994759,0.011322892065732016,0.0008159634388712548,-0.052028973184457275,-0.035996718000859566,0.016826693204444063
BMP4,-0.021389030379171774,-0.06883517136847554,-0.00965367142645091,-0.024933872731904616,0.06763283593470688,0.036955699646451665,0.02134717486739712,0.026874458752049073,-0.03459015952246746,-0.009611963517100293,-0.013902661994845316,-0.003632306527682894,-0.02677815041510467,-0.009830510356277637,0.057465437488072896,0.08405033019794857,0.04137455712910589,-0.05096780335637593,-0.03602629657411149,0.031659287582007034,0.033921302172017116,
SCGB3A1,,,-0.021874776667931806,,0.012900682740249622,,0.020772038161093687,0.0506226584528183,,,-0.020078635209881502,0.07317961030387146,0.0011781738540783799,0.01359841956162368,-0.04036436407956511,0.08044407266139805,,-0.014052713376992747,,0.02652225396913761,0.082346503691288,
IGFBP4,-0.013947624205925161,-0.02082299106579503,-0.04577782082010469,0.056617553955348635,0.06308313654860413,-0.03087694127167541,-0.07189256570857573,0.011630492052468827,0.031458360386155175,-0.008754009918062392,-0.029405429018501655,-0.015258734373896722,0.031909453925560466,-0.05744746183761998,0.1466533804770124,0.007962382390329183,-0.020222758944975033,-0.027889274059894945,0.06909353396869708,-0.012199869630052144,-0.0008364752520721438,-0.011394546151109578
RSPO4,,0.03140023954133597,,0.05486741130057271,,-0.06098115577362846,-0.014447665547770385,,,0.013468581412403497,0.034600472570146514,,,-0.012972898023547704,,0.015857994338908093,,,,0.01831784777646008,0.014762871403589872,
LEFTY2,0.02420309541531102,0.019765660573536292,-0.029105285389473563,-0.0016971577015128636,0.03184250266214993,-0.055449671740636045,0.023564254930400052,0.05862510230474187,0.034385285036425135,0.010341190954246815,0.03866326695808888,0.026490692920186437,-0.018382144775114094,-0.01509465298660193,0.05431287747831849,,-0.03745934806554167,0.08651852068981741,-0.022305151419702216,0.0417326490718381,0.10351804360386956,
PF4,,,0.0069566808731198445,0.05196961603924182,,-0.021312722679124655,,,,,,,,,,,,,,-0.03530163351812437,0.10686267934386282,
ANGPTL2,0.07112079224733382,0.05858757885920344,0.0278925502854075,0.01419584060822755,0.09070682359434855,0.05521228716450078,-0.009770222333288016,-0.02030477518650499,0.09232699024001301,-0.01190676313443936,0.00807248380403991,0.10907455882178205,-0.04983506700729949,0.020937481053272314,0.04256792583130517,-0.013997056187049965,0.04513856506458665,0.012175037371532547,-0.0952245805948073,0.05844091203420684,-0.012698635008126881,-0.030861222625083472
LRIG2,-0.04425314797474898,0.06701626685167367,0.044635244497968386,0.0069302739439958015,0.023493911347112418,0.03473392868174713,-0.04108258343492916,0.07604750151343113,0.05674339811139016,0.0015132687488470765,0.015611815782852667,0.04808971082229393,0.010747933554579172,-0.016207633131176187,-0.013033217904911305,0.04862485571988814,0.04642103947917095,-0.03199605320002908,0.0010811267745039284,0.06842690384088411,0.054598342834940757,-0.03911075823018046
ICOSLG,0.09719278906258035,0.04715452788961611,0.06279659168856179,-0.0036597952857289023,-0.036646620215306375,-0.04713831268601292,0.050526004172218114,0.045596818202782496,0.05548187556028064,0.030175085305958353,0.0450535816963654,0.09382043464540359,-0.03580049007632052,-0.0426298546630197,-0.03301994631968988,0.0758565459789966,0.07071814452156594,0.006010027868994812,-0.019488786741390964,-0.025409885497391368,0.04485461108398411,0.09129302637180743
WIF1,,-0.06319661914317667,0.02036291318923002,,0.05547837801329119,,0.0203236678218215,-0.005499618994575302,-0.06560024191397518,-0.030237035655611873,0.024224758205625523,-0.08485837156435094,,-0.023039127404763576,,,,,,,-0.010178551933832198,0.08160791131712843
NPPC,-0.03956522966250453,0.025923315311452946,0.006154150377152352,,-0.03358919491687998,0.02312152024601461,0.05471506196604212,-0.004513686152574835,0.09694002323605984,-0.043388971784349875,-0.043050314419671845,-0.038424516565931585,,-0.00585814388407939,-0.050426438880016335,-0.032556716080800234,0.10806277322797014,0.06519360674379741,0.028722956078701543,,0.07834620907990032,-0.019806897678603958
LYZ,-0.011238831665191481,-0.015599406146053997,0.0028028179573977873,0.047982495464334314,-0.004291112757741465,-0.004461831630274132,0.0004637944999518734,0.03662269004994948,0.06906876798474357,0.01462968374067126,-0.007420683956869561,0.08916819251719392,0.04830338722979687,0.049987834588246384,0.068120744732133,-0.07749007045677096,-0.023529288023770634,-0.03205072030451603,0.05569104886797805,-0.013744222075913602,-0.0886929442300975,0.02882550706301388
EREG,,,,,-0.00320274418533354,,-0.017531241570576162,,,,,-0.047490761272505656,-0.02149504923553922,,,,,-0.017389503242314395,,-0.006260731204674973,-0.035088291053788134,
SPTAN1,-0.05099854540950527,0.055179072369912784,-0.05004555867101325,0.01828605278214135,0.028133703707059858,-0.004675106964442536,0.07926535711932024,-0.024718042273662012,-0.022350260495991193,0.017714321358270425,0.0242782616101876,-0.13350182134435462,0.003931628801355344,0.013135783195258604,0.01766446175997745,-0.030547274739099472,0.03546945046325762,0.00882248387187292,-0.05218254186234716,-0.009018784147271943,0.04855120440404647,-0.13918594322733163
LIPC,-0.026608842295187004,0.09996144512489265,-0.027780445279135268,0.007632297016898272,,0.025527926869057183,-0.0012433052061814834,-0.016936400085605784,0.03887718768895936,0.02166566398639164,,0.03631341343406901,-0.026876797828272424,-0.021009744104765363,-0.03635567350571123,0.025880900321679327,-0.03948613112960225,,0.027792814775058683,-0.025363511215136886,0.01530042791534527,
COL8A1,0.11145044262437977,0.01135597207801687,-0.0072486162714812275,-0.04559642431334117,-0.03127214281482104,-0.028193345256545294,0.024755129819524293,-0.011843256671786527,0.08119107160234867,0.01817095528712788,-0.009676487421056664,0.05417769824029397,-0.01869763954733075,0.01908455688086533,0.07168982366606445,0.122312870306476,-0.018929549227492543,0.006410326328758019,0.07181150304171056,0.04294191033824156,0.017835226150532874,
GSTM2,-0.01428570396641834,0.05217372290775693,0.03019935931978943,0.03050150308921445,0.013732297752387865,0.047406495605041614,0.021248618079251554,-0.016469360091215614,-0.04091472026939753,-0.042989661041651875,0.0157961071955292,0.05200893006469458,-0.01943753143404439,0.010606082865065052,-0.0817951271862268,-0.017361611887143184,-0.05089622174758151,-0.004710562126211651,-0.051903994800296234,0.011372645533096982,-0.028760970129006396,
IL4,,,,,,,,,,,,,,,0.027370808709105084,,,,,,,
SPX,-0.0031925594193270546,0.0037766094824617114,-0.029364489615145536,-0.011484562435907631,,-0.04319753020872943,0.04654557961754878,0.057783790332939025,-0.012438239788278432,0.0531476162803828,0.021276771807326504,0.10885796239640337,,-0.06405325206178387,,,-0.03924369479186885,-0.019822487865133947,0.0201165224225913,-0.010823767053817967,0.035390979829854514,0.02131938178104059
MFGE8,-0.0034276375336310867,-0.019960774573969702,0.021041531003556543,0.031523586669265316,0.02070677101002865,-0.055529533582515826,-0.056656642054440876,-0.012808044602365317,0.03767479542611436,-0.009283450812346333,-0.012469518189289437,-0.10329136734158374,-0.017823795071721413,0.004594546150070419,0.12443252896606039,0.11528637257397639,0.06682375230203054,-0.0500905369130469,-0.038778066259419396,0.05036229170650208,0.03982303848747783,0.03872319417797733
TGFA,0.08772791466589458,0.012821907905382278,-0.025001018196829865,0.05796364810285783,-0.0054877521602441975,-0.004074803797486526,-0.013561495393815565,0.011450816702321428,0.06363513708860608,-0.004209788535688512,0.006034520128919007,-0.005580045532527891,0.026105767027454548,0.03431608124056358,-0.02913342340760198,-0.0708247596375145,-0.0315379292985294,-0.022051933189543797,-0.026639537804052947,0.07639755818833326,0.04161719006320957,0.02587268285404538
SLIT2,0.1077094929212445,-0.05186432204038655,0.02818954902888395,0.004245742826469524,-0.019899720891049723,-0.04089408870503106,-0.04927600958996246,0.011284382266942708,-0.056252814220785194,0.03939136243930355,-0.005594156798302069,-0.07762264291188806,-0.03560144484951457,-0.00026225911431983754,-0.04719820927498808,-0.05627912268303127,-0.0035802496607936613,0.01263027912914197,-0.005671096329869718,0.0572626566409436,0.049742026984771426,-0.02327688021489077
PLTP,-0.10262763659842848,0.08476175814371222,0.03267152761340729,0.019305384410394,0.03991529248296179,-0.009712988352516246,0.040515479286667204,-0.0019422141500869358,0.09732919248881025,0.03717776057916864,0.050663705468357544,0.08396457623244116,0.007043009368176902,-0.030010001681092396,0.040412351245052804,0.03234036449669048,0.0658894444792583,0.008564439436230666,0.03630354017748516,-0.05960867190708184,-0.021467192060664247,0.1455593584762758
APOD,0.13259395204207078,-0.11445149868665888,-0.026110504507276137,-0.0022370671871090953,0.08003803220117038,-0.0014687538798791768,0.05367242809504707,0.06806193550850485,0.0854499258646148,-0.013343739132824781,-0.016491162906061264,0.1083062201215787,-0.04810768684474087,0.02080298417742121,-0.07275639835387138,0.029337164235323905,-0.13544754139240062,-0.041105797111511126,0.011787453959322456,-0.11302493039163913,-0.06245589333197863,-0.0997886622438419
B2M,0.06919528086206037,0.03283713175120469,-0.0031008657435379534,0.04782889431718841,-0.025644632725106038,-0.01383230169862306,0.0013466878586901418,0.010149150178314572,0.10993479170436518,0.04076376191014571,0.10486946282660321,0.09970157459561137,0.007977353150007485,0.040330613657115016,0.15123688630768214,0.03873110731537608,-0.020117615178319042,0.019214792112419412,0.06261115917803067,0.03486313761087392,-0.06976835233051619,-0.01849773357616041
