,UKF243,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF304,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
PDAP1,0.005056326269223402,0.04004194081461472,0.0191610965821198,0.01781686598229166,-0.012974467380037066,0.06611684720126797,0.0648072959685419,0.07627187282909502,-0.010632793610985835,-0.06853870131272091,0.08692761549340339,-0.029156169348622852,-0.03857245228850191,0.05396426521298039,0.05187960736484261,0.013085732414027745,0.01541611573012601,0.010944716703725649
QDPR,-0.012270833547082076,-0.05459785869621617,-0.10018835070441152,-0.024138113773019398,0.04206747502660336,-0.08496206346424197,-0.011084061332960634,0.055864433778043954,-0.04204474272372665,0.0551334398365623,0.02228229400348671,0.034634076699903524,0.061038449458674045,0.07314286421864623,0.036498669188158576,0.001700325513149093,-0.06681038752497734,-0.018242633558701152
POMC,0.00195797670904646,-0.002277562177372845,,-3.014749191103429e-05,-0.05967332121004125,-0.04567863776483985,0.003681424845163967,-0.017995491448529067,0.0010968387843093,0.024735530447100904,0.024457634897649544,0.020856278877533583,0.059043023161346374,0.0034059749944757847,-0.02623112584178775,0.049722085689939584,0.06993689020177586,-0.04702405319303992
CCL18,-0.04918264744179573,,,,,,,0.06532021885991415,,0.006919529813503971,,-0.05124484714588407,0.09767915290835592,,-0.01144459474308734,,,
CCL17,,,,-0.024044645397415926,,,0.02448922644294459,,,,,-0.025207156741226543,-0.007192094184330048,-0.02010321203557965,,0.03618802228474591,,
VEGFD,0.04140590965017236,-0.025666636318471926,,-0.026788390216191418,-0.006566785110513422,-0.017336820109232258,-0.01388743553157726,-0.02915124077603317,,0.08791508531842852,-0.0434108536520711,,0.03367830978078422,-0.008909164937560363,,,,
TNFSF13,,,,-0.01658545826008323,,,,,,,,0.08149812988477036,-0.02287486980969606,0.11596408124372556,0.002348923942222439,-0.035886868542372455,-0.0427316761530801,
WNT5A,-0.04685745486662064,0.01180198880010098,-0.011052495413300426,0.02141979121078596,-0.04225749351790434,0.10137889213600407,0.06793669683820332,-0.0654297499159135,0.11336159992137979,0.05172975537387763,-0.07583729625674965,-0.010499220480230533,0.05288150247650287,-0.04989095595531257,0.007999186174341762,-0.0033166432904936554,0.05037575087714765,-0.01694089678316637
CXCL8,0.009403780613090313,0.050817420676468335,0.11056672666408032,-0.019240078569519915,0.06335159251649451,0.024512982988235957,-0.03093666864193226,0.14086948447207154,,0.049419394901402645,-0.07500700919358594,-0.05020158762758065,-0.038324843858182064,-0.026240747692401756,0.060768454353066034,0.04697510244628287,0.035031105711751005,0.03684912173957201
GRN,0.02823506924320224,0.07261489235013344,-0.028762409578090033,0.015592966737828253,0.045435994209424437,0.08110822279397062,0.013260907131684378,0.08553454319813535,0.030369125964036396,0.015101212167121753,0.15935160152365013,-0.027567000197379996,-0.012093201343975072,0.0333452398162877,0.043916497917344664,-0.005881589164031004,-0.021960539021671544,-0.03139038953240311
MIA,0.05547876515776598,0.023950036704717664,0.11469584637295657,-0.006774688009708654,0.015806806601566543,0.01377475182784262,-0.015541737815413962,,0.12217376880915165,0.10502289390705596,0.07144213055879213,0.16563423283098133,0.08933286141423741,0.0789104288294207,-0.0019783070383641794,0.05065179016448439,0.0064002080658601985,
COL4A4,0.06811881861609634,0.014579735262155889,-0.03301212287497709,0.10235183978290883,-0.02373835212191819,-0.017869429965439904,-0.0013282349167579306,,,,-0.03399155335296983,-0.03343241723941677,-0.024992185766150893,0.08094411267136493,-0.03231603307061273,-0.05702747958191581,0.04427370831655982,
TAC1,-0.010291489211352504,-0.05903853189314264,-0.032260307183623466,0.01389136265836576,-0.00965680337035083,-0.0975449350734409,0.007540774530068137,-0.021492502698281273,,,,,,,0.04314201605282018,0.0009477094283256392,-0.07380103591206122,0.04636759199289408
RARRES2,-0.04028857449068837,0.08441428789573659,-0.05979596252769417,0.008752405688698991,0.03453341797296301,0.07317031376520611,0.0035951115332771002,0.016885560547368634,0.019979621512202155,0.05412106677081675,-0.05716178451431041,-0.010361103689468597,0.03540771015001986,0.04298090240998387,0.015958226920473172,0.011805422824820676,0.04617854222088315,0.03327842788349221
FGF7,0.13434213983489546,0.04661892137397306,-0.02503814645564634,-0.03588198820820259,0.02684517857577735,-0.027863513493996368,0.0012232383942196057,0.008755732394542904,0.04414643784738404,0.08834172701597351,-0.030353776443580623,0.060271139355297404,0.1250138834919915,-0.054329219267283686,-0.061428088721406655,0.06044865237143442,0.024938218932914674,0.09543225928161306
EFNA2,,,,,,,,,,,,,0.039164249123354034,,,,,
HBEGF,0.049075790455286684,0.0804978579338497,0.03438001989864523,-0.029129521151075498,0.07985756429175127,0.07035215045704685,-0.007038903655551675,0.10855788586741813,0.13134992743787047,-0.04226257183355205,0.06504410623593976,0.018366799946431044,0.00022934119633696658,-0.020725297902250705,-0.052264120904041464,0.019584316230749476,0.02145620607974836,0.041358753213941606
CSF3,0.01812191956978974,,-0.0006934313609643497,-0.028659120788055496,0.10550813997297971,-0.018905512959618564,,,,,,-0.054103429379541525,-0.08160164944027402,,-0.022988338574946296,-0.02318826131803947,0.056994322634622153,
PI3,0.00836684511446568,,0.09187860511931885,-0.0033917654493614688,0.04337864255308563,-0.021287857118292758,,,,0.05581717804280541,,-0.10312922050343176,-0.09496846103438654,-0.029523596509106527,0.03344360113507091,-0.05038038829948739,0.031211193119153668,
PCSK1N,-0.007689434852086048,-0.10899202369571498,-0.08078801879244824,-0.04793280809760826,-0.12252733949755684,-0.03011377498392508,-0.016619302036527294,-0.07898426702968171,0.050294757864644615,0.03896130652430065,0.051663330075599374,-0.0357178343211563,-0.0024811248861970913,0.0028563651641396307,0.002373925709590747,0.04270383207186271,-0.09618595231467185,-0.053401225924058084
NTS,,,,,0.012265548264441286,-0.006927391807625724,0.01081478229974707,0.056882482218103554,,,,-0.05880567270896894,0.11976091242249322,,-0.03584684551063119,-0.03433865303247175,,
SFRP1,0.06091320188092112,-0.015391701268927598,,-0.020979882521122036,0.008549017011541402,0.03246458759887633,0.009437404882629032,0.14434364170992808,0.07004880514279832,-0.02508841426028409,0.0633835548607871,-0.031789422949974326,-0.007190819264103876,0.035249401603395424,0.004440679210490795,-0.007303046593016964,-0.010620624251695703,0.07162752426536707
CXCL13,,-0.10979527204381048,-0.016778583917522457,,-0.012813772349318473,,,,,,,-0.03287462049881561,-0.06008673648394471,,-0.006337650725677966,,0.010730891510123543,
MICA,-0.02344385798285902,0.02057045599288091,-0.04197320335501091,-0.020408440913530397,-0.013497081581344553,0.007386264478828901,0.004945029445017449,-0.052918975735212474,0.10509570692999186,0.046413365831689986,-0.0006079860756049816,-0.03344657446972868,0.12430384047770708,0.03925413752981008,-0.019759811275161823,0.015645882384425484,0.04758651359175447,-0.04721712011118744
TG,-0.01887699259059471,-0.06569437372503754,,-0.022640617172107774,-0.009703940675354562,-0.022817262704291776,-0.02384689367295203,,0.0230658407974612,0.022721099851154794,0.02485092520400792,-0.03349400915871705,0.015271294514006214,,0.0008891285259943405,0.031600945613542875,0.05136361470260576,
ADA,-0.019694948263168366,-0.03065484927914441,-0.04559319628614325,-0.025603379896679882,0.0004331734260520874,0.07192432939311429,0.023931238663788566,0.01580269249104574,0.10258884678720459,-0.05634048323844117,0.00754405683669169,0.0025065187881563866,0.003991182530035298,0.001237077060333152,-0.03247676515618895,0.05118868367737732,-0.029541702398528106,0.10522985266742985
LAMC3,0.07399041621460035,0.012150067486781248,-0.04313301686090828,0.04131742590715689,-0.027315651704209475,0.09095143211493574,-0.03543896378829639,0.021635400366583752,0.03365619294488369,0.00013048079263904247,0.05597375158129645,-0.0024091372936227615,-0.05095946439274155,0.040463383388108634,-0.043437876790000704,0.01796441517465394,0.009061339360470889,0.08988666424398778
CCL7,,,,0.0013464337795508169,0.03631871203708716,,,,,,,0.013349788815703275,,,,-0.006077803148779951,0.023514843070287537,
NGF,0.077612406456036,,,-0.03750585779800361,-0.042607852323404,,,0.01555447482064795,,,0.047194845575176954,0.07965014126690097,-0.02548778304573281,,-0.029495570952844434,-0.0415417650502677,-0.047008615557008325,
TNFSF15,0.021643859705657086,,,-0.0182278269055018,-0.03464868854841532,,,,0.24113678925602516,,0.05688542910443482,0.009676036738776348,,,-0.01427536359396378,0.008229177387235085,-0.05559973466013716,
HMGB1,-0.009781623528921498,0.02620686919527905,-0.06445202635403545,-4.292082035088062e-05,-0.0016149468809768623,0.06100728833066796,0.0387657857098891,-0.01762441694695805,-0.07192512946101992,-0.17420747908804393,-0.10780538388353389,-0.004728887416221295,-0.06457731481936772,-0.040690906591622215,-0.04144539229592312,0.030928270089321714,0.008040993647415675,-0.004320083531782
ITGB3BP,0.03480825153336283,0.03976545930364414,-0.03823448285406874,0.007023399223899442,0.01312017112420157,0.044850087326111635,-0.023046669137481806,-0.007316178614903438,0.02852809766275693,0.009281911592330156,0.150087069717854,0.0520538510777172,8.867130760092184e-05,-0.028861742513794343,-0.03926377179281092,0.023487555491567856,0.01732883684161892,0.09273241362246798
AANAT,0.007360690164359594,,,-0.01658546003021762,-0.01847479622713504,-0.0170532843090659,-0.021445650841766167,-0.024674628084509303,,-0.04844155970512084,,-0.03314347252524251,0.10955869619474967,-0.042981438009735765,,-0.025709408344328312,0.03430487796287783,
RELN,-0.012715954073901121,-0.07895988439656113,-0.02602227287360594,0.013191348938493833,-0.011163449404036895,-0.05003968680207197,-0.003307080722191135,-0.0028698672792588247,,,-0.06484883795554211,,,0.014167672999964165,-0.017243092167123025,,-0.02570359571097814,0.15921951458531447
IL15,0.02999050899060588,-0.04793686112135051,,-0.015410790380002136,0.07317142111811578,0.009138267424096014,-0.009649687432232948,-0.004717816212577297,0.009783384520338227,-0.004168864164294128,0.029079830236013987,0.031311549013172166,-0.027613874285976385,0.0062477779490077105,-0.03482200534724891,0.006797608223163457,0.02929329791429547,
UTS2,,,,,,0.03987991955148226,,,0.026252365951231708,0.028075001654016916,,-0.012061620941348158,,,,,,
BSG,0.08884150735690863,-0.00029925708295578806,-0.025741947615248693,0.015307746026075356,-0.037953177754742766,-0.04965313817212862,-0.008550672813445653,-0.04220226321421288,0.05871583793695636,0.15472672064435772,0.0570281775347295,0.0035939895882190734,0.06744968237377647,-0.04783760133159459,0.025840248096828295,0.043037314975269594,0.013500517888463381,0.012391431563275917
ADAMTS3,-0.0021768505893183525,-0.01579992825473623,,0.006995334887863421,0.013772713218795871,0.15358526276898077,-0.010883230995062346,-0.012051109253870864,0.018312844221979888,-0.0828251131373125,,0.030269009004126372,0.06457714264241164,0.030130024849960996,0.0005458567165463788,0.043109440335157664,0.05102361229018733,
CD34,-0.034654827708890015,5.9068467678388804e-05,0.01664052742145848,0.02531375843484167,0.007396570573833808,0.06808297002925426,0.005618804308210218,0.08134572690872145,0.05714629800827254,-0.020090923244259994,0.051835437754900904,-9.415573318843486e-05,0.06894881288202936,0.032861441934829004,0.011629190801433145,0.02694536746936653,-0.009841162591428773,0.036761235191602785
CCL23,,,,,,-0.019403930513007376,,,0.05878581609190251,,,,,,,,,
PLAT,0.05150116371427875,0.0459334538421833,-0.030512796064184743,-0.050353916363191205,0.015157997119263179,0.10608908992240584,-0.029181965335590313,0.053145330645575216,0.054692816607359834,-0.1428755351748605,0.009976026779474999,0.10195046891622447,-0.011108939015286052,-0.036223997976141155,-0.042640319712170804,-0.001953547569453261,0.019436183778905967,0.10316527826027665
NTF3,,,,,,,,,,,,0.054085388000051145,0.03107255874584153,,0.022316983046975422,,,
LTA,,0.032817827369126966,,0.006750966252588412,,,-0.020654396746972625,,,,,,,,,-0.03460098913064008,,
CKLF,0.11591169964526561,0.06778277558659142,-0.01037455148919316,-0.02705113964224869,0.023754005902147143,0.08623926089425166,0.06007846485197693,0.009756635535165337,0.015387775609346468,0.032059666987710754,0.057728361855054665,0.02351137019349636,0.06590480339433953,0.04975457789361274,-0.027960845695397463,0.006866701631246883,0.06756306872257119,0.11470910630319786
CD24,-0.09337740747387123,0.08426058438932557,-0.03640007237596214,-0.03191552572149849,-0.046894634999929706,-0.01508439850714139,0.09151865232866915,0.06690420569828387,0.11014002695062386,-0.09238895763053831,0.026472738257017663,0.018474245134451176,0.04437679708182446,-0.0690004555657456,0.03613458045452933,0.004099120214154236,-0.05958451176028946,0.03506852819492236
HSP90AA1,-0.006720849866494566,0.08342002371272682,0.0029521260446749515,0.0021430613251778963,0.0682208670421637,-0.08532340042943691,-0.033318938082711774,-0.09800040063253489,-0.07397892344639953,-0.024553655945524822,-0.023697880483842092,-0.07640630394927779,-0.08093158608994826,0.0069512630681576055,0.028376719765451617,-0.03129724960242072,-0.021732444855634095,-0.06696346696817702
BMP4,-0.06955647312756635,0.04581005506556659,0.04974639749255507,-0.024000074579810828,-0.060588502299653964,-0.020954981139907437,0.028575864928352023,-0.025181388022152362,0.04103873264615224,-0.000560385946377229,-0.002936991787481856,0.04357203214228118,0.05959223074105546,0.03174402922570673,0.0020205423690403163,0.04435771463748963,0.06508801029184318,
SCGB3A1,,,-0.024699345002099332,,-0.007524113780217463,,,-0.030363585795009803,0.04642232157286615,0.08866499741837197,-0.023664694202539825,0.01306493393697269,0.027251933794062082,,0.05125878833004277,0.05292068572759196,-0.06164104496275522,
IGFBP4,0.05163466774421697,0.06495492396642208,0.03635242411053826,-0.036284345818376355,0.04797893873785849,0.06253849975442623,-0.0011390850461368389,0.07000453210457085,-0.019517130441566118,-0.017000077473301824,0.018451494031644526,-0.0768930187200945,-0.027462176515332823,0.03178878332058086,-0.04346989931377226,-0.016134235280579765,-0.04813886897497403,-0.030326913883772767
RSPO4,-0.024884405056359707,-0.03687740589219066,,0.014626983943866204,-0.025438581602378083,,0.021179331652878462,,,,0.02522051792675149,,,,-0.019964932554813918,-0.00646390758207661,0.08439765256885638,
LEFTY2,0.037929900359180396,-0.008079808494842572,-0.03657171856665146,-0.00151243346762838,0.03726976547619449,0.1093551156658514,0.02425508811785225,-0.026245498147787517,0.14853331928162056,-0.021367964659448818,,0.08248579187874185,0.026087371423462468,0.0030203395114221905,-0.027150989274334646,0.004071281574617945,-0.0006989514850574036,
PF4,,0.012760588306457758,,-0.014281743470428437,,,,,,,,,-0.02367961158071879,,,-0.03460098112371455,-0.03029993322935483,
ANGPTL2,0.020754978612829097,0.009311462354455513,-0.03905720552942664,-0.028323976186932408,-0.003752614734651329,0.12138812010217091,0.020270347093955983,0.03941938701668009,0.08442836544902364,0.04882719677365675,0.04487298998641997,0.08556544490880084,-0.01548302646153632,-0.060580710109446954,-0.03161744251963899,0.07456121699192829,0.014658882044827572,-0.05398910204951182
LRIG2,0.04535372366849196,0.052533348858097476,-0.027776173672525797,0.019007249132586407,-0.019930355336987345,0.03533488621552341,-0.013200239460868686,-0.0605695563974145,-0.031692231754503655,0.11558352137176786,-0.05611999942178395,0.013303058592571164,-0.034959883434783255,0.07639407144064994,0.01111537735312014,0.04074636152075229,-0.02313198293910429,0.04086291111972149
ICOSLG,0.11725521242006245,0.11395502130622198,0.1166658930544491,0.004478158082127686,-0.017483634784722656,0.022725355407784562,-0.013788936140959447,-0.006877450615481675,0.06420121252492222,0.06827546554798382,0.0022818462374875398,-0.016410108937344264,0.018814429270458833,0.04171508505449919,0.05721720340272042,0.04914755740089089,0.059979560069364855,-0.0034107129288613643
WIF1,-0.03898574196331737,,-0.040052807594380846,,0.0019537102497025464,-0.05505925005224807,-0.018537455995121997,-0.06012099199686203,,,,,,,-0.018559338651121485,,0.012452481380826386,-0.0234257128741814
NPPC,-0.00311316792462906,,0.04115041286904558,-0.02215450609234151,0.019333036366699145,-0.03744107117790503,-0.03616068661538308,-0.04772727556394321,-0.0342678221023245,0.038734191761723186,0.030919520150594675,0.03163184213112157,-0.003483976210382071,0.009642935613053474,0.09777159421400945,,-0.027878448767012825,0.03601329062716766
LYZ,0.1410920458799016,0.37358508044670496,0.09537312210813022,0.13838599147129332,0.21208379776785188,0.11578499791915944,0.19381847699383772,0.13791092498537552,0.1864424955463104,0.1725538080877709,0.12681640963876645,0.062167712606461575,0.13265377432723977,0.14163130666492815,-0.01595474513630541,0.023858210051187854,0.0654904149453009,-0.02648797387092364
EREG,,,0.040203090556856794,,0.16342371843734116,,,0.05168602885503688,,,,-0.021646722907727275,-0.031513848329855404,,-0.024866660107190738,0.04914307478085206,0.03636898252343662,
SPTAN1,-0.07509366634505542,-0.06034204380132638,0.023522956514615282,0.02785754646249193,-0.029650396759832092,0.006141095076541988,0.016023853321692188,-0.09873805854427378,-0.027841860016010554,-0.03173896421343715,0.0324668483744565,0.04538968548121118,0.015010386224826327,0.058790173628422794,-0.013793234886359909,0.046117544578435,-0.0190559206108325,0.06080223541561325
PTH2,,,,,,,,,,,,,,,0.016490364313382203,,,
LIPC,-0.005292556102197111,0.0025101841860990337,,0.05287332652479078,0.025586817915162825,0.020555076642637227,0.05921162923675975,-0.013788151372231978,0.005485227596334747,0.06772930866978442,0.023663092805003113,,,0.06590925918960894,,-0.04374873653294856,-0.0032698745854037154,
COL8A1,0.0244634928341178,-0.014795649622081465,-0.028849799791058058,0.03767239228558534,0.020130314963701428,0.09230192506331306,-0.028117353132981103,0.10638468956131589,0.06289934962080827,0.02532282601745404,0.1335861421698831,0.1271167042712378,0.07083576648838759,-0.03252900697842033,-0.0008645282625643026,-0.06921417606869151,-0.02835005328061874,
GSTM2,0.09232004054151356,0.0016180584236350764,-0.03845004667329642,0.015333459787201369,-0.007892553479627959,0.003084015423055043,0.018344568392794906,-0.028833072416308992,0.11336062495629584,0.01719922383354153,0.012554123872658996,-0.016528843367121182,0.00843125278760846,0.01308557784823949,-0.02219601614587083,0.04539465045896825,0.004502812234097325,
IL4,,,,,,,,,,0.14214668259653807,,,,,,,,
SPX,0.002178669514224457,-0.05003613749926775,,0.033081991178284524,-0.018409676632354537,-0.05980742903288267,-0.003310920727255057,-0.14790713695826668,-0.04542857170161598,,,-0.026847034536443156,0.026804212846391656,0.0018670629242577312,-0.012893164657029055,0.08218346089906903,-0.07173752471423908,-0.0040134568518903685
MFGE8,-0.0058448825115871,-0.02020164435568006,-0.04288845963822138,0.05154048510796336,0.03513083772239672,0.022796727772227687,0.028849711308436974,-0.05131771788311139,-0.03045316975066884,0.03947004890299493,0.07642533335727211,-0.04496180464122905,-0.0018502636063078975,0.028422930210187748,-0.04968354403495933,0.015402938465452286,-0.02907534991752331,-0.06114055059940617
TGFA,0.02541536267830776,-0.001020208445016945,0.03797524515614871,0.0610627486068676,-0.0293221739964759,0.028959251008749354,0.017427325675654918,0.02345561615239796,-0.0042184743863831345,0.000827682645994559,0.016482620470836228,0.04149997516231095,-0.013014179227186605,0.010614372411136665,0.01983177210521948,0.03575074581625898,0.06401893876693192,0.08840092829527739
SLIT2,0.013306627862409348,-0.011564669493997608,-0.018358286702778524,-0.03490630410704642,0.027701556866251045,0.038275893600084154,-0.0026710293599413377,-0.07010299182347184,0.16607137825305027,0.11127497920979387,0.07074998203847607,0.011878151156550285,0.03387745937405179,0.00250020464757969,-0.04342374303283622,-0.0009470956716816686,0.006047652713748544,0.06989849959414673
PLTP,-0.031105391235808622,0.07223062231486678,-0.05700071261464777,0.04519232648888985,0.08760524830560736,0.10814194498663682,0.06648697878165435,0.14477726389463658,0.04301033368344424,0.02743524581530411,-0.04357587825476548,-0.032563453217511265,0.014226502917222853,0.006258418909763923,-0.0024384490612984616,0.02658052785651576,0.027203364284840274,0.02575208646571757
APOD,0.03136097358069627,-0.06669541864866706,-0.052791114917270676,-0.0018802579760795368,-0.0882371923755071,0.0273396984735342,-0.013342179329100402,0.07841697377440825,-0.01062781881397453,0.16392239476605697,0.014335983079974433,0.086454602303953,-0.0019394823600625555,0.02176793810941051,-0.028213297222604364,-0.07703321356105357,-0.003096339394049396,-0.08260831234865333
B2M,-0.025793971270124026,-0.005747391520706298,-0.11105502923355277,0.07918732325776032,0.11077012793958996,0.09440049162965887,0.008800181490043201,0.15844746906139068,0.23767284929325547,0.17688037780413315,0.16851854505168654,0.028431035921004738,0.061497406574926236,-0.04081046153135961,-0.007917911219129955,-0.0856279872508902,0.0819444169842838,-0.04029231984762588
OMG,-0.02836621716122796,-0.032696382174980845,-0.06687213244930765,-0.025452060085912498,-0.014183523696661642,-0.03549595210231413,-0.004345484223945685,0.026626555201940804,0.04095783720718949,-0.01867678954277263,-0.007254206852260613,0.04907320517044137,0.011255929297242548,0.07086228836754191,0.0005902265651408763,0.053994018521038765,-0.025293634091449538,-0.026096941523174665
CXCL3,0.05065421732449883,0.028079848928800222,0.015879188619398476,-0.008459531215318493,0.06895532991298012,-0.02239014710677373,0.0012515550940948557,-0.007282133785941724,0.15953990273857446,0.12742615335149526,,-0.07641745756201149,0.01100150509772357,-0.030267549345295717,0.003144560814519371,-0.030653838892098197,0.022996847162861905,
CXCL10,-0.022392043209771867,0.02836113350557158,,0.01296896781281023,0.02105933792605839,0.07681112704455713,0.031586303404732195,-0.04192467602660503,0.10447413369916363,0.04693643261188239,-0.008333334562622731,-0.039012405183758446,0.020158084527343984,-0.04077684519179618,-0.027280243111606043,-0.012353796752766584,0.105482066395509,
RSPO3,,,-0.023107231857673292,-0.016585458804739904,-0.003387288295949646,-0.028002397075244916,0.004110371397945276,-0.05798567678157177,,,,0.06272028826056583,0.019833923413998963,,0.03311445348737497,-0.02465878441868798,-0.027348230846143188,-0.03349408684647848
CORT,0.11064416456538394,-0.018971830145745994,-0.03066644484527475,-0.02943653958787801,-0.03569560098651391,-0.04074524338855192,-0.03245073392050855,0.03675248172397099,,,,-3.363027716025805e-05,0.009823184206315262,,-0.021519305555096516,,,0.06573521882915269
NCAN,0.07017118731802142,0.02448719120751909,-0.017808640376145317,0.06346117061081284,-0.034891875473152784,0.022145484345986118,0.012129172301441142,-0.03531957905344934,-0.007641598780301105,-0.1301536116836466,-0.02970133141607111,0.05824316833114071,0.033703732674188455,0.0035442292933275878,-0.025174308080919337,0.08399081575293797,0.005207807489780004,0.053242749428790884
PRG4,0.1099090776611079,,-0.025836870298786195,-0.016369132592742287,-0.029746365783592906,0.006659610578353046,0.015493680479450642,,,,,-0.04137924558089941,-0.014042611367577349,,0.005115286974641434,-0.04710552611218534,-0.030330171419525768,
ZG16B,,-0.024790202294035866,,0.05790063708953496,,-0.026190067800808542,-0.016411793190255628,,,,,,,,,0.009859938414591273,-0.025848950600085827,
TGM2,-0.01249997032575619,0.00760721290999333,-0.005459624023902202,-0.03699616142662151,0.08103986623861696,0.038551887302541735,-0.01830433112501771,0.016600447112656982,0.060128830525757404,0.10712995873474554,-0.02060908088395098,-0.049604929718436414,-0.015200679211855908,0.06812567804662162,0.015660674780906915,-0.026439011303838616,0.05110101057573281,0.09067756294884734
VEGFC,-0.04310492838936265,0.0493094685869403,0.08028358313606877,0.03325926675191074,-0.013116895602584016,0.0036525375590069627,-0.012194351725009083,0.09521063899403842,0.09859549276533251,0.06756832057204543,0.15240849430708592,0.006268542939805142,0.050479062410003606,-0.0005243651631631915,-0.03407448414546151,-0.0014093136314970616,-0.07109708864210743,
WNT6,0.012099016224485186,0.05831392034149839,0.048603136515466834,-0.022640618112158208,0.055043125291792165,-0.02385425556298649,0.010144758355263642,,,-0.07140035906777974,,-0.025337318156726032,-0.03739074852427376,,-0.012394909507905586,-0.012430704826606858,-0.026709721214677223,
NRG4,0.046757820931755546,,-0.017320112416607785,0.05202101307666061,0.0120991890381534,0.022163675971816885,-0.03152971202440227,-0.03398848959674936,,,-0.03399151585728047,,,-0.015408661141018241,0.04420160222217149,0.07696958777009613,-0.02706210066818627,
PMCH,,,,0.026458529940825204,,,-0.0011117964062951167,,,,,-0.026772892658063114,-0.03476697818674584,,-0.01517942443260792,-0.020919575397489433,-0.04118547546887134,
COL9A1,-0.04540409856872317,0.01157330507889444,0.015069189484769676,0.06354956629289689,-0.019783128092390117,0.04832644813186959,0.0194351096034635,-0.005596868428837801,0.03621508885916263,0.016713583970470534,0.09638964742635941,0.04025564822002403,0.024698316026897836,-0.03212207666007746,-0.05375876950957423,0.005982270262666355,0.0793617762193285,-0.05449484154587194
GDF11,0.03139819414031509,-0.013968374531087015,-0.11878770951687018,-0.02482905486601922,0.024202052460132625,0.07477381175514126,0.025579087247490463,-0.05976319541378085,-0.008855514794706525,0.005598957933721439,-0.028212081769694343,0.016033828574596277,-0.012822961901860754,0.06167530247006679,-0.04106328157522119,-0.009035230821861397,-0.007579208156021579,0.032784129257367324
RAET1E,,,,,,,,,,,,,,,,0.019493993411502715,,
IL24,,,,,,,,,,,,-0.028630474377937986,-0.02330205221322141,,,,0.0036598899729773293,
