,UKF243,UKF251,UKF260,UKF266,UKF269,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8812bulk,ZH916T1,ZH916bulk
BSG,-0.04848172112369373,0.0127007783521338,-0.09354741285532457,-0.0035396757248176646,0.06546702328248849,0.11466733353390454,-0.14318374797323757,0.0834788326504707,-0.1061748290085107,0.10777246017624491,-0.06007565515188055,0.13893598891925685,0.05155042664233225
ADAMTS3,-0.00792614857634295,-0.007437671049825331,0.004527412207576828,0.018265479815338968,0.2478073925080018,-0.03432387903399327,-0.0403557982322146,0.1105972388693471,0.12096956816689036,-0.025617958418969942,-0.04490656894235134,0.19406452379119063,0.058252761841698544
CD34,0.14890221509905038,-0.007758211268402732,0.08395139966000295,0.058629458933496297,0.1770901593213055,-0.001976799168390135,0.019581297789089125,0.06106017407906661,0.04515775545772315,0.11220595078857401,0.012008796979957808,0.001818925221519057,0.052326025346237794
CCL23,,,,,0.037329931123046264,,,0.0328882773122019,,,,,
PLAT,0.059239336068593315,0.0474907412738907,-0.01682850732147015,0.03328080725734032,0.23835787577355216,0.0570745088957286,-0.11265882581638677,0.0063761402827665,0.11742875757776236,0.019093746270238434,-0.05435411271272195,0.11431853881258174,0.027258257430885998
LTA,,-0.012898468440192531,,,,,-0.032515008141085114,,,,,0.007014192578322031,
CKLF,0.0794962929001052,-0.058070299666830826,-0.0826377788998363,-0.015614668450787983,0.26541096881977677,0.00997267585398631,-0.1716697219712469,0.060751861749899626,0.09960955019406566,0.037990887634509224,0.02226358420587843,0.1318729470552203,0.026276729185989816
CD24,-0.09567776626303519,0.006160565977356437,0.00683784029934303,-0.04514860726255167,0.07100736130464007,0.07554081552370502,0.005953366830088156,0.10882032479352981,0.031359219137944684,0.023886336184787218,-0.010193188909772135,-0.010591430790662182,0.07506472522988279
HSP90AA1,0.03657354001798621,-0.06724082061369685,0.27707777330939803,0.0629807206773055,-0.22899589058360587,0.11544018979535062,0.25931095024146633,0.04078550004549776,-0.1907941727006816,-0.061933307416753375,-0.057952995075009485,0.0005821211041864583,0.03789028416835779
BMP4,0.01685574777185982,-0.01367313265489748,-0.02136540688771703,-0.05588889921575132,-0.024244765395363,-0.01798134752987309,0.011305030455697848,0.058864639661378226,0.05467782659111187,0.04408012195038472,-0.0062996742101007796,0.008225699719201736,-0.011851847291273428
SCGB3A1,,,0.01586169841397404,0.058796789452779254,,0.019116322358071515,0.05446738986545183,0.07288618577104501,0.08351067425810678,,,0.012572913328377842,-0.003967326089975875
IGFBP4,-0.024528351938642893,-0.0038796966742157806,-0.0018168406753920024,0.038723670336785344,0.2525868985591945,0.03606448481158268,-0.0635217376406671,-0.04826201314595302,-0.048596006725941214,0.06433877418871362,-0.06406679132622542,0.01160921211695767,0.03370295599646087
RSPO4,0.12260122658284575,-0.020851847373680368,-0.025748515101204697,,,,-0.04510343518888703,,,,,-0.029419473445778985,0.03619487910224342
LEFTY2,0.08792413744636494,0.08499537963615374,-0.048601814235157165,0.002178089681420002,0.2686113912149493,0.16211793584391748,-0.04013941443444819,0.05029277841973674,0.15931716573491622,-0.027340595515446944,-0.00803172015613965,0.006236578362050323,0.11687798817898401
PF4,,0.015838723313991165,,,,,,,,,,0.059097935054910775,-0.0023553343716318435
ANGPTL2,0.08428633763418138,0.0830361972510983,-0.04604081508623189,-0.05797161692047928,0.1354865335442642,-0.09960719576462225,-0.20004748638876813,0.06336476747968434,0.06031283639530323,0.008128828294401088,0.05023867895091693,0.02798132589182811,0.016358681223339725
LRIG2,0.03361960575625249,-0.04031712661357568,-0.05368147341220035,0.1057143753947168,0.09514473253428485,-0.0812553460232819,-0.044006070812605054,0.05694287403982236,-0.062258006030079645,0.0415378196265055,-0.02940321121523109,0.08377576507904344,0.05892482543097954
ICOSLG,0.008399990469230003,0.059803656342492184,-0.026250089867466842,0.00878184992033462,0.10660820458081723,-0.043536127226184974,-0.07580384641819894,0.02977573655878526,-0.07890414275745951,0.024780029895490004,-0.04646620479079254,0.05953024601994517,-0.0815765426134473
WIF1,0.039277307619374036,,0.1523739443306379,0.07285020617644836,-0.09371508659368258,0.18485060785472804,0.2902391273114768,,,,,,0.06757392078087064
NPPC,0.07159343143664249,,0.16637736110352683,0.004256741093028995,0.00019681080608281072,-0.035425517976114915,-0.1277420104817461,-0.042117850237968886,-0.028094656672784313,-0.025617909218146752,-0.008654283346793192,,0.03527945315716672
LYZ,-0.07942444262974971,0.007654156159197737,-0.11048684251888055,-0.02921848407499034,0.19723045983967083,-0.053384318505805745,-0.05408467743180728,0.17276869912367704,-0.0010973446078750455,0.04676729516417241,-0.012785505966849036,-0.048841191433671584,0.00072227239452818
EREG,,,-0.011719764377563039,,,-0.02338894268512413,,,,,,-0.009988155550723589,-0.04728117554799122
SPTAN1,0.17778637884394405,0.05572378970767869,0.12578563117930297,0.03551952411326466,-0.018886095292056485,0.1351637663022544,0.14260989681014996,0.03758275763638499,0.11658906816340242,0.045446662375443724,-0.00678473120183198,0.0804777261347572,0.07621375668820793
LIPC,0.05580007163505704,0.0007663756954049107,-0.00472847050153201,-0.009063177649306992,0.07191628426321656,-0.041889170058348475,0.00432708586316792,-0.009693040679572471,-0.019570908885933554,0.13417054943954002,-0.033749949021289895,-0.0010848831695149642,0.0942028520972892
COL8A1,0.014189012130217709,0.005841911572587276,-0.12627966170050822,-0.04944620091596131,0.06156146354475212,-0.07769731487724967,-0.13096802856512946,-0.0020273521141800817,0.02220029064845193,0.011020327114951784,-0.08302911725526613,-0.007738970468795306,-0.04875185170558953
GSTM2,0.1017560422733622,-0.025709836479150813,-0.01450558168438355,0.043181588036335816,0.03413446294666508,-0.02173797399205573,-0.0166045856399499,0.030160117440981397,0.12064987997215172,0.03145093184166027,-0.036764241186427786,-0.012441231888882335,0.010846563261853927
IL4,,,,,,,,,-0.04428873365413744,,,,
SPX,0.07936254228300156,-0.010408105533832956,0.2592978485895249,0.09741659440124388,-0.03017938468897671,-0.02315746965581677,0.3273945103697474,-0.055835289845388346,,0.03324818100439678,0.018059854484717454,0.0752921537476573,-0.0037801943155811985
MFGE8,-0.05432264083972304,-0.004603041160664189,0.12700822115274468,-0.005947575952649,0.082420742995231,0.13088921942063486,-0.06835428886967919,0.008882311674773147,0.05494623038612636,0.06511286469830638,-0.04612414384506333,0.012618737921280074,-0.006996110545669637
TGFA,-0.09624321257527993,0.010862788162584206,-0.13704788552675393,-0.01180366452025801,0.04322055483547049,-0.0356845589315311,-0.028421444287753818,0.05405741113176349,-0.14299805843252292,-0.009314394260589533,0.02262637296585401,0.1268111648448289,-0.006515843879933523
SLIT2,0.053415736120012006,0.0009354449202422626,0.13247610900165166,0.03388701152663498,-0.07738359310604977,0.0703183767021992,0.20836251684822665,0.07156855856006236,-0.08502732264785987,-0.028971589746272917,0.02727753032582279,-0.0528329172488524,-0.0056715320269809955
PLTP,0.10329583902409602,0.006548741319275207,-0.15550039083878844,-0.004628288911789763,0.1558381606608464,-0.07102485862918866,-0.07206279410562165,0.058976802899666635,0.01616290209877679,0.06450188167631964,-0.04415072933173695,0.03570082651506133,0.014203908297009597
APOD,0.04109275252063,0.043530790388057634,-0.0852224098117907,0.020258864737971984,0.03191053525209686,-0.12197889859604373,0.11759621197334905,-0.12753307916192194,-0.02081069342786012,-0.03134414912121263,0.028381684421954625,-0.0009685979428524831,0.04189260746335774
B2M,0.12439059444711593,-0.0728117253636187,-0.10540370493805995,-0.05487583496019141,0.2242248596333115,-0.11716923392818762,-0.22481987484257315,0.17369947023577667,0.02742436065259553,0.002049869441632777,-0.058609663885456395,-0.08489959888890683,0.052160139048864344
OMG,0.2002584115800898,-0.007718595767436392,0.09270322647624069,0.015555411361753344,-0.0962758381798649,-0.04257301535855689,0.2274518112708943,-0.007663430298690162,0.0687032489383993,-0.005132165573571603,0.04377920208110365,0.11566201120582671,0.12202168857728198
CXCL3,-0.03183274688745455,0.01626253319302083,-0.06645892233047732,,-0.009762805234897462,0.05048884011268967,-0.02341669388700196,0.09514793379343682,-0.00028830389241392743,,-0.020409532526258004,0.045854884475143354,-0.05458935104053805
CXCL10,0.13747484159878934,-0.021950077245742595,-0.009353603253382971,0.07324702804128631,0.2332372509482781,-0.03029224760885302,-0.03721196042231437,0.05163374788296604,0.10291851680339191,0.04574389748229359,0.009844044389055239,0.045637739086651086,0.0776687258558106
RSPO3,,,0.257210916763956,0.04310226447889315,-0.08995298222958414,-0.015957637206293524,0.044589332176964196,,,,,0.0249525584489375,0.10845067712583945
CORT,-0.0022281329070325813,-0.005681245427831276,0.10970319239400286,-0.012020321975045425,-0.07399078196094898,-0.04764785575681599,0.040556985010085825,,,,,,
NCAN,0.26869106412463556,0.04863112239518125,0.30610422670162163,0.003684733885973307,0.18434928251084773,0.11935405305488045,-0.13792446707217784,-0.042195210730113945,0.02688632850119663,0.037506275224617504,-0.07323263138976069,0.22525000128332867,0.10664891653129897
PRG4,-0.041455060142744846,,0.09065102097427138,,0.0071895269003322895,,-0.0286094677906347,,,,,-0.044921865165498426,0.02327041894611797
ZG16B,,-0.014118650409543554,,,-0.004284853743859013,,,,,-0.023783728079490068,,0.019652678783998415,-0.006940188225619599
TGM2,0.018222908283450807,0.003569778779591695,-0.007115790005357599,0.015910733754530667,0.09729507637349151,0.04426341855384846,0.022107246137534352,0.07898701052239802,-0.042007731285339925,0.04321152159308586,0.0034349889941134148,0.01939715072384684,0.010884612797732639
VEGFC,-0.05933055406267439,0.017629829685705894,0.044397054206898184,-0.0038247083070959103,0.06042487667413313,-0.02642940339566815,0.006951606426969436,-0.005510019264170992,0.0344395876345532,0.014608419155562264,-0.026920509713458496,-0.018851692322623747,0.013162771481700388
WNT6,-0.04791189525450987,-0.01305688159998547,0.1011573106426439,-0.038908116433803416,0.08267412443156932,,0.03026580224276686,,0.09806583629698584,-0.02261832819589255,,-0.018812541176550852,0.03755978817492263
NRG4,-0.0344572016796624,,0.07262846601929418,0.01204147710748716,-0.0024126700894654416,0.10199049331513664,0.007671137663373769,,,,-0.021616780460262528,0.03753191077585875,-0.01333780560470605
PMCH,,,,,,,,,,,,-0.03325600958523345,0.032188228618963116
COL9A1,0.166294794581816,0.0009232348166890706,-0.031129385080469685,-0.03913192989747311,0.15546695071155786,0.06771831098754784,0.0258511729269783,-0.029732013526516263,0.037224958155830594,0.020877731210901862,0.002961502416460577,0.17000537830582077,0.045410457700805124
GDF11,0.15214709449136973,0.06225479843414731,0.012384916963347726,-0.053892168844835886,0.18952049447951128,0.13029285289893347,-0.0864732306678925,0.05694718356968792,0.03866819854128302,0.02289160235958056,0.005398527307125114,0.09502050183538806,-0.0036484089928208612
RAET1E,,,,,,,,,,,,-0.025023712352027844,
IL24,,,,,,,,,,,,,-0.032584988885075127
SORBS1,0.12865869297619223,0.025525974120262904,0.013793232687059528,0.02678867410454498,-0.05778926893513958,0.0373859466940072,0.02810318798487279,0.03537554460443842,0.04763710354821537,0.01987760279460073,-0.03082246269300332,0.08180857241663408,-0.013579075471132934
DLL1,0.06344729891570863,0.04830948777163118,0.01711170902362953,-0.011205345995728455,0.18909651623253335,-0.05418334606096517,-0.037429391747526373,0.04516339322404919,0.2014241640170669,0.006227426647411036,0.010828739936656532,0.054903542552995635,0.04210685963729118
TLN1,0.04505457981571506,0.016604132711704633,-0.157484617782108,-0.010579763963730336,0.17578419379055424,-0.08904146784267226,-0.20927769740096977,0.0575148659089636,-0.06836896502412108,0.0032972727295896395,-0.01939198666194686,-0.036558432513603877,-0.057659416529865525
COL2A1,0.004128757743102697,,-0.0027058238895523745,-0.04073788977253613,0.061049277595022836,,-0.023772751813195065,,,,,-0.01792891056948391,0.015001729778805317
SHH,,,-0.027185675314097303,0.039774777727442444,0.05138017278220261,,0.12963493454127223,0.12377639238480005,-0.06694297911392459,,-0.05443850314412679,0.047133756053845594,-0.030255026518871096
PON2,0.23092008492119423,0.04735018974060158,-0.09589570612332697,0.011925608086167869,0.19040852077778636,-0.08587056647774559,-0.11512812845044085,0.04848975019303169,0.1543717365300275,0.032230323568507954,0.005561778926125753,0.06174682496993133,0.04222314105411594
ICAM5,0.028035691771984964,-0.01680713898275343,0.3047901548745257,0.030708549967459947,-0.046161456253208805,-0.012252135035354828,0.05868653729160297,,,,,0.09595097153203648,0.10255847938865235
HPX,0.12783889650331734,,0.027810394969629216,0.03638866874365015,0.056960267285767995,,-0.045060459849342226,-0.043406645651597256,0.008127584688709194,-0.03897792550061904,-0.028982547871232577,-0.026629792611746878,-0.023101246454634114
SFRP2,0.07374415497549894,,,-0.0021121528334127923,0.05337938187577175,0.030478398977228132,0.003655579230711984,0.12203551676725995,-0.042682189287166224,0.02838456297783612,-0.0015010030704766403,0.08996410700344162,0.0009595046668112243
CFC1,,,,0.024604538019314733,,0.20486697767968062,,,,,,,-0.03672103670427386
CD70,,,,,,,,,,,,0.008255441134810684,0.025251436696186725
HP,0.17427000884922145,,-0.031209802183446714,,0.03274204280654432,0.061666515886246935,-0.039219301011904135,0.05431711174658619,0.07824557127442393,0.027196363219051476,-0.027685530003427165,-0.022418562830035845,0.018768245650813448
CXCL2,0.10652581449929839,-0.012747184111774949,-0.06293549387831136,0.039690378889022285,0.04800437762111042,-0.05264531763076965,0.0009756360073977285,0.08417767423313278,-0.017219899837380325,,0.07692767111280192,0.04503710324496379,-0.02948056346863312
NPPB,,,,,,,0.00779152029437212,,,,,-0.04247380844878184,
CCK,0.07056443468144698,0.013184477006830186,0.3820425243616045,0.05316545163298015,-0.17896415011505498,0.16219284262370348,0.31153779569476187,-0.026998704719127253,,0.06247566379549521,0.0389840978625693,-0.009747773323796574,0.0716780209640866
SEMA6A,0.14856952540337293,0.005278298990925325,0.08037619101625082,-0.011177060507447469,0.1459791056722383,-0.05105661758343774,-0.20522118495476233,0.030427830657403097,0.03150493330373494,-0.01416865806445826,0.09097142047365797,0.1006431157042139,0.003230038433696563
IRAK4,0.08862130642533965,0.006928320725027693,0.0012797611990770501,0.03549692228788247,0.1544084926639888,-0.01918962189307155,-0.06392485981507079,0.03941532739073315,0.024605310391458027,0.0750541916442314,-0.0285556840982639,0.062368135309663786,-0.022648796132429896
GSTP1,0.12853831597060777,-0.005036916712485659,-0.1608510572503418,-0.05727436040569108,0.20229185301346725,-0.1027469320925883,-0.11334463719085903,-0.01695673591883512,0.050970443496574626,0.06678385065261853,-0.023998768978781466,0.15236315639770281,-0.04201010679735745
VCAM1,0.042787974859954774,0.0004419941836116751,-0.17711348600623447,-0.015297529023732036,0.19563064117162143,0.007068284898156831,-0.07899033448897949,0.017216715430237433,0.008527115671439852,0.04350468741184116,0.035604436118701815,0.03401913813698847,-0.025301953023971018
NXPH3,-0.03642199026658074,-0.0127240926680773,0.034960828870762684,-0.07479236009727312,0.07612952051854692,0.09571217425673126,-0.03456776620647061,0.11457539328592264,0.10040068891759275,-0.06639758530601444,-0.0607799831820918,0.17422235057903462,0.03207451282512176
MTMR4,0.039053420604171045,-0.05085726874381199,-0.07266128572985527,-0.02569946789128291,0.08301483997567083,0.040307568694382775,-0.019628352289354035,0.04427427414140758,0.09574215043799857,0.029294020107463167,0.008086232453884434,0.03785304437512822,-0.016728853209204267
LAMC2,0.00994348478665817,,,0.00969570717921398,,,,,,,-0.02090008520379676,0.02445718059441685,-0.03141810548269132
IL10,-0.023303649581686597,-0.01870165468107739,-0.05403500152520493,,0.08069402063487227,0.024598915726776423,-0.026135559385649813,0.04218039227368015,-0.037202577832852926,-0.040925690856299386,0.08156535856045849,-0.04541994591843637,0.017412337760147514
SEMA4D,0.026590249069492047,-0.03942436856169912,0.03712606562245283,0.01823677754449857,-0.12202721324588847,-0.07519445020658022,0.021663217765443908,-0.046148415264904416,-0.0077099966404846785,0.02638480456000239,0.005996609559095586,0.09552129676650753,0.0022065775311719874
TRH,0.0982960908109643,,0.08790108186771585,-0.007078476559247818,0.1304464644304879,0.04958045274880739,-0.08851514041375455,0.09739897964953344,0.02563155504750072,,-0.008747906976335023,0.11305675132374529,0.04928063819679318
SEMA6D,0.11612440180025696,-0.023025124280508,0.1659809302872632,-0.007819906974523463,0.11923994675225842,0.031364900396782414,-0.13391182410427924,0.10091838397249925,0.0029902104286313384,0.11498665013309543,-0.012208503251715965,0.09119043434096348,0.017717490137468858
CEL,,,-0.0054889248299965976,,,,,,0.07393163257050046,0.012151259968556434,0.039032762684732616,0.023036617290024715,0.01735790332456449
PDCD1LG2,0.0566407075250845,-0.03370751237765361,-0.04513483189832447,0.02053112988521941,0.06281042562044989,-0.023382429456577106,-0.029120273414775532,0.018935750864870964,0.01084797091253833,0.09741994702036479,-0.052449773748570815,0.09212073733445408,-0.03472448395214755
SPINT1,-0.02592440276608345,-0.042016354909419004,0.07010382871792761,-0.012132994600951874,0.05768542970495792,-0.03633551845167559,-0.002436580810614543,0.04099510977300915,-0.003398074639432039,0.07542377570245182,0.010250216165060513,0.03735533119846156,0.034566692530797805
CTHRC1,0.03808068950588217,0.09860634227079426,0.08659313085097305,-0.02381898665799083,0.11025612345218105,0.03236579205017397,-0.09620724965193041,0.08535001485064421,-0.009464753731923538,0.007052585903738933,-0.052034742854566995,0.07570392892784013,0.08737008031242191
PODXL,0.12614774743469778,0.05954852055421663,-0.14778608679430258,-0.05111669693546302,0.17818784033218465,0.034630108156913676,0.011152752927500162,0.14290900268580262,0.03020771199043976,0.10719652058474338,-0.06319786900915413,0.12006394884449005,-0.01742794076594629
JAM3,-0.04580202198027378,-0.0031385899589814322,-0.030266496872186886,0.006869154036242174,0.12711732327358424,-0.11868901468031287,-0.15122425581345755,-0.08879762202776575,0.14462213635258783,0.058159204585031495,-0.0010470940285758933,0.01682030082612166,0.03889231357138673
TGFB2,0.03776572967127528,0.0005671252087402022,0.17449195110627277,0.05557112782057614,0.20546753584039582,0.02835511691151473,-0.024794853710674983,0.006508955088240471,0.06565710239446011,0.054822472956366476,-0.026277214159886052,-0.011952407565195404,-0.02781546315317326
COL18A1,0.07292420975371416,-0.027614962736826423,0.025988068234208715,0.03237735038116319,0.1792297134083344,0.003517645568217359,-0.05620686214481506,-0.025573313307880742,0.042498750779512845,0.03303304715953931,-0.031272004230942695,-0.07061598218948877,0.02852149486922777
NODAL,,-0.012575966102164876,-0.04818711275655723,0.05602317058081006,0.20278015132906466,,-0.013589820971347963,0.0638849621076279,0.11091214205030547,0.03138875909518452,-0.03144043714433313,0.12815108882752912,0.08250308893605585
