,UKF255,UKF304,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
NTS,,0.03247442316615381,,-0.034264610460722676,0.053738815319555516,,-0.07451929791021726,-0.028879327911459144
SFRP1,,0.15703269756294783,-0.006256975909367209,0.06891173011005806,0.027912031761540158,0.015395325299901544,-0.07076979970669071,0.18745649927996552
CXCL13,0.011496881435616108,,,0.0826664016814028,-0.0011792170197490715,,0.12255855058888439,
MICA,0.0015023515684250476,-0.054967769438198186,0.0531524658588723,0.06068913440187393,0.03133263932943126,0.030247745645326767,-0.04036402278006057,0.027978851969953786
TG,,,-0.033764112705485794,-0.017214012682762743,-0.01299756743849784,,-0.008734424179373911,0.0455622521375748
ADA,0.010947041640286929,0.09129019220475772,-0.005180841702062331,0.10387358039159865,0.06656341155991229,0.030569138090128633,0.059843494627152855,0.026173841312042485
LAMC3,0.014003686601134043,0.06363748490553037,0.003903957009896217,0.08195775476080105,0.00878684787101933,0.059571135281954776,0.12221349923023248,0.0565600777651343
CCL7,,,,0.0031937977778288967,,,,-0.020435869616856322
NGF,,-0.01993506091663429,,0.04737822339288093,-0.03773665688499388,,0.12255366800404889,0.1605081455114627
TNFSF15,,,-0.0069531527684483065,-0.02386521674280346,,,0.003104634146004667,0.040931209904707326
HMGB1,0.08093216205815451,0.10805628012998522,-0.0274155905059519,-0.1617860434347435,0.006017777294668256,-0.026307938448142065,-0.01937993208562464,-0.06634973414617586
ITGB3BP,0.03433781444337084,0.019781336620139964,0.026885914646800638,0.051825497148922844,0.00473182635778167,0.06742091727497614,0.023191529728551055,0.012623165677356992
AANAT,,0.09461784013589453,,-0.028943239466745492,-0.0030692655194926124,0.019698725303789872,,-0.02162200227491035
RELN,0.02889332716032339,-0.0336351956932387,,,,0.05401086533569076,0.0679229648337663,
IL15,,-0.03840631692889857,-0.05312482337173041,-0.0029625446714579015,0.007654500925880837,-0.0234931593152821,0.013307454823692293,0.012797265307652225
UTS2,,,0.00983182917712216,-0.009150231094583355,,,,
BSG,0.017586844827920646,-0.029531293765591247,0.004528354544035788,0.16383609676372193,0.08391235117565296,0.06628617420921352,0.226390623427058,0.0016137600453686501
ADAMTS3,,-0.030095069930332743,0.001384802355624526,0.028713828087544788,0.09133856302108706,0.07878286078679533,-0.002022177458236255,-0.008503286100322
CD34,0.0279855141988283,-0.053968298914668277,0.007886661203247344,0.04145235973536556,0.06768357821402449,0.03126247577140254,0.0938111179994319,0.09245470188404264
CCL23,,,0.07088961302514461,,,,,
PLAT,0.14099634110444792,0.08426064057927925,-0.012435711871199242,0.06352238087215618,0.07655702892687127,0.06932853646560484,-0.0219447477528611,0.030272995363697923
NTF3,,,,0.010807348946909988,0.088445032582443,,-0.01479289173958641,
LTA,,,,,,,,-0.0008775248507453926
CKLF,0.043114005110622404,0.05115688545052507,-0.016268765012331675,0.03188279111190781,0.06774320174574311,0.01700228390921989,-0.005644753895350329,-0.004654961557084801
CD24,0.011517233483885374,-0.008380761907109187,0.0751452025723928,-0.0044192402297459285,0.07858583139350418,-0.03486879986589813,-0.10875617578929173,-0.04321125150608276
HSP90AA1,-0.07308502747507191,-0.14131886345991998,0.036216325340390584,-0.06505669950444679,-0.11639232560526264,0.017584817083862503,0.045925214179861444,-0.09469322079551745
BMP4,0.052064727092789906,0.007141689043589268,0.023306830414074775,0.058654819089424916,0.016370278414180834,0.11336778608403542,0.030599479183908505,0.04098909357157999
SCGB3A1,0.11492133237346892,0.15339243587451318,0.08611875502839013,-0.0056391682994597365,0.07290919295914251,,-0.0033664679384566233,-0.000867849882958542
IGFBP4,-0.028762599052109535,0.0701628260360155,0.04589353287097139,0.09057961142191086,-0.04189042363975874,0.08308822688623109,0.2749936354070892,0.13546542382415513
RSPO4,,,,,,,-0.025616371059344265,0.05116469492581307
LEFTY2,0.06441352239073828,0.06000087541162321,0.09570417073769699,0.0015712090622616234,0.016486778883065916,0.047584980837574224,-0.06478603987442227,0.02409353730294903
PF4,,,,,-0.04342744110146885,,,-0.029099949814136106
ANGPTL2,0.018042179144884332,0.14388585668833806,0.10229791947779172,0.05852131804615699,0.11384818796425418,0.03815286274753048,-0.1362870492105278,0.011278889809043964
LRIG2,0.04181229090694599,-0.011251817180578855,0.15255782975862328,0.04207058233953497,0.030677196926999935,0.05776141597269517,0.00469726268391668,0.028005930785547525
ICOSLG,-0.012070003724949242,0.08078250722099269,0.046671672366951134,0.07858318621601293,0.07652315877410854,0.024395177406327427,-0.016357804395638206,0.01869720686385131
WIF1,-0.04232228046754783,0.0021247655206815736,,,,,-0.042994095662279054,
NPPC,0.014744214202411576,-0.049493102245639325,-0.02594673653195575,0.03511572012963283,0.07660556914408881,0.09261816352378457,0.11588224633235569,
LYZ,0.033291030275443056,0.12015394055177826,0.10996196655864915,0.02062512393788519,0.09371274454580858,0.0074446849791809,-0.02121090091643461,0.05480712236886414
EREG,-0.015630323864982643,0.005166664121797767,,0.11673137970641141,0.051849941058761034,,0.07791062547437393,0.02371531771326771
SPTAN1,0.061535446259132175,-0.14660320739856778,0.009303385003821288,0.052367994677795834,0.08363704574201351,-0.02563087121414784,-0.061316100541124026,0.026498722073951278
PTH2,,,,,,,0.08307952057850906,
LIPC,,-0.036728293471174484,-0.027513858077264267,,,0.024186959612883554,,0.06587461550415041
COL8A1,0.02310102899201008,0.10006552613901605,0.13215505454495294,0.13475102653374751,0.06725927178362197,0.07818467790197284,0.19935821960833136,0.05021261394602432
GSTM2,0.02350490131604357,0.0030363085294339855,0.029979819826631306,-0.027270566155926865,0.07548018716616946,0.03240203093387123,0.01968125379359862,0.053524609400228636
SPX,,-0.06262081280711995,-0.03439737656642421,0.06287386861009721,-0.001097765674147349,-0.02416865192794831,-0.13254932342987819,-0.0003889423347290916
MFGE8,0.052000077394166136,0.010891130774146576,-0.008643504236337014,0.13043971712598648,0.07791558247262095,0.0700905519390527,0.029053025169115176,0.07860907027465568
TGFA,0.09823185540437825,0.03000158293913827,0.0542199238633602,-0.03376502427296543,0.10186208590628629,-0.06315298286633708,0.1055434358950936,-0.0381555707587771
SLIT2,-0.019398504259852428,-0.07494565328302863,0.04265402643349133,-0.020580149386650936,0.02071467924127207,-0.06628653296890022,0.06712249573688475,0.0063448654428396156
PLTP,0.07904434148478363,0.14596937487091796,0.014403971210476926,0.04961819643037906,-0.02527042650679069,0.0619645490827752,0.2891249435363684,0.05941011009758521
APOD,0.10438595802986866,0.019750888120587836,-0.056169724750739974,0.10837445010139067,0.08599465933444353,0.06928971532629781,-0.0779630425554888,0.09292091870111126
B2M,0.10452781959164117,0.18130030213262188,0.12117089212649673,0.06857579509561437,0.08352650088495857,0.09759416070416055,0.21152854765642962,0.11537327495849913
OMG,-0.0140323892546123,-0.054269825668525444,0.046703306065621585,0.01882086053683204,0.09350434353633372,0.019862341852835624,-0.013807084736658648,-0.04719769841689558
CXCL3,-0.045972970971855265,-0.02886911793672454,-0.02674071400440078,0.08484194933899165,-0.013519787170658703,0.07108296076709497,0.18821764158554322,-0.009632287541947145
CXCL10,,0.010507578941414821,-0.0675229180391114,0.018639090482497046,-0.02573403953391577,-0.020887595011838643,0.0012260755387538316,-0.043068370796646584
RSPO3,-0.0035459349645938685,-0.044043667695838555,,0.05327490064166449,0.1507393919723365,,0.06656763139172307,-0.020738411621791252
CORT,0.03420631373510122,-0.03931999663490805,,0.00699592322176231,-0.016154136693586837,,0.006487166094576377,
NCAN,0.08009639000860187,-0.0963991852559083,0.020575568880846787,0.024824315371998765,0.10236569621208834,0.1283451700798001,-0.305037776407635,-0.1347077957437171
PRG4,-0.027300839488273308,,,0.12379212175541811,-0.05380177447547725,,-0.0025336446762965615,-0.009772949796142787
ZG16B,,,,,,,,0.09248665186211766
TGM2,0.002733319902554036,0.05766036602593555,0.045772922048184575,0.11876629680040345,-0.025067317689194138,0.0714525264517249,0.07236285936697423,0.10270231522741574
VEGFC,-0.036305314468037725,-0.023173218348132307,-0.011577074273630023,0.07748881178194883,0.04838725298614356,0.06704774770464107,0.003576605987288778,0.07579737453189031
WNT6,0.024844987152796386,,,-0.04149837266514042,0.03795867927126716,,0.0253903359457616,0.02316094592047578
NRG4,0.09352498104169414,-0.0258163364535989,,,,-0.03505158034441031,-0.006574277833274161,-0.020738413946072416
PMCH,,,,-0.01314135919917366,-0.0059362450928631,,0.0049220440713775085,0.012186436254319739
COL9A1,0.0031174613202159893,-0.020223063145675207,0.13008896239069007,0.03058059451356151,0.020700351892838097,0.044219491042906435,0.05098908484173462,-0.011193900881486911
GDF11,0.0946604614527431,0.0338302041446905,-0.025585731028141965,-0.008769318977114936,0.007995031956467702,-0.04487878902372903,0.08745942419122173,0.006034369440708003
RAET1E,,,,,,,,-0.02274989274843564
IL24,,,,0.09795984109298712,-0.0427350126324288,,,
SORBS1,0.06991882587008215,0.0551992051825481,0.03448483840819655,0.05890175288254661,-0.0010924362676617504,-0.010171230804510099,0.12740553289331435,-0.06972069772094516
DLL1,0.0028835638709674856,0.0799136872038449,0.00431254127495885,0.06976118758247096,0.0650358416189141,-0.04127665274589901,-0.060138938779744924,0.11637880638591731
TLN1,-0.08896637332013511,0.13047030388424982,0.03473188584855371,-0.0009711760787811749,-0.025373631507203186,-0.03254794589407674,0.06155191566333991,0.09746027944223652
COL2A1,,,,0.029523234255893042,-0.007036436360542202,,0.008998515657442604,0.0415094195311448
SHH,,,0.08200714928609383,0.08832299758494801,0.037185633065031046,0.04392635254388579,0.09221178191891242,-0.04964619340233038
PON2,0.11708012283271449,0.07545435078016839,0.06797280637805594,0.11975658025475669,0.10359420990663032,0.06770473129080844,0.015148554658894378,-0.05546108245218789
ICAM5,0.11592097738185218,-0.04963703505413285,,0.08767124488410837,0.016360486854686072,,0.05911712273175838,-0.006936957778155345
HPX,0.018362953398397806,,-0.026740700014233922,0.002539575731155228,0.09393064747056802,-0.0012862200786365756,0.05096841065056358,0.04163175051849976
SFRP2,,0.07452240360577637,0.03894998690632706,0.026024334904846798,0.07767002541389378,0.052481519084849174,0.08567999786928326,0.11931269221063726
CFC1,,-0.02106524005579478,,,,,,
CD70,,,,0.08579036200156867,0.021856756152758883,,0.12840362967212307,-0.005158438129587442
HP,0.1103876949523651,0.06914614926252421,0.0004067671459788527,0.002980615679509917,0.03600571090769467,0.10815873436096227,0.16950398571281314,-0.003654766253608055
CXCL2,-0.04531182818420678,0.0312014404210724,-0.013359647925272772,0.12868426385577522,-0.0051616363619735395,-0.0617627634637864,0.20842836571920115,0.0635679948403926
NPPB,-0.045473509233583814,,,-0.02432839050643107,0.014747331738553401,,-0.0006865032101100401,-0.02103681130655829
CCK,0.05595306601089006,-0.12063409050485689,-0.027513880284714298,0.002172573156712156,0.05169230192758304,-0.017652238596339284,-0.028715378312761882,0.0038323272314255592
SEMA6A,0.10919535887064198,0.07615136079345453,-0.05740725196114166,-0.0174138411556048,0.026399731182537557,-0.012083146176210133,-0.027217687407984314,-0.055798153425449394
IRAK4,0.036994013376216606,0.03154115603454866,-0.011171985813587915,0.027628156685068298,0.02523618095183846,-0.049001200840761885,0.05926203540094794,0.008207137313941286
GSTP1,0.050378475953540454,0.13080236532360118,-0.10331908022297032,0.09302114908052309,0.09825536942202998,0.024793436140993146,-0.050260374028429915,0.00040587199693786975
VCAM1,0.037462963881053545,0.12504882069983567,-0.02937533087073582,0.11846180268019187,0.028634742597737992,0.015619548996744146,0.07568447224183185,0.06370726531363163
NXPH3,0.05130332170152503,0.0608725259407657,0.2087495092868269,0.07861491630455714,0.049398969496126995,0.017048345882389335,0.04860269763191076,-0.026985602788733052
MTMR4,0.04886148950451005,-0.032279004614394737,-0.024533395518673607,0.0559419913933165,0.05328511217619895,-0.019260026212975945,0.009490333040944954,-0.02075520408152965
LAMC2,,,,0.034557656656314,-0.030859066429498903,-0.019106055021433577,-0.019064555891479682,0.01737918672276347
IL10,-0.005449677846907612,0.1487657468252424,0.14176828726426438,0.01625802711637247,0.023875797639635595,-0.03268963869104995,-0.013618769944509139,-0.004642478296410885
SEMA4D,0.11057547864894199,0.04527181253661263,0.02296754988250411,0.05547537277888985,0.12355061471419326,0.00017865844106107348,-0.1222551845115568,0.015149783224263124
TRH,0.036623502672771445,-0.016098762767403265,0.038898522568688566,0.03353685615463757,0.04586772304477042,0.0009558240939200899,0.12131664640255299,-0.023562639422921267
SEMA6D,0.06460359717623046,0.0028415517757337653,0.07733980395018973,0.06560717010455203,0.021283899523811694,0.0392536624506707,-0.11268279621672832,-0.08863957553078401
CEL,0.07770882196135015,,,-0.027486560991193756,0.01871595231694146,0.038803647710355084,0.030650498156445743,0.07837858523614326
PDCD1LG2,0.05794078503143969,0.1090113389669474,0.023371920550169758,0.03941833524960379,0.007285565420007934,-0.005783664644412904,0.052188126516424724,0.068815633540316
SPINT1,0.10096755671664323,0.002442656810072292,0.057353233327239156,0.03990309562548987,0.04415684226557032,-0.034690722751331976,0.07319853123373006,-0.003118179914509783
CTHRC1,-0.022156099463194974,0.1049357120708411,0.002924233944150132,0.08183882582481553,0.026022018505640312,-0.014241371771964495,0.11737446310864202,0.1349587164715023
PODXL,0.036350455043765904,0.0023219553826102795,0.09335725001878997,0.0887699458397407,0.06109401701866786,0.05619583972001663,-0.013830177861813443,-0.03983639937412735
JAM3,0.04214194129571745,0.10541979505132998,0.020146554653684742,0.011363995292211387,0.03995488361910414,0.018667985276032098,0.07526559798201587,0.007757441683633033
TGFB2,0.0254086807482718,-0.01894634546831397,0.01855160891092681,-0.005828163363218884,-0.034807719668667546,0.04755460688242497,-0.12111349237699313,-0.06588685353657293
COL18A1,0.15115564845386215,0.08086738877464943,0.06185486431831827,0.17972075047286318,0.01616289728727625,0.10257795425433038,0.36922867508480833,0.09073549127998282
NODAL,,,0.05792794810018794,0.011383817173660047,0.022445398040994956,0.06372201970779755,-0.04006659819606354,-0.032247614824618916
INHBB,0.0313199253335361,0.09871575396097107,0.0397908187024097,0.06678966257225098,0.03127180580485842,0.014539252518428143,0.19569500315509522,-0.03581540679543012
LCN1,,,0.026989949633418674,0.08545914923659405,0.052612659591535806,,,0.061387178480977606
ARF4,-0.06722927281305978,0.05458117792082872,0.014029923129677154,0.0071682699138060175,0.1413493377599713,0.009619889385204151,-0.09671624624518584,0.03859722380571796
CXCL14,-0.046235714606986424,0.029062310648438512,0.1476269132725012,-0.005250803695482399,-0.036125000299269565,0.09521997738145947,0.23843225368345727,-0.05931918593320268
LIF,-0.04646665856585653,0.06408214789964173,0.041429391806126814,0.09150637886057637,-0.013850370245314233,0.04275557874969483,0.03297670714474407,-0.0059176371048990225
IL17B,-0.018857442907707668,,0.044701937592546766,0.036279506212157024,0.01746504418100484,,0.10938127256033589,0.03531703836140179
MMP1,-0.07399922452239197,,0.035232656416166755,0.056039109154844516,-0.05347821492608137,,0.04989986710140434,0.05330970355407181
MATN1,-0.012207388527816691,,,0.024583783321788486,0.08064846442514297,0.1247899999975874,-0.02109010972218488,-0.01443552443985241
ADAM28,0.05355302418637498,0.06534107967829936,0.04506417516746929,0.026788212382371075,-0.02076078801431795,-0.018644322841101554,0.008499179862677782,0.12421132187106028
TCN2,0.09022966335779196,0.04742212675165829,-0.03443588348976265,0.04787546000947807,0.05582760975158807,0.04956626735701904,0.07472028124170832,0.07892765449873504
THPO,,0.011080733213984733,,,,,-0.03936697314424185,0.02165385185442212
CUBN,0.024120706994297487,0.0023996274519390414,-0.03567294315863724,0.027583706077458227,0.17133519200945577,0.02281156409015828,0.02470319265265033,0.050804019892188315
TIMP3,0.028530325804953374,-0.030570046917716455,0.05233697536131507,0.09124907310382223,-0.04318221592602396,0.09771891057525564,0.3033199410014067,0.11988556391687394
PIGF,0.07634775954381248,0.00662176292621493,0.04232793525071207,0.016618618679230597,0.09810959192547679,0.02004317547915855,0.02253528027241124,-0.04141160668427751
CRH,,-0.024406418198263034,,0.005716681033082621,0.009197822881533174,0.004131146404960171,0.039157090326253245,0.0006138652071536124
BDNF,-0.03707743048883579,-0.028239113988423888,-0.008609301715901352,0.0577574211027144,0.06497307081257979,0.03483506573235641,0.10517900475398559,0.031473150769168345
CCL5,,0.04183426997262346,-0.014943463911776696,0.22616557393158881,0.05185408645131587,-0.024633608108432698,0.10125240097823125,0.06124534832389856
GAD1,-0.03167213288411385,-0.08922531511533914,-0.05446642292062753,-0.026988487714725246,0.05030628664482384,-0.00609688357712722,0.132073378997558,-0.005411815997979894
COL14A1,0.0806795569344551,-0.004094914688112824,0.059610857106905425,0.1470535642069771,0.08373487910432498,0.08297900880343302,0.40136179623679735,0.20489386762719494
HLA-A,0.033951228914384984,0.14124940465459299,0.05493188367724602,0.08719920858120446,-0.04425770550821908,0.05041159708277334,0.1644336974522633,0.02794568518052949
CD5L,,0.042393970908978805,,,,,,
FGF18,-0.018857421849381998,,,0.006995386880655343,0.03960592552593719,,-0.014722299247474363,0.013329077137231624
ADM,-0.08761163922295633,0.0027774585709690533,-0.009546016656838395,-0.008689436200319423,-0.07455813651811727,0.11176581724668581,0.012803628011447098,-0.032414542436385134
CCL15,,,-0.02674071400440078,,,,,0.06378683038176691
GNAI2,0.008885928106887406,0.09355024643784027,0.060785289959692825,0.0346638346360831,-0.05018691085980633,0.01949958452396264,0.1047565240901999,0.08543113342759229
HDC,,,,,,,,-0.01048526084499516
COL11A1,0.017841517572806928,0.05707317112600075,0.028462819254658208,0.1294953944142882,0.0689200401912264,0.015167244261878121,0.15842165072364,0.07209381131375811
NUCB2,-0.04540600338979713,-0.05007749022210609,0.04235031160300846,-0.05428687240537882,0.023530532115545615,0.05183969410000083,0.031357747252088244,0.004972166354120277
CXCL1,-0.018581407489283077,0.14804569788402122,-0.02863854909645486,0.08815762707514622,0.022975274253363317,-0.03133573832142139,0.10411903478054367,-0.042534298720061946
VCAN,0.09595676021645483,0.041996506205135294,-0.028448134310031632,-0.0926391683001543,0.06129198385091054,0.004996519756550904,-0.04797879677188879,0.09106700317162707
MMP7,,0.07253330029335661,0.09607580200803112,0.09306711611267977,0.029338906071822803,,0.18189000693056484,0.06712551551698905
PTPN6,0.0029024622066189105,-0.027247455896540998,-0.02637644453905926,0.019223731967462843,0.05148833202038229,0.027941475566704302,-0.004425491576945874,0.032498383978098996
PTGS2,-0.03507694941374201,0.08930272448765705,-0.017327780016173498,0.04394521858360027,-0.06113239021500099,0.007983456360151901,0.04648988685440294,-0.030658846301733874
XCL1,,0.07260220693636574,,,,,,
CD58,0.046017926386108354,0.07476338870260558,-0.021405554275263996,0.15601231352574757,0.12780431207981416,0.009025052763222121,0.03317028100945153,-0.027570278321674743
TNFSF14,0.025742850014595007,0.006678707959620081,0.07378418440944859,-0.019807752442030032,-0.01904185365067887,0.029577567294010922,-0.0015234435539416182,0.07102564075825388
CNTN4,0.0019718067563649667,-0.07566282118019224,0.05985135145673534,0.029354992467703553,-0.018242640903739955,-0.043019785626727015,0.0592525658973914,-0.03477291554607385
INSL3,,,,-0.0034755525209326566,0.034974225748264746,,0.06583370185260382,-0.027981350970349025
BTLA,,,,,,,,-0.027056567302336066
MFNG,0.12420504651586148,0.03086900956319929,-0.031083201809336655,-0.04526724633934191,0.05017088537897158,0.09298425654569094,0.04893107059122683,-0.05192978515374796
ICAM1,-0.02051430572587663,0.050594248720924793,0.005195092374944202,0.0984765303011718,0.02054335992312043,0.09858674415133148,0.05604932184245055,-0.0016550334194550462
PROS1,0.0008994961130373273,0.07321230982994678,0.0070309540450493,0.1333261066607331,0.04384335609636156,0.0034157561650600106,0.31591400633016126,0.0725101089940861
CLCF1,0.05710540957671671,-0.040190043626411286,-0.00013538997606080805,0.13096433313309214,0.03765124881539846,0.05451551626197169,0.20498262613201634,0.03135719379137298
PSAP,0.049143448062578476,0.0928339714515055,0.08605447904349388,0.1432673532502067,-0.020125601358905097,0.04070194638166794,0.15382205622957315,0.055133793451890074
EFEMP1,-0.0006697637154905099,0.1526358165379539,0.15202497527054917,0.013746199822544002,0.07371685588959731,0.04302682585162492,0.1663074257271724,0.02638815841140563
C1QTNF1,-0.03515152742007106,0.026339944690292758,0.019918688113041965,0.020132638071945663,-0.026010867956700465,0.07963088080139209,0.015835486773151077,-0.05722377760325411
ALB,,0.06576551503646368,-0.036241212011527205,0.04118455862588666,0.0015498856121275103,0.01220850634099319,0.006090257338352997,-0.03164020749545133
CCL13,,,,0.1577538461401468,,,-0.03852801387312051,
EFNA3,0.005036769767689098,-0.025354275115291907,-0.00934025817824855,0.09892347549717123,0.037149979057199696,0.04728379518038817,0.05495853955218787,-0.03049439987614194
DRAXIN,0.010092431009118469,0.06297398878157939,0.028892062783174233,0.02221395352422294,-0.03181309777727666,-0.024436374603533866,-0.04356352755495583,0.028672923656581528
RAET1L,,,,,-0.007422554719148128,,-0.001157784570874128,
NPTX2,0.0679539340542127,0.04683314677976238,-0.10628962779626033,0.09907436521490605,0.06829574412008417,-0.004734309411698589,0.1542997484651412,-0.014439144422249042
FGF11,-0.07574304009491753,-0.04667765365709318,-0.0030588911751805443,0.045373509856229254,0.01156005878822702,-0.028511540817952822,-0.017791445866828865,0.007541415353246785
CD59,0.10617032255999567,0.10974266561677641,0.13220913367724565,0.20094137866687856,0.04523325286922617,0.04199443169689881,0.24649222846197166,0.1336889807373227
COL9A2,0.05727399753784528,0.07158710994085751,0.034396462761436965,0.04997918465582712,0.06404729429683194,0.04031286525473612,-0.12129729056788467,0.056590488962475136
DLL3,0.13282190296153545,-0.01086774310351894,-0.03220114089909659,-0.011704452401953478,0.07715985899481764,-0.07550498769144842,-0.1320318430847576,-0.052012509628977265
FGF5,,-0.016804559875673038,,,,,,0.04170155730752856
LIN7C,0.046617589175350645,-0.0021667514807875484,-0.005790754475644256,-0.036559156720045456,0.02955762851063569,0.012295512876890718,-0.027860094502885964,-0.06277651887215298
GDF7,,-0.030889394832005236,,,-0.0020760503665894605,-0.008412504904984242,-0.0614502256605075,0.08829919671781164
PSPN,0.04881297042018713,0.044171638403289144,0.06372645464272063,0.03686949460090647,-0.0052657215465855885,0.015454448011000035,-0.01037958455112764,-0.02942049902596878
ANGPT1,-0.022156098157592667,0.008827735417633462,-0.034793344652837746,0.07521459602640951,0.05387584838998254,0.006496441142147838,0.10918967727030192,0.014256363734107063
PNOC,-0.0028708020091075376,-0.055623201119526434,,,-0.04544461480928661,,-0.03662850471212221,0.04292547646562075
L1CAM,0.02127253139775761,-0.013441705619750392,-0.0239106346740243,0.08226176523965706,-0.03603602972810085,-0.044428215691083676,-0.01962711330527655,-0.03514755005137685
APOA1,0.0017495335767865152,-0.044785914543224184,0.05180987612287912,0.06302071702195744,0.0804737194623326,0.026594881236660685,-0.007610191904410284,0.05141227658090618
PSEN1,0.04918048785556968,0.07192351629819634,0.07736972964294485,0.05404352128726869,0.05451543345195179,0.056844677067979,0.00928033484208403,0.07734947374027433
CALM2,0.05137596428280977,-0.13728917435152918,0.03177281206769964,0.01885172579024465,0.10439145122048626,-0.024726244678166896,-0.019284888253882606,-0.0932233637821595
CLEC2B,-0.10215944501968714,0.06246690295491896,0.08783342847797976,-0.05032940873736297,0.003565222087011236,0.004565537097119482,0.10080191836784505,0.05767172719276701
NTNG1,,-0.024933144443379948,-0.011079910549750476,-0.029009904725366912,0.12416278951337568,0.07259991208482817,-0.006786774669171872,-0.017025392510387587
LRIG1,0.0890803917896903,0.08155048451335858,0.04325250134419241,0.04900560160430219,0.08666029101319403,0.043485347975157324,-0.11698258394597076,-0.07953641585642247
CPAMD8,,0.0521767430637979,0.1026155819669881,,-0.04800935060109262,0.029040257006930557,,-0.029319080069185145
GHRL,,-0.018741889198795873,0.020442392562339,,,-0.030276042205634256,0.007724959505013962,0.043351023241836505
NPY,-0.017436612657334462,-0.03983899941023434,-0.010299780242341622,0.01874842377686556,0.037085863097897284,0.004299524036610946,0.02824035369166641,-0.035333602672074214
