,UKF296,ZH1019T1,ZH8811Bbulk,ZH881T1
IL15,0.05679784985370105,0.02073061553107031,0.0003725754192093422,0.021533917438618173
BSG,0.06235869608140307,0.09010965301898852,0.015831038248479038,-0.000928938122710134
ADAMTS3,0.028591660874618032,,-0.029213666848141313,4.108271156448471e-05
CD34,0.0026520655014580477,-0.09140657874863561,0.032020332198613576,-0.03858152356267156
PLAT,-0.005569547703278623,-0.03858899171850751,0.10260172466728303,0.014009833900273678
NTF3,-0.012352215519345872,,0.09948329523221988,-0.04598920013056938
CKLF,-0.038244681712523966,-0.0846579747585039,0.0491523569847384,-0.0308459987150492
CD24,0.14363703111981765,0.11472302810559767,0.07804656531045773,0.001534053329898355
HSP90AA1,0.0039198870717068145,-0.0022074504225491425,-0.10137325128690776,-0.0766650048912632
BMP4,0.033288979812725994,-0.08622929204595196,-0.011799106718487166,0.04244892635229205
SCGB3A1,0.028172444684739072,0.03264642465683939,0.07938801596942001,0.00635568600080432
IGFBP4,0.005229651183712602,-0.02663142130168275,0.005874476911646528,-0.028129621486771547
RSPO4,-0.02825182698158805,0.1175046457250207,,-0.016830646003687517
LEFTY2,-0.027976103868581435,,-0.016829268326920006,-0.022888566634103626
PF4,,,-0.013415304222334676,
ANGPTL2,0.06296629368896356,0.011386487273808678,0.09868239820180494,0.005201535849161008
LRIG2,0.010583446799084623,-0.0219146997921127,0.03666476473453687,-0.012422154230053661
ICOSLG,0.02544163291554772,0.024009443548362614,-0.001712182238999806,0.007205722126423189
WIF1,-0.0752462967817249,,,-0.015645715708879966
NPPC,0.02241065129812295,0.21166805272396966,-0.025382654950727015,0.012166913703065163
LYZ,-0.016091818265394933,0.0017129069962063263,0.028459507435701557,0.03368995677223683
EREG,,,0.006854715475986547,-0.02096285336347065
SPTAN1,0.022375544813136687,0.027486415515828266,0.06882738498286542,-0.052613530674917364
PTH2,,,,0.0903847116556457
LIPC,,-0.04734567279315663,,
COL8A1,-0.03232005368439425,0.08070336496573846,0.025401514852705635,-0.06493295416804126
GSTM2,-0.03384330668688638,0.04274501493016711,0.06010598102976023,-0.03573212963512709
SPX,-0.004403473675824401,,0.03163639178227197,-0.012729513022911485
MFGE8,-0.0027782288481181445,-0.03150027664087074,0.045400683826381294,-0.08817911299958493
TGFA,-0.0163054202867599,-0.024231134653413425,-0.0070695968002449676,-0.030469480502306585
SLIT2,0.03460780760491145,-0.039164737377664044,-0.02068490507727963,0.014111923679004537
PLTP,0.09035186096102828,0.0027063695558717077,-0.030694922706049236,0.022377041554674945
APOD,-0.044321947316420904,-0.08449777889448712,0.11899822600554102,-0.08236299322163931
B2M,0.10385824403112004,-0.044691769645126285,0.05376243477098377,-0.0228520260707844
OMG,-0.03271481716466433,0.07238686555392898,0.030344902515053646,-0.025570486476699465
CXCL3,0.04891403738514973,,-0.025879060997960588,-0.0035093761236026206
CXCL10,0.025976996603057186,0.07324048776551276,-0.017993812011737456,0.044544918652414334
RSPO3,-0.005472306092134344,,0.05340350097816863,-0.04193914815161338
CORT,0.032012259743985534,,-0.014038434021026345,-0.027991621575878072
NCAN,-0.022099941405936564,-0.006557817038832302,0.05788200033729558,-0.04482063742282604
PRG4,,,-0.02071456846659772,-0.03092238298726304
TGM2,-0.004702500288778513,-0.04049429577733634,-0.008417809966579723,-0.031075308451290622
VEGFC,0.0665756161437688,-0.029134493390973074,0.01658570576708023,0.023057108529755378
WNT6,,,0.10299775558160888,-0.022337013991709707
NRG4,0.015364378643227771,-0.012719495543932256,,-0.02222530473057149
PMCH,,,0.06561785817852411,-0.012796412833528368
COL9A1,0.014554474033989243,-0.01903438113823442,0.06344807089233942,-0.008488490883594827
GDF11,-0.014534667834141117,-0.0033206353952685876,0.003600873191981526,-0.009181001768686841
IL24,,,-0.013201404017100998,
SORBS1,0.024765806282983315,0.15049305274596653,-0.0016033026583046602,0.001170872854797196
DLL1,-0.04305764031417747,-0.010785710940641116,0.02391818169102343,-0.027204820118691676
TLN1,-0.021760574281990467,-0.016242839632420562,-0.02746015695631258,-0.024982141371933112
COL2A1,,,-0.021603678988724208,0.07764232632434956
SHH,-0.002944148330669669,,-0.022108302485853742,0.03716076671756511
PON2,0.0125091078771506,0.1462815401008825,0.060088793238987366,-0.11043119633602706
ICAM5,-0.04343782380743441,,-0.0005316180305326415,0.06490646904965243
HPX,-0.017849161017076277,-0.030164771008741265,0.05498999684594557,-0.035421053819483024
SFRP2,-0.025900547658867363,,0.04221606190806696,-0.007808240639724677
CD70,,-0.01806427381730197,0.00585600414275132,-0.008614112544342493
HP,0.00955322909313028,-0.005490622547212216,0.025650472059340707,0.0009972825834889353
CXCL2,0.008744093136728168,0.0696543892691787,-0.02694404456947854,-0.004253234555039048
NPPB,,,0.003898774632238086,-0.019125561548563298
CCK,-0.12980883383249486,,0.12264798527752206,-0.038100208154368743
SEMA6A,-0.011182476722296844,-0.03225379476768348,-0.0004984488420027018,0.026167322403078296
IRAK4,0.007882499024204627,-0.0010604878290510606,0.044003919750026196,0.023783216619899787
GSTP1,0.07143307061356892,-0.0726364200598952,0.036939030600646905,-0.005192444250598726
VCAM1,0.08373586033385001,-0.08201191212028643,0.024912697607343777,0.00804977747288052
NXPH3,0.024422886810880045,0.10244238105692233,0.11472982195821442,0.047358407781337715
MTMR4,-0.008960197355432551,-0.006023888601186624,0.021828710540587517,0.01709807285377966
LAMC2,,0.13806622332080565,-0.017337147717339452,-0.012420914611446841
IL10,,-0.005703942891656109,-0.029260882524187563,-0.03093061845991235
SEMA4D,0.04049296835111138,0.0011532232653111685,0.07592026991805889,-0.006322041606284002
TRH,,,0.0031413420074516696,0.07099460884225536
SEMA6D,0.012098109316455814,-0.03894741994921057,-0.00302591885894024,0.011879237081433921
CEL,,-0.05158997339778446,-0.002471649400841739,-0.031442561182989444
PDCD1LG2,0.006375630924881768,0.03369417378403181,0.0534886149309866,0.08181395920097206
SPINT1,-0.025439589779881117,-0.026020454811681252,0.04694732137361171,-0.022256511691653366
CTHRC1,0.03092274223000142,-0.06305219959539624,0.010425744710154918,-0.042624588615321424
PODXL,-0.007070597700095758,-0.10582522999405133,0.037002667517516775,-0.01206513932542304
JAM3,0.07981684079864236,0.026457904492461593,-0.015896283224922196,-0.051546381776524985
TGFB2,0.08674383737886888,0.06425768424302525,-0.015427874439103432,-0.009933565083508546
COL18A1,0.018891538332792907,-0.05380839662659834,-0.007709118071419142,-0.048020039230049244
NODAL,,0.03379396114886277,-0.016306843718545672,-0.014204247444002874
INHBB,0.005494157567577074,0.07775391569119879,-0.025507293776893782,-0.06457763970887816
LCN1,,,0.19705883443089264,
ARF4,0.005483067012808419,0.07425195720943936,0.05136635885410719,0.04354407764272437
CXCL14,-0.027352275733107344,0.04547278559698861,-0.049523938977568426,0.005830521352148676
LIF,-0.014899288673510666,5.261876098260048e-05,0.015033569279229067,-0.008221257070653697
IL17B,,-0.00849994441306387,-0.024657411248163143,-0.017671403707761723
MMP1,,,-0.025382653305135686,-0.012796411820130773
MATN1,,0.056561927956965505,0.020352052113358964,-0.01821227863533342
ADAM28,0.013684621611813452,0.053208748774299514,0.02986284328371214,-0.011462522393881392
TCN2,-0.04757787424333998,0.014163675935338642,0.025769742234816696,-0.05837465897044316
THPO,-0.00950255404687183,0.06457884370591813,,0.10315978086750216
CUBN,0.06168804841056105,-0.008006118707795098,0.0725005123306697,-0.007041158835930131
TIMP3,-0.012993078334620194,0.022046797587259154,-0.10096706663525919,-0.06297889161710493
PIGF,-0.017116375179930095,-0.07988549520625901,0.03988747026848796,0.016128470518837704
CRH,0.02516773604299124,,0.03877687706238202,-0.03286352165792689
BDNF,-0.038813183643927655,,0.02669352278963382,0.038457062636312656
CCL5,0.023230201942483163,-0.050951263215071034,-0.0015850694474217604,-0.03219924768474278
GAD1,-0.10035253441018001,-0.04124980983031919,0.04679430492639143,0.04524775612183906
COL14A1,0.00596247160178478,0.09576595504813336,0.00240668553207308,-0.008938795362294291
HLA-A,0.08154610822276386,0.039421635361536644,-0.08857058472826561,0.013489333005423125
FGF18,,,0.01086786476011278,0.013187342183154767
ADM,0.013606255702815987,0.0021186353729807116,-0.08986858260351553,0.0006510843147381671
CCL15,0.08949841048989818,,,
GNAI2,0.06750167221520313,0.07343552335237057,-0.08017745603976564,-0.03886694622994058
HDC,0.004384013893339899,-0.044697686456647345,,
COL11A1,0.01954009921689353,,0.01986512754226113,0.0287241297362354
NUCB2,-0.0053423480722638575,0.1533796622153879,-0.024796606016590103,0.018228846248859464
CXCL1,0.007659945366152923,-0.01971134117343517,0.022788872939536884,-0.036502048393139946
VCAN,0.024183651743683896,0.042895541398469045,0.028675745024736583,-0.010630303266243386
MMP7,0.04208353723236624,,0.013521057619359698,0.06521229401459373
PTPN6,-0.017303915505653876,0.06708746798284393,0.039257372704463195,-0.045618137462429764
PTGS2,0.004459700226183218,-0.013601116875647872,-0.07350892439795327,0.013187174634045253
CD58,-0.019439899055258968,0.09297421981213747,0.07378103626503461,-0.0030161321380046974
TNFSF14,-0.02546579847812982,,-0.02620757300170816,-0.018477347097953862
CNTN4,-0.008066684408118361,,0.06808163911781329,0.06989199642662831
INSL3,,,0.011501973668687602,-0.018477345312744618
BTLA,0.03076916877575341,,,
MFNG,0.027341147305251338,-0.0422448651485073,0.0759529980499932,-0.029201111076129566
ICAM1,-0.009928454610265106,0.009105412279736677,-0.0015542500980989494,0.009417900359048293
PROS1,0.009904680262923,-0.023333132090577604,0.006299487480696428,-0.03920460316373212
CLCF1,0.07023053228489076,0.01955453152713903,0.07725306649941938,0.019639916244098436
PSAP,-0.02693959572740668,0.16972215377624467,-0.013014872898955823,0.06470458748572802
EFEMP1,0.025534940313205943,-0.003502327597685332,0.052447434415765784,0.006328753313393216
C1QTNF1,0.012871508247401488,0.0336599686001897,-0.05310832601224535,0.019890360376203186
ALB,0.018801041339423084,0.026450997955918418,0.016016499995867364,-0.03093061765307561
CCL13,,,,-0.020726182288467714
EFNA3,-0.016533180295238144,-0.021585589642762644,0.011832381935228375,0.02543894501110329
DRAXIN,-0.05884298075674866,0.1393937378104581,-0.03584918264578381,-0.015809258920972676
RAET1L,0.006011728559114803,,-0.015399741252944632,-0.005455575148259322
NPTX2,0.012554496397044049,,0.07241843029883838,-0.02971997914906675
FGF11,0.054577703910404375,0.021416175968424433,-0.012669278821277141,-0.004724129945287873
CD59,0.0008409103563018943,-0.003412899442863524,-0.007234527101185217,-0.07166892615259546
COL9A2,0.01299103015397464,0.0687734462380039,0.07102853917577,-0.012905400390586942
DLL3,-0.01104989626259169,-0.04035461550983017,0.07578409379628527,-0.05412889003420486
LIN7C,-0.012952733454832551,0.027219606232018728,0.010924109795221973,-0.03462216399628631
GDF7,-0.0038780841182403216,,-0.01320140819957309,-0.015021003226184241
PSPN,-0.007152213589549315,-0.03830666473419792,0.014104875315497646,-0.0016480541479703445
ANGPT1,0.056936809140203846,0.02394307298232237,-0.05546132850197463,-0.0007239855858336142
PNOC,-0.02287437564124631,,-0.014038435548365187,0.002563795672308888
L1CAM,-0.05834843756743471,-0.01001987125868091,-0.02411462823355592,0.046598629574504766
APOA1,0.01547548617709077,0.015458156648299736,0.05579821657931523,0.027256012510071648
PSEN1,0.049049005544719214,-0.06779163176958214,0.0014495415379393553,0.018287408724603327
CALM2,-0.0494298339887225,-0.022918366470608853,0.09852585856060368,0.03184175125105121
CLEC2B,-0.008515688496294539,-0.013216572803606129,-0.07730547053966687,-0.023444547801234134
NTNG1,-0.011128876292904075,0.023483803840453,0.07816080615083199,-0.013903145382648566
LRIG1,0.0021520915258299664,-0.06563499958988259,0.027070677496560884,-0.009127981189456827
CPAMD8,-0.045130044152348316,0.018726981452943887,-0.014830715959651596,
GHRL,0.05428045365765045,0.0015647117406561374,,-0.0162481313362673
NPY,0.013650086819354932,,-0.015953139281430894,0.011381140290967533
MMP2,0.014522663791271876,0.012485565190277987,0.00967027589519378,-0.06533459478209862
PPY,,,-0.0023806669872491405,-0.009624476764975892
ALKAL2,-0.008514036685763619,,-0.00030579596493763596,-0.013866735454407758
CSF1,0.058980343184150616,0.01890652877845131,0.014498464484685331,-0.010110423960537098
SEMA4C,0.030028858608300603,0.03681647042551611,0.04233464255721895,-0.023541193965200827
ICAM2,0.007820517707696123,-0.08320733261774058,0.08469045407240158,-0.0048833823521284405
SYTL3,0.009785677632145101,-0.034141632113872944,-0.0382981669360323,-0.03838238797739185
IL1A,-0.0037377069088987414,-0.03288556464815792,0.06170727065114001,0.08438195593951968
HLA-G,,-0.014499437942111613,0.01013819208869319,0.08733518823576718
PGF,0.004674809206564314,0.032531279185448195,0.07183781681127074,-0.06465826699493205
LGALS8,0.028168320857452744,-0.07882857224881686,-0.0029259943210815553,-0.042740634494581785
DKK3,-0.1048593916602737,0.03630986285979517,-0.00906972215782428,-0.0341837291543718
COL16A1,0.09147512867059929,-0.059872100354183534,0.03605162020219566,-0.015966283995540644
TPH1,,0.011587753062452428,-0.04020821338089088,-0.042542144299813844
TNC,0.01923052347276277,0.07013600542015248,-0.006219530418325859,0.047460128925041846
TNFSF9,0.02596127907900736,-0.038085445030421626,-0.03316474834692017,-0.023214152899892093
C4A,,,,-0.015179424432607919
CNTN2,0.011886813406728095,0.020603120646531876,0.0807309835138081,-0.02292970306990013
F7,,,,-0.015021004678678548
LUM,0.04919750820413088,0.04243379118920735,0.037806858629546185,-0.05209457343926954
BTC,0.03919215628248782,-0.0781700448900173,-0.022496520833119822,-0.01453611614658756
APOC1,-0.005207951374888519,0.0067873800091099576,0.06879512737158414,0.034378625106863146
PKM,-0.07561693668802907,0.06056315418130136,-0.05594925831919752,0.005674791835554684
TNF,-0.012640551407029285,-0.0018740720333127031,-0.015399745453227526,
GNAS,-0.03475832970676724,0.014481870547198792,-0.05685368701448338,0.03189080577472905
BMP8B,-0.011712690700793796,0.03208391573295349,0.06525829182650349,-0.03960057145792597
LIPH,,,-0.01716939132066696,-0.023854019808652465
CCL28,0.010255455315793804,,,
PTPN11,0.01620587880203114,0.04496090302134806,-0.004585394312632518,0.056586703027129356
ADAM12,-0.015496135364490474,-0.03568187097731974,0.02760644459574886,-0.012218295467883477
EPO,,-0.0356777896867585,-0.017831721770899922,-0.014371076930025106
EDN3,0.06945117599859005,,-0.03249631884551855,-0.02695042528624688
CCL22,,,-0.016306836528009877,-0.012609994394499852
CCL2,0.03225315782188925,-0.0739818057848251,-0.027098870763356105,-0.0066512509391297775
DSCAM,0.03519382321670993,-0.00557902856569719,0.06020964277599978,-0.0608327536605142
ANG,-0.01929699412743587,0.06928239427000162,-0.01263872805615254,0.01926789812950452
FBLN2,-0.024195083347633352,,-0.02745966078232504,-0.05134572710522908
VTN,0.03158821347446731,-0.056756796992605045,-0.012538907273460844,-0.01860860496034586
VEGFA,-0.016726044971699664,0.062448782620252836,-0.09409564485115288,0.02724961274100412
F10,0.039645730588285424,-0.03526149206948771,-0.0017348565824599422,-0.024889778704984773
SERPINA1,0.02850468291411793,-0.023737039709858538,-0.0007704379432864054,-0.008652342781521202
VWF,0.05208460369998179,-0.09702576142657653,0.02834157045846634,-0.02400006967748735
GDNF,,0.010255328068743989,0.026864514160637065,-0.020123869275345877
VASP,0.000392566934853614,0.00521443757417496,0.03940957503156897,0.06441735788494232
ADAM15,0.0458869113780105,0.021602054382219068,-0.015151783751301948,0.021552188038371466
WNT2,-0.009145658881641028,,-0.018314071471404347,-0.017255690671473416
CALCB,,,-0.002334471146355884,0.0445986665155721
OLFM2,0.06546533245329864,-0.04717789796063455,0.07627062289676739,0.014667194291725178
MFAP2,0.01899387709685187,0.04390658134608446,0.011375875019398176,0.016411558510482212
HLA-C,0.06807141876349349,-0.022223885230372754,0.002577869798981691,0.051462681207493026
THBS1,0.022004489633256356,-0.08837623766117497,-0.0034875888449794864,-0.008359818637207271
HSPA4,-0.01136030135593058,-0.013658170249251221,0.017181059846527846,0.017638565291003522
LMAN1,0.012625438754317214,0.08763096325274426,-0.015535059668741847,0.05249537820824067
LYPD3,-0.047534236767427455,0.06799812172890957,0.039927195105259876,-0.022888570136295954
APOE,0.0008889957057223208,0.015668307501542026,-0.032857137796754456,-0.043556335715242395
SOSTDC1,-0.03158462837450732,,0.015917838478544725,0.02375161401158337
ANXA1,0.1423246858174667,0.06602578379549971,0.022305426452177816,-0.005487064950597857
WNT2B,0.022396110490281715,0.06257396364280635,0.03127518267904894,-0.011792867193817905
AMH,0.046814645077240834,-0.03396502927751751,-0.02968699539653984,0.014966551059046575
GDF10,-0.04064718893841482,-0.006837847368803598,0.0835954110463579,-0.031101954467114085
EFNB3,0.03148390469161517,-0.0418509704584999,0.043302775339448006,-0.013561488028541192
LTB,0.0496376637297054,-0.01194628364808258,0.026281827331379726,-0.030672285516194272
ANGPT2,-0.016559023919301648,-0.05936671308508343,0.04048339315717502,-0.010539836894536147
NRTN,,,,-0.012796412833528368
ADAM17,0.024979070314602617,-0.04825650844917588,-0.04988856594973708,-0.022406087761790577
LRPAP1,-0.021250765423713396,-0.019563356239141474,0.025464263990189553,0.0015026410727148386
NID1,-0.010182038231720125,-0.13336556236005537,-0.005847570185435246,-0.05588398634931953
MST1,0.028083182120516373,-0.09611916519611279,0.03038194179753258,-0.011694878316381347
DCN,0.013349765653930198,-0.01942486048338516,-0.007321824266146769,-0.06558542176915633
IGFL2,,,-0.017668267419996404,
COL7A1,0.01656360989668175,0.002641644956461671,-0.0017137300482075967,-0.02988632555476194
CALR,0.054103361821182805,-0.07969762553632075,-0.0493540885202913,0.03734884748895003
PIGA,-0.009423484891437286,-0.044563937019243445,0.019446015800393377,0.03226912098190513
CD200,0.014238956059383932,0.11563984564587686,0.10862319478075072,0.009540763405586563
GRP,-0.03914326519264095,,-0.016656816056216352,-0.0140355733000328
CDH1,,0.033873969603679,-0.03788224262386664,0.007378965927014866
LPL,-0.031182668778741932,0.06423372149355615,0.05046636936826278,0.010504341317704296
SEMA5A,0.022983201846426375,-0.10773465685155026,0.05233417446168709,-0.01666595233073639
SEMA7A,0.021740958296158512,0.0484614218658934,0.01075730650738461,-0.023452252945462965
SEMA4G,0.02985958681932162,0.17727206516171043,0.016394587216194655,-0.06393838475674048
SEMA3B,0.04469998198039281,0.01058232288892307,-0.023391610801563874,-0.03084185562521254
RPH3A,-0.04914145284948795,,0.05356710581176336,-0.020069021444574498
JAG2,-0.02028375523829684,0.011342720953352132,0.06354057737292494,0.03658467740835175
CGN,0.07704893879010957,0.051691164944638816,0.0292746861674161,0.007097889992368681
GDF15,,-0.02884831062470715,-0.02819746052703918,-0.018080126866842215
SEMA4F,-0.05598365334807531,0.016737333195389493,0.10133281851217546,-0.00886136037162325
NXPH1,-0.062064765938071975,-0.01317276428238673,-0.005281558616071254,-0.02479841471195076
ARF1,0.02204436418710413,-0.003475752336610078,-0.005409632000307904,0.04494669256509199
EBI3,0.03608727641563007,0.06244269974108215,0.05717616987430631,-0.023857132397736645
TIMP1,0.08069447895057849,-0.04737887304864846,-0.09667797876221382,0.010662868534515287
SEMA3C,0.02133311642996987,-0.041321132141835824,-0.022272511630377446,-0.022726306413929948
GAS6,0.060381358602078786,0.1071783403181484,0.011942195323562778,0.020972984496210927
MEPE,-0.05790012430574372,,0.04073637977583992,-0.02165934478699654
SERPINE1,0.008123763117039643,0.07487919986404189,-0.07358317418965483,-0.002634737825600958
RSPO2,-0.027564400444422644,,0.06139974469766857,0.03766661126222078
SHBG,-0.029293673240638696,0.04269890978534828,0.0716515626718896,0.05262271174776254
LGALS3BP,-0.010151559726124233,0.01980375623951335,-0.03868055505275117,-0.00271633293416437
LAMB1,0.015961414030526234,-0.0363852829570272,-0.005242738521337291,-0.0434006844223713
SPTBN2,-0.04844509386875882,-0.05689105088735631,0.03062905994294235,-0.02580333554700183
COL1A2,0.06570683831514203,-0.02961547818885166,0.004691529639487104,-0.03670755558055068
WNT11,-0.010759044193691902,,0.01043469551504872,0.08465552569660917
LGALS1,0.03162801177831043,-0.022054359513377714,-0.084604226528872,0.047014692913095193
BCAN,-0.05195379135174115,-0.05314322766508098,0.08619608497961613,-0.07736874425727236
ANOS1,-0.012500091888892548,-0.06681012233348647,0.05450696127201964,-0.06335652441329873
EDA,0.018407113398195604,0.13108614598087942,-0.02746255694750506,-0.028815814892766432
FGF22,-0.019158172258200157,,-0.016829270798176366,0.030921851869432353
SHANK1,0.04304092448065895,,0.0743512591456964,-0.0241350514744917
NPVF,,,-0.015212282444531745,
TGFB1,0.011797647442032247,0.023234159739540784,-0.0575501986269358,0.007394558330868936
MSTN,0.12268804777231208,0.037134489289737775,0.022962575011924037,0.013568616654391843
WNT4,0.04625378014135477,,-0.02156609809270357,0.0030717168991294358
TNFSF4,-0.012408782893339057,-0.053506363611676475,-0.012690464886218134,-0.03853028128634369
NTN1,0.004384894345055561,0.019074534037219724,0.039977218094466235,-0.016451690761215484
CXCL12,0.08478627745451915,0.02006509405371372,0.03644250957196527,-0.017967232127588335
GNRH1,0.03624761277584903,-0.06115998852007643,-0.008518936332424898,-0.020245593015279964
FGF8,,,-0.02099734307937668,-0.02589119585700557
RIMS1,0.0015604387716838704,0.03416096583806126,0.049681102673904354,0.015581713179128662
FGF14,-0.005952080965535414,-0.06958614499372388,0.019901371862956246,-0.032196942683340175
IGF1,0.015688293416012397,0.020510709360655487,0.007015102214169366,-0.03162559319257849
TNFSF10,0.030916446846890672,-0.00965903880282038,0.05682242510035512,-0.05967181885844947
GDF5,0.0018206457993602157,,0.05841728610374985,-0.015821137549070594
CHAD,-0.03489732428856562,,0.034931998297739734,-0.02000149394153583
RGMA,0.01929376839419862,-0.006140113413265808,0.024257132116463676,-0.03796309426022004
CLEC3A,0.0876491989495023,,,
WNT16,0.024197760246584623,,,-0.012796411144532505
CX3CL1,-0.026532380549933458,-0.03028327196070066,-0.005623795086916942,-0.041905989097731404
FGF1,0.07614016393493135,-0.07655508004904941,0.07910323722727468,-0.03227419928022621
ALOX5AP,0.005058481786530414,-0.04940270570216227,0.0019029379411973986,0.007763159892334325
IL1RN,,-0.03463533073466081,-0.03795890571733169,0.0593286038088103
PCSK9,,,-0.016129222323177476,-0.012420916001472897
NPW,,-0.06365457424015289,0.015511266522192169,0.06287698009471804
CXCL9,0.03338194732158972,-0.004428240153673618,,
ANGPTL4,0.007964567757804552,0.03771302243946516,-0.05678657392323858,0.039679382698958786
UCN2,,,-0.028017892285910388,-0.0140355733000328
COL4A3,0.015554449108884299,,-0.012763382717329057,-0.019630341286187066
NRG3,-0.03460198714701588,-0.03407400526260013,-0.00756433946716238,0.01968475706764821
IL23A,,-0.05636098793248809,0.017898932786485584,
COLQ,0.05709385142692093,0.065701098453284,0.06820311768900257,-0.015446014021337853
SCGB1A1,,,-0.020283897630583938,-0.014371076843523421
TNFSF12,0.014427605736086391,0.018889436868945942,-0.037873292152732434,-0.019343381469249698
DKK2,0.012604881496246015,,,-0.016541740990730514
FYN,-0.027208656617417153,0.035137514264421695,0.09136597457296189,-0.044135225397671646
ACE,-0.004941817472607159,-0.05791724852256458,0.06887784046968007,-0.06021581101871073
IL18,0.004566414760217619,0.009110299950851207,0.07562770286292715,0.0038758721899945815
PPBP,,,-0.019093330663500635,
CCL27,-0.01148228118344751,0.01213106267020785,-0.033550478089465714,-0.03383689040655763
SERPING1,0.09629283589340205,-0.014804822570893444,-0.023777292963578802,-0.040334159407044615
AZGP1,-0.020251592438381996,,-0.006917141442144098,-0.04992585559203639
INHA,-0.04144764869240803,-0.013015358708842866,-0.027250813658869364,0.03435809847110789
SEMA3G,-0.04552162170990251,0.013703289545735756,,-0.020606954162711074
OXT,,,,-0.012034280082980017
COL6A1,0.04223682975442572,0.041067300443357095,-0.006657500275745883,-0.019013338687685084
FGF17,-0.09011546092878171,,-0.021956494630273,0.08873752731762764
TNFSF8,,,0.027996569191055472,-0.012796412833528368
FGF20,-0.04344974510583517,-0.04124983969578388,-0.01255087294341354,0.0021155113213835127
ICAM3,0.0030630285206511617,0.044551378368378934,0.09588957760276895,0.06008113184756473
LAMA4,0.0347144257245494,-0.07494045344370762,0.05419234557078069,-0.0399641148409374
DLL4,0.025723346287570822,0.052107168587218186,0.01046853561514195,-0.03795782701933566
SEMA3A,0.0540132119814648,,0.0209502238813423,0.008558369134516235
RLN2,0.01321913358954295,,,-0.01403557175231474
C5,-0.03779248603752913,0.09937997392861724,0.04291870989002347,0.004577671585008664
C1QA,-0.01133827228278403,-0.05956413534892137,0.017137188986799553,-0.013437975914087037
UTS2B,0.02256612953274673,-0.039164811973947,,
COL9A3,0.012775330042378715,-0.08167771033639822,0.029095982867844507,-0.01929448580990911
HGF,0.03189897324227746,-0.053529888237527315,0.012054814056141297,-0.05086146704050521
