,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
TNFSF13,,-0.02490013326833958,,,-0.02060114468300167,,-0.01577359649914927,,,,,,,,-0.029844777703002992,-0.021406537392422126,0.021957661279789164,-0.007879845846564653,-0.03570325333865463,0.03657375562464008
WNT5A,0.06734123112015536,-0.041601147085792,0.018020294283555845,0.011377599166320765,0.003315969425257045,-0.011177036965926715,0.009114053434507626,0.0878779881306238,0.03393871994950326,-0.0018963462654030025,0.029409882649309944,0.06346885964042417,0.08989767211758658,0.01625227144632039,-0.04389945970282333,-0.053960429810405976,-0.01692968664372583,0.045979075443981755,0.02708135223098535,0.06976427625404213
CXCL8,0.06210640733585433,0.00679069020985024,0.05847391060025932,-0.0028098612160391005,0.03302404826347587,0.08118406322687333,-0.022436917957890226,0.15476041886604108,-0.004752710504880055,-0.009644981363539607,0.00535059354585482,0.0533085864727994,0.10812263618445317,-0.035151321493671464,-0.015711021145200305,-0.10545964287789118,-0.014803163183344872,0.09731335097348795,0.06788819727171068,0.07179778149313931
GRN,0.017964503263636758,-0.0481840671153441,-0.022368048702924383,-0.030831610294045513,-0.028993338021779096,-0.020104135999322502,0.012936354992331709,0.003167836700035302,-0.04659383264525314,-0.07604216202588561,-0.008480866563685494,0.02381246302670278,-0.01379345394830753,0.055916996894998815,0.01620205031089956,-0.08372217945928277,-0.015503797078063973,-0.00786345691341362,-0.08411547901641937,-0.07503520094719406
MIA,0.12175042432863868,0.07387760937931881,0.025421372749133107,-0.03292933274214009,-0.003811868223799935,0.06816213564560808,0.11501312851735651,0.0428336976165012,-0.03159030831612688,-0.011779019456691537,,-0.030126849174875396,-0.03108626808126007,0.09051644564437605,0.0713451345198332,0.1617179701980375,0.05824072559253649,0.05318524068150314,0.028632741498772613,-0.009090413229496193
COL4A4,-0.004175515089526316,-0.03962838137295344,0.02115610760089688,-0.019397121968799877,-0.01658063747590359,-7.768632162761735e-05,-0.015007880184887652,-0.013226374263408313,0.024546133103943737,-0.019787815932899255,,,0.014965459632161716,-0.02524185138012182,0.054993752853631804,-0.04068518686040185,0.026120878426488112,0.050261566466585195,-0.007623099703493761,0.15443001691471592
TAC1,-0.10040101989576543,0.07897320740196677,0.048190804309308624,0.0067728848896718916,-0.028403398208083318,-0.0066096289034278995,-0.036109027089946205,-0.05318959103321673,0.011342657819177282,0.03176044035833201,-0.024513515831081207,,-0.03574765138193209,,,,,-0.0007492042258055041,-0.02880513116899403,-0.12892715779773795
RARRES2,-0.10400531624938243,0.01981864052225726,0.03894188922021793,-0.05359248035806177,0.049379251546520626,0.1003144218210863,0.04367238307736297,0.12154855017637765,-0.04997689701531911,-0.0032938320319914507,0.09035371318530151,0.049086908671277026,0.023587915417941998,0.009548973084199924,-0.008479621030009894,-0.03516575443608034,0.06894297870496473,0.008701045939134362,0.03233792499321264,0.14752720269796651
FGF7,0.018173004587379766,,-0.013131245173750887,0.014953164906633285,-0.01351378544303828,-0.037937311902830534,-0.004898616861995673,-0.014488722448929328,0.008968454150905313,-0.020848148319465343,0.018936121320978862,0.03861073266617469,0.0036378102825312913,0.011308161085181186,-0.00490526153378719,0.004388625881731743,0.055525761381825745,0.017644894146224045,0.0019200374252818966,-0.03401229161582104
EFNA2,,,,,,,,,,,,,,,,0.031127595957076825,,,,
HBEGF,0.055102597504969895,-0.016679539654624594,0.003539593399210107,-0.01087581348388325,0.06045538455785969,-0.02931625978913585,0.07597351272974695,0.06844263253028783,-0.004704987033362118,-0.026598024492027614,0.024767253426324805,0.04577301038370903,-0.030801996442069653,0.08968123159931307,-0.008557916077128785,-0.02655944023884841,0.022868740023987057,-0.00040405611359340467,0.02948785235423853,0.09068280815812864
CSF3,-0.04242986225767116,,,-0.024095397315169464,0.09572127108206196,0.11532441686728652,,-0.013993249394593971,,,,0.05028924251616036,,,0.011619988154457818,-0.06943016784968312,,-0.010458769431694916,-0.004936056273625794,0.08249994464584202
PI3,0.09714265980403289,-0.004462317612645752,,0.015373332895435125,0.012806324856356802,0.057837924223290996,,-0.01575658350921377,,,,,,,-0.03171746766766311,-0.12473451599260858,0.03497009481944116,0.09560718447149191,-0.006915526414922794,0.058414414621198396
PCSK1N,-0.15649683169552228,0.045047814422820305,-0.012513138687831028,-0.08758342113803705,-0.09986608770090975,0.006326784161190676,-0.03280095141606132,-0.03682194016045948,0.03800620346467921,0.005394352750286359,0.0031278625888138106,0.03132010539859149,-0.005046959779601623,0.07671668246829334,-0.02193139093244842,-0.011185135671532174,0.02298300859289709,0.0811703147783431,0.04794323444301291,-0.132610789621551
NTS,,,,,,-0.031823173578276916,0.06559403066020324,-0.017199386773023597,0.014049275827085391,0.035863545176880125,0.21223970898767017,,,,-0.017882480646441035,0.0009251984335143851,,-0.00010327656519522884,-0.0214277485291127,
SFRP1,-0.00903764734180257,-0.00653624687230213,0.02624224367471751,,0.018846811441206632,-0.019426368972410794,0.048705625928621855,-0.015169366500489181,0.0283957692109442,0.02593214894432938,0.02799475149150293,-0.010030402482252837,-0.053066885500731006,0.03875776432115846,-0.002809755370194459,0.05319658098568207,-0.025734592730546253,0.005970862642304599,-0.007749507655514201,-0.001216312485230867
CXCL13,,,-0.03469008828592332,0.011455296279073076,,-0.007454913486677507,,,,,,-0.025481795673947396,,,0.045289487176353435,-0.04675865868492703,,-0.00983851087946356,,0.0544703801048306
MICA,0.06472707134420384,0.005032050019967396,0.006502371674958559,0.008526732837533371,0.014617595780639864,-0.015058530804532292,-0.029577298774701083,0.08181194696449608,-0.026078938551476135,0.03166356989837132,0.0041822837963942875,-0.006743080314460619,0.06723272415912669,-0.03152762187139011,0.06394429204794777,0.0017726375041536107,-0.06473759881326072,0.008311847395588459,0.05663674781720726,0.05015461422373288
TG,0.08351284949160914,0.008859322912600644,-0.027413823770701836,,-0.02812238424533611,-0.03028881320685315,-0.021147508123345742,-0.01688860007158274,0.03836993957073137,0.01712377253704096,,-0.007537378711652388,0.10768498356595105,-0.03250749878420553,-0.01869137433287432,0.014324789979443638,,0.05290423586713245,0.05196728101810397,-0.05460053248528674
ADA,-0.051689477451108544,-0.04948746554311582,-0.001633294070331315,0.036570993451891375,0.0781357238782702,0.0049253955699934395,0.04747163379487731,0.11919187223482505,0.0030960147009844096,-0.01659565377015316,0.029852019935214066,-0.014956565518352956,0.023687475987571417,0.11249134809049527,-0.031239201391528,-0.01084060473465,0.04563172887531218,0.00013541412216486456,0.02288251992873372,0.02068118882304912
LAMC3,-0.09079127158460709,-0.06093624608577045,-0.04199671090490329,-0.006761919585252243,-0.02584986736821872,-0.04797780478651627,0.0386633754177893,0.0741544812485657,0.037211645678963956,-0.014871486535476909,0.0285087378298337,-0.06531245054779082,-0.02934158117830252,0.04551257173093978,-0.017454401248066326,-0.06046487857065134,-0.02818038196319262,0.03660027018569494,-0.0928953151057077,-0.052051687838645694
CCL7,,0.028111813994294375,,,0.007643400341361581,0.03740629137510769,,,,,,,,,0.010321123953756362,,,,0.04364030081286978,0.05755318157051283
NGF,-0.03715867490494143,-0.02658879119237934,,,0.04147071272155524,0.03610416331509644,-0.02018039487136044,,,,0.009813375954982172,-0.051066433202753864,,-0.02966907800528305,-0.0016827165664440968,0.04185637153582132,,0.005030281618725765,-0.06599673655018834,-0.030759206146978506
TNFSF15,-0.0611307481257646,,,,0.002766622375995404,0.055963366448689024,0.05118961406091184,,,,,0.05030789135264326,,-0.029963260309615627,-0.03634826885204167,,,-0.02499116796201246,0.04003241065109988,0.040019835815952046
HMGB1,-0.11635686334743371,-0.0837428149398919,0.06281252565138286,-0.057413223446710744,-0.011467391856232186,-0.0312226019514543,0.031423590115763976,0.0015804379859117386,-0.010244222595903232,-0.026116612087845638,0.03623055350120755,-0.034008394387011934,-0.01056915037467166,-0.03802348464680807,-0.018645663581534067,0.00246480841856632,0.06715780947930601,-0.050985310769621546,0.036688787151899,0.019154605626968156
ITGB3BP,0.028373439290133418,-0.010464891251033802,0.038343153323258855,0.04408882234394104,0.02905971189677526,0.023957991884204687,0.0610702836971161,0.09579888482462985,0.013839285331372646,0.08447660220664671,-0.011690113005883917,0.006058753912134376,0.025203816107083884,0.02949466951521145,0.051985698810494745,-0.029609394114847514,0.06329887179490404,0.08978005037894249,0.07679720676742118,0.057120908960165494
AANAT,-0.026437937895597605,0.12133048081963126,,,-0.020601146881722633,0.0014446867436534293,,0.017070375593415395,0.04924461212894273,-0.011779020111870674,-0.017539148242973396,,0.05314384593555824,0.2086399173538325,0.06361524118882364,-0.039310599115322455,0.011223121807838606,,0.05808119633574141,-0.01066278933107021
RELN,-0.06446710365565148,0.013273588580367713,-0.024942280641078732,-0.027135098974758236,-0.02722308452429805,-0.006862609372550409,-0.004263662779543463,-0.03703775816844554,-0.010446614314775626,-0.027749732927223183,0.05497227725683004,,-0.02405175425580355,,,,-0.033862023833357666,0.031156893422406025,,0.006771068757091879
IL15,-0.06480275475710845,-0.01589251604812636,0.07880444952723782,,0.021690593871476677,0.04225171182519809,-0.017435642591361704,0.07642772752404756,0.09171721535309611,-0.014345648253680761,0.04084201022988648,0.07492223030656203,-0.003736881897175516,0.004352079749923904,0.021260258432292078,-0.029768068708408278,0.09050383496090361,-0.007985218358983324,0.029652803195770586,0.011180978268281435
UTS2,,,,,,,,-0.02028975550121123,,,,,,,-0.012723915987165789,,,,,
BSG,0.1347087279013438,-0.017682050608935643,-0.041233559661030136,0.005887291795732911,0.0024523327236689574,0.05163734467246615,0.05621282425998632,-0.0028526451091689213,0.05312103535827236,-0.03282798028753638,-0.009909359935992235,0.04436663141944572,0.004974249765135568,0.08464329714355394,0.09443681326290337,-0.03475428290113569,-0.07439033813572934,0.013077326232407854,0.022462016374828708,0.03021659952378198
ADAMTS3,0.02239325005342392,0.07092900793650597,-0.03411466725292019,,0.07589961685543609,-0.004944866573095226,0.05383975068551033,0.1115895972734189,0.040851598710318474,-0.006373338252999636,0.06735710131983022,0.02585408366811565,0.0011177273743566867,0.029842945758147398,-0.04114002458243653,-0.014658682803745554,0.04892765548611433,0.05297537263730105,0.06602252780921927,0.04304746034760463
CD34,-0.05422612087763548,-0.06200431990590323,-0.01371767172211355,-0.03995282023579056,-0.010896278799349618,-0.054869888697533474,0.015450672762919735,0.04919560014059507,0.02862502205544416,0.03280397643086621,0.020042721824019376,-0.040283572350868053,-0.06339087499724483,0.05618466520088213,0.04886594218753621,0.05663031750810673,0.03273592984111776,-0.013577515529554073,-0.06957631198762283,0.06772901525995624
CCL23,,,,,,,,-0.01436216195158781,,,,,,,,,,,,
PLAT,-0.009622207641951631,-0.047187839681700684,-0.006221907093871091,0.0229794558238458,-0.02486880541193301,0.009450992007485807,0.02222904235036475,0.01842596942695719,0.032248543200245054,0.003411559213614422,0.025771422938349962,0.02372713704469332,-0.008357480437319152,0.0731616388292828,-0.01396535517163499,0.08651557468019938,-0.06454390884946058,-0.005638552563046298,0.004587288327783511,0.00955828775451845
NTF3,,,,,,,,,,-0.019014148399079788,,-0.0071364253092220786,,,0.018401377423338288,0.10722241964846851,,0.050503755872505024,,
LTA,,,0.043180307174527505,,0.0195655176697263,,,,-0.005513209193182341,,,,0.006013077864138096,,,,,,0.028907221125342414,
CKLF,0.021901697721426666,-0.05866117339984898,-0.007239877077810568,-0.08178766474275277,-0.004057670327801769,-0.016916549308139215,0.0883867625395083,0.016517312589460084,0.04497704976022667,0.0026792558274393477,0.022098790387639504,0.026565740685406805,0.03860029131170287,0.08250376002167677,-0.011109299137641254,0.016064581463875974,-0.010172706384681339,0.004499469612499227,0.05704597523345324,0.07432822501926967
APELA,,,,,,,,,,,,0.05602822028995748,,,,,,,,
CD24,0.08810486583854898,0.035035390823095085,0.05457152128687254,-0.029521890644643004,0.030264253752698877,-0.05788945002391438,0.05985824824860213,-0.029509642038816005,0.011359415379639583,-0.04520218303448406,0.010827980497299543,-0.012761951424726463,0.07643426877346855,0.06741718849205984,-0.030533353669854105,0.025851863192123584,-0.043409529329456964,0.015471389575711418,-0.005924913324156888,0.05513335462593586
HSP90AA1,-0.08263192724612306,-0.031121973280574467,0.007741962019607237,0.01713884596649523,-0.019831320996356042,-0.06390394593264696,-0.04234563671922293,-0.11436438015574665,0.0014986065332656417,-0.030732494918932114,-0.04852566351384232,-0.009241983995472498,-0.08879876700248066,-0.05983871847616528,-0.03229763938285203,-0.10337439165796981,-0.027151700848657177,0.0011313482790597468,-0.006233309271700054,-0.07447065433862614
BMP4,-0.06521803252348067,-0.06685438972063153,-0.02137100669116694,-0.04615106615159354,-0.00420932732065677,-0.021754441102936773,0.07661085653260095,0.07611361193880446,-0.04619162300914212,0.0761788903779835,-0.027975322027337473,-0.016946911162227317,-0.028879921211265504,0.0464914504236354,-0.04434250597232028,0.003173668326637595,-0.036291650230489046,0.013543647654923266,-0.001424135244988862,-0.03597926069118281
SCGB3A1,,0.06324766362135055,,-0.02575559692648755,,0.015426909034747877,-0.02225690614011593,,,-0.009935718671300843,-0.030873809203184187,-0.015120399365913188,0.021159158911940337,,0.02749305603324772,0.023622453315655496,,0.023160196432387523,-0.017554668577671535,-0.05975499934855942
IGFBP4,0.016383862703162035,-0.04294345684749468,0.052828484443636525,0.06542560625642752,-0.021811376251779573,0.003377908588663352,0.05347377880630017,0.10006533280296585,0.007235297751655837,0.028439948289401128,0.10169633429713368,-0.05323385787646598,-0.005414965644692883,-0.009321751118041708,-0.048942859699759554,-0.10463775773497964,-0.03728551081796633,0.031628057189357996,-0.06053993245924157,-0.06823193203848166
RSPO4,0.07515468459938678,,-0.022589541923767366,,-0.025007101173343507,-0.006715843989202574,,,0.07532894032493787,-0.009935717217977227,,,0.011870516136555471,,,,,-0.034951612933948724,-0.03535433735299394,0.021409464340538604
LEFTY2,0.06802877164294471,0.008451397360559346,0.046535252733172584,-0.03586189673627395,0.0073806302451917966,0.03236164823427626,0.033580005963735074,0.004080406782171906,0.010012764871746321,-0.010894635446003524,0.010023763866000648,-0.02403038333413963,-0.041839928171319964,-0.026573306446894412,0.024334497102177045,0.027655712405942064,-0.04504875506342757,-0.047531884482200436,-0.013417002971348147,-0.021859246359412637
PF4,,-0.006190447371509817,-0.018338453027359706,,-0.01773965234761829,,,,,,,,,,,-0.026774247679681635,,,-0.03442394516443696,0.02211080629880461
ANGPTL2,0.049942497621481986,-0.023482654825318017,0.013176586800434355,-0.03883435479396954,-0.04053209244297835,-0.009451097650105272,0.06496250378054712,0.04495287862096719,-0.007413523722295663,-0.013452511020672298,0.029962238759689147,-0.03573407528622873,0.028947091054242913,0.06389419942160256,0.03658655301309997,-0.017632016300112376,-0.002004970008251162,-0.03992172038404311,-0.012388245004545875,-0.035360535786421954
LRIG2,0.09328817025341969,0.0643944798597155,-0.02751114601927354,-0.03000276014339168,0.011293898047747646,0.03751894761476752,0.029055128689239866,0.025547600296207392,-0.019952867806471115,-0.001136176763054801,-0.019483056911217735,-0.009939055831764097,0.036743059924096266,0.1461572611534608,0.025791115369443056,-0.017861398254591532,-0.007993918316848096,-0.0024507062085196585,0.029932444350922037,0.04507873931578704
ICOSLG,0.060197123545934844,-0.02050833356137033,0.07320423420281143,0.004651463059134372,0.03761203598293175,0.046237119261835,0.013893538978570263,0.03601517512725509,0.04004698488461889,-0.01885613586498955,-0.04723513923103662,-0.032386077309688344,-0.058995773954151134,0.07935581942116521,0.04440589068956112,-0.029207926303903897,0.010193581627852782,0.015813446611193084,-0.020068961667361933,-0.00814092047474947
WIF1,-0.1462964023285918,0.12988584282449805,,0.023435696781377857,,0.008312507557326883,-0.0406285708904644,-0.06645039354489744,-0.017551036923153025,0.02615614098093305,0.04709068891097925,,0.010964893153413889,,,,,0.017497283128427174,,0.06280767696982092
NPPC,0.015456164919202906,0.04904401945881661,,-0.032312528298592956,0.015009242609856442,0.024485414978358502,0.0857694030774952,-0.03398501536708307,-0.03423649642756587,-0.013808215451965674,-0.023825040710100456,,0.05888235015263652,0.033637475275101435,-0.012651273423264102,0.06255820788936975,-0.0053850490745490755,0.017895242659788233,,-0.08853847457290942
LYZ,0.06649440639137366,-0.005804651518759881,-0.004268451310171325,-0.017763720015330196,0.048817722286882366,0.008598406044530802,0.03156959787308554,0.022185940053548302,-0.05168336009716826,-0.018458007829815666,0.04170125265847058,0.056462642697925426,0.00488153101909425,0.11519015722419228,0.020640237953912375,0.017501167128273216,-0.014304817042937328,0.03512069908832227,-0.03360363080555134,-0.019861796051391843
EREG,,,,0.034216644290954314,,0.009090704572051066,,,,,-0.01919131440046742,0.02790534270181914,,,-0.05165831740555691,0.03417112122150106,,-0.025006818251447186,0.02045030006630878,0.06422306796146887
SPTAN1,-0.028586995208778887,-0.012793285097677052,-0.0068812139732622735,-0.0217977973265495,-0.03966319532630518,-0.0017636966752692638,0.024318159524489534,-0.018578519564557104,-0.024778016784034754,-0.037153900615360974,0.01424055171907007,-0.0031480421568434646,-2.082350033710713e-05,0.14143206126084548,0.02904580854462565,-0.024483175197598246,0.06104445548906277,-0.011954947606015818,-0.09721729977942441,-0.1257264783866292
PTH2,,,,,,,,,,,,,,,,,,-0.00575452933558261,,
LIPC,0.009745603401009393,-0.026654871523030296,-0.016160992884160057,,0.0069064981517775,-0.03613294183616476,-0.02703821092718565,0.052564097773415384,0.013406754170913922,,-0.03437129430719049,-0.02426401091577663,-0.0199829726229031,-0.05115927125541047,,,0.04962213420287648,,-0.04352489607271418,-0.022930306436249378
COL8A1,0.0005859521347749792,-0.02033557193838699,-0.010452735526565834,-0.030083543299030832,0.0529859645233367,0.024379065484670663,0.023905736101517774,0.005148024797285658,0.003495516122703532,-0.008816812670555504,-0.020257945061663212,0.01983569284610882,-0.013840397164212991,-0.012523112256483388,0.05395623001100394,0.03375886102897441,-0.053995674324091095,-0.010039373534565552,-0.016148038956631975,0.07539077672745571
GSTM2,-0.04614096577699435,0.006479693518187792,0.010338837371178786,0.013699195490849846,0.0019128258288191933,-0.018636988156755154,0.08777130559648401,0.051413837066849134,-0.022454697360853888,0.10875662527476919,0.041514133011897235,0.005327377743012071,0.026047081487664762,0.043349396045683025,-0.048588710506968294,0.008575891459974469,0.152896620216719,0.04540152937871332,0.059117768812197484,0.06504215349447214
SPX,-0.09231937743292173,0.031848308507184106,0.0960485013969981,,-0.022378407626997495,-0.04495682576094522,-0.06954815977071555,0.034137801890411046,-0.0022245932421127335,0.006746077970605541,-0.1370627187694396,,-0.014806236736716511,-0.05878022076695756,-0.013644707595043184,0.05428213352814718,0.03094876361165061,-0.0025072766243763446,0.017359785117799335,-0.005190483990681959
MFGE8,0.0392882854227904,-0.03980524042015589,0.04316631477534876,0.058261357130955635,-0.01529460118983328,0.03156225141074202,-0.009794261165294457,0.011624644043513365,0.03464967657351342,-0.03282620210355544,0.04738071125600479,0.09042277934305482,-0.05303489967120338,-0.010238271507134205,-0.024355738049604333,-0.0565651973515244,0.011216914342768699,-0.018519795733357405,0.0020902061947568745,0.026509176256288326
TGFA,0.14342545878314514,-0.007878904110108565,0.03045612640341654,-0.03733725882523413,0.015519846367792382,0.011145161293904847,0.06543031286859906,0.0019870385458517414,0.01367816502863715,-0.004742153377882609,0.0044041133817526905,0.06939949761601517,-0.0015593897960375904,-0.021435638053200045,-0.0026841603446797393,0.03983490872975099,0.055862864769473226,0.0573202762728955,0.08001634828923532,0.03743591319192222
SLIT2,-0.10735496830184235,-0.008128308148760923,-0.02674834443771912,-0.019143367264900003,0.007397651848554147,0.03704822638621124,-0.021360931795746406,-0.03054160932525877,-0.019908633658973537,0.012676984018623126,0.019573070100602635,0.03538742066182586,-0.07181694744021686,-0.02815852830076254,0.06119927125298149,-0.011005319270159108,-0.010804363305942042,0.058404309224779516,0.0037011161782762553,0.10071200273404321
PLTP,-0.030430644946990545,-0.007896010620884547,-0.05871042624993551,-0.05939299873104482,-0.0353790962600986,0.03698746557071677,0.009752760827750211,0.10171423602319099,-0.001357509781172808,-0.06793987317412083,0.06754773791420754,0.03150140298607394,-0.0021660375010144747,0.07548670609922885,-0.044086277629768626,-0.11195737460190976,-0.009285405754247779,-0.0313032019455173,-0.11230718873011027,0.008980486664993204
APOD,-0.202402072555674,-0.08324181284047626,-0.04373560252608756,-0.04213296544429302,-0.006127454935885947,-0.11558686800061034,-0.11109636846502106,-0.03483762729677124,0.011609693397905567,-0.04802651470585727,-0.03250892364885036,-0.03258098321612398,-0.09098307913844965,-0.07379794324915594,0.04144107285458622,0.08313988361441649,0.03636967209391051,-0.049617135191579585,-0.12049946187531609,-0.07591971592847796
B2M,-0.1521914862458154,-0.04972129339128356,0.005003079690559856,-0.01864140100034638,0.09882550486458257,0.05051836544402156,0.03296611851954991,0.10683159418016183,-0.022109758063276776,-0.012536657340368297,0.07688510218235982,0.02947297545484373,0.06737858677642437,-0.041770322831419154,0.011595606980243778,-0.0029397356637717894,0.009180776581447253,-0.0505044025797138,-0.08763628395980273,-0.11646316374029687
OMG,-0.05315174094013789,0.03897079009934171,-0.003308095628454952,0.00410202683117487,0.00474229715432772,-0.0627665022180215,0.04668372311496294,-0.08219593767841651,-0.014505972464901658,-0.038345876504519635,-0.08691565377662976,0.02679718990268128,-0.06804517408133336,0.005255285080011601,-0.0017514060580215572,0.07203018760806074,0.04620985238263724,-0.00119758437380425,-0.030791119674780158,-0.09613858198358878
CXCL3,0.0721665783529647,-0.014621209350734672,0.006914696636817833,-0.022576329300931123,0.0360347053585751,0.07304093389819079,,0.12371170629692445,-0.013933537748485832,-0.010629117244238396,-0.02701647300250732,0.07727216740015064,0.0637324223790266,,0.01356861915054652,-0.04358883388781131,0.033184558399569034,0.020061377568418717,-0.02118902865864176,0.0886998972189553
CXCL10,-0.018984879159291954,-0.02652162279373443,0.050329592931934605,,0.05453777050459086,-0.04553927978864948,0.08280335503241429,0.07085717805650739,0.0032293273716375685,-0.016146407057166575,0.06656060277163864,0.05613471778559963,0.09084148923711008,-0.03358571185592108,-0.027249557992549266,0.09314304310140417,-0.02568860269906344,-0.0477581627367417,-0.024267299619493032,0.026929330680598027
RSPO3,,-0.0035541818306357932,,-0.024095398066731777,-0.02060114535953112,-0.016315072971807572,0.018936061701424856,-0.020726468874836434,-0.01784230064867455,-0.004110093599153361,0.08392011349205558,,-0.025506669624927383,,0.012616963936211378,0.03722991244091207,,0.045753617037863514,-0.02453261772016076,-0.04022663008450533
