,MGH258,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH916T1,ZH916bulk
CEACAM1,0.08072345515793619,-0.02742056036782079,-0.02059758692013058,-0.018932386281648495,,0.02365497650697893,0.043542846758362036,,,-0.029764546139065616,-0.0187637893835166,0.022579705265583765,-0.02561058714297509,
PDAP1,0.08550833399145555,0.05701903940663561,-0.02489609822430838,0.00996952269655438,0.026140979753231992,0.11920606314450036,0.0034269185567688642,-0.04843965459103306,0.04640162192309953,-0.06977309618488474,0.04050442774929282,0.015160212806690993,-0.039131701097245564,-0.038182950709579534
QDPR,-0.13842654078527367,-0.06205873785485339,-0.0013376849259685679,-0.009860089889400988,-0.03423850253099915,-0.13355160340772457,0.018357919183798144,0.026007309982790563,-0.08733748703204425,0.013542180925262326,0.02680427808657277,-0.05863145765993683,-0.01702290576336799,-0.017859220484255013
POMC,0.028833585011062583,0.0571988727509816,-0.0009839203721496942,0.030226696559692744,0.023864412086849016,0.017881801228446563,-0.013048432189323075,0.09160994736230241,0.09352919188633342,0.02317605711442228,-0.01242034650554767,0.02667622294481814,0.07371594785306085,0.06345258726237231
CCL18,,-0.03421826853406958,,,,,,,,-0.021103552588680023,-0.03433750440404625,,,
CCL17,,,-0.021643798705944517,,,,0.00530088932288806,-0.011622141212290141,,,-0.013312000374670204,-0.020581165347721846,0.04866990493387693,
VEGFD,,0.06682398852253889,-0.024113581877063233,0.08257821964245439,,-0.03851627286293093,-0.014942850176083591,-0.012455808713704988,,,,-0.021706777079181797,,
TNFSF13,,0.06914450347978772,-0.014929407944841848,,0.08292166178404009,,,,,,-0.008667827554391678,0.0011846079373409113,0.016393279396253523,-0.030734313978645567
WNT5A,0.017327257123391056,-0.06274092534304591,-0.019957705994934734,0.024091311982837062,0.034729516199680815,0.07196624451200866,0.005956903587272864,-0.04452986598271943,0.0443958814369154,-0.047568485882775347,0.06954856370020691,0.07783281983124447,0.049290954258034106,0.005042510817587647
CXCL8,,-0.06279234843724843,0.0012144268765941258,-0.024524271939597272,0.04872580131126759,0.10577979978723925,0.06111911075056391,-0.037449850760840724,,-0.018306163745137556,-0.0971815206138501,0.023374452582958342,0.010684472870818567,0.08368330910695293
GRN,-0.17123079796591908,0.04311879216728275,-0.017396406680818734,0.012703520143719157,0.003356336026290687,0.17944283508426734,-0.038542259235644,-0.01776466457347387,0.06064353354104481,0.03654214692315008,0.0045989782340481525,0.07914511398426799,0.09086180307462377,0.023512705853576434
MIA,0.0069435019481305675,-0.047094624326548186,-0.0035147569701909306,-0.006055668099307611,0.054713581575274964,0.08628356978235477,0.056547547620829745,-0.01705880085274329,0.11510577913464608,-0.05473534179728513,0.0527911391982204,0.01096175747726142,0.04229376061755398,0.021825141450836007
COL4A4,-0.024771108231762397,0.06141788859884478,-0.02428587141539156,0.03476343187877168,-0.014194973465796871,-0.02265603026315101,-0.014642924834712839,-0.016547669693292542,,-0.02668148434613775,0.13671121044433784,-0.031703621539131484,0.020028177679661027,0.08310298859937093
TAC1,0.08843006827117217,-0.014758692340381074,0.053512072133656795,0.012853638098587729,0.013107291382394281,-0.10790686616101244,-0.020465725212063975,0.020354712019027846,,,,,0.03410837871367599,-0.0004076498721413808
RARRES2,0.1092350245968618,-0.07708700086279804,0.011062996745459231,-0.030510409745460768,0.0038409686214089106,0.1494504673102679,-0.001164321568759715,-0.035396506023291356,-0.0033811290895374747,-0.00018556852125632467,-0.05092080998313397,-0.0022034192978757083,-0.04337386768413097,-0.08010859529446478
FGF7,-0.01469386717481286,,-0.03836564137971551,0.007300934097948599,-0.022132303908258145,0.07998196191301425,0.044691268292620684,0.0026459419682838916,0.07141323767982945,0.00848027295292965,0.0274233862320291,0.02499654942731001,0.0002387356956342842,0.04502564484565853
HBEGF,0.08250428693804805,0.041734610374254584,-0.015514878747893875,0.04662803927711144,0.0631115781066493,0.056180379589179576,0.028758663561631464,-0.019244039137142687,0.1407218127071441,0.10658343012593384,0.0681817973755311,-0.07038719683802355,0.06799354379384318,0.04281127209187414
CSF3,,,-0.025797520868936826,-0.053334105572497154,,-0.023969643943981704,,,,,-0.071173239862888,,0.04447194001843034,-0.0071234366746076045
PI3,,-0.035999061200068364,-0.010296486339854161,-0.05556472081902438,,0.05768822864206831,,,,,-0.10359311601238634,-0.01748705667512321,-0.05484595207206312,-0.007665562683622779
PCSK1N,0.11271176292644622,0.07047631165179084,0.0004959232573924523,0.015334104829648063,-0.045132247107935786,-0.0037100135945480027,-0.03316012730411076,0.10294468875733213,0.034837533463458324,-0.023630591558694812,0.011866328385662322,0.02526798011500418,-0.023100251528171478,-0.014946005854609815
NTS,,,,0.013061608358472941,-0.01732883738768348,0.07387550954637392,-1.780685374781369e-05,,,,-0.031055511145936448,,-0.03738232637753039,
SFRP1,-0.031121568599228752,-0.003516547696851539,-0.018885050981468397,-0.020664292824287164,-0.0250045765084451,0.005660787711383189,-0.03106008855450328,0.012137552549110843,-0.0550039904204745,-0.07420418221284125,0.013321387534048405,0.008367963088209522,0.0098205268071107,-0.03290102607436902
CXCL13,,,,-0.0028332998017241225,,,,,,,-0.029901482184002105,,,0.004698982066426825
MICA,0.05715875241227591,-0.01219533014463994,-0.02805690276842893,0.000270411778153462,0.0182435287358763,0.062216807771189014,-0.01428901740710014,-0.012839873130339664,0.14793500692938852,0.1411476173865054,0.0023714024883256728,0.03502026678494882,0.09110397204630248,0.06776762950845348
TG,0.013735715656556294,0.023390546227773444,0.0077829164694994775,0.046879707371837984,0.05658551459278648,-0.015739679308689997,-0.014130033972284883,-0.017458096019139887,0.024910306801590114,0.028561241505243216,-0.01768832030709835,,0.07117334461893175,-0.032297999595642654
ADA,0.025791791932429912,0.11126074300878147,-0.0028753077250821,0.04757229171049369,0.017287655354129617,0.12488726596906502,0.02101101725592129,-0.04434575256626004,0.0941931107272668,0.07920048608182066,0.0277256795929518,0.04336847378353245,0.1264029835752657,0.03229553285586877
LAMC3,0.0370784934117886,0.10373182087102634,0.047830780743072204,0.14982627402075205,0.14456004225504127,0.1499375487877484,-0.034442116757889545,-0.010711854203260825,0.1222402558351726,0.09833357686774961,0.014071721779405945,0.03627630058239799,0.17261415399885785,0.09287434785321284
CCL7,,-0.021765709470523854,0.004483497141178051,0.013697332348323286,,,,,,,-0.019951620137266056,,0.03470405039054059,0.009707237291169069
NGF,,0.027917786492518564,0.010600375540286781,-0.028980667666587797,-0.019087317209309732,,,,,-0.009574590612606357,-0.023042524010583345,,0.06826200807727396,-0.04094924910822124
TNFSF15,,,-0.016407786842715485,0.05288865488327546,0.0394212647019277,,,,0.05389755069306338,0.06208091377639261,-0.01945058926011892,,0.010195229996530896,-0.039989531326888185
HMGB1,0.035124534499275405,0.04075005604852212,-0.018620834994688744,-0.003751398077841237,0.050887823731666,0.11054901364491848,-0.02818412485633375,0.0609974718740464,-0.09437834164984614,0.024408512571663477,0.009294378686343197,0.018105768395971975,-0.02664198536516447,-0.061464069764728395
ITGB3BP,0.06804093864536931,-0.004109412058578509,0.011668770805425163,-0.004207008757590418,0.10487176010346941,0.07284363206148686,-0.007966115026175197,-0.02961659792716481,0.10246995214536306,0.07759384511669966,0.07953572150654427,-0.0380936579258159,-0.00625634255734319,-0.027740466872250086
AANAT,,-0.031578733020230426,-0.014929409538229141,0.022706736128890813,,0.12372067435491721,-0.012707222127451363,-0.01558999076647285,,-0.021980234642789146,-0.01750320050782655,0.05595272221559087,-0.027988211791302873,-0.022062479756125325
RELN,-0.020535900831680214,0.025239670931489988,-0.0028242819199177133,0.014915960784864717,-0.005605289450676178,-0.06344358274096917,-0.02797720121974232,-0.017259465405776563,,,,-0.03183710045408154,,0.0621516491157652
IL15,-0.010347936157334873,0.021363839394998137,0.020620593750791148,0.05255977563044259,-0.016491235330671046,0.09706374188706576,-0.036043202418346014,-0.014458995878251736,-0.04730833494865724,-0.037156224054758755,0.07423567027883624,0.016326214611289205,0.07246913707884198,-0.046834671097370655
UTS2,,,,,,0.08606294177081492,,,-0.07534939771266778,,-0.014905256249447019,,,
BSG,0.0452447558528493,0.09928978321145934,-0.006022862357430836,0.007616930692190212,0.03105529578727118,0.07163984490247936,0.02546818839414997,-0.0645658738944818,0.020082905652983728,0.019160187330457667,-0.013767097907416297,0.07151994343336465,0.08368114382470729,0.07406679735124243
ADAMTS3,0.08259049923985108,0.05293872274620245,-0.014902492532973908,0.02378291350888788,0.12636466758672107,0.1785852849928485,-0.023413360257290832,0.04975704708039853,0.13012973318197155,-0.02631909330409733,-0.0011479534788830365,0.013110219142507148,0.060321693144715714,-0.01494115797931622
CD34,0.10993193358329643,0.06332616451779978,0.0432388718890889,0.12952254900534968,0.1714087244603774,0.08436333282749847,0.05709597863843698,-0.022470385401835203,0.0843382395855772,0.05109996565857631,0.0058756172697107065,0.055060217154715034,0.1496756483936538,0.04935575778432298
CCL23,,,,,,0.006490798658758194,,,-0.01811831617500251,,,,,
PLAT,0.0724482754533187,0.09276378149016751,0.021520024307227194,0.022376319530183684,0.060080686216974065,0.1578484499657534,0.019115223296872114,-0.0504135706402141,0.0884061095417941,0.1267005801565812,0.10315898921082772,0.0822091756147153,0.09431552823930442,0.0029034722711124444
NTF3,,,,,,,,,,,0.0695567864069306,,,
LTA,,,-0.018885050097996025,,,,0.12244638289718682,-0.014458997663076935,,,,,0.02187336658699336,
CKLF,-0.029785049772069014,0.07984160862801566,-0.012695379975976877,0.08544017517283184,0.07499637966082714,0.10848409823651897,0.004450809801208839,-0.0024777612225660387,0.1374635167270646,-0.014201396302489863,0.06162096602816354,0.04695061158530702,0.04425668019085992,0.05787998604748116
CD24,-0.0015061815576127356,-0.014953964849392626,0.02860224242253025,0.03630086428791505,0.05669123583106593,0.012113110208152957,0.008824310838498984,-0.011120971491998432,0.1113184630194704,-0.027723689264716297,0.03633756521256047,0.014758049519497676,-0.023438651045556088,-0.08698981657741331
HSP90AA1,-0.1084226004671382,-0.060880463632642094,-0.07257989866392783,0.028400907672589716,-0.061801979289254586,-0.17110263223900785,0.07186021318915002,0.09061060530040844,-0.09248724043940268,-0.026274872885399207,-0.058642044837837325,0.04452941511125387,-0.09796427324845274,-0.07356037941265399
BMP4,0.10724452492201297,0.02320766359163855,0.02092482924519732,0.15562151722078638,0.011187372925342871,-0.005851192430632361,-0.026947823833849034,-0.012320559398208055,0.19960394495932107,0.03263768017949531,0.06192438359081873,0.16253920597507293,0.06281754712554397,-0.010591428062045657
SCGB3A1,,0.042241887745165824,,-0.021570868398403213,-0.021051353568761328,,,-0.010089297357048003,0.06954334536291301,,-0.030367209301359544,,-0.007240609240266845,-0.02201533907645543
IGFBP4,0.06270196168011796,0.10163935607878136,0.03322069309540277,0.09077123842165284,0.08406200280151208,0.15075958110126728,-0.014333407394294754,-0.019201411176706488,0.09524385451088596,0.16492384571472696,0.0243403998381766,0.09133898744371347,0.174724061163467,0.06357788386550735
RSPO4,,,-0.02890687784335614,0.09264916673809598,,,-0.014233980072921046,-0.02005690606513548,,,,,-0.02274154549973534,0.06488765905021192
LEFTY2,-0.02452618386236297,0.08377601878130407,-0.03512651463137557,0.09295057843849311,0.15644780522528434,0.16902798659580592,0.02474063309588362,-0.017849471142269698,-0.04783639346997926,0.020532681761315057,-0.01693666615397823,0.07435008306351967,0.08385098847940232,-0.06425260745882447
PF4,,-0.022578427410423093,-0.012855718008513891,,,,,,,,,,-0.004043204602000871,0.06852101336995792
ANGPTL2,-0.01335256490269109,0.06208963023013651,-0.04278194494912312,0.013529916249234249,0.06550807824596036,0.1046915816823097,0.025953285640776726,-0.10118502699313779,0.09990011233159604,0.036565992284456436,0.0335432253530939,0.01916467277386539,0.11571861111792305,0.010271674929834614
LRIG2,0.04023897064978371,0.027367368007351515,-0.007196664220207743,-0.07072173965209945,-0.007271383448172474,0.0679528033839844,-0.02486812320313432,0.007795854595602362,0.0626056269286283,-0.022884532594067516,0.001493876253526034,0.07736070653003418,0.02537416526986921,-0.056167303531376035
ICOSLG,0.02626191251818557,0.0070951409958256405,0.02967925729948635,-0.021107486676064015,0.08607070998202178,0.03782837402179854,0.05516235233999043,-0.051571888828446884,-0.03540603957960436,0.08160828945744189,0.0371748864888688,0.026522331229724062,0.040910214057987726,-0.05345761936675279
WIF1,,-0.032058793550065426,,-0.03883927075016202,-0.03620395352897392,-0.11382576185799971,-0.010984025280739416,0.0377676610442798,,,,,,0.057540206944112424
NPPC,0.028956389625810805,-0.028228895004454812,-0.019942388933870226,-0.01632417118140446,0.04128203709667638,-0.0250902845589969,-0.0214263432941813,-0.017456218241925954,-0.03399089078012214,-0.02631904275670261,0.0582902704020188,-0.003270441772796343,,-0.03353976495847412
LYZ,-0.05485865190611546,0.03562708031763508,-0.001554933979094825,0.05618330008795083,0.02036371902197176,0.11174052613459476,-0.04556935961084338,-0.033006523969442945,0.09722724738012796,0.059663631227479794,-0.026399525933654824,0.014743139401819544,0.013301932312802685,-0.02978674380797782
EREG,,,,0.029828296964884125,,,,,,,-0.04049821134092019,,-0.011259877154119025,0.014227042834876852
SPTAN1,0.086768832191875,0.054135159270458574,-0.02919814737093772,0.058094126202956474,0.058024807158503416,-0.022842858610829967,-0.0035294158076340444,0.10484925955642622,-0.04978101226107995,-0.009174582514400793,0.012154646326976794,0.09956219274462241,0.030653888079000415,0.0452013566039271
LIPC,-0.03171442659672323,-0.014898533946358343,-0.02310268272114383,0.037995230823953514,-0.025573677424510468,0.07962072051224058,-0.0266118753021409,-0.02271373320089855,-0.03604386022466689,0.005778808567863049,,-0.02964590954068942,0.02222959113360773,0.0696309593666877
COL8A1,0.0026059554558534206,-0.01890928283857302,0.034308264863537496,0.03760131429993153,0.07420167631821076,0.027752137034944883,0.034449791250199834,-0.0418872219573029,0.010186189343741707,-0.0003149922379879638,0.06326681286373519,0.07934728642250334,0.04804589710803202,-0.05365687330233669
GSTM2,0.03085846099652553,-0.018035605018489283,-0.000639848479993079,0.03629901036892324,-0.013945560059983403,0.05911264949452784,-0.033841898605749446,-0.018673952628359903,0.029467302617706328,-0.010029093739253774,-0.0265868041683216,-0.017138211137299925,-0.009741754976425729,-0.028697330138059078
SPX,-0.03436613082897483,0.039358215365874354,-0.006314507691209599,-0.03068959617373344,-0.020821318983421804,-0.004165338715383931,-0.011569020004505916,0.12041890575421794,-0.045061446111039294,-0.023505882504181883,-0.020116142481888807,0.0036435790743597524,-0.02679569031945683,0.10271787241027901
MFGE8,0.048361796403874426,0.027575591215731762,0.035668466450821126,0.0038320145125783703,0.04181284466565539,0.04696071416942027,-0.025350364983265938,-0.017220896400881435,0.03096101498048132,0.11209953884284779,0.002854146311011747,0.034236609843235066,0.17514107082609426,0.057944668181653704
TGFA,0.1250627406086873,0.024583744035513156,0.0007599261074266604,-0.022108295468708922,0.039030144817025034,0.0048365590593579645,-0.007018403214501187,-0.052237381515045776,0.020816889684868407,-0.05506433975363848,0.034151061975272755,0.027223043865968834,0.012659165422181548,-0.030574454070504426
SLIT2,0.010750127850081557,-0.05170292024666382,-0.030557561319742833,-0.0153136457678637,0.08184386554031925,-0.07184415983374678,-0.020674184124598902,0.033640154687325605,0.08411666007955537,-0.006871463136897621,0.010986529522812804,-0.03590875689292735,0.07015887401784476,0.012854767743525567
PLTP,0.030335939701734493,0.010945076032750295,0.015857530406105224,0.05905932857656859,-0.009901638750766406,0.1298123637255798,0.030671034525938893,-0.06901552644755077,-0.005877836258362816,-0.006553657968219576,0.02997549517491743,0.07500564866897085,0.031196258228279327,0.04048991830908378
APOD,-0.10063179023726095,-0.0006317622425104516,0.035768228963514385,0.08249633244138659,-0.07542456312553503,0.024156465619005647,-0.00898818655519868,0.05389822202925362,-0.10889051405611375,-0.010556839407311072,0.05679402868697739,-0.05987984161320804,-0.03985656976849167,0.10444067756656325
B2M,0.12907271631596637,-0.0005981069471574077,0.018832941968308065,0.06905654757501004,0.07035864290096594,0.1778449754832457,0.026443583584513868,-0.06960005547966998,0.10893694573292788,0.1721748778424776,0.06745852394692459,0.05579204633948389,0.12346093589833419,0.009995979183188806
OMG,-0.06518903300278142,0.05156637945043399,-0.0005301275698523915,0.007444158714369489,-0.03638059445251658,-0.0794818854233225,0.01741334904705459,0.05463886038682636,-0.025560560221275362,-0.04462417312459987,0.038921913802654515,-0.0463545523041086,0.023383962432270783,0.04683397979632319
CXCL3,-0.019948247528655774,-0.030696589869480196,-0.043686914166102445,-0.00619752771486693,,0.052549278610282565,-0.013041898250298096,-0.010413096645094365,0.05171454570559418,,-0.04846521997519261,-0.017927705747333846,0.03467764452270339,-0.004890367453875814
CXCL10,0.026110348499862105,-0.025131226240979097,-0.0030257958178000577,-0.04096615386086293,0.1630565535315684,0.15522458530473018,0.02202039773588778,-0.016547670738697805,0.0821955462371189,0.02653498402342219,-0.02060260733705059,-0.024152443713343675,0.05172854821692632,0.001203379928642627
RSPO3,,-0.02956594780692555,-0.014929408435114807,-0.02410369018653705,0.049459461091512204,-0.03550326769261899,0.02971982757718371,0.11060326012443439,,,0.015698627030171886,,0.021288207321917055,-0.03778453461938894
CORT,0.14817302504835783,0.017548783506065698,0.001972677584612059,-0.029253467341907244,0.020054781469886217,-0.0614463590405772,-0.010485749186441877,0.008720304330891377,,,-0.02275012689847601,,,
NCAN,-0.07480300107999961,0.061599592170999834,-0.047696145386390394,0.016357072098206277,-0.008347810394646596,0.06328207528462072,-0.0010932384761756335,-0.07277089980453713,-0.1522081290844938,-0.023374654458200438,0.05018837808453026,0.08610581105408063,-0.012237886300567432,0.017789829439861925
PRG4,,-0.021840150421401756,0.06194215645389963,-0.017258155636867892,,-0.006009408972448571,0.04157077771795043,-0.012722255093147792,,,-0.02185254522480905,,0.033005155235226485,-0.013944014138562486
ZG16B,,0.04998446250997135,0.016594533929456125,,,-0.021776309199877164,-0.009724503262555065,,,-0.024434662130603454,,,0.13538971381488002,0.03434335710505126
TGM2,0.01785095302772246,0.05725730740495283,0.06162254643105443,0.062390811839800185,0.047152372363420965,0.07105124526692073,0.01393569249498488,-0.024948290916163178,0.12221466009982326,0.0760804316101113,0.005770870061043212,0.07949959158086364,0.13821299121028865,0.05160923772417202
VEGFC,-0.024771109427962446,0.08999385770833071,-0.0038277084641802116,-0.026566020325112582,0.06951071855124784,0.1550204036365248,-0.02618568808213698,-0.012983568429906556,-0.00470924370121069,0.12410652765108306,0.04327207533707026,-0.023646939296145326,0.0628357370713079,-0.05692873209296551
WNT6,,-0.02482742409519102,-0.005659547744427641,0.006938953981215734,0.13542186870044928,0.020516847604106585,0.005079316656029107,-0.011331402895323061,,-0.023237366554923432,0.028945899648958655,,0.11212577430052226,0.03211878370144565
NRG4,,-0.020046982562767435,0.06323175576193024,0.06580551105122173,0.0856895889615631,0.013750588551141033,-0.0035582826017177666,-0.015146846966587928,,,,-0.01898815069858712,-0.026844466777801713,0.11342418192434775
PMCH,,0.09951888260065873,-0.02484761709559387,,,,0.005622360620241351,,,,0.04440411355821374,,0.08814930064063649,-0.01022974618580494
COL9A1,0.08139363793269974,0.09570444072525562,0.1398505397359601,0.00629329297125533,0.12152729270674692,0.08882166109164422,-0.026062938825438375,-0.017259472025878735,0.1012140019109882,0.12184598771242684,0.08539313565041486,0.027369914617523666,0.06635853418544752,0.026874144341857246
GDF11,-0.003303486770204174,0.0013164430128305494,0.056198431739794,-0.00953943942619118,0.05122153241845748,0.09565823317705735,0.03950220478209568,-0.03881503291004127,0.02523062301306863,-0.02794460279213105,0.013218401908650146,0.05096377958707595,0.08525651481729148,-0.010877585804668752
RAET1E,,,,,,,,,,,,,0.1146332923050621,
IL24,,,,,,,,,,,-0.01511986812153059,,,-0.03229798104922973
SORBS1,-0.0028380429695150653,0.03942622027523457,0.013441064221816748,0.05315733680851485,-0.007265971509712083,-0.016119772295742008,-0.0013405289252167193,-0.016939694016402298,-0.06377129421553553,-0.06077215364883858,0.056051799161388006,-0.04740611972635518,-0.04116580557116731,0.027493249566334702
DLL1,-0.05959791665079363,0.03258951038551748,-0.016582562597116154,-0.011320550682186977,0.019167567335740425,0.12440515226534814,-0.03589902996215598,-0.040749286488603625,0.03943178213622639,0.0022981330997414585,0.06524850344637986,0.00816982487870866,0.09647487214583926,-0.0026545170325664863
TLN1,-0.02980902098251777,0.023735903878544014,-0.01898683614211813,0.05076661674073692,0.08111962248634029,0.12470618826218353,0.03599948364694701,-0.06199680241835519,0.058263731873164165,0.038262133520965476,-0.05575660681214667,-0.04389748370142915,0.1188088458928651,0.010890903317991679
COL2A1,-0.023266405241537603,0.043888153016694846,,0.03163975338546901,-0.01832521736273669,0.054980226129560356,,-0.010571430934921619,,,0.02259083381432252,,0.004713528077379266,-0.026028276585837926
SHH,,,-0.015311754134083254,-0.00014033715779902388,0.052600972414371554,-0.00530742424831763,-0.021081286572301145,-0.010089296475180604,0.0933123407477552,,-0.0027987770390969753,0.041632096664856656,-0.033144115040054364,-0.03125139155606348
PON2,0.011697919377893428,0.10519520890474926,-0.005571268600448002,0.012423570778564562,0.03558236022136955,0.14661778402289002,0.04312508951383772,-0.05230282203851331,0.05993495387736665,0.061033349719315476,0.04672393621861021,0.04332402636316337,-0.03784766737425001,0.04297488084952956
ICAM5,,0.03157402755332889,-0.02386445558778399,-0.011442935553173467,0.03500076718816611,-0.05547234058892734,0.04234511173407782,0.08437969147892024,,,-0.042264190384821716,,0.0012838294008944064,-0.06330334633257588
HPX,-0.026427893466185546,0.0021559704020245336,0.017624658745969912,-0.03389890132725154,0.02601428813341802,-0.04133840594659859,-0.01908373494876301,-0.025644978001547837,0.008418387985094183,0.03268985857010903,0.022690042398179813,-0.025458230823023127,0.0859152792034909,-0.03428960843355977
SFRP2,,0.031786416063674425,-0.017438428626064206,,-0.0013397351494371659,-0.022656023591773256,-0.01590504514241507,-0.019792617696940865,0.02373873056494437,0.01838490890062073,0.03573405858305299,-0.05022809082338828,0.040581726754351795,-0.0033484922979629124
CFC1,,,,,0.07426177368897269,,0.0979773175612234,,,,,,,-0.02556304273767504
CD70,,-0.007411911225770898,-0.019998657805381927,,,,0.03837380124621306,,,,-0.01906041483812086,,0.03124476242047055,-0.010889729960016543
HP,-0.04616572629193489,0.014546974420176592,0.010231032529578478,0.02285495683924027,,0.08661888055444407,-0.004633744255753448,-0.024190553666900982,0.07516332092635507,0.032097308223339914,-0.02069225000738133,-0.024318932083420248,-0.04015638620514736,-0.029358536473879666
CXCL2,0.006352202927368848,0.04011846795197483,-0.0028344796982401367,0.06684923612539996,0.14518621854141686,0.04651250672557299,0.03518924676400519,-0.019969142631210583,-0.03726639778991332,,-0.012530772857810743,-0.004084488686477354,0.031026383270591245,0.03435294803220381
NPPB,,-0.028079868994759345,-0.025666828392975488,,,,-0.01071642320134108,-0.012983569374238722,,,-0.03983520854155073,,-0.02723072187189795,
CCK,0.10302647110272206,0.09340408173525658,-0.04168885447302425,-0.03138151898396146,-0.03671026296926465,-0.12502096355035186,-0.031758728290170984,0.10544951247019695,0.046836529186712085,-0.030411957167016647,0.02286904254046011,-0.021344872303125186,0.08542351918773995,0.04720557209713575
SEMA6A,-0.0014246722154383966,-0.050113004834144666,0.006169526474559654,0.021745898517316814,0.06970644312965023,0.09742974540393766,0.0014331313297423673,-0.05831539063485078,-0.022510482317717295,0.012033080251113203,0.0156242535741169,0.015848494496488293,-0.03202508683833895,-0.044889674421506744
IRAK4,0.02037470666704451,0.02083028824783442,0.05998123888433012,0.027340061147982136,0.07259550105945689,0.13533351040866387,-0.005775872738880406,-0.05236168384351222,0.002538482788992485,-0.029695795612502927,0.044372053877952254,0.04988818799512469,0.04039871992724541,-0.005631487037026258
GSTP1,0.03379375197827956,0.01066998025020312,0.007472989538206598,-0.031430885596655314,0.06984631172714643,0.10720409885296321,0.06149627935267797,-0.09013346083533522,0.03130481101023869,0.024061865638745062,0.05460991626929506,-0.04478095786408509,-0.03368010618540324,0.012007365149496919
VCAM1,-0.0655298710425345,-0.09976517674642052,-0.0598108478554529,0.02567761929072693,-0.019009166691386623,0.15287088903483506,0.09511239682275674,-0.035125965733302886,0.01065364430917863,-0.04992800657850896,-0.0041011238768375894,0.03251784432241901,0.07525571793346866,-0.04524159728508266
NXPH3,0.03749879623092962,0.023328403343365316,0.005544633187065568,-0.013016310027393911,0.050487286493954515,0.03543642755292291,0.04731674365487334,0.019170058141443104,0.045416179062272334,-0.07277442239401695,0.10724350482388424,0.09462018251406264,0.039173537317779505,0.0032464760205529776
MTMR4,0.004212491285998331,-0.018197225357423574,0.02999409146784603,0.007688248277979175,0.04734891461831966,0.024926868061311027,0.002140213868631806,0.009064781220155985,0.058635045424693645,0.03202743528733325,0.016629997905263566,0.015773908714172374,0.019253673599085957,-0.04665216320391932
LAMC2,,-0.022039761040927544,-0.008212977155457353,,0.008760217277046182,,-0.013490781241465341,,,,-0.018588498582891043,-0.018358606555334566,0.042414776355170075,-0.027819928372519186
IL10,0.010702883125747945,0.027675614997704576,0.008612879431893747,0.1299663834292742,,0.03606881308967337,0.044862222875626544,-0.011622140472504518,0.0045265630473729735,0.05866134233419612,0.018153431614005684,0.09750486720133596,0.03721448132110099,0.006316192589652196
SEMA4D,-0.06917814763112275,0.07994138064764157,-0.01874641150152572,0.008455044795068482,0.008442810604844827,-0.08723884215202983,-0.0032689151999477197,0.007753891013769529,-0.035882934823183395,0.038184468064691036,0.05364375589447159,-0.0230113266087629,0.021555007882186082,-0.007047263990084096
