,UKF269,UKF313,ZH1019T1,ZH8811Bbulk,ZH916T1,ZH916bulk
HSP90AA1,-0.0867752685775278,-0.028877902402008545,-0.04421274459958658,-0.12114398014127076,-0.032745024540575755,-0.08073342479318214
BMP4,0.07687033563428358,-0.028856554149019345,-0.08391399051917674,0.005190444677474279,0.10408736148056506,0.00749917215412739
SCGB3A1,,-0.0155104305953704,0.062427283012672766,-0.02310314287377794,0.02283004522708019,-0.04938319168840087
IGFBP4,0.034493171452501956,0.008244441488499336,0.07277566986693214,-0.08390879658830523,0.01742579637131211,-0.005770845257746237
RSPO4,,,-0.009493961239778314,,0.017559819379911624,0.14729505532130088
LEFTY2,0.006215420934215718,0.10003141437561175,,-0.0013999338956961892,0.05338023220943461,0.025144804073465563
PF4,,,,-0.01672649451026786,0.05511235399879407,-0.02427453025358471
ANGPTL2,0.02230840855600501,0.04145273542875241,0.03309297057565113,0.08425238737245587,-0.00011841258834498097,0.08072514681264088
LRIG2,0.06961819765442573,0.04036448635186186,-0.006338766311692522,0.05998566570981225,0.03470657891530189,0.012979729355902038
ICOSLG,0.12507380128479845,-0.007249171326684048,0.009689943107367574,0.04503334224069063,-0.00012594145599491516,-0.01824029209457923
WIF1,-0.0655087002246297,,,,,-0.03335256858675151
NPPC,-0.033503401034148304,,0.001720253474319089,0.08539878063568089,,0.08360295737954433
LYZ,0.01264805140866981,0.01730057672738317,-0.03079671044401901,-0.02293144325573856,0.032159482520650234,0.031716557793370806
EREG,,0.011536364052430664,,0.049975857825108216,0.019002738122145486,-0.027947175233699
SPTAN1,-0.03202297655436913,0.000405466870096128,0.08461168603411803,0.04578802589691961,-0.0011070244755974213,-0.024468118877426403
LIPC,-0.03254557622062927,-0.028764780310508192,0.016562222851060075,,0.034223643659943966,0.03307818978473996
COL8A1,-0.0036672368217488052,0.01898722524221723,-0.076447405457772,0.007344205282315382,0.042192717892965616,-0.016248126327313858
GSTM2,0.021047009128571683,0.009389304729128823,0.04410088668273664,0.03740101734621874,0.004353363194620998,-0.04813775165418038
SPX,0.03054351867291318,,,-0.020768080891392832,0.023583981698917577,-0.016406526770886543
MFGE8,-0.009637513959493905,-0.026710843463871897,0.029788977180203742,0.029720740721200657,0.01892674520694678,-0.029320095608915315
TGFA,0.012031092665336994,-0.031003628143607475,0.02432167398658912,0.045462813385578435,0.005354524798087059,0.054527787484857426
SLIT2,-0.04134756010076758,0.02695747256692914,0.21476731244514297,0.04042722870058735,0.057701722092471916,-0.027350188294373648
PLTP,0.09067761979469907,0.007892367318841157,-0.04728171413547638,-0.00025085919067919924,0.04560905068857617,0.02237519154014137
APOD,0.05210989189270046,-0.05228583437840234,-0.045858899308933145,0.09704659113240192,0.023477667045797828,0.0024248972242104767
B2M,0.08194575489942132,-0.013875586931915547,0.08854917151430663,0.05616739504628625,0.029646585078423864,0.08036994687337669
OMG,-0.00918833366912063,0.09024803674128305,-0.024776759305332324,0.10886173794895229,0.0729977767223885,-0.003138046254410642
CXCL3,0.031116219653573432,-0.016433261841551652,,-0.06600658143960784,0.01895718985328361,-0.04284724563779413
CXCL10,0.11883197248192864,-0.01985200609251274,-0.013214426299348152,-0.02243507809029319,-0.03832105265124683,0.03578091588628859
RSPO3,-0.020432746351146888,,,0.1856599163559982,0.09083358355279773,0.0006469860402020214
CORT,-0.010816869587743565,,,-0.01750342636244666,,
NCAN,-0.014511614430938059,,0.08973032266431208,0.13293338228710874,0.03611009585626807,-0.0027041084217861353
PRG4,-0.01770030964924547,,,-0.02582737670326316,0.02677632273827258,0.02477789783725066
ZG16B,-0.01911032869276531,0.09310767125493545,,,-0.019254141839896776,-0.020708663897559373
TGM2,0.022412137530516133,-0.02443378144077676,0.009495814267689489,-0.07843697116997694,0.0425381386365724,-0.015297438904237503
VEGFC,0.043967512787579835,0.01954467632688651,0.08853738899518825,0.014481716166649531,0.07485253588104879,-0.01902801507811803
WNT6,-0.017405936784777004,0.02674768783887728,,-0.019582212447101583,-0.02325333344599377,-0.021398262853673654
NRG4,-0.022046858545008645,,-0.014158547090508658,,-0.015441704757223807,-0.03217970528928797
PMCH,,,,-0.024558243609566613,0.04192832344022194,-0.016127171772935312
COL9A1,0.0453152335954583,,-0.022372010442362318,0.083051590827435,0.03400704871227844,0.03474565141066288
GDF11,0.019470615363647824,-0.022682290498035385,0.054280812279769185,0.010580910141846091,0.015281155957089603,0.045087139644021536
RAET1E,,,,,0.007182540528399703,
IL24,,-0.016365750212422658,,-0.01645979905936413,,-0.035975840000556474
SORBS1,0.07778054443277549,0.014711064035356814,0.01156836869417549,0.034758919746784564,0.0647403009578335,-0.02983563554057457
DLL1,0.013371365796599725,0.020732620546936732,0.024530796939345508,0.10772368304908915,0.06311096777488047,0.04145681088927822
TLN1,0.07234271967897926,0.012542709266702427,0.013521042024237671,-0.03608554433183191,0.03553691011208239,0.015295231826901354
COL2A1,0.24538015567650537,,,-0.042899271524535584,0.03548695616083097,-0.011513799362703622
SHH,-0.012843349666071978,,,0.0899241685561906,0.014455484293996908,0.01280264428307678
PON2,0.03796655236957134,-0.00196089467082011,0.07362131075127312,0.08067562480388017,0.0623254193271916,0.05638624535809301
ICAM5,-0.03192529416084209,-0.015492193414916125,,0.0009285307479223968,-0.020704169743837077,-0.047268230754405755
HPX,-0.02379096962511968,-0.03076146795496895,-0.05100239744380068,-0.030519879901535873,0.02424293928955991,0.008734702784133212
SFRP2,-0.013038934539328147,-0.016151549864046034,,-0.01999787674010328,0.046501367434227954,0.049219701438352276
CFC1,,,,,,0.0441018147325778
CD70,,0.008604085020289462,0.11526578186773628,-0.003851215482849617,0.030150677967547612,-0.027801580343181764
HP,0.13237051622638346,,0.050114117152409016,-0.02800805555922868,-0.023099101391341508,-0.020456072968411794
CXCL2,0.04377338290816143,-0.030790477309621197,0.06197911612056298,-0.03647446269338059,0.023160074505907773,-0.009680941691147898
NPPB,,,,0.06294517198526382,-0.015663889730141198,
CCK,-0.07271926006367052,,,0.0394124974947651,0.1415928781377218,-0.06535529405226734
SEMA6A,0.025967160830896886,0.005505136504903726,-0.03406472479155096,0.05061289547773248,0.039766352226002825,0.04531422005783331
IRAK4,-0.005037334705552712,0.07980828871173469,0.02198104816227342,0.03805609639666904,0.03288912771966944,-0.019033049654481476
GSTP1,0.03080758685445222,0.03387031501000361,-0.09591583116331909,0.05580295692670942,0.03232182046382921,0.08170683706219017
VCAM1,0.10084753278397009,-0.008689278187610339,0.015221347346829622,0.030028089299576066,0.11741509747751946,-0.05240922662617678
NXPH3,0.0023985561481313883,-0.004425011956553953,-0.012685920511283684,-0.004604252065462542,0.061946237984384686,0.039653274414236904
MTMR4,0.017153784096972588,0.004091095926575729,-0.06581143703594007,0.0365576479146712,0.013944125819290717,-0.03815473084742331
LAMC2,,-0.023771997256482342,-0.015751938511252565,-0.021616334695935373,0.06905957127797929,0.03364582124779218
IL10,-0.02143859725883003,-0.017471393067684905,0.09879228456684165,0.02517464904539928,0.09373080402479061,0.004019463405988076
SEMA4D,0.02429240373597126,-0.045630338330099135,-0.03367116420958796,0.1202509585398653,0.027815656571886928,0.06873101454300817
TRH,0.01651887287485477,,,0.0267087780287629,-0.01754460694129314,0.06536545565428432
SEMA6D,0.04282108480887848,0.012305810221802571,-0.024575168127869307,0.017866636249712072,0.051091374906501355,0.11026017064148823
CEL,,,-0.026532321526010556,0.03327456322910948,0.03436182707128571,0.026702302050283233
PDCD1LG2,-0.004237992902865482,-0.022438010913895284,0.008838563442872245,-0.022379206907742873,0.02885968951262441,0.03736830797939755
SPINT1,-0.04074391729390758,0.006879767126035696,0.01318880572503695,0.042759934176624,0.010030872503947961,0.08564281652190357
CTHRC1,0.0758110817562513,0.052865260435166816,0.0070565380481251464,-0.025733617739481483,0.014055674490223906,0.06390158718258787
PODXL,0.04827050666256936,0.029560194487791763,0.045207022820195605,-0.041837718099363416,0.012793967074438986,0.11612135166590656
JAM3,0.0518306048153404,0.020966045822245833,-0.035879073075782246,0.005591360827452658,0.015733553305806464,0.04666716909041333
TGFB2,0.03610975349600947,-0.014782867769596144,0.08055192706109159,0.031760483926746,0.022754266500979364,0.02418490358276241
COL18A1,0.004629415692707868,-0.04869050258356704,0.01590476446988396,-0.06344075377183996,3.6972833663587406e-05,-0.03506716649176279
NODAL,0.0037547531494708684,,-0.06077274498515798,0.020411838407757864,0.0817137748730912,-0.012945824913722474
INHBB,-0.009584453650206316,-0.032787804677670035,-0.02224613531290962,-0.014869307121912373,0.014165310176617693,0.08468851280120125
LCN1,-0.014337203880992189,,,-0.01920074655539715,-0.017742061472154277,0.11440861831809167
ARF4,0.025250193195490624,0.04945113968907779,0.04736373144801474,0.045918708105390886,0.03559487934758116,0.007876701930710436
CXCL14,0.0016386455633888605,0.12828290783242297,0.09843675206061214,-0.03288690180620775,0.014302618471131862,-0.03742290153525583
LIF,0.05021479094928634,0.07101023080229646,0.070282338067729,0.027642630384152787,-0.028219696319951214,0.08452413286532827
IL17B,-0.023678105203891096,0.03278759491800832,-0.037436207210278835,0.02110744071445351,0.026108359281296314,0.1207512787360443
MMP1,,-0.04770980983520326,,-0.018556328248429923,0.02377336034830599,-0.05499649458813345
MATN1,-0.015031583554694835,-0.016365752571354353,0.12024924778049961,0.04329559880447796,-0.021337991100621838,0.07157867316768311
ADAM28,0.12343479909296912,0.0145807104004292,-0.0323595651070223,0.05170711459626002,0.06672708428782184,0.05047728953609471
TCN2,-0.0252001136961487,0.04491634400825135,0.10399084745542167,0.056926602336913545,0.08368296871617562,0.04455618706341684
THPO,0.09594272572009481,,-0.014651591303375558,,0.05287714265152655,0.028630966518870468
CUBN,-0.03659406790419312,-0.052020601082354366,-0.03568992010656369,0.043880814382575135,0.03722849969884731,0.014179992075005778
TIMP3,0.06687259732819706,-0.026472994264376045,0.033250735406707206,0.01572683815047936,0.028132767689631345,0.04668245719677052
PIGF,0.02332238720709822,-0.039644983363943884,0.018598727789775955,0.07773056298899587,0.042182722327501136,0.010426089388007398
CRH,-0.022046849403829068,,,0.0686984420480973,-0.02630920640419154,-0.04904913746170735
BDNF,-0.03132103421371227,0.0061468654256798495,,0.05332903988624149,0.014058994010582299,0.09831065371192563
CCL5,0.030817450142514802,-0.027936316024683345,0.03338346939450674,-0.03674197557342066,0.04174200447666783,0.025715586185363258
GAD1,-0.023996920534464058,-0.00793528885265094,-0.019629210197728203,0.07135303293702926,0.23361049672097126,-0.02743118454194187
COL14A1,0.035773622755817504,0.0017231447143748258,0.011973616635119146,-0.015756658334760493,0.09674273165059002,0.0053569058065983536
HLA-A,0.1082612476564025,-0.02347363485250102,0.0418369135350628,-0.09662627745588394,-0.016628648624439392,0.07880417231219632
FGF18,,-0.01699306980103548,,0.02568611694501435,-0.01754460834888319,-0.03074463868150597
ADM,0.007016382898784489,-0.05311232953500461,-0.029734323824079,-0.06411016490729049,0.0014749474012560218,-0.008717855518457785
CCL15,,,,,-0.01521643745894147,
GNAI2,0.0397132454713066,-0.0394046161788945,0.03652061740998892,0.00015739604728811678,0.03709163511953209,0.019604246636179972
HDC,0.008429079751176386,,-0.024179717580454212,,0.06539305369074504,0.11196054732407522
COL11A1,0.04669475267324979,-0.025764658043613362,,0.002067448324582496,0.01721350841938416,0.03761375394742102
NUCB2,-0.02636066662730278,-0.018423497396556604,0.12370144748500454,-0.0756149251490499,0.012535521604879755,-0.04698441851471375
FGF16,,,,,,0.0227917176233643
CXCL1,-0.03667511510872577,0.00851307747742736,0.03273620420436707,-0.022050605498231846,0.08871598564126228,-0.028573950279888162
VCAN,0.055976291240787936,0.07657754832971278,0.05508257012540134,0.048556017838973446,-0.019027636891460146,-0.03230344770432618
MMP7,0.09902347044789744,-0.021814721336390577,,-0.006838067658658301,0.007942337906775246,-0.029659247365104613
PTPN6,0.034500406245256854,-0.03570825304753395,0.02909308795374977,0.0431362931065161,0.036758438235797705,0.027625689938997562
PTGS2,-0.008600868632646856,-0.007707572500276453,-0.03266032513972067,-0.0430253096153118,-0.02519360316365003,0.031715928485998
XCL1,,0.03228122129909389,,,,-0.012372095910257262
CD58,0.07239210434340684,0.03134782269940075,-0.08828338068477436,0.029331990028875855,0.025551081762499327,-0.001606090099814458
TNFSF14,0.05057069658937045,,,-0.03267617481314393,0.09423454453987307,-0.01256813301018922
CNTN4,-0.037158969962683294,,,0.07566114314733108,-0.010189708357026839,0.04702418152673475
INSL3,,,,0.13473502689140404,-0.020834754360480774,
BTLA,,,,,-0.020146165715134393,
MFNG,0.038817350860572246,0.0101646886352042,0.014064677842492055,0.0412169614010654,0.019422278469099937,-0.011269728583937566
ICAM1,0.04837757231500464,-0.00971115653882886,-0.015878959578335093,-0.00514489782266068,-0.04778272663189642,0.019895037614539077
PROS1,0.11342549763297441,-0.01612601804017655,0.03174432167517872,0.00023245388424005865,0.0356942013636395,0.012923579909775834
CLCF1,0.03004471717095651,0.0015584014123790238,0.08291448161356048,0.014397521770144332,0.021363812517804157,0.055726948858971136
PSAP,0.04457407048826812,-0.01813988717464857,0.057524659451877375,-0.06873107868748257,0.034041504686311896,-0.0336587241517649
EFEMP1,0.052791300694488605,-0.015904449636150952,-0.054265090210077915,-0.04347613153535561,0.034298156328671614,0.04255734351928379
C1QTNF1,0.02983142705632939,-0.03733106717880171,-0.045391283819566634,-0.05616267259772217,-0.1104401472237925,0.0711899349965734
ALB,-0.017553681344157558,-0.015492198508148005,-0.03406641896097973,0.024556709366987284,-0.023559118063345902,0.0327209483805952
CCL13,,-0.02952655716303567,,,,
EFNA3,-0.054644312002011,0.045243874677476766,-0.01098615925921215,0.024133506188438222,0.07975688566306421,-0.057186168022427535
DRAXIN,0.07137971406276772,0.03152816730969449,0.012389354745433014,-0.072402148499421,0.07179471519081038,0.05484358643030964
RAET1L,,,,-0.019200733972031862,,
NPTX2,-0.04955289862371271,0.010267994367101121,,0.05452901971605317,-0.049756988156581326,-0.030475731269370383
FGF11,0.05196340095067793,-0.007356504688381408,-0.03038011471727225,-0.02561790703172769,0.02430617994444731,-0.002633110116589243
CD59,-0.03246828980671642,-0.06007274119569446,0.05043579298384473,-0.018293984374922606,0.04257154460882493,-0.01901839795503704
COL9A2,0.05972287727404429,0.03763492936229566,-0.008927562255203,0.08717345653405582,0.0701374332088882,0.07903831830686987
DLL3,0.052231276727314556,-0.01985200737370297,0.07634286192511716,0.11367589293966326,0.03463417903545971,0.031406421909119374
FGF5,-0.013977897636712356,-0.01551951589363028,,,-0.009311560567133536,0.06780039457725685
LIN7C,0.08425347544928688,-0.01755818197242607,-0.0001850476547890347,0.007880462653502864,-0.016548247797460596,0.01975054392327049
GDF7,-0.025004174654555643,,,0.1319183376515343,0.08578805903353033,-0.03423411317205434
PSPN,0.0280155416174708,0.04223890593632374,0.10246696348508512,0.034121145815605707,-0.008170915919074857,0.07271481175751336
ANGPT1,0.031834187455077385,0.05647308181839347,0.011184590871074053,0.07569399515592581,0.017922380571279848,-0.019957927081008284
PNOC,-0.04370394822478038,0.034469812217106356,,-0.017503428266766107,0.05724263905939498,-0.021624354513403568
L1CAM,-0.04883126595303641,-0.042209685992172605,0.04840385783106217,-0.044222568336321974,-0.010246019225832936,-0.05329549759513696
APOA1,-0.02991481506794639,0.07235829360807747,-0.04981131904870563,0.004148664555478164,0.03786626172844303,0.1223995263467347
PSEN1,0.05762375449315534,-0.027027722800969028,-0.031951953293729296,-0.025502152128385802,-0.0368224203395572,0.009002992961693471
CALM2,-0.04152070128100484,0.08160702504063337,0.0038920529083553324,0.05711323344324169,-0.005277164873357302,-0.022960664498502103
CLEC2B,0.09557644228755262,0.053895150640456344,-0.038369573527971094,-0.036595230376947244,0.08381510229243579,-0.007390805316485747
NTNG1,0.03006675144676493,-0.01006236820456022,-0.036214465209160746,0.09804468144727967,0.0560854198290975,-0.04508627372906418
LRIG1,0.07256775886015868,0.021979642383592686,0.0912152183689231,0.09685640100629128,0.03375718378810496,-0.03923395598013057
CPAMD8,-0.012644889510045432,,-0.024765789971916533,-0.018491260799696065,0.05390895797682954,-0.024274552073375325
GHRL,-0.026891140910039482,,-0.04616754038773335,,-0.015844599119794387,-0.021398270230463756
NPY,-0.09067577852871032,,,-0.021914762412889758,-0.026309199049166235,-0.05177898781923194
MMP2,0.030602447517781538,-0.01247935854475984,0.03623656151491405,-0.028756707183854976,0.04698677905435434,0.11110627336351185
PPY,,-0.014329592786967342,,0.005920651277031171,-0.031180452606482157,0.0724283008429739
ALKAL2,-0.014337201557344137,-0.03653360419282609,,0.03959998503749759,0.046830270225853385,0.049795847021377265
CSF1,0.03769735662079793,-0.021461446973170324,-0.006120764868871615,0.017936763846230164,0.025092880526882563,0.10014652564707299
SEMA4C,-0.0006163420993624116,0.007055378040431929,0.11857674853748264,0.01827052024620152,0.05683005618549749,0.02585281903326647
BMP8A,,,,,-0.01870031355681681,
ICAM2,0.06425924063618914,-0.02305672465322753,0.014353659578992676,-0.012454398366423926,0.033044458327539945,-0.009885854080822286
SYTL3,0.06082704851668106,0.010530599186050316,-0.010636949090135886,0.04893654517931301,0.08254038983294003,0.015562509901854146
IL1A,0.014486491930082623,,-0.00013831577640378498,0.03775393824402152,-0.023421197574268977,0.0781728205052447
HLA-G,,,-0.04090681607035645,0.06231593766613978,,
PGF,0.07200801213533195,0.04929742902538341,0.024747309876975418,0.04645196561553612,0.014154792535365278,0.0021287349687919184
LGALS8,0.02526463503736984,0.04545209860290345,-0.024413758399328755,0.008942118061762969,0.030830629785975127,0.03942858650942697
DKK3,-0.07738152840598778,0.04954953581658331,0.11593115601016625,0.06179099989286585,0.09359735557410007,-0.04330752726437301
COL16A1,-0.019507778729127876,0.022874456368822575,0.0018062751285855246,0.05876338696848936,0.011452814737783949,0.10517106403417105
TPH1,0.08872021572507169,,-0.039205252259040944,-0.005834279393914533,0.03582166861964978,-0.010744248410852867
TNC,0.08245678984070606,-0.036479657275925656,0.11573911578081596,-0.05830864547365428,0.03836449683770445,-0.020489903781085447
TNFSF9,-0.03393236799669318,-0.03391273372051182,0.08169745045357156,0.022187141328478745,0.08484457168530665,0.016499324053039905
C4A,,-0.01699307902269432,,,-0.025182830101953966,
CNTN2,0.03763874266954127,0.02545960787075781,0.15552591702703708,0.08187284769338289,-0.0070021690767038194,-0.043037713265022766
F7,-0.01264488216041266,0.033310825992100786,,,,-0.030004718136144005
LUM,0.023268271643940026,0.04798240222280299,-0.024429814277450525,0.00880638545842393,0.01872554711128995,-0.01619328033136386
BTC,,,-0.05896284403817164,0.04642612056448951,0.05368698817484939,0.029197224364857985
APOC1,0.061822312180100904,0.07152156296774137,-0.0477227136167312,0.024059164462531306,0.07342383226774775,0.07829044778517709
PKM,0.008514499714908122,-0.025651871504955015,-0.04996232038224616,-0.08293296115734788,-0.034107719984512765,0.012902246651308279
TNF,-0.01855793359558392,0.05023624946325621,0.01471258836476776,-0.019200739209036376,0.1047519847632131,0.12384735292229601
GNAS,-0.09212447017891372,-0.054705506232326034,-0.02265107983656014,-0.051503402525087685,-0.03331705286615532,0.007007185960926088
BMP8B,0.034782026986570506,-0.02467244363295537,0.043235917915003405,-0.010707980564382226,0.04055991449111165,-0.015839418055724804
LIPH,,,,-0.02140717235406815,0.07739550321098611,0.0302678433977767
CCL28,,,,,-0.014520833912916186,-0.03533118610020934
PTPN11,0.03543863359752679,-0.024849804954383894,-0.03670217260869974,-0.007093124547189946,0.027510316053085185,-0.06858454428848308
ADAM12,-0.01798073225998244,0.05758490759044006,-0.0688269088907332,-0.005965880739635233,0.02111803770401887,0.024102439348392873
EPO,,-0.01408610666536903,-0.05591085623933144,0.050821905449955615,-0.015441700070057554,
EDN3,-0.004899043298513582,,,-0.06371792880188538,0.10876153196243027,-0.024128533947252832
CCL22,,,,-0.020331720186523256,0.04558376978911347,
CCL2,0.01145834202505344,0.03418943509013534,0.02994078866192418,0.023356243956177462,0.003935764816560843,0.018674737258542462
DSCAM,-0.0038146492531324246,-0.020723828609298254,-0.04934482478939625,0.056208508440786134,-0.0231466156840158,0.11169758034730792
ANG,0.10117188573883654,0.03285624718595631,-0.00029961759665412987,-0.04454575261947818,0.03103524473980972,0.04391627846317829
FBLN2,-0.019365239481543242,-0.01224227046932537,,0.03531682543141738,0.015995550376766345,0.0007806323984133173
VTN,-0.021315145894452426,,0.00902075957566888,-0.01563378363981676,-0.025182835330211286,-0.03785467862144034
VEGFA,0.02581446841342717,-0.008572688135082373,-0.0704292806556874,-0.07050091274571059,-0.08467184932691875,-0.006547915145550775
F10,-0.02056084805256381,0.0403591039875842,-0.036829908888251765,-0.010615431018381362,0.03395604931073398,-0.030744649748424356
SERPINA1,0.04106656372398426,-0.010801094698431492,-0.007190099855508881,-0.035388722660859843,0.045072567661982706,0.039484768423230066
VWF,0.06556137062977788,-0.013039427782149091,0.03468198559228084,0.0008222300416985553,-0.02184927617204994,-0.04097664908373242
GDNF,,0.028883195526475013,-0.05372336803974751,0.08801293403505364,,
VASP,0.003961130088776944,0.01817010417982689,0.038663800406257706,0.01415195532114034,-0.02493367769293716,-0.001375885975225183
ADAM15,0.03498177062975181,-0.059393904861846716,0.05647061843138865,0.025816495093646585,0.03175348915460472,0.023231688708586412
WNT2,-0.03245748074984266,,,-0.022834384584219825,0.0793371518073992,0.041279285387685855
CALCB,-0.013977897484809996,,,-0.011786832716375786,,0.03301599612043071
OLFM2,-0.07532649422489004,0.0009686172848625651,-0.032848157205142614,0.051062009723459485,-0.00611060623673341,0.001328898304169186
MFAP2,0.01877221046237934,0.018889269252152133,0.009312378686971367,0.059367911771293656,0.03216155433765045,0.04418109648353716
HLA-C,0.0964976516262942,-0.019441664824205975,0.030384181308019228,-0.016292114216373655,-0.009908879315720348,0.05464630832875108
THBS1,0.013760698596143588,0.041317826115036684,-0.03540327513380977,-0.05696162801634857,-0.030438784295876042,0.0018994012645073017
HSPA4,-0.010856227315366208,0.00873419677828253,0.03658915078227944,-0.014455472540848141,0.025268061776004474,0.0021088525642294787
LMAN1,0.06747065394025552,-0.014739655288462756,0.023328591981799422,-0.024061512912093488,-0.024439633337239083,-0.045120967896765424
LYPD3,-0.021683682230710797,5.687368938248351e-05,0.0052990296610366085,0.13706133463270184,0.03438159375707325,-0.03401111177382494
