,UKF248,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
EREG,,,-0.022992823753694432,-0.03468043572573111,-0.02310678807010999
SPTAN1,0.013909378452612566,-0.04529341146038921,0.003051343097117276,-0.007462622717412113,-0.03413255660455667
PTH2,,,-0.002872639085338823,,
LIPC,-0.017472432494445415,-0.019477814365910284,,0.07496588683213325,-0.03129833297515492
COL8A1,0.11833091827546023,0.025671960976728674,-0.020296113189762554,0.028358768044865663,0.03710631044994567
GSTM2,0.026551382226019944,-0.05040880045221468,-0.008968751358388136,-0.0043978403771888636,-0.04811005121801528
SPX,0.02110729107182081,-0.06661043322106618,-0.0288550278211096,-0.03707162186869448,-0.07022536687451603
MFGE8,0.048405819713276184,0.0143040534050833,-0.02413945737517057,0.07421737836072242,-0.032222052639360024
TGFA,-0.01581391219049258,0.009371258657379998,-0.0017168281774780773,0.029632648283181122,-0.013476476432179222
SLIT2,0.08719833354943073,0.010526359894905647,0.0213411324812336,0.02679592005159564,0.028071972970677646
PLTP,0.024760118883482393,0.055093224815393846,0.019653114335553966,0.08719387796732816,0.027859271701659888
APOD,-0.032450388079881605,0.025565734954993927,-0.047061507258215576,0.03261537556688792,-0.05032575294120937
B2M,0.1364371412271052,0.05457630491394775,-0.026629926917099228,0.10279239183358982,0.03681923129279881
OMG,-0.05744370027219186,0.003940245213737154,-0.004721100627189471,-0.020895060941293113,0.01438920062554971
CXCL3,0.0054184763007691155,-0.021176649340541448,0.05973882236925896,0.0324232210824449,-0.015227017050262475
CXCL10,-0.03462987582410807,-0.028529463749744313,-0.025224530319683396,0.08833032538987383,0.003444471153021271
RSPO3,-0.018688602114401074,,-0.021750189509291407,-0.021029098907636476,-0.04505020393297137
CORT,0.01644286506381571,,-0.006148136138800731,,
NCAN,0.04345226131797174,0.00712635507650244,-0.04233114781354622,-0.07326639850375055,0.006019695545692962
PRG4,-0.020690509703278247,,-0.03541882824530163,0.05279701994699737,0.008364065339956052
ZG16B,-0.01907830301265522,,,-0.010633991958011683,-0.017121970427946834
TGM2,0.026650392737450113,0.05331715551758044,-0.008096275111719092,0.04490130021870728,-0.020493159886944983
VEGFC,-0.02627071828856923,0.09921498919385757,-0.007539437194255161,0.02725902691285899,-0.01812452047445229
WNT6,0.038286887055128706,,-0.008943488594358352,0.10249494396479422,-0.017692132413874045
NRG4,-0.01267167496731286,-0.02242927313937738,-0.02437752655526736,-0.021029101264496745,-0.00776460021916113
PMCH,-0.014604787337762284,,-0.014035573300032798,-0.03593702922404527,-0.03407313677262639
COL9A1,-0.019408967708595,0.052727977721270206,0.02460509463916425,-0.060875354314656537,-0.07584080651958829
GDF11,0.06784933483779054,-0.04641140169367105,-0.025106222701630557,0.026259693785895415,0.021324704725451504
RAET1E,,,,-0.02306877467135802,
IL24,,,,,-0.029744906366589437
SORBS1,0.06734709136103455,-0.0371457769324484,-0.021461143322749305,0.005571136903724988,0.02471489111054287
DLL1,0.027985201418241817,0.0036766012855237937,0.038924767942162444,0.07837273836204701,-0.041697363977217225
TLN1,0.04890184343089218,0.015794691697121093,-0.05187451065897177,0.08264549037327477,-0.02290662844049417
COL2A1,0.06762937325530886,,-0.02956819633409473,-0.030604446549785388,-0.023970806371747044
SHH,,0.0379974150740442,0.01953947010387065,-0.03415923694750209,0.017858872336136943
PON2,0.05451992848787025,0.05661422805174308,-0.05500859086015017,-0.028564005155532514,-0.01945236427630032
ICAM5,-0.037080886568573036,,0.034457224761173355,-0.007947043109874586,0.0013063215858370968
HPX,-0.03437919090040954,-0.030071891772872332,-0.017918561215125136,0.07466284631704698,0.025935583894686857
SFRP2,-0.01829140259234844,-0.04207839615133224,-0.009463275175588077,0.06065981191852607,-0.07210293619328027
CFC1,,,,,-0.0018083237343063754
CD70,0.03836455434852025,,-0.02391325942633381,-0.019147518745714652,-0.04673966007285227
HP,-0.005931858284705826,0.10120560073463081,-0.012412325496772483,-0.03145723544870635,-0.07744139340530638
CXCL2,-0.027336402512351417,-0.022170024019689576,0.017316796252830696,0.07135247674447662,-0.013613642613647357
NPPB,-0.01774925338076398,,-0.020977614938758753,-0.02133168121718905,
CCK,-0.047525099040522795,-0.05415281722323219,0.06694805614682316,0.03231972104497368,-0.006296212629064779
SEMA6A,0.009417808628077408,-0.005873213483025418,-0.03390723592430988,-0.025950027800090314,0.011827698826977463
IRAK4,-0.022069374489422516,0.066041140932927,-0.021921607880567774,0.027662985334942415,-0.036248043621058816
GSTP1,-0.036205927668203026,0.013855063751887553,0.06304890393940607,-0.05473846306296658,-0.017910742284382945
VCAM1,0.03946778576886801,0.019375221120269195,-0.04692174449756713,0.04330684508406138,-0.02903667188179665
NXPH3,0.036360967531513876,0.002977959625851179,-0.016285947677483155,-0.034001972309607435,-0.040359813730993434
MTMR4,-0.010022677907161557,0.024076811108896066,0.03251779707267472,0.0067553143123119,-0.034126536018259754
LAMC2,-0.013931307985800173,-0.02168564003015851,-0.013623713125730803,0.013582136157321099,0.033263037919042004
IL10,0.04000686930069465,-0.020917882384325726,0.024924033227884616,0.12503816614621763,0.000523734258497108
SEMA4D,0.004140538522167976,-0.015560677523966145,0.039807927643509135,0.09818662927728555,-0.0335669699273355
TRH,0.037403653408812285,-0.024254341730173924,-0.07522135967962952,-0.023892913497238585,-0.020300772784509345
SEMA6D,0.04687643243083924,-0.033767078427624386,0.08047582247115342,-0.03774976755945869,0.06814651380006798
CEL,,-0.002687707407805352,-0.02247202948283039,0.06083157215180851,0.045301329182057516
PDCD1LG2,0.03208746238172831,-0.014782461858799506,-0.040691929544335,0.06565944461875645,0.04055750824729408
SPINT1,0.03675297484100767,-0.04284676827646558,0.019490944459151817,0.020411499539305475,-0.017517101260079566
CTHRC1,0.04012073263610166,0.012565995506690877,-0.037039973695547915,0.10014549313555009,-0.03515210923396106
PODXL,0.09840576738155714,0.035922611787251923,0.031707282213202084,0.04203310061928252,0.04309636827850668
JAM3,0.07144383651366464,-0.012891538200290539,0.003140029533463867,0.053431223257322774,0.026095061651815295
TGFB2,0.10078969114032767,0.0039793609280823145,0.023491655359187024,-0.031116823180837614,0.07833875559972044
COL18A1,0.09992642845915051,0.021026070743934276,-0.046344591088157125,0.11605296504489611,-0.009401506342552492
NODAL,0.055560697424401874,3.250620486830757e-05,-0.015579737756642441,-0.03269962493027719,-0.019516234624905517
INHBB,-0.008936051342264313,-0.001767967930635481,-0.01708605875788723,-0.05100183800127912,-0.018657936093739846
LCN1,0.08157807007924431,,,-0.024161814592674313,-0.017970828125343057
ARF4,0.014337401320076364,0.07368365870927664,-0.022127451600391933,0.0660210110015897,0.0192730865708154
CXCL14,0.012472950885227617,0.05989197322385557,0.027004219868979773,-0.04546800274696823,0.03666132399967916
LIF,-0.02449974697554767,0.038112103060243936,0.03334322543224645,-0.02003086835617886,0.05158905080816308
IL17B,,,-0.019382641470029216,0.03172742937971939,-0.02031849178957084
MMP1,0.08551545626639918,,-0.014035572188501273,0.028807400748087977,-0.04547122685639498
MATN1,0.0914994762846642,0.0010436193253299986,-0.019975892859371062,-0.029058888425255718,-0.018516445596955027
ADAM28,0.07577750643971519,0.025043472896900114,0.029939261758463946,0.08411810611042972,0.015659317775712008
TCN2,0.07682774371535049,0.07183554667668456,0.0312451971073797,0.06543455694566024,0.06681075798893359
THPO,-0.023834458187347043,,-0.01732816181564588,0.025157753230631096,-0.027748577249689755
CUBN,0.034801550733608494,-0.04110268019575755,0.020129958962200337,0.02469602856845638,0.03166241735121195
TIMP3,0.003287053749121663,0.056331169280754344,-0.03701067989888881,0.10958237637415341,-0.03313911590346137
PIGF,0.02742850836093613,0.06188446144415934,0.01393798843676888,-0.0022321831456757523,-0.04691669861819379
CRH,0.004152759416531045,-0.022348994267499617,-0.030916148045058277,-0.03582887863488449,0.04981157120334354
BDNF,0.021308812818498144,-0.036225960558554766,-0.00597272777838928,0.04746039887656583,0.05424404705557956
CCL5,0.022110051788414783,-0.03387944830560903,0.0082822542695003,0.16562862927038366,-0.04761981546146548
GAD1,0.0130754242256622,-0.028604838422502218,0.07899343875592435,-0.0036540501007301792,0.08014008921552558
COL14A1,0.010869060300440304,0.044076555493264113,0.022086678185049773,0.11539212341856063,-0.053735035114072675
HLA-A,0.0050212369481615615,0.059326973361248564,-0.019417224137845475,0.06324231614296,-0.01234303390918002
CD5L,-0.016322187730306213,,,,
FGF18,-0.014768629758043121,,0.11680441607518965,0.07912189118176631,0.054078414891414996
ADM,-0.03119700526723344,0.04232127914871636,-0.017048353923248424,-0.020703618965069528,0.05076660987599155
CCL15,0.12444831928805714,,,-0.020722323683806193,
GNAI2,0.07290324280194213,-0.04856797463558152,0.05986367963857458,0.08479991608935308,-0.02560120527582437
HDC,,,,0.0050958742712047785,-0.01851643721103206
COL11A1,-0.05595449190399845,0.003137282677772812,-0.009391159505095947,0.02578282790578518,-0.011391049284688183
NUCB2,-0.0024635532935229276,-0.02800276650318257,-0.02592232393046997,0.03321871506810602,-0.017729470911633304
FGF16,,,,,-0.018245541749679697
CXCL1,-0.013727736512788183,-0.032973120809312376,0.03806259612109207,0.09865444840473953,0.02004934988816902
VCAN,0.012563942568564489,-0.0693337578047156,-0.008278458355658352,0.07740872490085526,-0.010880695895837702
MMP7,0.05355710803371195,,-0.006496706317995241,0.06961454837286053,-0.015144093366033541
PTPN6,0.08907147261916742,-0.005910268267813679,0.03117423473203713,0.10610412066614218,0.013954779944347937
PTGS2,-0.0025313925163332925,0.08408755718564621,-0.0696543107345521,-0.027908714407073612,-0.01845579710916985
XCL1,-0.017886198363639957,,,,-0.03295335515407567
CD58,0.047530675437473885,-0.0015573318574303894,-0.00814066570308137,0.04869331858584046,0.0061559589953826275
TNFSF14,0.11177397560553722,0.04956236339066622,-0.02026662963732873,0.015973632449321234,0.02644332341670031
CNTN4,-0.031685173936992196,0.009388394243598103,0.005985830601535268,-0.00019068475358243803,0.018553876852989676
INSL3,0.005680753225563432,,0.01658980528071439,0.03223119280647886,
BTLA,,,,0.060748367236943684,
MFNG,0.0607377268754901,0.008328419473650732,0.0005553515666012787,0.08576793774733424,0.0357412250951737
ICAM1,-0.030038943409818802,-0.06316409294419745,0.06167187621159977,0.031353193893575486,0.0948462112695681
PROS1,0.06933076743258092,0.05993762451547559,-0.030844342678653117,0.006622051577018562,-0.002661113182597569
CLCF1,0.09345243604493861,0.04792674742851371,-0.02385868647065261,-0.020836828081785753,-0.0041519572783193
PSAP,0.07253506732310255,-0.013472053026574443,0.006463450716545912,0.06851318278080423,0.016534610550830692
EFEMP1,0.09336731063172286,-0.058394871550307315,-0.008584383017904674,0.02906440433420401,0.06589435513229683
C1QTNF1,-0.032871102286812184,0.013090986730483057,0.051094114527922764,-0.07492150755634291,0.04350976830844709
ALB,0.029949351783326097,-0.04961279908373107,-0.009720231131241716,-0.019215163248028907,-0.026215950923857895
CCL13,,,-0.0227332342683898,,
EFNA3,-0.06223007135749119,-0.04265936093833843,0.07407988650369428,0.00942999996226448,-0.03865487227222736
DRAXIN,0.03848998570161386,0.04399244642813475,0.050978660425704314,0.0852583726733305,0.07045033277436666
RAET1L,-0.012481864364389207,,0.03856424943535345,,
NPTX2,0.02968835706820719,0.029692156304679765,4.3740247333913615e-05,0.0563883566787616,0.0008866747355828737
FGF11,-0.0141891839253218,0.027425996998419997,-0.011746420378234338,-0.007348020740816284,0.03532210486909032
CD59,0.05542749222104343,-0.019082815755486676,-0.04508481166707683,0.08615826206530382,0.025878819245198997
COL9A2,0.04110750356428547,-0.05345592436926875,-0.0013481588784834684,0.01935533622006491,0.02460548924413411
DLL3,-0.01749868463446455,0.07568181241544286,0.023679877691685017,-0.06104056436883165,0.02540925458547773
FGF5,,,,0.0904200433051299,0.08629142497604139
LIN7C,0.03579675491276317,0.0855577989607666,-0.06531702596099535,0.03993126775384269,0.027532344309371425
GDF7,0.03917724056002467,-0.03584301176868797,-0.01647558535066472,0.04318168900677402,0.046876672166329
PSPN,-0.008755670801929698,0.01268011889764018,0.018733863544263506,-0.05072704488392305,-0.0735493036447723
ANGPT1,0.08096537800533582,0.006717788309206936,-0.043823108095930464,0.06353434695661578,0.030804241557523867
PNOC,0.006236207329214193,,0.037886659634823794,-0.029284149474712674,-0.011055881460681405
L1CAM,-0.03684845746733927,-0.03501848539431116,0.05407886772847659,-0.03564020812543148,0.004232873790753844
APOA1,-0.02365539620551154,-0.030259990079479056,0.0076939515785237845,0.04991835264721273,0.09402885070137312
PSEN1,0.029057164235568898,0.007473222441097647,-0.02548284958095645,0.06651297945347702,-0.06056860848814499
CALM2,0.03358797633978009,0.0008911521984609507,-0.008033825540221994,-0.11748311475756973,-0.02270087261249382
CLEC2B,-0.005683601561852503,-0.0011791472029105798,0.0005398991395695113,0.0607520515313259,-0.008479212278767512
NTNG1,0.0429588039389858,0.012279874116931017,0.11835095128899105,0.03534142553784112,-0.003815281128973971
LRIG1,0.051799431970612556,-0.009214068146996516,-0.019317132481750206,-0.0837667004899893,0.0636230130639101
CPAMD8,-0.011672944387994478,0.04973565906730833,,-0.029730041331031964,-0.020070254885008378
GHRL,0.016983632186294943,-0.03295606665931153,0.0028328914612874853,0.07622934264630776,-0.017692138513020886
NPY,0.027704319922942835,-0.0024937395881547276,-0.056274086770838894,0.12971773436619255,0.03917224342883539
MMP2,0.08746857541080383,0.003917159667246292,0.030794426649401966,0.11228950929546103,0.0004632988376823431
PPY,0.044200658460252486,,0.0073105567512024025,0.06017400571522362,-0.0359282162115959
ALKAL2,-0.023407775954370665,0.03180542674932752,-0.028137020528641993,-0.007362362156043406,0.0011069664439226372
CSF1,0.10608649958864468,0.002154035437933561,-0.020027030821041732,0.010544945418952316,-0.02420885596456932
SEMA4C,0.08115101057883276,0.026205275468793764,0.030584258879955434,0.062159108798481105,-0.05835668611137254
BMP8A,,,,-0.025466798753562156,
ICAM2,0.04332299651602144,0.0800310017456207,0.003122175891137843,0.08913606805919115,0.0024587437624036296
SYTL3,-0.009510461216098606,-0.03133666758834463,-0.04209920599587591,0.06264133784694774,-0.04418479480713167
IL1A,-0.009781514765295896,-0.0071140341563410816,0.031029856248717225,0.08968881389577606,-0.03180217494203348
HLA-G,-0.01920660881260403,,-0.029880844436087243,,
PGF,0.07639110468668903,0.08059600886548181,0.02037361501274309,0.056245864603558994,0.014587201453688218
LGALS8,0.08206826987471243,-0.0482287633272027,-0.038627053199441375,-0.003583025737606148,0.009588814397443253
DKK3,0.031029941383023868,-0.03444950019593804,-0.05497537202169965,0.0064729128189608305,0.012431730180699048
COL16A1,0.037475479737783576,-0.009246995977891371,-0.011123874291212562,0.03833941616651152,-0.0018881417678601974
TPH1,-0.014102528704364457,0.08335940111554746,0.017918051898562416,-0.0030830140377646606,-0.015361486423186339
TNC,0.09152652678195788,0.03884315110563254,0.024003471689042887,0.009181953230671277,-0.003928864591648889
TNFSF9,-0.025077353535732438,-0.0014055265832356313,-0.025462131369417895,-0.04030308273758346,0.03279420112530146
C4A,,0.01970066411527731,0.005477544386631779,-0.009532596736521787,
CNTN2,0.023316700780468647,-0.06271747478222593,0.011700864758702733,-0.011336766178152134,0.03403822698787813
F7,-0.013758079610717754,,-0.016475586943813566,,-0.024807969223281694
LUM,0.05540503981538206,0.09450521924727097,-0.02504507740346121,0.13381786587734548,-0.009832525315873544
BTC,-0.012481859165291542,0.03368208511287929,-0.01594374347931729,0.036241119565866176,0.04206969832991451
APOC1,0.06538481036700582,-0.01661130317205125,-0.008506280654325004,-0.010956931096868905,0.02404008250652061
PKM,-0.01979268633981297,0.007196606329100562,-0.006232958198276856,-0.0010937288970971155,0.029586642037375925
TNF,0.15334384101862147,,,0.034629873914435824,-0.0193078367381859
GNAS,-0.10664135019013504,0.04391514332589147,0.0629557214479237,-0.05581529326549046,-0.004382917497772184
BMP8B,0.04371342586062224,-0.012109438414458391,-0.023406626704465767,0.07805454235699766,0.0004850195582709371
LIPH,-0.014102525232432148,,-0.02616396078184826,-0.009236969053028354,-0.030787729586896573
CCL28,-0.019836955992959433,-0.02065614376018701,,0.0011984947020959114,-0.02921190505503187
PTPN11,-0.012084535975071848,0.023056559894839363,-0.024017424085206577,0.046466423368929595,0.0048677021391572185
ADAM12,0.08616838460182437,0.1222067270553724,0.03425640584582093,0.12004710373918576,0.021533451127009353
EPO,0.01681817266023972,,-0.015762722434468458,-0.021029094881335347,
EDN3,-0.010197860963031626,-0.016881111936604416,0.014383461724892592,-0.015305761403259134,-0.030787720922639622
CCL22,,0.0148889821101154,-0.01383110274258041,0.1019962003809376,
CCL2,0.07267719759751116,-0.07659770871818114,-0.0061699991600545605,0.03967620607286006,0.03702390940784475
DSCAM,-0.03299500212507926,-0.02345323727210311,-0.009051645354246877,-0.02941166568692725,0.035858948402815664
GPHA2,0.09029419895394877,,,,
ANG,-0.0036384464493447928,-0.03991796208106169,-0.0017492616701805157,0.03379605477160256,-0.03838787298012556
FBLN2,-0.01652568276060566,0.07808186384111969,-0.012340196734756507,0.05673702790057902,-0.025436215459740306
VTN,0.0773228503282941,,-0.0024927028256779104,-0.009119031882077699,-0.031298334413168975
VEGFA,-0.07124221138255862,-0.05592357755656187,-0.010594502639674971,-0.046935048336074474,0.02221097366916431
F10,,-0.022183926612595477,-0.02730001899595518,-0.013621782868286624,-0.02541974636384653
SERPINA1,0.03955856359173751,0.025530670392263824,0.019509632029670987,0.005678317686522459,-0.018694392532411484
VWF,0.08010289737162722,0.07076797499373462,0.0014038736543915092,0.06254611052422966,-0.07679367501103117
GDNF,-0.022085576054597798,,-0.004978372554965948,,
VASP,0.049065893808908856,0.030868179181213897,0.00013657467466398243,0.08419531392300222,-0.01661518446096271
ADAM15,0.011463989858302912,0.030020202549365663,0.01757870538185472,0.00594760006478696,0.07190368166846728
WNT2,-0.024668923492781752,,-0.01892667221766844,0.03457017105407735,-0.04860233809744176
CALCB,,,-0.024622058110707407,,-0.029744920947387277
OLFM2,-0.01865821491956656,-0.04078239858230686,0.009560137533926262,-0.04633257057664385,-0.013431417013704402
MFAP2,0.1033384291538934,0.0995008619034753,0.04308005998224227,0.0820180530371996,-0.004380721617555874
HLA-C,0.020912099403153694,0.0747120377560017,-4.427184394112304e-05,0.042814078796414065,0.04492370958663841
THBS1,0.03428570333234927,0.0575172159807279,-0.0051541932684920815,0.08462599095059442,0.01839536030830568
HSPA4,-0.012958709822196204,-0.06443847435557333,0.01953525012683242,0.032075853095757466,-0.022336745576882214
LMAN1,0.016648212826345567,0.06236677303126015,0.013392554474594238,0.027975841072022296,0.0021986810903664228
LYPD3,0.04031799026835629,,0.03716778589966833,0.015132906003047635,-0.02812046459847448
APOE,0.007286971465235465,-0.01786438060802075,-0.03541944110009113,0.04405416397878378,0.014366923319769955
SOSTDC1,-0.010353000812691646,,-0.025042551988644128,-0.035069054836648676,0.015408737699755497
ANXA1,0.038594912097238476,0.030884840622014374,0.06748135669589651,0.022768933806378244,-0.009345839375295302
WNT2B,0.05963058867051417,-0.015521891406164038,-0.010215939985008466,0.09159656269016277,-0.00017691110008733984
AMH,-0.026270728695201508,-0.020656141126089607,0.019181683387919774,0.033277533919630266,-0.036079445243517756
GDF10,-0.016322188479135774,-0.026070369892913624,0.024868507752646516,0.010791487577682826,-0.03112890531277587
EFNB3,0.03444435917852248,0.07061084429468735,-0.02500085787288114,0.030319887648466437,-0.017472178256298522
LTB,-0.001778385815658435,-0.00918238354662634,-0.03364248381500332,0.0805675118417209,-0.04712361518602972
ANGPT2,0.09437052518684,0.019725903377611147,-0.019218557828685083,0.06397888146431571,-0.06669020544209943
NRTN,,-0.02607037924553603,-0.014035573300032798,,
ADAM17,0.05541721277895352,0.008993111459289512,-0.009980292960413499,0.03197377116480883,0.06057398596935552
LRPAP1,-0.01296124755630392,0.030753067243303834,-0.07382150171724819,-0.00047912926079347813,-0.025605448773546848
NID1,0.10949251371904944,0.008247002548706299,0.0027335140684519306,0.06728571275266709,0.05010223477360912
MST1,0.05046215622402614,-0.011621812745122346,-0.02803623881168635,0.0017415420356406799,0.07981282618136325
DCN,0.06699445235635662,0.08613514398189406,-0.05708857373936971,0.1025057884275575,-0.033209008582988905
IGFL2,,,,-0.005914605807119263,
COL7A1,0.009937733716460676,0.003421625031383815,0.03485124844383835,0.09195868176538774,-0.009823998613457103
CALR,-0.023537210631544177,0.02543305897102571,0.026665682890861617,0.04978681483739442,0.013699401371259764
PIGA,-0.005035900290764767,-0.00936022964307451,0.004901706371181235,0.023813400059470573,0.04601428344493698
CD200,0.054155492843250726,-0.021187402064923012,0.061622419760581366,0.03876640085412632,-0.029721005926727943
GRP,-0.02617300275854364,-0.028529467979894325,-0.01539472979055766,0.008724616036781218,0.1147964466684452
CDH1,0.03518025039864665,0.09811789806219783,0.0431966473617723,0.006401437439438009,0.05901996166306804
LPL,0.04931560546529805,-0.005924453820064473,-0.022615970653114763,-0.1011453151358855,0.05094017869029428
SEMA5A,0.0072883140613070494,0.016811447656189468,0.03918882045284812,-0.032279218987346335,0.0137947978358108
SEMA7A,0.05048956257760917,0.03923130223461846,0.04801351270862839,0.05607294618097933,-0.032749287329607676
SEMA4G,-0.009963325202290249,-0.06661659952736797,0.04136443067947838,0.06991634938411274,0.049898756298510163
SEMA3B,0.0320509586892103,-0.09254885636317664,-0.017025512088855565,-0.03305303627845264,0.032766437233556184
RPH3A,-0.008328199989845896,0.06241193198328974,-0.03108514203050787,0.019823396218044523,0.013883189425495613
JAG2,0.08240886868608768,0.05167324276728752,0.037199573067881714,0.013466002943930777,0.01122593378504025
CGN,0.015045137765028608,-0.006208471234402546,0.014550173163796096,-0.012525359126916677,0.025848041585836447
GDF15,-0.005909562603581766,0.06616385955243001,0.027192421609906012,0.05963057475053049,-0.018533433267881202
