,UKF248,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
PDGFB,0.07184624277182032,0.05143839636614577,0.011549328801287182,0.05175077369556257,-0.018102460352571383
CLEC2D,0.05304228026776326,-0.02625331149778741,0.017494228449125855,0.0888576606904472,-0.022371911974329552
F8,0.00977087808080453,0.024921811838644278,-0.03576579126933655,-0.00025869843062915074,-0.004285443696226711
C3,0.13013816942189382,0.028771983296752943,-0.01569641405653675,0.05438255697057188,-0.010195295408868828
DLK2,-0.027866603541934584,-0.021176643946546628,-0.014056033664307136,0.05206082995217288,-0.04981993463198103
TSLP,0.008125849767634388,0.052787072506226995,0.02673752395008371,-0.021921945945362054,-0.01656899180253893
OSM,0.08999893054826687,-0.001690574477773328,-0.0656943994478779,0.08901842450676525,0.011231824636101824
PRND,0.24624599491852328,,,0.035888113478481164,
SLPI,-0.008510316173944536,0.013804758834635004,0.03801951339687117,0.02168922339961146,0.020442990375136114
AFDN,0.04654486804499253,0.08059764981897405,0.05146717475434495,0.022360971240111695,-0.05198563129243239
KISS1,,,-0.018460466215527434,,
ULBP2,0.006556122027992095,0.1435761817283689,0.009750120285905549,-0.037417078943788304,0.007674755482611735
ICAM4,-0.012671677488297901,,,-0.024691454685387918,-0.02175328592530896
ANGPTL1,0.0016590878517557394,0.028999737511516216,-0.02315828026559383,0.05460998692658547,-0.021984110639438895
LTBP1,0.018680654845964074,-0.04284573095330695,-0.037685349682475826,0.04758774136295876,-0.09336528590183647
NTN4,-0.018578547004598198,-0.02448468755610216,0.0324570344602886,0.0319916061093215,0.018396499960845195
APP,0.0651155246856579,0.043506263180394175,0.033974467554321354,0.0289157377951583,0.03918644645551343
RIMS2,0.02559998108042631,-0.027932352304025892,-0.007959023345320209,0.008150783290543612,0.02934498780957539
WNT7A,-0.03489160571269641,0.014787856210538733,-6.172123465025223e-05,0.03690748459468914,-0.023110275443278597
GAST,,-0.022912793905659375,,-0.028373542866703235,0.03682961559248309
GPI,-0.09545838756954995,0.0035331811798347754,0.01610370181766012,-0.05270521645468471,0.0644982664440043
IL1B,0.05355096696181216,0.0014201740969759175,0.05429542892258988,0.07711348335434684,-0.039991485380680855
SFTPA2,,,-0.015018266533317712,,-0.018516445596955027
HAS2,0.062034002962330206,0.008885612983008238,-0.02029830699489856,0.006868257616760372,-0.012159412862868726
IL11,0.05303573627979215,0.018558840963531664,-0.003026668784587382,0.01783831302820049,-0.04623501451740981
SEMA4B,0.03162047584785156,0.076863440826567,-0.020304056495313434,-0.0348232411398275,0.02385781000021064
FGF12,0.041165683748547635,0.031577988895385656,-0.04312770625606505,0.02103467652046292,0.012971843418630478
CP,0.08705848742517848,0.010458946904479582,-0.012076914925252003,0.03537863653024344,0.09480991384583654
NLGN3,-0.011585117718979902,-0.0021832371035707806,0.06441832121307242,-0.06352937409999009,0.011811326796224141
GZMB,0.051319103343596115,,-0.03180442129308017,0.13088467377883828,-0.02052527324728109
PROC,0.07639914413008514,-0.04169787469650301,-0.02818153292200016,-0.04081268982293675,0.10572881555029519
TNFSF11,-0.013043375227359912,,,0.07814010086078219,-0.019307842482023583
AGT,0.012335317635169773,-0.12568713902451417,-0.00986521397045173,-0.08873262001924215,0.020701730743727696
PTHLH,0.07923945848655967,-0.011488112658040383,0.022245297810304782,0.010034040934871844,0.06064397719297598
COL1A1,0.08378193245575845,0.04443319347599242,-0.038833265278467304,0.1110938598407273,-0.02664761722641327
LAMB2,0.08950832566750162,0.012207042490394239,-0.05119912429835192,0.020093997866920146,0.06023700140666138
DSC2,0.09189686615580134,0.029897246444911724,0.04440806389505129,0.061169483484639076,0.012364945932791192
WNT5B,-0.014271458332437195,-0.03506139096496926,0.04968304124105867,0.02659085906805024,-0.04521480384361389
LEFTY1,0.04609653666715032,-0.03226811557669804,-0.003191569537667448,0.015465146331213682,0.0207962964201752
FGL1,0.03205975131552503,0.03895135670547215,-0.002899009210221798,,-0.024182500968110098
CXCL5,-0.020928689541053685,-0.03143810687091278,-0.034487339656481555,0.01213824327217446,0.06853323839504794
S100A1,-0.009369712198857991,-0.005057220589319303,0.028845119101885638,-0.012088191212241204,0.029755137483827094
C4BPA,,,,0.019438681554568828,
NPTX1,-0.015978961702613172,-0.019015987077894505,0.0035239778739478327,,-0.011312150170401424
TGS1,0.03675450299978999,0.11027094453820602,0.006849769841587764,-0.010072023037743343,0.028919481314543725
SST,-0.03578375552386274,-0.04021486397925321,-0.007506205712735095,,-0.0004528661261275094
IL34,0.10061024573663803,-0.002631466274434641,-0.021503331018196032,0.03473538175945838,0.07837882817323061
DHH,,0.04110479769317653,-0.03989701935214689,-0.003201208285304247,
XCL2,-0.014604785676208104,,,0.26674678102128,-0.021984095775801012
TF,-0.025449632971165283,-0.02779885728894637,0.011800989680583487,-0.05489485775518416,0.011237198153093498
IL33,-0.031033507741560457,-0.026007490999965948,0.05284624145870234,0.026677633871767106,0.007496666462486833
RBP4,-0.03736978622858463,-0.025204310571672522,0.024048458695489487,-0.0382097113715474,-0.010310620550579451
CCL19,,,,0.058738006048956876,-0.02830483345363839
CCL20,0.038252713641328324,0.02708352475031621,-0.026850384537294016,0.09181503134795006,-0.02638301756298488
NAMPT,0.05297700468906572,-0.028149951819359663,0.016641009202768998,-0.04282944960598339,0.04206528525519907
