,UKF248,UKF251,UKF259,UKF260,UKF275,UKF296,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
SCGB3A1,-0.01254473855568564,,,-0.023606925377406347,,-0.010345740420849093,0.07052218501319829,0.04475610783077301,0.09687289830130312,-0.02951059260990868,-0.009451934823834508,,0.07825596626572275,,-0.03556858787976284,0.045103541128456555,0.07616918387608448
IGFBP4,0.0436831320701985,-0.004902522555739784,-0.0056095486074892705,0.06602273271858929,0.0689499415281392,-0.0332033836458784,0.017261857441905358,0.044533306334105474,0.024698706409310416,0.03369755419843806,-0.01773873106708562,0.007935451445336595,0.016235714229376707,-0.00025802392531815534,0.0013707150362005894,0.05904636141577306,-0.04607804177937343
RSPO4,,-0.026475998416389555,0.03313187063309127,-0.02724622931312898,0.030283011405717007,-0.01034573890755052,,0.004646860021768993,,,-0.044856952678832475,,,,0.041260478030202934,-0.000254368127846543,0.03049536514675278
LEFTY2,0.042412240268360074,-0.016578577489876355,0.010572074747556278,0.11416600474464209,0.07054440924828025,-0.011344229243296084,0.06591768368704866,-0.02090461916100986,0.05268438537385292,0.021988689462061825,,0.02846307743818137,-0.016082265529962936,0.0013118538490637915,0.04986448490975073,0.10373035252818809,0.020829631933956774
PF4,-0.013013152526433055,-0.014897505458209446,-0.015510193018357425,,,,,,,,,,-0.012819837468733507,,,-0.021438321670968884,0.05565890177063606
ANGPTL2,-0.010788930812313347,0.024727947368438242,-0.0636254185406925,-0.046050176035956854,-0.0008950729880451602,-0.007312355282681732,0.03637569769903361,0.030244903149672785,0.038084188742287445,0.04782662828205179,0.04337714774077471,0.06787763011687815,0.03893670871693307,0.034016022859870064,0.0016109929950746272,0.06531707247546867,-0.05164780300310234
LRIG2,0.0014835371985594805,-0.028525623791357767,-0.01881059250786712,-0.06451605694410197,-0.00975623095546019,-0.05511899713806531,0.0026600726638209087,-0.030362152124894067,-0.06214897499412415,-0.10164222157162021,-0.01348914074173964,0.007354976319179756,-0.001910669099284156,0.018362716241908036,-0.007915569124780851,0.05081419145356218,0.030980771612926273
ICOSLG,-0.04180419491783381,0.060971505004667574,-0.014648293005775323,-0.005143910650566175,0.010402854282700357,-0.01963428046356948,-0.007628881077748807,0.013130228456100429,0.04590541925047753,-0.040542712963252944,0.023647266070583997,-0.026019889667848153,-0.03276871295562425,0.06789693660154894,-0.0007507867000010981,0.06509097639796506,-0.014535144885825538
WIF1,-0.023415055763442365,,,0.0023086120654730634,-0.009940194558522877,-0.01946853858778057,,0.0047335599093741056,,,,,,,-0.02226749836387632,,0.00027378636774434505
NPPC,0.03780150930968346,,-0.024060134284731277,0.016184620543397667,-0.019390161218522495,0.024981835794817654,,0.019437482714508753,-0.024507806743848795,-0.06331841525351284,-0.029528487488062707,-0.024160645490364036,-0.024255991932819132,-0.02985627588054703,0.01211658599812246,,-0.033637875211741
LYZ,0.02347893270359174,-0.05608072533367674,-0.0155159062580321,0.021710599888338775,0.009158452869185133,0.0037979279111996674,-0.004522993994013895,-0.03865598078006757,0.11274707335871215,0.020568924534037736,0.05581075101215922,-0.04804918895967163,-0.04013377215849103,0.035159216423232956,0.029883786195174518,-0.004006691355741948,-0.03855762203936529
EREG,,,,0.09440713376309214,,,-0.012907427860140272,,,,,,-0.006191089068557654,,-0.029835023955364852,-0.010851057900461163,0.04379974453997483
SPTAN1,0.00582776822484843,0.0028817986870684647,-0.047524281090169686,0.0443277233742435,-0.0432817756182558,-0.022252852218828476,0.017203860988176695,0.027546851789865056,0.0501036900617642,0.10386182216411624,0.07608946217927416,-0.002968743168164631,0.07890289568086017,0.03849022958075443,0.007968163482951606,-0.05014361925655279,-0.014698985078980244
PTH2,,,,,,,,,,,,,,,-0.02743425129639546,,
LIPC,0.06837093579918599,0.037316826630310454,0.01432557260640358,-0.02637883444790258,0.02124703881437295,,-0.026093606507922685,0.11725539767805106,-0.02598802033175961,-0.020183724738845926,-0.01332332775625525,-0.03529564969386531,,-0.02228888053542461,,-0.04808784924808582,-0.03884991007406381
COL8A1,-0.025133946663019942,0.015879161112730026,-0.02086617534587794,0.0754474488391752,0.07070874187352276,-0.049746965478955005,-0.08637502085522339,0.011377196153787681,-0.006755061856093301,0.07390365498395378,0.05931707681290429,-0.0006986444465662627,0.02406912738041295,-0.01550112187942362,0.046862692495523814,0.022936582476950147,0.12683173358363098
GSTM2,0.013875490562392309,0.010472687324176064,0.0023438864721701444,-0.010036847614584597,0.010013409631798685,0.03608356959251089,0.008391118916250067,-0.024555458295062834,0.1342335406453933,-0.030320446343319582,0.14552981422599143,-0.03623995356767712,-0.003444375062438241,0.010292708818019367,-0.03408612323162736,0.009317990546872226,0.05461455589907472
IL4,,,,,,,,,,-0.019225790173096568,,,,,,,
SPX,0.029276174787989693,0.015601365511402952,0.021512649930070907,-0.014650808521085815,-0.027996081056239647,0.013794814936929379,,0.03479425198606244,-0.03248979910622216,,,-0.04345110125590281,-0.01591746683094464,-0.008537500183865739,0.03429992373132995,-0.07209160856786956,0.07448843804758916
MFGE8,0.0173400652714227,0.02586797774368644,0.013136484237412345,-0.014206882644279616,0.006637066226862275,-0.018813268956397112,-0.06037191349773378,0.026370229282383497,0.04119981578328587,0.07938830544647715,0.04695714786376996,0.009874594111589127,0.05113048447415871,0.010378464610453065,0.0182705879849524,0.04852192984301024,0.0806099843450316
TGFA,-0.022986248108734425,-0.030474655383089667,0.015703562591082274,-0.01926699142791236,0.043616660427829336,-0.026027758116919084,-0.031082892531628253,0.06338668885537237,-0.01353961248296359,-0.10859527731205038,-0.0355940642468529,0.07440647376316643,0.021357289867799147,0.02043135188917746,-0.004660560578349083,0.11307670149389115,-0.01820047997842394
SLIT2,-0.03274342952699914,-0.005470857014218952,0.05202742889839131,0.05535434986884202,-0.000559102100059491,0.05884842137031734,0.011606869689849263,0.016132326383205265,0.08827203686437181,-0.03831008064417857,-0.03735490787719849,0.10274202569617323,-0.01703052536302928,-0.019510466421069725,0.025032395032508196,0.04846709306015959,0.0957893443100664
PLTP,-0.02757445258925985,0.027379178265852226,0.031890822674145475,0.044207782507459374,0.017583470009135307,-0.031098831883121937,0.027160028253689683,0.05490856794506127,0.027651936653358487,0.09970961147190593,0.05417003121600186,0.04392980478561651,-0.058879521946847584,0.03401205205104324,0.033987046060961056,-0.057624915231501074,0.01007579536437808
APOD,-0.0475923546088044,-0.05199509899345629,-0.05344156116366993,-0.05958152885123296,-0.013106207852465844,-0.06852141491319674,0.03815389989591832,-0.03851724083804179,0.014866422247912693,-0.07948711990140488,0.03693161958782605,-0.0581218309314878,0.013425229908783453,0.04120442741910005,0.027557466090834263,-0.09786602531656616,0.00271348517705033
B2M,-0.033432904341962104,-0.018530802164771817,0.06776140950955388,0.03291504544000084,-0.014069355872329955,-0.007681235426613777,0.023775282675641236,0.025628627510751706,-0.0037810714038767524,0.08826463124700028,0.08404984613257944,0.0005017877363146909,-0.0702616864253345,-0.05272680494649997,0.04559386292806862,-0.04119589055440147,-0.09391069706389521
OMG,-0.004806341202686518,0.019988882909070815,-0.008787337090476343,0.000963378351532573,-0.045551396939703497,0.0011869990986354106,-0.0222077963604319,-0.0022567053608911194,0.016931573463007832,0.1092540910326673,0.07832421804791825,0.03771802038572822,0.014635024472891393,0.003270224098672895,-0.004144237713120283,0.003521476677418997,-0.02419926765961026
CXCL3,-0.03213558838044308,0.001392124960607237,0.06820920139998604,0.05037138639641056,0.05346369797106869,-0.01106775378305512,0.04539110050899151,-0.012195421249035797,-0.025257752558024208,0.015952951185718243,,,-0.07693512869317962,-0.02216150369090123,0.03232220897100476,-0.01255487894557885,0.07910190493475032
CXCL10,0.019190437774522336,0.00933338014687493,0.029858209174515954,0.014215853171141036,0.035205875149318264,8.029274872883111e-05,0.04746504826419764,-0.01938000022729399,-0.014904705032007096,-0.041135134378264396,0.0936195587440752,0.14126092842584212,-0.01719511847143738,0.07241618057613397,0.014673723093891802,0.03735963278575459,-0.00430189227741978
RSPO3,0.0031745235785856766,,0.046706807174224915,-0.02637881818405713,-0.01945525734409161,0.02782626415348877,,-0.012743980161521954,,,,,-0.020384428121018386,,-0.0005979256404064277,-0.002121594253649205,-0.007084843980660422
CORT,-0.037199635252748005,-0.02660600136989646,-0.040393434998946195,-0.03201467867755934,0.009530761715318891,-0.020151637754807147,,-0.024082646741083694,,,,,-0.01341530832863784,,0.07050742247003415,,
NCAN,-0.008156762696271202,-0.015955877386942374,-0.024981951981580222,-0.07209198061722495,0.004383085516772641,0.00669958771668693,,0.026300742037763572,0.0020065616618028933,0.0549013305593516,0.02274109478150321,0.03975800569355102,0.04002712644643089,0.018838384363392073,-0.05747501805169841,-0.020587981355928486,-0.010601636412072598
PRG4,-0.01886579051243331,,-0.017777129702841666,-0.018887139114963206,-0.016461790778581637,,,-0.014899819466452524,,,,,-0.01979510837589637,,0.01717625601745117,0.04837084708584469,0.0373958222190259
ZG16B,0.06341921352754794,-0.017926726547809753,-0.02063253315850744,,-0.0088003670734706,,-0.01869292417034323,,,,,-0.022430800955478836,,,,-0.03839354402385417,-0.021253113127288586
TGM2,0.04318356447080113,-0.05239008449634306,0.026137392753783507,0.012846947714582554,0.055228707053549174,-0.000555520560370735,0.00612739818830483,0.007608517098075571,0.05854006312291461,-0.03073250271370849,0.03163083913617683,0.033603950918262675,0.012139693328551315,0.012975919062756391,0.043401534735083104,0.04844086411384524,-0.05408688545195936
VEGFC,0.10732795689205532,0.004984404445179792,-0.031683605130016945,0.04887647431112648,-0.02369721732538777,-0.04056835946228445,-0.01798737245055778,-0.015205859670282342,0.1334268045698581,0.14717406385338722,0.04932441992123538,-0.004308355287818036,-0.02687938857002368,-0.029231388548865343,0.01481018124939462,0.052853993031328615,0.16931883501387182
WNT6,0.014265229330107276,-0.016578577924972884,0.036639268993461746,-0.02602465934965359,0.0082844256300707,,-0.009233588937369383,-0.013270906471045847,,0.026306751894337888,,-0.021331694342119224,0.007322867627870109,,0.09955025789105221,0.15335329213132806,-0.02196084225453973
NRG4,-0.011554145780038097,,0.08630238904218203,0.02652972908503327,-0.016906930054438364,0.03910429884973366,,0.0011532158164653467,,,0.017871921579212927,,,-0.02347238278677729,-0.03163178635821462,0.034288150086456456,0.1226077368077641
PMCH,-0.013316774808559025,,-0.02997820401347225,,-0.012881299962657985,,,,,,,,0.065691655814424,,-0.018212276583317602,0.05750603782853981,0.0069230863991000145
COL9A1,0.05295527957285569,-0.04117711031882466,-0.02259678430364768,-0.04270004986007338,-0.0007635153166557987,-0.021915517961205326,,-0.020213634720340483,0.012007041260822476,0.07304307456073719,0.06019991106133849,0.0821017407619588,0.061224623497598885,0.016585351317256143,-0.05795545275611671,0.08942606388416362,-0.02227706557097859
GDF11,-0.02086988921724268,0.012678753557443778,0.010808806901599478,-0.06236142731993707,-0.0165776170442423,0.038215406568899817,-0.008395929261319955,0.009200444280882751,0.06112774829887165,0.03746540603394721,0.02601419794987119,-0.041665769355350414,-0.02192583592790007,0.04019871736095583,0.06287772271733963,0.09319446137820647,0.02536669213903101
RAET1E,,,,,,,,,,,,,,,,0.049407033992871455,
IL24,,,,,,,-0.024946300395535734,,,,,,-0.012615431678139574,,,,0.10862452911829963
SORBS1,-0.03405087950309946,0.006505538766347946,-0.08211854127086952,0.05016445825532619,-0.017894568822602708,-0.005891797342337895,0.05517571634050229,-0.022253646241302653,-0.025331736320079835,0.1291938144952331,0.01153740895324439,-0.03536284674547032,-0.03860208066407908,0.015803108548804446,0.03401319249035267,0.04270538110699677,0.032983310210730706
DLL1,-0.008480235957437035,-0.001688532498682796,-0.02001556304346336,0.03809558737749459,0.03286852039864562,-0.0151524485498667,0.018109568882476227,-0.03790603799779044,-0.028203166657738588,-0.04974096541583146,-0.040030130670537706,-0.04202232265835658,0.02656532394035519,0.03294854349419903,-0.0005303266298822961,0.02718876606900189,-0.021977857257954606
TLN1,-0.05640911668076939,0.008727486643073448,-0.05100708459891272,-0.024334679127436427,0.03490205643014905,-0.04891676675589995,0.022046680358562387,-0.006551013001131677,-0.029020782492516214,0.1328594935903967,0.14932705431689025,-0.052817354922399064,0.037683988710450624,-0.015812629862793325,0.022057333884288193,0.017928970775627745,0.003103172285299354
COL2A1,-0.03759448091630596,,,-0.016869080442554887,,,,-0.012380856324539488,,,,,-0.03287967410828431,,0.023790172347111088,0.044557641164436106,0.005517534700330486
SHH,,,-0.0025025587034630935,0.046467649141747516,0.03697067750836626,-0.01187875508747645,,-0.011816198851780127,-0.05816116729314062,-0.04012660063418512,,,0.007219774911767405,-0.03827105821113824,0.04103053209038721,0.02550365417602391,-0.04057758187275666
