,MGH258,UKF248,UKF255,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
EFNA2,,,,,,,,,,,,,-0.01546246240303937,,,,,
HBEGF,0.05233677222313744,-0.015659957682341515,0.04931690163036348,-0.07191553280398483,-0.07121420944893656,-0.042018891823840665,-0.08676418087501657,-0.019428260450173852,-0.10975833293151137,-0.014365363255653536,-0.04119233681349189,0.050527083308113424,0.03245208201324489,-0.0033814583985231203,-0.019112864386132952,0.06183843780036395,0.03552224778852146,0.009822593751708063
CSF3,,,-0.022769004336879083,0.024748192314447564,,0.03475975857583175,,,,,,0.056486142333080885,4.187381385174574e-05,-0.02548901362153985,-0.03314277173860321,-0.013400104812201942,0.029688644658300158,
PI3,,0.007136906061452731,-0.0311328042122266,-0.0052865269833918625,,-0.023835583059897955,,,,,-0.058300053729185466,0.04733166220724718,-0.04423762701033901,-0.0519584430786064,,-0.029113976008514383,-0.038008044341494206,
PCSK1N,0.09009875060688148,0.07351751339397228,0.017916430362409263,0.0011925038259355258,0.12070777403510062,0.08979317864248924,-0.02840260638149949,0.05436787582558496,0.2971343022928397,0.1404893356714181,-0.0475412980543092,-0.017485584961844772,-0.024087050090701716,-0.047985587631828044,0.18229865555634153,-0.0412341506763676,0.048235120140605124,0.053553909310632246
NTS,,,,-0.06886482623308238,0.021744603654658246,-0.026018166423450166,0.010937410819417409,-0.030576435522164942,-0.050355766960885735,,,0.027382485193037136,0.02423333560919562,0.014287980455230475,,-0.019843727972264448,,
SFRP1,0.11545329395228733,0.01769644484062358,,0.06890012973251244,-0.012149898390245713,-0.03426924697494342,0.019500989297830958,-0.031552057727771886,-0.08638819034057822,0.0032413953050882106,-0.11694899868037775,-0.038439057350135385,0.04641685417002069,0.06082511886696817,-0.09366347829420128,-0.019382610007120476,-0.0518440394710132,0.04185470155702993
CXCL13,,,-0.01653299124074393,0.05558901979668479,,,,,,,,-0.03867959590343016,-0.018151345787189955,-0.02258962797963517,,,-0.016751208744519724,
MICA,0.04695968092173163,-0.01387207332579815,0.04095008737134323,0.0317194665655094,-0.017755912846269796,-0.06177517434705672,0.011105269753648724,-0.012788423076277242,0.045567057928543014,-0.08060654560245156,0.0892079494925475,-0.023061600422210917,-0.030651513911021357,0.01822726540102367,0.04265891402972023,0.057539081755904276,0.05239646655486353,0.12004724027583298
TG,-0.030046101696878855,-0.032264699871083935,,-0.010334657488410158,-0.04335799846576226,-0.02554802756169923,-0.024514371255123107,-0.02283408692899796,,-0.014213978829393795,0.04221419259134437,-0.022881042400468374,0.06641534757891283,0.013786220903379873,,-0.02613276035167117,-0.028054866105523445,
ADA,0.03426190608706587,0.01182834555459029,0.0016457461811823198,0.018344368265858273,-0.04577091235311026,-0.08709635421333237,0.011611463908472298,-0.037084393491185745,-0.13481436698740523,-0.09697181768830565,0.03035927030170003,-0.027654347666055033,0.07345662249129066,0.025285109836883268,-0.027785209089380862,0.08507897037546452,0.004599645496131741,0.07794457829852111
LAMC3,0.09207745123489734,0.019483016456259755,0.04765718006824251,0.016790845644493537,0.029884383002951702,-0.0655043820734585,-0.02842078198825634,0.002945060226832306,-0.08263651638471188,-0.02687417115140003,0.05154150132321003,-0.018114913097268488,0.01604745369496029,-0.009150876067876925,-0.04989711345097062,0.03987747935971124,0.06447150910956097,0.08059140608871634
CCL7,,-0.021324609134732737,,-0.030814171684446917,,,,,,,,0.007967695589164527,,,,0.07336220600601812,-0.03075241785169993,
NGF,,-0.007370305774209377,,0.010883014298981359,-0.041375159889641494,,,,0.14785583509116293,,,0.01466625151461113,0.011426413182471382,0.020827519935201783,,0.04629076837867313,-0.0173153147632306,
TNFSF15,,,,0.08717459002039499,-0.020429302418439745,,,,,,,-0.02516065685424503,,-0.015828239866604928,,-0.025714031395000933,-0.023368278427875984,
HMGB1,-0.122322445295672,0.04975189963467108,0.024148327636889993,0.022745021709850783,-0.062410455446443795,-0.16701833782622214,-0.009304378778390396,0.008874822963809764,-0.10411115107550316,-0.05296653066301617,-0.059764248787378606,-0.034113785194562984,-0.05988584168024812,0.01643808531816525,-0.0332844230303974,-0.018491717976118805,0.009418679357817978,-0.03345481705204223
ITGB3BP,0.03491714521226354,-0.014162955320441269,0.02504855596133605,-0.009326479347040933,-0.03012963328580165,-0.11237382293370404,0.0168182388537876,-0.002175211241298016,0.0062034932998887024,-0.10231017607946984,-0.02600426252189326,-0.020842786066752484,0.016690338910813715,0.05469134845800965,-0.06543157639570538,0.03231424127392541,-0.03585414557024639,0.15815753739313096
AANAT,,0.025388399227739406,,-0.020557416493697557,,-0.01909421753134133,-0.00877963103659843,-0.026321217760930157,-0.023404909880741634,-0.030249288014105577,0.10187195966109727,0.016150966746369552,0.0373843774748722,,,-0.014857033123293529,-0.029501924788395917,
RELN,-0.02490901489353735,-0.043026991914252424,-0.02564137781820047,0.04691095313368447,0.03145509065919871,0.09333881149064535,0.07443235391297533,0.024282414617615142,0.07155314565789707,0.05783507720013819,,,,-0.019118798415656817,0.04623140708249042,,-0.05033130535422462,0.021974073035230676
IL15,0.0729721623143284,-0.019030004095586597,,-0.01875266631874644,0.0787792156508561,-0.049805500135326516,-0.0024613659785391916,-0.051621933086780494,-0.003982473267158025,-0.028054816533733953,-0.057169174233171624,-0.04148029742455039,0.04173201687703885,-0.01795651864881293,-0.004259825746547212,0.07404886312979389,0.023960958856576658,
UTS2,,,,,,-0.03766488912483755,,,,,0.08770814725321895,-0.01928096022190306,,,,,,
BSG,0.08087236108089116,0.01474309958715627,-0.022639396039641317,-0.02114482211746616,0.05764313236864317,0.08038838360534613,-0.04101241253976148,-0.00837850599776319,0.22566061940994636,-0.11125739635236574,-0.06780904164666696,0.03919079552907696,0.029836450243060975,-0.001126790990416103,-0.01172576222366898,0.018352307072510034,0.001257519047304979,0.03640268952034726
ADAMTS3,0.05836264976193676,-0.0042876336897293,,0.023500285386106535,0.05913241012764582,-0.14015275154932114,-0.015418487747383027,-0.023760142014159324,0.05836246651102798,0.06510067741412917,-0.04579221406867888,-0.040565583539861276,0.019941271910493007,-0.06749007890880232,-0.04030129186867123,0.04892818003712392,0.054406504304820684,
CD34,0.04608716563185072,-0.02589919877784137,-0.037753514719865815,0.06921975536148238,0.026540605982459376,-0.044432223741834885,0.06214768622812686,0.02476583434318078,0.04266660724374519,0.04102286530273888,0.04521994380695379,-0.006100038511964176,0.049242239639337215,0.0790974495277397,-0.016878289587869074,0.05482297084273257,0.013655740110676235,0.04110860465597389
CCL23,,,,,,-0.021726188543131655,,,,,,,,,,,,
PLAT,0.11741714074723728,0.030922505423723195,-0.02591559997787048,0.032848071960057706,-0.13626989665588796,-0.10905381570990526,-0.12566131431701136,-0.02493021029347501,-0.012363085455862871,-0.0832523261677113,0.029584988482306784,0.0011249657472964744,0.009272369297264505,-0.01233058043217035,-0.02837467382947291,0.105446316284046,0.09531910511337446,-0.023076062306851903
NTF3,,,,,,,,-0.042488724511680794,,,,-0.031073423741534496,0.10858731962188509,0.010769320153880529,,,,
LTA,,,,,,,-0.0212325159347773,,,0.031739933259406466,,,,,,-0.01999532757532502,,
CKLF,0.016512619904461293,-0.04459588301659989,0.01841259909803375,-0.04732921945877694,-0.05274960840280844,-0.16178708627085836,-0.0010870417370000905,0.0032063238317969725,-0.13842925462842448,-0.06813878475840598,0.07254198152495453,-0.06802600160163617,-0.023202227601795047,0.05489011019869898,-0.0983130619200192,0.0034237809132069263,0.03220449862696482,-0.018155564396275286
CD24,-0.013839407110952814,0.11881233276469788,-0.010620658190376399,-0.0259598176886321,0.014041415460065081,-0.04610518680654521,0.028277251315740826,-0.05668281217288157,-0.0031806782396846677,-0.016596608254258252,-0.08555178172000043,-0.006981200645202521,0.018603835501786407,-0.07244765177141553,0.03946935643651558,-0.005791079684637034,-0.01097342896027633,0.2558118724017336
HSP90AA1,-0.04444032366465196,0.03601503880720598,-0.026475205095603437,0.15515946982854206,0.17352118763187022,0.13110220964811983,0.01655002016738057,0.006054595237464321,0.3302922848885158,0.1687432445648171,-0.03945688250301717,-0.005943402400462492,-0.04071452409159443,-0.07030891911676437,0.12969990179451332,-0.09237979063527325,0.05664007691816376,0.1145129082036559
BMP4,-0.0002706864839676732,0.028240560141812972,0.09052799896713618,-0.039894987519079494,-0.05429940599029297,-0.0012519598371733471,0.05724359601278447,0.026582982508604917,0.0670093538147921,-0.023905604263267273,0.019789728645290168,0.006778750696569216,0.0019191474063799806,0.053715036946212796,,0.08943168037878745,0.013484355917395666,
SCGB3A1,,0.15795708357983704,0.06521829223199367,-0.024481345239102094,-0.020616706502463507,,,0.05848981556882488,-0.0146787410949755,0.06838648894712011,0.07204117216053152,-0.03928204552749237,-0.0020732271990969654,-0.03287025969640626,,-0.029442342636795744,0.13125453676941276,
IGFBP4,0.034569129605101744,-0.021510442943708876,0.013594724506725761,0.027151487174307692,-0.05601751509970586,-0.05965024553999752,-0.034572363583888356,-0.0479517057786601,-0.09347512907164658,-0.08751951974989214,0.02801090912615492,0.05910160560155902,-0.0664681084447342,0.03311410206106546,-0.050181173758623646,0.06785370260314108,0.06200330080880418,0.055812596948940016
RSPO4,,,,-0.028255451974988997,,,-0.024694708634814856,0.06551737666835791,,-0.0008736260129930121,,,,-0.02213672102417106,,-0.026371744022153976,0.04501889996197868,
LEFTY2,0.001216890600473928,0.04391473375384207,0.08752715863219841,-0.009288511598961756,0.008382734562982986,-0.02543945181217214,-0.04150523703959045,-0.024344985344851886,0.01638410966509212,-0.014683626666400046,0.0819757032384296,-0.021908726756617907,-0.017779053666872345,0.07375421320997669,0.02527216339024528,0.05285856335779552,0.05348240359897328,
PF4,,-0.006397448640425052,,,,,,,,,,,0.10015454488172534,,,-0.019995322948257906,0.013059934952163763,
ANGPTL2,0.01886128704583026,0.005410634796178052,-0.06567798451251829,-0.05009268080998111,-0.07739266242375178,-0.11719783254837671,0.008195552656717084,0.0003194539389093444,-0.1846554137686847,-0.14798428209657974,-0.0014376358835823636,-0.07668952433182624,0.04402855635543599,0.011381486303968067,-0.09977982231114128,0.09381250943785487,0.11106704356291527,-0.005342541317083827
LRIG2,0.007188934916639036,-0.010408686984629233,-0.0007669939054821288,-0.02061254183973504,-0.005189303187141953,-0.02225868990524543,-0.03034632000790239,-0.02931085962415349,0.08824100402401237,0.02345556353520725,0.01734687273829946,-0.01813078916384678,0.00728439816414327,0.004374430327626946,0.00718553206749379,0.03404578777364399,0.05620243217362382,-0.009019664716412086
ICOSLG,-0.05222910594217546,-0.024466714098044146,0.08703609039614044,-0.03335316603628659,-0.0603418075958673,-0.06432758145123235,0.033938543633567166,0.06450068305588645,-0.14486295847044414,-0.07764148603859049,-0.007101760048654217,0.028192878813889755,0.041094593867411114,0.04969165855232749,-0.024038540504711582,0.017149214327477565,0.036732834791759136,0.08723117604446705
WIF1,,0.0922839944344685,-0.0394665438025166,0.043318701777600076,0.07566666866431734,0.06523727725227586,0.02544282447633263,-0.02002265857701837,0.03612338582039314,0.1328021686805426,,,,0.1258667465202126,0.10960955518720901,,-0.046048826040123905,0.13682311863463653
NPPC,0.07640803804954224,-0.01080065454335593,-0.030533802258699835,0.04154253116101974,0.016744737579045495,-0.019460916677137625,0.02268920945070489,0.017167555254802316,0.026361147205852673,-0.0812607276048577,-0.05126047127266775,0.009052739735063304,-0.02681516366667078,-0.025378247159406498,0.0729959912200386,,0.03218414144467101,0.1083411908941645
LYZ,-0.02467507056206694,-0.020091921518066335,0.07566610779159015,-0.051654470242020245,-0.044917245034414695,-0.05752847049085388,0.013779673248462285,0.0023225686887529506,-0.2134661005312951,-0.027238724500635487,0.04973283907993749,-0.023697649731997113,-0.02932878543643602,-0.0014264969297665946,0.017623496291607556,0.008986532816305157,0.011362785320119376,-0.09546011573121044
EREG,,,-0.0306909411116635,-0.0397621250855911,,,,,-0.004739695581291296,,,0.0039983902454412915,0.02639550647197925,-0.027571659262281722,,-0.030197569297172218,-0.0030742793071867683,
SPTAN1,0.07713838850762107,0.0438197774898931,-0.05829696762720058,0.09941982487431911,0.07836144673020277,0.10809283813923501,0.044290205862428704,0.022845034505546917,0.2897249479214841,0.09945162781224597,-0.03659023152981397,-0.039138575983044495,-0.024906374867242936,0.0028392629045918905,0.05327150944736597,0.0037983060987243156,0.07161675391864082,0.10774901231403781
PTH2,,,,,,,,,,,,,,-0.035204761098654315,,,,
LIPC,0.01345277715768874,0.048142099460979006,,-0.02735592809313035,0.06442456263222078,-0.03237367129839772,0.051796064531698716,,-0.008607302261207874,-0.00975039452468504,0.11806332507863926,,,,,0.039593794896241596,-0.06404274292067094,
COL8A1,0.03254857372590517,-0.013680982832003804,-0.010061622396620272,-0.029719234471407886,-0.07368359531666444,-0.007092093017793409,-0.02226216561603604,0.03170937036574132,-0.11428680493192218,-0.09683297477452003,0.04253433692636112,0.03759506887469472,0.016471680595476212,0.02572495327016873,-0.059622777533964624,0.04478013382937906,-0.04962406837215417,
GSTM2,0.03175617489991879,0.026331861279053046,-0.03788724292709396,0.035201803927471305,-0.017378612853551082,-0.015698370846409546,-0.02487147714393156,-0.014901004093190987,0.032027491741428354,0.02091868065340448,0.059094070588392285,-0.007063001249746847,-0.0019481990728207111,-0.010571460876080867,0.023793980716643643,-0.004911454707135566,-0.017794503270716733,
IL4,,,,,,,,,,,0.09380649827438171,,,,,,,
SPX,-0.050579303930491634,-0.04380044054444641,,0.16594320904272958,0.06060971571416539,-0.007798524787141242,0.0761346627788285,-0.01991757682135318,0.05382048860581428,0.16088965635690317,,-0.026021595101783094,-0.017596867586893862,0.015378258863033324,-0.07145946393759335,-0.04335331981445264,-0.040604421142653946,0.017202322131037538
MFGE8,0.046047372662074135,0.026459261258644635,0.008365705731580915,0.05896793797656399,-0.05474625670660291,-0.10144013326623397,-0.0031511619577715474,0.0014701680263159715,0.07586927480655414,-0.05537039242772237,-0.021159385199258446,0.030450902368021178,0.03504470905869364,0.04563754454341036,0.07045145441487721,0.06769587572189248,0.1129879192951879,0.07475006419765146
TGFA,0.01217460480739757,0.06360914231195436,-3.5393190485233408e-06,-0.11461869891290648,-0.03484814053350322,-0.07253495207536169,-0.07936807977509722,0.0002984178564619687,-0.0860377354639702,-0.05607050273890788,-0.001998210348578356,-0.034838081951972,0.03369951780790539,-0.05387004666147949,0.013810512022239976,0.06133810488467581,-0.011411396678769392,0.05184727465023128
SLIT2,0.043529261260433265,0.01822082023372194,-0.01808957148851694,0.09056557498318406,0.06795552083465607,0.10066638038849812,0.012331998230500279,0.07815486183055591,0.09401440909111569,0.16497277578992656,0.05657866061635419,0.008038733373148204,0.05925089266850187,-0.0706614303823141,-0.00044569729166557233,0.01388099229613468,0.05384280388101039,0.2611921208545724
PLTP,0.07354423466539693,0.013983044746758488,-0.01519508335329418,-0.08187245301918641,-0.044593697869246905,-0.12424546324022137,0.043850564690591065,-0.0072063374743338415,-0.30163769269826085,-0.05549356236181806,-0.010611992297088943,0.07024664050046116,-0.027890741385290397,0.03962759661712482,-0.09476887305316685,-0.08075522769356418,0.04224042116502749,-0.0512316692824745
APOD,-0.0394138245584545,-0.010482773498742146,-0.037170371090291844,-0.06711552893169152,-0.022652808859386506,-0.10878798402955421,0.06649762084038478,-0.014767713493115796,-0.21036213731265158,0.09060704841837343,-0.07546937776937997,-0.03941411153956328,0.04440397013987134,-0.06725311972756053,0.05629801221471567,-0.10140395160245565,0.04445551103139933,-0.0475539529632642
B2M,0.04881320162382716,0.014604974273775592,0.014074381028646537,-0.03271235509354489,-0.1362867013723176,-0.15152394929629728,0.015578078953043634,-0.04037183484976516,-0.2970887322382723,-0.1919695284355873,0.09173267930732916,-0.007272362242612089,0.008327962408995386,0.05103289085246003,-0.04489910059377767,0.037322082723382784,0.13336178865742346,-0.1147928351002189
OMG,0.018363914008940534,0.0673342859138252,0.060747793095128774,0.032757757129567314,0.0032840158727469484,-0.029843969329507714,0.08128387610830531,0.024875575880626527,0.022196862187913724,0.1250964519232313,0.032067900973684844,-0.03501472569093948,0.0785014280885909,0.003918972044336404,0.010580495377367853,0.007329940572594609,-0.011974519084062439,-0.06515574277552956
CXCL3,-0.024196220991908712,-0.028802637598888514,0.05623729349260155,0.009625012008974223,,0.006876696303991992,-0.07307541531621009,-0.023751662441777177,-0.04781087348519379,-0.020204550743774457,0.1798875030938159,0.08287749130301965,0.027198943527239935,-0.01974829824910654,-0.026459339262151948,0.04416091974336203,-0.039576380441264346,
CXCL10,0.11476952590532913,-0.04220191968781241,,0.08201786965978679,0.015928572211133092,-0.12424147345960675,0.0032899717330705965,-0.027986652650590957,-0.010845956361439828,-0.03210747624135412,0.16046815991360278,0.10430946942071041,0.023883504797247674,-0.004968013736458186,,0.018983194230492804,0.017157274460834416,
RSPO3,,-0.028966769106902972,0.11383851751131077,0.21664625538381244,0.07201768925643393,-0.006996590962935082,0.031161483331131293,0.012650297128307553,0.11154956841729274,0.044346264557423985,,0.025529891380024934,0.017827890937997696,-0.02822521340991413,-0.06128165134362329,-0.014249895290547309,0.027439074351827523,0.05466835750834247
CORT,-0.03004610798424163,-0.02200280288907684,0.03951889695250316,0.14854343265518424,0.022260601402711532,0.042345511205889384,-0.05458069825511399,0.049576693720866455,0.03624339562942236,0.030483294592195967,,0.001231776374060907,0.09564452654051685,0.02704373365119288,-0.05175433185244516,,,-0.011607035262630452
NCAN,0.0045225698499373745,0.08188261627875579,-0.044295151663425965,0.1309725357911316,-0.06713840482890895,-0.09876706404980448,-0.04634262239750013,0.01153303644339885,0.16543981456230877,-0.18653100942103512,-0.05104320159907533,-0.032271593792149965,0.03643180790404427,0.0004827992718211059,0.03780795223353706,-0.00022114331671145422,0.06811850300136266,0.00948542422928067
PRG4,,-0.032069665436194335,0.07779928061278178,0.018080101221301523,,-0.012956183978914636,-0.03155885729265588,,,-0.024685015165574524,,-0.012055741901028242,-0.021883626625920218,-0.052787664942366884,,0.01848284226726849,0.08083060162631078,
ZG16B,,-0.01738112986811316,,,,-0.002989753567841673,-0.000595179592747197,,,,,,,,,0.07586116974844699,0.021806137851364694,
TGM2,-0.003295872759632974,-0.005795070337525137,0.007258080371409398,0.01830543393739597,-0.034357575474433175,-0.017804160421931236,-0.026919272302855776,0.003518725193673621,-0.0037304705637797517,0.07478988799785302,0.028202553868728174,0.050703434243984026,-0.003336000940892134,-0.0018970788736968139,0.020093121860453655,0.02292148781096102,0.05207773032767418,0.09162367301796022
VEGFC,-0.030046109918815584,-0.031768955303524665,-0.0016462114544456873,0.04433936167480055,-0.008914719777171986,-0.03580985942335344,0.004877147618019522,-0.023072208590913943,-0.027406604301196773,0.04375651434537536,0.06690662381918282,-0.03321440985643181,0.028010876434936004,0.047282895836505495,,0.04145673059565052,0.013650652018702384,
WNT6,,-0.014711763224926922,0.035366855723980496,0.0014675012037013873,0.015285753318031222,0.03354846294808023,-0.01498245384559909,,,-0.02198634206516892,0.11131638589397605,0.031676417919467945,-0.027563545560898947,-0.016361376669000786,,0.03643735964651622,0.0265004282629206,
NRG4,,-0.019640713667558176,-0.01706659324053135,-0.0018658195538179846,0.0453806764384419,0.014314717976144002,0.00337137195621647,-0.0013180345011785174,0.13254108523583377,0.017062500603082044,,,,0.1166520039474922,,0.09943402672378927,0.05182634218190887,
PMCH,,-0.02263697948507253,,,,,-0.002219963713289571,,,,,-0.026232842502676264,-0.02080828571615042,-0.01683064458392605,,0.08367271874148237,-0.033884439296024624,
COL9A1,0.07839307794725352,0.018433524867954618,0.15751710150959114,0.0008109821661767305,-0.08052652113293648,-0.056326668538987226,-0.010533149138391068,0.023611335088313912,0.06949526897220357,-0.033488585599741404,-0.016973861183363657,-0.01999920188405557,0.03317093968994187,-0.012858312344568223,,-0.012383979583597673,0.030518121600420785,0.03733019558644574
GDF11,0.11566111997835656,0.08694197284563626,0.01278705912311674,-0.020928575317215637,-0.07725820070402008,-0.07497944004978734,-0.005166540839550115,-0.054056823651375124,-0.004625108543328813,-0.0644257514062311,0.013971970855884268,0.048526945101899296,-0.009078572247923087,-0.03417615032419121,0.020367506571563488,0.03019578587246885,-0.014400672353575068,-0.037119411026236504
RAET1E,,,,,,,,,,,,,,,,-0.015632035637471283,,
IL24,,,,,,,,,,,,-0.01955857523901791,-0.01394644532006566,,,,0.022028936094620883,
